apply	element_type_path	offset	size	proposed_name	proposed_type	evidence_count	reason
1	/SubmarineTitans/Recovered/DArrayElements/TraksClassTy_field_0024Element	34	2	field_0022	/short	2	observed_types={/short=2}; semantic_roles={}; role_sites=; source_names={}; sites=00556170 psVar6[17] | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/TraksClassTy_field_0024Element
1	/SubmarineTitans/Recovered/DArrayElements/TraksClassTy_field_0024Element	36	4	field_0024	/uint	2	observed_types={/uint=2}; semantic_roles={}; role_sites=; source_names={}; sites=00556170 psVar6+0x24 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/TraksClassTy_field_0024Element
1	/SubmarineTitans/Recovered/DArrayElements/TraksClassTy_field_0024Element	50	4	spriteHandle	/uint	4	observed_types={/uint=22}; semantic_roles={spriteHandle=15}; role_sites=00556170 argument 1 to Library::Ourlib::ST3DSMAP::SprMove | 00556170 argument 1 to Library::Ourlib::ST3DSMAP::SprSetLevAfter | 00556170 argument 1 to Library::Ourlib::ST3DSMAP::SprSetLevBefore | 00556170 argument 1 to Library::Ourlib::ST3DSMAP::SprSetLevBeforeLand | 00556170 argument 1 to Library::Ourlib::ST3DSMAP::SprShow; source_names={}; sites=00555D90 psVar3+0x32 | 00555E80 psVar5->spriteHandle | 00556170 psVar6+0x32 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/TraksClassTy_field_0024Element
1	/SubmarineTitans/Recovered/DArrayElements/TraksClassTy_field_0024Element	54	2	field_0036	/short	2	observed_types={/short=3}; semantic_roles={}; role_sites=; source_names={}; sites=00556170 psVar6[27] | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/TraksClassTy_field_0024Element
1	/SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_00F4Element	0	4	field_0000	/int	2	observed_types={/int=7}; semantic_roles={}; role_sites=; source_names={}; sites=0055AB50 piVar6->field_0000 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_00F4Element
1	/SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_00F4Element	4	4	field_0004	/int	2	observed_types={/int=5, pointer:/undefined=2}; semantic_roles={}; role_sites=; source_names={}; sites=0055AB50 piVar6->field_0004 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_00F4Element
1	/SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_00F4Element	8	4	index	/int	2	observed_types={/int=5, pointer:/undefined=2}; semantic_roles={index=2}; role_sites=00559110 callee parameter param_3 indexes an aggregate; source_names={}; sites=0055AB50 piVar6->index | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_00F4Element
1	/SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_00F4Element	12	4	field_000C	/int	2	observed_types={/int=6}; semantic_roles={}; role_sites=; source_names={}; sites=0055AB50 piVar6->field_000C | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_00F4Element
1	/SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_00F4Element	16	4	field_0010	/undefined4	2	observed_types={/uint=2, /undefined4=3, pointer:/int=2}; semantic_roles={}; role_sites=; source_names={}; sites=0055AB50 piVar6->field_0010 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_00F4Element
1	/SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_00F4Element	20	4	field_0014	/int	2	observed_types={/int=3}; semantic_roles={}; role_sites=; source_names={}; sites=0055AB50 piVar6->field_0014 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_00F4Element
1	/SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_00F4Element	24	4	field_0018	/int	2	observed_types={/int=3}; semantic_roles={}; role_sites=; source_names={}; sites=0055AB50 piVar6->field_0018 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_00F4Element
1	/SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_0110Element	0	1	field_0000	/char	5	observed_types={/SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_0110Element=1, /char=7}; semantic_roles={}; role_sites=; source_names={}; sites=00557C90 *pcVar8 | 00557C90 pcVar8->field_0000 | 00558840 *pcVar4 | 0055B7F0 *pcVar1 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_0110Element
1	/SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_0110Element	1	1	field_0001	/char	4	observed_types={/char=10}; semantic_roles={}; role_sites=; source_names={}; sites=00557C90 pcVar8->field_0001 | 00558840 pcVar4[1] | 0055B7F0 pcVar1[1] | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_0110Element
1	/SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_0110Element	2	2	field_0002	/short	4	observed_types={/short=13}; semantic_roles={}; role_sites=; source_names={}; sites=00557C90 pcVar8->field_0002 | 00558840 pcVar4+0x2 | 0055B7F0 pcVar1+0x2 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_0110Element
1	/SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_0110Element	4	2	field_0004	/short	4	observed_types={/short=13}; semantic_roles={}; role_sites=; source_names={}; sites=00557C90 pcVar8->field_0004 | 00558840 pcVar4+0x4 | 0055B7F0 pcVar1+0x4 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_0110Element
1	/SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_0110Element	6	1	field_0006	/char	4	observed_types={/char=29}; semantic_roles={}; role_sites=; source_names={}; sites=00557C90 pcVar8->field_0006 | 00558840 pcVar4[6] | 0055B7F0 pcVar1[6] | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_0110Element
1	/SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_0110Element	7	1	field_0007	/char	4	observed_types={/char=13}; semantic_roles={}; role_sites=; source_names={}; sites=00557C90 pcVar8->field_0007 | 00558840 pcVar4[7] | 0055B7F0 pcVar1[7] | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_0110Element
1	/SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_0110Element	8	4	field_0008	/undefined4	4	observed_types={/int=7, /uint=2, /undefined4=8, pointer:/int=8}; semantic_roles={}; role_sites=; source_names={}; sites=00557C90 pcVar8->field_0008 | 00558840 pcVar4+0x8 | 0055B7F0 pcVar1+0x8 | existing generated baseline /SubmarineTitans/Recovered/DArrayElements/VisibleClassTy_field_0110Element
