apply	function_address	function_name	target_kind	target_name	target_locator	expected_type	expected_source	proposed_type	access_count	field_count	confidence	type_evidence	evidence_sites	reason
0	00446F80	STAllPlayersC::DistributeGuardBoats	parameter	this	ECX:4 (auto)	pointer:/STAllPlayersC	ANALYSIS	pointer:/STAllPlayersC	0	0	existing	{}		target already has a named/manual structure pointer type
0	00446F80	STAllPlayersC::DistributeGuardBoats	parameter	param_1	Stack[0x4]:1	/char	DEFAULT		0	0	review	{}		non-pointer-sized Listing storage is an inline stack/scalar root; pointer-shape evidence is retained for aggregate recovery only
0	00448120	STAllPlayersC::PutOnPlaceGuardBoats	local	local_28	Stack[-0x28]:4	pointer:/STAllPlayersC	DEFAULT	pointer:/STAllPlayersC	0	0	existing	{}	interprocedural named receiver flow /STAllPlayersC from [00448120|local_28]	target already has a named/manual structure pointer type
0	00448120	STAllPlayersC::PutOnPlaceGuardBoats	parameter	this	ECX:4 (auto)	pointer:/STAllPlayersC	ANALYSIS	pointer:/STAllPlayersC	0	0	existing	{}	interprocedural named receiver flow /STAllPlayersC from [00446F80|local_6c]	target already has a named/manual structure pointer type
0	00448120	STAllPlayersC::PutOnPlaceGuardBoats	parameter	param_4	Stack[0x10]:2	/short	DEFAULT		0	0	review	{}		incoming scalar ABI slot is fully overwritten before its pointer-shaped lifetime; split the post-write local instead of changing the parameter
0	00448120	STAllPlayersC::PutOnPlaceGuardBoats	parameter	param_5	Stack[0x14]:4	/uint	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	00448120	STAllPlayersC::PutOnPlaceGuardBoats	parameter	param_6	Stack[0x18]:4	/int	DEFAULT		0	0	review	{}		incoming scalar ABI slot is fully overwritten before its pointer-shaped lifetime; split the post-write local instead of changing the parameter
0	00448120	STAllPlayersC::PutOnPlaceGuardBoats	parameter	param_7	Stack[0x1c]:4	/int	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	00448120	STAllPlayersC::PutOnPlaceGuardBoats	parameter	param_8	Stack[0x20]:4	pointer:/SubmarineTitans/Recovered/DArrayTy	DEFAULT	pointer:/SubmarineTitans/Recovered/DArrayTy	0	0	existing	{}	interprocedural named receiver flow /SubmarineTitans/Recovered/DArrayTy from [00446F80|local_84, 00446F80|local_88, 00448120|param_8]	target already has a named/manual structure pointer type
0	00448120	STAllPlayersC::PutOnPlaceGuardBoats	parameter	param_1	Stack[0x4]:4	/uint	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	00448120	STAllPlayersC::PutOnPlaceGuardBoats	parameter	param_2	Stack[0x8]:4	/uint	DEFAULT		0	0	review	{}		incoming scalar ABI slot is fully overwritten before its pointer-shaped lifetime; split the post-write local instead of changing the parameter
0	00448120	STAllPlayersC::PutOnPlaceGuardBoats	parameter	param_3	Stack[0xc]:4	/int	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	00449A90	FUN_00449a90	parameter	param_1	Stack[0x4]:1	/char	DEFAULT		0	0	review	{}		non-pointer-sized Listing storage is an inline stack/scalar root; pointer-shape evidence is retained for aggregate recovery only
0	00449A90	FUN_00449a90	parameter	param_2	Stack[0x8]:2	/short	DEFAULT		0	0	review	{}		non-pointer-sized Listing storage is an inline stack/scalar root; pointer-shape evidence is retained for aggregate recovery only
0	00449B60	STAllPlayersC::DestroyObjectMsg	parameter	this	ECX:4 (auto)	pointer:/STAllPlayersC	ANALYSIS	pointer:/STAllPlayersC	0	0	existing	{}		target already has a named/manual structure pointer type
0	00449B60	STAllPlayersC::DestroyObjectMsg	parameter	param_4	Stack[0x10]:4	/undefined4	DEFAULT		0	0	review	{}	interprocedural named receiver flow /SubmarineTitans/Recovered/DArrayTy from [00652810|local_15c]	conflicting or invalid access widths
0	00449B60	STAllPlayersC::DestroyObjectMsg	parameter	param_1	Stack[0x4]:1	/char	DEFAULT		0	0	review	{}		non-pointer-sized Listing storage is an inline stack/scalar root; pointer-shape evidence is retained for aggregate recovery only
0	00449B60	STAllPlayersC::DestroyObjectMsg	parameter	param_2	Stack[0x8]:4	/uint	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	00449B60	STAllPlayersC::DestroyObjectMsg	parameter	param_3	Stack[0xc]:4	/SubmarineTitans/Recovered/Enums/STAllPlayersC_DestroyObjectMsg_param_3Enum	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	00449CE0	STAllPlayersC::RegisterArtefact	parameter	this	ECX:4 (auto)	pointer:/STAllPlayersC	ANALYSIS	pointer:/STAllPlayersC	0	0	existing	{}		target already has a named/manual structure pointer type
0	00449CE0	STAllPlayersC::RegisterArtefact	parameter	param_1	Stack[0x4]:2	/ushort	DEFAULT		0	0	review	{}		incoming scalar ABI slot is fully overwritten before its pointer-shaped lifetime; split the post-write local instead of changing the parameter
0	00449CE0	STAllPlayersC::RegisterArtefact	parameter	param_2	Stack[0x8]:4	pointer:/void	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	00449E60	STAllPlayersC::UnRegisterArtefact	local	local_c	Stack[-0xc]:4	pointer:/STAllPlayersC	DEFAULT	pointer:/STAllPlayersC	0	0	existing	{}	interprocedural named receiver flow /STAllPlayersC from [00449E60|local_c]	target already has a named/manual structure pointer type
0	00449E60	STAllPlayersC::UnRegisterArtefact	parameter	this	ECX:4 (auto)	pointer:/STAllPlayersC	ANALYSIS	pointer:/STAllPlayersC	0	0	existing	{}		target already has a named/manual structure pointer type
0	00449E60	STAllPlayersC::UnRegisterArtefact	parameter	param_1	Stack[0x4]:4	/uint	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	00449E60	STAllPlayersC::UnRegisterArtefact	parameter	param_2	Stack[0x8]:4	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_00449E60_60F0F4F3	DEFAULT	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_00449E60_60F0F4F3	0	2	existing	{}	common receiver audit incoming=[/STArtiafactC, /STContainerC] | common receiver audit: no receiver-relative machine virtual slots | interprocedural named receiver flow /STArtiafactC from [005EAF10|local_8] | interprocedural named receiver flow /STContainerC from [005FB640|local_8] | existing generated baseline /SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_00449E60_60F0F4F3	script-owned anonymous structure already covers the observed extent and fields
0	00449FD0	STAllPlayersC::RegisterMine	parameter	this	ECX:4 (auto)	pointer:/STAllPlayersC	ANALYSIS	pointer:/STAllPlayersC	0	0	existing	{}		target already has a named/manual structure pointer type
0	00449FD0	STAllPlayersC::RegisterMine	parameter	param_1	Stack[0x4]:2	/ushort	DEFAULT		0	0	review	{}		incoming scalar ABI slot is fully overwritten before its pointer-shaped lifetime; split the post-write local instead of changing the parameter
0	00449FD0	STAllPlayersC::RegisterMine	parameter	param_2	Stack[0x8]:4	pointer:/void	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044A150	STAllPlayersC::UnRegisterMine	local	local_c	Stack[-0xc]:4	pointer:/STAllPlayersC	DEFAULT	pointer:/STAllPlayersC	0	0	existing	{}	interprocedural named receiver flow /STAllPlayersC from [0044A150|local_c]	target already has a named/manual structure pointer type
0	0044A150	STAllPlayersC::UnRegisterMine	parameter	this	ECX:4 (auto)	pointer:/STAllPlayersC	ANALYSIS	pointer:/STAllPlayersC	0	0	existing	{}		target already has a named/manual structure pointer type
0	0044A150	STAllPlayersC::UnRegisterMine	parameter	param_1	Stack[0x4]:4	/uint	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044A150	STAllPlayersC::UnRegisterMine	parameter	param_2	Stack[0x8]:4	/uint	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044A150	STAllPlayersC::UnRegisterMine	parameter	param_3	Stack[0xc]:4	pointer:/STMineSetC	DEFAULT	pointer:/STMineSetC	0	0	existing	{}	interprocedural named receiver flow /STMineSetC from [006239A0|this]	target already has a named/manual structure pointer type
0	0044A2C0	STAllPlayersC::RegisterDeposit	parameter	this	ECX:4 (auto)	pointer:/STAllPlayersC	ANALYSIS	pointer:/STAllPlayersC	0	0	existing	{}		target already has a named/manual structure pointer type
0	0044A2C0	STAllPlayersC::RegisterDeposit	parameter	param_1	Stack[0x4]:2	/ushort	DEFAULT		0	0	review	{}		incoming scalar ABI slot is fully overwritten before its pointer-shaped lifetime; split the post-write local instead of changing the parameter
0	0044A2C0	STAllPlayersC::RegisterDeposit	parameter	param_2	Stack[0x8]:4	pointer:/void	DEFAULT		0	0	review	{}	interprocedural named receiver flow /STJellyGunC from [00580DC0|param_1]	conflicting or invalid access widths
0	0044A440	STAllPlayersC::UnRegisterDeposit	local	local_c	Stack[-0xc]:4	/undefined4	DEFAULT		0	0	review	{}	interprocedural named receiver flow /STAllPlayersC from [0044A440|local_c]	conflicting or invalid access widths
0	0044A440	STAllPlayersC::UnRegisterDeposit	parameter	this	ECX:4 (auto)	pointer:/STAllPlayersC	ANALYSIS	pointer:/STAllPlayersC	0	0	existing	{}		target already has a named/manual structure pointer type
0	0044A440	STAllPlayersC::UnRegisterDeposit	parameter	param_1	Stack[0x4]:4	/uint	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044A440	STAllPlayersC::UnRegisterDeposit	parameter	param_2	Stack[0x8]:4	pointer:/STResourceC	DEFAULT	pointer:/STResourceC	0	0	existing	{}	interprocedural named receiver flow /STResourceC from [0057DFD0|this, 005802A0|this, 00580D30|this, 0064E260|param_3]	target already has a named/manual structure pointer type
0	0044A5B0	STAllPlayersC::RegisterContainer	parameter	this	ECX:4 (auto)	pointer:/STAllPlayersC	ANALYSIS	pointer:/STAllPlayersC	0	0	existing	{}		target already has a named/manual structure pointer type
0	0044A5B0	STAllPlayersC::RegisterContainer	parameter	param_1	Stack[0x4]:2	/ushort	DEFAULT		0	0	review	{}		incoming scalar ABI slot is fully overwritten before its pointer-shaped lifetime; split the post-write local instead of changing the parameter
0	0044A5B0	STAllPlayersC::RegisterContainer	parameter	param_2	Stack[0x8]:4	pointer:/void	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044A730	STAllPlayersC::UnRegisterContainer	local	local_c	Stack[-0xc]:4	pointer:/STAllPlayersC	DEFAULT	pointer:/STAllPlayersC	0	0	existing	{}	interprocedural named receiver flow /STAllPlayersC from [0044A730|local_c]	target already has a named/manual structure pointer type
0	0044A730	STAllPlayersC::UnRegisterContainer	parameter	this	ECX:4 (auto)	pointer:/STAllPlayersC	ANALYSIS	pointer:/STAllPlayersC	0	0	existing	{}		target already has a named/manual structure pointer type
0	0044A730	STAllPlayersC::UnRegisterContainer	parameter	param_1	Stack[0x4]:4	/uint	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044A730	STAllPlayersC::UnRegisterContainer	parameter	param_2	Stack[0x8]:4	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_0044A730_60F0F4F3	DEFAULT	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_0044A730_60F0F4F3	0	2	existing	{}	common receiver audit incoming=[/STArtiafactC, /STContainerC] | common receiver audit: no receiver-relative machine virtual slots | interprocedural named receiver flow /STArtiafactC from [005EAF10|local_8] | interprocedural named receiver flow /STContainerC from [005FB640|local_8] | existing generated baseline /SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_0044A730_60F0F4F3	script-owned anonymous structure already covers the observed extent and fields
0	0044A8A0	STAllPlayersC::RegisterBlot	parameter	this	ECX:4 (auto)	pointer:/STAllPlayersC	ANALYSIS	pointer:/STAllPlayersC	0	0	existing	{}		target already has a named/manual structure pointer type
0	0044A8A0	STAllPlayersC::RegisterBlot	parameter	param_1	Stack[0x4]:2	/ushort	DEFAULT		0	0	review	{}		incoming scalar ABI slot is fully overwritten before its pointer-shaped lifetime; split the post-write local instead of changing the parameter
0	0044A8A0	STAllPlayersC::RegisterBlot	parameter	param_2	Stack[0x8]:4	pointer:/void	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044AA20	STAllPlayersC::UnRegisterBlot	local	local_c	Stack[-0xc]:4	pointer:/STAllPlayersC	DEFAULT	pointer:/STAllPlayersC	0	0	existing	{}	interprocedural named receiver flow /STAllPlayersC from [0044AA20|local_c]	target already has a named/manual structure pointer type
0	0044AA20	STAllPlayersC::UnRegisterBlot	parameter	this	ECX:4 (auto)	pointer:/STAllPlayersC	ANALYSIS	pointer:/STAllPlayersC	0	0	existing	{}		target already has a named/manual structure pointer type
0	0044AA20	STAllPlayersC::UnRegisterBlot	parameter	param_1	Stack[0x4]:4	/uint	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044AA20	STAllPlayersC::UnRegisterBlot	parameter	param_2	Stack[0x8]:4	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_0044AA20_60F0F4F3	DEFAULT	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_0044AA20_60F0F4F3	0	2	existing	{}	existing generated baseline /SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_0044AA20_60F0F4F3	script-owned anonymous structure already covers the observed extent and fields
0	0044AB90	STAllPlayersC::CheckTmps	parameter	ownerPlayerId	Stack[0x10]:1	/char	USER_DEFINED		0	0	review	{}		non-pointer-sized Listing storage is an inline stack/scalar root; pointer-shape evidence is retained for aggregate recovery only
0	0044AB90	STAllPlayersC::CheckTmps	parameter	objectIds	Stack[0x14]:4	pointer:/SubmarineTitans/Recovered/DArrayTy	USER_DEFINED	pointer:/SubmarineTitans/Recovered/DArrayTy	0	0	existing	{}	interprocedural named receiver flow /SubmarineTitans/Recovered/DArrayTy from [004314E0|local_10, 004314E0|local_14, 004314E0|local_18, 004314E0|local_1c, 00433E90|objectIds, 0044B5F0|local_8]	target already has a named/manual structure pointer type
0	0044AB90	STAllPlayersC::CheckTmps	parameter	objectId	Stack[0x18]:2	/short	USER_DEFINED		0	0	review	{}		non-pointer-sized Listing storage is an inline stack/scalar root; pointer-shape evidence is retained for aggregate recovery only
0	0044AB90	STAllPlayersC::CheckTmps	parameter	playerId	Stack[0x4]:1	/char	USER_DEFINED		0	0	review	{}		non-pointer-sized Listing storage is an inline stack/scalar root; pointer-shape evidence is retained for aggregate recovery only
0	0044AB90	STAllPlayersC::CheckTmps	parameter	tempGroup	Stack[0x8]:4	/dword	USER_DEFINED		0	0	review	{}		incoming scalar ABI slot is fully overwritten before its pointer-shaped lifetime; split the post-write local instead of changing the parameter
0	0044AB90	STAllPlayersC::CheckTmps	parameter	objectType	Stack[0xc]:4	/int	USER_DEFINED		0	0	review	{}		conflicting or invalid access widths
0	0044AF50	STAllPlayersC::PushTV	parameter	param_1	Stack[0x4]:1	/char	DEFAULT		0	0	review	{}		non-pointer-sized Listing storage is an inline stack/scalar root; pointer-shape evidence is retained for aggregate recovery only
0	0044AF50	STAllPlayersC::PushTV	parameter	param_2	Stack[0x8]:4	/int	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044B030	STAllPlayersC::ActivateTV	parameter	this	ECX:4 (auto)	pointer:/STAllPlayersC	ANALYSIS	pointer:/STAllPlayersC	0	0	existing	{}	interprocedural named receiver flow /STAllPlayersC from [004314E0|this, 00433E90|this, 0043AE40|this, 0044B030|this, 0044B5F0|this]	target already has a named/manual structure pointer type
0	0044B030	STAllPlayersC::ActivateTV	parameter	param_1	Stack[0x4]:1	/char	DEFAULT		0	0	review	{}		incoming scalar ABI slot is fully overwritten before its pointer-shaped lifetime; split the post-write local instead of changing the parameter
0	0044B030	STAllPlayersC::ActivateTV	parameter	param_2	Stack[0x8]:4	/int	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044B030	STAllPlayersC::ActivateTV	parameter	objPtr	Stack[0xc]:4	/int	ANALYSIS		0	0	review	{}		incoming scalar ABI slot is fully overwritten before its pointer-shaped lifetime; split the post-write local instead of changing the parameter
0	0044B280	STAllPlayersC::CalibrateTmp	parameter	this	ECX:4 (auto)	pointer:/STAllPlayersC	ANALYSIS	pointer:/STAllPlayersC	0	0	existing	{}	interprocedural named receiver flow /STAllPlayersC from [004314E0|this, 00433E90|this, 0044B5F0|this]	target already has a named/manual structure pointer type
0	0044B280	STAllPlayersC::CalibrateTmp	parameter	param_4	Stack[0x10]:4	pointer:/uint	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044B280	STAllPlayersC::CalibrateTmp	parameter	param_5	Stack[0x14]:4	pointer:/int	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044B280	STAllPlayersC::CalibrateTmp	parameter	param_6	Stack[0x18]:4	pointer:/int	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044B280	STAllPlayersC::CalibrateTmp	parameter	param_7	Stack[0x1c]:4	pointer:/int	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044B280	STAllPlayersC::CalibrateTmp	parameter	param_1	Stack[0x4]:1	/char	DEFAULT		0	0	review	{}		non-pointer-sized Listing storage is an inline stack/scalar root; pointer-shape evidence is retained for aggregate recovery only
0	0044B280	STAllPlayersC::CalibrateTmp	parameter	param_2	Stack[0x8]:4	/int	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044B280	STAllPlayersC::CalibrateTmp	parameter	param_3	Stack[0xc]:4	/int	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044B5F0	STAllPlayersC::SelectObjects	local	piVar5_mg0	EAX:4	/int	ANALYSIS		6	3	existing	{}	0044B5F0 iVar8+0x20 | 0044B5F0 piVar5_mg0+0x20 | 0044B5F0 iVar8+0x24 | 0044B5F0 piVar5_mg0+0x24 | 0044B5F0 iVar8+0x30	address-stable STLocalLifetimeApplier scalar baseline retained; later fixed-offset spelling does not license a persistent pointer type
0	0044B5F0	STAllPlayersC::SelectObjects	local	local_10	Stack[-0x10]:4	pointer:/SubmarineTitans/Recovered/DArrayTy	DEFAULT	pointer:/SubmarineTitans/Recovered/DArrayTy	0	0	existing	{pointer:/SubmarineTitans/Recovered/DArrayTy=5}	0044B5F0 C call -> DArrayDestroy DArray helper => pointer:/SubmarineTitans/Recovered/DArrayTy | 0044B5F0 C call -> DArrayDestroy parameter array => pointer:/SubmarineTitans/Recovered/DArrayTy | 0044B5F0 C call -> STAllPlayersC::ResetActivityFromObjs parameter param_3 => pointer:/SubmarineTitans/Recovered/DArrayTy | interprocedural named receiver flow /SubmarineTitans/Recovered/DArrayTy from [0044B5F0|local_10]	target already has a named/manual structure pointer type
0	0044B5F0	STAllPlayersC::SelectObjects	local	local_8	Stack[-0x8]:4	pointer:/SubmarineTitans/Recovered/DArrayTy	DEFAULT	pointer:/SubmarineTitans/Recovered/DArrayTy	0	0	existing	{pointer:/SubmarineTitans/Recovered/DArrayTy=71}	0044B5F0 C call -> DArrayDestroy DArray helper => pointer:/SubmarineTitans/Recovered/DArrayTy | 0044B5F0 C call -> DArrayDestroy parameter array => pointer:/SubmarineTitans/Recovered/DArrayTy | 0044B5F0 C call -> DArrayGetElement DArray helper => pointer:/SubmarineTitans/Recovered/DArrayTy | 0044B5F0 C call -> DArrayGetElement parameter array => pointer:/SubmarineTitans/Recovered/DArrayTy | 0044B5F0 C call -> DArrayRemoveAt DArray helper => pointer:/SubmarineTitans/Recovered/DArrayTy | 0044B5F0 C call -> DArrayRemoveAt parameter array => pointer:/SubmarineTitans/Recovered/DArrayTy | 0044B5F0 C call -> Library::DKW::TBL::DArrayAppend DArray helper => pointer:/SubmarineTitans/Recovered/DArrayTy | 0044B5F0 C call -> Library::DKW::TBL::DArrayAppend parameter array => pointer:/SubmarineTitans/Recovered/DArrayTy | 0044B5F0 C call -> STAllPlayersC::AddObjsToTmp parameter param_4 => pointer:/SubmarineTitans/Recovered/DArrayTy | 0044B5F0 C call -> STAllPlayersC::CheckTmps parameter objectIds => pointer:/SubmarineTitans/Recovered/DArrayTy | interprocedural named receiver flow /SubmarineTitans/Recovered/DArrayTy from [0044B5F0|local_8]	target already has a named/manual structure pointer type
0	0044B5F0	STAllPlayersC::SelectObjects	local	local_c	Stack[-0xc]:4	pointer:/SubmarineTitans/Recovered/DArrayTy	DEFAULT	pointer:/SubmarineTitans/Recovered/DArrayTy	0	0	existing	{pointer:/SubmarineTitans/Recovered/DArrayTy=4, pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_0043EED0_30C6163F=1}	0044B5F0 C call -> DArrayDestroy DArray helper => pointer:/SubmarineTitans/Recovered/DArrayTy | 0044B5F0 C call -> DArrayDestroy parameter array => pointer:/SubmarineTitans/Recovered/DArrayTy | 0044B5F0 C call -> STAllPlayersC::GetTOBJListFromDArr parameter param_2 => pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_0043EED0_30C6163F | interprocedural named receiver flow /SubmarineTitans/Recovered/DArrayTy from [0044B5F0|local_c]	target already has a named/manual structure pointer type
0	0044B5F0	STAllPlayersC::SelectObjects	parameter	this	ECX:4 (auto)	pointer:/STAllPlayersC	ANALYSIS	pointer:/STAllPlayersC	0	0	existing	{pointer:/STAllPlayersC=57}	0044B5F0 C call -> STAllPlayersC::ActivateTV parameter this => pointer:/STAllPlayersC | 0044B5F0 C call -> STAllPlayersC::ActivateTV typed this receiver => pointer:/STAllPlayersC | 0044B5F0 C call -> STAllPlayersC::AddObjsToTmp parameter this => pointer:/STAllPlayersC | 0044B5F0 C call -> STAllPlayersC::AddObjsToTmp typed this receiver => pointer:/STAllPlayersC | 0044B5F0 C call -> STAllPlayersC::CalibrateTmp parameter this => pointer:/STAllPlayersC | 0044B5F0 C call -> STAllPlayersC::CalibrateTmp typed this receiver => pointer:/STAllPlayersC | 0044B5F0 C call -> STAllPlayersC::GetGObjFromZone parameter this => pointer:/STAllPlayersC | 0044B5F0 C call -> STAllPlayersC::GetGObjFromZone typed this receiver => pointer:/STAllPlayersC | 0044B5F0 C call -> STAllPlayersC::GetObjPtr parameter this => pointer:/STAllPlayersC | 0044B5F0 C call -> STAllPlayersC::GetObjPtr typed this receiver => pointer:/STAllPlayersC | 0044B5F0 C call -> STAllPlayersC::GetTOBJListFromDArr parameter this => pointer:/STAllPlayersC | 0044B5F0 C call -> STAllPlayersC::GetTOBJListFromDArr typed this receiver => pointer:/STAllPlayersC | 0044B5F0 C call -> STAllPlayersC::ResetActivityFromObjs parameter this => pointer:/STAllPlayersC | 0044B5F0 C call -> STAllPlayersC::ResetActivityFromObjs typed this receiver => pointer:/STAllPlayersC | 0044B5F0 C call -> STAllPlayersC::ResetActivityFromTmp parameter this => pointer:/STAllPlayersC | 0044B5F0 C call -> STAllPlayersC::ResetActivityFromTmp typed this receiver => pointer:/STAllPlayersC | 0044B5F0 C call -> STAllPlayersC::SelfCheckObjControl parameter this => pointer:/STAllPlayersC | 0044B5F0 C call -> STAllPlayersC::SelfCheckObjControl typed this receiver => pointer:/STAllPlayersC | interprocedural named receiver flow /STAllPlayersC from [0044B5F0|this]	target already has a named/manual structure pointer type
0	0044B5F0	STAllPlayersC::SelectObjects	parameter	param_1	Stack[0x4]:4	/SubmarineTitans/Recovered/Enums/STAllPlayersC_SelectObjects_param_1Enum	DEFAULT		0	0	review	{}		incoming scalar ABI slot is fully overwritten before its pointer-shaped lifetime; split the post-write local instead of changing the parameter
0	0044B5F0	STAllPlayersC::SelectObjects	parameter	param_2	Stack[0x8]:4	/uint	DEFAULT		0	0	review	{}		incoming scalar ABI slot is fully overwritten before its pointer-shaped lifetime; split the post-write local instead of changing the parameter
0	0044B5F0	STAllPlayersC::SelectObjects	parameter	param_3	Stack[0xc]:4	/uint	DEFAULT		0	0	review	{}		incoming scalar ABI slot is fully overwritten before its pointer-shaped lifetime; split the post-write local instead of changing the parameter
0	0044C130	STAllPlayersC::GetTOBJImage	parameter	this	ECX:4 (auto)	pointer:/STAllPlayersC	ANALYSIS	pointer:/STAllPlayersC	0	0	existing	{}		target already has a named/manual structure pointer type
0	0044C130	STAllPlayersC::GetTOBJImage	parameter	param_1	Stack[0x4]:4	/int	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044C130	STAllPlayersC::GetTOBJImage	parameter	param_2	Stack[0x8]:4	/SubmarineTitans/Recovered/Enums/STAllPlayersC_GetTOBJImage_param_2Enum	DEFAULT		0	0	review	{}		incoming scalar ABI slot is fully overwritten before its pointer-shaped lifetime; split the post-write local instead of changing the parameter
0	0044C720	STAllPlayersC::GetScrObjList	local	local_14	Stack[-0x14]:4	/undefined4	DEFAULT	pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_0044C720_4F46D223	2	1	review	{}	0044C720 local_14+0x2	single/weak fixed-offset profile retained for review; newly corrected element-scaled pointer geometry is review-only
0	0044C720	STAllPlayersC::GetScrObjList	local	local_20	Stack[-0x20]:4	pointer:/SubmarineTitans/Recovered/DArrayTy	DEFAULT	pointer:/SubmarineTitans/Recovered/DArrayTy	0	0	existing	{pointer:/SubmarineTitans/Recovered/DArrayTy=4}	0044C720 C call -> DArrayDestroy DArray helper => pointer:/SubmarineTitans/Recovered/DArrayTy | 0044C720 C call -> DArrayDestroy parameter array => pointer:/SubmarineTitans/Recovered/DArrayTy | interprocedural named receiver flow /SubmarineTitans/Recovered/DArrayTy from [0044C720|local_20]	target already has a named/manual structure pointer type
0	0044C720	STAllPlayersC::GetScrObjList	parameter	this	ECX:4 (auto)	pointer:/STAllPlayersC	ANALYSIS	pointer:/STAllPlayersC	0	0	existing	{}		target already has a named/manual structure pointer type
0	0044C720	STAllPlayersC::GetScrObjList	parameter	param_4	Stack[0x10]:4	/int	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044C720	STAllPlayersC::GetScrObjList	parameter	param_5	Stack[0x14]:4	/int	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044C720	STAllPlayersC::GetScrObjList	parameter	param_6	Stack[0x18]:4	pointer:/int	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044C720	STAllPlayersC::GetScrObjList	parameter	param_1	Stack[0x4]:4	/int	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044C720	STAllPlayersC::GetScrObjList	parameter	param_2	Stack[0x8]:4	/int	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044C720	STAllPlayersC::GetScrObjList	parameter	param_3	Stack[0xc]:4	/int	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044CC90	FUN_0044cc90	parameter	param_1	Stack[0x4]:4	/uint	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044CC90	FUN_0044cc90	parameter	groupContent	Stack[0x8]:4	pointer:/SubmarineTitans/Recovered/DArrayTy	ANALYSIS	pointer:/SubmarineTitans/Recovered/DArrayTy	0	0	existing	{}	interprocedural named receiver flow /SubmarineTitans/Recovered/DArrayTy from [00436F20|local_EAX_1130, 00436F20|local_EAX_2059, 00436F20|local_EAX_2256, 00436F20|local_EAX_2766, 00436F20|local_EAX_3962, 00436F20|local_EAX_4267, 00436F20|local_EAX_4622, 00436F20|local_c, 00436F20|pDVar16, 0044CC90|groupContent]	target already has a named/manual structure pointer type
0	0044CC90	FUN_0044cc90	parameter	param_3	Stack[0xc]:4	/undefined4	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044CD20	FUN_0044cd20	parameter	param_1	Stack[0x4]:4	/uint	DEFAULT		0	0	review	{}		conflicting or invalid access widths
0	0044CD20	FUN_0044cd20	parameter	groupContent	Stack[0x8]:4	pointer:/SubmarineTitans/Recovered/DArrayTy	ANALYSIS	pointer:/SubmarineTitans/Recovered/DArrayTy	0	0	existing	{}	interprocedural named receiver flow /SubmarineTitans/Recovered/DArrayTy from [00436F20|local_EAX_1130, 00436F20|local_EAX_2059, 00436F20|local_EAX_2256, 00436F20|local_EAX_2766, 00436F20|local_EAX_3962, 00436F20|local_EAX_4267, 00436F20|local_EAX_4622, 00436F20|pDVar16, 0044CD20|groupContent]	target already has a named/manual structure pointer type
