apply	function_address	function_name	target_kind	target_name	target_locator	expected_type	expected_source	proposed_type	access_count	field_count	confidence	type_evidence	evidence_sites	reason
0			global	PTR_PTR_007bb198	007BB198	pointer:/undefined	DATA		10	2	review	{}	004C2950 record-index PTR_PTR_007bb198+0x4 stride=12 | 004D32C0 record-index PTR_PTR_007bb198+0x4 stride=12 | 004C2950 record-index PTR_PTR_007bb198+0x8 stride=12 | 004D32C0 record-index PTR_PTR_007bb198+0x8 stride=12 | 004D55B0 record-index PTR_PTR_007bb198+0x8 stride=12	unowned image-backed pointer is concrete global data; fixed-offset geometry is retained for review until an owning global analyzer proves it
0			global	PTR_thunk_FUN_00673160_007d2d1c	007D2D1C	/pointer	DATA		0	0	review	{}		conflicting or invalid access widths
0			global	PTR_007f4d50	007F4D50	pointer:/int	DATA	pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_GLOBAL_007F4D50_3F7AFA45	2	2	review	{}	0040F270 record-index PTR_007f4d50+0x1 stride=4 | 0040F270 record-index PTR_007f4d50+0x2 stride=4	single/weak fixed-offset profile retained for review; affine record access lacks one unique stride with two fields and three sites
0			global	g_runtimeRecords_007F4D74	007F4D74	pointer:/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_007F4D74_0010	DATA		0	0	review	{}		unowned image-backed pointer is concrete global data; fixed-offset geometry is retained for review until an owning global analyzer proves it
0			global	g_array_007FA130	007FA130	pointer:/SubmarineTitans/Recovered/DArraySpecializations/DArrayOf_STTorpCPtr	DATA	pointer:/SubmarineTitans/Recovered/DArraySpecializations/DArrayOf_STTorpCPtr	0	0	existing	{pointer:/SubmarineTitans/Recovered/DArrayTy=4}	00430A90 C call -> DArrayDestroy DArray helper => pointer:/SubmarineTitans/Recovered/DArrayTy | 00430A90 C call -> DArrayDestroy parameter array => pointer:/SubmarineTitans/Recovered/DArrayTy	target already has a named/manual structure pointer type
0			global	g_array_007FA150	007FA150	pointer:/SubmarineTitans/Recovered/DArrayTy	DATA	pointer:/SubmarineTitans/Recovered/DArrayTy	0	0	existing	{pointer:/SubmarineTitans/Recovered/DArrayTy=12}	00430A90 C call -> DArrayDestroy DArray helper => pointer:/SubmarineTitans/Recovered/DArrayTy | 00430A90 C call -> DArrayDestroy parameter array => pointer:/SubmarineTitans/Recovered/DArrayTy | 004B1120 C call -> DArrayGetNext DArray helper => pointer:/SubmarineTitans/Recovered/DArrayTy | 004B1120 C call -> DArrayGetNext parameter array => pointer:/SubmarineTitans/Recovered/DArrayTy	target already has a named/manual structure pointer type
0			global	g_array_007FA154	007FA154	pointer:/SubmarineTitans/Recovered/DArraySpecializations/DArrayOf_STGameObjCPtr	DATA	pointer:/SubmarineTitans/Recovered/DArraySpecializations/DArrayOf_STGameObjCPtr	0	0	existing	{pointer:/SubmarineTitans/Recovered/DArrayTy=8}	00430A90 C call -> DArrayDestroy DArray helper => pointer:/SubmarineTitans/Recovered/DArrayTy | 00430A90 C call -> DArrayDestroy parameter array => pointer:/SubmarineTitans/Recovered/DArrayTy | 00430A90 C call -> DArrayGetElement DArray helper => pointer:/SubmarineTitans/Recovered/DArrayTy | 00430A90 C call -> DArrayGetElement parameter array => pointer:/SubmarineTitans/Recovered/DArrayTy	target already has a named/manual structure pointer type
0			global	g_array_007FA158	007FA158	pointer:/SubmarineTitans/Recovered/DArraySpecializations/DArrayOf_STGameObjCPtr	DATA	pointer:/SubmarineTitans/Recovered/DArraySpecializations/DArrayOf_STGameObjCPtr	0	0	existing	{pointer:/SubmarineTitans/Recovered/DArrayTy=8}	00430A90 C call -> DArrayDestroy DArray helper => pointer:/SubmarineTitans/Recovered/DArrayTy | 00430A90 C call -> DArrayDestroy parameter array => pointer:/SubmarineTitans/Recovered/DArrayTy | 00430A90 C call -> DArrayGetElement DArray helper => pointer:/SubmarineTitans/Recovered/DArrayTy | 00430A90 C call -> DArrayGetElement parameter array => pointer:/SubmarineTitans/Recovered/DArrayTy	target already has a named/manual structure pointer type
0			global	g_array_007FA15C	007FA15C	pointer:/SubmarineTitans/Recovered/DArraySpecializations/DArrayOf_STGameObjCPtr	DATA	pointer:/SubmarineTitans/Recovered/DArraySpecializations/DArrayOf_STGameObjCPtr	0	0	existing	{pointer:/SubmarineTitans/Recovered/DArrayTy=8}	00430A90 C call -> DArrayDestroy DArray helper => pointer:/SubmarineTitans/Recovered/DArrayTy | 00430A90 C call -> DArrayDestroy parameter array => pointer:/SubmarineTitans/Recovered/DArrayTy | 00430A90 C call -> DArrayGetElement DArray helper => pointer:/SubmarineTitans/Recovered/DArrayTy | 00430A90 C call -> DArrayGetElement parameter array => pointer:/SubmarineTitans/Recovered/DArrayTy	target already has a named/manual structure pointer type
0			global	g_array_007FA160	007FA160	pointer:/SubmarineTitans/Recovered/DArraySpecializations/DArrayOf_STGameObjCPtr	DATA	pointer:/SubmarineTitans/Recovered/DArraySpecializations/DArrayOf_STGameObjCPtr	0	0	existing	{pointer:/SubmarineTitans/Recovered/DArrayTy=8}	00430A90 C call -> DArrayDestroy DArray helper => pointer:/SubmarineTitans/Recovered/DArrayTy | 00430A90 C call -> DArrayDestroy parameter array => pointer:/SubmarineTitans/Recovered/DArrayTy | 00430A90 C call -> DArrayGetElement DArray helper => pointer:/SubmarineTitans/Recovered/DArrayTy | 00430A90 C call -> DArrayGetElement parameter array => pointer:/SubmarineTitans/Recovered/DArrayTy	target already has a named/manual structure pointer type
0			global	g_array_007FA164	007FA164	pointer:/SubmarineTitans/Recovered/DArraySpecializations/DArrayOf_STGameObjCPtr	DATA	pointer:/SubmarineTitans/Recovered/DArraySpecializations/DArrayOf_STGameObjCPtr	0	0	existing	{pointer:/SubmarineTitans/Recovered/DArrayTy=8}	00430A90 C call -> DArrayDestroy DArray helper => pointer:/SubmarineTitans/Recovered/DArrayTy | 00430A90 C call -> DArrayDestroy parameter array => pointer:/SubmarineTitans/Recovered/DArrayTy | 00430A90 C call -> DArrayGetElement DArray helper => pointer:/SubmarineTitans/Recovered/DArrayTy | 00430A90 C call -> DArrayGetElement parameter array => pointer:/SubmarineTitans/Recovered/DArrayTy	target already has a named/manual structure pointer type
0			global	g_allPlayers_007FA174	007FA174	pointer:/STAllPlayersC	DATA	pointer:/STAllPlayersC	0	0	existing	{pointer:/STAllPlayersC=305}	00436F20 C call -> STAllPlayersC::GetObjPtr parameter this => pointer:/STAllPlayersC | 00436F20 C call -> STAllPlayersC::GetObjPtr typed this receiver => pointer:/STAllPlayersC | 0044EE30 C call -> STAllPlayersC::AddObjsToGroup parameter this => pointer:/STAllPlayersC | 0044EE30 C call -> STAllPlayersC::AddObjsToGroup typed this receiver => pointer:/STAllPlayersC | 0044EE30 C call -> STAllPlayersC::DeleteGuardBoat parameter this => pointer:/STAllPlayersC | 0044EE30 C call -> STAllPlayersC::DeleteGuardBoat typed this receiver => pointer:/STAllPlayersC | 0044EE30 C call -> STAllPlayersC::GetObjPtr parameter this => pointer:/STAllPlayersC | 0044EE30 C call -> STAllPlayersC::GetObjPtr typed this receiver => pointer:/STAllPlayersC | 0044EE30 C call -> STAllPlayersC::RegisterObject parameter this => pointer:/STAllPlayersC | 0044EE30 C call -> STAllPlayersC::RegisterObject typed this receiver => pointer:/STAllPlayersC | 0044EE30 C call -> STAllPlayersC::UnRegisterObject parameter this => pointer:/STAllPlayersC | 0044EE30 C call -> STAllPlayersC::UnRegisterObject typed this receiver => pointer:/STAllPlayersC | 0044EE30 C call -> STAllPlayersC::sub_004B76D0 parameter this => pointer:/STAllPlayersC | 0044EE30 C call -> STAllPlayersC::sub_004B76D0 typed this receiver => pointer:/STAllPlayersC | 0044EE30 C call -> STAllPlayersC::sub_004B7710 parameter this => pointer:/STAllPlayersC | 0044EE30 C call -> STAllPlayersC::sub_004B7710 typed this receiver => pointer:/STAllPlayersC | 0044EE30 C call -> STAllPlayersC::sub_004D8B70 parameter this => pointer:/STAllPlayersC | 0044EE30 C call -> STAllPlayersC::sub_004D8B70 typed this receiver => pointer:/STAllPlayersC | 0045EF00 C call -> STAllPlayersC::DeleteGuardBoat parameter this => pointer:/STAllPlayersC | 0045EF00 C call -> STAllPlayersC::DeleteGuardBoat typed this receiver => pointer:/STAllPlayersC | 00465C60 C call -> STAllPlayersC::_ChangeMD parameter this => pointer:/STAllPlayersC | 00465C60 C call -> STAllPlayersC::_ChangeMD typed this receiver => pointer:/STAllPlayersC | 004749C0 C call -> STAllPlayersC::sub_004D7480 parameter this => pointer:/STAllPlayersC | 004749C0 C call -> STAllPlayersC::sub_004D7480 typed this receiver => pointer:/STAllPlayersC | 004749C0 C call -> STAllPlayersC::sub_004D7570 parameter this => pointer:/STAllPlayersC | 004749C0 C call -> STAllPlayersC::sub_004D7570 typed this receiver => pointer:/STAllPlayersC | 004749C0 C call -> STAllPlayersC::sub_004D8B70 parameter this => pointer:/STAllPlayersC | 004749C0 C call -> STAllPlayersC::sub_004D8B70 typed this receiver => pointer:/STAllPlayersC | 00480600 C call -> STAllPlayersC::DelObjFromSaveTmps parameter this => pointer:/STAllPlayersC | 00480600 C call -> STAllPlayersC::DelObjFromSaveTmps typed this receiver => pointer:/STAllPlayersC | 00480600 C call -> STAllPlayersC::DelObjFromTmps parameter this => pointer:/STAllPlayersC | 00480600 C call -> STAllPlayersC::DelObjFromTmps typed this receiver => pointer:/STAllPlayersC | 00483300 C call -> STAllPlayersC::GetObjPtr parameter this => pointer:/STAllPlayersC | 00483300 C call -> STAllPlayersC::GetObjPtr typed this receiver => pointer:/STAllPlayersC | 004B6D20 C call -> FUN_004b7080 parameter context => pointer:/STAllPlayersC | 004B6D20 C call -> STAllPlayersC::sub_004D8B70 parameter this => pointer:/STAllPlayersC | 004B6D20 C call -> STAllPlayersC::sub_004D8B70 typed this receiver => pointer:/STAllPlayersC | 004B6D70 C call -> FUN_004b70d0 parameter context => pointer:/STAllPlayersC | 004B6D70 C call -> STAllPlayersC::sub_004D8B70 parameter this => pointer:/STAllPlayersC | 004B6D70 C call -> STAllPlayersC::sub_004D8B70 typed this receiver => pointer:/STAllPlayersC | 004B9FA0 C call -> STAllPlayersC::sub_004B76D0 parameter this => pointer:/STAllPlayersC | 004B9FA0 C call -> STAllPlayersC::sub_004B76D0 typed this receiver => pointer:/STAllPlayersC | 004B9FA0 C call -> STAllPlayersC::sub_004D8B70 parameter this => pointer:/STAllPlayersC | 004B9FA0 C call -> STAllPlayersC::sub_004D8B70 typed this receiver => pointer:/STAllPlayersC | 004BEA70 C call -> STAllPlayersC::sub_004E7F20 parameter this => pointer:/STAllPlayersC | 004BEA70 C call -> STAllPlayersC::sub_004E7F20 typed this receiver => pointer:/STAllPlayersC | 004D32C0 C call -> STAllPlayersC::ReplaceObject parameter this => pointer:/STAllPlayersC | 004D32C0 C call -> STAllPlayersC::ReplaceObject typed this receiver => pointer:/STAllPlayersC | 004D32C0 C call -> STAllPlayersC::sub_004B7710 parameter this => pointer:/STAllPlayersC | 004D32C0 C call -> STAllPlayersC::sub_004B7710 typed this receiver => pointer:/STAllPlayersC | 004D32C0 C call -> STAllPlayersC::sub_004B79C0 parameter this => pointer:/STAllPlayersC | 004D32C0 C call -> STAllPlayersC::sub_004B79C0 typed this receiver => pointer:/STAllPlayersC | 004D32C0 C call -> STAllPlayersC::sub_004D7570 parameter this => pointer:/STAllPlayersC | 004D32C0 C call -> STAllPlayersC::sub_004D7570 typed this receiver => pointer:/STAllPlayersC | 004D32C0 C call -> STAllPlayersC::sub_004D76E0 parameter this => pointer:/STAllPlayersC | 004D32C0 C call -> STAllPlayersC::sub_004D76E0 typed this receiver => pointer:/STAllPlayersC | 004D32C0 C call -> STAllPlayersC::sub_004D8B70 parameter this => pointer:/STAllPlayersC | 004D32C0 C call -> STAllPlayersC::sub_004D8B70 typed this receiver => pointer:/STAllPlayersC | 004D55B0 C call -> STAllPlayersC::sub_004D76E0 parameter this => pointer:/STAllPlayersC | 004D55B0 C call -> STAllPlayersC::sub_004D76E0 typed this receiver => pointer:/STAllPlayersC | 004D9B20 C call -> STAllPlayersC::sub_004D8B70 parameter this => pointer:/STAllPlayersC | 004D9B20 C call -> STAllPlayersC::sub_004D8B70 typed this receiver => pointer:/STAllPlayersC | 004E4670 C call -> STAllPlayersC::sub_004D8B70 parameter this => pointer:/STAllPlayersC | 004E4670 C call -> STAllPlayersC::sub_004D8B70 typed this receiver => pointer:/STAllPlayersC | 005501D0 C call -> STAllPlayersC::CmdToPlsObj parameter this => pointer:/STAllPlayersC | 005501D0 C call -> STAllPlayersC::CmdToPlsObj typed this receiver => pointer:/STAllPlayersC | 00586AF0 C call -> STAllPlayersC::GetObjPtr parameter this => pointer:/STAllPlayersC | 00586AF0 C call -> STAllPlayersC::GetObjPtr typed this receiver => pointer:/STAllPlayersC | 005EAF10 C call -> STAllPlayersC::GetObjPtr parameter this => pointer:/STAllPlayersC | 005EAF10 C call -> STAllPlayersC::GetObjPtr typed this receiver => pointer:/STAllPlayersC | 005EAF10 C call -> STAllPlayersC::RegisterArtefact parameter this => pointer:/STAllPlayersC | 005EAF10 C call -> STAllPlayersC::RegisterArtefact typed this receiver => pointer:/STAllPlayersC | 005EAF10 C call -> STAllPlayersC::UnRegisterArtefact parameter this => pointer:/STAllPlayersC | 005EAF10 C call -> STAllPlayersC::UnRegisterArtefact typed this receiver => pointer:/STAllPlayersC | 005FB640 C call -> STAllPlayersC::GetObjPtr parameter this => pointer:/STAllPlayersC | 005FB640 C call -> STAllPlayersC::GetObjPtr typed this receiver => pointer:/STAllPlayersC | 005FB640 C call -> STAllPlayersC::RegisterContainer parameter this => pointer:/STAllPlayersC | 005FB640 C call -> STAllPlayersC::RegisterContainer typed this receiver => pointer:/STAllPlayersC | 005FB640 C call -> STAllPlayersC::UnRegisterContainer parameter this => pointer:/STAllPlayersC | 005FB640 C call -> STAllPlayersC::UnRegisterContainer typed this receiver => pointer:/STAllPlayersC | 006406D0 C call -> STAllPlayersC::GetObjPtr parameter this => pointer:/STAllPlayersC | 006406D0 C call -> STAllPlayersC::GetObjPtr typed this receiver => pointer:/STAllPlayersC | 006406D0 C call -> STAllPlayersC::RegisterTorpedo parameter this => pointer:/STAllPlayersC | 006406D0 C call -> STAllPlayersC::RegisterTorpedo typed this receiver => pointer:/STAllPlayersC | 006406D0 C call -> STAllPlayersC::UnRegisterTorpedo parameter this => pointer:/STAllPlayersC | 006406D0 C call -> STAllPlayersC::UnRegisterTorpedo typed this receiver => pointer:/STAllPlayersC | 00643E20 C call -> STAllPlayersC::GetObjPtr parameter this => pointer:/STAllPlayersC | 00643E20 C call -> STAllPlayersC::GetObjPtr typed this receiver => pointer:/STAllPlayersC | 00652810 C call -> FUN_004b7080 parameter context => pointer:/STAllPlayersC | 00652810 C call -> FUN_004b70d0 parameter context => pointer:/STAllPlayersC | 00652810 C call -> FUN_004b7140 parameter context => pointer:/STAllPlayersC | 00652810 C call -> FUN_004d86a0 parameter context => pointer:/STAllPlayersC | 00652810 C call -> FUN_004e7390 parameter context => pointer:/STAllPlayersC | 00652810 C call -> STAllPlayersC::DestroyObjectMsg parameter this => pointer:/STAllPlayersC | 00652810 C call -> STAllPlayersC::DestroyObjectMsg typed this receiver => pointer:/STAllPlayersC | 00652810 C call -> STAllPlayersC::sub_004D8B70 parameter this => pointer:/STAllPlayersC | 00652810 C call -> STAllPlayersC::sub_004D8B70 typed this receiver => pointer:/STAllPlayersC | 00652810 C call -> STAllPlayersC::sub_004E4270 parameter this => pointer:/STAllPlayersC | 00652810 C call -> STAllPlayersC::sub_004E4270 typed this receiver => pointer:/STAllPlayersC | 00652810 C call -> STAllPlayersC::sub_004E6310 parameter this => pointer:/STAllPlayersC | 00652810 C call -> STAllPlayersC::sub_004E6310 typed this receiver => pointer:/STAllPlayersC | 00652810 C call -> STAllPlayersC::sub_004E75F0 parameter this => pointer:/STAllPlayersC | 00652810 C call -> STAllPlayersC::sub_004E75F0 typed this receiver => pointer:/STAllPlayersC | 0065E070 C call -> FUN_0044e260 parameter context => pointer:/STAllPlayersC | 0065E070 C call -> STAllPlayersC::GetObjPtr parameter this => pointer:/STAllPlayersC | 0065E070 C call -> STAllPlayersC::GetObjPtr typed this receiver => pointer:/STAllPlayersC | 00660F70 C call -> STAllPlayersC::GetObjPtr parameter this => pointer:/STAllPlayersC | 00660F70 C call -> STAllPlayersC::GetObjPtr typed this receiver => pointer:/STAllPlayersC | 00661CA0 C call -> STAllPlayersC::GetObjPtr parameter this => pointer:/STAllPlayersC | 00661CA0 C call -> STAllPlayersC::GetObjPtr typed this receiver => pointer:/STAllPlayersC | 00662240 C call -> STAllPlayersC::GetObjPtr parameter this => pointer:/STAllPlayersC | 00662240 C call -> STAllPlayersC::GetObjPtr typed this receiver => pointer:/STAllPlayersC | 00662240 C call -> STAllPlayersC::sub_004E6C20 parameter this => pointer:/STAllPlayersC | 00662240 C call -> STAllPlayersC::sub_004E6C20 typed this receiver => pointer:/STAllPlayersC | 00662240 C call -> STAllPlayersC::sub_004E80F0 parameter this => pointer:/STAllPlayersC | 00662240 C call -> STAllPlayersC::sub_004E80F0 typed this receiver => pointer:/STAllPlayersC | 0066ACC0 C call -> STAllPlayersC::sub_004E5CC0 parameter this => pointer:/STAllPlayersC | 0066ACC0 C call -> STAllPlayersC::sub_004E5CC0 typed this receiver => pointer:/STAllPlayersC | 0066ACC0 C call -> STAllPlayersC::sub_004E6FE0 parameter this => pointer:/STAllPlayersC | 0066ACC0 C call -> STAllPlayersC::sub_004E6FE0 typed this receiver => pointer:/STAllPlayersC | 0066ACC0 C call -> STAllPlayersC::sub_004E7F20 parameter this => pointer:/STAllPlayersC | 0066ACC0 C call -> STAllPlayersC::sub_004E7F20 typed this receiver => pointer:/STAllPlayersC | 0067BE20 C call -> STAllPlayersC::GetObjPtr parameter this => pointer:/STAllPlayersC | 0067BE20 C call -> STAllPlayersC::GetObjPtr typed this receiver => pointer:/STAllPlayersC	target already has a named/manual structure pointer type
0			global	g_tLOFake_00800BCC	00800BCC	pointer:/TLOFakeTy	DATA	pointer:/TLOFakeTy	0	0	existing	{pointer:/TLOFakeTy=21}	00479600 C call -> TLOFakeTy::sub_004D0970 parameter this => pointer:/TLOFakeTy | 00479600 C call -> TLOFakeTy::sub_004D0970 typed this receiver => pointer:/TLOFakeTy | 00479600 C call -> TLOFakeTy::sub_004D0A80 parameter this => pointer:/TLOFakeTy | 00479600 C call -> TLOFakeTy::sub_004D0A80 typed this receiver => pointer:/TLOFakeTy | 004CEB00 C call -> TLOFakeTy::sub_004D0970 parameter this => pointer:/TLOFakeTy | 004CEB00 C call -> TLOFakeTy::sub_004D0970 typed this receiver => pointer:/TLOFakeTy | 004CEB00 C call -> TLOFakeTy::sub_004D0A80 parameter this => pointer:/TLOFakeTy | 004CEB00 C call -> TLOFakeTy::sub_004D0A80 typed this receiver => pointer:/TLOFakeTy | 004E91E0 C call -> TLOFakeTy::sub_004D0970 parameter this => pointer:/TLOFakeTy | 004E91E0 C call -> TLOFakeTy::sub_004D0970 typed this receiver => pointer:/TLOFakeTy	target already has a named/manual structure pointer type
0			global	g_cPanel_00801688	00801688	pointer:/CPanelTy	DATA	pointer:/CPanelTy	0	0	existing	{pointer:/CPanelTy=12}	00652810 C call -> CPanelTy::OutText parameter this => pointer:/CPanelTy | 00652810 C call -> CPanelTy::OutText typed this receiver => pointer:/CPanelTy | 00652810 C call -> CPanelTy::PlayBriefing parameter this => pointer:/CPanelTy | 00652810 C call -> CPanelTy::PlayBriefing typed this receiver => pointer:/CPanelTy	target already has a named/manual structure pointer type
0			global	g_helpString_00801694	00801694	pointer:/HelpStringTy	DATA	pointer:/HelpStringTy	0	0	existing	{pointer:/HelpStringTy=6}	00652810 C call -> HelpStringTy::sub_0051FAC0 parameter this => pointer:/HelpStringTy | 00652810 C call -> HelpStringTy::sub_0051FAC0 typed this receiver => pointer:/HelpStringTy	target already has a named/manual structure pointer type
0			global	g_popUp_008016D8	008016D8	pointer:/PopUpTy	DATA	pointer:/PopUpTy	0	0	existing	{pointer:/PopUpTy=12}	00533D10 C call -> PopUpTy::ChangeNumStr parameter this => pointer:/PopUpTy | 00533D10 C call -> PopUpTy::ChangeNumStr typed this receiver => pointer:/PopUpTy | 00533D10 C call -> PopUpTy::ChangeState parameter this => pointer:/PopUpTy | 00533D10 C call -> PopUpTy::ChangeState typed this receiver => pointer:/PopUpTy | 00652810 C call -> PopUpTy::sub_0052D320 parameter this => pointer:/PopUpTy | 00652810 C call -> PopUpTy::sub_0052D320 typed this receiver => pointer:/PopUpTy	target already has a named/manual structure pointer type
0			global	g_optPanel_008016DC	008016DC	pointer:/OptPanelTy	DATA	pointer:/OptPanelTy	0	0	existing	{pointer:/OptPanelTy=6}	00652810 C call -> OptPanelTy::UpdateObjectives parameter this => pointer:/OptPanelTy | 00652810 C call -> OptPanelTy::UpdateObjectives typed this receiver => pointer:/OptPanelTy	target already has a named/manual structure pointer type
0			global	g_cursorClass_00802A30	00802A30	pointer:/CursorClassTy	DATA	pointer:/CursorClassTy	0	0	existing	{pointer:/CursorClassTy=9}	00503450 C call -> CursorClassTy::sub_0054A8D0 parameter this => pointer:/CursorClassTy | 00503450 C call -> CursorClassTy::sub_0054A8D0 typed this receiver => pointer:/CursorClassTy | 0050E7D0 C call -> CursorClassTy::sub_0054A8D0 parameter this => pointer:/CursorClassTy | 0050E7D0 C call -> CursorClassTy::sub_0054A8D0 typed this receiver => pointer:/CursorClassTy | 005DCE90 C call -> CursorClassTy::sub_00544940 parameter this => pointer:/CursorClassTy | 005DCE90 C call -> CursorClassTy::sub_00544940 typed this receiver => pointer:/CursorClassTy	target already has a named/manual structure pointer type
