apply	type_path	offset	size	proposed_name	proposed_type	evidence_count	reason
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_MoneyTy_007A	14	2	field_000E	/undefined2	1	nested reads=1, writes=0
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_MoneyTy_007A	20	4	field_0014	/undefined4	1	nested reads=1, writes=0
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_OptPanelTy_01E9	8	4	field_0008	/undefined4	2	nested reads=2, writes=0
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_OptPanelTy_01E9	20	4	field_0014	/undefined4	1	nested reads=1, writes=0
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_PlayPanelTy_0068	4	4	field_0004	/undefined4	1	nested reads=1, writes=0
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_PlayPanelTy_0068	8	4	field_0008	/undefined4	1	nested reads=1, writes=0
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_PlayPanelTy_0068	14	2	field_000E	/undefined2	1	nested reads=1, writes=0
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_PlayPanelTy_0068	20	4	field_0014	/undefined4	1	nested reads=1, writes=0
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_PlaySystemTy_0039	0	4	field_0000	/undefined4	1	nested reads=2, writes=0
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_PlaySystemTy_0039	15	4	field_000F	/undefined4	1	nested reads=2, writes=0
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_PlaySystemTy_0039	19	4	field_0013	/undefined4	1	nested reads=2, writes=0
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_PopUpTy_0090	4	4	field_0004	/undefined4	6	nested reads=9, writes=0
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_PopUpTy_0090	8	4	field_0008	/undefined4	2	nested reads=2, writes=0
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_PopUpTy_0090	14	2	field_000E	/undefined2	2	nested reads=2, writes=0
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_PopUpTy_0090	20	4	field_0014	/undefined4	2	nested reads=2, writes=0
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_PrividerTy_1A5B	320	4	field_0140	/undefined4	1	nested reads=0, writes=1
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_PrividerTy_1A5B	742	4	field_02E6	/undefined4	5	nested reads=20, writes=0
0	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_PrividerTy_1C82	4	4	field_0004	/undefined4	3	nested reads=4, writes=0
