function_address	enum_name	status	detail
005206F0	InfocPanelTy_Update_uVar5Enum	disabled	apply=0
00522D40	IntercomPanelTy_field_0172State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/IntercomPanelTy_field_0172State; field already uses enum
00523410	Global_sub_00523410_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00523410_param_1Enum; parameter already uses enum
00524FE0	Global_sub_00524FE0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00524FE0_param_1Enum; parameter already uses enum
005252C0	Global_sub_005252C0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_005252C0_param_1Enum; parameter already uses enum
00525390	Global_sub_00525390_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00525390_param_1Enum; parameter already uses enum
00525390	Global_sub_00525390_param_2Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00525390_param_2Enum; parameter already uses enum
00525890	Global_sub_00525890_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00525890_param_1Enum; parameter already uses enum
005259B0	Global_sub_005259B0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_005259B0_param_1Enum; parameter already uses enum
00525CA0	Global_sub_00525CA0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00525CA0_param_1Enum; parameter already uses enum
00525EF0	Global_sub_00525EF0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00525EF0_param_1Enum; parameter already uses enum
00525EF0	Global_sub_00525EF0_param_2Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00525EF0_param_2Enum; parameter already uses enum
00526100	RecoveredRecord_00526100_020D84E3_field_0003State	disabled	apply=0
00526100	Global_sub_00526100_switch_0Enum	disabled	apply=0
00526BA0	Global_sub_00526BA0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00526BA0_param_1Enum; parameter already uses enum
005272B0	Global_sub_005272B0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_005272B0_param_1Enum; parameter already uses enum
005276E0	Global_sub_005276E0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_005276E0_param_1Enum; parameter already uses enum
00528060	Global_sub_00528060_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00528060_param_1Enum; parameter already uses enum
00528A30	Global_sub_00528A30_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00528A30_param_1Enum; parameter already uses enum
005293F0	Global_sub_005293F0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_005293F0_param_1Enum; parameter already uses enum
00529480	Global_sub_00529480_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00529480_param_1Enum; parameter already uses enum
00529500	Global_sub_00529500_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00529500_param_1Enum; parameter already uses enum
00529590	Global_sub_00529590_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00529590_param_1Enum; parameter already uses enum
00529590	Global_sub_00529590_param_2Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00529590_param_2Enum; parameter already uses enum
00529D80	Global_sub_00529D80_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00529D80_param_1Enum; parameter already uses enum
00529F90	RecoveredRecord_00529F90_28CA9BE3_field_0014State	disabled	apply=0
00529FE0	RecoveredRecord_00529FE0_85E582CB_field_0014State	disabled	apply=0
0052A030	RecoveredRecord_0052A030_A4DBF22A_field_0014State	disabled	apply=0
0052A080	RecoveredRecord_0052A080_FE10D39B_field_0014State	disabled	apply=0
0052A0D0	RecoveredRecord_0052A0D0_AA895067_field_0014State	disabled	apply=0
0052A140	RecoveredRecord_0052A140_CB7DEA2A_field_0014State	disabled	apply=0
0052A190	RecoveredRecord_0052A190_200815B9_field_0014State	disabled	apply=0
0052A1E0	RecoveredRecord_0052A1E0_8B1F7625_field_0014State	disabled	apply=0
0052A230	RecoveredRecord_0052A230_82824298_field_0014State	disabled	apply=0
0052A280	RecoveredRecord_0052A280_B7ADADEA_field_0014State	disabled	apply=0
0052A2D0	RecoveredRecord_0052A2D0_279FA866_field_0014State	disabled	apply=0
0052A320	RecoveredRecord_0052A320_3DA6AF5F_field_0014State	disabled	apply=0
0052A390	RecoveredRecord_0052A390_F1ABEB26_field_0014State	disabled	apply=0
0052A3E0	RecoveredRecord_0052A3E0_3ACAB03C_field_0014State	disabled	apply=0
0052A430	AnonNested_0052A430_0014_F40A3334_field_0004State	disabled	apply=0
0052A4D0	Global_sub_0052A4D0_switch_0Enum	disabled	apply=0
0052A540	Global_sub_0052A540_switch_0Enum	disabled	apply=0
0052A5C0	Global_sub_0052A5C0_switch_0Enum	disabled	apply=0
0052A640	Global_sub_0052A640_switch_0Enum	disabled	apply=0
0052A7B0	AnonNested_0052A7B0_0014_0177A204_field_0000State	disabled	apply=0
0052A7B0	AnonNested_0052A7B0_0014_0177A204_field_0004State	disabled	apply=0
0052A890	AnonNested_0052A890_0014_9BCDCE5B_field_0000State	disabled	apply=0
0052A890	AnonNested_0052A890_0014_9BCDCE5B_field_0004State	disabled	apply=0
0052B760	MoneyTy_field_0068State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/MoneyTy_field_0068State; field already uses enum
0052F2B0	OptPanelTy_field_0172State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/OptPanelTy_field_0172State; field already uses enum
0052F900	OptPanelTy_field_01A4State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/OptPanelTy_field_01A4State; field already uses enum
0052FB00	OptPanelTy_field_01ABState	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/OptPanelTy_field_01ABState; field already uses enum
0052FB00	OptPanelTy_SetOptControls_switch_3Enum	disabled	apply=0
005325B0	OptPanelTy_PrepAsses_switch_0Enum	disabled	apply=0
005325B0	OptPanelTy_PrepAsses_switch_1Enum	disabled	apply=0
00533D10	STMessage_idState	disabled	apply=0
00533D10	OptPanelTy_GetMessage_OVar4Enum	disabled	apply=0
00533D10	OptPanelTy_GetMessage_switch_7Enum	disabled	apply=0
005395B0	PausePanelTy_field_0172State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/PausePanelTy_field_0172State; field already uses enum
0053A6B0	PlayPanelTy_field_0172State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/PlayPanelTy_field_0172State; field already uses enum
0053AFB0	PlayPanelTy_GetMessage_SVar5Enum	disabled	apply=0
0053AFB0	PlayPanelTy_GetMessage_uVar11Enum	disabled	apply=0
0053E760	SpecPanelTy_field_0172State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/SpecPanelTy_field_0172State; field already uses enum
0053F3A0	ProdPanelTy_field_0172State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/ProdPanelTy_field_0172State; field already uses enum
00543990	CursorClassTy_field_0494State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/CursorClassTy_field_0494State; field already uses enum
005449B0	CursorClassTy_field_00CDState	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/CursorClassTy_field_00CDState; field already uses enum
005449B0	CursorClassTy_field_00DEState	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/CursorClassTy_field_00DEState; field already uses enum
005449B0	CursorClassTy_GetMessage_SVar4Enum	disabled	apply=0
005449B0	CursorClassTy_GetMessage_iVar8Enum	disabled	apply=0
005449B0	CursorClassTy_GetMessage_local_EAX_7651Enum	disabled	apply=0
005449B0	CursorClassTy_GetMessage_switch_10Enum	disabled	apply=0
005449B0	CursorClassTy_GetMessage_switch_11Enum	disabled	apply=0
00548BC0	RecoveredRecord_00548BC0_697C8B62_field_04A2State	disabled	apply=0
00548C40	CursorClassTy_field_04A2State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/CursorClassTy_field_04A2State; field already uses enum
00548C40	CursorClassTy_TakeCmdToRun_CVar1Enum	disabled	apply=0
0054BF40	CursorClassTy_field_0493State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/CursorClassTy_field_0493State; field already uses enum
0054BF40	CursorClassTy_SetGCType_iVar6Enum	disabled	apply=0
0054BF40	CursorClassTy_SetGCType_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/CursorClassTy_SetGCType_param_1Enum; parameter already uses enum
0054CA10	Global_sub_0054CA10_switch_0Enum	disabled	apply=0
0054D640	STPlaySystemC_Life_local_14Enum	disabled	apply=0
0054D640	STPlaySystemC_Life_switch_1Enum	disabled	apply=0
0054F1D0	STPlaySystemC_PrepareMail_local_14Enum	disabled	apply=0
005532F0	Global_sub_005532F0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_005532F0_param_1Enum; parameter already uses enum
00553480	Global_sub_00553480_switch_0Enum	disabled	apply=0
00555040	cLoadingTy_SetState_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/cLoadingTy_SetState_param_1Enum; parameter already uses enum
00558C00	VisibleClassTy_sub_00558C00_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/VisibleClassTy_sub_00558C00_param_1Enum; parameter already uses enum
0055C830	Global_sub_0055C830_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_0055C830_param_1Enum; parameter already uses enum
00562F50	Global_AiAiCalcMinesFields_switch_0Enum	disabled	apply=0
00566970	SoundManagerTy_field_0038State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/SoundManagerTy_field_0038State; field already uses enum
00566C20	SoundManagerTy_GetMessage_SVar1Enum	disabled	apply=0
00567510	RecoveredReceiver_00567510_field_10E5State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/RecoveredReceiver_00567510_field_10E5State; field already uses enum
00568010	SubmarineTitans_Recovered_HiddenThis_RecoveredReceiver_00568010_sub_00568010_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/SubmarineTitans_Recovered_HiddenThis_RecoveredReceiver_00568010_sub_00568010_param_1Enum; parameter already uses enum
00568940	SubmarineTitans_Recovered_HiddenThis_RecoveredReceiver_00568940_sub_00568940_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/SubmarineTitans_Recovered_HiddenThis_RecoveredReceiver_00568940_sub_00568940_param_1Enum; parameter already uses enum
0056ADC0	STAppC_InitApp_local_EAX_47Enum	disabled	apply=0
0056ADC0	STAppC_InitApp_switch_2Enum	disabled	apply=0
0056ADC0	STAppC_InitApp_switch_3Enum	disabled	apply=0
0056CBD0	STAppC_MainWindowProc_param_2Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STAppC_MainWindowProc_param_2Enum; parameter already uses enum
0056F040	STAppC_field_1180State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STAppC_field_1180State; field already uses enum
0056FA60	STAppC_GetMessage_SVar5Enum	disabled	apply=0
00571400	STAppC_ReadCmdPlay_switch_0Enum	disabled	apply=0
005776D0	GameSystemC_GetMessage_switch_0Enum	disabled	apply=0
005785E0	STCrabC_field_0239State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STCrabC_field_0239State; field already uses enum
00578630	STCrabC_field_0279State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STCrabC_field_0279State; field already uses enum
005797B0	Global_sub_005797B0_switch_0Enum	disabled	apply=0
0057A140	Global_sub_0057A140_param_2Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_0057A140_param_2Enum; parameter already uses enum
0057BD20	STFishC_field_023BState	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STFishC_field_023BState; field already uses enum
0057BD70	STFishC_field_0267State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STFishC_field_0267State; field already uses enum
0057CBF0	Global_sub_0057CBF0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_0057CBF0_param_1Enum; parameter already uses enum
0057CC90	Global_sub_0057CC90_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_0057CC90_param_1Enum; parameter already uses enum
0057D700	STFishC_sub_0057D700_switch_1Enum	disabled	apply=0
0057F6E0	STDcResourcC_field_0255State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STDcResourcC_field_0255State; field already uses enum
00580780	STDcResourcC_sub_00580780_dVar2Enum	disabled	apply=0
00580910	Global_sub_00580910_param_2Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00580910_param_2Enum; parameter already uses enum
005825C0	STJellyGunC_field_0235State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STJellyGunC_field_0235State; field already uses enum
00586AF0	Global_sub_00586AF0_iVar8Enum	disabled	apply=0
00586AF0	Global_sub_00586AF0_local_38Enum	disabled	apply=0
00589990	STOctopusC_field_0249State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STOctopusC_field_0249State; field already uses enum
00589C10	STOctopusC_field_02A5State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STOctopusC_field_02A5State; field already uses enum
0058B190	STOctopusC_sub_0058B190_iVar6Enum	disabled	apply=0
0058BD90	RecoveredRecordView_0058BD90_5921842F_field_0231State	disabled	apply=0
0058E570	STSharkC_field_0257State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STSharkC_field_0257State; field already uses enum
0058F1E0	Global_sub_0058F1E0_SVar2Enum	disabled	apply=0
0058F680	Global_sub_0058F680_switch_0Enum	disabled	apply=0
00590B40	CampaignTy_InitCampaign_iVar9Enum	disabled	apply=0
005926E0	CampaignTy_field_1BE8State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/CampaignTy_field_1BE8State; field already uses enum
005926E0	CampaignTy_AnimationCampaign_CVar5Enum	disabled	apply=0
005926E0	CampaignTy_AnimationCampaign_switch_10Enum	disabled	apply=0
00593040	CampaignTy_GetMessage_switch_1Enum	disabled	apply=0
00593040	CampaignTy_GetMessage_switch_2Enum	disabled	apply=0
00593040	CampaignTy_GetMessage_switch_3Enum	disabled	apply=0
00594440	ComboTy_GetMessage_SVar2Enum	disabled	apply=0
00596CC0	FSGSTy_PaintFSGS_switch_0Enum	disabled	apply=0
00597120	FSGSTy_field_0065State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/FSGSTy_field_0065State; field already uses enum
00597120	FSGSTy_NoneFSGS_switch_2Enum	disabled	apply=0
00597E70	FSGSTy_SetState_switch_2Enum	disabled	apply=0
00597E70	FSGSTy_SetState_switch_3Enum	disabled	apply=0
0059B820	FSGSTy_sub_0059B820_uVar1Enum	disabled	apply=0
0059BE50	FSGSTy_sub_0059BE50_uVar1Enum	disabled	apply=0
0059C520	FSGSTy_CreateCtrls_switch_0Enum	disabled	apply=0
005A4350	FSGSTy_GetMessage_SVar5Enum	disabled	apply=0
005A4350	FSGSTy_GetMessage_iVar47Enum	disabled	apply=0
005A4350	FSGSTy_GetMessage_switch_1Enum	disabled	apply=0
005A4350	FSGSTy_GetMessage_switch_14Enum	disabled	apply=0
005A4350	FSGSTy_GetMessage_switch_15Enum	disabled	apply=0
005A4350	FSGSTy_GetMessage_switch_2Enum	disabled	apply=0
005A4350	FSGSTy_GetMessage_switch_3Enum	disabled	apply=0
005A4350	FSGSTy_GetMessage_switch_8Enum	disabled	apply=0
005AACB0	HoloTy_field_0001State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/HoloTy_field_0001State; field already uses enum
005AACB0	HoloTy_Init_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/HoloTy_Init_param_1Enum; parameter already uses enum
005AB300	ChooseMapTy_InitChooseMap_local_cEnum	disabled	apply=0
005AB300	ChooseMapTy_InitChooseMap_switch_0Enum	disabled	apply=0
005AB300	ChooseMapTy_InitChooseMap_switch_1Enum	disabled	apply=0
005AB300	ChooseMapTy_InitChooseMap_uVar1Enum	disabled	apply=0
005AB300	ChooseMapTy_InitChooseMap_uVar11Enum	disabled	apply=0
005AB300	ChooseMapTy_InitChooseMap_param_2Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/ChooseMapTy_InitChooseMap_param_2Enum; parameter already uses enum
005AD050	ChooseMapTy_PaintChooseMap_switch_0Enum	disabled	apply=0
005AD390	ChooseMapTy_NoneChooseMap_DAT_00803400Enum	disabled	apply=0
005AD390	ChooseMapTy_NoneChooseMap_switch_0Enum	disabled	apply=0
005AEAB0	ChooseMapTy_CreateCtrls_switch_0Enum	disabled	apply=0
005AFD00	ChooseMapTy_PrepFiles_switch_0Enum	disabled	apply=0
005AFD00	ChooseMapTy_PrepFiles_switch_2Enum	disabled	apply=0
005B0BA0	ChooseMapTy_GetMessage_SVar3Enum	disabled	apply=0
005B0BA0	ChooseMapTy_GetMessage_switch_1Enum	disabled	apply=0
005B0BA0	ChooseMapTy_GetMessage_switch_3Enum	disabled	apply=0
005B0BA0	ChooseMapTy_GetMessage_switch_5Enum	disabled	apply=0
005B0BA0	ChooseMapTy_GetMessage_switch_7Enum	disabled	apply=0
005B0BA0	ChooseMapTy_GetMessage_uVar27Enum	disabled	apply=0
005B2970	MainMenuTy_InitMainMenu_iVar5Enum	disabled	apply=0
005B48E0	MainMenuTy_AnimationMainMenu_switch_0Enum	disabled	apply=0
005B4BB0	MainMenuTy_GetMessage_SVar1Enum	disabled	apply=0
005B4BB0	MainMenuTy_GetMessage_switch_0Enum	disabled	apply=0
005B5690	RecoveredRecord_005B5690_213E8178_field_0014State	disabled	apply=0
005B6560	RecoveredRecord_005B6560_90DC7408_field_0014State	disabled	apply=0
005B9330	MMsgTy_GetMessage_temp_5f8e730a25Enum	disabled	apply=0
005BAE00	PrividerTy_field_0065State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/PrividerTy_field_0065State; field already uses enum
005C1610	MReportTy_PaintTab_switch_0Enum	disabled	apply=0
005C29B0	SettMapMTy_sub_005C29B0_switch_0Enum	disabled	apply=0
005C6030	SettMapTy_CreateCtrls_local_14Enum	disabled	apply=0
005C8A40	SettMapTy_field_1E26State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/SettMapTy_field_1E26State; field already uses enum
005C8A40	SettMapTy_field_2179State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/SettMapTy_field_2179State; field already uses enum
005C8A40	SettMapTy_GetMessage_SVar3Enum	disabled	apply=0
005C8A40	SettMapTy_GetMessage_SVar4Enum	disabled	apply=0
005C8A40	SettMapTy_GetMessage_switch_2Enum	disabled	apply=0
005C8A40	SettMapTy_GetMessage_switch_4Enum	disabled	apply=0
005CBBE0	Global_sub_005CBBE0_switch_0Enum	disabled	apply=0
005CCE10	SettMapMTy_field_1E26State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/SettMapMTy_field_1E26State; field already uses enum
005CCE10	SettMapMTy_SetListCtrls_local_18Enum	disabled	apply=0
005CE0E0	SettMapMTy_NoneSettMap_local_28Enum	disabled	apply=0
005CE0E0	SettMapMTy_NoneSettMap_switch_3Enum	disabled	apply=0
005D0BB0	SettMapMTy_ChangePlayerTeam_uVar4Enum	disabled	apply=0
005D1400	SettMapMTy_GetMessage_switch_2Enum	disabled	apply=0
005D1400	SettMapMTy_GetMessage_switch_4Enum	disabled	apply=0
005D1400	SettMapMTy_GetMessage_uVar42Enum	disabled	apply=0
005D4E90	SettMapSTy_SetListCtrls_iVar10Enum	disabled	apply=0
005D5560	SettMapSTy_GetMessage_switch_0Enum	disabled	apply=0
005D5560	SettMapSTy_GetMessage_switch_3Enum	disabled	apply=0
005D5560	SettMapSTy_GetMessage_uVar19Enum	disabled	apply=0
005DB4F0	StartSystemTy_LoadGraph_iVar14Enum	disabled	apply=0
005DFA30	MTaskTy_field_006DState	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/MTaskTy_field_006DState; field already uses enum
005E0AC0	MTaskTy_NoneMTask_switch_0Enum	disabled	apply=0
005E1330	MTaskTy_PlayScript_switch_1Enum	disabled	apply=0
005E5E30	MTestTy_field_00B3State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/MTestTy_field_00B3State; field already uses enum
005E84D0	WaitTy_NoneWait_local_2cEnum	disabled	apply=0
005E84D0	WaitTy_NoneWait_switch_1Enum	disabled	apply=0
005EAF10	STArtiafactC_GetMessage_switch_1Enum	disabled	apply=0
005EE6E0	RecoveredRecordView_005EE6E0_769300DA_field_023AState	disabled	apply=0
005F0380	Global_sub_005F0380_switch_0Enum	disabled	apply=0
005F0620	RecoveredRecordView_005F0620_3EDDC37E_field_02B1State	disabled	apply=0
005F27C0	STBHEShellC_field_0104State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STBHEShellC_field_0104State; field already uses enum
005F6F60	STColl3C_field_02DDState	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STColl3C_field_02DDState; field already uses enum
005F8D10	Global_sub_005F8D10_uVar2Enum	disabled	apply=0
005F95B0	Global_sub_005F95B0_local_18Enum	disabled	apply=0
005FB030	RecoveredRecordView_005FB030_E5A27901_field_02DDState	disabled	apply=0
005FB640	STContainerC_GetMessage_switch_1Enum	disabled	apply=0
005FCDC0	Global_sub_005FCDC0_switch_0Enum	disabled	apply=0
005FE990	Global_sub_005FE990_switch_0Enum	disabled	apply=0
005FF430	Global_sub_005FF430_iVar4Enum	disabled	apply=0
005FF430	Global_sub_005FF430_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_005FF430_param_1Enum; parameter already uses enum
00600750	Global_sub_00600750_switch_0Enum	disabled	apply=0
00601DB0	Global_sub_00601DB0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00601DB0_param_1Enum; parameter already uses enum
00601F80	STDestC_field_036EState	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STDestC_field_036EState; field already uses enum
00603740	STExplosion_GetMessage_switch_0Enum	disabled	apply=0
00605B60	Global_sub_00605B60_local_64Enum	disabled	apply=0
00606050	STExplosion_sub_00606050_local_74Enum	disabled	apply=0
00606050	STExplosion_sub_00606050_switch_1Enum	disabled	apply=0
00606A50	Global_sub_00606A50_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00606A50_param_1Enum; parameter already uses enum
00606CD0	Global_sub_00606CD0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00606CD0_param_1Enum; parameter already uses enum
00606FD0	Global_sub_00606FD0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00606FD0_param_1Enum; parameter already uses enum
00607200	Global_sub_00607200_local_54Enum	disabled	apply=0
00607A60	Global_sub_00607A60_local_4cEnum	disabled	apply=0
00607EE0	Global_sub_00607EE0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00607EE0_param_1Enum; parameter already uses enum
00608E90	Global_sub_00608E90_switch_0Enum	disabled	apply=0
00608E90	Global_sub_00608E90_switch_1Enum	disabled	apply=0
00608E90	Global_sub_00608E90_switch_2Enum	disabled	apply=0
00608E90	Global_sub_00608E90_switch_3Enum	disabled	apply=0
0060A000	RecoveredRecordView_0060A000_E5492323_field_020DState	disabled	apply=0
0060AA00	RecoveredRecordView_0060AA00_20917E81_field_020DState	disabled	apply=0
0060BDD0	Global_sub_0060BDD0_switch_0Enum	disabled	apply=0
006101B0	RecoveredReceiver_0060EF40_field_020CState	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/RecoveredReceiver_0060EF40_field_020CState; field already uses enum
006141B0	Global_sub_006141B0_param_2Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_006141B0_param_2Enum; parameter already uses enum
00615BB0	Global_sub_00615BB0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00615BB0_param_1Enum; parameter already uses enum
00619C70	STJumpMineC_field_0093State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STJumpMineC_field_0093State; field already uses enum
00619C70	STJumpMineC_sub_00619C70_iVar3Enum	disabled	apply=0
00619C70	STJumpMineC_sub_00619C70_local_28Enum	disabled	apply=0
00619C70	STJumpMineC_sub_00619C70_uVar2Enum	disabled	apply=0
0061BDB0	STJumpMineC_sub_0061BDB0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STJumpMineC_sub_0061BDB0_param_1Enum; parameter already uses enum
00621780	SndUnderAttMenegC_sub_00621780_switch_0Enum	disabled	apply=0
006226C0	STMineSetC_field_02ADState	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STMineSetC_field_02ADState; field already uses enum
006239A0	STMineSetC_field_02AEState	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STMineSetC_field_02AEState; field already uses enum
00624570	STMineSetC_sub_00624570_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STMineSetC_sub_00624570_param_1Enum; parameter already uses enum
00624920	STMineSetC_sub_00624920_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STMineSetC_sub_00624920_param_1Enum; parameter already uses enum
00625730	STMineSetC_sub_00625730_uVar10Enum	disabled	apply=0
006263B0	Global_sub_006263B0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_006263B0_param_1Enum; parameter already uses enum
00626B50	STMineSetC_sub_00626B50_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STMineSetC_sub_00626B50_param_1Enum; parameter already uses enum
00626EC0	Global_sub_00626EC0_switch_0Enum	disabled	apply=0
00626F10	Global_sub_00626F10_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00626F10_param_1Enum; parameter already uses enum
00627EB0	STParticleC_field_00C2State	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STParticleC_field_00C2State; field already uses enum
00627EB0	STParticleC_GetMessage_switch_1Enum	disabled	apply=0
00629070	STParticleC_InitVisibelFlight_local_24Enum	disabled	apply=0
00629F90	STParticleC_sub_00629F90_switch_0Enum	disabled	apply=0
0062A8B0	Global_sub_0062A8B0_iVar1Enum	disabled	apply=0
0062AF90	AnonShape_0062AF90_A19AAC76_field_0015State	disabled	apply=0
0062B300	RecoveredRecordView_0062B300_D23B876C_field_0015State	disabled	apply=0
0062D840	STManRub3C_sub_0062D840_iVar3Enum	disabled	apply=0
0062E740	STRubbishC_field_01FAState	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STRubbishC_field_01FAState; field already uses enum
0062F3B0	STRubbishC_LoadImagSpr_param_4Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/STRubbishC_LoadImagSpr_param_4Enum; parameter already uses enum
00632030	Global_sub_00632030_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00632030_param_1Enum; parameter already uses enum
006324C0	Global_sub_006324C0_param_1Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_006324C0_param_1Enum; parameter already uses enum
00632650	Global_sub_00632650_param_4Enum	unchanged	used equivalent /SubmarineTitans/Recovered/Enums/Global_sub_00632650_param_4Enum; parameter already uses enum
00632E30	RecoveredRecordView_00632E30_F8A8BDAE_field_0011State	disabled	apply=0
00633770	Global_sub_00633770_switch_0Enum	disabled	apply=0
00633770	Global_sub_00633770_switch_1Enum	disabled	apply=0
00636060	Global_sub_00636060_switch_0Enum	disabled	apply=0
