type_apply	name_apply	repair	protected_override	function_address	expected_function	target_kind	target_ordinal	expected_target_name	expected_target_type	expected_target_source	proposed_name	proposed_type	confidence	evidence_sites	reason
0	0	1	0	006BFE70	FUN_006bfe70	parameter	2	param_3	/int	DEFAULT		pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_006BFBF0_7F78587C	review	006BFBF0 -> 006BFE70 @ 006BFD7F; FUN_006bfbf0 parameter param_1 | 006BFE70 -> 0072DA70 @ 006BFEED	type_evidence={/uint=1, pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_006BFBF0_7F78587C=1}; name_evidence={}; strong_evidence=1; machine_abi_target_preserved; script_target_repair; strong_type_evidence_overrides_weak_alternatives
0	0	0	0	006C1530	Library::DKW::SND::FUN_006c1530	parameter	0	param_1	/undefined4	DEFAULT		/WinDef.h/HWND	review	00567180 -> 006C1530 @ 005671BF; FUN_00567180 parameter param_1	type_evidence={/WinDef.h/HWND=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006C1CE0	Library::DKW::SND::FUN_006c1ce0	parameter	1	param_2	/undefined4	DEFAULT		/int	review	005682C0 -> 006C1CE0 @ 005685A6; FUN_005682c0 parameter param_1	type_evidence={/int=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006C3570	FUN_006c3570	parameter	0	param_1	pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C3570_37024033	DEFAULT		pointer:/int	review	006C3AA0 -> 006C3570 @ 006C3AA8; FUN_006c3aa0 parameter param_1	type_evidence={pointer:/int=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006C5210	FUN_006c5210	parameter	0	param_1	pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C5210_E9B30C00	DEFAULT		pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_006CEC40_BB23E716	review	006C5210 -> 006CEC40 @ 006C528E	type_evidence={pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_006CEC40_BB23E716=1}; name_evidence={}; strong_evidence=0; offset_zero_scalar_store_is_part_of_larger_output_aggregate
0	0	0	0	006C52E0	FUN_006c52e0	parameter	0	param_1	pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C52E0_B18BC6D0	DEFAULT		pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_006CEC40_BB23E716	review	006C52E0 -> 006CEC40 @ 006C535E	type_evidence={pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_006CEC40_BB23E716=1}; name_evidence={}; strong_evidence=0; offset_zero_scalar_store_is_part_of_larger_output_aggregate
0	0	0	0	006CE770	Library::DKW::DDX::FUN_006ce770	parameter	0	param_1	/uint	DEFAULT		/WinDef.h/HDC	review	006D0020 -> 006CE770 @ 006D002F; FUN_006d0020 parameter hdc	type_evidence={/WinDef.h/HDC=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006CE770	Library::DKW::DDX::FUN_006ce770	parameter	1	param_2	pointer:/undefined4	DEFAULT		pointer:/WinDef.h/HDC	review	006D0020 -> 006CE770 @ 006D002F; address of FUN_006d0020 parameter hdc	type_evidence={pointer:/WinDef.h/HDC=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006D26D0	FUN_006d26d0	parameter	1	param_2	/int	DEFAULT		pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredSourceFamily_dibcopy	review	006D2820 -> 006D26D0 @ 006D2B0D; FUN_006d2820 parameter param_2	type_evidence={pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredSourceFamily_dibcopy=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006D3300	FUN_006d3300	parameter	2	param_3	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_006D3300_0D49F2B9	DEFAULT		pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_006CFE10_B59F6D2D	review	006D3300 -> 006CFE10 @ 006D332E	type_evidence={pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_006CFE10_B59F6D2D=1}; name_evidence={}; strong_evidence=0; offset_zero_scalar_store_is_part_of_larger_output_aggregate
0	0	0	0	006D4EF0	FUN_006d4ef0	parameter	2	param_3	/int	DEFAULT		pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_006D4FF0_C0FB69E1	review	006D4EF0 -> 006D4FF0 @ 006D4F1A	type_evidence={pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_006D4FF0_C0FB69E1=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006D5CD0	FUN_006d5cd0	parameter	2	param_2	/undefined4	DEFAULT		/uint	review	006D4FF0 -> 006D5CD0 @ 006D5049; zeroed full register at 006D5039	type_evidence={/uint=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006D7830	FUN_006d7830	parameter	5	param_6	/undefined1	DEFAULT		/byte	review	006C7570 -> 006D7830 @ 006C75D5; FUN_006c7570 parameter param_8	type_evidence={/byte=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006D86E0	FUN_006d86e0	parameter	2	param_3	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredGlobalRecordView_00854F68	DEFAULT		pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_006CFE10_B59F6D2D	review	006D86E0 -> 006CFE10 @ 006D8718	type_evidence={pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_006CFE10_B59F6D2D=1}; name_evidence={}; strong_evidence=0; offset_zero_scalar_store_is_part_of_larger_output_aggregate
0	0	0	0	006D8A60	FUN_006d8a60	parameter	2	param_3	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_006D8A60_0D169E12	DEFAULT		pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_006CFE10_B59F6D2D	review	006D8A60 -> 006CFE10 @ 006D8AD3	type_evidence={pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_006CFE10_B59F6D2D=1}; name_evidence={}; strong_evidence=0; offset_zero_scalar_store_is_part_of_larger_output_aggregate
0	0	0	0	006DA1A0	FUN_006da1a0	parameter	4	param_5	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_006DA1A0_A15A54BB	DEFAULT		pointer:/byte	review	006DA080 -> 006DA1A0 @ 006DA12E; FUN_006da080 parameter param_6 | 006DA1A0 -> 006CFE10 @ 006DA2A4	type_evidence={pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_006CFE10_B59F6D2D=1, pointer:/byte=1}; name_evidence={}; strong_evidence=1; offset_zero_scalar_store_is_part_of_larger_output_aggregate; strong_type_evidence_overrides_weak_alternatives
0	0	0	0	006DC050	ST3DSMAPContext::sub_006DC050	parameter	3	param_4	/undefined4	DEFAULT		/uint	review	00691690 -> 006DC050 @ 006917D4; zeroed full register at 006917A2	type_evidence={/uint=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006DD050	Library::Ourlib::STREND::FUN_006dd050	parameter	1	param_2	/uint	DEFAULT		/SubmarineTitans/Recovered/Enums/ST3DSMAPContext_field_00A8State	review	006DD610 -> 006DD050 @ 006DD64A; ST3DSMAPContext::sub_006DD610 parameter param_2	type_evidence={/SubmarineTitans/Recovered/Enums/ST3DSMAPContext_field_00A8State=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006E25D0	ST3DSMAPContext::sub_006E25D0	parameter	6	param_7	/undefined4	DEFAULT		/uint	review	006E1050 -> 006E25D0 @ 006E1188; zeroed full register at 006E114C	type_evidence={/uint=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006E2970	ST3DSMAPContext::sub_006E2970	parameter	3	param_3	/undefined4	DEFAULT		/float	review	0054A9B0 -> 006E2970 @ 0054AC85; SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_0054A9B0::FUN_0054a9b0 parameter param_3	type_evidence={/float=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006E34C0	AppClassTy::AppClassTy	parameter	1	param_1	/undefined4	DEFAULT		/uint	review	0056A5F0 -> 006E34C0 @ 0056A5FF; zeroed full register at 0056A5F9	type_evidence={/uint=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006E5FE0	FUN_006e5fe0	parameter	1	param_1	pointer:/undefined4	DEFAULT		pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_006E3DB0_0F66DDCF	review	006E5FE0 -> 006E3DB0 @ 006E5FF6	type_evidence={pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_006E3DB0_0F66DDCF=1}; name_evidence={}; strong_evidence=1; offset_zero_scalar_store_is_part_of_larger_output_aggregate
0	0	0	0	006E6170	SystemWithNamedObjClassTy::CreateObject	parameter	5	param_5	/undefined4	DEFAULT		/int	review	0054CF00 -> 006E6170 @ 0054CF1D; STPlaySystemC::vfunc_8 parameter param_5	type_evidence={/int=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006E6200	Library::Ourlib::SAPP::FUN_006e6200	parameter	5	param_5	/undefined4	DEFAULT		pointer:/int	review	0054CDD0 -> 006E6200 @ 0054CE37; FUN_0054cdd0 parameter param_5	type_evidence={pointer:/int=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006E6460	FUN_006e6460	parameter	3	param_3	/undefined2	DEFAULT		/ushort	review	0052AFE0 -> 006E6460 @ 0052B134; literal 151 at 0052B116	type_evidence={/ushort=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006E6460	FUN_006e6460	parameter	4	param_4	/undefined2	DEFAULT		/ushort	review	0052AFE0 -> 006E6460 @ 0052B134; literal 150 at 0052B111	type_evidence={/ushort=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006E6540	FUN_006e6540	parameter	1	param_2	/undefined4	DEFAULT		/float	review	0052B330 -> 006E6540 @ 0052B5A6; /CPanelTy+0xdd6	type_evidence={/float=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006E6630	Library::Ourlib::ST3DSMAP::FUN_006e6630	parameter	4	param_4	/undefined1	DEFAULT		/byte	review	0041F630 -> 006E6630 @ 0041F7FF; literal 0 at 0041F7F4	type_evidence={/byte=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006E8660	ST3DSMAPContext::sub_006E8660	parameter	8	param_8	/uint	DEFAULT		pointer:/STDcResourcC	review	004AD1F0 -> 006E8660 @ 004AD251; STT3DSprC::Init parameter param_4	type_evidence={pointer:/STDcResourcC=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006E89B0	FUN_006e89b0	parameter	5	param_5	/undefined1	DEFAULT		/byte	review	005449B0 -> 006E89B0 @ 00546D31; literal 69 at 00546D25	type_evidence={/byte=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006E8EA0	ST3DSMAPContext::sub_006E8EA0	parameter	1	param_1	pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_006E8EA0_96B71903	DEFAULT		pointer:/int	review	006E91D0 -> 006E8EA0 @ 006E91DB; ST3DSMAPContext::sub_006E91D0 parameter param_1	type_evidence={pointer:/int=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006EB4B0	FUN_006eb4b0	parameter	0	param_1	/int	DEFAULT		pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_006BB8B0_05970482	review	006EB4B0 -> 006BB8B0 @ 006EB4BA	type_evidence={pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_006BB8B0_05970482=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006EFC50	Library::Ourlib::MFSTMAP::mfTMapCreate	parameter	4	param_5	/undefined1	DEFAULT		/byte	review	006A01D0 -> 006EFC50 @ 006A02C5; literal 32 at 006A02B9	type_evidence={/byte=1}; name_evidence={}; strong_evidence=0
0	0	0	0	006F1910	cMf32::RecRen	parameter	1	param_1	/undefined1	DEFAULT		/byte	review	0071A250 -> 006F1910 @ 0071A264; literal 2 at 0071A262	type_evidence={/byte=1}; name_evidence={}; strong_evidence=0
0	0	0	0	00708D10	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_00702510::FUN_00708d10	parameter	3	param_3	pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_00708D10_69880022	DEFAULT		pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_006CFE10_B59F6D2D	review	00708D10 -> 006CFE10 @ 0070903F | 00708D10 -> 006CFE10 @ 00709271	type_evidence={pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_006CFE10_B59F6D2D=2}; name_evidence={}; strong_evidence=0; offset_zero_scalar_store_is_part_of_larger_output_aggregate
0	0	0	0	00715360	FUN_00715360	parameter	4	param_5	/uint	DEFAULT	local_34	pointer:/uint	review	005CE0E0 -> 00715360 @ 005CF57F; address of SettMapMTy::NoneSettMap stack local local_34 at 005CF568	type_evidence={pointer:/uint=1}; name_evidence={local_34=1}; strong_evidence=0
0	0	0	0	007192D0	Library::Ourlib::PALETTE::FUN_007192d0	parameter	0	param_1	pointer:/undefined4	DEFAULT		pointer:/SubmarineTitans/Recovered/LibraryContexts/DDXContext	review	0055DBF0 -> 007192D0 @ 0055DC4C; DarkScreen parameter param_1	type_evidence={pointer:/SubmarineTitans/Recovered/LibraryContexts/DDXContext=1}; name_evidence={}; strong_evidence=0
0	0	0	0	0072DA70	Library::MSVCRT::FUN_0072da70	parameter	2	param_3	/uint	DEFAULT		pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_006BFBF0_7F78587C	review	006BFE70 -> 0072DA70 @ 006BFEED; FUN_006bfe70 parameter param_3	type_evidence={pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_006BFBF0_7F78587C=1}; name_evidence={}; strong_evidence=0
0	0	0	0	00750FB0	FUN_00750fb0	parameter	0	param_1	pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_00750FB0_15A3AC3E	DEFAULT		pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_00753C80_637B4E8C	review	00750FB0 -> 00753C80 @ 00750FF0	type_evidence={pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_00753C80_637B4E8C=1}; name_evidence={}; strong_evidence=0; offset_zero_scalar_store_is_part_of_larger_output_aggregate
0	0	0	0	00753300	Library::DKW::DB::FUN_00753300	parameter	2	param_3	/undefined2	DEFAULT		/ushort	review	00750970 -> 00753300 @ 00750985; literal 0 at 00750981	type_evidence={/ushort=1}; name_evidence={}; strong_evidence=0
0	0	0	0	00753BC0	Library::DKW::DB::FUN_00753bc0	parameter	2	param_3	pointer:/undefined4	DEFAULT		pointer:/WinDef.h/DWORD	review	00751BA0 -> 00753BC0 @ 00751BB2; address of FUN_00751ba0 parameter param_2	type_evidence={pointer:/WinDef.h/DWORD=1}; name_evidence={}; strong_evidence=0
0	0	0	0	00753F10	FUN_00753f10	parameter	1	param_2	/undefined4	DEFAULT		pointer:/char	review	00751140 -> 00753F10 @ 00751157; FUN_00751140 parameter param_1	type_evidence={pointer:/char=1}; name_evidence={}; strong_evidence=0
0	0	0	0	00754360	FUN_00754360	return		<RETURN>	/int	ANALYSIS		/WinDef.h/DWORD	review	00754360 returns forwarded through return of FUN_00751980 @ 007519B2 | 00754360 returns forwarded through return of FUN_00751ba0 @ 00751BD2 | 00754360 returns forwarded through return of FUN_00751bf0 @ 00751C22	type_evidence={/WinDef.h/DWORD=3}; name_evidence={}; strong_evidence=3; machine_abi_target_preserved
0	0	0	0	007543F0	FUN_007543f0	parameter	2	param_3	pointer:/undefined4	DEFAULT		pointer:/WinDef.h/DWORD	review	00751BF0 -> 007543F0 @ 00751C02; address of FUN_00751bf0 parameter param_2	type_evidence={pointer:/WinDef.h/DWORD=1}; name_evidence={}; strong_evidence=0
0	0	0	0	007553F0	FUN_007553f0	parameter	0	param_1	pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_007553F0_ACB112C2	DEFAULT		pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_00750F20_49A60217	review	007553F0 -> 00753B80 @ 0075540C	type_evidence={pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_00750F20_49A60217=1}; name_evidence={}; strong_evidence=0; offset_zero_scalar_store_is_part_of_larger_output_aggregate
0	0	0	0	00755E10	FUN_00755e10	parameter	0	param_1	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_00755E10_DA2F2616	DEFAULT		pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_00750F20_49A60217	review	00755E10 -> 00753B80 @ 00755E4E	type_evidence={pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_00750F20_49A60217=1}; name_evidence={}; strong_evidence=0; offset_zero_scalar_store_is_part_of_larger_output_aggregate
0	0	0	0	0075EFE0	FUN_0075efe0	parameter	0	param_1	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_0075EFE0_EBB05E23	DEFAULT		pointer:/int	review	0075EF60 -> 0075EFE0 @ 0075EF99; FUN_0075ef60 parameter param_1 | 0075F3F0 -> 0075EFE0 @ 0075F4E5; FUN_0075f3f0 parameter param_1 | 0075F3F0 -> 0075EFE0 @ 0075F4EF; FUN_0075f3f0 parameter param_1	type_evidence={pointer:/int=3}; name_evidence={}; strong_evidence=0; offset_zero_scalar_store_is_part_of_larger_output_aggregate
