apply	function_address	expected_function	expected_signature	label_address	decompiler_label	existing_primary_name	existing_primary_source	proposed_name	kind	goto_count	cfg_incoming	back_edges_into	back_edges_from	confidence	reason	preview
0	0040AE40	FUN_0040ae40	int __thiscall FUN_0040ae40(void * this, uint param_1, char param_2)	0040B258	joined_r0x0040b258			cf_branch_target_0040B258	branch_target	1	1	0	0	review	single-predecessor unstructured target	0040B23B IMUL EDI,ESI; 0040B23E ADD EDI,EAX; 0040B240 ADD EDI,ECX; 0040B242 MOV ECX,dword ptr [0x007fb280]
0	0040AE40	FUN_0040ae40	int __thiscall FUN_0040ae40(void * this, uint param_1, char param_2)	0040B481	LAB_0040b481	LAB_0040b481	DEFAULT	cf_join_0040B481	join	3	11	0	0	medium	multi-predecessor target; semantic role requires review	0040B481 TEST EDI,EDI; 0040B483 JZ 0x0040b56a
0	0040AE40	FUN_0040ae40	int __thiscall FUN_0040ae40(void * this, uint param_1, char param_2)	0040B56A	LAB_0040b56a	LAB_0040b56a	DEFAULT	cf_join_0040B56A	join	2	3	0	0	medium	multi-predecessor target; semantic role requires review	0040B56A MOV EAX,dword ptr [EBX + 0x9f]; 0040B570 TEST EAX,EAX; 0040B572 JNZ 0x0040b941
0	0040C080	FUN_0040c080	undefined4 * __thiscall FUN_0040c080(void * this, uint param_1, uint * param_2)	0040C875	LAB_0040c875	LAB_0040c875	DEFAULT	cf_join_0040C875	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	0040C875 MOV DX,word ptr [EAX + EDX*0x2]; 0040C879 AND EDX,0xc000; 0040C87F CMP EDX,0xc000; 0040C885 JZ 0x0040c945
0	0040C080	FUN_0040c080	undefined4 * __thiscall FUN_0040c080(void * this, uint param_1, uint * param_2)	0040C8F3	joined_r0x0040c8f3			cf_branch_target_0040C8F3	branch_target	1	1	0	0	review	single-predecessor unstructured target	0040C8D5 MOV ECX,dword ptr [EBP + 0xffffff60]; 0040C8DB MOVSX ECX,word ptr [ECX*0x8 + 0x7ed570]; 0040C8E3 MOV DX,word ptr [EAX + ECX*0x2]; 0040C8E7 AND EDX,0xc000
0	0040C080	FUN_0040c080	undefined4 * __thiscall FUN_0040c080(void * this, uint param_1, uint * param_2)	0040C90D	LAB_0040c90d	LAB_0040c90d	DEFAULT	cf_join_0040C90D	join	2	6	0	0	medium	multi-predecessor target; semantic role requires review	0040C90D MOV EDX,dword ptr [EBP + -0x5c]; 0040C910 IMUL EDX,dword ptr [EBP + -0x60]; 0040C914 IMUL EDI,dword ptr [EBP + -0x28]; 0040C918 MOV ECX,dword ptr [EBP + -0x4c]
0	0040CC80	FUN_0040cc80	int __thiscall FUN_0040cc80(void * this, uint param_1)	0040CD0A	LAB_0040cd0a	LAB_0040cd0a	DEFAULT	cf_join_0040CD0A	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	0040CD0A MOV EDX,dword ptr [EAX + 0xa7]; 0040CD10 XOR ESI,ESI; 0040CD12 LEA ECX,[ECX + EDX*0x1 + 0x1]; 0040CD16 MOV EDX,dword ptr [EAX + 0x9f]
0	0040CE20	FUN_0040ce20	int __stdcall FUN_0040ce20(AnonShape_0040D540_1BB7A4CF * param_1, AnonShape_0040CE20_D3328A6B * param_2, int * param_3, int * param_4, int * param_5, uint * param_6)	0040D327	joined_r0x0040d327			cf_branch_target_0040D327	branch_target	3	1	0	0	review	single-predecessor unstructured target	0040D30F MOVSX ECX,word ptr [ESI + 0x4b]; 0040D313 MOVSX EDX,AX; 0040D316 MOVSX EAX,word ptr [EDI]; 0040D319 PUSH ECX; calls=FUN_00497920
0	0040CE20	FUN_0040ce20	int __stdcall FUN_0040ce20(AnonShape_0040D540_1BB7A4CF * param_1, AnonShape_0040CE20_D3328A6B * param_2, int * param_3, int * param_4, int * param_5, uint * param_6)	0040D369	LAB_0040d369	LAB_0040d369	DEFAULT	cf_join_0040D369	join	2	3	0	0	medium	multi-predecessor target; semantic role requires review	0040D369 MOVSX ECX,word ptr [EDI]; 0040D36C MOV EDX,dword ptr [EBP + 0x10]; 0040D36F MOV dword ptr [EDX],ECX; 0040D371 MOV EDX,dword ptr [EBP + 0x14]
0	0040D540	FUN_0040d540	int __stdcall FUN_0040d540(AnonShape_0040D540_1BB7A4CF * param_1, uint param_2)	0040D750	LAB_0040d750	LAB_0040d750	DEFAULT	cf_join_0040D750	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	0040D750 ADD EAX,0x3
0	0040D540	FUN_0040d540	int __stdcall FUN_0040d540(AnonShape_0040D540_1BB7A4CF * param_1, uint param_2)	0040DB07	LAB_0040db07	LAB_0040db07	DEFAULT	cf_join_0040DB07	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	0040DB07 MOV ECX,dword ptr [EBP + 0x8]; 0040DB0A PUSH ESI; 0040DB0B CALL 0x004044ad; 0040DB10 TEST EAX,EAX; calls=FUN_00497920
0	0040D540	FUN_0040d540	int __stdcall FUN_0040d540(AnonShape_0040D540_1BB7A4CF * param_1, uint param_2)	0040DBB9	joined_r0x0040dbb9			cf_branch_target_0040DBB9	branch_target	2	1	0	0	review	single-predecessor unstructured target	0040DBA1 MOVSX ECX,word ptr [ESI + 0x4b]; 0040DBA5 MOVSX EDX,AX; 0040DBA8 MOVSX EAX,word ptr [EDI]; 0040DBAB PUSH ECX; calls=FUN_00497920
0	0040D540	FUN_0040d540	int __stdcall FUN_0040d540(AnonShape_0040D540_1BB7A4CF * param_1, uint param_2)	0040DC04	LAB_0040dc04	LAB_0040dc04	DEFAULT	cf_join_0040DC04	join	2	6	0	0	medium	multi-predecessor target; semantic role requires review	0040DC04 MOV EAX,dword ptr [EBP + -0xc]; 0040DC07 MOV ECX,dword ptr [ESI + 0xaf]; 0040DC0D CMP EAX,ECX; 0040DC0F JZ 0x0040dd50
0	0040D540	FUN_0040d540	int __stdcall FUN_0040d540(AnonShape_0040D540_1BB7A4CF * param_1, uint param_2)	0040DD8A	LAB_0040dd8a	LAB_0040dd8a	DEFAULT	cf_join_0040DD8A	join	1	43	0	1	medium	multi-predecessor target; semantic role requires review	0040DD8A MOV EAX,dword ptr [EBP + -0x20]; 0040DD8D ADD EDI,0x8; 0040DD90 INC EAX; 0040DD91 CMP EAX,0x9
0	0040D540	FUN_0040d540	int __stdcall FUN_0040d540(AnonShape_0040D540_1BB7A4CF * param_1, uint param_2)	0040DDE1	LAB_0040dde1	LAB_0040dde1	DEFAULT	cf_join_0040DDE1	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	0040DDE1 JGE 0x0040de80
0	0040E0F0	FUN_0040e0f0	int __stdcall FUN_0040e0f0(int param_1, int param_2, int param_3, int param_4, int param_5)	0040E872	LAB_0040e872	LAB_0040e872	DEFAULT	cf_join_0040E872	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	0040E872 TEST ESI,ESI; 0040E874 JZ 0x0040e8a4
0	0040FC40	FUN_0040fc40	int __stdcall FUN_0040fc40(int param_1, int param_2, int param_3, int param_4, int param_5, int param_6)	00410872	LAB_00410872	LAB_00410872	DEFAULT	cf_join_00410872	join	1	2	1	0	medium	multi-predecessor target; semantic role requires review	00410872 MOV EAX,dword ptr [EDI + EDX*0x1]; 00410875 MOV dword ptr [EBP + -0x64],EAX; 00410878 MOV EBX,dword ptr [EDI + EDX*0x1 + 0x4]; 0041087C MOV dword ptr [EBP + -0x68],EBX
0	0040FC40	FUN_0040fc40	int __stdcall FUN_0040fc40(int param_1, int param_2, int param_3, int param_4, int param_5, int param_6)	00410987	LAB_00410987	LAB_00410987	DEFAULT	cf_join_00410987	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	00410987 CALL 0x0040eb90; calls=FUN_0040eb90
1	0040FC40	FUN_0040fc40	int __stdcall FUN_0040fc40(int param_1, int param_2, int param_3, int param_4, int param_5, int param_6)	0041098F	cf_common_exit_0041098F	FUN_0040fc40::cf_common_exit_0041098F	ANALYSIS	cf_common_exit_0041098F	common_exit	2	2	0	0	high	all short successor paths terminate	0041098F TEST ESI,ESI; 00410991 JZ 0x00410a1e
0	0040FC40	FUN_0040fc40	int __stdcall FUN_0040fc40(int param_1, int param_2, int param_3, int param_4, int param_5, int param_6)	004109FD	LAB_004109fd	LAB_004109fd	DEFAULT	cf_break_loop_004109FD	break_loop	1	7	0	0	high	multiple predecessors leave the same strongly-connected loop	004109FD MOV ESI,0xfffffffc; 00410A02 JMP 0x0041098f
1	00410DC0	FUN_00410dc0	int __stdcall FUN_00410dc0(int param_1, int param_2, int param_3, int param_4, int param_5)	00411005	cf_break_loop_00411005	FUN_00410dc0::cf_break_loop_00411005	ANALYSIS	cf_break_loop_00411005	break_loop	2	3	0	0	high	multiple predecessors leave the same strongly-connected loop	00411005 XOR EDI,EDI; 00411007 CMP EDX,EDI; 00411009 MOV dword ptr [EBP + 0x14],EDI; 0041100C JLE 0x00411120
0	00411260	FUN_00411260	int __stdcall FUN_00411260(int param_1, int param_2, int param_3, int param_4, int param_5, uint param_6)	00411975	LAB_00411975	LAB_00411975	DEFAULT	cf_join_00411975	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	00411975 MOV ECX,dword ptr [EBP + -0x50]; 00411978 PUSH ECX; 00411979 CALL 0x006a5e90; 0041197E TEST ESI,ESI; calls=FUN_006a5e90
0	00411E50	FUN_00411e50	int __stdcall FUN_00411e50(int param_1, int param_2, int param_3, int param_4, int param_5, uint param_6, int param_7)	004125C1	LAB_004125c1	LAB_004125c1	DEFAULT	cf_join_004125C1	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	004125C1 MOV EDX,dword ptr [EBP + -0x54]; 004125C4 PUSH EDX; 004125C5 CALL 0x006a5e90; 004125CA TEST ESI,ESI; calls=FUN_006a5e90
0	00413170	FUN_00413170	undefined4 __stdcall FUN_00413170(int param_1, int param_2, int param_3, int param_4, undefined4 * param_5, int param_6)	0041321E	LAB_0041321e	LAB_0041321e	DEFAULT	cf_join_0041321E	join	1	2	1	0	medium	multi-predecessor target; semantic role requires review	0041321E MOV AL,byte ptr [EBX + 0x3]; 00413221 TEST AL,AL; 00413223 JL 0x00413369
0	00413170	FUN_00413170	undefined4 __stdcall FUN_00413170(int param_1, int param_2, int param_3, int param_4, undefined4 * param_5, int param_6)	0041329B	LAB_0041329b	LAB_0041329b	DEFAULT	cf_join_0041329B	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	0041329B ADD EDI,dword ptr [EBP + 0xc]
0	00413170	FUN_00413170	undefined4 __stdcall FUN_00413170(int param_1, int param_2, int param_3, int param_4, undefined4 * param_5, int param_6)	0041330A	LAB_0041330a	LAB_0041330a	DEFAULT	cf_join_0041330A	join	1	8	0	0	medium	multi-predecessor target; semantic role requires review	0041330A MOV AL,byte ptr [EBX + 0x7]; 0041330D ADD EBX,0x4; 00413310 TEST AL,AL; 00413312 JL 0x00413369
0	00413170	FUN_00413170	undefined4 __stdcall FUN_00413170(int param_1, int param_2, int param_3, int param_4, undefined4 * param_5, int param_6)	00413319	LAB_00413319	LAB_00413319	DEFAULT	cf_branch_target_00413319	branch_target	1	1	0	0	review	single-predecessor unstructured target	00413319 MOV EDX,dword ptr [EBP + -0x10]; 0041331C MOV EAX,dword ptr [EBP + 0x1c]; 0041331F MOV ECX,dword ptr [0x007f4d3c]; 00413325 ADD EAX,EDX
1	00413170	FUN_00413170	undefined4 __stdcall FUN_00413170(int param_1, int param_2, int param_3, int param_4, undefined4 * param_5, int param_6)	004133AD	cf_continue_loop_004133AD	FUN_00413170::cf_continue_loop_004133AD	ANALYSIS	cf_continue_loop_004133AD	continue_loop	2	2	1	0	high	target is a natural loop header	004133AD MOV AL,byte ptr [EBX + 0x3]; 004133B0 TEST AL,AL; 004133B2 JL 0x004134ec
0	00413170	FUN_00413170	undefined4 __stdcall FUN_00413170(int param_1, int param_2, int param_3, int param_4, undefined4 * param_5, int param_6)	00413426	LAB_00413426	LAB_00413426	DEFAULT	cf_join_00413426	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	00413426 ADD EDI,dword ptr [EBP + 0xc]
0	00413170	FUN_00413170	undefined4 __stdcall FUN_00413170(int param_1, int param_2, int param_3, int param_4, undefined4 * param_5, int param_6)	00413487	LAB_00413487	LAB_00413487	DEFAULT	cf_join_00413487	join	1	9	0	0	medium	multi-predecessor target; semantic role requires review	00413487 MOV AL,byte ptr [EBX + 0x7]; 0041348A ADD EBX,0x4; 0041348D TEST AL,AL; 0041348F JL 0x004134ec
0	00413170	FUN_00413170	undefined4 __stdcall FUN_00413170(int param_1, int param_2, int param_3, int param_4, undefined4 * param_5, int param_6)	00413496	LAB_00413496	LAB_00413496	DEFAULT	cf_branch_target_00413496	branch_target	1	1	0	0	review	single-predecessor unstructured target	00413496 MOV EDX,dword ptr [EBP + -0x10]; 00413499 MOV EAX,dword ptr [EBP + 0x1c]; 0041349C MOV ECX,dword ptr [0x007f4d3c]; 004134A2 ADD EAX,EDX
1	00413170	FUN_00413170	undefined4 __stdcall FUN_00413170(int param_1, int param_2, int param_3, int param_4, undefined4 * param_5, int param_6)	004134EC	cf_break_loop_004134EC	FUN_00413170::cf_break_loop_004134EC	ANALYSIS	cf_break_loop_004134EC	break_loop	2	4	0	0	high	multiple predecessors leave the same strongly-connected loop	004134EC MOV EAX,[0x007f4d20]; 004134F1 MOV ECX,dword ptr [EBP + 0x14]; 004134F4 CMP ECX,EAX; 004134F6 JGE 0x00413620
0	00413170	FUN_00413170	undefined4 __stdcall FUN_00413170(int param_1, int param_2, int param_3, int param_4, undefined4 * param_5, int param_6)	0041350C	LAB_0041350c	LAB_0041350c	DEFAULT	cf_join_0041350C	join	1	3	2	0	medium	multi-predecessor target; semantic role requires review	0041350C MOV AL,byte ptr [EBX + 0x3]; 0041350F TEST AL,AL; 00413511 JL 0x00413630
0	00413170	FUN_00413170	undefined4 __stdcall FUN_00413170(int param_1, int param_2, int param_3, int param_4, undefined4 * param_5, int param_6)	00413585	LAB_00413585	LAB_00413585	DEFAULT	cf_join_00413585	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	00413585 ADD EDI,dword ptr [EBP + 0xc]
0	00413170	FUN_00413170	undefined4 __stdcall FUN_00413170(int param_1, int param_2, int param_3, int param_4, undefined4 * param_5, int param_6)	004135D8	LAB_004135d8	LAB_004135d8	DEFAULT	cf_join_004135D8	join	1	8	0	1	medium	multi-predecessor target; semantic role requires review	004135D8 ADD EBX,0x4; 004135DB JMP 0x0041350c
1	00413170	FUN_00413170	undefined4 __stdcall FUN_00413170(int param_1, int param_2, int param_3, int param_4, undefined4 * param_5, int param_6)	00413620	cf_common_exit_00413620	FUN_00413170::cf_common_exit_00413620	ANALYSIS	cf_common_exit_00413620	common_exit	2	8	0	0	high	all short successor paths terminate	00413620 MOV EDX,dword ptr [EBP + 0x18]; 00413623 POP EDI; 00413624 POP ESI; 00413625 XOR EAX,EAX
0	00413AF0	FUN_00413af0	undefined __stdcall FUN_00413af0(void * param_1, DArrayTy * param_2, int param_3, int param_4, int param_5)	0041463F	LAB_0041463f	LAB_0041463f	DEFAULT	cf_join_0041463F	join	1	8	0	0	medium	multi-predecessor target; semantic role requires review	0041463F PUSH ESI; 00414640 PUSH EDI; 00414641 CALL 0x00404fe3; calls=FUN_00413050
0	00414A70	FUN_00414a70	undefined __stdcall FUN_00414a70(int param_1, int param_2)	00414BC1	LAB_00414bc1	LAB_00414bc1	DEFAULT	cf_join_00414BC1	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	00414BC1 MOV ECX,dword ptr [EBP + -0x4]; 00414BC4 DEC ECX
0	00414A70	FUN_00414a70	undefined __stdcall FUN_00414a70(int param_1, int param_2)	00414C44	LAB_00414c44	LAB_00414c44	DEFAULT	cf_join_00414C44	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	00414C44 DEC dword ptr [EBP + -0x4]
0	00414A70	FUN_00414a70	undefined __stdcall FUN_00414a70(int param_1, int param_2)	00414CCC	LAB_00414ccc	LAB_00414ccc	DEFAULT	cf_join_00414CCC	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	00414CCC MOV ECX,dword ptr [EBP + -0x4]; 00414CCF DEC ECX
1	00414A70	FUN_00414a70	undefined __stdcall FUN_00414a70(int param_1, int param_2)	00414E8A	cf_break_loop_00414E8A	FUN_00414a70::cf_break_loop_00414E8A	ANALYSIS	cf_break_loop_00414E8A	break_loop	6	8	0	0	high	multiple predecessors leave the same strongly-connected loop	00414E8A MOV EAX,dword ptr [EBP + -0x18]; 00414E8D XOR ESI,ESI; 00414E8F POP EDI; 00414E90 POP EBX
0	00415160	STGroupBoatC::Way3DGrpDistribTgt	int __stdcall Way3DGrpDistribTgt(void * param_1, DArrayTy * param_2, int param_3, int param_4, int param_5)	00415467	LAB_00415467	LAB_00415467	DEFAULT	cf_join_00415467	join	1	3	0	0	medium	multi-predecessor target; semantic role requires review	00415467 MOV EAX,[0x007f4d04]; 0041546C PUSH EAX; 0041546D CALL 0x006a5e90; calls=FUN_006a5e90
0	00415160	STGroupBoatC::Way3DGrpDistribTgt	int __stdcall Way3DGrpDistribTgt(void * param_1, DArrayTy * param_2, int param_3, int param_4, int param_5)	00415472	LAB_00415472	LAB_00415472	DEFAULT	cf_join_00415472	join	1	3	0	0	medium	multi-predecessor target; semantic role requires review	00415472 TEST EBX,EBX; 00415474 JZ 0x00415498
0	00415590	STGroupBoatC::Way3DGrpGetDistrPoint	uint * __stdcall Way3DGrpGetDistrPoint(void * param_1, DArrayTy * param_2, int param_3, int param_4, undefined4 param_5, int param_6, int param_7, int param_8)	004157E1	LAB_004157e1	LAB_004157e1	DEFAULT	cf_join_004157E1	join	1	3	0	0	medium	multi-predecessor target; semantic role requires review	004157E1 MOV EDX,dword ptr [0x007f4d04]; 004157E7 PUSH EDX; 004157E8 CALL 0x006a5e90; 004157ED MOV EDI,dword ptr [EBP + -0x4]; calls=FUN_006a5e90
0	00415590	STGroupBoatC::Way3DGrpGetDistrPoint	uint * __stdcall Way3DGrpGetDistrPoint(void * param_1, DArrayTy * param_2, int param_3, int param_4, undefined4 param_5, int param_6, int param_7, int param_8)	004157F0	LAB_004157f0	LAB_004157f0	DEFAULT	cf_join_004157F0	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	004157F0 TEST EBX,EBX; 004157F2 JZ 0x00415822
0	00415ED0	STJellyGunC::sub_00415ED0	undefined4 __thiscall sub_00415ED0(STJellyGunC * this, undefined4 * param_1, int * param_2)	004160CD	LAB_004160cd	LAB_004160cd	DEFAULT	cf_join_004160CD	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	004160CD MOV AL,byte ptr [ESI + 0x4d]; 004160D0 TEST AL,AL; 004160D2 JNZ 0x004160e5
0	00416400	FUN_00416400	int __fastcall FUN_00416400(STJellyGunC * param_1)	004166C7	LAB_004166c7	LAB_004166c7	DEFAULT	cf_join_004166C7	join	1	4	0	0	medium	multi-predecessor target; semantic role requires review	004166C7 MOV byte ptr [ESI + 0xe3],0x1; 004166CE POP EDI; 004166CF MOVSX EAX,byte ptr [ESI + 0xe3]; 004166D6 POP ESI
1	00417740	FUN_00417740	undefined4 __thiscall FUN_00417740(void * this, short param_1, short param_2)	004177BE	cf_common_exit_004177BE	FUN_00417740::cf_common_exit_004177BE	ANALYSIS	cf_common_exit_004177BE	common_exit	2	3	0	0	high	all short successor paths terminate	004177BE MOV word ptr [ECX + 0x86],AX; 004177C5 MOV EAX,0x1; 004177CA POP EDI; 004177CB MOV dword ptr [ECX + 0x88],EAX
1	00417910	STBoatC::sub_00417910	uint __thiscall sub_00417910(STBoatC * this, short param_1)	00417989	cf_common_exit_00417989	STBoatC::sub_00417910::cf_common_exit_00417989	ANALYSIS	cf_common_exit_00417989	common_exit	2	3	0	0	high	all short successor paths terminate	00417989 ADD word ptr [ECX + 0x6c],DX; 0041798D MOV DX,word ptr [ECX + 0x6c]; 00417991 MOV ESI,0x168; 00417996 MOVSX EDX,DX
0	00418030	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004167A0::FUN_00418030	undefined4 __thiscall FUN_00418030(AnonReceiver_004167A0 * this, short param_1, short param_2, short param_3)	004183B8	LAB_004183b8	LAB_004183b8	DEFAULT	cf_join_004183B8	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	004183B8 CMP ECX,EBX; 004183BA JZ 0x004183f8
0	00418030	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004167A0::FUN_00418030	undefined4 __thiscall FUN_00418030(AnonReceiver_004167A0 * this, short param_1, short param_2, short param_3)	0041862B	LAB_0041862b	LAB_0041862b	DEFAULT	cf_join_0041862B	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	0041862B MOV ECX,dword ptr [EBP + 0xffffff68]; 00418631 MOV dword ptr [0x00858df8],ECX; 00418637 MOV EAX,dword ptr [EBX + 0x97]; 0041863D TEST EAX,EAX
0	00418D20	FUN_00418d20	uint __stdcall FUN_00418d20(short param_1, short param_2, short param_3, short param_4, short param_5, short param_6)	00418E38	LAB_00418e38	LAB_00418e38	DEFAULT	cf_join_00418E38	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	00418E38 INC EDI
0	00418D20	FUN_00418d20	uint __stdcall FUN_00418d20(short param_1, short param_2, short param_3, short param_4, short param_5, short param_6)	00418E39	LAB_00418e39	LAB_00418e39	DEFAULT	cf_join_00418E39	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	00418E39 IMUL EDI,ESI; 00418E3C ADD EDI,EAX; 00418E3E XOR EAX,EAX; 00418E40 ADD EDI,ECX
0	00418D20	FUN_00418d20	uint __stdcall FUN_00418d20(short param_1, short param_2, short param_3, short param_4, short param_5, short param_6)	00418EF4	LAB_00418ef4	LAB_00418ef4	DEFAULT	cf_join_00418EF4	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	00418EF4 ADD EBX,EAX; 00418EF6 ADD EBX,ECX; 00418EF8 CMP dword ptr [EDX + EBX*0x8],0x0; 00418EFC JZ 0x00418f0a
0	00418D20	FUN_00418d20	uint __stdcall FUN_00418d20(short param_1, short param_2, short param_3, short param_4, short param_5, short param_6)	00418F58	LAB_00418f58	LAB_00418f58	DEFAULT	cf_join_00418F58	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	00418F58 JZ 0x00418f66
0	00418D20	FUN_00418d20	uint __stdcall FUN_00418d20(short param_1, short param_2, short param_3, short param_4, short param_5, short param_6)	00418FBD	LAB_00418fbd	LAB_00418fbd	DEFAULT	cf_join_00418FBD	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	00418FBD DEC EDX
0	00418D20	FUN_00418d20	uint __stdcall FUN_00418d20(short param_1, short param_2, short param_3, short param_4, short param_5, short param_6)	00418FBE	LAB_00418fbe	LAB_00418fbe	DEFAULT	cf_join_00418FBE	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	00418FBE IMUL EDX,ECX; 00418FC1 ADD EDX,EAX; 00418FC3 XOR EAX,EAX; 00418FC5 ADD EDX,ESI
0	00418D20	FUN_00418d20	uint __stdcall FUN_00418d20(short param_1, short param_2, short param_3, short param_4, short param_5, short param_6)	00419240	LAB_00419240	LAB_00419240	DEFAULT	cf_join_00419240	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	00419240 MOV ESI,dword ptr [EDX + ECX*0x8]; 00419243 XOR EAX,EAX; 00419245 TEST ESI,ESI; 00419247 POP EDI
0	00418D20	FUN_00418d20	uint __stdcall FUN_00418d20(short param_1, short param_2, short param_3, short param_4, short param_5, short param_6)	00419296	LAB_00419296	LAB_00419296	DEFAULT	cf_join_00419296	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	00419296 ADD EDX,EDI; 00419298 ADD EBX,EDX; 0041929A MOV EDX,dword ptr [0x007fb248]; 004192A0 CMP dword ptr [EDX + EBX*0x8],0x0
0	00418D20	FUN_00418d20	uint __stdcall FUN_00418d20(short param_1, short param_2, short param_3, short param_4, short param_5, short param_6)	004192C9	LAB_004192c9	LAB_004192c9	DEFAULT	cf_join_004192C9	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	004192C9 MOV ESI,dword ptr [EDX + ECX*0x8]; 004192CC XOR EAX,EAX; 004192CE TEST ESI,ESI; 004192D0 POP EDI
0	00418D20	FUN_00418d20	uint __stdcall FUN_00418d20(short param_1, short param_2, short param_3, short param_4, short param_5, short param_6)	00419446	LAB_00419446	LAB_00419446	DEFAULT	cf_join_00419446	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	00419446 MOV ECX,dword ptr [ESI]; 00419448 XOR EAX,EAX; 0041944A TEST ECX,ECX; 0041944C POP EDI
1	00419DF0	STGameObjC::SetSelfCheckFlag	undefined __thiscall SetSelfCheckFlag(STGameObjC * this, int * param_1)	00419F6C	cf_common_exit_00419F6C	STGameObjC::SetSelfCheckFlag::cf_common_exit_00419F6C	ANALYSIS	cf_common_exit_00419F6C	common_exit	2	3	0	0	high	all short successor paths terminate	00419F6C PUSH 0x7a4e58; 00419F71 PUSH 0x7a4ccc; 00419F76 PUSH ESI; 00419F77 PUSH ESI; calls=ReportDebugMessage
0	0041AF40	STGameObjC::GetMessage	int __thiscall GetMessage(STGameObjC * this, STMessage * message)	0041B128	LAB_0041b128	LAB_0041b128	DEFAULT	cf_join_0041B128	join	1	5	0	0	medium	multi-predecessor target; semantic role requires review	0041B128 MOV ECX,dword ptr [0x00801688]; 0041B12E TEST ECX,ECX; 0041B130 JZ 0x0041b181
0	0041AF40	STGameObjC::GetMessage	int __thiscall GetMessage(STGameObjC * this, STMessage * message)	0041B237	LAB_0041b237	LAB_0041b237	DEFAULT	cf_join_0041B237	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	0041B237 MOV EAX,0x1
0	0041AF40	STGameObjC::GetMessage	int __thiscall GetMessage(STGameObjC * this, STMessage * message)	0041B26C	LAB_0041b26c	LAB_0041b26c	DEFAULT	cf_join_0041B26C	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	0041B26C MOV EAX,0x1
0	0041AF40	STGameObjC::GetMessage	int __thiscall GetMessage(STGameObjC * this, STMessage * message)	0041B2A1	LAB_0041b2a1	LAB_0041b2a1	DEFAULT	cf_join_0041B2A1	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	0041B2A1 MOV EAX,0x1
0	0041AF40	STGameObjC::GetMessage	int __thiscall GetMessage(STGameObjC * this, STMessage * message)	0041B2D2	LAB_0041b2d2	LAB_0041b2d2	DEFAULT	cf_join_0041B2D2	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	0041B2D2 MOV EAX,0x1
0	0041AF40	STGameObjC::GetMessage	int __thiscall GetMessage(STGameObjC * this, STMessage * message)	0041B308	LAB_0041b308	LAB_0041b308	DEFAULT	cf_join_0041B308	join	1	6	0	0	medium	multi-predecessor target; semantic role requires review	0041B308 CMP EAX,0x1; 0041B30B JNZ 0x0041b3d8
1	0041AF40	STGameObjC::GetMessage	int __thiscall GetMessage(STGameObjC * this, STMessage * message)	0041B6C6	cf_common_exit_0041B6C6	STGameObjC::GetMessage::cf_common_exit_0041B6C6	ANALYSIS	cf_common_exit_0041B6C6	common_exit	2	3	0	0	high	all short successor paths terminate	0041B6C6 PUSH 0x7a4ee8; 0041B6CB PUSH 0x7a4ccc; 0041B6D0 PUSH 0x0; 0041B6D2 PUSH 0x0; calls=ReportDebugMessage
0	0041AF40	STGameObjC::GetMessage	int __thiscall GetMessage(STGameObjC * this, STMessage * message)	0041B8F6	LAB_0041b8f6	LAB_0041b8f6	DEFAULT	cf_join_0041B8F6	join	1	2	0	0	medium	multi-predecessor target; semantic role requires review	0041B8F6 MOV EDX,0x1
