apply	owner	parent_offset	type_path	length	field_count	access_count	confidence	reason
0	BehPanelTy	462	/SubmarineTitans/Recovered/InlineRecordArrays/BehPanelTy_Record_01CE_0027	39	0	4	review	review-only repeated record geometry: counts=[6], factory_counts=[], stride=0x27, loops=1, exact_loops=1; ambiguous_or_missing_exact_extent
1	CampaignTy	187	/SubmarineTitans/Recovered/InlineRecordArrays/CampaignTy_Record_00BB_01FB	507	9	16	layout	fixed inline record array from exact cursor loops: counts=[13], factory_counts=[13], stride=0x1FB, loops=6, exact_loops=2, boundaries=[188, 231, 255, 291, 372, 376], access_offsets=16, typed_nested_objects=3
1	ChooseMapTy	188	/SubmarineTitans/Recovered/InlineRecordArrays/ChooseMapTy_Record_00BC_01FB	507	12	0	layout	fixed inline record array from exact cursor loops: counts=[13], factory_counts=[13], stride=0x1FB, loops=2, exact_loops=2, boundaries=[188, 372], access_offsets=0, typed_nested_objects=3
0	CursorClassTy	255	/SubmarineTitans/Recovered/InlineRecordArrays/CursorClassTy_Record_00FF_001C	28	0	6	review	review-only repeated record geometry: counts=[], factory_counts=[], stride=0x1C, loops=1, exact_loops=0; ambiguous_or_missing_exact_extent
1	FSGSTy	188	/SubmarineTitans/Recovered/InlineRecordArrays/FSGSTy_Record_00BC_01FB	507	15	0	layout	fixed inline record array from exact cursor loops: counts=[13], factory_counts=[13], stride=0x1FB, loops=2, exact_loops=2, boundaries=[188, 372], access_offsets=0, typed_nested_objects=3
0	InfocPanelTy	708	/SubmarineTitans/Recovered/InlineRecordArrays/InfocPanelTy_Record_02C4_0014	20	0	3	review	review-only repeated record geometry: counts=[12], factory_counts=[], stride=0x14, loops=1, exact_loops=1; ambiguous_or_missing_exact_extent
0	MMObjTy	226	/SubmarineTitans/Recovered/InlineRecordArrays/MMObjTy_Record_00E2_01FB	507	0	1	review	review-only repeated record geometry: counts=[13], factory_counts=[], stride=0x1FB, loops=1, exact_loops=1; ambiguous_or_missing_exact_extent
1	MMsgTy	188	/SubmarineTitans/Recovered/InlineRecordArrays/MMsgTy_Record_00BC_01FB	507	8	18	layout	fixed inline record array from exact cursor loops: counts=[13], factory_counts=[13], stride=0x1FB, loops=6, exact_loops=2, boundaries=[188, 231, 255, 372], access_offsets=18, typed_nested_objects=3
0	MReportTy	851	/SubmarineTitans/Recovered/InlineRecordArrays/MReportTy_Record_0353_001C	28	0	5	review	review-only repeated record geometry: counts=[9], factory_counts=[], stride=0x1C, loops=1, exact_loops=1; ambiguous_or_missing_exact_extent
1	MainMenuTy	187	/SubmarineTitans/Recovered/InlineRecordArrays/MainMenuTy_Record_00BB_01FB	507	16	17	layout	fixed inline record array from exact cursor loops: counts=[13], factory_counts=[13], stride=0x1FB, loops=6, exact_loops=3, boundaries=[188, 231, 255, 372, 376, 380], access_offsets=17, typed_nested_objects=3
0	PlayPanelTy	385	/SubmarineTitans/Recovered/InlineRecordArrays/PlayPanelTy_Record_0181_0020	32	0	1	review	review-only repeated record geometry: counts=[2], factory_counts=[], stride=0x20, loops=1, exact_loops=1; ambiguous_or_missing_exact_extent
1	PrividerTy	188	/SubmarineTitans/Recovered/InlineRecordArrays/PrividerTy_Record_00BC_01FB	507	15	0	layout	fixed inline record array from exact cursor loops: counts=[13], factory_counts=[13], stride=0x1FB, loops=2, exact_loops=2, boundaries=[188, 372], access_offsets=0, typed_nested_objects=3
0	ProdPanelTy	437	/SubmarineTitans/Recovered/InlineRecordArrays/ProdPanelTy_Record_01B5_0027	39	0	0	review	review-only repeated record geometry: counts=[5], factory_counts=[], stride=0x27, loops=1, exact_loops=1; ambiguous_or_missing_exact_extent
1	SIDTy	188	/SubmarineTitans/Recovered/InlineRecordArrays/SIDTy_Record_00BC_01FB	507	8	0	layout	fixed inline record array from exact cursor loops: counts=[13], factory_counts=[13], stride=0x1FB, loops=2, exact_loops=2, boundaries=[188, 372], access_offsets=0, typed_nested_objects=3
0	STAppC	4519	/SubmarineTitans/Recovered/InlineRecordArrays/STAppC_Record_11A7_0051	81	0	3	review	fixed inline record array from exact cursor loops: counts=[8], factory_counts=[], stride=0x51, loops=2, exact_loops=2, boundaries=[4519, 4553], access_offsets=3, typed_nested_objects=0; insufficient_record_semantics
1	SettMapMTy	188	/SubmarineTitans/Recovered/InlineRecordArrays/SettMapMTy_Record_00BC_01FB	507	4	0	layout	fixed inline record array from exact cursor loops: counts=[13], factory_counts=[13], stride=0x1FB, loops=2, exact_loops=2, boundaries=[188, 372], access_offsets=0, typed_nested_objects=3
1	SettMapTy	188	/SubmarineTitans/Recovered/InlineRecordArrays/SettMapTy_Record_00BC_01FB	507	5	0	layout	fixed inline record array from exact cursor loops: counts=[13], factory_counts=[13], stride=0x1FB, loops=2, exact_loops=2, boundaries=[188, 372], access_offsets=0, typed_nested_objects=3
0	SndUnderAttMenegC	32	/SubmarineTitans/Recovered/InlineRecordArrays/SndUnderAttMenegC_Record_0020_001D	29	0	7	review	review-only repeated record geometry: counts=[], factory_counts=[], stride=0x1D, loops=2, exact_loops=0; ambiguous_or_missing_exact_extent
0	TLOBaseTy	1232	/SubmarineTitans/Recovered/InlineRecordArrays/TLOBaseTy_Record_04D0_0014	20	0	3	review	review-only repeated record geometry: counts=[], factory_counts=[], stride=0x14, loops=2, exact_loops=0; ambiguous_or_missing_exact_extent
0	TLOBaseTy	1232	/SubmarineTitans/Recovered/InlineRecordArrays/TLOBaseTy_Record_04D0_0028	40	0	5	review	review-only repeated record geometry: counts=[], factory_counts=[], stride=0x28, loops=1, exact_loops=0; ambiguous_or_missing_exact_extent
0	UpgPanelTy	427	/SubmarineTitans/Recovered/InlineRecordArrays/UpgPanelTy_Record_01AB_0030	48	0	6	review	fixed inline record array from exact cursor loops: counts=[3], factory_counts=[], stride=0x30, loops=3, exact_loops=3, boundaries=[427, 571, 859], access_offsets=6, typed_nested_objects=0; insufficient_nonoverlapping_fields
1	WaitTy	188	/SubmarineTitans/Recovered/InlineRecordArrays/WaitTy_Record_00BC_01FB	507	15	0	layout	fixed inline record array from exact cursor loops: counts=[13], factory_counts=[13], stride=0x1FB, loops=2, exact_loops=2, boundaries=[188, 372], access_offsets=0, typed_nested_objects=3
