apply	function_address	expected_function	expected_signature	expected_signature_source	allocation_call	allocator_address	allocator_name	copy_first_site	copy_last_site	copy_span	source_parameter_ordinal	expected_source_name	expected_source_type	expected_source_source	expected_return_type	expected_return_source	proposed_type_path	create_type	field_layout	layout_sha256	field_count	source_apply	return_apply	unique_return_root	confidence	reason
1	00648530	FUN_00648530	AllocationRecord_00648530 * __cdecl FUN_00648530(AllocationRecord_00648530 * param_1)	ANALYSIS	00648569	006AAC10	Library::DKW::LIB::MemAllocClear	0064857D	0064857F	133	0	param_1	pointer:/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_00648530	DEFAULT	pointer:/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_00648530	ANALYSIS	/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_00648530	0	1,4,/undefined4,field_0001|5,1,/undefined1,field_0005|70,4,/undefined4,field_0046|78,4,/undefined4,field_004E	7d9d415a97fc18ae148070a71176beb58ac859af3884d72de68df7bc2f48b089	4	0	0	1	high	one returned allocation root; exact REP MOVS source=p0+0 destination=allocation+0 span=133; non_overlapping_fields=4; source_layout=complete existing /SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_00648530
1	00648620	BossDataPack	AllocationRecord_00648620 * __cdecl BossDataPack(AllocationRecord_00648620 * param_1, undefined4 * param_2, int param_3, uint * param_4)	ANALYSIS	00648664	006AAC10	Library::DKW::LIB::MemAllocClear	00648676	0064867B	133	0	param_1	pointer:/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_00648620	DEFAULT	pointer:/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_00648620	ANALYSIS	/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_00648620	0	1,4,/uint,field_0001|5,1,/undefined1,field_0005|70,4,/undefined4,field_0046|74,4,/int,field_004A	229085fcbc25c2adc0025b9afaae22214e758874881c7b82065231cfccb3d46e	4	0	0	1	high	one returned allocation root; exact REP MOVS source=p0+0 destination=allocation+0 span=133; non_overlapping_fields=4; source_layout=complete existing /SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_00648620
1	0065CB00	FUN_0065cb00	AllocationRecord_0065CB00 * __cdecl FUN_0065cb00(AllocationRecord_0065CB00 * param_1)	ANALYSIS	0065CB3E	006AAC10	Library::DKW::LIB::MemAllocClear	0065CB52	0065CB56	1183	0	param_1	pointer:/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_0065CB00	DEFAULT	pointer:/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_0065CB00	ANALYSIS	/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_0065CB00	0	1,4,/undefined4,field_0001|5,1,/undefined1,field_0005|1110,4,/undefined4,field_0456|1114,4,/undefined4,field_045A|1122,4,/undefined4,field_0462|1126,4,/undefined4,field_0466|1134,4,/undefined4,field_046E|1142,4,/undefined4,field_0476|1146,4,/undefined4,field_047A	04423a7c9912eae877bac6ae22a4343f0594a7554cd39675670c34d7590c1f1d	9	0	0	1	high	one returned allocation root; exact REP MOVS source=p0+0 destination=allocation+0 span=1183; non_overlapping_fields=9; source_layout=complete existing /SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_0065CB00
1	0065CD10	EventDataPack	AllocationRecord_0065CD10 * __cdecl EventDataPack(AllocationRecord_0065CD10 * param_1, uint * param_2)	ANALYSIS	0065CDF1	006AAC10	Library::DKW::LIB::MemAllocClear	0065CE00	0065CE04	1183	0	param_1	pointer:/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_0065CD10	DEFAULT	pointer:/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_0065CD10	ANALYSIS	/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_0065CD10	0	1,4,/uint,field_0001|5,1,/undefined1,field_0005|1110,4,pointer:/uint,field_0456|1114,4,/undefined4,field_045A|1118,4,/int,field_045E|1122,4,/int,field_0462|1126,4,/undefined4,field_0466|1130,4,/int,field_046A|1134,4,/int,field_046E|1142,4,pointer:/undefined4,field_0476|1146,4,/undefined4,field_047A	153350b447240b7a4a6bec74a5b036d3dac04f257d6ce38057a4240800631b3c	11	0	0	1	high	one returned allocation root; exact REP MOVS source=p0+0 destination=allocation+0 span=1183; non_overlapping_fields=11; source_layout=complete existing /SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_0065CD10
1	00668330	FUN_00668330	AllocationRecord_00668330 * __cdecl FUN_00668330(AllocationRecord_00668330 * param_1)	ANALYSIS	0066836E	006AAC10	Library::DKW::LIB::MemAllocClear	00668382	00668382	608	0	param_1	pointer:/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_00668330	DEFAULT	pointer:/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_00668330	ANALYSIS	/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_00668330	0	20,4,/undefined4,field_0014|24,1,/undefined1,field_0018|491,4,/undefined4,field_01EB|515,4,/undefined4,field_0203|527,4,/undefined4,field_020F	db770978d13ddadebc36550292f0138f0a779aa192ee4ddec0718e15419e3503	5	0	0	1	high	one returned allocation root; exact REP MOVS source=p0+0 destination=allocation+0 span=608; non_overlapping_fields=5; source_layout=complete existing /SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_00668330
1	006684E0	FltDataPack	AllocationRecord_006684E0 * __cdecl FltDataPack(AllocationRecord_006684E0 * param_1, uint * param_2)	ANALYSIS	00668556	006AAC10	Library::DKW::LIB::MemAllocClear	00668565	00668565	608	0	param_1	pointer:/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_006684E0	DEFAULT	pointer:/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_006684E0	ANALYSIS	/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_006684E0	0	20,4,/uint,field_0014|24,1,/undefined1,field_0018|56,1,/undefined1,field_0038|72,2,/undefined2,field_0048|82,2,/undefined2,field_0052|91,2,/undefined2,field_005B|93,1,/undefined1,field_005D|223,1,/undefined1,field_00DF|225,2,/undefined2,field_00E1|227,2,/undefined2,field_00E3|229,2,/undefined2,field_00E5|231,4,/int,field_00E7|235,2,/undefined2,field_00EB|237,2,/undefined2,field_00ED|239,2,/undefined2,field_00EF|241,4,/undefined4,field_00F1|245,1,/undefined1,field_00F5|246,4,/undefined4,field_00F6|250,4,/int,field_00FA|258,1,/undefined1,field_0102|259,4,/int,field_0103|265,4,/undefined4,field_0109|281,1,/undefined1,field_0119|282,4,/undefined4,field_011A|286,2,/undefined2,field_011E|290,4,/int,field_0122|294,4,/undefined4,field_0126|298,4,/int,field_012A|306,1,/undefined1,field_0132|307,4,/undefined4,field_0133|311,2,/undefined2,field_0137|313,2,/undefined2,field_0139|315,4,/int,field_013B|319,4,/undefined4,field_013F|323,1,/undefined1,field_0143|330,2,/undefined2,field_014A|342,1,/undefined1,field_0156|343,2,/undefined2,field_0157|345,2,/undefined2,field_0159|347,4,/undefined4,field_015B|351,4,/undefined4,field_015F|359,1,/undefined1,field_0167|366,2,/undefined2,field_016E|491,4,pointer:/uint,field_01EB|515,4,pointer:/uint,field_0203|527,4,pointer:/uint,field_020F|575,4,/undefined4,field_023F	32eb22dd917c4aabbe084c1a7c7f1e8eb7e921c4fa0ab74f854ef82e14d78e13	47	0	0	1	high	one returned allocation root; exact REP MOVS source=p0+0 destination=allocation+0 span=608; non_overlapping_fields=47; source_layout=complete existing /SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_006684E0
1	0067D1D0	FUN_0067d1d0	AllocationRecord_0067D1D0 * __cdecl FUN_0067d1d0(AllocationRecord_0067D1D0 * param_1)	ANALYSIS	0067D20E	006AAC10	Library::DKW::LIB::MemAllocClear	0067D222	0067D226	299	0	param_1	pointer:/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_0067D1D0	DEFAULT	pointer:/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_0067D1D0	ANALYSIS	/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_0067D1D0	0	20,4,/undefined4,field_0014|24,1,/undefined1,field_0018|194,4,/undefined4,field_00C2|254,4,/undefined4,field_00FE|262,4,/undefined4,field_0106	e7b3e0c2a2b09b172f154ab0933fb08b047bccd8232b9d1e615acd4d23e2dd3e	5	0	0	1	high	one returned allocation root; exact REP MOVS source=p0+0 destination=allocation+0 span=299; non_overlapping_fields=5; source_layout=complete existing /SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_0067D1D0
1	0067D3B0	PlrDataPack	AllocationRecord_0067D3B0 * __cdecl PlrDataPack(AllocationRecord_0067D3B0 * param_1, undefined4 * param_2, int param_3, uint * param_4)	ANALYSIS	0067D4F5	006AAC10	Library::DKW::LIB::MemAllocClear	0067D506	0067D50A	299	0	param_1	pointer:/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_0067D3B0	DEFAULT	pointer:/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_0067D3B0	ANALYSIS	/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_0067D3B0	0	20,4,/uint,field_0014|24,1,/undefined1,field_0018|194,4,pointer:/SubmarineTitans/Recovered/DArrayTy,field_00C2|254,4,/undefined4,field_00FE|258,4,/int,field_0102	508a7e2b1b7da5aa5e02a08fa3bbc439863fff9414317fb89a1098f48d69ec26	5	0	0	1	high	one returned allocation root; exact REP MOVS source=p0+0 destination=allocation+0 span=299; non_overlapping_fields=5; source_layout=complete existing /SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_0067D3B0
1	00690FC0	FUN_00690fc0	AllocationRecord_00690FC0 * __cdecl FUN_00690fc0(AllocationRecord_00690FC0 * param_1)	ANALYSIS	00690FFE	006AAC10	Library::DKW::LIB::MemAllocClear	00691012	00691012	268	0	param_1	pointer:/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_00690FC0	DEFAULT	pointer:/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_00690FC0	ANALYSIS	/SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_00690FC0	0	20,4,/undefined4,field_0014|24,1,/undefined1,field_0018|133,4,/undefined4,field_0085|261,2,/undefined2,field_0105	522c1d70d715bad86865ffd62e2a608fbbd28c8c74c52a46a0d004a82973ead2	4	0	0	1	high	one returned allocation root; exact REP MOVS source=p0+0 destination=allocation+0 span=268; non_overlapping_fields=4; source_layout=complete existing /SubmarineTitans/Recovered/AllocationRecords/AllocationRecord_00690FC0
