apply	action	type_path	replacement_path	expected_replacement	expected_length	expected_parents	expected_function_uses	expected_listing_uses	expected_description	reason
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_00606A50_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=2ec97498f3169444bf52a307bce0e7203752d6eb6b554235ea64a6c857d53eb6	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_00606CD0_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=6cb4bfc00412b0b436ccf65c68a6f3f99f1db460b6e36314067bf2820d5f6129	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_00606FD0_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=7d4a28a281ff366f69d1133f442e47afbef0bea2771cc5c2c2adebf460feda04	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_00607EE0_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=f1904686f9de447ad2061e11fa0ee05701ef9028b2faece6e34434b9e59e1720	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_006141B0_param_2Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=2bfaef69df877e469d59d6771e443a38ab1bdd498ff2d43625db9782c57e47ae	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_00615BB0_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=8aba9b88950e68fe156c9f55748efcfee834692ce70d403d2799f55b74e1aae0	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_0061BDB0_param_1Enum			4	1	5	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=6577d1748be64b4510c72c237413d5cd42b04e26eb5b98673250b9b285deb4fd	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_0061BDB0_param_1Enum *32			4	0	3	0	32-bit pointer to Global_sub_0061BDB0_param_1Enum	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_00624570_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=6577d1748be64b4510c72c237413d5cd42b04e26eb5b98673250b9b285deb4fd	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_006263B0_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=981c669ba7c44afabe7c48439ac98c8f11fea4d16a16269aac6568d22c75f2e0	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_00626F10_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=6b13cbced687bb91c9d9ce038859aef1ee5bcf64478f21ad437b29f9179047e0	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_00632030_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=64ed234f9d5de0c798a8732cb9dca6dcfb9ea4ce42c1995bb9c0397ccc762317	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_006324C0_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=2542d33d0112586479376ed0508bcea7b662bf3b468b7fa1c2644d8a1d45e21b	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_00632650_param_4Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=2542d33d0112586479376ed0508bcea7b662bf3b468b7fa1c2644d8a1d45e21b	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_00645D30_param_2Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=f653511135c0e65f0e5ea7dafc943475888d669966388a15b534a4bb60e2f581	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_0065E450_param_3Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=eab9088c919d20516d9ba18e4179796e45297c1f01f888f6af62adfcbe0508e9	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_006686F0_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=874298b5a495994f3287aa8be175d563ebeda0b74bccda29642e2bbd94fca8c1	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_00668AA0_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=86bda4929bd95069e5cd9d0e8893ee05175f3c8d31812669d5cc4681a7049e41	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_00668AA0_param_2Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=e3e96783448b32ceffe95744586bb6df964ebb75f7414258065d0d1766491a68	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_006753A0_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=ea1a10e8e6388ffcb1a77886ec3013c692eb153e575a5bb205e330b3750aceb9	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_00675430_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=acdcd3b69716fec671199876a38a30c3dc058d872de25703142d826d5a0d6399	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_00677700_param_2Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=fb9332b6e52f8a6dc94c503c380137f75e846f3a6fddbe2bb4160c5d4a79ac0c	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_006777D0_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=dfe3a01ada75f6b0d5614e6b6a39ae302b48ab267e987abe57b2fc18fc2f6fa4	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_0068CDA0_param_2Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=3d67d6d4e356e2b550bac684bdf21ff7ab32870ceb0e85faeec2259c5965082e	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_00692C10_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=4f4388f8fcf55a7ca0019a0e0049519fae1ba9b267905a684ca40770c170c679	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_00693560_param_1Enum			4	0	1	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=dc385cf38cc2d021074fed8ad192fa39c024cac9c8c472e6b28929b3f8c80b49	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_00693710_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=6577d1748be64b4510c72c237413d5cd42b04e26eb5b98673250b9b285deb4fd	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_006AD020_param_3Enum			4	0	1	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=dea91c99a3e85b01328cfc569cf244ce2477401f2fe8a8dd81e02a2a3a3b5027	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_006C8EC0_param_3Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=6577d1748be64b4510c72c237413d5cd42b04e26eb5b98673250b9b285deb4fd	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_00709A10_param_2Enum			1	0	1	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=62c310bb57fb0d42861cba26f8f13feca45cd7742fd3ae6a99ac340e7c8f60da	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/Global_sub_00719410_param_2Enum			1	0	1	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=4c7d19a60809ae9f880d8b256c69baffcfb2a8f5f53d4413b8ad78f72a660ccb	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/HelpPanelTy_field_0172State			2	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=8fadf4b13553e5c554c03316c71fb55fb1fa01d78bc9d356b0f3dd307593b032	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/HelpPanelTy_field_01A1State			1	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=0dab9794dd28441b20df98833344a29b93dc494b1778c0b73fba1d8a4897686a	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/HelpPanelTy_sub_00514BC0_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=8f1f15ccb2de2eaed317b0f502d014e555996847e108edf829e040361f0e6425	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/HoloTy_Init_param_1Enum			1	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=6f4bdbbf80583bbe30f70c71f83d7e935fa01480029265b57014e9249c523f13	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/HoloTy_field_0001State			1	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=6f4bdbbf80583bbe30f70c71f83d7e935fa01480029265b57014e9249c523f13	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/IntercomPanelTy_field_0172State			2	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=8fadf4b13553e5c554c03316c71fb55fb1fa01d78bc9d356b0f3dd307593b032	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/MTaskTy_field_006DState			1	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=3808cd0165e0a40e10e4fad3fe9689e96eede1825cf37d9a9ef449770d91f220	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/MTestTy_field_00B3State			1	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=e5b6355e2229b9528a14df5f52e39d2c0b4f3b5f152f8be2b9a15c15fdf52b08	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/MoneyTy_field_0068State			1	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=1ec95f102802884737222cd44d3ce7aa60a71a80cdba20daf0bea124bd0e711a	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/OptPanelTy_field_0172State			2	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=8fadf4b13553e5c554c03316c71fb55fb1fa01d78bc9d356b0f3dd307593b032	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/OptPanelTy_field_01A4State			1	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=d3a2b9c765e5ec4da4848050cad4f1ceafec9e636efc2ad22e34380bf182dc63	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/OptPanelTy_field_01ABState			1	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=1f6c267cf29bdc979617e9a9ff536638e1ae07a67864d9c8e730dbdb0007d4aa	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/OpticClassC_sub_004AB070_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=2bfaef69df877e469d59d6771e443a38ab1bdd498ff2d43625db9782c57e47ae	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/PausePanelTy_field_0172State			2	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=8fadf4b13553e5c554c03316c71fb55fb1fa01d78bc9d356b0f3dd307593b032	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/PlayPanelTy_field_0172State			2	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=8fadf4b13553e5c554c03316c71fb55fb1fa01d78bc9d356b0f3dd307593b032	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/PrividerTy_field_0065State			1	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=b7d7b558fa2e26c0fd268a95642babc83fe8a89d0370c364d0ddd54b0bb55abb	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/ProdPanelTy_field_0172State			2	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=8fadf4b13553e5c554c03316c71fb55fb1fa01d78bc9d356b0f3dd307593b032	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/ST3DSMAPContext_field_00A8State			4	1	1	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=6577d1748be64b4510c72c237413d5cd42b04e26eb5b98673250b9b285deb4fd	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STAllPlayersC_DestroyObjectMsg_param_3Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=dea91c99a3e85b01328cfc569cf244ce2477401f2fe8a8dd81e02a2a3a3b5027	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STAllPlayersC_GetBoatWeaponInfo_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=16b6fa306b35cb81826a473a9f33e966897848cdc585674144775d19d4edd53d	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STAllPlayersC_GetObjPtr_param_3Enum			4	1	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=dea91c99a3e85b01328cfc569cf244ce2477401f2fe8a8dd81e02a2a3a3b5027	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STAllPlayersC_GetTOBJImage_param_2Enum			4	1	16	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=1b26667de7255099cebcd9dae08e54a2ba28495cbaba3661a27b1291eb5af804	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STAllPlayersC_GetTOBJImage_param_2Enum *32			4	0	14	0	32-bit pointer to STAllPlayersC_GetTOBJImage_param_2Enum	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STAllPlayersC_GetTOBJListFromDArr_param_3Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=0bfd85fd709c2251411c134547205eb57ec958052408190fdfb2287e43baacd8	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STAllPlayersC_GetTOBJList_param_2Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=0bfd85fd709c2251411c134547205eb57ec958052408190fdfb2287e43baacd8	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STAllPlayersC_SelectObjects_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=65851d8a81c9871051e83e0c873a56c7b8fb939090400a14c13870061461a825	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STAppC_MainWindowProc_param_2Enum			4	0	3	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=f8f22c2d244d5c44c2c1f81083d28fc6daae6099fb9cd9259d8a5b2685dc48b9	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STAppC_field_1180State			1	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=85e3a79cd50df37112824da0cc5057e3482990c32097846560a73b44c3fc96cf	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBHEShellC_field_0104State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=e5f84c4770a82f5145c65d36c45a764fdd1641dd878f3ea2e5926c7256bf6af0	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_CheckPBoxCmd_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=7dc4a4fe4d28829ec709fa5f9bb6d7d35b19c989fc67724433f0d6391e1c2b59	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_CmdToObj_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=3ab5699991676caff7f757fa91eb6a6e46b1d5fa2e815ba7cc464d625c1237aa	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_GetCellForLoading_param_6Enum			2	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=5fd2363a9f6bb695543b36a3a4ccae8f45ee19842dea45ba8427a52d576436f0	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_GetDefenceTarget_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=ed30f6714ceadb718e9466136ecd6e7282eca5a0533c2077ad259841fabe4826	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_GetVisualInfo_param_2Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=16b6fa306b35cb81826a473a9f33e966897848cdc585674144775d19d4edd53d	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_0459State			4	2	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=80169b331dcad13a101670cb6860f4c06b36f986890cc20be5278403f85d7a67	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_045DState			4	2	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=0b0b20b0e93360c35e8c1e70acb9430872cd7d5a9699e31884e71de6ac216b90	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_04D9State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=05f653d2b6f5817100d1f85f5e8d9a150cd4aa673b5e760237e654a8a37756c5	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_0508State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=65851d8a81c9871051e83e0c873a56c7b8fb939090400a14c13870061461a825	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_050CState			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=be21226a73a2c9551614a9d7166a2445b1f102246e22b52f76460d29293251b8	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_0528State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=f92354a6eb68ca0be7a0b8a6db26093f0ce1d883d84537f5aac336834a9f08ba	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_054CState			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=65851d8a81c9871051e83e0c873a56c7b8fb939090400a14c13870061461a825	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_0550State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=05f653d2b6f5817100d1f85f5e8d9a150cd4aa673b5e760237e654a8a37756c5	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_0580State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=bacb8c1d65feba4a55962bcbf9a82fc6b48cd4b043d1466594af5c36fc46e3aa	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_0596State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=6577d1748be64b4510c72c237413d5cd42b04e26eb5b98673250b9b285deb4fd	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_059AState			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=8bef64aa5ae068ce297ffb0808bae314c3b959044278c3e6a60396b5ceed2da1	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_05C4State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=65851d8a81c9871051e83e0c873a56c7b8fb939090400a14c13870061461a825	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_05D6State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=17fa06a0169e53be7c61e106b4599294410d105ee7f608cf58a35796409db03e	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_0611State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=e5f84c4770a82f5145c65d36c45a764fdd1641dd878f3ea2e5926c7256bf6af0	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_0615State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=8db56d71244d0f9a43c1d2f4282211410a5c95e5cb19351709242ccb7b1860ca	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_0687State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=2542d33d0112586479376ed0508bcea7b662bf3b468b7fa1c2644d8a1d45e21b	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_06A5State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=05f653d2b6f5817100d1f85f5e8d9a150cd4aa673b5e760237e654a8a37756c5	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_06C3State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=05f653d2b6f5817100d1f85f5e8d9a150cd4aa673b5e760237e654a8a37756c5	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_06E3State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=6577d1748be64b4510c72c237413d5cd42b04e26eb5b98673250b9b285deb4fd	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_06F3State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=65851d8a81c9871051e83e0c873a56c7b8fb939090400a14c13870061461a825	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_06F7State			4	1	6	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=16b6fa306b35cb81826a473a9f33e966897848cdc585674144775d19d4edd53d	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STBoatC_field_082EState			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=70eab6bc81bbc9846141b74ee1846168e2fc6ddbac616319a3a02d3780c5a156	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STColl3C_field_02DDState			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=dc747804f4990e2f5cba518add1628527cf9fbf9493438c18fb852568fcfa955	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STCrabC_field_0239State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=0a91e331e4bffb272e273e84460e9db34353d1a9e9d8091e6ad8c68e72507b60	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STCrabC_field_0279State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=5886e370ccdd749ca36503606c2d1c09d9c3753442321db0f107773a1b3bebd6	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STDcResourcC_field_0255State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=d1f6922b3692774a9cab6f00d1bf9bac9db099941631a5ae2efa27249a641f4f	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STDestC_field_036EState			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=1e62f13165c85ca63789b84c92d58481261683e0baacf4971c132d4b3c952131	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STFishC_field_023BState			4	1	4	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=c1c51f529fb2ea8269ff53532da57c0831e093fc42fdbd5309cd0338e6bfd389	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STFishC_field_0267State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=d994bbc0242e77a4228a57df0d67538b7c9a833920265fb66050eb14b672c395	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STGameObjC_sub_004845E0_param_1Enum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=2b334a41b32ec98c91d795c85fdb0c9408212e43c7a7ed87cb0075e22c632ec0	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STGroupBoatC_field_0020State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=2ead1bd5f72b96926ce992d30d11b7a9c0b56fe4a9cefc001985edca18f56573	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STGroupBoatC_field_01E6State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=f31feb7ffec46e1d63ef1c5e5efbc4cfcad6f658bd333fc1dbc927e262c7b2a5	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STGroupBoatC_sub_00498D20_orderTypeEnum			4	0	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=a4e25e8e98ff04f295287a4dc7c2d1781b5f547e9b62523671dad50419de883a	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STJellyGunC_field_0235State			4	1	2	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=2542d33d0112586479376ed0508bcea7b662bf3b468b7fa1c2644d8a1d45e21b	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STJumpMineC_field_0093State			4	1	5	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=05f653d2b6f5817100d1f85f5e8d9a150cd4aa673b5e760237e654a8a37756c5	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STMineSetC_field_0245State			4	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=057176015ec8c4e8ea16c8b4fcafc47579ad486da14bfee4ee1daa714b6b8733	still referenced
0	retain	/SubmarineTitans/Recovered/Enums/STMineSetC_field_02ADState			1	1	0	0	[STSwitchEnumApplier] Generated from numeric switch cases and exact typed uses; generated_values_sha256=fd607265ce7788a28d644bf91f8165403a975eed5e77dd77541ee00db514ef9f	still referenced
