address	status	proposed_name	detail
004EA620	applied	TLOBaseTy::sub_004EA620	owner=applied(TLOBaseTy::sub_004EA620); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
004EAA20	partial	TLOBaseTy::sub_004EAA20	owner=applied(TLOBaseTy::sub_004EAA20); this_type=conflict(no auto this parameter)
004EB010	applied	STAllPlayersC::sub_004EB010	owner=applied(STAllPlayersC::sub_004EB010); this_type=unchanged
004EF140	applied	BldBoatPanelTy::sub_004EF140	owner=applied(BldBoatPanelTy::sub_004EF140); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
004EFE20	applied	BldLabPanelTy::sub_004EFE20	owner=applied(BldLabPanelTy::sub_004EFE20); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
004F0C80	applied	BldObjPanelTy::sub_004F0C80	owner=applied(BldObjPanelTy::sub_004F0C80); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
004F1610	applied	CPanelTy::sub_004F1610	owner=applied(CPanelTy::sub_004F1610); this_type=unchanged
004F17D0	applied	CPanelTy::sub_004F17D0	owner=applied(CPanelTy::sub_004F17D0); this_type=unchanged
004F1890	disabled	CPanelTy::sub_004F1890	all apply flags are 0
004F1950	applied	CPanelTy::sub_004F1950	owner=applied(CPanelTy::sub_004F1950); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
004F19D0	disabled	CPanelTy::sub_004F19D0	all apply flags are 0
004F1C80	disabled	CPanelTy::sub_004F1C80	all apply flags are 0
004F1D20	disabled	CPanelTy::sub_004F1D20	all apply flags are 0
004F4570	applied	CPanelTy::sub_004F4570	owner=applied(CPanelTy::sub_004F4570); this_type=unchanged
004F8020	applied	CPanelTy::sub_004F8020	owner=applied(CPanelTy::sub_004F8020); this_type=unchanged
00501A10	applied	CPanelTy::sub_00501A10	owner=applied(CPanelTy::sub_00501A10); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
00501D00	disabled	CPanelTy::sub_00501D00	all apply flags are 0
00502330	disabled	CPanelTy::sub_00502330	all apply flags are 0
00505070	disabled	CPanelTy::sub_00505070	all apply flags are 0
005050B0	applied	CPanelTy::sub_005050B0	owner=applied(CPanelTy::sub_005050B0); this_type=unchanged
00506040	applied	CPanelTy::sub_00506040	owner=applied(CPanelTy::sub_00506040); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005097B0	disabled	CPanelTy::sub_005097B0	all apply flags are 0
00512BE0	applied	HelpPanelTy::sub_00512BE0	owner=applied(HelpPanelTy::sub_00512BE0); this_type=unchanged
005148A0	disabled		all apply flags are 0
00526BA0	disabled	BldLabPanelTy::sub_00526BA0	all apply flags are 0
0052B330	applied	CPanelTy::sub_0052B330	owner=applied(CPanelTy::sub_0052B330); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
0052B760	applied	MoneyTy::sub_0052B760	owner=applied(MoneyTy::sub_0052B760); this_type=unchanged
0052B8A0	applied	MoneyTy::sub_0052B8A0	owner=applied(MoneyTy::sub_0052B8A0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
0052B8F0	applied	MoneyTy::sub_0052B8F0	owner=applied(MoneyTy::sub_0052B8F0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
0052B940	applied	MoneyTy::sub_0052B940	owner=applied(MoneyTy::sub_0052B940); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
0052B990	applied	MoneyTy::sub_0052B990	owner=applied(MoneyTy::sub_0052B990); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
0052BBE0	applied	MoneyTy::sub_0052BBE0	owner=applied(MoneyTy::sub_0052BBE0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
0052BDA0	applied	MoneyTy::sub_0052BDA0	owner=applied(MoneyTy::sub_0052BDA0); this_type=unchanged
0053C620	applied	ResearchPanelTy::sub_0053C620	owner=applied(ResearchPanelTy::sub_0053C620); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
0053F510	disabled		all apply flags are 0
005440C0	disabled	CursorClassTy::sub_005440C0	all apply flags are 0
00544100	disabled	CursorClassTy::sub_00544100	all apply flags are 0
00544150	disabled	CursorClassTy::sub_00544150	all apply flags are 0
00544990	disabled	CursorClassTy::sub_00544990	all apply flags are 0
0054A8D0	applied	CursorClassTy::sub_0054A8D0	owner=applied(CursorClassTy::sub_0054A8D0); parameters=applied(no explicit parameters); convention=applied(__thiscall)
0054B700	applied	CursorClassTy::sub_0054B700	owner=applied(CursorClassTy::sub_0054B700); this_type=unchanged
0054CBB0	disabled	STPlaySystemC::sub_0054CBB0	all apply flags are 0
0054EBB0	applied	STPlaySystemC::sub_0054EBB0	owner=applied(STPlaySystemC::sub_0054EBB0); this_type=unchanged
00550190	applied	STPlaySystemC::sub_00550190	owner=applied(STPlaySystemC::sub_00550190); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005501D0	disabled	STPlaySystemC::sub_005501D0	all apply flags are 0
00550380	disabled		all apply flags are 0
005503C0	disabled	STPlaySystemC::sub_005503C0	all apply flags are 0
00550430	disabled	STPlaySystemC::sub_00550430	all apply flags are 0
005504F0	disabled	STPlaySystemC::sub_005504F0	all apply flags are 0
005505D0	applied	STPlaySystemC::sub_005505D0	owner=applied(STPlaySystemC::sub_005505D0); this_type=unchanged
00550830	disabled	STPlaySystemC::sub_00550830	all apply flags are 0
005508F0	disabled	STPlaySystemC::sub_005508F0	all apply flags are 0
00551B10	applied	TradePanelTy::sub_00551B10	owner=applied(TradePanelTy::sub_00551B10); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
00555570	disabled	cLoadingTy::sub_00555570	all apply flags are 0
00555680	applied	cLoadingTy::sub_00555680	owner=applied(cLoadingTy::sub_00555680); this_type=unchanged
00555880	disabled	TraksClassTy::sub_00555880	all apply flags are 0
00555D90	applied	TraksClassTy::sub_00555D90	owner=applied(TraksClassTy::sub_00555D90); this_type=unchanged
00558140	applied	VisibleClassTy::sub_00558140	owner=applied(VisibleClassTy::sub_00558140); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
00558DC0	applied	VisibleClassTy::sub_00558DC0	owner=applied(VisibleClassTy::sub_00558DC0); this_type=unchanged
00559110	applied	VisibleClassTy::sub_00559110	owner=applied(VisibleClassTy::sub_00559110); this_type=unchanged
005594A0	applied	VisibleClassTy::sub_005594A0	owner=applied(VisibleClassTy::sub_005594A0); this_type=unchanged
0055B9F0	disabled	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00558C00::sub_0055B9F0	all apply flags are 0
0055BB00	repaired	sub_0055BB00	removed weak class owner; reset 0 downstream script-owned receiver types
0055BBC0	disabled	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00558C00::sub_0055BBC0	all apply flags are 0
0055DB70	disabled	StartSystemTy::sub_0055DB70	all apply flags are 0
00566900	applied	SoundManagerTy::sub_00566900	owner=applied(SoundManagerTy::sub_00566900); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
00566AA0	applied	SoundManagerTy::sub_00566AA0	owner=applied(SoundManagerTy::sub_00566AA0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
00568780	disabled	SoundClassTy::sub_00568780	all apply flags are 0
0056E9E0	applied	STAppC::sub_0056E9E0	owner=applied(STAppC::sub_0056E9E0); this_type=unchanged
0056EBE0	applied	STAppC::sub_0056EBE0	owner=applied(STAppC::sub_0056EBE0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
0056EF50	applied	STAppC::sub_0056EF50	owner=applied(STAppC::sub_0056EF50); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
0056F040	applied	STAppC::sub_0056F040	owner=applied(STAppC::sub_0056F040); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005711D0	disabled	STAppC::sub_005711D0	all apply flags are 0
005713B0	disabled	STAppC::sub_005713B0	all apply flags are 0
0057BF20	applied	STFishC::sub_0057BF20	owner=applied(STFishC::sub_0057BF20); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
0057CB30	disabled	STFishC::sub_0057CB30	all apply flags are 0
0057D420	disabled	STFishC::sub_0057D420	all apply flags are 0
0057D5F0	disabled	STFishC::sub_0057D5F0	all apply flags are 0
0057D700	disabled	STFishC::sub_0057D700	all apply flags are 0
0057F2E0	applied	STDcResourcC::sub_0057F2E0	owner=applied(STDcResourcC::sub_0057F2E0); this_type=unchanged
0057F3A0	applied	STDcResourcC::sub_0057F3A0	owner=applied(STDcResourcC::sub_0057F3A0); this_type=unchanged
0057F470	applied	STDcResourcC::sub_0057F470	owner=applied(STDcResourcC::sub_0057F470); this_type=unchanged
005802A0	disabled	STResourceC::sub_005802A0	all apply flags are 0
00580380	disabled	STResourceC::sub_00580380	all apply flags are 0
005805C0	applied	STDcResourcC::sub_005805C0	owner=applied(STDcResourcC::sub_005805C0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
00580D30	disabled	STResourceC::sub_00580D30	all apply flags are 0
00580FA0	disabled	STResourceC::sub_00580FA0	all apply flags are 0
00582530	disabled	STJellyGunC::sub_00582530	all apply flags are 0
00582580	disabled	STJellyGunC::sub_00582580	all apply flags are 0
00583E30	disabled	STJellyGunC::sub_00583E30	all apply flags are 0
00584060	disabled	STJellyGunC::sub_00584060	all apply flags are 0
00584380	disabled	STJellyGunC::sub_00584380	all apply flags are 0
005844E0	disabled	STJellyGunC::sub_005844E0	all apply flags are 0
005899E0	disabled	STOctopusC::sub_005899E0	all apply flags are 0
0058B190	applied	STOctopusC::sub_0058B190	owner=applied(STOctopusC::sub_0058B190); this_type=unchanged
0058EEB0	disabled	STSharkC::sub_0058EEB0	all apply flags are 0
0058EFE0	applied	STSharkC::sub_0058EFE0	owner=applied(STSharkC::sub_0058EFE0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
0058F430	disabled	STSharkC::sub_0058F430	all apply flags are 0
0058FF70	applied	STSharkC::sub_0058FF70	owner=applied(STSharkC::sub_0058FF70); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
00590860	applied	MAdvTy::sub_00590860	owner=applied(MAdvTy::sub_00590860); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005925A0	applied	CampaignTy::sub_005925A0	owner=applied(CampaignTy::sub_005925A0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
00592620	applied	CampaignTy::sub_00592620	owner=applied(CampaignTy::sub_00592620); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005926A0	disabled	CampaignTy::sub_005926A0	all apply flags are 0
005943F0	applied	ComboTy::sub_005943F0	owner=applied(ComboTy::sub_005943F0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
0059B820	applied	FSGSTy::sub_0059B820	owner=applied(FSGSTy::sub_0059B820); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
0059BE50	applied	FSGSTy::sub_0059BE50	owner=applied(FSGSTy::sub_0059BE50); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005A0590	applied	FSGSTy::sub_005A0590	owner=applied(FSGSTy::sub_005A0590); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005A07F0	applied	FSGSTy::sub_005A07F0	owner=applied(FSGSTy::sub_005A07F0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005A0A50	applied	FSGSTy::sub_005A0A50	owner=applied(FSGSTy::sub_005A0A50); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005A0AF0	applied	FSGSTy::sub_005A0AF0	owner=applied(FSGSTy::sub_005A0AF0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005A0C80	applied	FSGSTy::sub_005A0C80	owner=applied(FSGSTy::sub_005A0C80); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005A39A0	applied	FSGSTy::sub_005A39A0	owner=applied(FSGSTy::sub_005A39A0); this_type=unchanged
005AE840	applied	ChooseMapTy::sub_005AE840	owner=applied(ChooseMapTy::sub_005AE840); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005AE950	applied	ChooseMapTy::sub_005AE950	owner=applied(ChooseMapTy::sub_005AE950); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005B47E0	applied	MainMenuTy::sub_005B47E0	owner=applied(MainMenuTy::sub_005B47E0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005B4860	applied	MainMenuTy::sub_005B4860	owner=applied(MainMenuTy::sub_005B4860); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005B5BE0	applied	ChooseMapTy::sub_005B5BE0	owner=applied(ChooseMapTy::sub_005B5BE0); this_type=unchanged
005B5F00	applied	SettMapMTy::sub_005B5F00	owner=applied(SettMapMTy::sub_005B5F00); this_type=unchanged
005B6350	disabled		all apply flags are 0
005B6450	disabled		all apply flags are 0
005B66E0	disabled		all apply flags are 0
005B6730	disabled		all apply flags are 0
005BB9F0	applied	PrividerTy::sub_005BB9F0	owner=applied(PrividerTy::sub_005BB9F0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005BBA40	disabled	PrividerTy::sub_005BBA40	all apply flags are 0
005C00D0	applied	MReportTy::sub_005C00D0	owner=applied(MReportTy::sub_005C00D0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005C0190	applied	MReportTy::sub_005C0190	owner=applied(MReportTy::sub_005C0190); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005C05F0	applied	MReportTy::sub_005C05F0	owner=applied(MReportTy::sub_005C05F0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005C29B0	applied	SettMapMTy::sub_005C29B0	owner=applied(SettMapMTy::sub_005C29B0); this_type=unchanged
005C7800	disabled		all apply flags are 0
005CBBE0	disabled		all apply flags are 0
005D00B0	applied	SettMapMTy::sub_005D00B0	owner=applied(SettMapMTy::sub_005D00B0); this_type=unchanged
005D1380	applied	SettMapMTy::sub_005D1380	owner=applied(SettMapMTy::sub_005D1380); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005DA7A0	disabled	StartSystemTy::sub_005DA7A0	all apply flags are 0
005DA910	disabled	StartSystemTy::sub_005DA910	all apply flags are 0
005DAA60	disabled	StartSystemTy::sub_005DAA60	all apply flags are 0
005DAB30	disabled	StartSystemTy::sub_005DAB30	all apply flags are 0
005DAC60	disabled	StartSystemTy::sub_005DAC60	all apply flags are 0
005DAF20	disabled	StartSystemTy::sub_005DAF20	all apply flags are 0
005DB010	disabled	StartSystemTy::sub_005DB010	all apply flags are 0
005DB2A0	disabled	StartSystemTy::sub_005DB2A0	all apply flags are 0
005E5F60	applied	MTestTy::sub_005E5F60	owner=applied(MTestTy::sub_005E5F60); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005E9970	applied	WaitTy::sub_005E9970	owner=applied(WaitTy::sub_005E9970); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005E9A40	applied	WaitTy::sub_005E9A40	owner=applied(WaitTy::sub_005E9A40); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005EBCB0	applied	STArtiafactC::sub_005EBCB0	owner=applied(STArtiafactC::sub_005EBCB0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005EBD80	disabled	STArtiafactC::sub_005EBD80	all apply flags are 0
005EC370	disabled	STArtiafactC::sub_005EC370	all apply flags are 0
005EC4A0	disabled	STArtiafactC::sub_005EC4A0	all apply flags are 0
005EC9F0	disabled		all apply flags are 0
005EEFF0	disabled		all apply flags are 0
005EF5F0	disabled		all apply flags are 0
005F0D00	applied	STArtiafactC::sub_005F0D00	owner=applied(STArtiafactC::sub_005F0D00); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005F0D90	applied	STContainerC::sub_005F0D90	owner=applied(STContainerC::sub_005F0D90); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005F1380	disabled	STManBasisC::sub_005F1380	all apply flags are 0
005F19A0	applied	STManBasisC::sub_005F19A0	owner=applied(STManBasisC::sub_005F19A0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005F1FA0	applied	STManBasisC::sub_005F1FA0	owner=applied(STManBasisC::sub_005F1FA0); this_type=unchanged
005F2110	applied	STManBasisC::sub_005F2110	owner=applied(STManBasisC::sub_005F2110); this_type=unchanged
005F21D0	applied	STManBasisC::sub_005F21D0	owner=applied(STManBasisC::sub_005F21D0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005F2330	applied	STManBasisC::sub_005F2330	owner=applied(STManBasisC::sub_005F2330); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005F3470	applied	STBHEShellC::sub_005F3470	owner=applied(STBHEShellC::sub_005F3470); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005F34B0	applied	STBHEShellC::sub_005F34B0	owner=applied(STBHEShellC::sub_005F34B0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005F35F0	applied	STBHEShellC::sub_005F35F0	owner=applied(STBHEShellC::sub_005F35F0); this_type=unchanged
005F3940	disabled	STBHEShellC::sub_005F3940	all apply flags are 0
005F3B00	disabled	STBHEShellC::sub_005F3B00	all apply flags are 0
005F3BF0	applied	STBHEShellC::sub_005F3BF0	owner=applied(STBHEShellC::sub_005F3BF0); this_type=unchanged
005F4370	applied	STBHEShellC::sub_005F4370	owner=applied(STBHEShellC::sub_005F4370); this_type=unchanged
005F4680	applied	STBHEShellC::sub_005F4680	owner=applied(STBHEShellC::sub_005F4680); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005F4C50	applied	STBHEShellC::sub_005F4C50	owner=applied(STBHEShellC::sub_005F4C50); this_type=unchanged
005F4FA0	applied	STBHEShellC::sub_005F4FA0	owner=applied(STBHEShellC::sub_005F4FA0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005F53A0	applied	STBHEShellC::sub_005F53A0	owner=applied(STBHEShellC::sub_005F53A0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005F5440	disabled	STBHEShellC::sub_005F5440	all apply flags are 0
005F5A90	applied	STBHEShellC::sub_005F5A90	owner=applied(STBHEShellC::sub_005F5A90); this_type=unchanged
005F5B80	applied	STBHEShellC::sub_005F5B80	owner=applied(STBHEShellC::sub_005F5B80); this_type=unchanged
005F5C40	disabled	STBHEShellC::sub_005F5C40	all apply flags are 0
005F5D10	applied	STBHEShellC::sub_005F5D10	owner=applied(STBHEShellC::sub_005F5D10); this_type=unchanged
005F5E30	applied	STBHEShellC::sub_005F5E30	owner=applied(STBHEShellC::sub_005F5E30); this_type=unchanged
005F66B0	applied	STColl3C::sub_005F66B0	owner=applied(STColl3C::sub_005F66B0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005F66F0	applied	STColl3C::sub_005F66F0	owner=applied(STColl3C::sub_005F66F0); this_type=unchanged
005F68B0	applied	STColl3C::sub_005F68B0	owner=applied(STColl3C::sub_005F68B0); this_type=unchanged
005F6F20	applied	STColl3C::sub_005F6F20	owner=applied(STColl3C::sub_005F6F20); this_type=unchanged
005F6F60	applied	STColl3C::sub_005F6F60	owner=applied(STColl3C::sub_005F6F60); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005F9450	applied	STColl3C::sub_005F9450	owner=applied(STColl3C::sub_005F9450); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005FA070	applied	STColl3C::sub_005FA070	owner=applied(STColl3C::sub_005FA070); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005FA0B0	disabled	STColl3C::sub_005FA0B0	all apply flags are 0
005FA8B0	applied	STColl3C::sub_005FA8B0	owner=applied(STColl3C::sub_005FA8B0); this_type=unchanged
005FC3E0	applied	STContainerC::sub_005FC3E0	owner=applied(STContainerC::sub_005FC3E0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
005FC4A0	disabled	STContainerC::sub_005FC4A0	all apply flags are 0
005FCAD0	disabled	STContainerC::sub_005FCAD0	all apply flags are 0
005FCC00	disabled	STContainerC::sub_005FCC00	all apply flags are 0
00601D10	disabled	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00601500::sub_00601D10	all apply flags are 0
00602440	applied	STDestC::sub_00602440	owner=applied(STDestC::sub_00602440); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
006024B0	applied	STDestC::sub_006024B0	owner=applied(STDestC::sub_006024B0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
006025D0	applied	STDestC::sub_006025D0	owner=applied(STDestC::sub_006025D0); this_type=unchanged
00602660	applied	STDestC::sub_00602660	owner=applied(STDestC::sub_00602660); this_type=unchanged
006029C0	disabled	STDestC::sub_006029C0	all apply flags are 0
00602BE0	applied	STDestC::sub_00602BE0	owner=applied(STDestC::sub_00602BE0); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
00602E90	applied	STDestC::sub_00602E90	owner=applied(STDestC::sub_00602E90); this_type=unchanged
00603120	applied	STDestC::sub_00603120	owner=applied(STDestC::sub_00603120); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
00604120	applied	STExplosion::sub_00604120	owner=applied(STExplosion::sub_00604120); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
00604350	applied	STExplosion::sub_00604350	owner=applied(STExplosion::sub_00604350); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
00604970	applied	STExplosion::sub_00604970	owner=applied(STExplosion::sub_00604970); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
00605130	applied	STExplosion::sub_00605130	owner=applied(STExplosion::sub_00605130); parameters=applied(no explicit parameters); convention=applied(__thiscall); this_type=unchanged
