type_path	type_name	owner	provenance	length	defined_components	usage_functions	merge_apply	rejection_reason
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005939E0_9F78A8B0	AnonShape_005939E0_9F78A8B0	005939E0	function_local_or_parameter_shape	124	3	005939E0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005A4350_59BACD18	AnonShape_005A4350_59BACD18	005A4350	function_local_or_parameter_shape	48	3	005A4350	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005AA6A0_963F03BF	AnonShape_005AA6A0_963F03BF	005AA6A0	function_local_or_parameter_shape	52	12	005AA6A0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005AB1D0_5E4FF544	AnonShape_005AB1D0_5E4FF544	005AB1D0	function_local_or_parameter_shape	7295	2	005AB1D0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005AD390_9AB360A8	AnonShape_005AD390_9AB360A8	005AD390	function_local_or_parameter_shape	40	3	005AD390	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005B9730_A5560D7D	AnonShape_005B9730_A5560D7D	005B9730	function_local_or_parameter_shape	7302	2	005B9730	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005C1610_B64592CA	AnonShape_005C1610_B64592CA	005C1610	function_local_or_parameter_shape	24	1	005C1610,005C1A90	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005CBBE0_2D1CAA09	AnonShape_005CBBE0_2D1CAA09	005CBBE0	function_local_or_parameter_shape	84	1	005CBBE0,005D1400,005D5560	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005CE0E0_C50CCD71	AnonShape_005CE0E0_C50CCD71	005CE0E0	function_local_or_parameter_shape	40	7	005CE0E0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005D1400_5A9F7B11	AnonShape_005D1400_5A9F7B11	005D1400	function_local_or_parameter_shape	84	1	005D1400	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005D1400_891386BF	AnonShape_005D1400_891386BF	005D1400	function_local_or_parameter_shape	84	2	005D1400	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005D5560_9031BF1B	AnonShape_005D5560_9031BF1B	005D5560	function_local_or_parameter_shape	84	1	005D5560	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005DE670_7D81EFA7	AnonShape_005DE670_7D81EFA7	005DE670	function_local_or_parameter_shape	1720	3	005DE670	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005DEB90_FE6FE747	AnonShape_005DEB90_FE6FE747	005DEB90	function_local_or_parameter_shape	1720	4	005DEB90	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005E1330_1AE0EB1C	AnonShape_005E1330_1AE0EB1C	005E1330	function_local_or_parameter_shape	1631	3	005E1330	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005E1330_47BFB53C	AnonShape_005E1330_47BFB53C	005E1330	function_local_or_parameter_shape	30	4	005E1330	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005E3E80_D5AAB6C7	AnonShape_005E3E80_D5AAB6C7	005E3E80	function_local_or_parameter_shape	48	3	005E3E80	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005E4570_1DAE8C90	AnonShape_005E4570_1DAE8C90	005E4570	function_local_or_parameter_shape	12	3	005E4570	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005E4570_F1672769	AnonShape_005E4570_F1672769	005E4570	function_local_or_parameter_shape	484	2	005E4570	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005E6640_0F1EE66B	AnonShape_005E6640_0F1EE66B	005E6640	function_local_or_parameter_shape	6896	2	005E6640	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005E84D0_1273B60D	AnonShape_005E84D0_1273B60D	005E84D0	function_local_or_parameter_shape	12	2	005E84D0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005EC370_C8356E04	AnonShape_005EC370_C8356E04	005EC370	function_local_or_parameter_shape	586	7	005EC370	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005EC9F0_B12E6711	AnonShape_005EC9F0_B12E6711	005EC9F0	function_local_or_parameter_shape	736	10	005EC9F0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005F10D0_60EBA416	AnonShape_005F10D0_60EBA416	005F10D0	function_local_or_parameter_shape	16	1	005F10D0	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005F1700_3FAAC417	AnonShape_005F1700_3FAAC417	005F1700	function_local_or_parameter_shape	64	1	005F1700	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005F35F0_EF2A6FDB	AnonShape_005F35F0_EF2A6FDB	005F35F0	function_local_or_parameter_shape	376	9	005F35F0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005F4A30_D28DC55A	AnonShape_005F4A30_D28DC55A	005F4A30	function_local_or_parameter_shape	40	3	005F4A30	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005F5440_D27C3BDE	AnonShape_005F5440_D27C3BDE	005F5440	function_local_or_parameter_shape	368	1	005F27C0,005F5440	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005FAEE0_B5D482C5	AnonShape_005FAEE0_B5D482C5	005FAEE0	function_local_or_parameter_shape	748	1	005F6F60,005FAEE0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_005FCAD0_CB9D1D1A	AnonShape_005FCAD0_CB9D1D1A	005FCAD0	function_local_or_parameter_shape	586	7	005FCAD0	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006029C0_E1371936	AnonShape_006029C0_E1371936	006029C0	function_local_or_parameter_shape	928	12	006029C0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006048E0_C1705B76	AnonShape_006048E0_C1705B76	006048E0	function_local_or_parameter_shape	540	1	00603740,006048E0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0060A4B0_7BF9A20C	AnonShape_0060A4B0_7BF9A20C	0060A4B0	function_local_or_parameter_shape	568	1	0060A4B0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0060A940_933574B2	AnonShape_0060A940_933574B2	0060A940	function_local_or_parameter_shape	568	1	0060A470,0060A940,0060A9D0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0060AEF0_F338F36E	AnonShape_0060AEF0_F338F36E	0060AEF0	function_local_or_parameter_shape	12	2	0060AEF0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0060C020_72526BDF	AnonShape_0060C020_72526BDF	0060C020	function_local_or_parameter_shape	584	3	0060C020	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00618240_21BDD5D4	AnonShape_00618240_21BDD5D4	00618240	function_local_or_parameter_shape	44	2	00618240	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00621A70_2531BB4B	AnonShape_00621A70_2531BB4B	00621A70	function_local_or_parameter_shape	272	3	00621A70	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00622990_E4CFDE96	AnonShape_00622990_E4CFDE96	00622990	function_local_or_parameter_shape	269	7	00622990	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00623040_D312340A	AnonShape_00623040_D312340A	00623040	function_local_or_parameter_shape	124	7	00623040	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0062AF90_A19AAC76	AnonShape_0062AF90_A19AAC76	0062AF90	function_local_or_parameter_shape	32	5	0062AF90	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0062BBC0_87279CD5	AnonShape_0062BBC0_87279CD5	0062BBC0	function_local_or_parameter_shape	76	4	0062BBC0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0062CCA0_BAB34A07	AnonShape_0062CCA0_BAB34A07	0062CCA0	function_local_or_parameter_shape	16	1	0062CCA0	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0062E740_213F21A8	AnonShape_0062E740_213F21A8	0062E740	function_local_or_parameter_shape	32	3	0062E740	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00630430_7FBC9B9C	AnonShape_00630430_7FBC9B9C	00630430	function_local_or_parameter_shape	16	1	00630430	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00631F90_0DA5B9BC	AnonShape_00631F90_0DA5B9BC	00631F90	function_local_or_parameter_shape	116	2	00631F90	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006366D0_80B1100F	AnonShape_006366D0_80B1100F	006366D0	function_local_or_parameter_shape	48	1	00603740,00621B50,006366D0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00637180_4094267C	AnonShape_00637180_4094267C	00637180	function_local_or_parameter_shape	48	1	00637180,006372E0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0063D410_5C8A60D7	AnonShape_0063D410_5C8A60D7	0063D410	function_local_or_parameter_shape	828	1	0063D410	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00640320_15B2529E	AnonShape_00640320_15B2529E	00640320	function_local_or_parameter_shape	20	4	00640320	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006456C0_B6840D7C	AnonShape_006456C0_B6840D7C	006456C0	function_local_or_parameter_shape	108	5	006456C0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00648400_5C076F88	AnonShape_00648400_5C076F88	00648400	function_local_or_parameter_shape	88	4	00648400	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00648530_D39EB612	AnonShape_00648530_D39EB612	00648530	function_local_or_parameter_shape	84	4	00648530	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00652810_4F58F813	AnonShape_00652810_4F58F813	00652810	function_local_or_parameter_shape	20	2	00652810	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0065C9E0_147DDF60	AnonShape_0065C9E0_147DDF60	0065C9E0	function_local_or_parameter_shape	1128	4	0065C9E0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0065CB00_C527AFF0	AnonShape_0065CB00_C527AFF0	0065CB00	function_local_or_parameter_shape	1152	9	0065CB00	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0065CD10_BA40DE58	AnonShape_0065CD10_BA40DE58	0065CD10	function_local_or_parameter_shape	1148	6		0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0065CD10_CB9334E9	AnonShape_0065CD10_CB9334E9	0065CD10	function_local_or_parameter_shape	1152	7	0065CD10	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0065E900_F86511DB	AnonShape_0065E900_F86511DB	0065E900	function_local_or_parameter_shape	44	3	0065E900	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0065EF70_E78A8204	AnonShape_0065EF70_E78A8204	0065EF70	function_local_or_parameter_shape	564	1	0065EF70,00664960	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0065EF70_EB9B857D	AnonShape_0065EF70_EB9B857D	0065EF70	function_local_or_parameter_shape	564	5	0065EF70	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00660D40_F4300C26	AnonShape_00660D40_F4300C26	00660D40	function_local_or_parameter_shape	132	3	00660D40	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00668180_E8377840	AnonShape_00668180_E8377840	00668180	function_local_or_parameter_shape	580	9	00668180	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00668330_F270680B	AnonShape_00668330_F270680B	00668330	function_local_or_parameter_shape	532	3	00668330	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006747E0_C06E010E	AnonShape_006747E0_C06E010E	006747E0	function_local_or_parameter_shape	8	2	006747E0,00674AF0	0	the unique named geometry is not a semantic anchor; layout equality alone cannot identify a type
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0067CF30_CDCAC01F	AnonShape_0067CF30_CDCAC01F	0067CF30	function_local_or_parameter_shape	272	6	0067CF30	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0067D0A0_8092D907	AnonShape_0067D0A0_8092D907	0067D0A0	function_local_or_parameter_shape	200	1	00678BA0,0067D0A0,0067D160	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0067D1D0_21940C5B	AnonShape_0067D1D0_21940C5B	0067D1D0	function_local_or_parameter_shape	266	7	0067D1D0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0067D9C0_2E8A2257	AnonShape_0067D9C0_2E8A2257	0067D9C0	function_local_or_parameter_shape	266	3	0067D9C0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0067DC20_B265FC02	AnonShape_0067DC20_B265FC02	0067DC20	function_local_or_parameter_shape	140	2	0067DC20	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0068DC80_4419198B	AnonShape_0068DC80_4419198B	0068DC80	function_local_or_parameter_shape	648	2	0068DC80	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00690E90_9F986EB9	AnonShape_00690E90_9F986EB9	00690E90	function_local_or_parameter_shape	140	4	00690E90	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00690FC0_955C4112	AnonShape_00690FC0_955C4112	00690FC0	function_local_or_parameter_shape	264	2	00690FC0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00691190_783A1B6D	AnonShape_00691190_783A1B6D	00691190	function_local_or_parameter_shape	264	2	00691190	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00696D00_CB3CB395	AnonShape_00696D00_CB3CB395	00696D00	function_local_or_parameter_shape	32	1	00696D00,00696DC0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00697AF0_A94F4D28	AnonShape_00697AF0_A94F4D28	00697AF0	function_local_or_parameter_shape	28	1	00697AF0,006988C0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00697CF0_0C230C1C	AnonShape_00697CF0_0C230C1C	00697CF0	function_local_or_parameter_shape	16	5	00697CF0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_00697CF0_36737CA3	AnonShape_00697CF0_36737CA3	00697CF0	function_local_or_parameter_shape	28	3	00697CF0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006991C0_8449B3A8	AnonShape_006991C0_8449B3A8	006991C0	function_local_or_parameter_shape	10	2	006991C0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0069CB50_791EEE4D	AnonShape_0069CB50_791EEE4D	0069CB50	function_local_or_parameter_shape	14	4	0069CB50	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0069CB50_7B374C54	AnonShape_0069CB50_7B374C54	0069CB50	function_local_or_parameter_shape	8	2	0069CB50	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0069CB50_B339E56A	AnonShape_0069CB50_B339E56A	0069CB50	function_local_or_parameter_shape	16	1	0069CB50	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0069CB50_F11C5D8F	AnonShape_0069CB50_F11C5D8F	0069CB50	function_local_or_parameter_shape	4	2	0069CB50	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_0069FD70_008BB09C	AnonShape_0069FD70_008BB09C	0069FD70	function_local_or_parameter_shape	32	7	0069FD70	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006A58B0_8049417A	AnonShape_006A58B0_8049417A	006A58B0	function_local_or_parameter_shape	52	4	006A58B0	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006A58B0_CDE73679	AnonShape_006A58B0_CDE73679	006A58B0	function_local_or_parameter_shape	52	4	006A58B0	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B1B10_121F236C	AnonShape_006B1B10_121F236C	006B1B10	function_local_or_parameter_shape	440	3	004F5690,005381B0,005449B0,006B1B10	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B1BD0_7C890E99	AnonShape_006B1BD0_7C890E99	006B1BD0	function_local_or_parameter_shape	440	3	0052DD20,006B1BD0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B3F40_BF05F5FE	AnonShape_006B3F40_BF05F5FE	006B3F40	function_local_or_parameter_shape	528	2	006B3F40	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B3F80_E1B76DFD	AnonShape_006B3F80_E1B76DFD	006B3F80	function_local_or_parameter_shape	532	5	006B3F80	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B4030_B7868C9A	AnonShape_006B4030_B7868C9A	006B4030	function_local_or_parameter_shape	548	5	006B4030	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B40E0_1B946617	AnonShape_006B40E0_1B946617	006B40E0	function_local_or_parameter_shape	480	3	006B40E0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B5010_308EC787	AnonShape_006B5010_308EC787	006B5010	function_local_or_parameter_shape	36	3	006B5010,006B5050	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B5050_99986F91	AnonShape_006B5050_99986F91	006B5050	function_local_or_parameter_shape	24	4	0056F250,006A0740,006B5050	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B5480_2C1D4FBF	AnonShape_006B5480_2C1D4FBF	006B5480	function_local_or_parameter_shape	24	3	006B5480	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B5A50_BD82F60D	AnonShape_006B5A50_BD82F60D	006B5A50	function_local_or_parameter_shape	32	3	004FF380,006B5A50	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B6530_C4BC1053	AnonShape_006B6530_C4BC1053	006B6530	function_local_or_parameter_shape	52	7		0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B7190_816EEFBC	AnonShape_006B7190_816EEFBC	006B7190	function_local_or_parameter_shape	8	2		0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B7830_769CA2DF	AnonShape_006B7830_769CA2DF	006B7830	function_local_or_parameter_shape	24	3	0052DD20,005A1F00,005E7C00,00652810,006B7830	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B8200_800652FF	AnonShape_006B8200_800652FF	006B8200	function_local_or_parameter_shape	24	2	00532D50,005AFD00,005D8BF0,006B8200	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B8850_E5DFE1E1	AnonShape_006B8850_E5DFE1E1	006B8850	function_local_or_parameter_shape	64	4	006B8850,006B8A30	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B8F10_41B61BA9	AnonShape_006B8F10_41B61BA9	006B8F10	function_local_or_parameter_shape	60	14	006B8F10	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006B9AA0_FC1882B5	AnonShape_006B9AA0_FC1882B5	006B9AA0	function_local_or_parameter_shape	88	3		0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006BA7B0_E82BD3A2	AnonShape_006BA7B0_E82BD3A2	006BA7B0	function_local_or_parameter_shape	24	2		0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006BB690_EB7315D1	AnonShape_006BB690_EB7315D1	006BB690	function_local_or_parameter_shape	52	2	006BB690	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006BB980_E41494A1	AnonShape_006BB980_E41494A1	006BB980	function_local_or_parameter_shape	1148	4	006BB980,006D58C0,006EB4B0,006EB540	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006BB9D0_BD42D958	AnonShape_006BB9D0_BD42D958	006BB9D0	function_local_or_parameter_shape	68	6	006BB9D0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006BC440_9548EA86	AnonShape_006BC440_9548EA86	006BC440	function_local_or_parameter_shape	544	6	006BC440	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006BC580_F6F161A5	AnonShape_006BC580_F6F161A5	006BC580	function_local_or_parameter_shape	72	2	006BC580	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006BF710_259ECA93	AnonShape_006BF710_259ECA93	006BF710	function_local_or_parameter_shape	548	17		0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006BFE70_9EDC24A5	AnonShape_006BFE70_9EDC24A5	006BFE70	function_local_or_parameter_shape	196	13	006BFBF0,006BFE70,006C08E0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C2390_A203A467	AnonShape_006C2390_A203A467	006C2390	function_local_or_parameter_shape	76	2	00567220,005672E0,006C2390	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C3500_19C01617	AnonShape_006C3500_19C01617	006C3500	function_local_or_parameter_shape	48	3	006C3500,006D54C0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C3570_37024033	AnonShape_006C3570_37024033	006C3570	function_local_or_parameter_shape	136	7	006C3570,006C3630,006C3AA0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C3D80_5E5410BE	AnonShape_006C3D80_5E5410BE	006C3D80	function_local_or_parameter_shape	44	6	006C3F80,006C3FC0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C3F80_1EACF9F3	AnonShape_006C3F80_1EACF9F3	006C3F80	function_local_or_parameter_shape	24	5	006C3F80	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C4480_8B824940	AnonShape_006C4480_8B824940	006C4480	function_local_or_parameter_shape	1220	5	006C4480	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C4AA0_6E9A3AA4	AnonShape_006C4AA0_6E9A3AA4	006C4AA0	function_local_or_parameter_shape	44	3	00591940,005926E0,005B3160,006C4AA0	0	no independently proven named layout has complete compatible geometry
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C5210_E9B30C00	AnonShape_006C5210_E9B30C00	006C5210	function_local_or_parameter_shape	1180	2	006C5210	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C52E0_B18BC6D0	AnonShape_006C52E0_B18BC6D0	006C52E0	function_local_or_parameter_shape	1180	2	006C52E0	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C5A10_DB2339A4	AnonShape_006C5A10_DB2339A4	006C5A10	function_local_or_parameter_shape	1184	2	006C5A10	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C5B00_75F2A72F	AnonShape_006C5B00_75F2A72F	006C5B00	function_local_or_parameter_shape	1184	2	006C5B00	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C5BF0_474F0272	AnonShape_006C5BF0_474F0272	006C5BF0	function_local_or_parameter_shape	1184	2	006C5BF0	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C5D00_C5C8A2E6	AnonShape_006C5D00_C5C8A2E6	006C5D00	function_local_or_parameter_shape	1184	2	006C5D00	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C5E00_04F0C4FF	AnonShape_006C5E00_04F0C4FF	006C5E00	function_local_or_parameter_shape	1184	2	006C5E00	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C5F90_8AFC020B	AnonShape_006C5F90_8AFC020B	006C5F90	function_local_or_parameter_shape	1184	2	006C5F90	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C6100_D1CCA835	AnonShape_006C6100_D1CCA835	006C6100	function_local_or_parameter_shape	1184	2	006C6100	0	anonymous geometry match only; no named semantic anchor
/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C6290_2B502C58	AnonShape_006C6290_2B502C58	006C6290	function_local_or_parameter_shape	1184	2	006C6290	0	anonymous geometry match only; no named semantic anchor
