apply	owner	offset	offset_hex	size	proposed_name	proposed_type	type_apply	inferred_type	suggested_name	name_apply	type_confidence	name_confidence	type_evidence	name_evidence	reads	writes	confidence	reason	evidence_functions
1	AiBossClassTy	24	0x18	4	field_0018	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	00648030
1	AiBossClassTy	1496	0x5D8	1	field_05D8	/undefined1	0			0	none	none			0	1	high	consistent_this_relative_access	00647DC0
1	AiBossClassTy	1561	0x619	4	field_0619	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	00647DC0
1	AiBossClassTy	1577	0x629	4	field_0629	/undefined4	0			0	none	none			1	1	high	consistent_this_relative_access	00648030
1	AiBossClassTy	1624	0x658	4	field_0658	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	00648030
1	AiEventClassTy	0	0x0	4	field_0000	/undefined4	0			0	none	none			102	0	high	consistent_this_relative_access	0064CD80 | 00652810 | 0065BD70
1	AiEventClassTy	132	0x84	4	field_0084	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	00652810
1	AiEventClassTy	136	0x88	4	field_0088	/undefined4	0			0	none	none			4	4	high	consistent_this_relative_access	0064CD80 | 0064D000 | 0064D270
1	AiEventClassTy	140	0x8C	1	field_008C	/undefined1	0			0	none	none			1	0	high	consistent_this_relative_access	0064CD80
1	AiEventClassTy	145	0x91	1	field_0091	/undefined1	0			0	none	none			0	1	high	consistent_this_relative_access	0064CD80
1	AiEventClassTy	210	0xD2	4	field_00D2	/undefined4	0			0	none	none			1	2	high	consistent_this_relative_access	0064CD80 | 00652810
1	AiEventClassTy	214	0xD6	4	field_00D6	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	00652810
1	AiEventClassTy	218	0xDA	4	field_00DA	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	0064CD80
1	AiEventClassTy	1250	0x4E2	4	field_04E2	/undefined4	0			0	none	none			3	1	high	consistent_this_relative_access	0064CD80 | 00652810
1	AiEventClassTy	1254	0x4E6	4	field_04E6	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	0064CD80
1	AiEventClassTy	1262	0x4EE	4	field_04EE	/undefined4	0			0	none	none			4	1	high	consistent_this_relative_access	0064CD80 | 00652810
1	AiEventClassTy	1266	0x4F2	4	field_04F2	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	0064CD80
1	AiEventClassTy	1274	0x4FA	4	field_04FA	/undefined4	0			0	none	none			2	0	high	consistent_this_relative_access	0064CD80
1	AiEventClassTy	1282	0x502	4	field_0502	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	0064CD80
1	AiEventClassTy	1286	0x506	4	field_0506	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	0064CD80
1	AiEventClassTy	1323	0x52B	4	field_052B	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	00652810
1	AiEventClassTy	1327	0x52F	4	field_052F	/undefined4	0			0	none	none			1	9	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1331	0x533	4	field_0533	/undefined4	0			0	none	none			0	8	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1335	0x537	4	field_0537	/undefined4	0			0	none	none			0	8	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1339	0x53B	4	field_053B	/undefined4	0			0	none	none			0	7	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1343	0x53F	4	field_053F	/undefined4	0			0	none	none			0	7	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1347	0x543	4	field_0543	/undefined4	0			0	none	none			0	6	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1351	0x547	4	field_0547	/undefined4	0			0	none	none			0	5	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1355	0x54B	4	field_054B	/undefined4	0			0	none	none			0	5	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1359	0x54F	4	field_054F	/undefined4	0			0	none	none			0	2	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1367	0x557	4	field_0557	/undefined4	0			0	none	none			0	5	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1371	0x55B	4	field_055B	/undefined4	0			0	none	none			0	4	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1375	0x55F	4	field_055F	/undefined4	0			0	none	none			0	4	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1379	0x563	4	field_0563	/undefined4	0			0	none	none			0	2	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1383	0x567	4	field_0567	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1387	0x56B	4	field_056B	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1391	0x56F	4	field_056F	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1395	0x573	4	field_0573	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1399	0x577	4	field_0577	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1447	0x5A7	4	field_05A7	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1451	0x5AB	4	field_05AB	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1455	0x5AF	4	field_05AF	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	0065BD70
1	AiEventClassTy	1459	0x5B3	4	field_05B3	/undefined4	0			0	none	none			10	1	high	consistent_this_relative_access	0064CD80 | 00652810 | 0065BD70
1	AiFltClassTy	24	0x18	4	field_0018	/undefined4	0			0	none	none			2	0	high	consistent_this_relative_access	00667D90
1	AiFltClassTy	28	0x1C	4	field_001C	/undefined4	0			0	none	none			8	7	high	consistent_this_relative_access	0065D4B0 | 0065F660 | 00667D90
1	AiFltClassTy	32	0x20	4	field_0020	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	0065D2A0
0	AiFltClassTy	36	0x24	1	field_0024	/undefined1	0			0	none	none			16	0	conflict	conflicting_access_widths=1x10|4x6	0065D760 | 0065D9C0 | 006618E0 | 00662240 | 00667D90
1	AiFltClassTy	56	0x38	1	field_0038	/undefined1	0			0	none	none			0	1	high	consistent_this_relative_access	0065D2A0
1	AiFltClassTy	57	0x39	2	field_0039	/short	0	/short		0	existing	none	/short <= 006634E0 MOVSX establishes /short; 006635E3 MOVSX establishes /short; 006636B2 MOVSX establishes /short		8	0	high	consistent_this_relative_access; concrete_type_already_present	006618E0 | 00662240
1	AiFltClassTy	123	0x7B	2	field_007B	/undefined2	0			0	none	none			12	0	high	consistent_this_relative_access	0065D760 | 006618E0 | 00662240
1	AiFltClassTy	125	0x7D	2	field_007D	/undefined2	0			0	none	none			4	1	high	consistent_this_relative_access	0065D760 | 0065D9C0 | 00667D90
1	AiFltClassTy	134	0x86	4	field_0086	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	00667D90
1	AiFltClassTy	139	0x8B	4	field_008B	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	00667D90
1	AiFltClassTy	147	0x93	4	field_0093	/undefined4	0			0	none	none			1	1	high	consistent_this_relative_access	00667D90
1	AiFltClassTy	151	0x97	4	field_0097	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	00662240
1	AiFltClassTy	155	0x9B	4	field_009B	/undefined4	0			0	none	none			6	4	high	consistent_this_relative_access	00662240
1	AiFltClassTy	159	0x9F	4	field_009F	/undefined4	0			0	none	none			0	4	high	consistent_this_relative_access	00662240
1	AiFltClassTy	163	0xA3	4	field_00A3	/undefined4	0			0	none	none			0	4	high	consistent_this_relative_access	00662240
1	AiFltClassTy	167	0xA7	4	field_00A7	/undefined4	0			0	none	none			0	5	high	consistent_this_relative_access	00662240 | 00667D90
1	AiFltClassTy	179	0xB3	4	field_00B3	/undefined4	0			0	none	none			5	1	high	consistent_this_relative_access	00662240
1	AiFltClassTy	239	0xEF	4	field_00EF	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	00662240
1	AiFltClassTy	247	0xF7	4	field_00F7	/undefined4	0			0	none	none			1	1	high	consistent_this_relative_access	00662240
1	AiFltClassTy	251	0xFB	4	field_00FB	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	00662240
1	AiFltClassTy	255	0xFF	1	field_00FF	/undefined1	0			0	none	none			1	0	high	consistent_this_relative_access	00662240
1	AiFltClassTy	278	0x116	4	field_0116	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	00662240
1	AiFltClassTy	290	0x122	1	field_0122	/undefined1	0			0	none	none			1	0	high	consistent_this_relative_access	00662240
1	AiFltClassTy	295	0x127	2	field_0127	/undefined2	0			0	none	none			0	1	high	consistent_this_relative_access	00667D90
1	AiFltClassTy	338	0x152	1	field_0152	/undefined1	0			0	none	none			1	0	high	consistent_this_relative_access	00662240
1	AiFltClassTy	339	0x153	4	field_0153	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	00662240
1	AiFltClassTy	355	0x163	1	field_0163	/undefined1	0			0	none	none			1	0	high	consistent_this_relative_access	00662240
1	AiFltClassTy	368	0x170	2	field_0170	/short	0	/short		0	existing	none	/short <= 0065F339 MOVSX establishes /short		1	1	high	consistent_this_relative_access; concrete_type_already_present	0065F1D0 | 00667D90
1	AiFltClassTy	375	0x177	2	field_0177	/short	0	/short		0	existing	none	/short <= 00661A3E MOVSX establishes /short		1	0	high	consistent_this_relative_access; concrete_type_already_present	006618E0
1	AiFltClassTy	377	0x179	2	field_0179	/short	0	/short		0	existing	none	/short <= 00661937 MOVSX establishes /short; 006619EF MOVSX establishes /short		2	0	high	consistent_this_relative_access; concrete_type_already_present	006618E0
1	AiFltClassTy	383	0x17F	4	field_017F	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	006618E0
1	AiFltClassTy	391	0x187	1	field_0187	/undefined1	0			0	none	none			2	0	high	consistent_this_relative_access	00662240
1	AiFltClassTy	392	0x188	4	field_0188	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	00662240
1	AiFltClassTy	396	0x18C	2	field_018C	/short	0	/short		0	existing	none	/short <= 006639B3 MOVSX establishes /short		1	0	high	consistent_this_relative_access; concrete_type_already_present	00662240
1	AiFltClassTy	404	0x194	1	field_0194	/undefined1	0			0	none	none			1	0	high	consistent_this_relative_access	00662240
1	AiFltClassTy	405	0x195	4	field_0195	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	00662240
1	AiFltClassTy	409	0x199	4	field_0199	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	00662240
1	AiFltClassTy	413	0x19D	4	field_019D	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	00662240
1	AiFltClassTy	429	0x1AD	4	field_01AD	/undefined4	0			0	none	none			3	0	high	consistent_this_relative_access	00662240
1	AiFltClassTy	437	0x1B5	4	field_01B5	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	00662240
1	AiFltClassTy	451	0x1C3	2	field_01C3	/short	0	/short		0	existing	none	/short <= 0066250C MOVSX establishes /short; 00662532 MOVSX establishes /short; 00662557 MOVSX establishes /short; 006625E6 MOVSX establishes /short		4	1	high	consistent_this_relative_access; concrete_type_already_present	00662240
1	AiFltClassTy	453	0x1C5	2	field_01C5	/short	0	/short		0	existing	none	/short <= 00662505 MOVSX establishes /short; 00662542 MOVSX establishes /short; 00662550 MOVSX establishes /short; 006625DF MOVSX establishes /short		4	1	high	consistent_this_relative_access; concrete_type_already_present	00662240
1	AiFltClassTy	455	0x1C7	2	field_01C7	/short	0	/short		0	existing	none	/short <= 006624F5 MOVSX establishes /short; 00662549 MOVSX establishes /short; 00662561 MOVSX establishes /short; 006625D8 MOVSX establishes /short		4	1	high	consistent_this_relative_access; concrete_type_already_present	00662240
1	AiFltClassTy	491	0x1EB	1	field_01EB	/undefined1	0			0	none	none			1	0	high	consistent_this_relative_access	00662240
1	AiFltClassTy	507	0x1FB	4	field_01FB	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	00667D90
1	AiFltClassTy	515	0x203	4	field_0203	/undefined4	0			0	none	none			1	1	high	consistent_this_relative_access	006618E0 | 00667D90
1	AiFltClassTy	519	0x207	4	field_0207	/undefined4	0			0	none	none			1	1	high	consistent_this_relative_access	006618E0
1	AiFltClassTy	523	0x20B	4	field_020B	/undefined4	0			0	none	none			4	2	high	consistent_this_relative_access	0065D2A0 | 00662240 | 00667D90
1	AiFltClassTy	527	0x20F	4	field_020F	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	0065D2A0
1	AiFltClassTy	535	0x217	4	field_0217	/undefined4	0			0	none	none			2	1	high	consistent_this_relative_access	0065D2A0 | 00662240
1	AiFltClassTy	547	0x223	4	field_0223	/undefined4	0			0	none	none			2	1	high	consistent_this_relative_access	0065D2A0 | 00667D90
1	AiFltClassTy	559	0x22F	4	field_022F	/undefined4	0			0	none	none			5	1	high	consistent_this_relative_access	0065D2A0 | 0065F1D0 | 00662240 | 00667D90
1	AiFltClassTy	571	0x23B	4	field_023B	/undefined4	0			0	none	none			1	1	high	consistent_this_relative_access	0065D2A0
1	AiFltClassTy	607	0x25F	4	field_025F	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	00662240
1	AiFltClassTy	640	0x280	4	field_0280	/undefined4	0			0	none	none			2	1	high	consistent_this_relative_access	006618E0 | 00667D90
1	AiFltClassTy	644	0x284	4	field_0284	/undefined4	0			0	none	none			5	0	high	consistent_this_relative_access	006618E0 | 00662240
1	AiPlrClassTy	8	0x8	4	field_0008	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	0067C7E0
1	AiPlrClassTy	12	0xC	4	field_000C	pointer:/SystemClassTy	0	pointer:/SystemClassTy	systemClass	0	existing	medium	pointer:/SystemClassTy <= 0067C7E0 [this+0xC] used as receiver of SystemClassTy::PostMessage		1	0	high	consistent_this_relative_access; concrete_type_already_present	0067C7E0
1	AiPlrClassTy	24	0x18	4	field_0018	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	0067C7E0
1	AiPlrClassTy	1491	0x5D3	4	field_05D3	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	00678980
0	AiPlrClassTy	1495	0x5D7	4	field_05D7	/undefined4	0			0	none	none			15	0	conflict	conflicting_access_widths=1x3|2x1|4x11	0067B520 | 0067C7E0
1	AiPlrClassTy	1515	0x5EB	1	field_05EB	/undefined1	0			0	none	none			0	1	high	consistent_this_relative_access	00678980
1	AiPlrClassTy	1516	0x5EC	2	field_05EC	/undefined2	0			0	none	none			1	0	high	consistent_this_relative_access	0067B520
0	AiPlrClassTy	1600	0x640	1	field_0640	/undefined1	0			0	none	none			3	0	conflict	conflicting_access_widths=1x2|4x1	0067C180
1	AiPlrClassTy	1632	0x660	2	field_0660	/short	0	/short		0	existing	none	/short <= 0067B84E MOVSX establishes /short; 0067B877 MOVSX establishes /short; 0067B8AC MOVSX establishes /short		3	0	high	consistent_this_relative_access; concrete_type_already_present	0067B520
1	AiPlrClassTy	1634	0x662	1	field_0662	/undefined1	0			0	none	none			1	0	high	consistent_this_relative_access	0067B520
1	AiPlrClassTy	1635	0x663	2	field_0663	/short	0	/short		0	existing	none	/short <= 0067B8B3 MOVSX establishes /short		1	0	high	consistent_this_relative_access; concrete_type_already_present	0067B520
1	AiPlrClassTy	1646	0x66E	4	field_066E	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	0067B520
1	AiPlrClassTy	1650	0x672	4	field_0672	/undefined4	0			0	none	none			1	1	high	consistent_this_relative_access	0067B520
1	AiPlrClassTy	1654	0x676	1	field_0676	/undefined1	0			0	none	none			1	0	high	consistent_this_relative_access	0067C180
1	AiPlrClassTy	1655	0x677	2	field_0677	/short	0	/short		0	existing	none	/short <= 0067C290 MOVSX establishes /short		1	0	high	consistent_this_relative_access; concrete_type_already_present	0067C180
1	AiPlrClassTy	1657	0x679	2	field_0679	/short	0	/short		0	existing	none	/short <= 0067C346 MOVSX establishes /short		1	0	high	consistent_this_relative_access; concrete_type_already_present	0067C180
1	AiPlrClassTy	1659	0x67B	2	field_067B	/short	0	/short		0	existing	none	/short <= 0067C369 MOVSX establishes /short		1	0	high	consistent_this_relative_access; concrete_type_already_present	0067C180
1	AiPlrClassTy	1665	0x681	4	field_0681	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	0067C180
1	AiPlrClassTy	1669	0x685	4	field_0685	/undefined4	0			0	none	none			2	2	high	consistent_this_relative_access	0067C180
1	AiPlrClassTy	1673	0x689	4	field_0689	/undefined4	0			0	none	none			1	1	high	consistent_this_relative_access	0067C180
1	AiPlrClassTy	1685	0x695	4	field_0695	/undefined4	0			0	none	none			13	1	high	consistent_this_relative_access	00678980 | 00679300 | 00679470 | 0067B520 | 0067C180
1	AiPlrClassTy	1689	0x699	4	field_0699	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	00678980
1	AiPlrClassTy	1697	0x6A1	4	field_06A1	/undefined4	0			0	none	none			5	1	high	consistent_this_relative_access	00678980 | 0067B3C0 | 0067B520
1	AiPlrClassTy	1709	0x6AD	4	field_06AD	/undefined4	0			0	none	none			12	1	high	consistent_this_relative_access	00678980 | 0067C180
1	AiPlrClassTy	1745	0x6D1	4	field_06D1	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	00678980
1	AiPlrClassTy	1790	0x6FE	4	field_06FE	/undefined4	0			0	none	none			7	1	high	consistent_this_relative_access	0067B520 | 0067C180 | 0067C7E0
1	AiTactClassTy	24	0x18	4	field_0018	/undefined4	0			0	none	none			2	0	high	consistent_this_relative_access	00690B90
1	AiTactClassTy	28	0x1C	4	field_001C	/undefined4	0			0	none	none			1	2	high	consistent_this_relative_access	0068E050 | 00690B90
1	AiTactClassTy	32	0x20	4	field_0020	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	0068DC80
0	AiTactClassTy	36	0x24	1	field_0024	/undefined1	0			0	none	none			10	0	conflict	conflicting_access_widths=1x6|4x4	0068DC80 | 0068F020 | 0068F360 | 0068F660 | 0068F7E0 | 00690650
1	AiTactClassTy	56	0x38	1	field_0038	/undefined1	0			0	none	none			0	1	high	consistent_this_relative_access	0068DC80
1	AiTactClassTy	57	0x39	2	field_0039	/short	0	/short		0	existing	none	/short <= 0068F4B1 MOVSX establishes /short		2	0	high	consistent_this_relative_access; concrete_type_already_present	0068DC80 | 0068F360
1	AiTactClassTy	124	0x7C	2	field_007C	/undefined2	0			0	none	none			1	0	high	consistent_this_relative_access	0068EB30
1	AiTactClassTy	126	0x7E	4	field_007E	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	00690B90
1	AiTactClassTy	136	0x88	1	field_0088	/undefined1	0			0	none	none			2	0	high	consistent_this_relative_access	0068DC80
1	AiTactClassTy	145	0x91	4	field_0091	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	0068EC70
1	AiTactClassTy	149	0x95	4	field_0095	/undefined4	0			0	none	none			1	1	high	consistent_this_relative_access	0068EC70
1	AiTactClassTy	153	0x99	4	field_0099	/undefined4	0			0	none	none			1	1	high	consistent_this_relative_access	00690B90
1	AiTactClassTy	157	0x9D	4	field_009D	/undefined4	0			0	none	none			2	1	high	consistent_this_relative_access	0068DC80 | 0068FD00
1	AiTactClassTy	161	0xA1	4	field_00A1	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	0068DC80
1	AiTactClassTy	165	0xA5	4	field_00A5	/undefined4	0			0	none	none			25	2	high	consistent_this_relative_access	0068DC80 | 0068EC70 | 0068F020 | 0068F360 | 0068FD00 | 00690650 | 00690B90
1	AiTactClassTy	169	0xA9	4	field_00A9	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	0068DC80
1	AiTactClassTy	177	0xB1	4	field_00B1	/undefined4	0			0	none	none			1	1	high	consistent_this_relative_access	0068DC80
1	AiTactClassTy	189	0xBD	4	field_00BD	/undefined4	0			0	none	none			11	2	high	consistent_this_relative_access	0068DC80 | 0068E950 | 0068EA40 | 0068EB30 | 0068EC70 | 0068F020
1	AiTactClassTy	201	0xC9	4	field_00C9	/undefined4	0			0	none	none			2	1	high	consistent_this_relative_access	0068DC80 | 00690650
1	AiTactClassTy	293	0x125	2	field_0125	/short	0	/short		0	existing	none	/short <= 0068DE16 MOVSX establishes /short		3	0	high	consistent_this_relative_access; concrete_type_already_present	0068DC80
1	AiTactClassTy	300	0x12C	4	field_012C	/undefined4	0			0	none	none			13	1	high	consistent_this_relative_access	0068EB30 | 0068EC70 | 0068FB30 | 0068FD00 | 00690650 | 00690B90
1	AiTactClassTy	304	0x130	4	field_0130	/undefined4	0			0	none	none			3	1	high	consistent_this_relative_access	0068E950 | 0068EA40
1	AppClassTy	0	0x0	4	vtable	pointer:/SubmarineTitans/Recovered/VTables/AppClassTyVTable	0			0	existing	none			0	1	high	owner_vtable_pointer; concrete_type_already_present	006E34C0
1	AppClassTy	4	0x4	4	field_0004	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	006E34C0
1	AppClassTy	8	0x8	4	field_0008	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	006E34C0
1	AppClassTy	12	0xC	4	field_000C	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	006E34C0
1	AppClassTy	16	0x10	4	field_0010	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	006E34C0
1	AppClassTy	20	0x14	4	field_0014	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	006E34C0
1	AppClassTy	28	0x1C	4	field_001C	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	006E34C0
1	AppClassTy	32	0x20	4	field_0020	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	006E34C0
1	AppClassTy	36	0x24	4	field_0024	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	006E34C0
1	AppClassTy	40	0x28	4	field_0028	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	006E34C0
1	AppClassTy	44	0x2C	4	field_002C	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	006E34C0
1	AppClassTy	48	0x30	4	field_0030	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	006E34C0
1	AppClassTy	52	0x34	4	field_0034	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	006E34C0
1	BaseSystemC	0	0x0	4	vtable	pointer:/SubmarineTitans/Recovered/VTables/BaseSystemCVTable	0			0	existing	none			2	1	high	owner_vtable_pointer; concrete_type_already_present	00576AA0 | 00576AD0
1	BehPanelTy	0	0x0	4	field_0000	/undefined4	0			0	none	none			3	0	high	consistent_this_relative_access	004ED630
1	BehPanelTy	8	0x8	4	field_0008	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	004ED630
1	BehPanelTy	12	0xC	4	field_000C	pointer:/StartSystemTy	0	pointer:/StartSystemTy	startSystem	0	existing	medium	pointer:/StartSystemTy <= 004EDDF0 [this+0xC] used as receiver of StartSystemTy::sub_006E56B0		5	0	high	consistent_this_relative_access; concrete_type_already_present	004ED630 | 004EDDF0
1	BehPanelTy	40	0x28	4	field_0028	/undefined4	0			0	none	none			0	6	high	consistent_this_relative_access	004EDF30 | 004EE0A0
0	BehPanelTy	44	0x2C	4	field_002C	/undefined4	0			0	conflict	none			0	4	conflict	overlaps_field_002E	004EE0A0
0	BehPanelTy	46	0x2E	2	field_002E	/undefined2	0			0	conflict	none			0	1	conflict	overlaps_field_002C	004EDF30
1	BehPanelTy	48	0x30	4	field_0030	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	004EE0A0
1	BehPanelTy	60	0x3C	4	field_003C	/undefined4	0			0	none	none			3	0	high	consistent_this_relative_access	004ED630 | 004EE350
1	BehPanelTy	68	0x44	4	field_0044	/undefined4	0			0	none	none			2	0	high	consistent_this_relative_access	004ED630 | 004EE350
1	BehPanelTy	92	0x5C	4	field_005C	/undefined4	0			0	none	none			3	0	high	consistent_this_relative_access	004ED630 | 004EDF30 | 004EE350
1	BehPanelTy	96	0x60	4	field_0060	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	004EE350
1	BehPanelTy	104	0x68	4	field_0068	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	004EE350
1	BehPanelTy	372	0x174	4	field_0174	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	004EDF30
1	BehPanelTy	427	0x1AB	4	field_01AB	/undefined4	0			0	none	none			2	0	high	consistent_this_relative_access	004EE0A0
0	BehPanelTy	431	0x1AF	1	field_01AF	/undefined1	0			0	none	none			4	1	conflict	conflicting_access_widths=1x4|4x1	004ED630 | 004EE0A0
1	BehPanelTy	432	0x1B0	1	field_01B0	/undefined1	0			0	none	none			0	1	high	consistent_this_relative_access	004ED630
1	BehPanelTy	433	0x1B1	1	field_01B1	/undefined1	0			0	none	none			0	1	high	consistent_this_relative_access	004ED630
1	BehPanelTy	434	0x1B2	1	field_01B2	/undefined1	0			0	none	none			0	1	high	consistent_this_relative_access	004ED630
0	BehPanelTy	435	0x1B3	4	field_01B3	/undefined4	0			0	none	none			1	1	conflict	conflicting_access_widths=1x1|4x1	004ED630 | 004EE0A0
1	BehPanelTy	436	0x1B4	1	field_01B4	/undefined1	0			0	none	none			0	1	high	consistent_this_relative_access	004ED630
1	BehPanelTy	437	0x1B5	1	field_01B5	/undefined1	0			0	none	none			1	0	high	consistent_this_relative_access	004EE0A0
1	BehPanelTy	439	0x1B7	4	field_01B7	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	004EE0A0
0	BehPanelTy	443	0x1BB	2	field_01BB	/undefined2	0			0	none	none			2	0	conflict	conflicting_access_widths=1x1|2x1	004EE0A0
1	BehPanelTy	444	0x1BC	1	field_01BC	/undefined1	0			0	none	none			1	0	high	consistent_this_relative_access	004EE0A0
1	BehPanelTy	445	0x1BD	1	field_01BD	/undefined1	0			0	none	none			2	0	high	consistent_this_relative_access	004EE0A0
1	BehPanelTy	446	0x1BE	4	field_01BE	/undefined4	0			0	none	none			4	1	high	consistent_this_relative_access	004EDDF0 | 004EDF30 | 004EE0A0
1	BehPanelTy	450	0x1C2	4	field_01C2	/undefined4	0			0	none	none			3	2	high	consistent_this_relative_access	004ED630 | 004EDDF0 | 004EDF30 | 004EE0A0
1	BehPanelTy	454	0x1C6	4	field_01C6	/undefined4	0			0	none	none			3	2	high	consistent_this_relative_access	004ED630 | 004EDDF0 | 004EDF30 | 004EE0A0
1	BehPanelTy	458	0x1CA	4	field_01CA	/undefined4	0			0	none	none			3	2	high	consistent_this_relative_access	004ED630 | 004EDDF0 | 004EDF30 | 004EE0A0
1	BehPanelTy	462	0x1CE	1	field_01CE	/undefined1	0			0	none	none			0	1	high	consistent_this_relative_access	004EE0A0
1	BehPanelTy	463	0x1CF	4	field_01CF	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	004EE0A0
1	BehPanelTy	471	0x1D7	4	field_01D7	/undefined4	0			0	none	none			0	1	high	consistent_this_relative_access	004EE0A0
1	BehPanelTy	475	0x1DB	1	field_01DB	/undefined1	0			0	none	none			0	1	high	consistent_this_relative_access	004EE0A0
1	BehPanelTy	696	0x2B8	4	field_02B8	/undefined4	0			0	none	none			1	2	high	consistent_this_relative_access	004ED630 | 004EDDF0
1	BldBoatPanelTy	0	0x0	4	field_0000	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	004EF6D0
1	BldBoatPanelTy	8	0x8	4	field_0008	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	004EEA40
1	BldBoatPanelTy	12	0xC	4	field_000C	/undefined4	0			0	none	none			1	0	high	consistent_this_relative_access	004EEA40
