target_address	target_function	callable_entry	callable_function	via_thunk	call_address	caller_address	caller_function	call_instruction	ecx_mode	ecx_evidence	pushes_in_window	stack_reservation	caller_cleanup_bytes	backward_boundary
0040103C	thunk_FUN_00590130	0040103C	thunk_FUN_00590130	0	004CD0BD	004CCC10	FUN_004ccc10	CALL 0x0040103c	pointer_setup	004CD0B2: MOV ECX,dword ptr [EBP + 0xc]	2	0	0	control_flow_boundary
0040104B	thunk_FUN_005797b0	0040104B	thunk_FUN_005797b0	0	00578C35	00578630	STCrabC::GetMessage	CALL 0x0040104b	pointer_setup	00578C33: MOV ECX,EBX	3	0	0	control_flow_boundary
0040104B	thunk_FUN_005797b0	0040104B	thunk_FUN_005797b0	0	00579594	00579350	FUN_00579350	CALL 0x0040104b	pointer_setup	00579592: MOV ECX,ESI	3	0	0	control_flow_boundary
0040108C	thunk_FUN_006270e0	0040108C	thunk_FUN_006270e0	0	00436FB0	00436F20	STAllPlayersC::CmdToPlsObj	CALL 0x0040108c	pointer_setup	00436FAE: MOV ECX,EAX	2	0	0	control_flow_boundary
0040108C	thunk_FUN_006270e0	0040108C	thunk_FUN_006270e0	0	00436FD7	00436F20	STAllPlayersC::CmdToPlsObj	CALL 0x0040108c	pointer_setup	00436FD5: MOV ECX,EAX	2	0	0	control_flow_boundary
004010DC	thunk_FUN_006799b0	004010DC	thunk_FUN_006799b0	0	0067CCA3	0067C7E0	AiPlrClassTy::GetMessage	CALL 0x004010dc	pointer_setup	0067CCA1: MOV ECX,EBX	1	0	0	control_flow_boundary
004010E6	thunk_FUN_0056a2a0	004010E6	thunk_FUN_0056a2a0	0	00566A1F	00566970	SoundManagerTy::sub_00566970	CALL 0x004010e6	scalar_setup	00566A18: MOV ECX,0x807658	2	0	0	previous_call
004010FA	thunk_FUN_00697cf0	004010FA	thunk_FUN_00697cf0	0	006955D6	006952B0	CGenerate::FUN_006952b0	CALL 0x004010fa	pointer_setup	006955D4: MOV ECX,EBX	2	0	0	previous_call
00401122	thunk_FUN_004dbb60	00401122	thunk_FUN_004dbb60	0	004BCC4C	004B9FA0	TLOBaseTy::GetMessage	CALL 0x00401122	pointer_setup	004BCC4A: MOV ECX,EBX	2	0	0	control_flow_boundary
0040115E	thunk_FUN_005800e0	0040115E	thunk_FUN_005800e0	0	0064E2C9	0064E290	FUN_0064e290	CALL 0x0040115e	pointer_setup	0064E2C7: MOV ECX,EBX	1	0	0	control_flow_boundary
004011A4	thunk_FUN_0055b9f0	004011A4	thunk_FUN_0055b9f0	0	0055BC38	0055BBC0	VisibleClassTy::sub_0055BBC0	CALL 0x004011a4	pointer_setup	0055BC30: MOV ECX,ESI	1	0	0	control_flow_boundary
004011F4	thunk_FUN_00494160	004011F4	thunk_FUN_00494160	0	004A8738	004A8690	STGroupBoatC::GenSwitch	CALL 0x004011f4	pointer_setup	004A8736: MOV ECX,ESI	1	0	0	control_flow_boundary
004011F9	thunk_FUN_00617c30	004011F9	thunk_FUN_00617c30	0	00617D7F	00617CA0	FUN_00617ca0	CALL 0x004011f9	pointer_setup	00617D7D: MOV ECX,ESI	2	0	0	control_flow_boundary
00401212	thunk_FUN_0056a8d0	00401212	thunk_FUN_0056a8d0	0	00577BD8	005776D0	GameSystemC::GetMessage	CALL 0x00401212	scalar_setup	00577BD3: MOV ECX,0x807620	3	0	0	control_flow_boundary
00401212	thunk_FUN_0056a8d0	00401212	thunk_FUN_0056a8d0	0	005D0D66	005D0BB0	SettMapMTy::ChangePlayerTeam	CALL 0x00401212	scalar_setup	005D0D61: MOV ECX,0x807620	3	0	0	control_flow_boundary
00401212	thunk_FUN_0056a8d0	00401212	thunk_FUN_0056a8d0	0	005D0D76	005D0BB0	SettMapMTy::ChangePlayerTeam	CALL 0x00401212	scalar_setup	005D0D71: MOV ECX,0x807620	3	0	0	control_flow_boundary
00401212	thunk_FUN_0056a8d0	00401212	thunk_FUN_0056a8d0	0	005D0D86	005D0BB0	SettMapMTy::ChangePlayerTeam	CALL 0x00401212	scalar_setup	005D0D81: MOV ECX,0x807620	3	0	0	control_flow_boundary
00401212	thunk_FUN_0056a8d0	00401212	thunk_FUN_0056a8d0	0	005D0D96	005D0BB0	SettMapMTy::ChangePlayerTeam	CALL 0x00401212	scalar_setup	005D0D91: MOV ECX,0x807620	3	0	0	control_flow_boundary
00401212	thunk_FUN_0056a8d0	00401212	thunk_FUN_0056a8d0	0	005D69B3	005D5560	SettMapSTy::GetMessage	CALL 0x00401212	scalar_setup	005D69AE: MOV ECX,0x807620	3	0	0	control_flow_boundary
00401212	thunk_FUN_0056a8d0	00401212	thunk_FUN_0056a8d0	0	005D69C3	005D5560	SettMapSTy::GetMessage	CALL 0x00401212	scalar_setup	005D69BE: MOV ECX,0x807620	3	0	0	control_flow_boundary
00401212	thunk_FUN_0056a8d0	00401212	thunk_FUN_0056a8d0	0	005D69D3	005D5560	SettMapSTy::GetMessage	CALL 0x00401212	scalar_setup	005D69CE: MOV ECX,0x807620	3	0	0	control_flow_boundary
00401212	thunk_FUN_0056a8d0	00401212	thunk_FUN_0056a8d0	0	005D69E3	005D5560	SettMapSTy::GetMessage	CALL 0x00401212	scalar_setup	005D69DE: MOV ECX,0x807620	3	0	0	control_flow_boundary
00401212	thunk_FUN_0056a8d0	00401212	thunk_FUN_0056a8d0	0	0065469D	00652810	AiEventClassTy::GetMessage	CALL 0x00401212	scalar_setup	00654698: MOV ECX,0x807620	3	0	0	control_flow_boundary
0040122B	thunk_FUN_00617ca0	0040122B	thunk_FUN_00617ca0	0	004C577F	004C56B0	TLOBaseTy::sub_004C56B0	CALL 0x0040122b	pointer_setup	004C5777: MOV ECX,dword ptr [EBP + 0x8]	7	0	0	control_flow_boundary
00401258	thunk_FUN_004602e0	00401258	thunk_FUN_004602e0	0	0045232B	0044EE30	STBoatC::GetMessage	CALL 0x00401258	pointer_setup	0045231F: MOV ECX,EBX	1	0	0	control_flow_boundary
00401258	thunk_FUN_004602e0	00401258	thunk_FUN_004602e0	0	00459128	0044EE30	STBoatC::GetMessage	CALL 0x00401258	pointer_setup	00459126: MOV ECX,EBX	1	0	0	control_flow_boundary
0040128F	thunk_FUN_005822b0	0040128F	thunk_FUN_005822b0	0	004CD079	004CCC10	FUN_004ccc10	CALL 0x0040128f	pointer_setup	004CD075: MOV ECX,dword ptr [EBP + 0xc]	2	0	0	control_flow_boundary
0040138E	thunk_FUN_006960d0	0040138E	thunk_FUN_006960d0	0	00695E1D	00695CD0	FUN_00695cd0	CALL 0x0040138e	pointer_setup	00695E18: MOV ECX,dword ptr [EBP + -0x4]	2	0	0	control_flow_boundary
0040138E	thunk_FUN_006960d0	0040138E	thunk_FUN_006960d0	0	00696285	006961B0	FUN_006961b0	CALL 0x0040138e	pointer_setup	00696280: MOV ECX,dword ptr [EBP + -0x8]	2	0	0	control_flow_boundary
0040138E	thunk_FUN_006960d0	0040138E	thunk_FUN_006960d0	0	006965E2	006964F0	CGenerate::sub_006964F0	CALL 0x0040138e	pointer_setup	006965E0: MOV ECX,EDI	2	0	0	control_flow_boundary
004013C0	thunk_FUN_005f89f0	004013C0	thunk_FUN_005f89f0	0	005F705A	005F6F60	STColl3C::sub_005F6F60	CALL 0x004013c0	pointer_setup	005F7058: MOV ECX,EBX	1	0	0	control_flow_boundary
004013C0	thunk_FUN_005f89f0	004013C0	thunk_FUN_005f89f0	0	005F7180	005F6F60	STColl3C::sub_005F6F60	CALL 0x004013c0	pointer_setup	005F717E: MOV ECX,EBX	1	0	0	control_flow_boundary
004013C0	thunk_FUN_005f89f0	004013C0	thunk_FUN_005f89f0	0	005F7213	005F6F60	STColl3C::sub_005F6F60	CALL 0x004013c0	pointer_setup	005F7211: MOV ECX,EBX	1	0	0	control_flow_boundary
004013C0	thunk_FUN_005f89f0	004013C0	thunk_FUN_005f89f0	0	005F73A3	005F6F60	STColl3C::sub_005F6F60	CALL 0x004013c0	pointer_setup	005F73A1: MOV ECX,EBX	1	0	0	control_flow_boundary
004013C0	thunk_FUN_005f89f0	004013C0	thunk_FUN_005f89f0	0	005F7783	005F6F60	STColl3C::sub_005F6F60	CALL 0x004013c0	pointer_setup	005F7781: MOV ECX,EBX	1	0	0	control_flow_boundary
004013C0	thunk_FUN_005f89f0	004013C0	thunk_FUN_005f89f0	0	005F7A90	005F6F60	STColl3C::sub_005F6F60	CALL 0x004013c0	no_ecx_evidence		0	0	0	control_flow_boundary
004013C0	thunk_FUN_005f89f0	004013C0	thunk_FUN_005f89f0	0	005F7B2B	005F6F60	STColl3C::sub_005F6F60	CALL 0x004013c0	no_ecx_evidence		0	0	0	control_flow_boundary
004013CA	thunk_FUN_004ea530	004013CA	thunk_FUN_004ea530	0	004BCF52	004B9FA0	TLOBaseTy::GetMessage	CALL 0x004013ca	pointer_setup	004BCF50: MOV ECX,EBX	3	0	0	control_flow_boundary
004013E8	thunk_FUN_00419c50	004013E8	thunk_FUN_00419c50	0	0042E300	0042E210	STAllPlayersC::RegisterObject	CALL 0x004013e8	pointer_setup	0042E2FC: MOV ECX,dword ptr [EBP + 0x14]	1	0	0	previous_call
004013E8	thunk_FUN_00419c50	004013E8	thunk_FUN_00419c50	0	00449DA3	00449CE0	STAllPlayersC::RegisterArtefact	CALL 0x004013e8	pointer_setup	00449D9F: MOV ECX,dword ptr [EBP + 0xc]	1	0	0	previous_call
004013E8	thunk_FUN_00419c50	004013E8	thunk_FUN_00419c50	0	0044A093	00449FD0	STAllPlayersC::RegisterMine	CALL 0x004013e8	pointer_setup	0044A08F: MOV ECX,dword ptr [EBP + 0xc]	1	0	0	previous_call
004013E8	thunk_FUN_00419c50	004013E8	thunk_FUN_00419c50	0	0044A383	0044A2C0	STAllPlayersC::RegisterDeposit	CALL 0x004013e8	pointer_setup	0044A37F: MOV ECX,dword ptr [EBP + 0xc]	1	0	0	previous_call
004013E8	thunk_FUN_00419c50	004013E8	thunk_FUN_00419c50	0	0044A673	0044A5B0	STAllPlayersC::RegisterContainer	CALL 0x004013e8	pointer_setup	0044A66F: MOV ECX,dword ptr [EBP + 0xc]	1	0	0	previous_call
004013E8	thunk_FUN_00419c50	004013E8	thunk_FUN_00419c50	0	0044A963	0044A8A0	STAllPlayersC::RegisterBlot	CALL 0x004013e8	pointer_setup	0044A95F: MOV ECX,dword ptr [EBP + 0xc]	1	0	0	previous_call
004013FC	thunk_FUN_00672a70	004013FC	thunk_FUN_00672a70	0	0068CFAB	0068CEC0	FUN_0068cec0	CALL 0x004013fc	no_ecx_evidence		1	0	0	previous_call
00401406	thunk_FUN_00696d00	00401406	thunk_FUN_00696d00	0	00696E5A	00696DC0	CGenerate::sub_00696DC0	CALL 0x00401406	pointer_setup	00696E55: MOV ECX,dword ptr [EBP + -0x4]	2	0	0	control_flow_boundary
00401532	thunk_FUN_004e99e0	00401532	thunk_FUN_004e99e0	0	004BCEA1	004B9FA0	TLOBaseTy::GetMessage	CALL 0x00401532	pointer_setup	004BCE9F: MOV ECX,EBX	3	0	0	control_flow_boundary
00401573	thunk_FUN_0068e4f0	00401573	thunk_FUN_0068e4f0	0	0065FAF5	0065FA60	AiFltClassTy::sub_0065FA60	CALL 0x00401573	no_ecx_evidence		1	0	0	control_flow_boundary
00401573	thunk_FUN_0068e4f0	00401573	thunk_FUN_0068e4f0	0	0065FB3F	0065FA60	AiFltClassTy::sub_0065FA60	CALL 0x00401573	no_ecx_evidence		1	0	0	control_flow_boundary
00401627	thunk_FUN_004d8e70	00401627	thunk_FUN_004d8e70	0	004BC611	004B9FA0	TLOBaseTy::GetMessage	CALL 0x00401627	pointer_setup	004BC60F: MOV ECX,EBX	3	0	0	control_flow_boundary
00401627	thunk_FUN_004d8e70	00401627	thunk_FUN_004d8e70	0	00667013	00664960	AiFltClassTy::sub_00664960	CALL 0x00401627	pointer_setup	00667011: MOV ECX,EDI	3	0	0	control_flow_boundary
0040162C	thunk_FUN_004b7d00	0040162C	thunk_FUN_004b7d00	0	0047C1B2	0047C050	STBoatC::Bring	CALL 0x0040162c	pointer_setup	0047C1AE: MOV ECX,dword ptr [EBP + 0x8]	1	0	0	control_flow_boundary
0040162C	thunk_FUN_004b7d00	0040162C	thunk_FUN_004b7d00	0	0047C403	0047C050	STBoatC::Bring	CALL 0x0040162c	pointer_setup	0047C3FF: MOV ECX,dword ptr [EBP + 0x8]	1	0	0	control_flow_boundary
0040162C	thunk_FUN_004b7d00	0040162C	thunk_FUN_004b7d00	0	0047C971	0047C050	STBoatC::Bring	CALL 0x0040162c	pointer_setup	0047C96E: MOV ECX,EDI	1	0	0	previous_call
0040162C	thunk_FUN_004b7d00	0040162C	thunk_FUN_004b7d00	0	005F0892	005F07A0	FUN_005f07a0	CALL 0x0040162c	pointer_setup	005F0890: MOV ECX,EDI	1	0	0	control_flow_boundary
0040169A	thunk_FUN_0061c5f0	0040169A	thunk_FUN_0061c5f0	0	0061A266	00619C70	STJumpMineC::sub_00619C70	CALL 0x0040169a	pointer_setup	0061A252: MOV ECX,ESI	1	0	0	control_flow_boundary
0040169A	thunk_FUN_0061c5f0	0040169A	thunk_FUN_0061c5f0	0	0061A461	00619C70	STJumpMineC::sub_00619C70	CALL 0x0040169a	pointer_setup	0061A44D: MOV ECX,ESI	1	0	0	window_limit
004016D1	thunk_FUN_004dfc70	004016D1	thunk_FUN_004dfc70	0	0067A6EB	0067A390	FUN_0067a390	CALL 0x004016d1	pointer_setup	0067A6E4: MOV ECX,dword ptr [0x007fa174]	1	0	0	control_flow_boundary
004016F4	thunk_FUN_00616f60	004016F4	thunk_FUN_00616f60	0	006116CD	006101B0	FUN_006101b0	CALL 0x004016f4	pointer_setup	006116CB: MOV ECX,ESI	3	0	0	control_flow_boundary
0040171C	thunk_FUN_005686c0	0040171C	thunk_FUN_005686c0	0	00535DFE	00533D10	OptPanelTy::GetMessage	CALL 0x0040171c	scalar_setup	00535DF2: MOV ECX,0x807658	1	0	0	control_flow_boundary
00401730	thunk_FUN_005860d0	00401730	thunk_FUN_005860d0	0	00585514	00585020	FUN_00585020	CALL 0x00401730	pointer_setup	00585512: MOV ECX,ESI	3	0	0	previous_call
00401730	thunk_FUN_005860d0	00401730	thunk_FUN_005860d0	0	00585C8B	005859A0	STLBombC::GetMessage	CALL 0x00401730	pointer_setup	00585C7F: MOV ECX,EBX	3	0	0	previous_call
004017A3	thunk_FUN_0055bf20	004017A3	thunk_FUN_0055bf20	0	0055C061	0055C050	FUN_0055c050	CALL 0x004017a3	no_ecx_evidence		1	0	0	control_flow_boundary
004017A3	thunk_FUN_0055bf20	004017A3	thunk_FUN_0055bf20	0	005A49DF	005A4350	FSGSTy::GetMessage	CALL 0x004017a3	scalar_setup	005A49DA: MOV ECX,0x802a90	1	0	0	previous_call
004017C6	thunk_FUN_00679d60	004017C6	thunk_FUN_00679d60	0	0066AB9B	0066AB60	FUN_0066ab60	CALL 0x004017c6	pointer_setup	0066AB99: MOV ECX,EAX	2	0	0	control_flow_boundary
004017CB	thunk_FUN_00427f20	004017CB	thunk_FUN_00427f20	0	0064035F	00640320	FUN_00640320	CALL 0x004017cb	live_prior_ecx	0064032F: MOV EDX,dword ptr [ECX + 0x380]	8	0	0	window_limit
004017D5	thunk_FUN_004ac6b0	004017D5	thunk_FUN_004ac6b0	0	004CADFD	004CABB0	TLOBaseTy::RotateSpr	CALL 0x004017d5	pointer_setup	004CADFB: MOV ECX,EDI	1	0	0	control_flow_boundary
004017D5	thunk_FUN_004ac6b0	004017D5	thunk_FUN_004ac6b0	0	004CAE06	004CABB0	TLOBaseTy::RotateSpr	CALL 0x004017d5	pointer_setup	004CAE04: MOV ECX,EDI	1	0	0	previous_call
004017D5	thunk_FUN_004ac6b0	004017D5	thunk_FUN_004ac6b0	0	004CAE0F	004CABB0	TLOBaseTy::RotateSpr	CALL 0x004017d5	pointer_setup	004CAE0D: MOV ECX,EDI	1	0	0	previous_call
004017D5	thunk_FUN_004ac6b0	004017D5	thunk_FUN_004ac6b0	0	004CAE18	004CABB0	TLOBaseTy::RotateSpr	CALL 0x004017d5	pointer_setup	004CAE16: MOV ECX,EDI	1	0	0	previous_call
004017D5	thunk_FUN_004ac6b0	004017D5	thunk_FUN_004ac6b0	0	004CAE31	004CABB0	TLOBaseTy::RotateSpr	CALL 0x004017d5	pointer_setup	004CAE2F: MOV ECX,EDI	1	0	0	control_flow_boundary
004017D5	thunk_FUN_004ac6b0	004017D5	thunk_FUN_004ac6b0	0	004CAE3A	004CABB0	TLOBaseTy::RotateSpr	CALL 0x004017d5	pointer_setup	004CAE38: MOV ECX,EDI	1	0	0	previous_call
004017D5	thunk_FUN_004ac6b0	004017D5	thunk_FUN_004ac6b0	0	004D3E2B	004D32C0	FUN_004d32c0	CALL 0x004017d5	pointer_setup	004D3E29: MOV ECX,EDI	1	0	0	control_flow_boundary
004017D5	thunk_FUN_004ac6b0	004017D5	thunk_FUN_004ac6b0	0	004D3EBB	004D32C0	FUN_004d32c0	CALL 0x004017d5	pointer_setup	004D3EB9: MOV ECX,EDI	1	0	0	control_flow_boundary
004017D5	thunk_FUN_004ac6b0	004017D5	thunk_FUN_004ac6b0	0	004D42A8	004D32C0	FUN_004d32c0	CALL 0x004017d5	pointer_setup	004D42A5: MOV ECX,EDI	1	0	0	previous_call
004017D5	thunk_FUN_004ac6b0	004017D5	thunk_FUN_004ac6b0	0	004D431B	004D32C0	FUN_004d32c0	CALL 0x004017d5	pointer_setup	004D4316: MOV ECX,EDI	1	0	0	control_flow_boundary
004017D5	thunk_FUN_004ac6b0	004017D5	thunk_FUN_004ac6b0	0	004D5EF8	004D55B0	TLOEmbryoTy::GetMessage	CALL 0x004017d5	pointer_setup	004D5EF6: MOV ECX,EDI	1	0	0	control_flow_boundary
004017D5	thunk_FUN_004ac6b0	004017D5	thunk_FUN_004ac6b0	0	004D5F88	004D55B0	TLOEmbryoTy::GetMessage	CALL 0x004017d5	pointer_setup	004D5F83: MOV ECX,EDI	1	0	0	control_flow_boundary
004017D5	thunk_FUN_004ac6b0	004017D5	thunk_FUN_004ac6b0	0	0063C674	0063C510	FUN_0063c510	CALL 0x004017d5	pointer_setup	0063C66B: MOV ECX,EDI	1	0	0	previous_call
00401861	thunk_FUN_004ddc30	00401861	thunk_FUN_004ddc30	0	004DE478	004DE410	FUN_004de410	CALL 0x00401861	pointer_setup	004DE473: MOV ECX,dword ptr [EBP + 0x8]	2	0	0	control_flow_boundary
00401861	thunk_FUN_004ddc30	00401861	thunk_FUN_004ddc30	0	004DE49E	004DE410	FUN_004de410	CALL 0x00401861	pointer_setup	004DE49A: MOV ECX,dword ptr [EBP + 0x8]	2	0	0	control_flow_boundary
0040194C	thunk_FUN_0058f680	0040194C	thunk_FUN_0058f680	0	0058F266	0058F1E0	FUN_0058f1e0	CALL 0x0040194c	pointer_setup	0058F264: MOV ECX,ESI	4	0	0	control_flow_boundary
00401AAA	thunk_FUN_00417e70	00401AAA	thunk_FUN_00417e70	0	0044F271	0044EE30	STBoatC::GetMessage	CALL 0x00401aaa	pointer_setup	0044F26F: MOV ECX,EBX	1	0	0	control_flow_boundary
00401AAA	thunk_FUN_00417e70	00401AAA	thunk_FUN_00417e70	0	0044F5EC	0044EE30	STBoatC::GetMessage	CALL 0x00401aaa	pointer_setup	0044F5EA: MOV ECX,EBX	1	0	0	control_flow_boundary
00401AAA	thunk_FUN_00417e70	00401AAA	thunk_FUN_00417e70	0	004C6B63	004C6B50	FUN_004c6b50	CALL 0x00401aaa	live_prior_ecx	004C6B51: MOV ESI,ECX	2	0	0	caller_start
00401AAA	thunk_FUN_00417e70	00401AAA	thunk_FUN_00417e70	0	0057C1D8	0057BF60	STFishC::GetMessage	CALL 0x00401aaa	pointer_setup	0057C1D6: MOV ECX,EBX	1	0	0	control_flow_boundary
00401AAA	thunk_FUN_00417e70	00401AAA	thunk_FUN_00417e70	0	005835A6	00583270	STJellyGunC::GetMessage	CALL 0x00401aaa	pointer_setup	005835A4: MOV ECX,EBX	1	0	0	control_flow_boundary
00401AAA	thunk_FUN_00417e70	00401AAA	thunk_FUN_00417e70	0	0058DA57	0058D7C0	STSharkC::GetMessage	CALL 0x00401aaa	pointer_setup	0058DA55: MOV ECX,EBX	1	0	0	control_flow_boundary
00401AAA	thunk_FUN_00417e70	00401AAA	thunk_FUN_00417e70	0	005ECB24	005EC9F0	FUN_005ec9f0	CALL 0x00401aaa	pointer_setup	005ECB22: MOV ECX,EDI	1	0	0	previous_call
00401AAA	thunk_FUN_00417e70	00401AAA	thunk_FUN_00417e70	0	005F6B8B	005F6AF0	STColl3C::LoadImagSpr	CALL 0x00401aaa	pointer_setup	005F6B89: MOV ECX,EDI	1	0	0	previous_call
00401AE6	thunk_FUN_0060bc80	00401AE6	thunk_FUN_0060bc80	0	004CD02A	004CCC10	FUN_004ccc10	CALL 0x00401ae6	no_ecx_evidence		2	0	0	control_flow_boundary
00401AF5	thunk_FUN_004e3790	00401AF5	thunk_FUN_004e3790	0	00663756	00662240	AiFltClassTy::GetAiMess	CALL 0x00401af5	pointer_setup	00663754: MOV ECX,ESI	3	0	0	control_flow_boundary
00401B0E	thunk_FUN_005eeff0	00401B0E	thunk_FUN_005eeff0	0	005EB302	005EAF10	STArtiafactC::GetMessage	CALL 0x00401b0e	pointer_setup	005EB300: MOV ECX,ESI	1	0	0	previous_call
00401B0E	thunk_FUN_005eeff0	00401B0E	thunk_FUN_005eeff0	0	005EB3CA	005EAF10	STArtiafactC::GetMessage	CALL 0x00401b0e	pointer_setup	005EB3C8: MOV ECX,ESI	1	0	0	control_flow_boundary
00401B0E	thunk_FUN_005eeff0	00401B0E	thunk_FUN_005eeff0	0	005EB509	005EAF10	STArtiafactC::GetMessage	CALL 0x00401b0e	pointer_setup	005EB507: MOV ECX,ESI	1	0	0	previous_call
00401B0E	thunk_FUN_005eeff0	00401B0E	thunk_FUN_005eeff0	0	005EEDED	005EE6E0	FUN_005ee6e0	CALL 0x00401b0e	pointer_setup	005EEDEB: MOV ECX,ESI	1	0	0	control_flow_boundary
00401B0E	thunk_FUN_005eeff0	00401B0E	thunk_FUN_005eeff0	0	005FBA62	005FB640	STContainerC::GetMessage	CALL 0x00401b0e	pointer_setup	005FBA60: MOV ECX,ESI	1	0	0	previous_call
00401B0E	thunk_FUN_005eeff0	00401B0E	thunk_FUN_005eeff0	0	005FBB2B	005FB640	STContainerC::GetMessage	CALL 0x00401b0e	pointer_setup	005FBB29: MOV ECX,ESI	1	0	0	control_flow_boundary
00401B0E	thunk_FUN_005eeff0	00401B0E	thunk_FUN_005eeff0	0	005FBC62	005FB640	STContainerC::GetMessage	CALL 0x00401b0e	pointer_setup	005FBC60: MOV ECX,ESI	1	0	0	previous_call
00401B13	thunk_FUN_0063c4a0	00401B13	thunk_FUN_0063c4a0	0	0063A462	00639C90	FUN_00639c90	CALL 0x00401b13	pointer_setup	0063A459: MOV ECX,EBX	1	0	0	control_flow_boundary
00401B36	thunk_FUN_004ebab0	00401B36	thunk_FUN_004ebab0	0	004BCEE7	004B9FA0	TLOBaseTy::GetMessage	CALL 0x00401b36	pointer_setup	004BCEE5: MOV ECX,EBX	2	0	0	control_flow_boundary
00401B36	thunk_FUN_004ebab0	00401B36	thunk_FUN_004ebab0	0	00663179	00662240	AiFltClassTy::GetAiMess	CALL 0x00401b36	pointer_setup	00663175: MOV ECX,dword ptr [EBP + -0x20]	2	0	0	control_flow_boundary
00401B7C	thunk_FUN_005f05a0	00401B7C	thunk_FUN_005f05a0	0	005EDD87	005EDC20	FUN_005edc20	CALL 0x00401b7c	pointer_setup	005EDD85: MOV ECX,ESI	2	0	0	previous_call
00401BF9	thunk_FUN_004e9b10	00401BF9	thunk_FUN_004e9b10	0	004E8E00	004E8DC0	FUN_004e8dc0	CALL 0x00401bf9	pointer_setup	004E8DFC: MOV ECX,dword ptr [EBP + -0x4]	1	0	0	control_flow_boundary
00401C0D	thunk_FUN_005cbbe0	00401C0D	thunk_FUN_005cbbe0	0	005D3824	005D1400	SettMapMTy::GetMessage	CALL 0x00401c0d	pointer_setup	005D3822: MOV ECX,EBX	6	0	0	previous_call
00401C0D	thunk_FUN_005cbbe0	00401C0D	thunk_FUN_005cbbe0	0	005D6CDB	005D5560	SettMapSTy::GetMessage	CALL 0x00401c0d	pointer_setup	005D6CD9: MOV ECX,EBX	6	0	0	previous_call
00401C1C	thunk_FUN_004eb6d0	00401C1C	thunk_FUN_004eb6d0	0	004BCF1D	004B9FA0	TLOBaseTy::GetMessage	CALL 0x00401c1c	pointer_setup	004BCF1B: MOV ECX,EBX	4	0	0	control_flow_boundary
00401C2B	thunk_FUN_004dbe00	00401C2B	thunk_FUN_004dbe00	0	004BCC79	004B9FA0	TLOBaseTy::GetMessage	CALL 0x00401c2b	pointer_setup	004BCC77: MOV ECX,EBX	1	0	0	control_flow_boundary
00401C2B	thunk_FUN_004dbe00	00401C2B	thunk_FUN_004dbe00	0	004DC1B4	004DC150	TLOBaseTy::sub_004DC150	CALL 0x00401c2b	pointer_setup	004DC1B0: MOV ECX,dword ptr [EBP + -0x4]	1	0	0	control_flow_boundary
00401C8F	thunk_FUN_006141b0	00401C8F	thunk_FUN_006141b0	0	00613E43	006139A0	FUN_006139a0	CALL 0x00401c8f	pointer_setup	00613E41: MOV ECX,ESI	4	0	0	control_flow_boundary
00401CA8	thunk_FUN_0065bd20	00401CA8	thunk_FUN_0065bd20	0	00656E92	00652810	AiEventClassTy::GetMessage	CALL 0x00401ca8	pointer_setup	00656E90: MOV ECX,EAX	5	0	0	control_flow_boundary
00401CEE	thunk_FUN_00616280	00401CEE	thunk_FUN_00616280	0	00613CC6	006139A0	FUN_006139a0	CALL 0x00401cee	pointer_setup	00613CC4: MOV ECX,ESI	3	0	0	control_flow_boundary
00401CEE	thunk_FUN_00616280	00401CEE	thunk_FUN_00616280	0	006164F7	006164E0	FUN_006164e0	CALL 0x00401cee	pointer_setup	006164F5: MOV ECX,ESI	5	32	0	caller_start
00401CEE	thunk_FUN_00616280	00401CEE	thunk_FUN_00616280	0	00617037	00616F60	FUN_00616f60	CALL 0x00401cee	pointer_setup	00617035: MOV ECX,ESI	3	0	0	control_flow_boundary
00401CF3	thunk_FUN_0063d460	00401CF3	thunk_FUN_0063d460	0	0063A9F9	00639C90	FUN_00639c90	CALL 0x00401cf3	pointer_setup	0063A9F7: MOV ECX,EBX	4	0	0	control_flow_boundary
00401CF3	thunk_FUN_0063d460	00401CF3	thunk_FUN_0063d460	0	0063AAA4	00639C90	FUN_00639c90	CALL 0x00401cf3	pointer_setup	0063AAA2: MOV ECX,EBX	4	0	0	control_flow_boundary
00401CF3	thunk_FUN_0063d460	00401CF3	thunk_FUN_0063d460	0	0063AF03	00639C90	FUN_00639c90	CALL 0x00401cf3	pointer_setup	0063AF01: MOV ECX,EBX	4	0	0	control_flow_boundary
00401D16	thunk_FUN_00640390	00401D16	thunk_FUN_00640390	0	0063AA3D	00639C90	FUN_00639c90	CALL 0x00401d16	pointer_setup	0063AA34: MOV ECX,EBX	1	0	0	previous_call
00401D16	thunk_FUN_00640390	00401D16	thunk_FUN_00640390	0	0063AEBD	00639C90	FUN_00639c90	CALL 0x00401d16	pointer_setup	0063AEBB: MOV ECX,EBX	1	0	0	previous_call
00401D16	thunk_FUN_00640390	00401D16	thunk_FUN_00640390	0	0063AEDA	00639C90	FUN_00639c90	CALL 0x00401d16	pointer_setup	0063AED1: MOV ECX,EBX	1	0	0	control_flow_boundary
00401D16	thunk_FUN_00640390	00401D16	thunk_FUN_00640390	0	0063B012	00639C90	FUN_00639c90	CALL 0x00401d16	pointer_setup	0063B009: MOV ECX,EBX	1	0	0	previous_call
