convention_apply	receiver_type_apply	address	expected_name	expected_name_source	expected_signature	expected_signature_source	expected_calling_convention	proposed_calling_convention	receiver_type_name	receiver_type_path	observed_size	vtable_slots	calls	ecx_pointer_setup	ecx_scalar_setup	ecx_live_prior	caller_cleanup_calls	expected_stack_bytes	confidence	reason
0	0	005EFA10	FUN_005efa10	DEFAULT	undefined FUN_005efa10(void)	DEFAULT	unknown	__thiscall	AnonReceiver_005EFA10	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_005EFA10	578		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	005EFA30	FUN_005efa30	DEFAULT	undefined FUN_005efa30(void)	DEFAULT	unknown	__thiscall	AnonReceiver_005EFA30	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_005EFA30	578		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=1; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	005EFA70	FUN_005efa70	DEFAULT	undefined FUN_005efa70(void)	DEFAULT	unknown	__thiscall	AnonReceiver_005EFA70	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_005EFA70	745		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	005EFAC0	FUN_005efac0	DEFAULT	undefined FUN_005efac0(void)	DEFAULT	unknown	__thiscall	AnonReceiver_005EFAC0	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_005EFAC0	591		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	005F0030	FUN_005f0030	DEFAULT	undefined FUN_005f0030(void)	DEFAULT	unknown	__thiscall	AnonReceiver_005F0030	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_005F0030	591		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	005F0050	FUN_005f0050	DEFAULT	undefined FUN_005f0050(void)	DEFAULT	unknown	__thiscall	AnonReceiver_005F0050	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_005F0050	578		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=2; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	005F0220	FUN_005f0220	DEFAULT	undefined FUN_005f0220(void)	DEFAULT	unknown	__thiscall	AnonReceiver_005F0220	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_005F0220	565		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	005F0380	FUN_005f0380	DEFAULT	undefined FUN_005f0380(void)	DEFAULT	unknown	__thiscall	AnonReceiver_005F0380	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_005F0380	693		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	005F1700	FUN_005f1700	DEFAULT	ushort * __stdcall FUN_005f1700(int param_1, int param_2, int param_3, int param_4, int param_5, int param_6, uint param_7)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	2	1	0	0	0	28	medium	incoming_receiver_captures=1; receiver_accesses=1; incoming_edx_uses=0; calls=2; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[28]; expected_stack=28
1	1	005F35F0	FUN_005f35f0	DEFAULT	undefined4 __stdcall FUN_005f35f0(int param_1)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	4	3	0	0	0	4	high	incoming_receiver_captures=1; receiver_accesses=21; incoming_edx_uses=0; calls=4; ecx_pointer_setup=3; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=4
0	0	005F6EC0	FUN_005f6ec0	DEFAULT	undefined FUN_005f6ec0(void)	DEFAULT	unknown	__thiscall	AnonReceiver_005F6EC0	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_005F6EC0	621		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	005F6EE0	FUN_005f6ee0	DEFAULT	undefined FUN_005f6ee0(void)	DEFAULT	unknown	__thiscall	AnonReceiver_005F6EE0	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_005F6EE0	621		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=1; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	005FAA10	FUN_005faa10	DEFAULT	undefined4 __stdcall FUN_005faa10(int param_1)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	1	1	0	0	0	4	medium	incoming_receiver_captures=1; receiver_accesses=9; incoming_edx_uses=0; calls=1; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=4
0	0	005FB5E0	FUN_005fb5e0	DEFAULT	undefined FUN_005fb5e0(void)	DEFAULT	unknown	__thiscall	AnonReceiver_005FB5E0	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_005FB5E0	621		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	005FCD80	FUN_005fcd80	DEFAULT	undefined FUN_005fcd80(void)	DEFAULT	unknown	__thiscall	AnonReceiver_005FCD80	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_005FCD80	814		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	006029C0	FUN_006029c0	DEFAULT	undefined4 __stdcall FUN_006029c0(void)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	2	1	0	0	0	0	medium	incoming_receiver_captures=1; receiver_accesses=14; incoming_edx_uses=0; calls=2; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
1	1	00602E90	FUN_00602e90	DEFAULT	undefined4 * __stdcall FUN_00602e90(void)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	2	2	0	0	0	0	high	incoming_receiver_captures=1; receiver_accesses=13; incoming_edx_uses=0; calls=2; ecx_pointer_setup=2; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	00626EA0	FUN_00626ea0	DEFAULT	undefined FUN_00626ea0(void)	DEFAULT	unknown	__thiscall	AnonReceiver_00626EA0	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00626EA0	614		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	00626EC0	FUN_00626ec0	DEFAULT	undefined FUN_00626ec0(void)	DEFAULT	unknown	__thiscall	AnonReceiver_00626EC0	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00626EC0	686		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	00626FA0	FUN_00626fa0	DEFAULT	undefined FUN_00626fa0(void)	DEFAULT	unknown	__thiscall	AnonReceiver_00626FA0	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00626FA0	545		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	00627250	FUN_00627250	DEFAULT	undefined FUN_00627250(void)	DEFAULT	unknown	__thiscall	AnonReceiver_00627250	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00627250	690		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	00627A60	FUN_00627a60	DEFAULT	undefined FUN_00627a60(void)	DEFAULT	unknown	__thiscall	AnonReceiver_00627A60	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00627A60	690		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	00627E80	FUN_00627e80	DEFAULT	undefined FUN_00627e80(void)	DEFAULT	unknown	__thiscall	AnonReceiver_00627E80	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00627E80	690		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
1	1	00630C50	FUN_00630c50	DEFAULT	ushort * __stdcall FUN_00630c50(undefined4 param_1, int param_2, int param_3, int param_4, int param_5)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	5	5	0	0	0	20	high	incoming_receiver_captures=1; receiver_accesses=12; incoming_edx_uses=0; calls=5; ecx_pointer_setup=5; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[20]; expected_stack=20
0	0	00647C80	FUN_00647c80	DEFAULT	undefined FUN_00647c80(void)	DEFAULT	unknown	__thiscall	AnonReceiver_00647C80	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00647C80	218		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	0064A970	FUN_0064a970	DEFAULT	float * __stdcall FUN_0064a970(char * param_1, int param_2, int * param_3)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_0064A970	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0064A970	1463	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x24,0x28,0x2C,0x30	2	1	1	0	0	12	review	incoming_receiver_captures=1; receiver_accesses=3; incoming_edx_uses=0; calls=2; ecx_pointer_setup=1; ecx_scalar_setup=1; caller_cleanup_calls=0; callee_ret_pop=[12]; expected_stack=12
1	1	0065FA60	FUN_0065fa60	DEFAULT	uint * __stdcall FUN_0065fa60(int param_1, int param_2, short * param_3)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	4	4	0	0	0	12	high	incoming_receiver_captures=1; receiver_accesses=4; incoming_edx_uses=0; calls=4; ecx_pointer_setup=4; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[12]; expected_stack=12
0	0	0066ACC0	FUN_0066acc0	DEFAULT	uint * __stdcall FUN_0066acc0(char * param_1, int param_2, int * param_3)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_0064A970	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0064A970	1463	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x24,0x28,0x2C,0x30	1	1	0	0	0	12	medium	incoming_receiver_captures=1; receiver_accesses=37; incoming_edx_uses=0; calls=1; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[12]; expected_stack=12
0	0	00671F10	FUN_00671f10	DEFAULT	float * __stdcall FUN_00671f10(int param_1, int * param_2, int * param_3)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_0064A970	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0064A970	1463	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x24,0x28,0x2C,0x30	1	1	0	0	0	12	medium	incoming_receiver_captures=1; receiver_accesses=5; incoming_edx_uses=0; calls=1; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[12]; expected_stack=12
1	1	00672440	FUN_00672440	DEFAULT	int __stdcall FUN_00672440(int param_1, int param_2, short * param_3)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_0064A970	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0064A970	1463	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x24,0x28,0x2C,0x30	2	2	0	0	0	12	high	incoming_receiver_captures=1; receiver_accesses=14; incoming_edx_uses=0; calls=2; ecx_pointer_setup=2; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[12]; expected_stack=12
0	0	00678930	FUN_00678930	DEFAULT	undefined FUN_00678930(void)	DEFAULT	unknown	__thiscall	AnonReceiver_00678930	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00678930	1471		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	00679120	FUN_00679120	DEFAULT	uint __stdcall FUN_00679120(byte * param_1, int param_2, int param_3, int param_4)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	1	1	0	0	0	16	medium	incoming_receiver_captures=1; receiver_accesses=7; incoming_edx_uses=0; calls=1; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[16]; expected_stack=16
0	0	00692920	FUN_00692920	DEFAULT	int __stdcall FUN_00692920(cMf32 * param_1, undefined4 * param_2, undefined4 * param_3, int param_4, int param_5)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00691650	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00691650	4		3	3	0	0	0	20	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=3; ecx_pointer_setup=3; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[20]; expected_stack=20
0	0	006939F0	FUN_006939f0	DEFAULT	undefined4 __stdcall FUN_006939f0(void)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_006939F0	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_006939F0	4		0	0	0	0	0	0	review	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=0; stack_discipline_mismatch
0	0	00693B20	FUN_00693b20	DEFAULT	undefined FUN_00693b20(void)	DEFAULT	unknown	__thiscall	AnonReceiver_00693B20	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00693B20	6561		1	1	0	0	0	0	medium	incoming_receiver_captures=1; receiver_accesses=1; incoming_edx_uses=0; calls=1; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[28]; expected_stack=0; stack_discipline_mismatch
0	0	006942A0	FUN_006942a0	DEFAULT	int __stdcall FUN_006942a0(void)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_006942A0	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_006942A0	17		0	0	0	0	0	0	review	incoming_receiver_captures=1; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=0; stack_discipline_mismatch
0	0	00696EB0	FUN_00696eb0	DEFAULT	undefined4 __stdcall FUN_00696eb0(int * param_1, int param_2, int param_3, int param_4, int param_5, int param_6, int param_7)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	1	1	0	0	0	28	medium	incoming_receiver_captures=1; receiver_accesses=4; incoming_edx_uses=0; calls=1; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[28]; expected_stack=28
0	0	0069C790	FUN_0069c790	DEFAULT	int __stdcall FUN_0069c790(uint * param_1, int param_2, uint param_3, uint param_4)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	1	1	0	0	0	16	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=1; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[16]; expected_stack=16
0	0	0069C8B0	FUN_0069c8b0	DEFAULT	uint * __stdcall FUN_0069c8b0(int param_1, int param_2, int param_3)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	1	1	0	0	0	12	medium	incoming_receiver_captures=1; receiver_accesses=0; incoming_edx_uses=0; calls=1; ecx_pointer_setup=1; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[12]; expected_stack=12
0	0	006A0C90	FUN_006a0c90	DEFAULT	undefined __stdcall FUN_006a0c90(uint param_1, int param_2, int param_3, uint param_4, int param_5, int param_6, uint param_7)	ANALYSIS	__stdcall	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	6	6	0	0	0	28	medium	incoming_receiver_captures=1; receiver_accesses=1; incoming_edx_uses=0; calls=6; ecx_pointer_setup=6; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[28]; expected_stack=28
0	0	0071CF60	FUN_0071cf60	DEFAULT	undefined FUN_0071cf60(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0071CF60	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0071CF60	32		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=2; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	0071CF80	FUN_0071cf80	DEFAULT	undefined FUN_0071cf80(void)	DEFAULT	unknown	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=6; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	00724D20	FUN_00724d20	DEFAULT	undefined FUN_00724d20(void)	DEFAULT	unknown	__thiscall	AnonReceiver_00724D20	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00724D20	32		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=2; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	00724D40	FUN_00724d40	DEFAULT	undefined FUN_00724d40(void)	DEFAULT	unknown	__thiscall	AnonReceiver_00405687	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00405687	22615	0x0,0x4,0x8,0xC,0x10,0x14,0x18,0x1C,0x20,0x24,0x28,0x2C,0x6C,0x78,0x7C,0x90,0xAC,0xC4,0xC8,0xCC,0xD8,0xE8,0xF8,0x100,0x104,0x124	0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=5; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	00747212	FUN_00747212	DEFAULT	undefined FUN_00747212(void)	DEFAULT	unknown	__thiscall	AnonReceiver_00747212	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00747212	40		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=3; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=0; stack_discipline_mismatch
0	0	0074747F	FUN_0074747f	DEFAULT	undefined FUN_0074747f(void)	DEFAULT	unknown	__thiscall	AnonReceiver_0074747F	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0074747F	76		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	00748287	FUN_00748287	DEFAULT	undefined FUN_00748287(void)	DEFAULT	unknown	__thiscall	AnonReceiver_00748287	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00748287	124		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	00748481	FUN_00748481	DEFAULT	undefined FUN_00748481(void)	DEFAULT	unknown	__thiscall	AnonReceiver_00748481	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00748481	156		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[16]; expected_stack=0; stack_discipline_mismatch
0	0	007484AB	FUN_007484ab	DEFAULT	undefined FUN_007484ab(void)	DEFAULT	unknown	__thiscall	AnonReceiver_007484AB	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_007484AB	160		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[4]; expected_stack=0; stack_discipline_mismatch
0	0	007484C9	FUN_007484c9	DEFAULT	undefined FUN_007484c9(void)	DEFAULT	unknown	__thiscall	AnonReceiver_007484C9	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_007484C9	28		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
0	0	007484DD	FUN_007484dd	DEFAULT	undefined FUN_007484dd(void)	DEFAULT	unknown	__thiscall	AnonReceiver_007484DD	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_007484DD	156		0	0	0	0	0	0	review	incoming_receiver_captures=0; receiver_accesses=1; incoming_edx_uses=0; calls=0; ecx_pointer_setup=0; ecx_scalar_setup=0; caller_cleanup_calls=0; callee_ret_pop=[0]; expected_stack=0
