function_address	function	parameter_ordinal	parameter_name	parameter_type	storage	frame_offset	qualifies	selected	score	direct_reads	scalar_operations	signed_comparisons	unsigned_bounds	pointer_dereferences	slot_reused	evidence
0061FC00	FUN_0061fc00	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0061FC00	FUN_0061fc00	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	200	2	0	0	0	2	0	0061FC03 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 0061FC09 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 0061FC79 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 0061FC7F pointer-like dereference: MOV dword ptr [ESI],EDX
0061FC00	FUN_0061fc00	2	param_2	pointer:/undefined4	Stack[0x8]:4	0x8	0	0	200	2	0	0	0	2	0	0061FC03 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 0061FC09 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 0061FC79 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 0061FC7F pointer-like dereference: MOV dword ptr [ESI],EDX
0061FC00	FUN_0061fc00	2	param_2	pointer:/undefined4	Stack[0x8]:4	0xc	0	0	200	2	0	0	0	2	0	0061FC0F incoming load: MOV EDX,dword ptr [EBP + 0xc] | 0061FC16 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 0061FC81 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 0061FC87 pointer-like dereference: MOV dword ptr [EDX],ECX
006201F0	FUN_006201f0	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006201F0	FUN_006201f0	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	200	2	0	0	0	2	0	006201F3 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 006201F9 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 00620269 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 0062026F pointer-like dereference: MOV dword ptr [ESI],EDX
006201F0	FUN_006201f0	2	param_2	pointer:/undefined4	Stack[0x8]:4	0x8	0	0	200	2	0	0	0	2	0	006201F3 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 006201F9 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 00620269 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 0062026F pointer-like dereference: MOV dword ptr [ESI],EDX
006201F0	FUN_006201f0	2	param_2	pointer:/undefined4	Stack[0x8]:4	0xc	0	0	200	2	0	0	0	2	0	006201FF incoming load: MOV EDX,dword ptr [EBP + 0xc] | 00620206 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 00620271 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 00620277 pointer-like dereference: MOV dword ptr [EDX],ECX
006205B0	FUN_006205b0	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006205B0	FUN_006205b0	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	200	2	0	0	0	2	0	006205B3 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 006205B9 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 00620629 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 0062062F pointer-like dereference: MOV dword ptr [ESI],EDX
006205B0	FUN_006205b0	2	param_2	pointer:/undefined4	Stack[0x8]:4	0x8	0	0	200	2	0	0	0	2	0	006205B3 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 006205B9 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 00620629 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 0062062F pointer-like dereference: MOV dword ptr [ESI],EDX
006205B0	FUN_006205b0	2	param_2	pointer:/undefined4	Stack[0x8]:4	0xc	0	0	200	2	0	0	0	2	0	006205BF incoming load: MOV EDX,dword ptr [EBP + 0xc] | 006205C6 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 00620631 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 00620637 pointer-like dereference: MOV dword ptr [EDX],ECX
00620940	FUN_00620940	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00620940	FUN_00620940	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	200	2	0	0	0	2	0	00620943 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 00620949 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 006209B9 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 006209BF pointer-like dereference: MOV dword ptr [ESI],EDX
00620940	FUN_00620940	2	param_2	pointer:/undefined4	Stack[0x8]:4	0x8	0	0	200	2	0	0	0	2	0	00620943 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 00620949 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 006209B9 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 006209BF pointer-like dereference: MOV dword ptr [ESI],EDX
00620940	FUN_00620940	2	param_2	pointer:/undefined4	Stack[0x8]:4	0xc	0	0	200	2	0	0	0	2	0	0062094F incoming load: MOV EDX,dword ptr [EBP + 0xc] | 00620956 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 006209C1 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 006209C7 pointer-like dereference: MOV dword ptr [EDX],ECX
00620CE0	FUN_00620ce0	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00620CE0	FUN_00620ce0	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	200	2	0	0	0	2	0	00620CE3 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 00620CE9 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 00620D59 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 00620D5F pointer-like dereference: MOV dword ptr [ESI],EDX
00620CE0	FUN_00620ce0	2	param_2	pointer:/undefined4	Stack[0x8]:4	0x8	0	0	200	2	0	0	0	2	0	00620CE3 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 00620CE9 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 00620D59 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 00620D5F pointer-like dereference: MOV dword ptr [ESI],EDX
00620CE0	FUN_00620ce0	2	param_2	pointer:/undefined4	Stack[0x8]:4	0xc	0	0	200	2	0	0	0	2	0	00620CEF incoming load: MOV EDX,dword ptr [EBP + 0xc] | 00620CF6 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 00620D61 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 00620D67 pointer-like dereference: MOV dword ptr [EDX],ECX
00621120	FUN_00621120	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00621120	FUN_00621120	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	200	2	0	0	0	2	0	00621123 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 00621129 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 00621199 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 0062119F pointer-like dereference: MOV dword ptr [ESI],EDX
00621120	FUN_00621120	2	param_2	pointer:/undefined4	Stack[0x8]:4	0x8	0	0	200	2	0	0	0	2	0	00621123 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 00621129 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 00621199 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 0062119F pointer-like dereference: MOV dword ptr [ESI],EDX
00621120	FUN_00621120	2	param_2	pointer:/undefined4	Stack[0x8]:4	0xc	0	0	200	2	0	0	0	2	0	0062112F incoming load: MOV EDX,dword ptr [EBP + 0xc] | 00621136 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 006211A1 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 006211A7 pointer-like dereference: MOV dword ptr [EDX],ECX
006214C0	FUN_006214c0	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
006214C0	FUN_006214c0	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	200	2	0	0	0	2	0	006214C3 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 006214C9 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 00621539 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 0062153F pointer-like dereference: MOV dword ptr [ESI],EDX
006214C0	FUN_006214c0	2	param_2	pointer:/undefined4	Stack[0x8]:4	0x8	0	0	200	2	0	0	0	2	0	006214C3 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 006214C9 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 00621539 incoming load: MOV ESI,dword ptr [EBP + 0x8] | 0062153F pointer-like dereference: MOV dword ptr [ESI],EDX
006214C0	FUN_006214c0	2	param_2	pointer:/undefined4	Stack[0x8]:4	0xc	0	0	200	2	0	0	0	2	0	006214CF incoming load: MOV EDX,dword ptr [EBP + 0xc] | 006214D6 pointer-like dereference: MOV dword ptr [EDX],0xffffffff | 00621541 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 00621547 pointer-like dereference: MOV dword ptr [EDX],ECX
00621640	FUN_00621640	2	param_2	pointer:/undefined4	Stack[0x8]:4	0x8	0	0	100	1	0	0	0	0	0	-
00621640	FUN_00621640	2	param_2	pointer:/undefined4	Stack[0x8]:4	0xc	0	0	200	2	0	0	0	2	0	00621643 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 0062164B pointer-like dereference: MOV dword ptr [EDX],0x0 | 006216A5 incoming load: MOV ECX,dword ptr [EBP + 0xc] | 006216A8 pointer-like dereference: MOV dword ptr [ECX],0x1
00622AB0	STAllPlayersC::FUN_00622ab0	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00622AB0	STAllPlayersC::FUN_00622ab0	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	1102	1	2	0	0	0	1	00622AB6 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 00622ACE scalar operation: LEA ESI,[EAX + 0x109] | 00622AE5 scalar operation: LEA EAX,[EDI + 0x109] | 00622AEB first slot write: MOV dword ptr [EBP + 0x8],EAX
006270E0	FUN_006270e0	2	param_2	pointer:/undefined1	Stack[0x8]:4	0x8	0	0	100	1	0	0	0	0	0	006270EC incoming load: MOV EDX,dword ptr [EBP + 0x8]
006270E0	FUN_006270e0	2	param_2	pointer:/undefined1	Stack[0x8]:4	0xc	0	0	100	1	0	0	0	0	0	006270E5 incoming load: MOV ECX,dword ptr [EBP + 0xc]
00627200	FUN_00627200	2	param_2	pointer:/undefined2	Stack[0x8]:4	0x8	0	0	0	0	0	0	0	0	0	-
00627200	FUN_00627200	2	param_2	pointer:/undefined2	Stack[0x8]:4	0xc	0	0	100	1	0	0	0	1	0	00627203 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 0062720D pointer-like dereference: MOV word ptr [EDX],AX
00627200	FUN_00627200	3	param_3	pointer:/undefined2	Stack[0xc]:4	0xc	0	0	100	1	0	0	0	1	0	00627203 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 0062720D pointer-like dereference: MOV word ptr [EDX],AX
00627200	FUN_00627200	3	param_3	pointer:/undefined2	Stack[0xc]:4	0x10	0	0	100	1	0	0	0	1	0	00627210 incoming load: MOV EDX,dword ptr [EBP + 0x10] | 0062721A pointer-like dereference: MOV word ptr [EDX],AX
00627200	FUN_00627200	4	param_4	pointer:/undefined2	Stack[0x10]:4	0x10	0	0	100	1	0	0	0	1	0	00627210 incoming load: MOV EDX,dword ptr [EBP + 0x10] | 0062721A pointer-like dereference: MOV word ptr [EDX],AX
00627200	FUN_00627200	4	param_4	pointer:/undefined2	Stack[0x10]:4	0x14	0	0	100	1	0	0	0	1	0	00627224 incoming load: MOV ECX,dword ptr [EBP + 0x14] | 0062722A pointer-like dereference: MOV word ptr [ECX],AX
00627200	FUN_00627200	5	param_5	pointer:/undefined4	Stack[0x14]:4	0x14	0	0	100	1	0	0	0	1	0	00627224 incoming load: MOV ECX,dword ptr [EBP + 0x14] | 0062722A pointer-like dereference: MOV word ptr [ECX],AX
00627200	FUN_00627200	5	param_5	pointer:/undefined4	Stack[0x14]:4	0x18	0	0	100	1	0	0	0	1	0	00627227 incoming load: MOV EDX,dword ptr [EBP + 0x18] | 0062722D pointer-like dereference: MOV dword ptr [EDX],0x0
0062A8B0	FUN_0062a8b0	0	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0062A8B0	FUN_0062a8b0	0	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	800	8	0	0	0	8	0	0062A8EE incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0062A8F4 pointer-like dereference: MOV dword ptr [EAX],0x24b5 | 0062A909 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 0062A90F pointer-like dereference: MOV dword ptr [EDX],0x19f5 | 0062A924 incoming load: MOV ECX,dword ptr [EBP + 0x8] | 0062A92F pointer-like dereference: MOV dword ptr [ECX],0x0 | 0062A93F incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0062A945 pointer-like dereference: MOV dword ptr [EAX],0xffffe60b | 0062A95A incoming load: MOV EDX,dword ptr [EBP + 0x8] | 0062A960 pointer-like dereference: MOV dword ptr [EDX],0xffffdb4b | 0062A975 incoming load: MOV ECX,dword ptr [EBP + 0x8] | 0062A980 pointer-like dereference: MOV dword ptr [ECX],0xffffe60b | 0062A990 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0062A996 pointer-like dereference: MOV dword ptr [EAX],0x0 | 0062A9AB incoming load: MOV EDX,dword ptr [EBP + 0x8] | 0062A9B1 pointer-like dereference: MOV dword ptr [EDX],0x19f5
0062A8B0	FUN_0062a8b0	1	param_2	pointer:/undefined4	Stack[0x8]:4	0x8	0	0	800	8	0	0	0	8	0	0062A8EE incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0062A8F4 pointer-like dereference: MOV dword ptr [EAX],0x24b5 | 0062A909 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 0062A90F pointer-like dereference: MOV dword ptr [EDX],0x19f5 | 0062A924 incoming load: MOV ECX,dword ptr [EBP + 0x8] | 0062A92F pointer-like dereference: MOV dword ptr [ECX],0x0 | 0062A93F incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0062A945 pointer-like dereference: MOV dword ptr [EAX],0xffffe60b | 0062A95A incoming load: MOV EDX,dword ptr [EBP + 0x8] | 0062A960 pointer-like dereference: MOV dword ptr [EDX],0xffffdb4b | 0062A975 incoming load: MOV ECX,dword ptr [EBP + 0x8] | 0062A980 pointer-like dereference: MOV dword ptr [ECX],0xffffe60b | 0062A990 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0062A996 pointer-like dereference: MOV dword ptr [EAX],0x0 | 0062A9AB incoming load: MOV EDX,dword ptr [EBP + 0x8] | 0062A9B1 pointer-like dereference: MOV dword ptr [EDX],0x19f5
0062A8B0	FUN_0062a8b0	1	param_2	pointer:/undefined4	Stack[0x8]:4	0xc	0	0	800	8	0	0	0	8	0	0062A8F1 incoming load: MOV ECX,dword ptr [EBP + 0xc] | 0062A8FA pointer-like dereference: MOV dword ptr [ECX],0x0 | 0062A90C incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0062A915 pointer-like dereference: MOV dword ptr [EAX],0xffffe60b | 0062A927 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 0062A935 pointer-like dereference: MOV dword ptr [EDX],0xffffdb4b | 0062A942 incoming load: MOV ECX,dword ptr [EBP + 0xc] | 0062A94B pointer-like dereference: MOV dword ptr [ECX],0xffffe60b | 0062A95D incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0062A966 pointer-like dereference: MOV dword ptr [EAX],0x0 | 0062A978 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 0062A986 pointer-like dereference: MOV dword ptr [EDX],0x19f5 | 0062A993 incoming load: MOV ECX,dword ptr [EBP + 0xc] | 0062A99C pointer-like dereference: MOV dword ptr [ECX],0x24b5 | 0062A9AE incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0062A9B7 pointer-like dereference: MOV dword ptr [EAX],0x19f5
0062A8B0	FUN_0062a8b0	2	param_3	pointer:/undefined4	Stack[0xc]:4	0xc	0	0	800	8	0	0	0	8	0	0062A8F1 incoming load: MOV ECX,dword ptr [EBP + 0xc] | 0062A8FA pointer-like dereference: MOV dword ptr [ECX],0x0 | 0062A90C incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0062A915 pointer-like dereference: MOV dword ptr [EAX],0xffffe60b | 0062A927 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 0062A935 pointer-like dereference: MOV dword ptr [EDX],0xffffdb4b | 0062A942 incoming load: MOV ECX,dword ptr [EBP + 0xc] | 0062A94B pointer-like dereference: MOV dword ptr [ECX],0xffffe60b | 0062A95D incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0062A966 pointer-like dereference: MOV dword ptr [EAX],0x0 | 0062A978 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 0062A986 pointer-like dereference: MOV dword ptr [EDX],0x19f5 | 0062A993 incoming load: MOV ECX,dword ptr [EBP + 0xc] | 0062A99C pointer-like dereference: MOV dword ptr [ECX],0x24b5 | 0062A9AE incoming load: MOV EAX,dword ptr [EBP + 0xc] | 0062A9B7 pointer-like dereference: MOV dword ptr [EAX],0x19f5
0062A8B0	FUN_0062a8b0	2	param_3	pointer:/undefined4	Stack[0xc]:4	0x10	0	0	100	1	0	0	0	1	0	0062A8CA incoming load: MOV ECX,dword ptr [EBP + 0x10] | 0062A8D3 pointer-like dereference: MOV dword ptr [ECX],0xd5c
0062AEF0	STParticleC::sub_0062AEF0	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0062AEF0	STParticleC::sub_0062AEF0	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	0	0	0062AEF4 incoming load: MOV ESI,dword ptr [EBP + 0x8]
0062AF40	FUN_0062af40	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0062AF40	FUN_0062af40	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	2	0	0062AF50 incoming load: MOV EDX,dword ptr [EBP + 0x8] | 0062AF55 pointer-like dereference: MOV dword ptr [EDX],0x0 | 0062AF71 pointer-like dereference: MOV dword ptr [EDX],0xd7
0062CA20	FUN_0062ca20	0	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0062CA20	FUN_0062ca20	0	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	0	0	0062CA25 incoming load: MOV ESI,dword ptr [EBP + 0x8]
0062CA70	FUN_0062ca70	0	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0062CA70	FUN_0062ca70	0	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	1	0	0062CA7D incoming load: MOV ECX,dword ptr [EBP + 0x8] | 0062CA82 pointer-like dereference: MOV dword ptr [ECX],EAX
0062CA70	FUN_0062ca70	1	param_2	pointer:/undefined4	Stack[0x8]:4	0x8	0	0	100	1	0	0	0	1	0	0062CA7D incoming load: MOV ECX,dword ptr [EBP + 0x8] | 0062CA82 pointer-like dereference: MOV dword ptr [ECX],EAX
0062CA70	FUN_0062ca70	1	param_2	pointer:/undefined4	Stack[0x8]:4	0xc	0	0	100	1	0	0	0	0	0	0062CA86 incoming load: MOV ESI,dword ptr [EBP + 0xc]
0062D840	STManRub3C::sub_0062D840	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0062D840	STManRub3C::sub_0062D840	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	1100	1	0	0	0	0	1	0062D853 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 0062D85D first slot write: MOV dword ptr [EBP + 0x8],0x98
0062F3B0	STRubbishC::LoadImagSpr	1	param_1	pointer:/void	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
0062F3B0	STRubbishC::LoadImagSpr	1	param_1	pointer:/void	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	0	0	0062F3F0 incoming load: MOV EAX,dword ptr [EBP + 0x8]
00630340	FUN_00630340	3	param_3	pointer:/undefined4	Stack[0xc]:4	0xc	0	0	100	1	0	0	0	1	0	00630373 incoming load: MOV EDI,dword ptr [EBP + 0xc] | 00630390 pointer-like dereference: MOV dword ptr [EDI],ESI
00630340	FUN_00630340	3	param_3	pointer:/undefined4	Stack[0xc]:4	0x10	0	0	100	1	0	0	0	1	0	0063036C incoming load: MOV EBX,dword ptr [EBP + 0x10] | 00630384 pointer-like dereference: MOV dword ptr [EBX],ESI
00630340	FUN_00630340	4	param_4	pointer:/undefined4	Stack[0x10]:4	0x10	0	0	100	1	0	0	0	1	0	0063036C incoming load: MOV EBX,dword ptr [EBP + 0x10] | 00630384 pointer-like dereference: MOV dword ptr [EBX],ESI
00630340	FUN_00630340	4	param_4	pointer:/undefined4	Stack[0x10]:4	0x14	0	0	100	1	0	0	0	1	0	0063037A incoming load: MOV EAX,dword ptr [EBP + 0x14] | 0063039C pointer-like dereference: MOV dword ptr [EAX],ESI
006303E0	FUN_006303e0	3	param_3	pointer:/undefined4	Stack[0xc]:4	0xc	0	0	100	1	0	0	0	1	0	00630403 incoming load: MOV ECX,dword ptr [EBP + 0xc] | 00630409 pointer-like dereference: MOV dword ptr [ECX],EAX
006303E0	FUN_006303e0	3	param_3	pointer:/undefined4	Stack[0xc]:4	0x10	0	0	100	1	0	0	0	1	0	006303F7 incoming load: MOV EDX,dword ptr [EBP + 0x10] | 006303FA pointer-like dereference: MOV dword ptr [EDX],EAX
00631390	STManRuinC::sub_00631390	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00631390	STManRuinC::sub_00631390	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	101	1	1	0	0	0	0	006313A3 incoming load: MOV EAX,dword ptr [EBP + 0x8] | 006313B0 scalar operation: LEA ESI,[EAX + 0x55]
00631880	STManRuinC::sub_00631880	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x4	0	0	0	0	0	0	0	0	0	-
00631880	STManRuinC::sub_00631880	1	param_1	pointer:/undefined4	Stack[0x4]:4	0x8	0	0	100	1	0	0	0	0	0	00631888 incoming load: MOV ESI,dword ptr [EBP + 0x8]
00631E00	FUN_00631e00	3	param_3	pointer:/undefined4	Stack[0xc]:4	0xc	0	0	200	2	0	0	0	0	0	00631E33 incoming load: MOV ECX,dword ptr [EBP + 0xc] | 00631EC4 incoming load: MOV ESI,dword ptr [EBP + 0xc]
00631E00	FUN_00631e00	3	param_3	pointer:/undefined4	Stack[0xc]:4	0x10	0	0	200	2	0	0	0	2	0	00631E58 incoming load: MOV EAX,dword ptr [EBP + 0x10] | 00631E5B pointer-like dereference: MOV dword ptr [EAX],ECX | 00631EE3 incoming load: MOV EDI,dword ptr [EBP + 0x10] | 00631EEE pointer-like dereference: MOV dword ptr [EDI],ESI
00631E00	FUN_00631e00	4	param_4	pointer:/undefined4	Stack[0x10]:4	0x10	0	0	200	2	0	0	0	2	0	00631E58 incoming load: MOV EAX,dword ptr [EBP + 0x10] | 00631E5B pointer-like dereference: MOV dword ptr [EAX],ECX | 00631EE3 incoming load: MOV EDI,dword ptr [EBP + 0x10] | 00631EEE pointer-like dereference: MOV dword ptr [EDI],ESI
00631E00	FUN_00631e00	4	param_4	pointer:/undefined4	Stack[0x10]:4	0x14	0	0	200	2	0	0	0	2	0	00631E66 incoming load: MOV ECX,dword ptr [EBP + 0x14] | 00631E69 pointer-like dereference: MOV dword ptr [ECX],EAX | 00631EF3 incoming load: MOV EDI,dword ptr [EBP + 0x14] | 00631EFC pointer-like dereference: MOV dword ptr [EDI],ESI
00631E00	FUN_00631e00	5	param_5	pointer:/undefined4	Stack[0x14]:4	0x14	0	0	200	2	0	0	0	2	0	00631E66 incoming load: MOV ECX,dword ptr [EBP + 0x14] | 00631E69 pointer-like dereference: MOV dword ptr [ECX],EAX | 00631EF3 incoming load: MOV EDI,dword ptr [EBP + 0x14] | 00631EFC pointer-like dereference: MOV dword ptr [EDI],ESI
00631E00	FUN_00631e00	5	param_5	pointer:/undefined4	Stack[0x14]:4	0x18	0	0	200	2	0	0	0	2	0	00631E74 incoming load: MOV EAX,dword ptr [EBP + 0x18] | 00631E77 pointer-like dereference: MOV dword ptr [EAX],ECX | 00631F01 incoming load: MOV EDI,dword ptr [EBP + 0x18] | 00631F0A pointer-like dereference: MOV dword ptr [EDI],ESI
00631E00	FUN_00631e00	6	param_6	pointer:/undefined4	Stack[0x18]:4	0x18	0	0	200	2	0	0	0	2	0	00631E74 incoming load: MOV EAX,dword ptr [EBP + 0x18] | 00631E77 pointer-like dereference: MOV dword ptr [EAX],ECX | 00631F01 incoming load: MOV EDI,dword ptr [EBP + 0x18] | 00631F0A pointer-like dereference: MOV dword ptr [EDI],ESI
00631E00	FUN_00631e00	6	param_6	pointer:/undefined4	Stack[0x18]:4	0x1c	0	0	200	2	0	0	0	2	0	00631E82 incoming load: MOV ECX,dword ptr [EBP + 0x1c] | 00631E85 pointer-like dereference: MOV dword ptr [ECX],EAX | 00631EAE incoming load: MOV EAX,dword ptr [EBP + 0x1c] | 00631F15 pointer-like dereference: MOV dword ptr [EAX],ESI
00632030	FUN_00632030	1	param_2	pointer:/undefined4	Stack[0x8]:4	0x8	0	0	101	1	1	0	0	1	0	00632033 incoming load: MOV ECX,dword ptr [EBP + 0x8] | 00632039 scalar operation: ADD ECX,-0x19 | 0063204D pointer-like dereference: MOV DL,byte ptr [ECX + 0x632368]
00632030	FUN_00632030	1	param_2	pointer:/undefined4	Stack[0x8]:4	0xc	0	0	1900	19	0	0	0	19	0	0063205A incoming load: MOV ECX,dword ptr [EBP + 0xc] | 00632060 pointer-like dereference: MOV dword ptr [ECX],0x96 | 0063207F incoming load: MOV EDX,dword ptr [EBP + 0xc] | 00632085 pointer-like dereference: MOV dword ptr [EDX],0x96 | 006320A4 incoming load: MOV ECX,dword ptr [EBP + 0xc] | 006320AA pointer-like dereference: MOV dword ptr [ECX],0x8c | 006320C9 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 006320CF pointer-like dereference: MOV dword ptr [EDX],0x8c | 006320EE incoming load: MOV ECX,dword ptr [EBP + 0xc] | 006320F4 pointer-like dereference: MOV dword ptr [ECX],0xaf | 00632113 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 00632119 pointer-like dereference: MOV dword ptr [EDX],0xaa | 00632138 incoming load: MOV EDX,dword ptr [EBP + 0xc] | 0063213E pointer-like dereference: MOV dword ptr [EDX],0xaa | 0063215D incoming load: MOV ECX,dword ptr [EBP + 0xc] | 00632163 pointer-like dereference: MOV dword ptr [ECX],0x96
