apply	function_address	function_name	original_name	merge_group	merge_group_count	expected_current_type	expected_symbol_source	proposed_type	anchor_kind	anchor_address	anchor_time	anchor_operand	direct_target_address	resolved_target_address	anchor_source	supporting_anchors	evidence_count	confidence	reason
0	004CA3C0	TLOBaseTy::ReloadLogoPlane	puVar1	0	2	pointer:/undefined4	DEFAULT	pointer:/STT3DSprC	call_argument	004CA434	109	0	004022AC	004ACD30	ANALYSIS	004CA434:t109:call_argument:0:004022AC:004ACD30,004CA441:t126:call_argument:0:004022AC:004ACD30,004CA458:t188:call_argument:0:004022AC:004ACD30,004CA476:t232:call_argument:0:004022AC:004ACD30,004CA4B5:t296:call_argument:0:00404183:004AB880,004CA4F0:t357:call_argument:0:00401064:004ABE40,004CA4FB:t373:call_argument:0:004022AC:004ACD30,004CA51A:t420:call_argument:0:004022AC:004ACD30	8	review	separate decompiler merge group; exact_type_votes=8; score=32; sources=[call_argument]; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
0	004CA3C0	TLOBaseTy::ReloadLogoPlane	puVar1	1	2	pointer:/undefined4	DEFAULT	pointer:/STT3DSprC	call_argument	004CA584	512	0	004022AC	004ACD30	ANALYSIS	004CA584:t512:call_argument:0:004022AC:004ACD30,004CA591:t529:call_argument:0:004022AC:004ACD30,004CA5A8:t591:call_argument:0:004022AC:004ACD30,004CA5C6:t635:call_argument:0:004022AC:004ACD30,004CA605:t699:call_argument:0:00404183:004AB880,004CA640:t760:call_argument:0:00401064:004ABE40,004CA64B:t776:call_argument:0:004022AC:004ACD30,004CA66A:t823:call_argument:0:004022AC:004ACD30	8	review	separate decompiler merge group; exact_type_votes=8; score=32; sources=[call_argument]; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
0	004CA7B0	TLOBaseTy::sub_004CA7B0	this_00	0	1	pointer:/undefined4	DEFAULT	pointer:/STT3DSprC	call_argument	004CA7CE	37	0	004022AC	004ACD30	ANALYSIS	004CA7CE:t37:call_argument:0:004022AC:004ACD30,004CA849:t186:call_argument:0:004022AC:004ACD30,004CA874:t1167:call_argument:0:004022AC:004ACD30,004CAA1F:t925:call_argument:0:004022AC:004ACD30,004CAA34:t967:call_argument:0:004022AC:004ACD30,004CAAA7:t225:call_argument:0:00401064:004ABE40,004CAABB:t239:call_argument:0:00405240:004AC1A0,004CAACE:t1392:call_argument:0:00404264:004AC410	8	review	single undefined local lifetime; exact_type_votes=8; score=32; sources=[call_argument]; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
0	004CABB0	TLOBaseTy::RotateSpr	puVar1	0	2	pointer:/undefined4	DEFAULT	pointer:/STT3DSprC	call_argument	004CAD16	361	0	004022AC	004ACD30	ANALYSIS	004CAD16:t361:call_argument:0:004022AC:004ACD30,004CAD21:t369:call_argument:0:004022AC:004ACD30,004CAD2E:t389:call_argument:0:004022AC:004ACD30,004CAD72:t463:call_argument:0:004022AC:004ACD30,004CAD80:t474:call_argument:0:004022AC:004ACD30	5	review	separate decompiler merge group; exact_type_votes=5; score=20; sources=[call_argument]; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
0	004CBAD0	FUN_004cbad0	uVar3	0	7	/uint	DEFAULT		call_return	004CBB57	167	-1	004052CC	004AD650	ANALYSIS	004CBB57:t167:call_return:-1:004052CC:004AD650	2	conflict	incompatible exact lifetime types=[/int, /uint]
0	004CBAD0	FUN_004cbad0	uVar3	1	7	/uint	DEFAULT		call_return	004CBB74	195	-1	004052CC	004AD650	ANALYSIS	004CBB74:t195:call_return:-1:004052CC:004AD650	2	conflict	incompatible exact lifetime types=[/int, /uint]
0	004CBAD0	FUN_004cbad0	uVar3	2	7	/uint	DEFAULT		call_return	004CBB91	223	-1	004052CC	004AD650	ANALYSIS	004CBB91:t223:call_return:-1:004052CC:004AD650	2	conflict	incompatible exact lifetime types=[/int, /uint]
0	004CBAD0	FUN_004cbad0	uVar3	4	7	/uint	DEFAULT		call_return	004CBAF8	55	-1	004052CC	004AD650	ANALYSIS	004CBAF8:t55:call_return:-1:004052CC:004AD650	2	conflict	incompatible exact lifetime types=[/int, /uint]
0	004CBAD0	FUN_004cbad0	uVar3	5	7	/uint	DEFAULT		call_return	004CBB15	83	-1	004052CC	004AD650	ANALYSIS	004CBB15:t83:call_return:-1:004052CC:004AD650	2	conflict	incompatible exact lifetime types=[/int, /uint]
0	004CBAD0	FUN_004cbad0	uVar3	6	7	/uint	DEFAULT		call_return	004CBB32	111	-1	004052CC	004AD650	ANALYSIS	004CBB32:t111:call_return:-1:004052CC:004AD650	2	conflict	incompatible exact lifetime types=[/int, /uint]
1	004CC370	FUN_004cc370	local_EAX_774	0	1	/int	DEFAULT	/byte	call_return	004CC676	826	-1	004049B7	004406C0	ANALYSIS	004CC676:t826:call_return:-1:004049B7:004406C0,004CC67B:t1455:unsigned_scalar_role:0::	2	high	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]
1	004CC370	FUN_004cc370	local_EAX_824	0	1	/int	DEFAULT	/byte	call_return	004CC6A8	877	-1	004049B7	004406C0	ANALYSIS	004CC6A8:t877:call_return:-1:004049B7:004406C0,004CC6AD:t1457:unsigned_scalar_role:0::	2	high	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]
0	004CC370	FUN_004cc370	uVar3	4	5	/uint	DEFAULT		call_return	004CC3DD	100	-1	004052CC	004AD650	ANALYSIS	004CC3DD:t100:call_return:-1:004052CC:004AD650	2	conflict	incompatible exact lifetime types=[/int, /uint]
0	004CC900	TLOBaseTy::sub_004CC900	uVar1	1	2	/uint	DEFAULT		call_return	004CC943	63	-1	004052CC	004AD650	ANALYSIS	004CC943:t63:call_return:-1:004052CC:004AD650	2	conflict	incompatible exact lifetime types=[/int, /uint]
1	004CCC10	FUN_004ccc10	local_EAX_1346	0	1	/int	DEFAULT	/byte	call_return	004CD152	1528	-1	004049B7	004406C0	ANALYSIS	004CD152:t1528:call_return:-1:004049B7:004406C0,004CD157:t2521:unsigned_scalar_role:0::	2	high	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]
1	004CCC10	FUN_004ccc10	local_EAX_654	0	1	/int	DEFAULT	/byte	call_return	004CCE9E	780	-1	004049B7	004406C0	ANALYSIS	004CCE9E:t780:call_return:-1:004049B7:004406C0,004CCEA6:t2611:unsigned_scalar_role:0::	2	high	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]
1	004CCC10	FUN_004ccc10	local_EAX_948	0	1	/int	DEFAULT	/byte	call_return	004CCFC4	1040	-1	004049B7	004406C0	ANALYSIS	004CCFC4:t1040:call_return:-1:004049B7:004406C0,004CCFC9:t2517:unsigned_scalar_role:0::	2	high	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]
0	004D0B90	TLOFakeTy::GetMessage	local_c	0	1	pointer:/TLOFakeTy	DEFAULT		typed_copy	004D0BB4	2200	0			DEFAULT	004D0BB4:t2200:typed_copy:0::	2	conflict	incompatible exact lifetime types=[pointer:/STSprGameObjC, pointer:/TLOFakeTy]
0	004D11D0	TLOEmbryoTy::Create	array	0	1	pointer:/SubmarineTitans/Recovered/DArraySpecializations/DArrayOf_STFishCPtr	DEFAULT		typed_copy	004D1697	19838	0			ANALYSIS	004D1697:t19838:typed_copy:0::	2	conflict	incompatible exact lifetime types=[pointer:/SubmarineTitans/Recovered/DArraySpecializations/DArrayOf_STFishCPtr, pointer:/SubmarineTitans/Recovered/DArrayTy]
0	004D11D0	TLOEmbryoTy::Create	uVar6	0	8	/uint	DEFAULT		call_return	004D1930	1511	-1	004052CC	004AD650	ANALYSIS	004D1930:t1511:call_return:-1:004052CC:004AD650	2	conflict	incompatible exact lifetime types=[/int, /uint]
0	004D11D0	TLOEmbryoTy::Create	uVar6	4	8	/uint	DEFAULT		call_return	004D1B80	2122	-1	004052CC	004AD650	ANALYSIS	004D1B80:t2122:call_return:-1:004052CC:004AD650	2	conflict	incompatible exact lifetime types=[/int, /uint]
0	004D2FD0	FUN_004d2fd0	local_c	0	1	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_0060EA30_C6688588	DEFAULT	/uint	call_argument	004D30EE	399	0	006AAC70	006AAC70	ANALYSIS	004D30EE:t399:call_argument:0:006AAC70:006AAC70	1	review	exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol; complete CALL-operand scan records an address-local source view only
0	004D2FD0	FUN_004d2fd0	param_1	0	1	/int	DEFAULT	pointer:/STAllPlayersC	call_argument	004D3032	146	0	0040119A	004210E0	ANALYSIS	004D3032:t146:call_argument:0:0040119A:004210E0	1	review	exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol; complete CALL-operand scan records an address-local source view only
0	004D32C0	FUN_004d32c0	puVar12	0	11	pointer:/undefined4	DEFAULT	pointer:/STT3DSprC	call_argument	004D376F	4807	0	00404264	004AC410	ANALYSIS	004D376F:t4807:call_argument:0:00404264:004AC410,004D3778:t4814:call_argument:0:00404264:004AC410,004D3781:t4821:call_argument:0:00404264:004AC410,004D378A:t4828:call_argument:0:00404264:004AC410	4	review	separate decompiler merge group; exact_type_votes=4; score=16; sources=[call_argument]; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
0	004D32C0	FUN_004d32c0	puVar12	1	11	pointer:/undefined4	DEFAULT	pointer:/STT3DSprC	call_argument	004D35C9	4369	0	00401064	004ABE40	ANALYSIS	004D35C9:t4369:call_argument:0:00401064:004ABE40,004D35DF:t4383:call_argument:0:00405240:004AC1A0,004D3608:t4437:call_argument:0:00401064:004ABE40,004D361E:t4451:call_argument:0:00405240:004AC1A0,004D3656:t4505:call_argument:0:00404183:004AB880,004D36B0:t4587:call_argument:0:00401064:004ABE40,004D36C6:t4601:call_argument:0:00405240:004AC1A0,004D36D4:t4609:call_argument:0:00405CA9:004ACEF0,004D36F4:t4633:call_argument:0:00404183:004AB880,004D3740:t4699:call_argument:0:00401064:004ABE40,004D3755:t4713:call_argument:0:00405240:004AC1A0,004D375E:t4720:call_argument:0:00403AFD:004ACF50	12	review	separate decompiler merge group; exact_type_votes=12; score=48; sources=[call_argument]; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
0	004D32C0	FUN_004d32c0	puVar12	2	11	pointer:/undefined4	DEFAULT	pointer:/STT3DSprC	call_argument	004D37B9	4734	0	00404264	004AC410	ANALYSIS	004D37B9:t4734:call_argument:0:00404264:004AC410,004D37C7:t4744:call_argument:0:0040498A:004ABB30,004D37EC:t4779:call_argument:0:00404264:004AC410,004D37FC:t4797:call_argument:0:0040498A:004ABB30	4	review	separate decompiler merge group; exact_type_votes=4; score=16; sources=[call_argument]; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
0	004D32C0	FUN_004d32c0	puVar12	3	11	pointer:/undefined4	DEFAULT	pointer:/STT3DSprC	call_argument	004D334B	148	0	00401064	004ABE40	ANALYSIS	004D334B:t148:call_argument:0:00401064:004ABE40,004D3360:t162:call_argument:0:00405240:004AC1A0,004D336E:t170:call_argument:0:00405CA9:004ACEF0,004D338E:t194:call_argument:0:00404183:004AB880,004D33DA:t260:call_argument:0:00401064:004ABE40,004D33F0:t274:call_argument:0:00405240:004AC1A0,004D33F9:t281:call_argument:0:00403AFD:004ACF50	7	review	separate decompiler merge group; exact_type_votes=7; score=28; sources=[call_argument]; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
0	004D32C0	FUN_004d32c0	puVar12	4	11	pointer:/undefined4	DEFAULT	pointer:/STT3DSprC	call_argument	004D4007	5357	0	00404264	004AC410	ANALYSIS	004D4007:t5357:call_argument:0:00404264:004AC410,004D4015:t5367:call_argument:0:0040498A:004ABB30,004D402F:t5398:call_argument:0:00404264:004AC410,004D403F:t5416:call_argument:0:0040498A:004ABB30,004D40C3:t5558:call_argument:0:0040498A:004ABB30,004D4164:t5743:call_argument:0:00404183:004AB880,004D41B1:t5826:call_argument:0:00404183:004AB880,004D41DE:t6080:call_argument:0:00404183:004AB880,004D422B:t6163:call_argument:0:00404183:004AB880,004D4259:t6217:call_argument:0:00404183:004AB880,004D427F:t6251:call_argument:0:00404183:004AB880,004D42E7:t5917:call_argument:0:00401064:004ABE40,004D4301:t5934:call_argument:0:00405240:004AC1A0,004D435E:t6035:call_argument:0:00401064:004ABE40	14	review	separate decompiler merge group; exact_type_votes=14; score=56; sources=[call_argument]; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
0	004D32C0	FUN_004d32c0	puVar12	5	11	pointer:/undefined4	DEFAULT	pointer:/STT3DSprC	call_argument	004D3E82	6502	0	00401064	004ABE40	ANALYSIS	004D3E82:t6502:call_argument:0:00401064:004ABE40,004D3E9D:t6519:call_argument:0:00405240:004AC1A0,004D3F16:t6636:call_argument:0:00401064:004ABE40,004D3F33:t6661:call_argument:0:00405240:004AC1A0	4	review	separate decompiler merge group; exact_type_votes=4; score=16; sources=[call_argument]; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
0	004D32C0	FUN_004d32c0	puVar12	7	11	pointer:/undefined4	DEFAULT	pointer:/STT3DSprC	call_argument	004D3C80	6909	0	00401064	004ABE40	ANALYSIS	004D3C80:t6909:call_argument:0:00401064:004ABE40,004D3C9B:t6926:call_argument:0:00405240:004AC1A0,004D3D00:t7025:call_argument:0:00401064:004ABE40,004D3D1D:t7050:call_argument:0:00405240:004AC1A0	4	review	separate decompiler merge group; exact_type_votes=4; score=16; sources=[call_argument]; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
0	004D32C0	FUN_004d32c0	puVar12	8	11	pointer:/undefined4	DEFAULT	pointer:/STT3DSprC	call_argument	004D3B8D	7451	0	00401064	004ABE40	ANALYSIS	004D3B8D:t7451:call_argument:0:00401064:004ABE40,004D3BA8:t7468:call_argument:0:00405240:004AC1A0,004D3C03:t7554:call_argument:0:00401064:004ABE40	3	review	separate decompiler merge group; exact_type_votes=3; score=12; sources=[call_argument]; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
0	004D32C0	FUN_004d32c0	puVar12	9	11	pointer:/undefined4	DEFAULT	pointer:/STT3DSprC	call_argument	004D4C4B	2941	0	00404264	004AC410	ANALYSIS	004D4C4B:t2941:call_argument:0:00404264:004AC410,004D4C54:t2948:call_argument:0:00404264:004AC410,004D4C5D:t2955:call_argument:0:00404264:004AC410,004D4C66:t2962:call_argument:0:00404264:004AC410,004D4C7E:t2985:call_argument:0:00404264:004AC410,004D4D19:t3152:call_argument:0:00404183:004AB880,004D4D3E:t3197:call_argument:0:00405240:004AC1A0	7	review	separate decompiler merge group; exact_type_votes=7; score=28; sources=[call_argument]; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
1	004D32C0	FUN_004d32c0	uVar2	0	1	/int	ANALYSIS	/byte	call_return	004D440A	641	-1	004049B7	004406C0	ANALYSIS	004D440A:t641:call_return:-1:004049B7:004406C0,004D440F:t10978:unsigned_scalar_role:0::	2	high	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]
0	004D5470	FUN_004d5470	uVar3	0	6	/uint	DEFAULT		call_return	004D54E4	164	-1	004052CC	004AD650	ANALYSIS	004D54E4:t164:call_return:-1:004052CC:004AD650	2	conflict	incompatible exact lifetime types=[/int, /uint]
0	004D5470	FUN_004d5470	uVar3	1	6	/uint	DEFAULT		call_return	004D5501	192	-1	004052CC	004AD650	ANALYSIS	004D5501:t192:call_return:-1:004052CC:004AD650	2	conflict	incompatible exact lifetime types=[/int, /uint]
0	004D5470	FUN_004d5470	uVar3	2	6	/uint	DEFAULT		call_return	004D5525	222	-1	004052CC	004AD650	ANALYSIS	004D5525:t222:call_return:-1:004052CC:004AD650	2	conflict	incompatible exact lifetime types=[/int, /uint]
0	004D5470	FUN_004d5470	uVar3	3	6	/uint	DEFAULT		call_return	004D5486	30	-1	004052CC	004AD650	ANALYSIS	004D5486:t30:call_return:-1:004052CC:004AD650	2	conflict	incompatible exact lifetime types=[/int, /uint]
0	004D5470	FUN_004d5470	uVar3	4	6	/uint	DEFAULT		call_return	004D54A3	58	-1	004052CC	004AD650	ANALYSIS	004D54A3:t58:call_return:-1:004052CC:004AD650	2	conflict	incompatible exact lifetime types=[/int, /uint]
0	004D5470	FUN_004d5470	uVar3	5	6	/uint	DEFAULT		call_return	004D54C7	88	-1	004052CC	004AD650	ANALYSIS	004D54C7:t88:call_return:-1:004052CC:004AD650	2	conflict	incompatible exact lifetime types=[/int, /uint]
0	004D55B0	TLOEmbryoTy::GetMessage	local_c	0	1	pointer:/TLOEmbryoTy	DEFAULT		typed_copy	004D55D7	9354	0			DEFAULT	004D55D7:t9354:typed_copy:0::	2	conflict	incompatible exact lifetime types=[pointer:/STSprGameObjC, pointer:/TLOEmbryoTy]
0	004D55B0	TLOEmbryoTy::GetMessage	ppTVar12	0	5	pointer:pointer:/SubmarineTitans/Recovered/VTables/TLOEmbryoTyVTable_at_1D5	DEFAULT	pointer:/STT3DSprC	call_argument	004D588C	1078	0	00401064	004ABE40	ANALYSIS	004D588C:t1078:call_argument:0:00401064:004ABE40,004D58A2:t1092:call_argument:0:00405240:004AC1A0,004D58CB:t1146:call_argument:0:00401064:004ABE40,004D58E1:t1160:call_argument:0:00405240:004AC1A0,004D5941:t1253:call_argument:0:00401064:004ABE40,004D5957:t1267:call_argument:0:00405240:004AC1A0,004D5977:t1291:call_argument:0:00404183:004AB880	7	review	separate decompiler merge group; exact_type_votes=7; score=28; sources=[call_argument]; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
0	004D55B0	TLOEmbryoTy::GetMessage	ppTVar12	1	5	pointer:pointer:/SubmarineTitans/Recovered/VTables/TLOEmbryoTyVTable_at_1D5	DEFAULT	pointer:/STT3DSprC	call_argument	004D57AD	610	0	00404183	004AB880	ANALYSIS	004D57AD:t610:call_argument:0:00404183:004AB880,004D57F9:t676:call_argument:0:00401064:004ABE40,004D580F:t690:call_argument:0:00405240:004AC1A0,004D582E:t714:call_argument:0:00404183:004AB880	4	review	separate decompiler merge group; exact_type_votes=4; score=16; sources=[call_argument]; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
0	004D55B0	TLOEmbryoTy::GetMessage	ppTVar12	2	5	pointer:pointer:/SubmarineTitans/Recovered/VTables/TLOEmbryoTyVTable_at_1D5	DEFAULT	pointer:/STT3DSprC	call_argument	004D59C3	781	0	00401064	004ABE40	ANALYSIS	004D59C3:t781:call_argument:0:00401064:004ABE40,004D59D9:t795:call_argument:0:00405240:004AC1A0,004D59E2:t802:call_argument:0:00403AFD:004ACF50	3	review	separate decompiler merge group; exact_type_votes=3; score=12; sources=[call_argument]; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
0	004D55B0	TLOEmbryoTy::GetMessage	ppTVar12	3	5	pointer:pointer:/SubmarineTitans/Recovered/VTables/TLOEmbryoTyVTable_at_1D5	DEFAULT	pointer:/STT3DSprC	call_argument	004D5BD9	1851	0	00404183	004AB880	ANALYSIS	004D5BD9:t1851:call_argument:0:00404183:004AB880,004D5C09:t1904:call_argument:0:00405240:004AC1A0	2	review	separate decompiler merge group; exact_type_votes=2; score=8; sources=[call_argument]; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
0	004D55B0	TLOEmbryoTy::GetMessage	ppTVar12	4	5	pointer:pointer:/SubmarineTitans/Recovered/VTables/TLOEmbryoTyVTable_at_1D5	DEFAULT	pointer:/STT3DSprC	call_argument	004D5F4F	3176	0	00401064	004ABE40	ANALYSIS	004D5F4F:t3176:call_argument:0:00401064:004ABE40,004D5F6A:t3193:call_argument:0:00405240:004AC1A0,004D5FE3:t3310:call_argument:0:00401064:004ABE40,004D6000:t3335:call_argument:0:00405240:004AC1A0	4	review	separate decompiler merge group; exact_type_votes=4; score=16; sources=[call_argument]; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
1	004D7270	FUN_004d7270	local_EAX_171	0	1	/int	DEFAULT	/byte	call_return	004D731B	186	-1	004049B7	004406C0	ANALYSIS	004D731B:t186:call_return:-1:004049B7:004406C0,004D7320:t334:unsigned_scalar_role:0::	2	high	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]
1	004D7270	FUN_004d7270	uVar3	0	1	/int	ANALYSIS	/byte	call_return	004D72E9	135	-1	004049B7	004406C0	ANALYSIS	004D72E9:t135:call_return:-1:004049B7:004406C0,004D72EE:t332:unsigned_scalar_role:0::	2	high	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]
0	004DC760	FUN_004dc760	dVar4	0	3	/dword	DEFAULT	/uint	unsigned_scalar_role	004DC971	1515	0			INT_RIGHT	004DC971:t1515:unsigned_scalar_role:0::	1	review	separate decompiler merge group; exact_type_votes=1; score=4; sources=[scalar_arithmetic]; one-way call conversion alone is review-only
0	004DC760	FUN_004dc760	dVar4	1	3	/dword	DEFAULT	/uint	unsigned_scalar_role	004DC7F7	1513	0			INT_RIGHT	004DC7F7:t1513:unsigned_scalar_role:0::	1	review	separate decompiler merge group; exact_type_votes=1; score=4; sources=[scalar_arithmetic]; one-way call conversion alone is review-only
0	004DC760	FUN_004dc760	dVar4	2	3	/dword	DEFAULT	/uint	unsigned_scalar_role	004DC87D	1514	0			INT_RIGHT	004DC87D:t1514:unsigned_scalar_role:0::	1	review	separate decompiler merge group; exact_type_votes=1; score=4; sources=[scalar_arithmetic]; one-way call conversion alone is review-only
0	004DEC10	FUN_004dec10	dVar2	0	2	/dword	DEFAULT	/uint	unsigned_scalar_role	004DEDDD	1032	0			INT_RIGHT	004DEDDD:t1032:unsigned_scalar_role:0::	1	review	separate decompiler merge group; exact_type_votes=1; score=4; sources=[scalar_arithmetic]; one-way call conversion alone is review-only
0	004DEC10	FUN_004dec10	dVar2	1	2	/dword	DEFAULT	/uint	unsigned_scalar_role	004DED52	1031	0			INT_RIGHT	004DED52:t1031:unsigned_scalar_role:0::	1	review	separate decompiler merge group; exact_type_votes=1; score=4; sources=[scalar_arithmetic]; one-way call conversion alone is review-only
0	004DF3B0	FUN_004df3b0	dVar4	0	3	/dword	DEFAULT	/uint	unsigned_scalar_role	004DF5C1	1515	0			INT_RIGHT	004DF5C1:t1515:unsigned_scalar_role:0::	1	review	separate decompiler merge group; exact_type_votes=1; score=4; sources=[scalar_arithmetic]; one-way call conversion alone is review-only
0	004DF3B0	FUN_004df3b0	dVar4	1	3	/dword	DEFAULT	/uint	unsigned_scalar_role	004DF447	1513	0			INT_RIGHT	004DF447:t1513:unsigned_scalar_role:0::	1	review	separate decompiler merge group; exact_type_votes=1; score=4; sources=[scalar_arithmetic]; one-way call conversion alone is review-only
0	004DF3B0	FUN_004df3b0	dVar4	2	3	/dword	DEFAULT	/uint	unsigned_scalar_role	004DF4CD	1514	0			INT_RIGHT	004DF4CD:t1514:unsigned_scalar_role:0::	1	review	separate decompiler merge group; exact_type_votes=1; score=4; sources=[scalar_arithmetic]; one-way call conversion alone is review-only
0	004E04A0	FUN_004e04a0	this	0	1	pointer:/undefined1	DEFAULT	pointer:/STT3DSprC	call_argument	004E05FF	117	0	00404183	004AB880	ANALYSIS	004E05FF:t117:call_argument:0:00404183:004AB880,004E06A1:t229:call_argument:0:00401064:004ABE40,004E06B7:t243:call_argument:0:00405240:004AC1A0	3	review	single undefined local lifetime; exact_type_votes=3; score=12; sources=[call_argument]; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
0	004E2AB0	FUN_004e2ab0	param_1	0	1	/int	DEFAULT	pointer:/TLOBaseTy	call_argument	004E2AB0	2	0	00403481	004E3120	ANALYSIS	004E2AB0:t2:call_argument:0:00403481:004E3120	1	review	exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol; complete CALL-operand scan records an address-local source view only
1	004E4F30	FUN_004e4f30	local_EAX_85	0	1	/int	DEFAULT	/byte	call_return	004E4F85	86	-1	004049B7	004406C0	ANALYSIS	004E4F85:t86:call_return:-1:004049B7:004406C0,004E4F8A:t661:unsigned_scalar_role:0::	2	high	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]
1	004E4F30	FUN_004e4f30	uVar2	0	1	/int	ANALYSIS	/byte	call_return	004E5063	270	-1	004049B7	004406C0	ANALYSIS	004E5063:t270:call_return:-1:004049B7:004406C0,004E5068:t667:unsigned_scalar_role:0::	2	high	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]
0	004E6310	STAllPlayersC::sub_004E6310	pDVar7	0	2	pointer:/SubmarineTitans/Recovered/DArraySpecializations/DArrayOf_STGameObjCPtr	DEFAULT	pointer:/SubmarineTitans/Recovered/DArrayTy	call_argument	004E64D1	623	0	006ACC70	006ACC70	ANALYSIS	004E64D1:t623:call_argument:0:006ACC70:006ACC70	1	review	separate decompiler merge group; exact_type_votes=1; score=4; sources=[call_argument]; one-way call conversion alone is review-only; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
0	004E6310	STAllPlayersC::sub_004E6310	pDVar7	1	2	pointer:/SubmarineTitans/Recovered/DArraySpecializations/DArrayOf_STGameObjCPtr	DEFAULT	pointer:/SubmarineTitans/Recovered/DArrayTy	call_argument	004E655D	851	0	006ACC70	006ACC70	ANALYSIS	004E655D:t851:call_argument:0:006ACC70:006ACC70	1	review	separate decompiler merge group; exact_type_votes=1; score=4; sources=[call_argument]; one-way call conversion alone is review-only; exact call-boundary type is proven, but no same-width transparent p-code path reattaches that argument to one persistent HighSymbol
1	004E91E0	FUN_004e91e0	uVar6	0	1	/int	ANALYSIS	/byte	call_return	004E9292	1029	-1	004049B7	004406C0	ANALYSIS	004E9292:t1029:call_return:-1:004049B7:004406C0,004E9299:t1671:unsigned_scalar_role:0::	2	high	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]
1	004E96C0	FUN_004e96c0	uVar2	0	1	/int	ANALYSIS	/byte	call_return	004E9780	640	-1	004049B7	004406C0	ANALYSIS	004E9780:t640:call_return:-1:004049B7:004406C0,004E9788:t1042:unsigned_scalar_role:0::	2	high	single undefined local lifetime; exact_type_votes=2; score=22; sources=[call_return, scalar_extension]
0	004E9CE0	TLOBaseTy::teleNone	uVar3	1	10	/uint	DEFAULT		call_return	004E9FDA	319	-1	004052CC	004AD650	ANALYSIS	004E9FDA:t319:call_return:-1:004052CC:004AD650	2	conflict	incompatible exact lifetime types=[/int, /uint]
0	004E9CE0	TLOBaseTy::teleNone	uVar3	2	10	/uint	DEFAULT		call_return	004E9FF6	348	-1	004052CC	004AD650	ANALYSIS	004E9FF6:t348:call_return:-1:004052CC:004AD650	2	conflict	incompatible exact lifetime types=[/int, /uint]
0	004E9CE0	TLOBaseTy::teleNone	uVar3	3	10	/uint	DEFAULT		call_return	004EA012	377	-1	004052CC	004AD650	ANALYSIS	004EA012:t377:call_return:-1:004052CC:004AD650	2	conflict	incompatible exact lifetime types=[/int, /uint]
0	004E9CE0	TLOBaseTy::teleNone	uVar3	5	10	/uint	DEFAULT		call_return	004EA175	739	-1	004052CC	004AD650	ANALYSIS	004EA175:t739:call_return:-1:004052CC:004AD650	2	conflict	incompatible exact lifetime types=[/int, /uint]
