function_address	function	target_kind	target_ordinal	target_name	current_type	storage	source	candidate_type	strong_evidence	candidate_sites	status	type_evidence	evidence_sites
0040100A	STAllPlayersC::DistributeGuardBoats	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040100F	MTaskTy::NoneMTask	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401019	CPanelTy::Update2PanelWB	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040101E	thunk_FUN_004df8f0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401028	STAllPlayersC::DeleteGuardBoat	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040102D	thunk_FUN_00680710	parameter	1	param_2	/undefined4	Stack[0x8]:4	DEFAULT		0	0	no_evidence		-
00401032	FSGSTy::OutLadProc	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040103C	thunk_FUN_00590130	parameter	1	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
0040103C	thunk_FUN_00590130	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401046	STLightC::sub_0061D6D0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040104B	thunk_FUN_005797b0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040105A	thunk_FUN_00627850	parameter	0	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
0040105A	thunk_FUN_00627850	parameter	1	param_2	/undefined4	Stack[0x8]:4	DEFAULT		0	0	no_evidence		-
0040105A	thunk_FUN_00627850	parameter	2	param_3	/undefined4	Stack[0xc]:4	DEFAULT		0	0	no_evidence		-
0040105A	thunk_FUN_00627850	parameter	3	param_4	/undefined4	Stack[0x10]:4	DEFAULT		0	0	no_evidence		-
0040105A	thunk_FUN_00627850	parameter	7	param_8	/undefined4	Stack[0x20]:4	DEFAULT		0	0	no_evidence		-
0040105A	thunk_FUN_00627850	parameter	9	param_10	/undefined4	Stack[0x28]:4	DEFAULT		0	0	no_evidence		-
0040105A	thunk_FUN_00627850	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401064	STT3DSprC::SetCurFase	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401069	thunk_FUN_00683280	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401073	thunk_FUN_00621780	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040107D	thunk_FUN_004e8dc0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401082	TLOBaseTy::SetActivity	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401087	TLOBaseTy::sub_004C56B0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040109B	thunk_FUN_005803e0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004010AF	thunk_FUN_00682050	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004010B4	thunk_FUN_0067f1d0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004010B9	CursorClassTy::InitCursor	parameter	1	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
004010B9	CursorClassTy::InitCursor	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004010BE	STGroupBoatC::GrpAttack	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004010C3	thunk_FUN_0058cfe0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004010C8	thunk_FUN_004d83d0	parameter	0	param_1	/undefined1	Stack[0x4]:1	DEFAULT		0	0	no_evidence		-
004010C8	thunk_FUN_004d83d0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004010CD	thunk_FUN_00496f00	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004010D7	LandInit	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004010DC	thunk_FUN_006799b0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004010E6	thunk_FUN_0056a2a0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004010EB	thunk_FUN_00637c50	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004010F0	thunk_FUN_0044cdb0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004010F5	STFieldC::sub_00609CD0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004010FA	thunk_FUN_00697cf0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401104	thunk_FUN_006a3c10	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401109	thunk_FUN_00619540	parameter	1	param_2	/undefined4	Stack[0x8]:4	DEFAULT		0	0	no_evidence		-
0040110E	WaitTy::CloseButtons	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401113	STBoatC::BackBuild	parameter	2	param_2	/undefined4	Stack[0x8]:4	DEFAULT		0	0	no_evidence		-
00401113	STBoatC::BackBuild	parameter	3	param_3	/undefined4	Stack[0xc]:4	DEFAULT		0	0	no_evidence		-
00401122	thunk_FUN_004dbb60	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401127	TraksClassTy::DrawTrakSprite	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040112C	thunk_FUN_006a3c50	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401140	thunk_FUN_0060aa00	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401145	MTestTy::DoneMTest	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040114F	thunk_FUN_0055d630	parameter	1	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
0040114F	thunk_FUN_0055d630	parameter	3	param_3	/undefined4	Stack[0xc]:4	DEFAULT		0	0	no_evidence		-
0040114F	thunk_FUN_0055d630	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401154	thunk_FUN_004e3880	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401159	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00644410::sub_00645F10	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040115E	thunk_FUN_005800e0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040116D	STT3DSprC::sub_004ACE30	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040117C	thunk_FUN_00648400	parameter	1	param_2	/undefined4	Stack[0x8]:4	DEFAULT		0	0	no_evidence		-
00401186	thunk_FUN_004ab650	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401195	thunk_FUN_004c6070	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040119F	thunk_FUN_00620030	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004011B3	ResearchPanelTy::InitResearchPanel	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004011BD	thunk_FUN_004e5a10	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004011C7	thunk_FUN_0044ede0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004011CC	thunk_FUN_0064e680	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004011D1	STBoatC::CreateGame	parameter	2	param_2	/undefined4	Stack[0x8]:4	DEFAULT		0	0	no_evidence		-
004011DB	STBoatC::ReleaseLoad	parameter	1	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
004011DB	STBoatC::ReleaseLoad	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004011EA	BldBoatPanelTy::PaintBldBut	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004011EF	thunk_FUN_004cc370	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004011F4	thunk_FUN_00494160	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004011F9	thunk_FUN_00617c30	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040120D	thunk_FUN_006507e0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401212	thunk_FUN_0056a8d0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401217	MReportTy::OutTGlProc	parameter	2	param_2	/undefined4	Stack[0x8]:4	DEFAULT		0	0	no_evidence		-
00401217	MReportTy::OutTGlProc	parameter	3	param_3	/undefined4	Stack[0xc]:4	DEFAULT		0	0	no_evidence		-
00401217	MReportTy::OutTGlProc	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040121C	STAppC::STAppC	parameter	1	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
00401221	thunk_FUN_00606cd0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401230	cLoadingTy::DrawLineCR	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401235	thunk_FUN_00495750	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040123F	thunk_FUN_00637d80	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401249	thunk_FUN_0052a2d0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401253	SoundClassTy::CheckFader	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401258	thunk_FUN_004602e0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040125D	thunk_FUN_006a1bb0	parameter	7	param_8	/undefined4	Stack[0x20]:4	DEFAULT		0	0	no_evidence		-
0040125D	thunk_FUN_006a1bb0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401267	thunk_FUN_004d8230	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040127B	thunk_FUN_0060ea30	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040128F	thunk_FUN_005822b0	parameter	1	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
0040128F	thunk_FUN_005822b0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401294	STAllPlayersC::RegisterContainer	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040129E	thunk_FUN_0054cd90	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004012A3	VisibleClassTy::sub_0055A4C0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004012A8	CGenerate::sub_006A0150	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004012B2	thunk_FUN_004b2520	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004012B7	thunk_FUN_0068cda0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004012BC	thunk_FUN_00623600	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004012C1	thunk_FUN_004c5350	parameter	5	param_5	/undefined4	Stack[0x14]:4	DEFAULT		0	0	no_evidence		-
004012C6	STMineSetC::LoadImagMineSet	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004012CB	thunk_FUN_0064dd70	parameter	0	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
004012CB	thunk_FUN_0064dd70	parameter	1	param_2	/undefined4	Stack[0x8]:4	DEFAULT		0	0	no_evidence		-
004012CB	thunk_FUN_0064dd70	parameter	3	param_4	/undefined4	Stack[0x10]:4	DEFAULT		0	0	no_evidence		-
004012CB	thunk_FUN_0064dd70	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004012DF	thunk_FUN_004cd390	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004012E4	STParticleC::sub_00629F90	parameter	2	param_2	/undefined4	Stack[0x8]:4	DEFAULT		0	0	no_evidence		-
004012E4	STParticleC::sub_00629F90	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004012E9	thunk_FUN_00680550	parameter	0	param_1	/undefined1	Stack[0x4]:1	DEFAULT		0	0	no_evidence		-
004012E9	thunk_FUN_00680550	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004012EE	thunk_FUN_004dfe90	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004012F3	STManRuinC::sub_00631560	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004012F8	_EnumPlObj	parameter	0	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
004012FD	thunk_FUN_0060a9d0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401302	thunk_FUN_004ec050	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401307	thunk_FUN_0055c0e0	parameter	2	param_2	/undefined4	Stack[0x8]:4	DEFAULT		0	0	no_evidence		-
00401307	thunk_FUN_0055c0e0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040130C	thunk_FUN_0065d630	parameter	1	param_2	/undefined4	EDX:4	DEFAULT		0	0	no_evidence		-
0040130C	thunk_FUN_0065d630	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401311	TLOBaseTy::sub_004B7F90	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401316	thunk_FUN_004ab810	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040131B	thunk_FUN_0062f150	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401320	thunk_FUN_004dce00	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401325	DumpClassC::WritePtr	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040132A	thunk_FUN_00668a30	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040132F	SAMPanelTy::InitSAMPanel	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401334	PopUpTy::ChangeNumStr	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401339	thunk_FUN_004ab030	return		<RETURN>	/undefined1	AL:1	DEFAULT		0	0	no_evidence		-
0040133E	thunk_FUN_004c7230	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040134D	thunk_FUN_004ed4b0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401352	thunk_FUN_004168b0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040135C	CPanelTy::sub_00501A10	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401361	thunk_FUN_004d8d00	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040136B	thunk_FUN_00647c80	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401370	thunk_FUN_005508f0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401389	CPanelTy::Update2PanelSI	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401393	thunk_FUN_00567490	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401398	HelpPanelTy::DoneHelpPanel	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004013A2	thunk_FUN_004ce0f0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004013A7	SettMapMTy::AddPlayerList	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004013AC	thunk_FUN_0055c550	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004013B1	thunk_FUN_005782d0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004013BB	STManRuinC::sub_00631450	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004013C0	thunk_FUN_005f89f0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004013C5	thunk_FUN_004d6c70	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004013CA	thunk_FUN_004ea530	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004013D9	CampaignTy::InitCampaign	parameter	1	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
004013D9	CampaignTy::InitCampaign	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004013DE	thunk_FUN_004df8c0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004013E8	thunk_FUN_00419c50	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004013ED	thunk_FUN_006029c0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004013F2	_EnumDest	parameter	9	param_10	/undefined4	Stack[0x28]:4	DEFAULT		0	0	no_evidence		-
004013FC	thunk_FUN_00672a70	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401410	CPanelTy::sub_004F9120	parameter	3	param_3	/undefined4	Stack[0xc]:4	DEFAULT		0	0	no_evidence		-
0040141A	thunk_FUN_004b9d90	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040141F	VisibleClassTy::SetZoneAst	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401424	thunk_FUN_0061dfe0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040142E	thunk_FUN_004c91a0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040143D	STGroupBoatC::DistributeMD	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401442	thunk_FUN_004db980	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040144C	thunk_FUN_004d7390	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401451	thunk_FUN_00483e30	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401460	thunk_FUN_005fb600	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040146A	thunk_FUN_0052a6f0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401479	thunk_FUN_00580fa0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040147E	STBoatC::StopMove	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401483	STDestC::sub_00603120	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040148D	thunk_FUN_0065fd00	parameter	1	param_2	/undefined4	EDX:4	DEFAULT		0	0	no_evidence		-
0040149C	ChooseMapTy::DeleteCtrls	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004014A1	CPanelTy::InitCPanel	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004014B5	STMineSetC::sub_00624920	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004014BA	thunk_FUN_00482db0	parameter	1	param_2	/undefined4	EDX:4	DEFAULT		0	0	no_evidence		-
004014BF	AiFltClassTy::sub_0065F980	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004014CE	WaitTy::DeleteCtrls	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004014D8	thunk_FUN_0052d320	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004014DD	thunk_FUN_006383e0	parameter	3	param_4	/undefined4	Stack[0x10]:4	DEFAULT		0	0	no_evidence		-
004014DD	thunk_FUN_006383e0	parameter	6	param_7	/undefined4	Stack[0x1c]:4	DEFAULT		0	0	no_evidence		-
004014DD	thunk_FUN_006383e0	parameter	7	param_8	/undefined4	Stack[0x20]:4	DEFAULT		0	0	no_evidence		-
004014E2	thunk_FUN_004be110	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004014E7	thunk_FUN_0041acc0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004014F1	thunk_FUN_004244d0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004014F6	AiFltClassTy::sub_00664760	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401505	thunk_FUN_00650b10	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040150A	thunk_FUN_0056f930	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401519	thunk_FUN_004ab530	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040151E	thunk_FUN_00578370	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401528	thunk_FUN_00647ed0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040152D	thunk_FUN_00620520	parameter	1	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
0040152D	thunk_FUN_00620520	parameter	3	param_3	/undefined4	Stack[0xc]:4	DEFAULT		0	0	no_evidence		-
0040152D	thunk_FUN_00620520	parameter	4	param_4	/undefined4	Stack[0x10]:4	DEFAULT		0	0	no_evidence		-
00401532	thunk_FUN_004e99e0	parameter	1	param_1	/undefined4	Stack[0x4]:4	DEFAULT		0	0	no_evidence		-
00401532	thunk_FUN_004e99e0	parameter	2	param_2	/undefined4	Stack[0x8]:4	DEFAULT		0	0	no_evidence		-
00401532	thunk_FUN_004e99e0	parameter	3	param_3	/undefined4	Stack[0xc]:4	DEFAULT		0	0	no_evidence		-
00401532	thunk_FUN_004e99e0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401537	thunk_FUN_0065d0f0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040153C	TLOBldMark::sub_004C63F0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401541	STAllPlayersC::UnRegisterDeposit	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401546	thunk_FUN_005861d0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040154B	thunk_FUN_004e2a90	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040155A	thunk_FUN_00651290	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401569	thunk_FUN_004e9c20	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401578	STAppC::ChangeResolution	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401582	thunk_FUN_004d0970	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040158C	thunk_FUN_00650cf0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004015A5	TLOBaseTy::sub_004C7070	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004015AA	thunk_FUN_004c5bd0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004015AF	CPanelTy::sub_004FA3B0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004015B4	thunk_FUN_004dcc80	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004015B9	thunk_FUN_00581060	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004015BE	FSGSTy::SetGameList	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004015C3	InfocPanelTy::DoneInfocPanel	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004015C8	thunk_FUN_004eaf60	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004015CD	thunk_FUN_00683250	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004015D7	thunk_FUN_004d3290	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004015DC	STAllPlayersC::RegisterBlot	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004015E6	thunk_FUN_006513c0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
004015F0	STTorpC::RestoreTorpData	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
004015FF	thunk_FUN_004ec6c0	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
00401609	SoundManagerTy::sub_00566AA0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
0040160E	InfocPanelTy::Update	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401618	thunk_FUN_00493ca0	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401622	thunk_FUN_00553410	return		<RETURN>	/undefined	<UNASSIGNED>	DEFAULT		0	0	no_evidence		-
00401627	thunk_FUN_004d8e70	parameter	3	param_3	/undefined4	Stack[0xc]:4	DEFAULT		0	0	no_evidence		-
00401627	thunk_FUN_004d8e70	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
0040162C	thunk_FUN_004b7d00	return		<RETURN>	/undefined4	EAX:4	DEFAULT		0	0	no_evidence		-
