apply	record_id	offset	offset_hex	size	proposed_name	proposed_type	type_confidence	name_confidence	reads	writes	evidence	reason
1	record_a62x8	355	0x163	4		/undefined4	layout	none	30	12	0042D980 STAllPlayersC::GetActiveCenter @ 0042DC68 MOV ECX,dword ptr [EAX + 0x7f4f83] | 0042DFE0 STAllPlayersC::PrepareToCmd @ 0042E0FC MOV ECX,dword ptr [EAX + 0x7f4f83] | 00430A90 STAllPlayersC::GetMessage @ 004310A3 MOV dword ptr [ESI + -0xa],EBX | 004314E0 STAllPlayersC::FramePick @ 00431624 MOV EAX,dword ptr [EDI + 0x7f4f83] | 004314E0 STAllPlayersC::FramePick @ 004316EA MOV EDX,dword ptr [EDI + 0x7f4f83] | 004314E0 STAllPlayersC::FramePick @ 004318B5 MOV dword ptr [EDI + 0x7f4f83],0x3c | 004314E0 STAllPlayersC::FramePick @ 004319D1 MOV EAX,dword ptr [ECX + 0x7f4f83] | 004314E0 STAllPlayersC::FramePick @ 00431BBA MOV EAX,dword ptr [EAX + 0x7f4f83] | 004314E0 STAllPlayersC::FramePick @ 00432CD2 MOV EAX,dword ptr [EDI + 0x7f4f83] | 004314E0 STAllPlayersC::FramePick @ 00432D9C MOV EAX,dword ptr [EDI + 0x7f4f83] | 004314E0 STAllPlayersC::FramePick @ 00432EBA MOV dword ptr [EDI + 0x7f4f83],0x3c | 004314E0 STAllPlayersC::FramePick @ 00432FD6 MOV EAX,dword ptr [ECX + 0x7f4f83] | 004314E0 STAllPlayersC::FramePick @ 004331AD MOV EAX,dword ptr [EAX + 0x7f4f83] | 00433E90 STAllPlayersC::PointPick @ 00433FB2 MOV EAX,dword ptr [EDX + 0x7f4f83] | 00433E90 STAllPlayersC::PointPick @ 004340A1 MOV ECX,dword ptr [EAX + 0x7f4f83] | 00433E90 STAllPlayersC::PointPick @ 00434173 MOV dword ptr [ECX + 0x7f4f83],0x3c | 00433E90 STAllPlayersC::PointPick @ 00434385 MOV EAX,dword ptr [ECX + 0x7f4f83] | 00433E90 STAllPlayersC::PointPick @ 00434476 MOV EAX,dword ptr [EAX + 0x7f4f83] | 00435930 STAllPlayersC::GetCursorType @ 00435A60 MOV ECX,dword ptr [ESI + 0x7f4f83] | 00439100 STAllPlayersC::RestoreTmp @ 00439243 MOV EAX,dword ptr [EBX + 0x7f4f83] | 00439100 STAllPlayersC::RestoreTmp @ 004392ED MOV dword ptr [EBX + 0x7f4f83],0x3c | 00439100 STAllPlayersC::RestoreTmp @ 0043935A MOV dword ptr [EBX + 0x7f4f83],0x3c | 00439100 STAllPlayersC::RestoreTmp @ 00439398 MOV dword ptr [EBX + 0x7f4f83],0x3c | 00439100 STAllPlayersC::RestoreTmp @ 004393A7 MOV EAX,dword ptr [EBX + 0x7f4f83] | 00439100 STAllPlayersC::RestoreTmp @ 0043945A MOV dword ptr [EBX + 0x7f4f83],0x3c | 00439100 STAllPlayersC::RestoreTmp @ 00439486 MOV dword ptr [EBX + 0x7f4f83],0x3c | 00439100 STAllPlayersC::RestoreTmp @ 00439557 MOV dword ptr [EBX + 0x7f4f83],0x3c | 00439100 STAllPlayersC::RestoreTmp @ 00439F5B MOV EBX,dword ptr [EBX + 0x7f4f83] | 00439100 STAllPlayersC::RestoreTmp @ 0043A054 MOV EBX,dword ptr [EBX + 0x7f4f83] | 0043AE40 STAllPlayersC::SetActivePanel @ 0043B698 MOV ECX,dword ptr [EDX + EAX*0x1 + 0x7f4f83] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043BEE3 MOV EAX,dword ptr [ECX*0x2 + 0x7f4f83] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043C0BD MOV EAX,dword ptr [ECX*0x2 + 0x7f4f83] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CDDD MOV ECX,dword ptr [EDI] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D014 MOV EAX,dword ptr [EDX*0x2 + 0x7f4f83] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D5FD MOV EAX,dword ptr [ECX*0x2 + 0x7f4f83] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D6F2 MOV ECX,dword ptr [EDX*0x2 + 0x7f4f83] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D886 MOV ECX,dword ptr [ECX*0x2 + 0x7f4f83] | 00443F30 STAllPlayersC::SaveAllPlData @ 0044423F MOV EDI,dword ptr [ECX + -0x4] | 00444E70 FUN_00444e70 @ 00444F4D MOV dword ptr [EDI + -0x4],ECX | 0044B5F0 STAllPlayersC::SelectObjects @ 0044BC96 MOV EAX,dword ptr [EDI + 0x7f4f83] | 0044B5F0 STAllPlayersC::SelectObjects @ 0044BD49 MOV dword ptr [EDI + 0x7f4f83],0x3c | 0044B5F0 STAllPlayersC::SelectObjects @ 0044BD94 MOV EAX,dword ptr [EDI + 0x7f4f83]	stride_relative_memory_access
1	record_a62x8	359	0x167	1		/char	medium	none	0	0	hash-intact generated record field	existing_generated_field_baseline
1	record_a62x8	363	0x16B	2		/undefined2	layout	none	6	1	0042D980 STAllPlayersC::GetActiveCenter @ 0042DCE0 MOV CX,word ptr [EAX + 0x7f4f8b] | 0042DFE0 STAllPlayersC::PrepareToCmd @ 0042E10F MOV AX,word ptr [EAX + 0x7f4f8b] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043BF35 MOV AX,word ptr [EBX + 0x8] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043C111 MOV DX,word ptr [EDI + 0x8] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D8C5 MOV AX,word ptr [EAX + 0x8] | 00443F30 STAllPlayersC::SaveAllPlData @ 0044424D MOV DI,word ptr [ECX + -0xc] | 00444E70 FUN_00444e70 @ 00444F58 MOV word ptr [EDI + 0x4],CX	stride_relative_memory_access
1	record_a62x8	365	0x16D	4		/undefined4	layout	none	19	2	0042A9F0 FUN_0042a9f0 @ 0042AA35 MOV EAX,dword ptr [ESI] | 0042D770 FUN_0042d770 @ 0042D79E MOV EBX,dword ptr [ECX*0x2 + 0x7f4f8d] | 0042D980 STAllPlayersC::GetActiveCenter @ 0042DD44 MOV EAX,dword ptr [EAX + 0x7f4f8d] | 00430A90 STAllPlayersC::GetMessage @ 00431095 MOV EAX,dword ptr [ESI] | 00430A90 STAllPlayersC::GetMessage @ 004310A1 MOV dword ptr [ESI],EBX | 00435930 STAllPlayersC::GetCursorType @ 00435AF4 MOV ECX,dword ptr [ESI + 0x7f4f8d] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043BF4F MOV EDI,dword ptr [EBX + 0xa] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043BFE0 MOV ECX,dword ptr [EBX + 0xa] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043C129 MOV EBX,dword ptr [EDI + 0xa] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043C18F MOV EDI,dword ptr [EDI + 0xa] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CE26 MOV EAX,dword ptr [EDI + 0xa] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D069 MOV EDI,dword ptr [EBX + 0xa] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D105 MOV EDI,dword ptr [EBX + 0xa] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D660 MOV EBX,dword ptr [EDI + 0xa] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D748 MOV EDI,dword ptr [EAX + 0xa] | 00443F30 STAllPlayersC::SaveAllPlData @ 00443FD0 MOV EAX,dword ptr [EDI + -0x50] | 00443F30 STAllPlayersC::SaveAllPlData @ 0044462C MOV EAX,dword ptr [EAX + -0x50] | 00444E70 FUN_00444e70 @ 00444F79 MOV dword ptr [EDI + 0x6],EAX | 0044B280 STAllPlayersC::CalibrateTmp @ 0044B367 MOV ECX,dword ptr [EAX + EDX*0x2 + 0x7f4f8d] | 0044CE40 FUN_0044ce40 @ 0044CE65 MOV EBX,dword ptr [ECX*0x2 + 0x7f4f8d] | 0044D320 FUN_0044d320 @ 0044D34A MOV EAX,dword ptr [ECX*0x2 + 0x7f4f8d]	stride_relative_memory_access
1	record_a62x8	369	0x171	2		/undefined2	layout	none	5	1	0043BEB0 STAllPlayersC::GetPanelInfo @ 0043BF45 MOV AX,word ptr [EBX + 0xe] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043C11F MOV AX,word ptr [EDI + 0xe] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D05F MOV AX,word ptr [EBX + 0xe] | 00440600 STAllPlayersC::GetNInTmp @ 0044067C MOV AX,word ptr [EDX + ECX*0x2 + 0x7f4f91] | 00443F30 STAllPlayersC::SaveAllPlData @ 00444255 MOV DI,word ptr [ECX + -0x6] | 00444E70 FUN_00444e70 @ 00444F60 MOV word ptr [EDI + 0xa],DX	stride_relative_memory_access
1	record_a62x8	371	0x173	4		/undefined4	layout	none	2	1	0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D3E4 MOV ECX,dword ptr [EAX + -0xa] | 00443F30 STAllPlayersC::SaveAllPlData @ 0044423F MOV EDI,dword ptr [ECX + -0x4] | 00444E70 FUN_00444e70 @ 00444F4D MOV dword ptr [EDI + -0x4],ECX	stride_relative_memory_access
1	record_a62x8	375	0x177	4		/undefined4	layout	none	5	1	004314E0 STAllPlayersC::FramePick @ 0043182C MOV ECX,dword ptr [EDI + 0x7f4f97] | 00433E90 STAllPlayersC::PointPick @ 00434256 MOV EDX,dword ptr [ECX + 0x7f4f97] | 00439100 STAllPlayersC::RestoreTmp @ 004394DB MOV EAX,dword ptr [EBX + 0x7f4f97] | 00443F30 STAllPlayersC::SaveAllPlData @ 00444248 MOV EDI,dword ptr [ECX + -0x10] | 00444E70 FUN_00444e70 @ 00444F52 MOV dword ptr [EDI],EDX | 0044B5F0 STAllPlayersC::SelectObjects @ 0044BE4D MOV EAX,dword ptr [EDI + 0x7f4f97]	stride_relative_memory_access
1	record_a62x8	379	0x17B	2		/undefined2	layout	none	1	1	00443F30 STAllPlayersC::SaveAllPlData @ 0044424D MOV DI,word ptr [ECX + -0xc] | 00444E70 FUN_00444e70 @ 00444F58 MOV word ptr [EDI + 0x4],CX	stride_relative_memory_access
1	record_a62x8	381	0x17D	4		/undefined4	layout	none	3	1	0042A9F0 FUN_0042a9f0 @ 0042AA35 MOV EAX,dword ptr [ESI] | 00430A90 STAllPlayersC::GetMessage @ 00431095 MOV EAX,dword ptr [ESI] | 00443F30 STAllPlayersC::SaveAllPlData @ 00443FD0 MOV EAX,dword ptr [EDI + -0x50] | 00444E70 FUN_00444e70 @ 00444F81 MOV dword ptr [EDI + 0x6],0x0	stride_relative_memory_access
1	record_a62x8	385	0x181	2		/undefined2	layout	none	1	1	00443F30 STAllPlayersC::SaveAllPlData @ 00444255 MOV DI,word ptr [ECX + -0x6] | 00444E70 FUN_00444e70 @ 00444F60 MOV word ptr [EDI + 0xa],DX	stride_relative_memory_access
1	record_a62x8	387	0x183	4		/undefined4	layout	none	1	0	0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D3E4 MOV ECX,dword ptr [EAX + -0xa]	stride_relative_memory_access
1	record_a62x8	391	0x187	1		/undefined1	layout	none	1	0	0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D49A MOV AL,byte ptr [EDX + -0x6]	stride_relative_memory_access
1	record_a62x8	395	0x18B	2		/undefined2	layout	none	1	0	0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D43E MOV AX,word ptr [EAX + -0x2]	stride_relative_memory_access
1	record_a62x8	397	0x18D	4		/undefined4	layout	none	1	0	0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D468 MOV EBX,dword ptr [EAX]	stride_relative_memory_access
1	record_a62x8	401	0x191	2		/undefined2	layout	none	1	0	0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D459 MOV AX,word ptr [EAX + 0x4]	stride_relative_memory_access
1	record_a62x8	435	0x1B3	4		/undefined4	layout	none	39	9	0042D980 STAllPlayersC::GetActiveCenter @ 0042D9F4 MOV ECX,dword ptr [EAX + 0x7f4fd3] | 0042DFE0 STAllPlayersC::PrepareToCmd @ 0042E080 CMP dword ptr [EAX + 0x7f4fd3],0x19a | 00430A90 STAllPlayersC::GetMessage @ 004310B6 MOV dword ptr [ESI + 0x46],EBX | 004314E0 STAllPlayersC::FramePick @ 00431CB1 MOV EAX,dword ptr [EAX + 0x7f4fd3] | 004314E0 STAllPlayersC::FramePick @ 00431DE9 MOV EAX,dword ptr [EDX + 0x7f4fd3] | 004314E0 STAllPlayersC::FramePick @ 00431FDD MOV EAX,dword ptr [EAX + 0x7f4fd3] | 004314E0 STAllPlayersC::FramePick @ 00432115 MOV EAX,dword ptr [ECX + 0x7f4fd3] | 004314E0 STAllPlayersC::FramePick @ 004322D7 MOV EAX,dword ptr [EDI + 0x7f4fd3] | 004314E0 STAllPlayersC::FramePick @ 00432469 MOV EAX,dword ptr [EDI + 0x7f4fd3] | 004314E0 STAllPlayersC::FramePick @ 00432578 MOV dword ptr [EDI + 0x7f4fd3],0x19a | 004314E0 STAllPlayersC::FramePick @ 00432675 MOV EAX,dword ptr [EAX + 0x7f4fd3] | 004314E0 STAllPlayersC::FramePick @ 004327AD MOV EAX,dword ptr [EDX + 0x7f4fd3] | 004314E0 STAllPlayersC::FramePick @ 004329A1 MOV EAX,dword ptr [EAX + 0x7f4fd3] | 004314E0 STAllPlayersC::FramePick @ 00432AD9 MOV EAX,dword ptr [ECX + 0x7f4fd3] | 004314E0 STAllPlayersC::FramePick @ 004332A4 MOV EAX,dword ptr [EDI + 0x7f4fd3] | 004314E0 STAllPlayersC::FramePick @ 004333C5 MOV EAX,dword ptr [EDI + 0x7f4fd3] | 004314E0 STAllPlayersC::FramePick @ 004334EB MOV dword ptr [EDI + 0x7f4fd3],0x19a | 00433E90 STAllPlayersC::PointPick @ 00434635 MOV ECX,dword ptr [ECX + 0x7f4fd3] | 00433E90 STAllPlayersC::PointPick @ 004347AF MOV EAX,dword ptr [EAX + 0x7f4fd3] | 00433E90 STAllPlayersC::PointPick @ 0043497C MOV EAX,dword ptr [EAX + 0x7f4fd3] | 00433E90 STAllPlayersC::PointPick @ 00434B5D MOV dword ptr [EAX + 0x7f4fd3],0x19a | 00433E90 STAllPlayersC::PointPick @ 00434B8E MOV EAX,dword ptr [EAX + 0x7f4fd3] | 00433E90 STAllPlayersC::PointPick @ 00434CAA MOV dword ptr [EDX + 0x7f4fd3],0x19a | 004353B0 FUN_004353b0 @ 004353DC CMP dword ptr [EAX + 0x7f4fd3],0x19a | 00435930 STAllPlayersC::GetCursorType @ 004359CA MOV ECX,dword ptr [ESI + 0x7f4fd3] | 00439100 STAllPlayersC::RestoreTmp @ 004395D6 MOV EBX,dword ptr [EBX + 0x7f4fd3] | 00439100 STAllPlayersC::RestoreTmp @ 004396AA MOV EBX,dword ptr [EBX + 0x7f4fd3] | 00439100 STAllPlayersC::RestoreTmp @ 004397D4 MOV EBX,dword ptr [EBX + 0x7f4fd3] | 00439100 STAllPlayersC::RestoreTmp @ 004398C0 MOV EBX,dword ptr [EBX + 0x7f4fd3] | 00439100 STAllPlayersC::RestoreTmp @ 004399E2 MOV EAX,dword ptr [EBX + 0x7f4fd3] | 00439100 STAllPlayersC::RestoreTmp @ 00439A44 MOV dword ptr [EBX + 0x7f4fd3],0x19a | 00439100 STAllPlayersC::RestoreTmp @ 00439AC7 MOV dword ptr [EBX + 0x7f4fd3],0x19a | 00439100 STAllPlayersC::RestoreTmp @ 00439B81 MOV EAX,dword ptr [EBX + 0x7f4fd3] | 00439100 STAllPlayersC::RestoreTmp @ 00439BE3 MOV dword ptr [EBX + 0x7f4fd3],0x19a | 00439100 STAllPlayersC::RestoreTmp @ 00439D95 MOV EBX,dword ptr [EBX + 0x7f4fd3] | 00439100 STAllPlayersC::RestoreTmp @ 00439E51 MOV EBX,dword ptr [EBX + 0x7f4fd3] | 00439100 STAllPlayersC::RestoreTmp @ 0043A218 MOV EBX,dword ptr [EBX + 0x7f4fd3] | 00439100 STAllPlayersC::RestoreTmp @ 0043A365 MOV EBX,dword ptr [EBX + 0x7f4fd3] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043C99A MOV EAX,dword ptr [ESI*0x2 + 0x7f4fd3] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CAC1 MOV EAX,dword ptr [ESI*0x2 + 0x7f4fd3] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CBF4 MOV EAX,dword ptr [ECX*0x2 + 0x7f4fd3] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CCE2 MOV EAX,dword ptr [ECX*0x2 + 0x7f4fd3] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CEA1 MOV EAX,dword ptr [ECX*0x2 + 0x7f4fd3] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CF75 MOV ECX,dword ptr [EDX*0x2 + 0x7f4fd3] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D2F8 MOV EAX,dword ptr [ECX*0x2 + 0x7f4fd3] | 00443F30 STAllPlayersC::SaveAllPlData @ 0044425D MOV EDI,dword ptr [ECX + 0x3c] | 00444E70 FUN_00444e70 @ 00444F8B MOV dword ptr [EDI + 0x4c],ECX | 0044B030 STAllPlayersC::ActivateTV @ 0044B173 MOV EDX,dword ptr [ESI]	stride_relative_memory_access
1	record_a62x8	439	0x1B7	1		/undefined1	layout	none	17	1	0042D980 STAllPlayersC::GetActiveCenter @ 0042DA2E MOV DL,byte ptr [EAX + 0x7f4fd7] | 0042D980 STAllPlayersC::GetActiveCenter @ 0042DA6B MOV DL,byte ptr [EAX + 0x7f4fd7] | 0042D980 STAllPlayersC::GetActiveCenter @ 0042DB26 MOV DL,byte ptr [ECX*0x2 + 0x7f4fd7] | 0042D980 STAllPlayersC::GetActiveCenter @ 0042DC1B MOV DL,byte ptr [EAX + 0x7f4fd7] | 0042DFE0 STAllPlayersC::PrepareToCmd @ 0042E074 CMP dword ptr [EAX + 0x7f4fd7],ECX | 0042DFE0 STAllPlayersC::PrepareToCmd rendered exact scalar cast at +0x1B7 | 004353B0 FUN_004353b0 @ 004353EF MOV EDX,dword ptr [EAX + 0x7f4fd7] | 004353B0 FUN_004353b0 rendered exact scalar cast at +0x1B7 | 00435930 STAllPlayersC::GetCursorType @ 004359E0 CMP dword ptr [ESI + 0x7f4fd7],EAX | 00435930 STAllPlayersC::GetCursorType @ 00435A34 MOV AL,byte ptr [ESI + 0x7f4fd7] | 00435930 STAllPlayersC::GetCursorType rendered exact scalar cast at +0x1B7 | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CA2E MOV AL,byte ptr [ESI + 0x4] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CB55 MOV AL,byte ptr [ESI + 0x4] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CC8E MOV AL,byte ptr [EDI + 0x4] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CD7A MOV AL,byte ptr [EBX + 0x4] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CF3B MOV AL,byte ptr [EDI + 0x4] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CFDA MOV AL,byte ptr [EDX + 0x4] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D392 MOV AL,byte ptr [EDI + 0x4] | 00443F30 STAllPlayersC::SaveAllPlData @ 00444263 MOV EDI,dword ptr [ECX + 0x40] | 00444E70 FUN_00444e70 @ 00444F91 MOV dword ptr [EDI + 0x50],EDX | 0044B030 STAllPlayersC::ActivateTV @ 0044B176 MOV AL,byte ptr [ESI + 0x4]	conflicting_scalar_types={/int=1, /uint=2}
1	record_a62x8	443	0x1BB	2		/undefined2	layout	none	13	1	0042D980 STAllPlayersC::GetActiveCenter @ 0042DA27 MOV CX,word ptr [EAX + 0x7f4fdb] | 0042D980 STAllPlayersC::GetActiveCenter @ 0042DA64 MOV CX,word ptr [EAX + 0x7f4fdb] | 0042D980 STAllPlayersC::GetActiveCenter @ 0042DC14 MOV CX,word ptr [EAX + 0x7f4fdb] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043C9CD MOV CX,word ptr [ESI + 0x8] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043C9DA MOV AX,word ptr [ESI + 0x8] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CA8A MOV AX,word ptr [ESI + 0x8] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CA97 MOV AX,word ptr [ESI + 0x8] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CAF4 MOV AX,word ptr [ESI + 0x8] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CB01 MOV AX,word ptr [ESI + 0x8] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CBB1 MOV AX,word ptr [ESI + 0x8] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CBBE MOV AX,word ptr [ESI + 0x8] | 00443F30 STAllPlayersC::SaveAllPlData @ 00444269 MOV DI,word ptr [ECX + 0x44] | 00444E70 FUN_00444e70 @ 00444F98 MOV word ptr [EDI + 0x54],CX | 0044B030 STAllPlayersC::ActivateTV @ 0044B16C MOV AX,word ptr [ESI + 0x8]	stride_relative_memory_access
1	record_a62x8	445	0x1BD	4		/undefined4	layout	none	20	2	0042A9F0 FUN_0042a9f0 @ 0042AA48 MOV EAX,dword ptr [ESI + 0x50] | 0042D6B0 STAllPlayersC::RemoveActiveTV @ 0042D71F MOV EAX,dword ptr [ESI + 0xa] | 0042D980 STAllPlayersC::GetActiveCenter @ 0042DACC MOV EAX,dword ptr [EAX + 0x7f4fdd] | 0042DFE0 STAllPlayersC::PrepareToCmd @ 0042E090 MOV EDI,dword ptr [EAX + 0x7f4fdd] | 00430A90 STAllPlayersC::GetMessage @ 004310A6 MOV EAX,dword ptr [ESI + 0x50] | 00430A90 STAllPlayersC::GetMessage @ 004310B3 MOV dword ptr [ESI + 0x50],EBX | 004353B0 FUN_004353b0 @ 00435400 MOV ECX,dword ptr [EAX + 0x7f4fdd] | 004353B0 FUN_004353b0 @ 0043544D MOV EDX,dword ptr [ECX*0x2 + 0x7f4fdd] | 00435930 STAllPlayersC::GetCursorType @ 004359F2 MOV EBX,dword ptr [ESI + 0x7f4fdd] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043C9F1 MOV EDI,dword ptr [ESI + 0xa] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CB18 MOV EDI,dword ptr [ESI + 0xa] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CC4E MOV EBX,dword ptr [EDI + 0xa] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CD3A MOV EDI,dword ptr [EBX + 0xa] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CEFB MOV EBX,dword ptr [EDI + 0xa] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043CF9D MOV EBX,dword ptr [EAX + 0xa] | 0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D352 MOV EBX,dword ptr [EDI + 0xa] | 00443F30 STAllPlayersC::SaveAllPlData @ 00443FF3 MOV EAX,dword ptr [EDI] | 00444E70 FUN_00444e70 @ 00444FB9 MOV dword ptr [EDI + 0x56],EAX | 0044AB90 STAllPlayersC::CheckTmps @ 0044ACE8 MOV EAX,dword ptr [EBX] | 0044AB90 STAllPlayersC::CheckTmps @ 0044ACFD MOV EDX,dword ptr [EBX] | 0044B030 STAllPlayersC::ActivateTV @ 0044B170 MOV ECX,dword ptr [ESI + 0xa] | 0044B280 STAllPlayersC::CalibrateTmp @ 0044B346 MOV ECX,dword ptr [EAX + EDX*0x2 + 0x7f4fdd]	stride_relative_memory_access
1	record_a62x8	449	0x1C1	2		/undefined2	layout	none	3	1	00435930 STAllPlayersC::GetCursorType @ 004359E8 CMP word ptr [ESI + 0x7f4fe1],0x1 | 00440600 STAllPlayersC::GetNInTmp @ 00440655 MOV AX,word ptr [EDX + ECX*0x2 + 0x7f4fe1] | 00443F30 STAllPlayersC::SaveAllPlData @ 00444271 MOV DI,word ptr [ECX + 0x4a] | 00444E70 FUN_00444e70 @ 00444FA0 MOV word ptr [EDI + 0x5a],DX	stride_relative_memory_access
1	record_a62x8	451	0x1C3	4		/undefined4	layout	none	2	1	0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D4FE MOV EAX,dword ptr [ESI + -0x8] | 00443F30 STAllPlayersC::SaveAllPlData @ 0044425D MOV EDI,dword ptr [ECX + 0x3c] | 00444E70 FUN_00444e70 @ 00444F8B MOV dword ptr [EDI + 0x4c],ECX	stride_relative_memory_access
1	record_a62x8	455	0x1C7	4		/undefined4	layout	none	3	1	004314E0 STAllPlayersC::FramePick @ 0043236F MOV ECX,dword ptr [EDI + 0x7f4fe7] | 00433E90 STAllPlayersC::PointPick @ 00434A57 MOV ECX,dword ptr [EAX + 0x7f4fe7] | 00443F30 STAllPlayersC::SaveAllPlData @ 00444263 MOV EDI,dword ptr [ECX + 0x40] | 00444E70 FUN_00444e70 @ 00444F91 MOV dword ptr [EDI + 0x50],EDX	stride_relative_memory_access
1	record_a62x8	459	0x1CB	2		/undefined2	layout	none	2	1	0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D5B1 MOV AX,word ptr [ESI] | 00443F30 STAllPlayersC::SaveAllPlData @ 00444269 MOV DI,word ptr [ECX + 0x44] | 00444E70 FUN_00444e70 @ 00444F98 MOV word ptr [EDI + 0x54],CX	stride_relative_memory_access
1	record_a62x8	461	0x1CD	4		/undefined4	layout	none	4	1	0042A9F0 FUN_0042a9f0 @ 0042AA48 MOV EAX,dword ptr [ESI + 0x50] | 00430A90 STAllPlayersC::GetMessage @ 004310A6 MOV EAX,dword ptr [ESI + 0x50] | 00443F30 STAllPlayersC::SaveAllPlData @ 00443FF3 MOV EAX,dword ptr [EDI] | 00444E70 FUN_00444e70 @ 00444FC1 MOV dword ptr [EDI + 0x56],0x0 | 0044AB90 STAllPlayersC::CheckTmps @ 0044ACE8 MOV EAX,dword ptr [EBX]	stride_relative_memory_access
1	record_a62x8	465	0x1D1	2		/undefined2	layout	none	1	1	00443F30 STAllPlayersC::SaveAllPlData @ 00444271 MOV DI,word ptr [ECX + 0x4a] | 00444E70 FUN_00444e70 @ 00444FA0 MOV word ptr [EDI + 0x5a],DX	stride_relative_memory_access
1	record_a62x8	467	0x1D3	4		/undefined4	layout	none	1	0	0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D4FE MOV EAX,dword ptr [ESI + -0x8]	stride_relative_memory_access
1	record_a62x8	471	0x1D7	1		/undefined1	layout	none	1	0	0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D569 MOV CL,byte ptr [ESI + -0x4]	stride_relative_memory_access
1	record_a62x8	475	0x1DB	2		/undefined2	layout	none	1	0	0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D5B1 MOV AX,word ptr [ESI]	stride_relative_memory_access
1	record_a62x8	477	0x1DD	4		/undefined4	layout	none	1	0	0043BEB0 STAllPlayersC::GetPanelInfo @ 0043D536 MOV EAX,dword ptr [ESI + 0x2]	stride_relative_memory_access
1	record_a62x8	509	0x1FD	4		/undefined4	layout	none	1	0	0044AF50 STAllPlayersC::PushTV @ 0044AFC9 MOV EAX,dword ptr [ESI + 0x4a]	stride_relative_memory_access
