apply	function_address	expected_function	expected_signature	expected_return_type	expected_return_source	expected_noreturn	proposed_return_type	proposed_noreturn	semantic_id	confidence	roundtrip_call_sites	expected_call_overrides	roundtrip_return_ordinals	evidence
0	0064F500	FUN_0064f500	undefined4 __cdecl FUN_0064f500(RecoveredRecord_AiEventClassTy_0064F500 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 0, 1, 0]
0	0064F620	FUN_0064f620	undefined4 __cdecl FUN_0064f620(RecoveredRecord_0064F620_E51BA62D * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 0, 0, 1, 1]
0	0064F780	FUN_0064f780	undefined4 __cdecl FUN_0064f780(RecoveredRecord_AiEventClassTy_0064F780 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]
0	0064F950	FUN_0064f950	undefined4 __cdecl FUN_0064f950(RecoveredRecord_AiEventClassTy_0064F950 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
0	0064FB00	FUN_0064fb00	undefined4 __cdecl FUN_0064fb00(RecoveredRecord_0064FB00_42E58B4A * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 1, 1]
0	0064FB80	FUN_0064fb80	undefined4 __cdecl FUN_0064fb80(RecoveredRecord_AiEventClassTy_0064FB80 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
0	0064FCE0	FUN_0064fce0	undefined4 __cdecl FUN_0064fce0(RecoveredRecord_0064FCE0_70CB9801 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 0, 1]
0	0064FD80	FUN_0064fd80	undefined4 __cdecl FUN_0064fd80(RecoveredRecord_AiEventClassTy_0064FD80 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
0	0064FEF0	FUN_0064fef0	undefined4 __cdecl FUN_0064fef0(RecoveredRecord_0064FEF0_DD304A9A * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 1, 1]
0	0064FF70	FUN_0064ff70	undefined4 __cdecl FUN_0064ff70(RecoveredRecord_AiEventClassTy_0064FF70 * param_1)	/undefined4	DEFAULT	false	/bool	false	boolean_return_domain	review				all explicit return values are constants in {0,1}, but the source domain alone does not prove the x86 ABI return width; review STAbiConsistencyAnalyzer evidence: [0, 0, 0, 0, 0, 0, 0, 1, 0, 1]
