apply	address	old_name	qualified_name	owner	method	suggested_calling_convention	calling_convention_evidence	source_file	source_line	confidence	reason
0	00415160	STGroupBoatC::Way3DGrpDistribTgt	STGroupBoatC::Way3DGrpDistribTgt	STGroupBoatC	Way3DGrpDistribTgt		no incoming ECX use found in first 24 instructions	E:\\__titans\\wlad\\Grpway3d.cpp		medium	unique_method_and_source
0	00415590	STGroupBoatC::Way3DGrpGetDistrPoint	STGroupBoatC::Way3DGrpGetDistrPoint	STGroupBoatC	Way3DGrpGetDistrPoint		no incoming ECX use found in first 24 instructions	E:\\__titans\\wlad\\Grpway3d.cpp		medium	unique_method_and_source
1	004189D0	FUN_004189d0	STGameObjC::MoveStep	STGameObjC	MoveStep	__thiscall	004189D7: MOV ESI,ECX	E:\\__titans\\wlad\\Tc_gobj.cpp		high	unique_method_and_source
1	00419DF0	FUN_00419df0	STGameObjC::SetSelfCheckFlag	STGameObjC	SetSelfCheckFlag	__thiscall	00419DF1: MOV EBX,ECX	E:\\__titans\\wlad\\Tc_gobj.cpp		high	unique_method_and_source
1	0041A680	FUN_0041a680	STGameObjC::ResetSelfCheckFlag	STGameObjC	ResetSelfCheckFlag	__thiscall	0041A681: MOV ESI,ECX	E:\\__titans\\wlad\\Tc_gobj.cpp		high	unique_method_and_source
0	0041AF40	STGameObjC::GetMessage	STGameObjC::GetMessage	STGameObjC	GetMessage	__thiscall	0041AF4D: MOV dword ptr [EBP + -0xc],ECX	E:\\__titans\\wlad\\Tc_gobj.cpp		medium	unique_method_and_source
0	0041E530	STSprGameObjC::GetMessage	STSprGameObjC::GetMessage	STSprGameObjC	GetMessage	__thiscall	0041E53E: MOV dword ptr [EBP + -0xc],ECX	E:\\__titans\\wlad\\Tc_gobj.cpp		medium	unique_method_and_source
0	0041F9B0	STSprGameObjC::CheckRay	STSprGameObjC::CheckRay	STSprGameObjC	CheckRay	__thiscall	0041F9C0: MOV dword ptr [EBP + -0x18],ECX	E:\\__titans\\wlad\\Tc_gobj.cpp		medium	unique_method_and_source
1	00420340	FUN_00420340	STSprGameObjC::LoadActFrame	STSprGameObjC	LoadActFrame	__thiscall	00420348: MOV EBX,ECX	E:\\__titans\\wlad\\Tc_gobj.cpp		high	unique_method_and_source
1	00420AE0	FUN_00420ae0	STSprGameObjC::LoadLifeFrame	STSprGameObjC	LoadLifeFrame	__thiscall	00420AE8: MOV EBX,ECX	E:\\__titans\\wlad\\Tc_gobj.cpp		high	unique_method_and_source
0	004210E0	STAllPlayersC::SaveGObjData	STAllPlayersC::SaveGObjData	STAllPlayersC	SaveGObjData	__thiscall	004210ED: MOV dword ptr [EBP + -0x10],ECX	E:\\__titans\\wlad\\Tc_gobj.cpp		medium	unique_method_and_source
0	00422210	STAllPlayersC::RestoreGObjData	STAllPlayersC::RestoreGObjData	STAllPlayersC	RestoreGObjData	__thiscall	0042221B: MOV dword ptr [EBP + -0x4],ECX	E:\\__titans\\wlad\\Tc_gobj.cpp		medium	unique_method_and_source
0	004233E0	STGroupC::GetGroupContent	STGroupC::GetGroupContent	STGroupC	GetGroupContent	__thiscall	004233E6: MOV EAX,dword ptr [ECX + 0x29]	E:\\__titans\\wlad\\tc_grp.cpp		medium	unique_method_and_source
0	00423520	STGroupC::GetTOBJQty	STGroupC::GetTOBJQty	STGroupC	GetTOBJQty	__thiscall	0042352D: MOV dword ptr [EBP + -0xc],ECX	E:\\__titans\\wlad\\tc_grp.cpp		medium	unique_method_and_source
0	00423660	STGroupC::GetTOBJList	STGroupC::GetTOBJList	STGroupC	GetTOBJList	__thiscall	0042366D: MOV dword ptr [EBP + -0xc],ECX	E:\\__titans\\wlad\\tc_grp.cpp		medium	unique_method_and_source
0	00423850	STGroupC::AddObj	STGroupC::AddObj	STGroupC	AddObj	__thiscall	00423856: MOV EAX,dword ptr [ECX + 0x29]	E:\\__titans\\wlad\\tc_grp.cpp		medium	unique_method_and_source
0	00423B50	STGroupC::AddObjs	STGroupC::AddObjs	STGroupC	AddObjs	__thiscall	00423B5F: MOV dword ptr [EBP + -0xc],ECX	E:\\__titans\\wlad\\tc_grp.cpp		medium	unique_method_and_source
0	00423EC0	STGroupC::GetMessage	STGroupC::GetMessage	STGroupC	GetMessage	__thiscall	00423ECD: MOV dword ptr [EBP + -0x4],ECX	E:\\__titans\\wlad\\tc_grp.cpp		medium	unique_method_and_source
0	004240F0	STGroupC::SaveGrpData	STGroupC::SaveGrpData	STGroupC	SaveGrpData	__thiscall	004240FD: MOV dword ptr [EBP + -0xc],ECX	E:\\__titans\\wlad\\tc_grp.cpp		medium	unique_method_and_source
0	00424360	STGroupC::RestoreGrpData	STGroupC::RestoreGrpData	STGroupC	RestoreGrpData	__thiscall	0042436A: MOV dword ptr [EBP + -0x8],ECX	E:\\__titans\\wlad\\tc_grp.cpp		medium	unique_method_and_source
0	004247B0	STGroupC::SetAVPar	STGroupC::SetAVPar	STGroupC	SetAVPar	__thiscall	004247B3: PUSH ECX	E:\\__titans\\wlad\\tc_grp.cpp		medium	unique_method_and_source
0	0042AB00	STAllPlayersC::GetGObjFromZone	STAllPlayersC::GetGObjFromZone	STAllPlayersC	GetGObjFromZone	__thiscall	0042AB0B: MOV dword ptr [EBP + -0x4],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	0042ABE0	STAllPlayersC::GetGObjFromZone2	STAllPlayersC::GetGObjFromZone2	STAllPlayersC	GetGObjFromZone2	__thiscall	0042ABFA: MOV dword ptr [0x00858df8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	0042B1F0	STAllPlayersC::GetGObjFromBox	STAllPlayersC::GetGObjFromBox	STAllPlayersC	GetGObjFromBox	__thiscall	0042B202: LEA EDX,[ECX + EAX*0x1 + -0x1]	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
1	0042B620	FUN_0042b620	STAllPlayersC::GetObjPtr	STAllPlayersC	GetObjPtr	__thiscall	0042B649: MOV ECX,dword ptr [ECX*0x2 + 0x7f4e29]	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
0	0042B7D0	STAllPlayersC::AddObjsToGroup	STAllPlayersC::AddObjsToGroup	STAllPlayersC	AddObjsToGroup	__thiscall	0042B7E2: MOV EBX,ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	0042BB30	STAllPlayersC::AddObjToTmp	STAllPlayersC::AddObjToTmp	STAllPlayersC	AddObjToTmp	__thiscall	0042BB3D: MOV dword ptr [EBP + -0x8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	0042BEA0	STAllPlayersC::AddObjToTmp2	STAllPlayersC::AddObjToTmp2	STAllPlayersC	AddObjToTmp2	__thiscall	0042BEAD: MOV dword ptr [EBP + -0x8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	0042C1C0	STAllPlayersC::AddObjsToTmp	STAllPlayersC::AddObjsToTmp	STAllPlayersC	AddObjsToTmp	__thiscall	0042C1CD: MOV dword ptr [EBP + -0x8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	0042C4B0	STAllPlayersC::DelObjsFromTmp	STAllPlayersC::DelObjsFromTmp	STAllPlayersC	DelObjsFromTmp	__thiscall	0042C4BD: MOV dword ptr [EBP + -0x8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
1	0042C5F0	FUN_0042c5f0	STAllPlayersC::DelObjFromTmps	STAllPlayersC	DelObjFromTmps	__thiscall	0042C601: MOV ESI,ECX	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
0	0042CDE0	STAllPlayersC::PushTV	STAllPlayersC::PushTV	STAllPlayersC	PushTV		no incoming ECX use found in first 24 instructions	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
1	0042CEF0	FUN_0042cef0	STAllPlayersC::DelObjFromSaveTmps	STAllPlayersC	DelObjFromSaveTmps	__thiscall	0042CEF3: PUSH ECX	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
1	0042D190	FUN_0042d190	STAllPlayersC::ResetActivityFromObjs	STAllPlayersC	ResetActivityFromObjs	__thiscall	0042D19E: MOV EDI,ECX	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
1	0042D370	FUN_0042d370	STAllPlayersC::SetActivityToObjs	STAllPlayersC	SetActivityToObjs	__thiscall	0042D37D: MOV EDI,ECX	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
1	0042D4F0	FUN_0042d4f0	STAllPlayersC::ResetActivityFromTmp	STAllPlayersC	ResetActivityFromTmp	__thiscall	0042D4FE: MOV ESI,ECX	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
1	0042D6B0	FUN_0042d6b0	STAllPlayersC::RemoveActiveTV	STAllPlayersC	RemoveActiveTV		no incoming ECX use found in first 24 instructions	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
0	0042D980	STAllPlayersC::GetActiveCenter	STAllPlayersC::GetActiveCenter	STAllPlayersC	GetActiveCenter	__thiscall	0042D991: LEA EAX,[ECX + ECX*0x4]	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
1	0042DFE0	FUN_0042dfe0	STAllPlayersC::PrepareToCmd	STAllPlayersC	PrepareToCmd	__thiscall	0042DFF6: MOV ESI,ECX	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
0	0042E210	STAllPlayersC::RegisterObject	STAllPlayersC::RegisterObject	STAllPlayersC	RegisterObject	__thiscall	0042E219: MOV dword ptr [EBP + -0x14],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	0042EFD0	STAllPlayersC::RegisterGroup	STAllPlayersC::RegisterGroup	STAllPlayersC	RegisterGroup	__thiscall	0042EFF4: MOV EDX,dword ptr [ECX*0x2 + 0x7f4e25]	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	0042F140	STAllPlayersC::UnRegisterGroup	STAllPlayersC::UnRegisterGroup	STAllPlayersC	UnRegisterGroup	__thiscall	0042F165: MOV EDX,dword ptr [ECX*0x2 + 0x7f4e25]	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	0042F2B0	STAllPlayersC::UnRegisterObject	STAllPlayersC::UnRegisterObject	STAllPlayersC	UnRegisterObject	__thiscall	0042F2B6: MOV dword ptr [EBP + -0x14],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	00430470	STAllPlayersC::RegisterTorpedo	STAllPlayersC::RegisterTorpedo	STAllPlayersC	RegisterTorpedo	__thiscall	00430489: MOV dword ptr [0x00858df8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	00430620	STAllPlayersC::IsTorpLive	STAllPlayersC::IsTorpLive	STAllPlayersC	IsTorpLive	__thiscall	0043063F: MOV dword ptr [0x00858df8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	00430960	STAllPlayersC::UnRegisterTorpedo	STAllPlayersC::UnRegisterTorpedo	STAllPlayersC	UnRegisterTorpedo	__thiscall	00430978: MOV dword ptr [0x00858df8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	00430A90	STAllPlayersC::GetMessage	STAllPlayersC::GetMessage	STAllPlayersC	GetMessage	__thiscall	00430A9E: MOV dword ptr [EBP + -0xc],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	004314E0	STAllPlayersC::FramePick	STAllPlayersC::FramePick	STAllPlayersC	FramePick	__thiscall	004314F1: MOV dword ptr [EBP + 0xffffff70],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
1	00433E90	FUN_00433e90	STAllPlayersC::PointPick	STAllPlayersC	PointPick	__thiscall	00433E93: PUSH ECX	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
1	00435060	FUN_00435060	STAllPlayersC::SelfCheckObjControl	STAllPlayersC	SelfCheckObjControl	__thiscall	0043506B: MOV dword ptr [EBP + -0xc],ECX	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
0	004354E0	STAllPlayersC::ReplaceObject	STAllPlayersC::ReplaceObject	STAllPlayersC	ReplaceObject	__thiscall	004354FA: MOV dword ptr [0x00858df8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
1	00435930	FUN_00435930	STAllPlayersC::GetCursorType	STAllPlayersC	GetCursorType	__thiscall	0043593C: MOV EBX,ECX	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
1	00436F20	FUN_00436f20	STAllPlayersC::CmdToPlsObj	STAllPlayersC	CmdToPlsObj	__thiscall	00436F2F: MOV dword ptr [EBP + -0x1c],ECX	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
0	00438E30	STAllPlayersC::SaveTmp	STAllPlayersC::SaveTmp	STAllPlayersC	SaveTmp	__thiscall	00438E4A: MOV dword ptr [0x00858df8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	00439100	STAllPlayersC::RestoreTmp	STAllPlayersC::RestoreTmp	STAllPlayersC	RestoreTmp	__thiscall	0043910D: MOV dword ptr [EBP + -0x28],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
1	0043AAF0	FUN_0043aaf0	STAllPlayersC::GetCamPoint	STAllPlayersC	GetCamPoint		no incoming ECX use found in first 24 instructions	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
0	0043AE40	STAllPlayersC::SetActivePanel	STAllPlayersC::SetActivePanel	STAllPlayersC	SetActivePanel	__thiscall	0043AE50: MOV ESI,ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
1	0043BEB0	FUN_0043beb0	STAllPlayersC::GetPanelInfo	STAllPlayersC	GetPanelInfo	__thiscall	0043BEBC: MOV EDX,ECX	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
0	0043E4E0	STAllPlayersC::GetObjsList	STAllPlayersC::GetObjsList	STAllPlayersC	GetObjsList		no incoming ECX use found in first 24 instructions	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	0043E780	STAllPlayersC::GetTOBJList	STAllPlayersC::GetTOBJList	STAllPlayersC	GetTOBJList	__thiscall	0043E79D: MOV EAX,dword ptr [ECX*0x2 + 0x7f4e29]	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	0043EED0	STAllPlayersC::GetTOBJListFromDArr	STAllPlayersC::GetTOBJListFromDArr	STAllPlayersC	GetTOBJListFromDArr	__thiscall	0043EEDF: MOV dword ptr [EBP + -0x10],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	0043F200	STAllPlayersC::GetTOBJList	STAllPlayersC::GetTOBJList	STAllPlayersC	GetTOBJList	__thiscall	0043F21D: MOV EAX,dword ptr [ECX*0x2 + 0x7f4e29]	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	00440600	STAllPlayersC::GetNInTmp	STAllPlayersC::GetNInTmp	STAllPlayersC	GetNInTmp		no incoming ECX use found in first 24 instructions	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	00440860	STAllPlayersC::_ChangeMD	STAllPlayersC::_ChangeMD	STAllPlayersC	_ChangeMD	__thiscall	00440863: PUSH ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	00440990	STAllPlayersC::_ChangeDock	STAllPlayersC::_ChangeDock	STAllPlayersC	_ChangeDock		no incoming ECX use found in first 24 instructions	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	00440AA0	STAllPlayersC::_AssignDocks	STAllPlayersC::_AssignDocks	STAllPlayersC	_AssignDocks	__thiscall	00440AAD: MOV dword ptr [EBP + -0x3c],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	00441CE0	STAllPlayersC::_MakeMDPairs	STAllPlayersC::_MakeMDPairs	STAllPlayersC	_MakeMDPairs	__thiscall	00441CF0: MOV dword ptr [EBP + -0x4c],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	00442300	STAllPlayersC::_AddMDPairs	STAllPlayersC::_AddMDPairs	STAllPlayersC	_AddMDPairs	__thiscall	00442316: MOV dword ptr [EBP + -0x58],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
1	00442B40	FUN_00442b40	STAllPlayersC::_SubMDObject	STAllPlayersC	_SubMDObject		no incoming ECX use found in first 24 instructions	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
0	00442E50	STAllPlayersC::_AssignMDPairs	STAllPlayersC::_AssignMDPairs	STAllPlayersC	_AssignMDPairs	__thiscall	00442E60: MOV dword ptr [EBP + 0xffffff78],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	00443F30	STAllPlayersC::SaveAllPlData	STAllPlayersC::SaveAllPlData	STAllPlayersC	SaveAllPlData	__thiscall	00443F40: MOV dword ptr [EBP + -0x40],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	004455C0	STAllPlayersC::CreateBoat	STAllPlayersC::CreateBoat	STAllPlayersC	CreateBoat	__thiscall	004455CC: MOV dword ptr [EBP + -0xc],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
1	004458D0	FUN_004458d0	STAllPlayersC::GetBoatWeaponInfo	STAllPlayersC	GetBoatWeaponInfo		no incoming ECX use found in first 24 instructions	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
0	00445A40	STAllPlayersC::RegisterPGPair	STAllPlayersC::RegisterPGPair	STAllPlayersC	RegisterPGPair	__thiscall	00445A50: MOV dword ptr [EBP + -0x30],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	004461B0	STAllPlayersC::_DeleteGuardBoat	STAllPlayersC::_DeleteGuardBoat	STAllPlayersC	_DeleteGuardBoat	__thiscall	004461BA: MOV dword ptr [EBP + -0x18],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	00446520	STAllPlayersC::DeleteGuardBoat	STAllPlayersC::DeleteGuardBoat	STAllPlayersC	DeleteGuardBoat	__thiscall	0044652A: MOV dword ptr [EBP + -0x10],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	00446910	STAllPlayersC::DeletePGPairs	STAllPlayersC::DeletePGPairs	STAllPlayersC	DeletePGPairs	__thiscall	00446935: MOV EDX,dword ptr [ECX*0x2 + 0x7f5816]	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	00446AA0	STAllPlayersC::OptimizeGuardBoats	STAllPlayersC::OptimizeGuardBoats	STAllPlayersC	OptimizeGuardBoats	__thiscall	00446AAF: LEA EAX,[ECX + ECX*0x4]	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	00446F80	STAllPlayersC::DistributeGuardBoats	STAllPlayersC::DistributeGuardBoats	STAllPlayersC	DistributeGuardBoats	__thiscall	00446F89: MOV dword ptr [EBP + -0x68],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
1	00448120	FUN_00448120	STAllPlayersC::PutOnPlaceGuardBoats	STAllPlayersC	PutOnPlaceGuardBoats	__thiscall	0044812B: MOV dword ptr [EBP + -0x24],ECX	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
0	00449B60	STAllPlayersC::DestroyObjectMsg	STAllPlayersC::DestroyObjectMsg	STAllPlayersC	DestroyObjectMsg	__thiscall	00449B8D: MOV ECX,dword ptr [ECX*0x2 + 0x7f4e29]	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	00449CE0	STAllPlayersC::RegisterArtefact	STAllPlayersC::RegisterArtefact	STAllPlayersC	RegisterArtefact	__thiscall	00449CF8: MOV dword ptr [0x00858df8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	00449E60	STAllPlayersC::UnRegisterArtefact	STAllPlayersC::UnRegisterArtefact	STAllPlayersC	UnRegisterArtefact	__thiscall	00449E6D: MOV dword ptr [EBP + -0x8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	00449FD0	STAllPlayersC::RegisterMine	STAllPlayersC::RegisterMine	STAllPlayersC	RegisterMine	__thiscall	00449FE8: MOV dword ptr [0x00858df8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	0044A150	STAllPlayersC::UnRegisterMine	STAllPlayersC::UnRegisterMine	STAllPlayersC	UnRegisterMine	__thiscall	0044A15D: MOV dword ptr [EBP + -0x8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	0044A2C0	STAllPlayersC::RegisterDeposit	STAllPlayersC::RegisterDeposit	STAllPlayersC	RegisterDeposit	__thiscall	0044A2D8: MOV dword ptr [0x00858df8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	0044A440	STAllPlayersC::UnRegisterDeposit	STAllPlayersC::UnRegisterDeposit	STAllPlayersC	UnRegisterDeposit	__thiscall	0044A44D: MOV dword ptr [EBP + -0x8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	0044A5B0	STAllPlayersC::RegisterContainer	STAllPlayersC::RegisterContainer	STAllPlayersC	RegisterContainer	__thiscall	0044A5C8: MOV dword ptr [0x00858df8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	0044A730	STAllPlayersC::UnRegisterContainer	STAllPlayersC::UnRegisterContainer	STAllPlayersC	UnRegisterContainer	__thiscall	0044A73D: MOV dword ptr [EBP + -0x8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	0044A8A0	STAllPlayersC::RegisterBlot	STAllPlayersC::RegisterBlot	STAllPlayersC	RegisterBlot	__thiscall	0044A8B8: MOV dword ptr [0x00858df8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
0	0044AA20	STAllPlayersC::UnRegisterBlot	STAllPlayersC::UnRegisterBlot	STAllPlayersC	UnRegisterBlot	__thiscall	0044AA2D: MOV dword ptr [EBP + -0x8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
1	0044AB90	FUN_0044ab90	STAllPlayersC::CheckTmps	STAllPlayersC	CheckTmps		no incoming ECX use found in first 24 instructions	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
0	0044AF50	STAllPlayersC::PushTV	STAllPlayersC::PushTV	STAllPlayersC	PushTV		no incoming ECX use found in first 24 instructions	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
1	0044B030	FUN_0044b030	STAllPlayersC::ActivateTV	STAllPlayersC	ActivateTV	__thiscall	0044B041: MOV EDI,ECX	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
0	0044B280	STAllPlayersC::CalibrateTmp	STAllPlayersC::CalibrateTmp	STAllPlayersC	CalibrateTmp	__thiscall	0044B2A1: MOV dword ptr [0x00858df8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
1	0044B5F0	FUN_0044b5f0	STAllPlayersC::SelectObjects	STAllPlayersC	SelectObjects	__thiscall	0044B607: MOV EBX,ECX	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
1	0044C130	FUN_0044c130	STAllPlayersC::GetTOBJImage	STAllPlayersC	GetTOBJImage	__thiscall	0044C163: JMP dword ptr [ECX*0x4 + 0x44c4c8]	E:\\__titans\\wlad\\to_allpl.cpp		high	unique_method_and_source
0	0044C720	STAllPlayersC::GetScrObjList	STAllPlayersC::GetScrObjList	STAllPlayersC	GetScrObjList	__thiscall	0044C741: MOV dword ptr [0x00858df8],ECX	E:\\__titans\\wlad\\to_allpl.cpp		medium	unique_method_and_source
1	0044E980	FUN_0044e980	STBoatC::GetVisualInfo	STBoatC	GetVisualInfo	__thiscall	0044E993: MOV dword ptr [EAX],ECX	E:\\__titans\\wlad\\To_boat.cpp		high	unique_method_and_source
0	0044EE30	STBoatC::GetMessage	STBoatC::GetMessage	STBoatC	GetMessage	__thiscall	0044EE40: MOV dword ptr [EBP + 0xffffff18],ECX	E:\\__titans\\wlad\\To_boat.cpp		medium	unique_method_and_source
1	0045EF00	FUN_0045ef00	STBoatC::CmdToObj	STBoatC	CmdToObj	__thiscall	0045EF0C: MOV EDI,ECX	E:\\__titans\\wlad\\To_boat.cpp		high	unique_method_and_source
1	0045F400	FUN_0045f400	STBoatC::CheckPBoxCmd	STBoatC	CheckPBoxCmd	__thiscall	0045F417: MOV EDX,dword ptr [ECX + 0x2cc]	E:\\__titans\\wlad\\To_boat.cpp		high	unique_method_and_source
1	0045FD30	FUN_0045fd30	STBoatC::StopMove	STBoatC	StopMove	__thiscall	0045FD33: PUSH ECX	E:\\__titans\\wlad\\To_boat.cpp		high	unique_method_and_source
1	004608B0	FUN_004608b0	STBoatC::Defence	STBoatC	Defence	__thiscall	004608C3: MOV ESI,ECX	E:\\__titans\\wlad\\To_boat.cpp		high	unique_method_and_source
1	004653B0	FUN_004653b0	STBoatC::BackAttack	STBoatC	BackAttack	__thiscall	004653B3: PUSH ECX	E:\\__titans\\wlad\\To_boat.cpp		high	unique_method_and_source
0	00465BE0	STBoatC::BackPatrol	STBoatC::BackPatrol	STBoatC	BackPatrol	__thiscall	00465BE3: MOV EAX,dword ptr [ECX + 0x497]	E:\\__titans\\wlad\\To_boat.cpp		medium	unique_method_and_source
1	00465C60	FUN_00465c60	STBoatC::LoadRC	STBoatC	LoadRC	__thiscall	00465C70: MOV ESI,ECX	E:\\__titans\\wlad\\To_boat.cpp		high	unique_method_and_source
0	0046AA50	STBoatC::BackLoadRC	STBoatC::BackLoadRC	STBoatC	BackLoadRC	__thiscall	0046AA53: PUSH ECX	E:\\__titans\\wlad\\To_boat.cpp		medium	unique_method_and_source
1	0046B100	FUN_0046b100	STBoatC::Build	STBoatC	Build	__thiscall	0046B113: MOV ESI,ECX	E:\\__titans\\wlad\\To_boat.cpp		high	unique_method_and_source
0	0046C980	STBoatC::BackBuild	STBoatC::BackBuild	STBoatC	BackBuild	__thiscall	0046C983: PUSH ECX	E:\\__titans\\wlad\\To_boat.cpp		medium	unique_method_and_source
1	0046D450	FUN_0046d450	STBoatC::UnLoadRC	STBoatC	UnLoadRC	__thiscall	0046D45E: MOV ESI,ECX	E:\\__titans\\wlad\\To_boat.cpp		high	unique_method_and_source
0	0046EFD0	STBoatC::BackUnLoadRC	STBoatC::BackUnLoadRC	STBoatC	BackUnLoadRC	__thiscall	0046EFD3: PUSH ECX	E:\\__titans\\wlad\\To_boat.cpp		medium	unique_method_and_source
1	0046F5C0	FUN_0046f5c0	STBoatC::ToDok	STBoatC	ToDok	__thiscall	0046F5CE: MOV ESI,ECX	E:\\__titans\\wlad\\To_boat.cpp		high	unique_method_and_source
0	004714D0	STBoatC::BackToDok	STBoatC::BackToDok	STBoatC	BackToDok	__thiscall	004714D3: PUSH ECX	E:\\__titans\\wlad\\To_boat.cpp		medium	unique_method_and_source
1	00471AC0	FUN_00471ac0	STBoatC::Guard	STBoatC	Guard	__thiscall	00471AD0: MOV ESI,ECX	E:\\__titans\\wlad\\To_boat.cpp		high	unique_method_and_source
