function_address	function_name	call_address	slot_offset	stack_parameter_count	last_ecx_assignment	receiver_register	exact_unadjusted_receiver	physical_vtable_paths	receiver_paths	physical_owners	caller_owner	machine_return	classification
004A4240	STGroupBoatC::ChangeMDNotify	004A435C	44	0	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	/STGameObjC	/STGameObjC	STGroupBoatC	/undefined4	physical_vtable
004A4240	STGroupBoatC::ChangeMDNotify	004A4373	136	1	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/STGameObjCVTable		/STGameObjC	STGroupBoatC	/undefined4	physical_vtable
004A4240	STGroupBoatC::ChangeMDNotify	004A4635	44	0	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	/STGameObjC	/STGameObjC	STGroupBoatC	/undefined4	physical_vtable
004A4240	STGroupBoatC::ChangeMDNotify	004A4645	44	0	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	/STGameObjC	/STGameObjC	STGroupBoatC	/undefined4	physical_vtable
004A4240	STGroupBoatC::ChangeMDNotify	004A4665	44	0	DWORD PTR [EBP + -0X14]	ECX	1	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	/STGameObjC	/STGameObjC	STGroupBoatC	/undefined4	physical_vtable
004A8340	STGroupBoatC::GetDepotForAttack	004A8431	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	/STGameObjC	/STGameObjC	STGroupBoatC	/undefined4	physical_vtable
004A8340	STGroupBoatC::GetDepotForAttack	004A843D	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	/STGameObjC	/STGameObjC	STGroupBoatC	/undefined4	physical_vtable
004A8690	STGroupBoatC::GenSwitch	004A871E	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	/STGameObjC	/STGameObjC	STGroupBoatC	/undefined4	physical_vtable
004A8690	STGroupBoatC::GenSwitch	004A872A	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	/STGameObjC	/STGameObjC	STGroupBoatC	/undefined4	physical_vtable
004A8920	OpticClassC::GetMessage	004A8B44	24	1	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/SystemWithNamedObjClassTy	/STPlaySystemC	OpticClassC	/void	physical_vtable
004A8920	OpticClassC::GetMessage	004A8C46	24	1	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/SystemWithNamedObjClassTy	/STPlaySystemC	OpticClassC	/void	physical_vtable
004A9C80	FUN_004a9c80	004A9D26	24	1	DWORD PTR [0X00802A38]	ECX	1	/SubmarineTitans/Recovered/VTables/STPlaySystemCVTable	/SystemWithNamedObjClassTy	/STPlaySystemC		/undefined4	physical_vtable
004AE0B0	FUN_004ae0b0	004AE467	44	0	EAX	EAX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC			physical_vtable
004AE0B0	FUN_004ae0b0	004AE631	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
004AE0B0	FUN_004ae0b0	004AE649	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
004AE0B0	FUN_004ae0b0	004AE655	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
004AE0B0	FUN_004ae0b0	004AE6F9	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
004AE0B0	FUN_004ae0b0	004AE711	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
004AE0B0	FUN_004ae0b0	004AE71D	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
004AE0B0	FUN_004ae0b0	004AE7B6	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
004AE0B0	FUN_004ae0b0	004AE7CE	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
004AE0B0	FUN_004ae0b0	004AE7DA	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
004AE0B0	FUN_004ae0b0	004AE88A	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
004AE0B0	FUN_004ae0b0	004AE8A2	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
004AE0B0	FUN_004ae0b0	004AE8B2	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
004AF080	FUN_004af080	004AFA05	44	0	ECX	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004AF080	FUN_004af080	004AFA1D	44	0	ECX	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004AF080	FUN_004af080	004AFA2A	44	0	DWORD PTR [EBP + -0XC]	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004AF080	FUN_004af080	004AFA73	44	0	ECX	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004AFFA0	FUN_004affa0	004B0006	44	0	ECX	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004AFFA0	FUN_004affa0	004B0018	44	0	ECX	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004AFFA0	FUN_004affa0	004B002A	44	0	ECX	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004AFFA0	FUN_004affa0	004B003C	44	0	ECX	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004B0250	FUN_004b0250	004B04E7	44	0	DWORD PTR [EBP + -0X8]	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004B0250	FUN_004b0250	004B04F9	44	0	DWORD PTR [EBP + -0X8]	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004B0250	FUN_004b0250	004B0528	44	0	DWORD PTR [EBP + -0X8]	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004B0250	FUN_004b0250	004B0540	44	0	DWORD PTR [EBP + -0X8]	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004B1120	FUN_004b1120	004B11E2	44	0	ECX	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004B1120	FUN_004b1120	004B11F4	44	0	ECX	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004B1120	FUN_004b1120	004B1206	44	0	ECX	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004B1120	FUN_004b1120	004B1218	44	0	ECX	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004B1FB0	FUN_004b1fb0	004B209D	44	0	ECX	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004B1FB0	FUN_004b1fb0	004B21BF	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
004B1FB0	FUN_004b1fb0	004B21CD	136	1	ESI	ESI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
004B2520	FUN_004b2520	004B2769	44	0	EDI	EDI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
004B2D10	FUN_004b2d10	004B2EE8	44	0	EBX	EBX	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
004B31C0	FUN_004b31c0	004B32C7	44	0	ECX	ECX	1					/undefined4	unresolved_object_dispatch
004B31C0	FUN_004b31c0	004B32D4	44	0	DWORD PTR [EBP + 0X8]	ECX	1					/undefined4	unresolved_object_dispatch
004B31C0	FUN_004b31c0	004B32E1	44	0	DWORD PTR [EBP + 0X8]	ECX	1					/undefined4	unresolved_object_dispatch
004B31C0	FUN_004b31c0	004B32EE	44	0	DWORD PTR [EBP + 0X8]	ECX	1					/undefined4	unresolved_object_dispatch
004B33D0	FUN_004b33d0	004B3716	44	0	EDI	EDI	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
004B33D0	FUN_004b33d0	004B376B	44	0	DWORD PTR [EBP + 0XFFFFFEF4]	ECX	1	/SubmarineTitans/Recovered/GlobalRecords/STWorldObjectVTable	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject	/SubmarineTitans/Recovered/GlobalRecords/STWorldObject		/undefined4	physical_vtable
004B33D0	FUN_004b33d0	004B3785	44	0	DWORD PTR [EBP + -0X54]	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004B33D0	FUN_004b33d0	004B37E4	44	0	DWORD PTR [EBP + -0X54]	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004B33D0	FUN_004b33d0	004B42C6	44	0	ECX	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004B33D0	FUN_004b33d0	004B42D5	44	0	DWORD PTR [EBP + -0X54]	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004B33D0	FUN_004b33d0	004B42E4	44	0	DWORD PTR [EBP + -0X54]	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004B33D0	FUN_004b33d0	004B42F3	44	0	DWORD PTR [EBP + -0X54]	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004B33D0	FUN_004b33d0	004B434F	44	0	ECX	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004B33D0	FUN_004b33d0	004B4F13	44	0	EAX	EAX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004B33D0	FUN_004b33d0	004B4F20	44	0	DWORD PTR [EBP + -0X54]	ECX	1	/SubmarineTitans/Recovered/VTables/STFishCVTable	/STFishC	/STFishC		/undefined4	physical_vtable
004B7750	FUN_004b7750	004B77DD	44	0	ECX	ECX	1					/undefined4	unresolved_object_dispatch
004B7750	FUN_004b7750	004B7807	44	0	DWORD PTR [EBP + -0X8]	ECX	1					/undefined4	unresolved_object_dispatch
004B7750	FUN_004b7750	004B782C	44	0	DWORD PTR [EBP + -0X8]	ECX	1					/undefined4	unresolved_object_dispatch
004B7D90	FUN_004b7d90	004B7DBE	144	2	ESI	ESI	1					/void	unresolved_object_dispatch
004B7DE0	FUN_004b7de0	004B7E11	144	2	ESI	ESI	1					/void	unresolved_object_dispatch
004B80D0	TLOBaseTy::SetState	004B828D	144	2	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy		physical_vtable
004B80D0	TLOBaseTy::SetState	004B82AC	144	2	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy		physical_vtable
004B80D0	TLOBaseTy::SetState	004B8317	144	2	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004B80D0	TLOBaseTy::SetState	004B8561	8	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/undefined4	physical_vtable
004B80D0	TLOBaseTy::SetState	004B856E	232	1	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004B8C80	FUN_004b8c80	004B8D3F	8	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy		/undefined4	physical_vtable
004B8C80	FUN_004b8c80	004B8D50	232	1	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy		/void	physical_vtable
004B8C80	FUN_004b8c80	004B8D5A	216	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy		/undefined4	physical_vtable
004B8C80	FUN_004b8c80	004B8F44	144	2	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy			physical_vtable
004B8C80	FUN_004b8c80	004B8F54	144	2	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy		/void	physical_vtable
004B8C80	FUN_004b8c80	004B8FA2	216	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy		/undefined4	physical_vtable
004B8C80	FUN_004b8c80	004B905F	216	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy		/undefined4	physical_vtable
004B8C80	FUN_004b8c80	004B90D2	144	2	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy		/void	physical_vtable
004B8C80	FUN_004b8c80	004B90F4	144	2	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy		/void	physical_vtable
004B8C80	FUN_004b8c80	004B90FE	216	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy		/undefined4	physical_vtable
004B8C80	FUN_004b8c80	004B912A	144	2	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy		/void	physical_vtable
004B8C80	FUN_004b8c80	004B9134	216	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy		/undefined4	physical_vtable
004B8C80	FUN_004b8c80	004B92CD	144	2	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy		/void	physical_vtable
004B8C80	FUN_004b8c80	004B940E	216	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy		/undefined4	physical_vtable
004B8C80	FUN_004b8c80	004B9520	216	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy		/void	physical_vtable
004B9A40	TLOBaseTy::sub_004B9A40	004B9A7E	44	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/undefined4	physical_vtable
004B9BB0	FUN_004b9bb0	004B9C85	0	1	ECX	ECX	1	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable	/AiBossClassTy | /SubmarineTitans/Recovered/STMessage	/AiBossClassTy		/undefined4	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BA36C	44	0	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/undefined4	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BA64C	0	1	DWORD PTR [0X008117BC]	ECX	1	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable	/AiBossClassTy | /SubmarineTitans/Recovered/STMessage	/AiBossClassTy	TLOBaseTy	/void	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BA722	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BAE15	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BAFEB	124	0	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/undefined4	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BB074	44	0	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/undefined4	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BB3F8	200	1	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy		physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BB657	0	1	ECX	ECX	1	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable	/AiBossClassTy | /SubmarineTitans/Recovered/STMessage	/AiBossClassTy	TLOBaseTy		physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BBDD0	0	1	ECX	ECX	1	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable	/AiBossClassTy | /SubmarineTitans/Recovered/STMessage	/AiBossClassTy	TLOBaseTy	/void	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BBFDA	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy		physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BBFED	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/undefined4	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BC694	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BC6C0	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BC6EC	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BC718	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BC744	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BC770	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BC79C	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BC7C8	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BC7F4	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BC820	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BC84C	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BC87C	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BCADC	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BCB03	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BCB2A	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BCC9F	144	2	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004B9FA0	TLOBaseTy::GetMessage	004BCD52	28	1	ECX	ECX	1	/SubmarineTitans/Recovered/VTables/InfocPanelTyVTable	/SpecPanelTy	/InfocPanelTy	TLOBaseTy	/void	physical_vtable
004BE1A0	FUN_004be1a0	004BE1AB	248	0	ECX	ECX	1					/undefined4	unresolved_object_dispatch
004BE500	TLOBaseTy::SetActivity	004BE514	248	0	ECX	ECX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/undefined4	physical_vtable
004BE500	TLOBaseTy::SetActivity	004BE5E3	144	2	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004BE6C0	TLOBaseTy::sub_004BE6C0	004BE739	124	0	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/undefined4	physical_vtable
004BE6C0	TLOBaseTy::sub_004BE6C0	004BE743	196	0	EBX	EBX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/undefined4	physical_vtable
004BEA70	TLOBaseTy::sub_004BEA70	004BEBC5	124	0	ESI	ESI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/undefined4	physical_vtable
004C21A0	FUN_004c21a0	004C2260	236	0	ECX	ECX	1					/undefined4	unresolved_object_dispatch
004C21A0	FUN_004c21a0	004C228C	236	0	ECX	ECX	1					/undefined4	unresolved_object_dispatch
004C21A0	FUN_004c21a0	004C245E	44	0	ESI	ESI	1					/undefined4	unresolved_object_dispatch
004C21A0	FUN_004c21a0	004C246A	44	0	ESI	ESI	1					/undefined4	unresolved_object_dispatch
004C21A0	FUN_004c21a0	004C253A	44	0	EBX	EBX	1					/undefined4	unresolved_object_dispatch
004C21A0	FUN_004c21a0	004C2546	44	0	EBX	EBX	1					/undefined4	unresolved_object_dispatch
004C21A0	FUN_004c21a0	004C260C	236	0	EBX	EBX	1					/undefined4	unresolved_object_dispatch
004C3570	TLOBaseTy::fireProc	004C36E1	16	6	EDI	EDI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable		/TLOBaseTy	TLOBaseTy	/undefined4	physical_vtable
004C3570	TLOBaseTy::fireProc	004C380C	144	2	EDI	EDI	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/void	physical_vtable
004C3C00	TLOBaseTy::fireFindCheckTarget	004C3DF8	248	0	ECX	ECX	1	/SubmarineTitans/Recovered/VTables/TLOBaseTyVTable	/TLOBaseTy	/TLOBaseTy	TLOBaseTy	/undefined4	physical_vtable
