apply	family_id	canonical_type	member_type	length	named_fields	evidence
0	EXACT_BB850A64FF93	/SubmarineTitans/Recovered/PointerShapes/AnonNested_006ECFC0_0064_4836A151	/SubmarineTitans/Recovered/PointerShapes/AnonNested_006ECFC0_0064_60428B19	140	0	anonymous geometry match only; no named semantic anchor
0	EXACT_BBC2AC981B29	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D86E0_D6D32C07	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D86E0_D6D32C07	4	0	anonymous geometry match only; no named semantic anchor
0	EXACT_BBC2AC981B29	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D86E0_D6D32C07	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D8A60_D503343B	4	0	anonymous geometry match only; no named semantic anchor
0	EXACT_C8D9079565D0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D3C30_B7073A5B	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D3C30_B7073A5B	16	0	anonymous geometry match only; no named semantic anchor
0	EXACT_C8D9079565D0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006D3C30_B7073A5B	/SubmarineTitans/Recovered/PointerShapes/AnonShape_GLOBAL_00857168_D75747E9	16	0	anonymous geometry match only; no named semantic anchor
0	EXACT_C9957A4BBE09	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_AiFltClassTy_0223	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_AiFltClassTy_0223	32	0	anonymous geometry match only; no named semantic anchor
0	EXACT_C9957A4BBE09	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_AiFltClassTy_0223	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_AiFltClassTy_022F	32	0	anonymous geometry match only; no named semantic anchor
0	EXACT_C9957A4BBE09	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_AiFltClassTy_0223	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_HelpPanelTy_01B3	32	0	anonymous geometry match only; no named semantic anchor
0	EXACT_PRODUCER_D5E9014E4385	/SubmarineTitans/Recovered/LibraryContexts/DDXContext	/SubmarineTitans/Recovered/PointerShapes/AnonShape_GLOBAL_0080759C_9638EF10	1208	0	exact full producer snapshot matches the generated semantic view which records this sole anonymous source in its provenance; a stored layout hash is verified when present
0	EXACT_DB1D65DC5532	/SubmarineTitans/Recovered/PointerShapes/AnonNested_00721790_0138_C6072F4E	/SubmarineTitans/Recovered/PointerShapes/AnonNested_00721790_0138_C6072F4E	24	0	anonymous geometry match only; no named semantic anchor
0	EXACT_DB1D65DC5532	/SubmarineTitans/Recovered/PointerShapes/AnonNested_00721790_0138_C6072F4E	/SubmarineTitans/Recovered/PointerShapes/AnonNested_007217E0_0138_CBD04E88	24	0	anonymous geometry match only; no named semantic anchor
0	EXACT_EA2A66FC10F3	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C5210_E9B30C00	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C5210_E9B30C00	1180	0	anonymous geometry match only; no named semantic anchor
