apply	family_id	canonical_type	member_type	length	named_fields	evidence
0	EXACT_EA2A66FC10F3	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C5210_E9B30C00	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006C52E0_B18BC6D0	1180	0	anonymous geometry match only; no named semantic anchor
0	EXACT_EAAB7AC5BF4D	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00750F20_F8C16F98_0008_FDB2B39A	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00750F20_F8C16F98_0008_FDB2B39A	84	0	anonymous geometry match only; no named semantic anchor
0	EXACT_EAAB7AC5BF4D	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00750F20_F8C16F98_0008_FDB2B39A	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00750FB0_15A3AC3E_0008_EB22C12B	84	0	anonymous geometry match only; no named semantic anchor
0	EXACT_EE62E0FA35B9	/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_AiEventClassTy_0064F500	/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_AiEventClassTy_0064F500	214	0	anonymous geometry match only; no named semantic anchor
0	EXACT_EE62E0FA35B9	/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_AiEventClassTy_0064F500	/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_AiEventClassTy_00650B10	214	0	anonymous geometry match only; no named semantic anchor
0	EXACT_F07197658F7B	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_TLOBaseTy_0291	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_TLOBaseTy_0291	72	0	anonymous geometry match only; no named semantic anchor
0	EXACT_F07197658F7B	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_TLOBaseTy_0291	/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_STBoatC_00482DB0	72	0	anonymous geometry match only; no named semantic anchor
0	EXACT_FF984E7B0966	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_CPanelTy_01B4	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_CPanelTy_01B4	12	0	anonymous geometry match only; no named semantic anchor
0	EXACT_FF984E7B0966	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_CPanelTy_01B4	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_ChooseMapTy_1C7B	12	0	anonymous geometry match only; no named semantic anchor
0	EXACT_FF984E7B0966	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_CPanelTy_01B4	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_ChooseMapTy_1C8B	12	0	anonymous geometry match only; no named semantic anchor
0	EXACT_FF984E7B0966	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_CPanelTy_01B4	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_MReportTy_0073	12	0	anonymous geometry match only; no named semantic anchor
0	EXACT_FF984E7B0966	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_CPanelTy_01B4	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_PrividerTy_1C8E	12	0	anonymous geometry match only; no named semantic anchor
0	EXACT_FF984E7B0966	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_CPanelTy_01B4	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_SettMapMTy_1C67	12	0	anonymous geometry match only; no named semantic anchor
0	EXACT_FF984E7B0966	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_CPanelTy_01B4	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_SettMapMTy_1E1E	12	0	anonymous geometry match only; no named semantic anchor
0	EXACT_FF984E7B0966	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_CPanelTy_01B4	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_SettMapMTy_2204	12	0	anonymous geometry match only; no named semantic anchor
0	EXACT_FF984E7B0966	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_CPanelTy_01B4	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_SettMapTy_1E2B	12	0	anonymous geometry match only; no named semantic anchor
0	EXACT_FF984E7B0966	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_CPanelTy_01B4	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_StartSystemTy_0544	12	0	anonymous geometry match only; no named semantic anchor
0	EXACT_FF984E7B0966	/SubmarineTitans/Recovered/ClassPointees/AnonPointee_CPanelTy_01B4	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00518C20_0B2995D2	12	0	anonymous geometry match only; no named semantic anchor
