apply	action	function_address	function_name	call_address	target_address	target_name	expected_override	proposed_return_type	confidence	evidence
1	apply	0040AE40	STGroupBoatC::sub_0040AE40	0040AFED	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/short	high	one exact direct CALL result reaches only the concrete pointer view pointer:/short through COPY/CAST/INDIRECT; consumer anchors=[0040AFED:typed-boundary-before-reused-lifetime, 0040AFFC, 0040AFFC:typed-store]; transport callee ABI pointer:/void is retained
1	apply	0040AE40	STGroupBoatC::sub_0040AE40	0040B48E	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/short	high	one exact direct CALL result reaches only the concrete pointer view pointer:/short through COPY/CAST/INDIRECT; consumer anchors=[0040B48E:typed-boundary-before-reused-lifetime, 0040B49D, 0040B49D:typed-store]; transport callee ABI pointer:/void is retained
1	apply	0040BC90	STGroupBoatC::sub_0040BC90	0040BCA0	0040286F	STGroupBoatC::sub_00423E70	none	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_STBoatC_0040AE40	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecord_STBoatC_0040AE40 through COPY/CAST/INDIRECT; consumer anchors=[0040BCA7:null-test, 0040BD0A:load-base, 0040BD1B:load-base, 0040BD2E:load-base, 0040BDD6, 0040BDD6:typed-argument, 0040BE22:load-base, 0040BE2D:load-base, 0040BE43:load-base, 0040BE9C:load-base, 0040BEA5:load-base, 0040BEAB:load-base, 0040BEE6:load-base, 0040BEEA:load-base, 0040BEEE:load-base, 0040BF4C:load-base, 0040BF57:load-base, 0040BF67:load-base]; transport callee ABI pointer:/STGameObjC is retained
1	apply	0040C080	FUN_0040c080	0040C0C0	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/undefined4	high	one exact direct CALL result reaches only the concrete pointer view pointer:/undefined4 through COPY/CAST/INDIRECT; consumer anchors=[0040C0C0:machine-call-boundary, 0040C0C5:store-base]; transport callee ABI pointer:/void is retained
1	apply	0040D540	FUN_0040d540	0040DE0F	006AAC10	Library::DKW::LIB::MemAllocClear	none	pointer:/ushort	high	one exact direct CALL result reaches only the concrete pointer view pointer:/ushort through COPY/CAST/INDIRECT; consumer anchors=[0040DE14:null-test, 0040DE16:typed-store, 0040DE3A:store-base]; transport callee ABI pointer:/void is retained
1	apply	00411260	FUN_00411260	0041139D	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/char	high	one exact direct CALL result reaches only the concrete pointer view pointer:/char through COPY/CAST/INDIRECT; consumer anchors=[0041139D:machine-call-boundary, 004113A9, 004113FE]; transport callee ABI pointer:/void is retained
1	apply	00411260	FUN_00411260	004119E5	006ACF50	Library::DKW::LIB::MemRealloc	none	pointer:/char	high	one exact direct CALL result reaches only the concrete pointer view pointer:/char through COPY/CAST/INDIRECT; consumer anchors=[004119E5:machine-call-boundary, 004119EF]; transport callee ABI pointer:/void is retained
1	apply	00411E50	FUN_00411e50	00411FA9	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/char	high	one exact direct CALL result reaches only the concrete pointer view pointer:/char through COPY/CAST/INDIRECT; consumer anchors=[00411FA9:machine-call-boundary, 00411FB3]; transport callee ABI pointer:/void is retained
1	apply	00411E50	FUN_00411e50	00412627	006ACF50	Library::DKW::LIB::MemRealloc	none	pointer:/char	high	one exact direct CALL result reaches only the concrete pointer view pointer:/char through COPY/CAST/INDIRECT; consumer anchors=[00412627:machine-call-boundary, 00412631]; transport callee ABI pointer:/void is retained
1	apply	004137F0	FUN_004137f0	004138A8	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0059_F07A8D99	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0059_F07A8D99 through COPY/CAST/INDIRECT; consumer anchors=[004138A8:typed-boundary-before-reused-lifetime, 004138B0:typed-store, 004138B6:store-base]; transport callee ABI pointer:/void is retained
1	apply	00414980	FUN_00414980	004149A9	00401104	thunk_FUN_006a3c10	__cdecl;pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredGlobalRecordView_007F4D50;/uint;/uint;pointer:/char;/int	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredGlobalRecordView_007F4D50	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredGlobalRecordView_007F4D50 through COPY/CAST/INDIRECT; consumer anchors=[004149A9:machine-call-boundary, 004149B6:null-test, 004149CD, 004149D5, 004149DB, 004149E9, 004149FB, 00414A1E, 00414A26, 00414A2C, 00414A34]; transport callee ABI pointer:/int is retained
1	apply	00418030	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_004167A0::FUN_00418030	0041816B	006AAC10	Library::DKW::LIB::MemAllocClear	none	pointer:/ushort	high	one exact direct CALL result reaches only the concrete pointer view pointer:/ushort through COPY/CAST/INDIRECT; consumer anchors=[00418178:typed-store, 0041817E:store-base]; transport callee ABI pointer:/void is retained
1	apply	00418030	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_004167A0::FUN_00418030	004184B1	006AE7D0	Library::DKW::WAY::FUN_006ae7d0	none	pointer:/ushort	high	one exact direct CALL result reaches only the concrete pointer view pointer:/ushort through COPY/CAST/INDIRECT; consumer anchors=[004184B6:null-test, 004184B8, 004184B8:typed-store]; transport callee ABI pointer:/short is retained
1	apply	00418030	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_004167A0::FUN_00418030	00418617	006AFBA0	Library::DKW::WAY::FUN_006afba0	none	pointer:/ushort	high	one exact direct CALL result reaches only the concrete pointer view pointer:/ushort through COPY/CAST/INDIRECT; consumer anchors=[0041861C, 0041861C:typed-store]; transport callee ABI pointer:/short is retained
1	apply	00419C70	TLOEmbryoTy::sub_00419C70	00419C92	004052C2	STAllPlayersC::RegisterObject	none	pointer:/int	high	one exact direct CALL result reaches only the concrete pointer view pointer:/int through COPY/CAST/INDIRECT; consumer anchors=[00419C92:machine-call-boundary]; transport callee ABI /undefined4 is retained
1	apply	00419DF0	STGameObjC::SetSelfCheckFlag	00419EB6	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STGameObjC_0195	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STGameObjC_0195 through COPY/CAST/INDIRECT; consumer anchors=[00419EBD:typed-store]; transport callee ABI pointer:/void is retained
1	apply	00419DF0	STGameObjC::SetSelfCheckFlag	00419EC3	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STGameObjC_0199	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STGameObjC_0199 through COPY/CAST/INDIRECT; consumer anchors=[00419ECA:typed-store]; transport callee ABI pointer:/void is retained
1	apply	00419DF0	STGameObjC::SetSelfCheckFlag	00419ED0	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STGameObjC_01AD	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STGameObjC_01AD through COPY/CAST/INDIRECT; consumer anchors=[00419ED7:typed-store]; transport callee ABI pointer:/void is retained
1	apply	00419DF0	STGameObjC::SetSelfCheckFlag	00419EDD	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STGameObjC_01B1	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STGameObjC_01B1 through COPY/CAST/INDIRECT; consumer anchors=[00419EE7:typed-store]; transport callee ABI pointer:/void is retained
1	apply	00419DF0	STGameObjC::SetSelfCheckFlag	00419F1C	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STGameObjC_01AD	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STGameObjC_01AD through COPY/CAST/INDIRECT; consumer anchors=[00419F23:typed-store]; transport callee ABI pointer:/void is retained
1	apply	00419DF0	STGameObjC::SetSelfCheckFlag	00419F29	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STGameObjC_01B1	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STGameObjC_01B1 through COPY/CAST/INDIRECT; consumer anchors=[00419F30:typed-store]; transport callee ABI pointer:/void is retained
1	apply	00419DF0	STGameObjC::SetSelfCheckFlag	00419F36	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/ushort	high	one exact direct CALL result reaches only the concrete pointer view pointer:/ushort through COPY/CAST/INDIRECT; consumer anchors=[00419F3D:typed-store]; transport callee ABI pointer:/void is retained
1	apply	00419DF0	STGameObjC::SetSelfCheckFlag	00419F43	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/ushort	high	one exact direct CALL result reaches only the concrete pointer view pointer:/ushort through COPY/CAST/INDIRECT; consumer anchors=[00419F48:typed-store]; transport callee ABI pointer:/void is retained
1	apply	00419DF0	STGameObjC::SetSelfCheckFlag	0041A03D	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STGameObjC_01B5	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STGameObjC_01B5 through COPY/CAST/INDIRECT; consumer anchors=[0041A044:typed-store]; transport callee ABI pointer:/void is retained
1	apply	00419DF0	STGameObjC::SetSelfCheckFlag	0041A04A	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STGameObjC_01B9	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STGameObjC_01B9 through COPY/CAST/INDIRECT; consumer anchors=[0041A04F:typed-store]; transport callee ABI pointer:/void is retained
1	apply	004210E0	STAllPlayersC::SaveGObjData	00421192	006B0020	FUN_006b0020	none	pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_004210E0_306A4C8B	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_004210E0_306A4C8B through COPY/CAST/INDIRECT; consumer anchors=[0042119E, 004211B3]; transport callee ABI pointer:/void is retained
1	apply	004210E0	STAllPlayersC::SaveGObjData	004211EE	006B0020	FUN_006b0020	none	pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_004210E0_306A4C8B	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_004210E0_306A4C8B through COPY/CAST/INDIRECT; consumer anchors=[004211FA, 0042120F]; transport callee ABI pointer:/void is retained
1	apply	004210E0	STAllPlayersC::SaveGObjData	00421249	006B0020	FUN_006b0020	none	pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_004210E0_306A4C8B	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_004210E0_306A4C8B through COPY/CAST/INDIRECT; consumer anchors=[00421255, 0042126E]; transport callee ABI pointer:/void is retained
1	apply	004210E0	STAllPlayersC::SaveGObjData	004212A5	006B0020	FUN_006b0020	none	pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_004210E0_306A4C8B	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/AnonShape_004210E0_306A4C8B through COPY/CAST/INDIRECT; consumer anchors=[004212B1, 004212C6]; transport callee ABI pointer:/void is retained
1	apply	00422210	STAllPlayersC::RestoreGObjData	004226DD	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_018D	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_018D through COPY/CAST/INDIRECT; consumer anchors=[004226DD:typed-boundary-before-reused-lifetime, 004226EA:typed-store, 00422700]; transport callee ABI pointer:/void is retained
1	apply	00422210	STAllPlayersC::RestoreGObjData	00422729	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_0191	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_0191 through COPY/CAST/INDIRECT; consumer anchors=[00422729:typed-boundary-before-reused-lifetime, 00422736:typed-store, 0042274C]; transport callee ABI pointer:/void is retained
1	apply	00422210	STAllPlayersC::RestoreGObjData	00422775	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_0195	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_0195 through COPY/CAST/INDIRECT; consumer anchors=[00422775:typed-boundary-before-reused-lifetime, 00422782:typed-store, 00422798]; transport callee ABI pointer:/void is retained
1	apply	00422210	STAllPlayersC::RestoreGObjData	004227C1	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_0199	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_0199 through COPY/CAST/INDIRECT; consumer anchors=[004227C1:typed-boundary-before-reused-lifetime, 004227CE:typed-store, 004227E4]; transport callee ABI pointer:/void is retained
1	apply	00422210	STAllPlayersC::RestoreGObjData	00422857	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_01A5	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_01A5 through COPY/CAST/INDIRECT; consumer anchors=[00422857:typed-boundary-before-reused-lifetime, 00422864:typed-store, 0042287A]; transport callee ABI pointer:/void is retained
1	apply	00422210	STAllPlayersC::RestoreGObjData	004228A3	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_01A9	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_01A9 through COPY/CAST/INDIRECT; consumer anchors=[004228A3:typed-boundary-before-reused-lifetime, 004228B0:typed-store, 004228C6]; transport callee ABI pointer:/void is retained
1	apply	00422210	STAllPlayersC::RestoreGObjData	004228EF	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_01AD	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_01AD through COPY/CAST/INDIRECT; consumer anchors=[004228EF:typed-boundary-before-reused-lifetime, 004228FC:typed-store, 00422912]; transport callee ABI pointer:/void is retained
1	apply	00422210	STAllPlayersC::RestoreGObjData	0042293B	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_01B1	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_01B1 through COPY/CAST/INDIRECT; consumer anchors=[0042293B:typed-boundary-before-reused-lifetime, 00422948:typed-store, 0042295E]; transport callee ABI pointer:/void is retained
1	apply	00422210	STAllPlayersC::RestoreGObjData	00422987	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_01B5	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_01B5 through COPY/CAST/INDIRECT; consumer anchors=[00422987:typed-boundary-before-reused-lifetime, 00422994:typed-store, 004229AA]; transport callee ABI pointer:/void is retained
1	apply	00422210	STAllPlayersC::RestoreGObjData	004229D3	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_01B9	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/ClassPointees/AnonPointee_STAllPlayersC_01B9 through COPY/CAST/INDIRECT; consumer anchors=[004229D3:typed-boundary-before-reused-lifetime, 004229E0:typed-store, 004229F6]; transport callee ABI pointer:/void is retained
1	apply	00422210	STAllPlayersC::RestoreGObjData	00422AB7	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/ushort	high	one exact direct CALL result reaches only the concrete pointer view pointer:/ushort through COPY/CAST/INDIRECT; consumer anchors=[00422AB7:typed-boundary-before-reused-lifetime, 00422AC4:typed-store, 00422ADA]; transport callee ABI pointer:/void is retained
1	apply	00422210	STAllPlayersC::RestoreGObjData	00422B03	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/ushort	high	one exact direct CALL result reaches only the concrete pointer view pointer:/ushort through COPY/CAST/INDIRECT; consumer anchors=[00422B03:typed-boundary-before-reused-lifetime, 00422B10:typed-store, 00422B26]; transport callee ABI pointer:/void is retained
1	apply	00423850	STGroupC::AddObj	00423935	006AE290	Library::DKW::TBL::DArrayCreate	none	pointer:/uint	high	one exact direct CALL result reaches only the concrete pointer view pointer:/uint through COPY/CAST/INDIRECT; consumer anchors=[0042393A:typed-store]; transport callee ABI pointer:/SubmarineTitans/Recovered/DArrayTy is retained
1	apply	00423E00	FUN_00423e00	00423E04	00402DB5	STGroupC::GetGroupContent	__thiscall;pointer:/SubmarineTitans/Recovered/DArrayTy;pointer:/STGroupC	pointer:/SubmarineTitans/Recovered/DArrayTy	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/DArrayTy through COPY/CAST/INDIRECT; consumer anchors=[00423E0E:typed-argument, 00423E14:typed-argument]; transport callee ABI pointer:/uint is retained
1	apply	00423EC0	STGroupC::GetMessage	00423FD0	006AE310	Library::DKW::TBL::DArrayCreateTracked	none	pointer:/uint	high	one exact direct CALL result reaches only the concrete pointer view pointer:/uint through COPY/CAST/INDIRECT; consumer anchors=[00423FD5:typed-store]; transport callee ABI pointer:/SubmarineTitans/Recovered/DArrayTy is retained
1	apply	00427090	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_004248D0::sub_00427090	004270ED	006AAC70	Library::DKW::LIB::MemAlloc	none	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1 through COPY/CAST/INDIRECT; consumer anchors=[004270F4:null-test, 0042710A:neutral-store, 004271A4:typed-argument, 00427202:typed-argument, 00427257:typed-argument, 004272AE:typed-argument, 004272DA:typed-argument, 00427330:typed-argument, 0042736B:typed-argument, 0042742F:typed-argument, 0042748D:typed-argument, 004274E2:typed-argument, 00427539:typed-argument, 00427565:typed-argument, 004275BB:typed-argument, 004275F6:typed-argument, 0042764F:typed-argument, 004276E9:typed-argument, 00427749:typed-argument, 0042779F:typed-argument, 004277F8:typed-argument, 00427824:typed-argument, 0042787A:typed-argument, 004278B5:typed-argument, 0042790E:typed-argument, 0042793B:typed-argument]; transport callee ABI pointer:/void is retained
1	apply	00427090	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_004248D0::sub_00427090	004271A4	00405010	sub_004248D0	none	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1 through COPY/CAST/INDIRECT; consumer anchors=[004271A4:machine-call-boundary]; transport callee ABI /int is retained
1	apply	00427090	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_004248D0::sub_00427090	00427202	00405010	sub_004248D0	none	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1 through COPY/CAST/INDIRECT; consumer anchors=[00427202:machine-call-boundary]; transport callee ABI /int is retained
1	apply	00427090	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_004248D0::sub_00427090	00427257	00405010	sub_004248D0	none	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1 through COPY/CAST/INDIRECT; consumer anchors=[00427257:machine-call-boundary]; transport callee ABI /int is retained
1	apply	00427090	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_004248D0::sub_00427090	004272AE	00405010	sub_004248D0	none	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1 through COPY/CAST/INDIRECT; consumer anchors=[004272AE:machine-call-boundary]; transport callee ABI /int is retained
1	apply	00427090	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_004248D0::sub_00427090	00427330	00405010	sub_004248D0	none	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1 through COPY/CAST/INDIRECT; consumer anchors=[00427330:machine-call-boundary]; transport callee ABI /int is retained
1	apply	00427090	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_004248D0::sub_00427090	0042742F	00405010	sub_004248D0	none	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1 through COPY/CAST/INDIRECT; consumer anchors=[0042742F:machine-call-boundary]; transport callee ABI /int is retained
1	apply	00427090	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_004248D0::sub_00427090	0042748D	00405010	sub_004248D0	none	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1 through COPY/CAST/INDIRECT; consumer anchors=[0042748D:machine-call-boundary]; transport callee ABI /int is retained
1	apply	00427090	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_004248D0::sub_00427090	004274E2	00405010	sub_004248D0	none	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1 through COPY/CAST/INDIRECT; consumer anchors=[004274E2:machine-call-boundary]; transport callee ABI /int is retained
1	apply	00427090	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_004248D0::sub_00427090	00427539	00405010	sub_004248D0	none	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1 through COPY/CAST/INDIRECT; consumer anchors=[00427539:machine-call-boundary]; transport callee ABI /int is retained
1	apply	00427090	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_004248D0::sub_00427090	004275BB	00405010	sub_004248D0	none	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1 through COPY/CAST/INDIRECT; consumer anchors=[004275BB:machine-call-boundary]; transport callee ABI /int is retained
1	apply	00427090	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_004248D0::sub_00427090	004276E9	00405010	sub_004248D0	none	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1 through COPY/CAST/INDIRECT; consumer anchors=[004276E9:machine-call-boundary]; transport callee ABI /int is retained
1	apply	00427090	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_004248D0::sub_00427090	00427749	00405010	sub_004248D0	none	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1 through COPY/CAST/INDIRECT; consumer anchors=[00427749:machine-call-boundary]; transport callee ABI /int is retained
1	apply	00427090	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_004248D0::sub_00427090	0042779F	00405010	sub_004248D0	none	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1 through COPY/CAST/INDIRECT; consumer anchors=[0042779F:machine-call-boundary]; transport callee ABI /int is retained
1	apply	00427090	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_004248D0::sub_00427090	004277F8	00405010	sub_004248D0	none	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1 through COPY/CAST/INDIRECT; consumer anchors=[004277F8:machine-call-boundary]; transport callee ABI /int is retained
1	apply	00427090	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_004248D0::sub_00427090	0042787A	00405010	sub_004248D0	none	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1 through COPY/CAST/INDIRECT; consumer anchors=[0042787A:machine-call-boundary]; transport callee ABI /int is retained
1	apply	00427090	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_004248D0::sub_00427090	0042790E	00405010	sub_004248D0	none	pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1	high	one exact direct CALL result reaches only the concrete pointer view pointer:/SubmarineTitans/Recovered/PointerShapes/RecoveredRecordView_004248D0_552B02F1 through COPY/CAST/INDIRECT; consumer anchors=[0042790E:machine-call-boundary]; transport callee ABI /int is retained
