apply	address	function	current_signature	current_calling_convention	signature_source	calls	direct_calls	thunk_calls	ecx_pointer_setup	ecx_scalar_setup	ecx_live_prior	ecx_unknown	caller_cleanup_calls	caller_cleanup_bytes	callee_ret_pop_bytes	expected_stack_bytes	incoming_ecx_used	exact_stack_argument_calls	classification	suggested_calling_convention	confidence	reason	error
0	00403C6F	thunk_FUN_005efbd0	undefined __thiscall thunk_FUN_005efbd0(void * this, int param_1, short param_2, short param_3, short param_4, short param_5)	__thiscall	ANALYSIS	0	0	0	0	0	0	0	0			20	1	0	unreferenced		review	no direct call reference to function or thunk entry	-
0	00403C7E	thunk_FUN_0062af40	undefined4 __thiscall thunk_FUN_0062af40(void * this, undefined4 * param_1)	__thiscall	ANALYSIS	2	2	0	1	0	0	1	0			4	0	2	ambiguous		review	calls=2, pointer_ecx=1, live_ecx=0, no_ecx=1, expected_stack=4, incoming_ecx_used=false, exact_stack_calls=2	-
0	00403C8D	thunk_FUN_0060a800	int __thiscall thunk_FUN_0060a800(void * this, int param_1)	__thiscall	ANALYSIS	1	1	0	0	0	0	1	0			4	0	1	ambiguous		review	calls=1, pointer_ecx=0, live_ecx=0, no_ecx=1, expected_stack=4, incoming_ecx_used=false, exact_stack_calls=1	-
0	00403C92	thunk_FUN_00632650	undefined4 __thiscall thunk_FUN_00632650(void * this, uint param_1, int param_2, undefined4 param_3, Global_sub_00632650_param_4Enum param_4, void * param_5)	__thiscall	ANALYSIS	5	5	0	5	0	0	0	0			20	0	5	thiscall_supported	__thiscall	high	5 callsites explicitly load ECX; no caller stack cleanup observed	-
0	00403CBF	thunk_FUN_00647be0	int __thiscall thunk_FUN_00647be0(void * this, char * param_1)	__thiscall	ANALYSIS	0	0	0	0	0	0	0	0			4	1	0	unreferenced		review	no direct call reference to function or thunk entry	-
0	00403CCE	thunk_FUN_004b7e30	undefined4 __thiscall thunk_FUN_004b7e30(void * this, STBoatC_field_06F7State param_1, int param_2, int param_3)	__thiscall	ANALYSIS	2	2	0	2	0	0	0	0			12	0	1	thiscall_supported	__thiscall	high	2 callsites explicitly load ECX; no caller stack cleanup observed	-
0	00403CEC	thunk_FUN_004cca00	int __thiscall thunk_FUN_004cca00(void * this, int param_1)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00403D14	thunk_FUN_00495010	void __thiscall thunk_FUN_00495010(void * this, undefined4 param_1)	__thiscall	ANALYSIS	2	2	0	2	0	0	0	0			4	0	2	thiscall_supported	__thiscall	high	2 callsites explicitly load ECX; no caller stack cleanup observed	-
0	00403D19	thunk_FUN_00589870	void __thiscall thunk_FUN_00589870(void * this, int param_1, int param_2, int soundId)	__thiscall	ANALYSIS	2	2	0	2	0	0	0	0			12	0	2	thiscall_supported	__thiscall	high	2 callsites explicitly load ECX; no caller stack cleanup observed	-
0	00403D28	thunk_FUN_004e2000	int __thiscall thunk_FUN_004e2000(void * this, int param_1, int param_2)	__thiscall	ANALYSIS	3	3	0	3	0	0	0	0			8	0	3	thiscall_supported	__thiscall	high	3 callsites explicitly load ECX; no caller stack cleanup observed	-
0	00403D5A	thunk_FUN_004cfff0	undefined __thiscall thunk_FUN_004cfff0(void * this, TLOBaseTy_sub_004CAFC0_param_1Enum param_1, int param_2, int * param_3, int * param_4)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			16	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00403D69	thunk_FUN_004dd7c0	undefined4 __thiscall thunk_FUN_004dd7c0(void * this, int param_1, int param_2)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			8	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00403D6E	thunk_FUN_004d6eb0	void __thiscall thunk_FUN_004d6eb0(void * this, int param_1)	__thiscall	ANALYSIS	2	2	0	2	0	0	0	0			4	0	2	thiscall_supported	__thiscall	high	2 callsites explicitly load ECX; no caller stack cleanup observed	-
0	00403D91	thunk_FUN_0069f160	int __thiscall thunk_FUN_0069f160(void * this, int param_1, int param_2, int param_3, int param_4)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			16	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00403DBE	thunk_FUN_004e9650	undefined4 __thiscall thunk_FUN_004e9650(void * this, undefined4 * param_1, undefined4 * param_2, undefined4 * param_3)	__thiscall	ANALYSIS	2	2	0	1	0	0	1	0			12	0	2	ambiguous		review	calls=2, pointer_ecx=1, live_ecx=0, no_ecx=1, expected_stack=12, incoming_ecx_used=false, exact_stack_calls=2	-
0	00403DC8	thunk_FUN_006027f0	undefined __thiscall thunk_FUN_006027f0(void * this, char * param_1)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	0	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00403DCD	thunk_FUN_005ff430	undefined4 __thiscall thunk_FUN_005ff430(void * this, Global_sub_005FF430_param_1Enum param_1, int param_2, uint param_3, uint param_4, undefined4 param_5, short * param_6, short * param_7, undefined2 * param_8)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			32	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00403DDC	thunk_FUN_00635a40	undefined __thiscall thunk_FUN_00635a40(void * this, int param_1)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00403DE1	thunk_FUN_004e2340	int __thiscall thunk_FUN_004e2340(void * this, uint param_1, int param_2, undefined4 * param_3)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			12	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00403DEB	thunk_FUN_005672a0	undefined __thiscall thunk_FUN_005672a0(void * this, HWND param_1)	__thiscall	ANALYSIS	1	1	0	0	1	0	0	0			4	0	1	ecx_is_not_receiver_candidate		review	1 callsites place an immediate/zero value in ECX	-
0	00403E0E	thunk_FUN_004ddba0	undefined4 __thiscall thunk_FUN_004ddba0(void * this, int param_1)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00403E9A	thunk_FUN_005f09b0	undefined4 __thiscall thunk_FUN_005f09b0(void * this, RecoveredRecordView_005EFAE0_855D930D * param_1)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00403ED6	thunk_FUN_004ac660	int __thiscall thunk_FUN_004ac660(void * this, char param_1)	__thiscall	ANALYSIS	9	9	0	6	0	0	3	0			4	0	6	thiscall_supported	__thiscall	high	6 callsites explicitly load ECX; no caller stack cleanup observed	-
0	00403EEA	thunk_FUN_0062e550	uint __thiscall thunk_FUN_0062e550(void * this, int param_1, int param_2, int param_3)	__thiscall	ANALYSIS	1	1	0	0	0	0	1	0			12	0	1	ambiguous		review	calls=1, pointer_ecx=0, live_ecx=0, no_ecx=1, expected_stack=12, incoming_ecx_used=false, exact_stack_calls=1	-
0	00403F12	thunk_FUN_005f13c0	undefined4 __thiscall thunk_FUN_005f13c0(void * this, int param_1, int param_2, int param_3, char param_4)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			16	0	0	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00403F21	thunk_FUN_00697af0	undefined4 __thiscall thunk_FUN_00697af0(void * this, AnonShape_00697AF0_A94F4D28 * param_1, int * param_2, int * param_3, int * param_4, int * param_5)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			20	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00403F26	thunk_FUN_0055c050	RecoveredRecordView_006B84D0_87AF9D9B * __thiscall thunk_FUN_0055c050(void * this, RecoveredRecord_0055C050_16147770 * param_1)	__thiscall	ANALYSIS	1	1	0	0	1	0	0	0			4	0	1	ecx_is_not_receiver_candidate		review	1 callsites place an immediate/zero value in ECX	-
0	00403F58	thunk_FUN_00423320	undefined __thiscall thunk_FUN_00423320(void * this, undefined4 param_1)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00403F67	thunk_FUN_0056a840	void __thiscall thunk_FUN_0056a840(void * this, byte param_1)	__thiscall	ANALYSIS	5	5	0	0	5	0	0	0			4	0	5	ecx_is_not_receiver_candidate		review	5 callsites place an immediate/zero value in ECX	-
0	00403F71	thunk_FUN_006139a0	int __thiscall thunk_FUN_006139a0(void * this, int * param_1, int * param_2, int * param_3)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			12	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00403FC6	thunk_FUN_005ecd70	int __thiscall thunk_FUN_005ecd70(void * this, int param_1, int param_2, int param_3, int param_4, char param_5, undefined4 param_6)	__thiscall	ANALYSIS	13	13	0	11	0	2	0	0			24	0	13	thiscall_supported	__thiscall	high	11 callsites explicitly load ECX; no caller stack cleanup observed	-
0	00403FDA	thunk_FUN_004aceb0	int __thiscall thunk_FUN_004aceb0(void * this, char param_1)	__thiscall	ANALYSIS	20	20	0	19	0	0	1	0			4	0	19	thiscall_supported	__thiscall	high	19 callsites explicitly load ECX; no caller stack cleanup observed	-
0	00403FE4	thunk_FUN_0060bdd0	undefined4 __thiscall thunk_FUN_0060bdd0(void * this, undefined4 * param_1)	__thiscall	ANALYSIS	4	4	0	4	0	0	0	0			4	0	4	thiscall_supported	__thiscall	high	4 callsites explicitly load ECX; no caller stack cleanup observed	-
0	00403FFD	thunk_FUN_005ed1c0	int __thiscall thunk_FUN_005ed1c0(void * this, int * param_1, int * param_2, int * param_3, int * param_4)	__thiscall	ANALYSIS	2	2	0	2	0	0	0	0			16	0	2	thiscall_supported	__thiscall	high	2 callsites explicitly load ECX; no caller stack cleanup observed	-
0	0040400C	thunk_FUN_006945c0	undefined __thiscall thunk_FUN_006945c0(void * this, int * param_1)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	0040406B	thunk_FUN_00492550	int __thiscall thunk_FUN_00492550(void * this, short param_1, short param_2, short param_3, undefined2 * param_4, undefined2 * param_5, short * param_6)	__thiscall	ANALYSIS	3	3	0	3	0	0	0	0			24	0	3	thiscall_supported	__thiscall	high	3 callsites explicitly load ECX; no caller stack cleanup observed	-
0	00404070	thunk_FUN_005f9050	undefined4 __thiscall thunk_FUN_005f9050(void * this, int * param_1, undefined4 * param_2)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			8	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	004040B6	thunk_FUN_0048dcc0	undefined4 * __thiscall thunk_FUN_0048dcc0(void * this, undefined4 * param_1)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	004040CF	thunk_FUN_0060ccf0	int __thiscall thunk_FUN_0060ccf0(void * this, int param_1, int param_2, int param_3, int param_4, int param_5, int param_6, int param_7)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			28	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	004040E3	thunk_FUN_00638ca0	int __thiscall thunk_FUN_00638ca0(void * this, STMessage * message)	__thiscall	ANALYSIS	0	0	0	0	0	0	0	0			4	1	0	unreferenced		review	no direct call reference to function or thunk entry	-
0	00404133	thunk_FUN_005faff0	undefined __thiscall thunk_FUN_005faff0(void * this, int param_1)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	0040416F	thunk_FUN_0055d4c0	undefined __thiscall thunk_FUN_0055d4c0(void * this, int param_1, int * param_2)	__thiscall	ANALYSIS	0	0	0	0	0	0	0	0			8	1	0	unreferenced		review	no direct call reference to function or thunk entry	-
0	00404192	thunk_FUN_0041d3e0	undefined __thiscall thunk_FUN_0041d3e0(void * this, int param_1)	__thiscall	ANALYSIS	1	1	0	0	0	0	1	0			4	0	1	ambiguous		review	calls=1, pointer_ecx=0, live_ecx=0, no_ecx=1, expected_stack=4, incoming_ecx_used=false, exact_stack_calls=1	-
0	004041C9	thunk_FUN_00566e70	undefined __thiscall thunk_FUN_00566e70(void * this, undefined4 param_1)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00404223	thunk_FUN_005ef4b0	int __thiscall thunk_FUN_005ef4b0(void * this, int param_1)	__thiscall	ANALYSIS	4	4	0	4	0	0	0	0			4	0	4	thiscall_supported	__thiscall	high	4 callsites explicitly load ECX; no caller stack cleanup observed	-
0	00404287	thunk_FUN_006904d0	int __thiscall thunk_FUN_006904d0(void * this, undefined * param_1, undefined4 param_2)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			8	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	004042AF	thunk_FUN_004ac910	int __thiscall thunk_FUN_004ac910(void * this, char param_1)	__thiscall	ANALYSIS	99	99	0	93	0	0	6	0			4	0	86	thiscall_supported	__thiscall	high	93 callsites explicitly load ECX; no caller stack cleanup observed	-
0	004042B9	thunk_FUN_00572920	undefined4 __thiscall thunk_FUN_00572920(void * this, byte param_1)	__thiscall	ANALYSIS	2	2	0	2	0	0	0	0			4	0	2	thiscall_supported	__thiscall	high	2 callsites explicitly load ECX; no caller stack cleanup observed	-
0	004042EB	thunk_FUN_00614400	undefined __thiscall thunk_FUN_00614400(void * this, RecoveredRecordView_00614400_14E15A9C * param_1)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	004042F5	thunk_FUN_004658d0	int __thiscall thunk_FUN_004658d0(void * this, int param_1)	__thiscall	ANALYSIS	2	2	0	2	0	0	0	0			4	0	2	thiscall_supported	__thiscall	high	2 callsites explicitly load ECX; no caller stack cleanup observed	-
0	0040435E	thunk_FUN_00636060	void __thiscall thunk_FUN_00636060(void * this, int param_1, int param_2, int param_3, int param_4, int param_5)	__thiscall	ANALYSIS	3	3	0	0	0	0	3	0			20	0	1	ambiguous		review	calls=3, pointer_ecx=0, live_ecx=0, no_ecx=3, expected_stack=20, incoming_ecx_used=false, exact_stack_calls=1	-
0	00404386	thunk_FUN_00664650	undefined4 __thiscall thunk_FUN_00664650(void * this, int param_1)	__thiscall	ANALYSIS	2	2	0	2	0	0	0	0			4	0	2	thiscall_supported	__thiscall	high	2 callsites explicitly load ECX; no caller stack cleanup observed	-
0	0040439A	thunk_FUN_0068fa00	undefined __thiscall thunk_FUN_0068fa00(void * this, uint * param_1)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	004043B3	thunk_FUN_00696c40	int __thiscall thunk_FUN_00696c40(void * this, uint param_1, int param_2, uint param_3)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			12	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	004043CC	thunk_FUN_0063cc50	undefined4 __thiscall thunk_FUN_0063cc50(void * this, int param_1)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	004043DB	thunk_FUN_005501d0	void __thiscall thunk_FUN_005501d0(void * this, void * command)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	004043EF	thunk_FUN_004dd770	uint __thiscall thunk_FUN_004dd770(void * this, int param_1)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	0040441C	thunk_FUN_0062d2d0	undefined4 __thiscall thunk_FUN_0062d2d0(void * this, int param_1, int param_2, int param_3, undefined4 param_4, int * param_5, int param_6)	__thiscall	ANALYSIS	1	1	0	0	0	0	1	0			24	0	1	ambiguous		review	calls=1, pointer_ecx=0, live_ecx=0, no_ecx=1, expected_stack=24, incoming_ecx_used=false, exact_stack_calls=1	-
0	00404435	thunk_FUN_0068f8f0	undefined4 __thiscall thunk_FUN_0068f8f0(void * this, short param_1)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	004044DF	thunk_FUN_004dd700	undefined4 __thiscall thunk_FUN_004dd700(void * this, int param_1)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	004044F8	thunk_FUN_0060bd30	void __thiscall thunk_FUN_0060bd30(void * this, undefined4 * param_1, undefined4 param_2)	__thiscall	ANALYSIS	2	2	0	2	0	0	0	0			8	0	2	thiscall_supported	__thiscall	high	2 callsites explicitly load ECX; no caller stack cleanup observed	-
0	0040451B	thunk_FUN_00660700	undefined4 __thiscall thunk_FUN_00660700(void * this, short param_1, short param_2, short param_3, int param_4, int param_5, int param_6)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			24	0	0	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00404520	thunk_FUN_00614c80	uint __thiscall thunk_FUN_00614c80(void * this, int param_1, int param_2, int param_3, int param_4, int param_5, int param_6, int param_7, uint param_8, uint param_9, int param_10)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			40	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	0040452F	thunk_FUN_00690610	void __thiscall thunk_FUN_00690610(void * this, short param_1)	__thiscall	ANALYSIS	2	2	0	0	0	0	2	0			4	0	2	ambiguous		review	calls=2, pointer_ecx=0, live_ecx=0, no_ecx=2, expected_stack=4, incoming_ecx_used=false, exact_stack_calls=2	-
0	0040453E	thunk_FUN_00605b60	int __thiscall thunk_FUN_00605b60(void * this, uint param_1, uint param_2, int * param_3, int param_4)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			16	0	0	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00404552	thunk_FUN_00571320	void __thiscall thunk_FUN_00571320(void * this, HWND param_1)	__thiscall	ANALYSIS	3	3	0	0	3	0	0	0			4	0	3	ecx_is_not_receiver_candidate		review	3 callsites place an immediate/zero value in ECX	-
0	00404575	thunk_FUN_00566f30	void __thiscall thunk_FUN_00566f30(void * this, HWND param_1)	__thiscall	ANALYSIS	2	2	0	0	2	0	0	0			4	0	2	ecx_is_not_receiver_candidate		review	2 callsites place an immediate/zero value in ECX	-
0	0040457A	thunk_FUN_00631c20	undefined __thiscall thunk_FUN_00631c20(void * this, int param_1, int param_2, byte param_3, undefined4 param_4, undefined4 param_5, undefined4 param_6)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			24	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	0040457F	thunk_FUN_0068e850	int __thiscall thunk_FUN_0068e850(void * this, int param_1)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	0040460B	thunk_FUN_00424530	undefined __thiscall thunk_FUN_00424530(void * this, uint param_1)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00404610	thunk_FUN_00600110	void __thiscall thunk_FUN_00600110(void * this, int param_1, int param_2, int soundId)	__thiscall	ANALYSIS	2	2	0	2	0	0	0	0			12	0	2	thiscall_supported	__thiscall	high	2 callsites explicitly load ECX; no caller stack cleanup observed	-
0	0040464C	sub_0041C5A0	undefined __thiscall sub_0041C5A0(void * this)	__thiscall	ANALYSIS	18	18	0	15	0	2	1	0			0	0	16	thiscall_supported	__thiscall	high	15 callsites explicitly load ECX; no caller stack cleanup observed	-
0	00404679	thunk_FUN_005f04b0	undefined __thiscall thunk_FUN_005f04b0(void * this, int * param_1)	__thiscall	ANALYSIS	0	0	0	0	0	0	0	0			4	1	0	unreferenced		review	no direct call reference to function or thunk entry	-
0	00404700	thunk_FUN_00616a80	int __thiscall thunk_FUN_00616a80(void * this, int param_1, int param_2, int param_3, int * param_4, int * param_5, int * param_6)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			24	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	0040470F	thunk_FUN_006042d0	undefined4 __thiscall thunk_FUN_006042d0(void * this, undefined4 param_1)	__thiscall	ANALYSIS	3	3	0	3	0	0	0	0			4	0	3	thiscall_supported	__thiscall	high	3 callsites explicitly load ECX; no caller stack cleanup observed	-
0	00404719	thunk_FUN_0062f940	byte * __thiscall thunk_FUN_0062f940(void * this, uint * param_1)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00404728	thunk_FUN_0062f6c0	undefined4 __thiscall thunk_FUN_0062f6c0(void * this, int param_1)	__thiscall	ANALYSIS	5	5	0	4	0	0	1	0			4	0	4	thiscall_supported	__thiscall	high	4 callsites explicitly load ECX; no caller stack cleanup observed	-
0	00404769	thunk_FUN_005734c0	void __thiscall thunk_FUN_005734c0(void * this, LPDWORD lpcbData, PHKEY phkResult)	__thiscall	ANALYSIS	2	2	0	1	0	1	0	0			8	0	1	possible_preserved_this	__thiscall	review	1 callsites carry a live prior ECX value; 0 callers have the same recovered owner	-
0	0040479B	thunk_FUN_0060d390	undefined __thiscall thunk_FUN_0060d390(void * this, uint * param_1)	__thiscall	ANALYSIS	1	1	0	0	0	0	1	0			4	0	1	ambiguous		review	calls=1, pointer_ecx=0, live_ecx=0, no_ecx=1, expected_stack=4, incoming_ecx_used=false, exact_stack_calls=1	-
0	004047BE	thunk_FUN_0062f0d0	void __thiscall thunk_FUN_0062f0d0(void * this, int param_1)	__thiscall	ANALYSIS	2	2	0	2	0	0	0	0			4	0	2	thiscall_supported	__thiscall	high	2 callsites explicitly load ECX; no caller stack cleanup observed	-
0	004047E6	thunk_FUN_0069f5c0	undefined __thiscall thunk_FUN_0069f5c0(void * this, uint param_1, uint param_2, uint param_3)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			12	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00404854	thunk_FUN_004ad0e0	void __thiscall thunk_FUN_004ad0e0(void * this, byte param_1)	__thiscall	ANALYSIS	10	10	0	8	0	0	2	0			4	0	8	thiscall_supported	__thiscall	high	8 callsites explicitly load ECX; no caller stack cleanup observed	-
0	00404863	thunk_FUN_0054eab0	undefined4 * __thiscall thunk_FUN_0054eab0(void * this, int param_1, undefined4 * param_2)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			8	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	004048AE	thunk_FUN_0062db50	uint __thiscall thunk_FUN_0062db50(void * this, int param_1, int param_2)	__thiscall	ANALYSIS	4	4	0	0	0	4	0	0			8	0	0	possible_preserved_this	__thiscall	review	4 callsites carry a live prior ECX value; 0 callers have the same recovered owner	-
0	004048D1	thunk_FUN_004c7730	uint __thiscall thunk_FUN_004c7730(void * this, Global_sub_004C7730_param_1Enum param_1, int param_2)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			8	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	004048E0	thunk_FUN_0064e510	int __thiscall thunk_FUN_0064e510(void * this, int param_1)	__thiscall	ANALYSIS	5	5	0	3	1	0	1	0			4	0	4	ambiguous		review	calls=5, pointer_ecx=3, live_ecx=0, no_ecx=1, expected_stack=4, incoming_ecx_used=false, exact_stack_calls=4	-
0	00404944	thunk_FUN_006729f0	void __thiscall thunk_FUN_006729f0(void * this, byte param_1)	__thiscall	ANALYSIS	2	2	0	0	0	0	2	0			4	0	2	ambiguous		review	calls=2, pointer_ecx=0, live_ecx=0, no_ecx=2, expected_stack=4, incoming_ecx_used=false, exact_stack_calls=2	-
0	00404971	thunk_FUN_004e95c0	undefined4 __thiscall thunk_FUN_004e95c0(void * this, STBoatC * param_1)	__thiscall	ANALYSIS	7	7	0	7	0	0	0	0			4	0	7	thiscall_supported	__thiscall	high	7 callsites explicitly load ECX; no caller stack cleanup observed	-
0	004049DA	thunk_FUN_0067a0c0	undefined4 __thiscall thunk_FUN_0067a0c0(void * this, uint param_1, int param_2)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			8	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	004049E9	thunk_FUN_005ee3f0	undefined4 __thiscall thunk_FUN_005ee3f0(void * this, float param_1, short * param_2, short * param_3, short * param_4, undefined4 * param_5)	__thiscall	ANALYSIS	0	0	0	0	0	0	0	0			20	1	0	unreferenced		review	no direct call reference to function or thunk entry	-
0	004049FD	thunk_FUN_00627db0	undefined __thiscall thunk_FUN_00627db0(void * this, int param_1, int param_2, int soundId)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			12	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00404A07	thunk_FUN_00630340	int __thiscall thunk_FUN_00630340(void * this, int param_1, int * param_2, undefined4 * param_3, undefined4 * param_4)	__thiscall	ANALYSIS	2	2	0	0	0	0	2	0			16	0	2	ambiguous		review	calls=2, pointer_ecx=0, live_ecx=0, no_ecx=2, expected_stack=16, incoming_ecx_used=false, exact_stack_calls=2	-
0	00404A4D	thunk_FUN_0058f1e0	STSharkC_field_0257State __thiscall thunk_FUN_0058f1e0(void * this, int param_1)	__thiscall	ANALYSIS	3	3	0	3	0	0	0	0			4	0	3	thiscall_supported	__thiscall	high	3 callsites explicitly load ECX; no caller stack cleanup observed	-
0	00404A6B	thunk_FUN_0068e3c0	int __thiscall thunk_FUN_0068e3c0(void * this, byte * param_1)	__thiscall	ANALYSIS	1	1	0	1	0	0	0	0			4	0	1	thiscall_supported	__thiscall	medium	ECX is explicitly prepared at observed callsite	-
0	00404A9D	thunk_FUN_004e22f0	int __thiscall thunk_FUN_004e22f0(void * this, int param_1)	__thiscall	ANALYSIS	3	3	0	3	0	0	0	0			4	0	2	thiscall_supported	__thiscall	high	3 callsites explicitly load ECX; no caller stack cleanup observed	-
0	00404AB6	thunk_FUN_004e1eb0	int __thiscall thunk_FUN_004e1eb0(void * this, int param_1, int param_2, int param_3)	__thiscall	ANALYSIS	3	3	0	3	0	0	0	0			12	0	3	thiscall_supported	__thiscall	high	3 callsites explicitly load ECX; no caller stack cleanup observed	-
0	00404AC0	thunk_FUN_00647c10	int __thiscall thunk_FUN_00647c10(void * this, int param_1, int param_2)	__thiscall	ANALYSIS	0	0	0	0	0	0	0	0			8	1	0	unreferenced		review	no direct call reference to function or thunk entry	-
0	00404AED	thunk_FUN_00694200	int __thiscall thunk_FUN_00694200(void * this, uint param_1)	__thiscall	ANALYSIS	2	2	0	2	0	0	0	0			4	0	0	thiscall_supported	__thiscall	high	2 callsites explicitly load ECX; no caller stack cleanup observed	-
