function_address	original_name	merge_group	anchor_address	anchor_kind	status	detail
006D58C0	puVar6	0	006D5C04	typed_copy	conflict	anchor type is stale:  != pointer:/int
00448120	local_20	0	0044848F	signed_scalar_role	conflict	/uint -> /int; verification failed: fresh lifetime type/groups are /int/2, expected /int/1
004608B0	local_10	0	004611C7	unsigned_scalar_role	unchanged	anchor lifetime already has the proposed type
00471AC0	local_10	0	0047228F	unsigned_scalar_role	unchanged	anchor lifetime already has the proposed type
00481560	local_5c	0	004817E1	call_return	unchanged	anchor lifetime already has the proposed type
00481560	local_68	0	00481641	call_return	unchanged	anchor lifetime already has the proposed type
00481560	local_78	0	00481B2F	call_return	unchanged	anchor lifetime already has the proposed type
004B33D0	local_2c0	1	004B33FE	typed_copy	unchanged	anchor lifetime already has the proposed type
00521CF0	_Str1	0	00521DAB	call_argument	conflict	pointer:/undefined1 -> pointer:/char; verification failed: fresh lifetime type/groups are pointer:/undefined1/1, expected pointer:/char/1
00538690	local_18c	1	0053874E	typed_copy	unchanged	anchor lifetime already has the proposed type
0055F410	local_1b8	1	0055F5C7	typed_copy	unchanged	anchor lifetime already has the proposed type
00561DC0	local_1c	0	00561EBC	signed_scalar_role	unchanged	anchor lifetime already has the proposed type
00561DC0	local_c	0	00561EBA	signed_scalar_role	unchanged	anchor lifetime already has the proposed type
00562F50	local_1b8	1	00563137	typed_copy	unchanged	anchor lifetime already has the proposed type
005F5700	local_8	0	005F5896	signed_scalar_role	unchanged	anchor lifetime already has the proposed type
00660B50	local_c	0	00660C78	typed_copy	unchanged	anchor lifetime already has the proposed type
0067C180	local_3c	0	0067C3EF	signed_scalar_role	unchanged	anchor lifetime already has the proposed type
00683C70	pcVar7	2	0068A939	typed_copy	unchanged	anchor lifetime already has the proposed type
0068CEC0	pcVar13	2	0068D82E	typed_copy	unchanged	anchor lifetime already has the proposed type
