apply	kind	function_address	expected_function	expected_signature	stack_offset	length	proposed_name	expected_overlaps	site	reason	evidence
0	dynamic_alloca	0040C080	FUN_0040c080	undefined4 * __thiscall FUN_0040c080(uint param_1, DArrayTy * param_2)	0	0	dynamic_stack_0040C118		0040C118	runtime_extent_review	call target has the machine-verified MSVC alloca_probe p-code fixup; the resulting ESP-rooted object has runtime extent and cannot be a fixed Listing local
0	dynamic_alloca	0040E0F0	FUN_0040e0f0	int __stdcall FUN_0040e0f0(int param_1, int param_2, int param_3, int param_4, int param_5)	0	0	dynamic_stack_0040E2CD		0040E2CD	runtime_extent_review	call target has the machine-verified MSVC alloca_probe p-code fixup; the resulting ESP-rooted object has runtime extent and cannot be a fixed Listing local
0	dynamic_alloca	0040EB90	FUN_0040eb90	undefined4 __stdcall FUN_0040eb90(void)	0	0	dynamic_stack_0040EBCC		0040EBCC	runtime_extent_review	call target has the machine-verified MSVC alloca_probe p-code fixup; the resulting ESP-rooted object has runtime extent and cannot be a fixed Listing local
0	dynamic_alloca	0040F4D0	FUN_0040f4d0	void __stdcall FUN_0040f4d0(byte * param_1, uint param_2, int param_3, int param_4)	0	0	dynamic_stack_0040F505		0040F505	runtime_extent_review	call target has the machine-verified MSVC alloca_probe p-code fixup; the resulting ESP-rooted object has runtime extent and cannot be a fixed Listing local
0	dynamic_alloca	0040FC40	FUN_0040fc40	int __stdcall FUN_0040fc40(int param_1, int param_2, int param_3, int param_4, int param_5, int param_6)	0	0	dynamic_stack_0040FEAD		0040FEAD	runtime_extent_review	call target has the machine-verified MSVC alloca_probe p-code fixup; the resulting ESP-rooted object has runtime extent and cannot be a fixed Listing local
0	dynamic_alloca	00411260	FUN_00411260	int __stdcall FUN_00411260(int param_1, int param_2, int param_3, int param_4, int param_5, uint param_6)	0	0	dynamic_stack_0041142F		0041142F	runtime_extent_review	call target has the machine-verified MSVC alloca_probe p-code fixup; the resulting ESP-rooted object has runtime extent and cannot be a fixed Listing local
0	dynamic_alloca	00411E50	FUN_00411e50	int __stdcall FUN_00411e50(int param_1, int param_2, int param_3, int param_4, int param_5, uint param_6, int param_7)	0	0	dynamic_stack_0041204E		0041204E	runtime_extent_review	call target has the machine-verified MSVC alloca_probe p-code fixup; the resulting ESP-rooted object has runtime extent and cannot be a fixed Listing local
0	dynamic_alloca	00413AF0	FUN_00413af0	undefined __stdcall FUN_00413af0(void * param_1, DArrayTy * param_2, int param_3, int param_4, int param_5)	0	0	dynamic_stack_00413B82		00413B82	runtime_extent_review	call target has the machine-verified MSVC alloca_probe p-code fixup; the resulting ESP-rooted object has runtime extent and cannot be a fixed Listing local
0	dynamic_alloca	00413AF0	FUN_00413af0	undefined __stdcall FUN_00413af0(void * param_1, DArrayTy * param_2, int param_3, int param_4, int param_5)	0	0	dynamic_stack_00413BBC		00413BBC	runtime_extent_review	call target has the machine-verified MSVC alloca_probe p-code fixup; the resulting ESP-rooted object has runtime extent and cannot be a fixed Listing local
0	dynamic_alloca	00424E10	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004248D0::FUN_00424e10	int __thiscall FUN_00424e10(int param_1, float param_2, float param_3, float param_4, int param_5, int param_6, int * param_7)	0	0	dynamic_stack_0042542D		0042542D	runtime_extent_review	call target has the machine-verified MSVC alloca_probe p-code fixup; the resulting ESP-rooted object has runtime extent and cannot be a fixed Listing local
0	dynamic_alloca	00427F20	FUN_00427f20	int __thiscall FUN_00427f20(float param_1, float param_2, float param_3, int param_4, int param_5, int * param_6)	0	0	dynamic_stack_00428276		00428276	runtime_extent_review	call target has the machine-verified MSVC alloca_probe p-code fixup; the resulting ESP-rooted object has runtime extent and cannot be a fixed Listing local
0	dynamic_alloca	00427F20	FUN_00427f20	int __thiscall FUN_00427f20(float param_1, float param_2, float param_3, int param_4, int param_5, int * param_6)	0	0	dynamic_stack_00428291		00428291	runtime_extent_review	call target has the machine-verified MSVC alloca_probe p-code fixup; the resulting ESP-rooted object has runtime extent and cannot be a fixed Listing local
0	fixed_zero	00448120	STAllPlayersC::PutOnPlaceGuardBoats	undefined __thiscall PutOnPlaceGuardBoats(uint param_1, uint param_2, int param_3, short param_4, uint param_5, int param_6, int param_7, DArrayTy * param_8)	-260	32	stack_bytes_neg_104	Stack[-0x104]:1:local_104:/undefined:DEFAULT:	004488E3 STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	0044EE30	STBoatC::GetMessage	int __thiscall GetMessage(STMessage * message)	-643	254	stack_bytes_neg_283	Stack[-0x283]:1:local_283:/undefined:DEFAULT:	0045AF2B STOSD.REP ES:EDI | 0045AF2D STOSW ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	0046B100	STBoatC::Build	int __thiscall Build(uint * param_1)	-216	108	stack_bytes_neg_D8	Stack[-0x6d]:4:local_6d:/undefined4:DEFAULT: | Stack[-0x81]:4:local_81:/undefined4:DEFAULT: | Stack[-0x85]:4:local_85:/undefined4:DEFAULT: | Stack[-0x89]:4:local_89:/undefined4:DEFAULT: | Stack[-0x8a]:1:local_8a:/undefined1:DEFAULT: | Stack[-0x98]:1:local_98:/undefined:DEFAULT: | Stack[-0x9c]:4:local_9c:/undefined4:DEFAULT: | Stack[-0xa0]:4:local_a0:/undefined4:DEFAULT: | Stack[-0xa4]:4:local_a4:/undefined4:DEFAULT: | Stack[-0xa8]:4:local_a8:/undefined4:DEFAULT: | Stack[-0xac]:4:local_ac:/undefined4:DEFAULT: | Stack[-0xb0]:4:local_b0:/undefined4:DEFAULT: | Stack[-0xb4]:4:local_b4:/undefined4:DEFAULT: | Stack[-0xb8]:4:local_b8:/undefined4:DEFAULT: | Stack[-0xbc]:4:local_bc:/undefined4:DEFAULT: | Stack[-0xc0]:4:local_c0:/undefined4:DEFAULT: | Stack[-0xc4]:4:local_c4:/undefined4:DEFAULT: | Stack[-0xc8]:4:local_c8:/undefined4:DEFAULT: | Stack[-0xcc]:4:local_cc:/undefined4:DEFAULT: | Stack[-0xd0]:4:local_d0:/undefined4:DEFAULT: | Stack[-0xd4]:4:local_d4:/undefined4:DEFAULT: | Stack[-0xd8]:4:local_d8:/undefined4:DEFAULT:	0046BD53 STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	0046B100	STBoatC::Build	int __thiscall Build(uint * param_1)	-108	2	stack_bytes_neg_6C	Stack[-0x6d]:4:local_6d:/undefined4:DEFAULT:	0046BD5B STOSW ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	0046B100	STBoatC::Build	int __thiscall Build(uint * param_1)	-106	1	stack_bytes_neg_6A	Stack[-0x6d]:4:local_6d:/undefined4:DEFAULT:	0046BD64 STOSB ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	dynamic_alloca	00497370	FUN_00497370	undefined4 __stdcall FUN_00497370(int param_1, int param_2, uint param_3, uint param_4, void * param_5)	0	0	dynamic_stack_004973BE		004973BE	runtime_extent_review	call target has the machine-verified MSVC alloca_probe p-code fixup; the resulting ESP-rooted object has runtime extent and cannot be a fixed Listing local
0	dynamic_alloca	00497370	FUN_00497370	undefined4 __stdcall FUN_00497370(int param_1, int param_2, uint param_3, uint param_4, void * param_5)	0	0	dynamic_stack_004973D9		004973D9	runtime_extent_review	call target has the machine-verified MSVC alloca_probe p-code fixup; the resulting ESP-rooted object has runtime extent and cannot be a fixed Listing local
0	fixed_zero	004B0250	FUN_004b0250	undefined4 __cdecl FUN_004b0250(uint param_1, int param_2, int * param_3, int * param_4, int * param_5, int param_6, int param_7)	-136	32	stack_bytes_neg_88	Stack[-0x6c]:4:local_6c:/undefined4:DEFAULT: | Stack[-0x70]:4:local_70:/undefined4:DEFAULT: | Stack[-0x74]:4:local_74:/undefined4:DEFAULT: | Stack[-0x78]:4:local_78:/undefined4:DEFAULT: | Stack[-0x7c]:4:local_7c:/undefined4:DEFAULT: | Stack[-0x80]:4:local_80:/undefined4:DEFAULT: | Stack[-0x84]:4:local_84:/undefined4:DEFAULT: | Stack[-0x88]:4:local_88:/undefined4:DEFAULT:	004B06EA STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	dynamic_alloca	004B2520	FUN_004b2520	undefined4 __cdecl FUN_004b2520(uint param_1, STBoatC_field_06F7State param_2, int param_3, int param_4, int param_5, undefined4 * param_6, undefined4 * param_7, undefined4 * param_8, int param_9, int * param_10)	0	0	dynamic_stack_004B2580		004B2580	runtime_extent_review	call target has the machine-verified MSVC alloca_probe p-code fixup; the resulting ESP-rooted object has runtime extent and cannot be a fixed Listing local
0	dynamic_alloca	004B33D0	FUN_004b33d0	int __stdcall FUN_004b33d0(uint param_1, int * param_2)	0	0	dynamic_stack_004B3DC8		004B3DC8	runtime_extent_review	call target has the machine-verified MSVC alloca_probe p-code fixup; the resulting ESP-rooted object has runtime extent and cannot be a fixed Listing local
0	fixed_zero	004B33D0	FUN_004b33d0	int __stdcall FUN_004b33d0(uint param_1, int * param_2)	-748	29	stack_bytes_neg_2EC	Stack[-0x2d3]:4:local_2d3:/undefined4:DEFAULT: | Stack[-0x2d7]:4:local_2d7_mg1:/undefined4:ANALYSIS: | Stack[-0x2db]:4:local_2db:/undefined4:DEFAULT: | Stack[-0x2df]:4:local_2df:/undefined4:DEFAULT: | Stack[-0x2e3]:4:local_2e3:/undefined4:DEFAULT: | Stack[-0x2e7]:4:local_2e7:/undefined4:DEFAULT: | Stack[-0x2eb]:4:local_2eb:/undefined4:DEFAULT: | Stack[-0x2ec]:1:local_2ec:/undefined:DEFAULT:	004B3759 STOSD.REP ES:EDI | 004B375B STOSB ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004B33D0	FUN_004b33d0	int __stdcall FUN_004b33d0(uint param_1, int * param_2)	-748	29	stack_bytes_neg_2EC	Stack[-0x2d3]:4:local_2d3:/undefined4:DEFAULT: | Stack[-0x2d7]:4:local_2d7_mg1:/undefined4:ANALYSIS: | Stack[-0x2db]:4:local_2db:/undefined4:DEFAULT: | Stack[-0x2df]:4:local_2df:/undefined4:DEFAULT: | Stack[-0x2e3]:4:local_2e3:/undefined4:DEFAULT: | Stack[-0x2e7]:4:local_2e7:/undefined4:DEFAULT: | Stack[-0x2eb]:4:local_2eb:/undefined4:DEFAULT: | Stack[-0x2ec]:1:local_2ec:/undefined:DEFAULT:	004B37D5 STOSD.REP ES:EDI | 004B37D7 STOSB ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004B33D0	FUN_004b33d0	int __stdcall FUN_004b33d0(uint param_1, int * param_2)	-588	264	stack_bytes_neg_24C	Stack[-0x184]:4:local_184_mg0:/SubmarineTitans/Recovered/DArrayTy *32:ANALYSIS:[STPointerShapeApplier] pointer:/SubmarineTitans/Recovered/DArrayTy; unique typed-call evidence={pointer:/SubmarineTitans/Recovered/DArrayTy=9} | Stack[-0x22c]:4:local_22c:/SubmarineTitans/Recovered/DArrayTy *32:DEFAULT:[STPointerShapeApplier] pointer:/SubmarineTitans/Recovered/DArrayTy; unique typed-call evidence={pointer:/SubmarineTitans/Recovered/DArrayTy=3} | Stack[-0x24c]:4:local_24c:/undefined4:DEFAULT:	004B348E STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004B33D0	FUN_004b33d0	int __stdcall FUN_004b33d0(uint param_1, int * param_2)	-244	48	stack_bytes_neg_F4	Stack[-0xe8]:4:local_e8:/undefined4:DEFAULT: | Stack[-0xec]:4:local_ec:/undefined4:DEFAULT: | Stack[-0xf0]:4:local_f0:/undefined4:DEFAULT: | Stack[-0xf4]:4:local_f4:/undefined4:DEFAULT:	004B440C STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004B33D0	FUN_004b33d0	int __stdcall FUN_004b33d0(uint param_1, int * param_2)	-244	48	stack_bytes_neg_F4	Stack[-0xe8]:4:local_e8:/undefined4:DEFAULT: | Stack[-0xec]:4:local_ec:/undefined4:DEFAULT: | Stack[-0xf0]:4:local_f0:/undefined4:DEFAULT: | Stack[-0xf4]:4:local_f4:/undefined4:DEFAULT:	004B486E STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004B9FA0	TLOBaseTy::GetMessage	int __thiscall GetMessage(STMessage * message)	-1212	1012	stack_bytes_neg_4BC	Stack[-0x465]:1:local_465:/undefined:DEFAULT: | Stack[-0x4a8]:1:local_4a8:/undefined:DEFAULT: | Stack[-0x4ac]:4:local_4ac:/undefined4:DEFAULT: | Stack[-0x4b0]:4:local_4b0:/undefined4:DEFAULT: | Stack[-0x4b4]:4:local_4b4:/undefined4:DEFAULT: | Stack[-0x4b8]:4:local_4b8:/undefined4:DEFAULT: | Stack[-0x4bc]:4:local_4bc:/undefined4:DEFAULT: | Stack[-0xca]:4:local_ca:/undefined4:DEFAULT: | Stack[-0xce]:4:local_ce:/undefined4:DEFAULT: | Stack[-0xd2]:4:local_d2:/undefined4:DEFAULT: | Stack[-0xd6]:4:local_d6:/undefined4:DEFAULT: | Stack[-0xda]:4:local_da:/undefined4:DEFAULT: | Stack[-0xde]:4:local_de:/undefined4:DEFAULT: | Stack[-0xe2]:4:local_e2:/undefined4:DEFAULT: | Stack[-0xe6]:4:local_e6:/undefined4:DEFAULT: | Stack[-0xea]:4:local_ea:/undefined4:DEFAULT:	004BB6D3 STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004B9FA0	TLOBaseTy::GetMessage	int __thiscall GetMessage(STMessage * message)	-200	2	stack_bytes_neg_C8	Stack[-0xca]:4:local_ca:/undefined4:DEFAULT:	004BB6DA STOSW ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004C4550	TLOBaseTy::sub_004C4550	undefined4 __thiscall sub_004C4550(int * param_1)	-176	40	stack_bytes_neg_B0	Stack[-0x92]:2:local_92:/undefined2:DEFAULT: | Stack[-0x94]:2:local_94:/undefined2:DEFAULT: | Stack[-0x96]:2:local_96:/undefined2:DEFAULT: | Stack[-0x98]:2:local_98:/undefined2:DEFAULT: | Stack[-0x9a]:2:local_9a:/undefined2:DEFAULT: | Stack[-0x9c]:2:local_9c:/undefined2:DEFAULT: | Stack[-0xa4]:4:local_a4:/undefined4:DEFAULT: | Stack[-0xa8]:4:local_a8:/undefined4:DEFAULT: | Stack[-0xac]:4:local_ac:/undefined4:DEFAULT: | Stack[-0xb0]:4:local_b0:/undefined4:DEFAULT:	004C4BE6 STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004C4550	TLOBaseTy::sub_004C4550	undefined4 __thiscall sub_004C4550(int * param_1)	-136	2	stack_bytes_neg_88		004C4BF1 STOSW ES:EDI	exact_zero_span_unclaimed	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004CCC10	FUN_004ccc10	undefined __thiscall FUN_004ccc10(int * param_1, int * param_2)	-660	620	stack_bytes_neg_294	Stack[-0x294]:4:local_294:/undefined4:DEFAULT:	004CCC71 STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004CF640	FUN_004cf640	undefined __thiscall FUN_004cf640(int * param_1)	-252	160	stack_bytes_neg_FC	Stack[-0xfc]:4:local_fc:/undefined4:DEFAULT:	004CF6C1 STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004DA9C0	FUN_004da9c0	undefined4 __fastcall FUN_004da9c0(undefined4 param_1)	-700	620	stack_bytes_neg_2BC	Stack[-0x2bc]:4:local_2bc:/undefined4:DEFAULT:	004DAD2D STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004DE4F0	FUN_004de4f0	int __thiscall FUN_004de4f0(int param_1)	-216	180	stack_bytes_neg_D8	Stack[-0xd8]:1:local_d8:/undefined:DEFAULT:	004DE646 STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004ED630	BehPanelTy::InitBehPanel	undefined __thiscall InitBehPanel(void)	-2452	2280	stack_bytes_neg_994	Stack[-0x994]:1:local_994:/undefined:DEFAULT:	004ED65C STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004EEA40	BldBoatPanelTy::InitBldBoatPanel	undefined __thiscall InitBldBoatPanel(void)	-744	560	stack_bytes_neg_2E8	Stack[-0x2e8]:1:local_2e8:/undefined:DEFAULT:	004EEA6C STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004F05C0	BldObjPanelTy::InitBldObjPanel	undefined __thiscall InitBldObjPanel(void)	-856	672	stack_bytes_neg_358	Stack[-0x358]:1:local_358:/undefined:DEFAULT:	004F05EC STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004F1610	CPanelTy::sub_004F1610	void __thiscall sub_004F1610(char param_1)	-156	76	stack_bytes_neg_9C	Stack[-0x98]:4:local_98:/undefined4:DEFAULT: | Stack[-0x9c]:4:local_9c:/undefined4:DEFAULT:	004F16A9 STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004F3130	CPanelTy::CreateBut	undefined4 __thiscall CreateBut(byte param_1, undefined4 param_2, int param_3, int param_4, int param_5, byte param_6, char * text, undefined4 param_8, undefined4 param_9, short param_10, ushort param_11, int param_12, char * param_13, int param_14, undefined4 param_15, undefined4 param_16)	-396	380	stack_bytes_neg_18C	Stack[-0x100]:2:local_100:/undefined2:DEFAULT: | Stack[-0x104]:4:local_104:/undefined4:DEFAULT: | Stack[-0x108]:4:local_108:/undefined4:DEFAULT: | Stack[-0x10c]:4:local_10c:/undefined4:DEFAULT: | Stack[-0x124]:4:local_124:/undefined4:DEFAULT: | Stack[-0x128]:4:local_128:/undefined4:DEFAULT: | Stack[-0x12c]:4:local_12c:/undefined4:DEFAULT: | Stack[-0x144]:4:local_144:/undefined4:DEFAULT: | Stack[-0x148]:4:local_148:/undefined4:DEFAULT: | Stack[-0x14c]:4:local_14c:/undefined4:DEFAULT: | Stack[-0x164]:4:local_164:/undefined4:DEFAULT: | Stack[-0x168]:4:local_168:/undefined4:DEFAULT: | Stack[-0x16c]:4:local_16c:/undefined4:DEFAULT: | Stack[-0x178]:4:local_178:/undefined4:DEFAULT: | Stack[-0x17c]:4:local_17c:/undefined4:DEFAULT: | Stack[-0x180]:4:local_180:/undefined4:DEFAULT: | Stack[-0x184]:4:local_184:/undefined4:DEFAULT: | Stack[-0x188]:4:local_188:/undefined4:DEFAULT: | Stack[-0x18c]:4:local_18c:/undefined4:DEFAULT: | Stack[-0x5c]:4:local_5c:/undefined4:DEFAULT: | Stack[-0x60]:4:local_60:/undefined4:DEFAULT: | Stack[-0x64]:4:local_64:/undefined4:DEFAULT: | Stack[-0x68]:4:local_68:/undefined4:DEFAULT: | Stack[-0x80]:4:local_80:/undefined4:DEFAULT: | Stack[-0x84]:4:local_84:/undefined4:DEFAULT: | Stack[-0xd0]:4:local_d0:/undefined4:DEFAULT: | Stack[-0xd8]:4:local_d8:/undefined4:DEFAULT: | Stack[-0xda]:2:local_da:/undefined2:DEFAULT: | Stack[-0xdc]:2:local_dc:/undefined2:DEFAULT: | Stack[-0xe0]:4:local_e0:/undefined4:DEFAULT: | Stack[-0xe4]:4:local_e4:/undefined4:DEFAULT: | Stack[-0xe8]:4:local_e8:/undefined4:DEFAULT: | Stack[-0xf4]:4:local_f4:/undefined4:DEFAULT: | Stack[-0xfc]:4:local_fc:/undefined4:DEFAULT: | Stack[-0xfe]:2:local_fe:/undefined2:DEFAULT:	004F3188 STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004F4640	FUN_004f4640	HDC __cdecl FUN_004f4640(ushort * param_1, undefined * param_2, BYTE param_3)	-168	60	stack_bytes_neg_A8	Stack[-0x8c]:1:local_8c:/undefined:DEFAULT: | Stack[-0x8d]:1:local_8d:/undefined1:DEFAULT: | Stack[-0x8e]:1:local_8e:/undefined1:DEFAULT: | Stack[-0x8f]:1:local_8f:/undefined1:DEFAULT: | Stack[-0x90]:1:local_90:/undefined1:DEFAULT: | Stack[-0x91]:1:local_91:/undefined1:DEFAULT: | Stack[-0x92]:1:local_92:/undefined1:DEFAULT: | Stack[-0x93]:1:local_93:/undefined1:DEFAULT: | Stack[-0x94]:1:local_94:/undefined1:DEFAULT: | Stack[-0x98]:4:local_98:/undefined4:DEFAULT: | Stack[-0x9c]:4:local_9c:/undefined4:DEFAULT: | Stack[-0xa0]:4:local_a0:/undefined4:DEFAULT: | Stack[-0xa4]:4:local_a4:/undefined4:DEFAULT: | Stack[-0xa8]:4:local_a8:/undefined4:DEFAULT:	004F4659 STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004F4950	FUN_004f4950	HDC __cdecl FUN_004f4950(ushort * param_1, undefined * param_2, BYTE param_3)	-168	60	stack_bytes_neg_A8	Stack[-0x8c]:1:local_8c:/undefined:DEFAULT: | Stack[-0x8d]:1:local_8d:/undefined1:DEFAULT: | Stack[-0x8e]:1:local_8e:/undefined1:DEFAULT: | Stack[-0x8f]:1:local_8f:/undefined1:DEFAULT: | Stack[-0x90]:1:local_90:/undefined1:DEFAULT: | Stack[-0x91]:1:local_91:/undefined1:DEFAULT: | Stack[-0x92]:1:local_92:/undefined1:DEFAULT: | Stack[-0x93]:1:local_93:/undefined1:DEFAULT: | Stack[-0x94]:1:local_94:/undefined1:DEFAULT: | Stack[-0x98]:4:local_98:/undefined4:DEFAULT: | Stack[-0x9c]:4:local_9c:/undefined4:DEFAULT: | Stack[-0xa0]:4:local_a0:/undefined4:DEFAULT: | Stack[-0xa4]:4:local_a4:/undefined4:DEFAULT: | Stack[-0xa8]:4:local_a8:/undefined4:DEFAULT:	004F4969 STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004F4C70	FUN_004f4c70	HDC __cdecl FUN_004f4c70(int param_1, undefined * param_2, BYTE param_3)	-160	60	stack_bytes_neg_A0	Stack[-0x84]:1:local_84:/undefined:DEFAULT: | Stack[-0x85]:1:local_85:/undefined1:DEFAULT: | Stack[-0x86]:1:local_86:/undefined1:DEFAULT: | Stack[-0x87]:1:local_87:/undefined1:DEFAULT: | Stack[-0x88]:1:local_88:/undefined1:DEFAULT: | Stack[-0x89]:1:local_89:/undefined1:DEFAULT: | Stack[-0x8a]:1:local_8a:/undefined1:DEFAULT: | Stack[-0x8b]:1:local_8b:/undefined1:DEFAULT: | Stack[-0x8c]:1:local_8c:/undefined1:DEFAULT: | Stack[-0x90]:4:local_90:/undefined4:DEFAULT: | Stack[-0x94]:4:local_94:/undefined4:DEFAULT: | Stack[-0x98]:4:local_98:/undefined4:DEFAULT: | Stack[-0x9c]:4:local_9c:/undefined4:DEFAULT: | Stack[-0xa0]:4:local_a0:/undefined4:DEFAULT:	004F4C8A STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	004FB060	CPanelTy::GetMessage	int __thiscall GetMessage(STMessage * message)	-140	33	stack_bytes_neg_8C	Stack[-0x6f]:4:local_6f:/undefined4:DEFAULT: | Stack[-0x8c]:1:local_8c:/undefined:DEFAULT:	004FCDCE STOSD.REP ES:EDI | 004FCDD0 STOSB ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	00502360	CPanelTy::SetControlBoat	undefined __thiscall SetControlBoat(void)	-712	448	stack_bytes_neg_2C8	Stack[-0x2c8]:1:local_2c8:/undefined:DEFAULT:	0050238F STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	00502360	CPanelTy::SetControlBoat	undefined __thiscall SetControlBoat(void)	-264	88	stack_bytes_neg_108	Stack[-0x108]:1:local_108:/undefined:DEFAULT:	00502382 STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	00503450	CPanelTy::SetControlBoatSI	undefined __thiscall SetControlBoatSI(void)	-3112	560	stack_bytes_neg_C28	Stack[-0xc28]:1:local_c28:/undefined:DEFAULT:	0050347F STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	00503450	CPanelTy::SetControlBoatSI	undefined __thiscall SetControlBoatSI(void)	-272	88	stack_bytes_neg_110	Stack[-0x110]:1:local_110:/undefined:DEFAULT:	00503472 STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	00503BB0	CPanelTy::SetCmdBoat	void __thiscall SetCmdBoat(byte param_1)	-156	32	stack_bytes_neg_9C	Stack[-0x9c]:1:local_9c:/undefined:DEFAULT:	00503E1C STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	00503BB0	CPanelTy::SetCmdBoat	void __thiscall SetCmdBoat(byte param_1)	-124	1	stack_bytes_neg_7C		00503E2D STOSB ES:EDI	exact_zero_span_unclaimed	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	00507F60	CPanelTy::Update4PanelWB	undefined __thiscall Update4PanelWB(void)	-260	32	stack_bytes_neg_104	Stack[-0x104]:1:local_104:/undefined:DEFAULT: | Stack[-0xf4]:4:local_f4:/undefined4:DEFAULT:	00508374 STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
0	fixed_zero	00507F60	CPanelTy::Update4PanelWB	undefined __thiscall Update4PanelWB(void)	-228	32	stack_bytes_neg_E4	Stack[-0xd4]:4:local_d4:/undefined4:DEFAULT: | Stack[-0xe4]:1:local_e4:/undefined:DEFAULT:	00508BCF STOSD.REP ES:EDI	overlapping_stack_lifetimes	exact zero-valued REP STOS span rooted in EBP-relative local storage
