function_address	function	parameter_ordinal	parameter_name	current_type	direct_call_sites	byte_reads	byte_writes	bulk_transports	wide_dereferences	escapes	complete	apply	status	evidence
00695140	FUN_00695140	0	param_1	pointer:/undefined4	0	0	0	1	2	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=1, wide_dereferences=2, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=0069515C MOV dword ptr [EAX + 0x1c],EBX operand=DWORD PTR [EAX + 0X1C] width=4 | 00695160 MOV dword ptr [EAX + 0x18],EDX operand=DWORD PTR [EAX + 0X18] width=4
00695140	FUN_00695140	1	param_2	pointer:/undefined4	0	0	0	1	2	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=1, wide_dereferences=2, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=00695153 MOV EDX,dword ptr [EDI + 0x18] operand=DWORD PTR [EDI + 0X18] width=4 | 00695156 MOV EBX,dword ptr [EDI + 0x1c] operand=DWORD PTR [EDI + 0X1C] width=4
00698CA0	CGenerate::sub_00698CA0	6	param_6	pointer:/undefined4	0	0	0	0	3	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=3, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=00698CE7 MOV dword ptr [EAX],0x0 operand=DWORD PTR [EAX] width=4 | 00698D16 MOV dword ptr [EAX],0x1 operand=DWORD PTR [EAX] width=4 | 00698D21 MOV dword ptr [EDX],0x2 operand=DWORD PTR [EDX] width=4
00698DE0	FUN_00698de0	0	param_1	pointer:/undefined1	0	0	0	0	13	2	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=13, escapes=2; byte_read_sites=-; byte_write_sites=-; wide_sites=00698E10 MOV EDI,dword ptr [EBX + EAX*0x2 + -0x4] operand=DWORD PTR [EBX + EAX*0X2 + -0X4] width=4 | 00698E39 MOV EDX,dword ptr [ECX] operand=DWORD PTR [ECX] width=4 | 00698E4A MOV dword ptr [ECX + -0xa],EBX operand=DWORD PTR [ECX + -0XA] width=4 | 00698E91 MOV DX,word ptr [EBX + ECX*0x2] operand=WORD PTR [EBX + ECX*0X2] width=2 | 00698E9C MOV AX,word ptr [EDI + 0x2] operand=WORD PTR [EDI + 0X2] width=2 | 00698EA7 MOV CX,word ptr [EDI + 0x4] operand=WORD PTR [EDI + 0X4] width=2 | 00698EC1 MOVSX EDX,word ptr [ESI + -0x4] operand=WORD PTR [ESI + -0X4] width=2 | 00698EC5 MOVSX EAX,word ptr [ESI + -0x6] operand=WORD PTR [ESI + -0X6] width=2 | ... +5; escape_sites=00698DF5 PUSH EBX alias passed on stack | 00698E77 PUSH EBX alias passed on stack
006A1410	FUN_006a1410	5	param_6	pointer:/undefined	0	0	0	0	0	2	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=2; byte_read_sites=-; byte_write_sites=-; escape_sites=006A1439 CALL EAX alias used as indirect callee | 006A1490 CALL EAX alias used as indirect callee
006A1620	FUN_006a1620	6	param_7	pointer:/undefined	0	0	0	0	0	2	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=2; byte_read_sites=-; byte_write_sites=-; escape_sites=006A163A CALL EAX alias used as indirect callee | 006A1713 CALL EAX alias used as indirect callee
006A17B0	FUN_006a17b0	6	param_7	pointer:/undefined	0	0	0	0	0	2	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=2; byte_read_sites=-; byte_write_sites=-; escape_sites=006A17EA PUSH EAX alias passed on stack | 006A1912 PUSH ECX alias passed on stack
006A19D0	FUN_006a19d0	6	param_7	pointer:/undefined	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=006A1B27 PUSH EAX alias passed on stack
006A1BB0	FUN_006a1bb0	6	param_7	pointer:/undefined	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=006A1C07 PUSH EDX alias passed on stack
006A1C80	FUN_006a1c80	5	param_6	pointer:/undefined	0	0	0	0	0	7	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=7; byte_read_sites=-; byte_write_sites=-; escape_sites=006A1D65 PUSH EDX alias passed on stack | 006A1D88 PUSH EDX alias passed on stack | 006A1DA7 PUSH EDX alias passed on stack | 006A1DC6 PUSH EDX alias passed on stack | 006A1DD5 PUSH EAX alias passed on stack | 006A1DFF PUSH EDX alias passed on stack | 006A1E25 PUSH EAX alias passed on stack
006A1EB0	FUN_006a1eb0	6	param_7	pointer:/undefined	0	0	0	0	0	2	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=2; byte_read_sites=-; byte_write_sites=-; escape_sites=006A1F34 PUSH EDX alias passed on stack | 006A2010 PUSH ECX alias passed on stack
006A21F0	FUN_006a21f0	5	param_6	pointer:/undefined	0	0	0	0	0	5	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=5; byte_read_sites=-; byte_write_sites=-; escape_sites=006A2286 PUSH EAX alias passed on stack | 006A22AC PUSH EDX alias passed on stack | 006A22D1 PUSH EAX alias passed on stack | 006A22FB PUSH EDX alias passed on stack | 006A2317 PUSH ECX alias passed on stack
006A23A0	FUN_006a23a0	5	param_6	pointer:/undefined	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=006A245B PUSH EAX alias passed on stack
006A2690	FUN_006a2690	5	param_6	pointer:/undefined4	0	0	0	0	2	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=2, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=006A26CC MOV EDX,dword ptr [ECX] operand=DWORD PTR [ECX] width=4 | 006A26D0 MOV CX,word ptr [ECX + 0x4] operand=WORD PTR [ECX + 0X4] width=2
006A2690	FUN_006a2690	6	param_7	pointer:/undefined	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=006A26AD CALL EAX alias used as indirect callee
006A2700	FUN_006a2700	7	param_8	pointer:/undefined	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=006A2714 PUSH EDX alias passed on stack
006A2770	FUN_006a2770	5	param_6	pointer:/undefined	0	0	0	0	0	2	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=2; byte_read_sites=-; byte_write_sites=-; escape_sites=006A280F PUSH EAX alias passed on stack | 006A2873 PUSH EDX alias passed on stack
006A2920	FUN_006a2920	5	param_6	pointer:/undefined	0	0	0	0	0	2	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=2; byte_read_sites=-; byte_write_sites=-; escape_sites=006A295A PUSH EAX alias passed on stack | 006A2979 PUSH ECX alias passed on stack
006A34E0	FUN_006a34e0	7	param_8	pointer:/undefined	0	0	0	0	0	5	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=5; byte_read_sites=-; byte_write_sites=-; escape_sites=006A35A0 PUSH EAX alias passed on stack | 006A35BF PUSH ECX alias passed on stack | 006A360A PUSH EAX alias passed on stack | 006A3629 PUSH ECX alias passed on stack | 006A3641 PUSH EDX alias passed on stack
006A36E0	FUN_006a36e0	4	param_5	pointer:/undefined	0	0	0	0	0	2	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=2; byte_read_sites=-; byte_write_sites=-; escape_sites=006A373E PUSH EAX alias passed on stack | 006A375A PUSH EAX alias passed on stack
006A37B0	FUN_006a37b0	5	param_6	pointer:/undefined	0	0	0	0	0	2	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=2; byte_read_sites=-; byte_write_sites=-; escape_sites=006A37E6 PUSH EDX alias passed on stack | 006A37FE PUSH EAX alias passed on stack
006A3840	FUN_006a3840	5	param_6	pointer:/undefined	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=006A38D0 PUSH EDX alias passed on stack
006A3930	FUN_006a3930	5	param_6	pointer:/undefined	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=006A39AD PUSH EAX alias passed on stack
006A48E0	FUN_006a48e0	0	param_1	pointer:/undefined4	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=006A48F0 PUSH ECX alias passed on stack
006A4910	FUN_006a4910	0	param_1	pointer:/undefined4	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=006A4928 PUSH ECX alias passed on stack
006A5100	FUN_006a5100	0	param_1	pointer:/undefined	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=006A510B MOV dword ptr [0x007f1498],ECX alias stored outside a local spill
006A5560	FUN_006a5560	0	param_1	pointer:/undefined	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=006A5591 CALL EBX alias used as indirect callee
006A55D0	FUN_006a55d0	0	param_1	pointer:/void	0	0	0	0	0	2	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=2; byte_read_sites=-; byte_write_sites=-; escape_sites=006A55E0 PUSH ESI alias passed on stack | 006A55F3 PUSH ESI alias passed on stack
006A56B0	FUN_006a56b0	0	param_1	pointer:/void	0	0	0	0	5	2	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=5, escapes=2; byte_read_sites=-; byte_write_sites=-; wide_sites=006A56C5 MOV ECX,dword ptr [ESI + -0xc] operand=DWORD PTR [ESI + -0XC] width=4 | 006A56F6 CMP dword ptr [ESI + -0x10],EDI operand=DWORD PTR [ESI + -0X10] width=4 | 006A56FB MOV EAX,dword ptr [ESI + -0x8] operand=DWORD PTR [ESI + -0X8] width=4 | 006A5718 MOV ECX,dword ptr [ESI + -0x18] operand=DWORD PTR [ESI + -0X18] width=4 | 006A5724 MOV EDX,dword ptr [ESI + -0x14] operand=DWORD PTR [ESI + -0X14] width=4; escape_sites=006A56B8 PUSH ESI alias passed on stack | 006A56E9 PUSH ESI alias passed on stack
006A56B0	FUN_006a56b0	3	param_4	pointer:/undefined4	0	0	0	0	1	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=1, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=006A571B MOV dword ptr [EAX],ECX operand=DWORD PTR [EAX] width=4
006A56B0	FUN_006a56b0	4	param_5	pointer:/undefined4	0	0	0	0	1	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=1, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=006A5727 MOV dword ptr [EAX],EDX operand=DWORD PTR [EAX] width=4
006A57A0	FUN_006a57a0	0	param_1	pointer:/undefined4	0	0	0	0	3	4	0	0	incomplete_cfg_at_006A57CA	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=3, escapes=4, failure=incomplete_cfg_at_006A57CA; byte_read_sites=-; byte_write_sites=-; wide_sites=006A57D8 MOV dword ptr [EDI],EAX operand=DWORD PTR [EDI] width=4 | 006A57DD MOV dword ptr [EAX + 0x14],0x0 operand=DWORD PTR [EAX + 0X14] width=4 | 006A57E4 MOV dword ptr [EAX],0x0 operand=DWORD PTR [EAX] width=4; escape_sites=006A57B5 PUSH EDI alias passed on stack | 006A57B6 PUSH EDI alias passed on stack | 006A57B7 PUSH EDI alias passed on stack | 006A57B8 PUSH EDI alias passed on stack
006A58B0	FUN_006a58b0	0	param_1	pointer:/undefined4	0	0	0	0	1	0	0	0	incomplete_cfg_at_006A594F	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=1, escapes=0, failure=incomplete_cfg_at_006A594F; byte_read_sites=-; byte_write_sites=-; wide_sites=006A58D7 MOV dword ptr [ESI + ECX*0x4 + 0x18],EDX operand=DWORD PTR [ESI + ECX*0X4 + 0X18] width=4
006A5990	FUN_006a5990	0	param_1	pointer:/undefined4	0	0	0	0	0	0	0	0	incomplete_cfg_at_006A59B3	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=0, failure=incomplete_cfg_at_006A59B3; byte_read_sites=-; byte_write_sites=-
006A7D50	FUN_006a7d50	10	param_11	pointer:/undefined4	2	1	1	1	20	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=2, byte_reads=1, byte_writes=1, rep_movs_transports=1, wide_dereferences=20, escapes=0; byte_read_sites=006A8258 MOVSB.REP ES:EDI,ESI; byte_write_sites=006A8258 MOVSB.REP ES:EDI,ESI; wide_sites=006A7DA2 MOV word ptr [ESI],DI operand=WORD PTR [ESI] width=2 | 006A7DA5 MOV word ptr [ESI + 0x2],CX operand=WORD PTR [ESI + 0X2] width=2 | 006A7DA9 MOV word ptr [ESI + 0x4],AX operand=WORD PTR [ESI + 0X4] width=2 | 006A7DB4 MOV word ptr [ESI + 0x6],DX operand=WORD PTR [ESI + 0X6] width=2 | 006A7DC8 MOV word ptr [ESI + 0xe],0x7fff operand=WORD PTR [ESI + 0XE] width=2 | 006A7E0A MOV word ptr [EAX],CX operand=WORD PTR [EAX] width=2 | 006A7E11 MOV word ptr [EAX + 0x2],CX operand=WORD PTR [EAX + 0X2] width=2 | 006A7E19 MOV word ptr [EAX + 0x4],CX operand=WORD PTR [EAX + 0X4] width=2 | ... +12
006AB060	FreeAndNull	0	slotStorage	pointer:/void	900	0	0	0	2	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=900, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=2, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=006AB067 MOV EAX,dword ptr [ESI] operand=DWORD PTR [ESI] width=4 | 006AB076 MOV dword ptr [ESI],0x0 operand=DWORD PTR [ESI] width=4
006ACC70	DArrayGetElement	2	outElement	pointer:/void	556	0	0	0	1	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=556, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=1, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=006ACC8F MOV dword ptr [ECX],EDX operand=DWORD PTR [ECX] width=4
006ACCD0	FUN_006accd0	1	param_2	pointer:/undefined4	4	0	0	0	3	1	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=4, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=3, escapes=1; byte_read_sites=-; byte_write_sites=-; wide_sites=006ACDB2 MOV dword ptr [EAX],ESI operand=DWORD PTR [EAX] width=4 | 006ACDD3 MOV dword ptr [EAX],EBX operand=DWORD PTR [EAX] width=4 | 006ACE51 MOV ESI,dword ptr [EAX] operand=DWORD PTR [EAX] width=4; escape_sites=006ACCEB IMUL EAX,dword ptr [EBP + 0x10] unsupported affine alias transform
006AE3B0	FUN_006ae3b0	10	param_11	pointer:/undefined4	2	1	1	1	12	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=2, byte_reads=1, byte_writes=1, rep_movs_transports=1, wide_dereferences=12, escapes=0; byte_read_sites=006AE7B9 MOVSB.REP ES:EDI,ESI; byte_write_sites=006AE7B9 MOVSB.REP ES:EDI,ESI; wide_sites=006AE3D7 MOV word ptr [ECX + EAX*0x8],SI operand=WORD PTR [ECX + EAX*0X8] width=2 | 006AE3DB MOV word ptr [ECX + EAX*0x8 + 0x2],DI operand=WORD PTR [ECX + EAX*0X8 + 0X2] width=2 | 006AE3E3 MOV word ptr [EDX],BX operand=WORD PTR [EDX] width=2 | 006AE3E9 MOV word ptr [ECX + EAX*0x8 + 0x6],DX operand=WORD PTR [ECX + EAX*0X8 + 0X6] width=2 | 006AE43E MOV word ptr [EBX + EDX*0x8],AX operand=WORD PTR [EBX + EDX*0X8] width=2 | 006AE442 MOV word ptr [EBX + EDX*0x8 + 0x2],SI operand=WORD PTR [EBX + EDX*0X8 + 0X2] width=2 | 006AE447 MOV word ptr [EBX + EDX*0x8 + 0x4],CX operand=WORD PTR [EBX + EDX*0X8 + 0X4] width=2 | 006AE757 MOV word ptr [EAX + -0x4],SI operand=WORD PTR [EAX + -0X4] width=2 | ... +4
006B00C0	FUN_006b00c0	2	param_3	pointer:/undefined	2	0	0	0	0	2	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=2, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=2; byte_read_sites=-; byte_write_sites=-; escape_sites=006B0110 MOV dword ptr [EBX + 0x18],EDX alias stored outside a local spill | 006B012D CALL EDX alias used as indirect callee
006B0D60	FUN_006b0d60	0	param_1	pointer:/undefined4	32	0	0	0	6	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=32, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=6, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=006B0D6E MOV dword ptr [EDI],ESI operand=DWORD PTR [EDI] width=4 | 006B0D70 MOV dword ptr [EDI + 0x4],ESI operand=DWORD PTR [EDI + 0X4] width=4 | 006B0D73 MOV dword ptr [EDI + 0x8],ESI operand=DWORD PTR [EDI + 0X8] width=4 | 006B0D76 MOV dword ptr [EDI + 0xc],ESI operand=DWORD PTR [EDI + 0XC] width=4 | 006B0DA4 MOV ECX,dword ptr [EAX] operand=DWORD PTR [EAX] width=4 | 006B0DAF MOV dword ptr [EAX],ECX operand=DWORD PTR [EAX] width=4
006B0DC0	FUN_006b0dc0	0	param_1	pointer:/undefined4	0	0	0	0	6	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=6, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=006B0DD4 MOV dword ptr [EDI],EAX operand=DWORD PTR [EDI] width=4 | 006B0DD6 MOV dword ptr [EDI + 0x4],EAX operand=DWORD PTR [EDI + 0X4] width=4 | 006B0DD9 MOV dword ptr [EDI + 0x8],EAX operand=DWORD PTR [EDI + 0X8] width=4 | 006B0DDC MOV dword ptr [EDI + 0xc],EAX operand=DWORD PTR [EDI + 0XC] width=4 | 006B0E0C MOV ECX,dword ptr [EAX] operand=DWORD PTR [EAX] width=4 | 006B0E17 MOV dword ptr [EAX],ECX operand=DWORD PTR [EAX] width=4
006B1A50	FUN_006b1a50	2	param_3	pointer:/undefined4	10	0	0	0	1	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=10, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=1, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=006B1A9F MOV dword ptr [EAX],ECX operand=DWORD PTR [EAX] width=4
006B1A50	FUN_006b1a50	3	param_4	pointer:/undefined4	10	0	0	0	4	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=10, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=4, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=006B1A6D MOV dword ptr [ECX],EDI operand=DWORD PTR [ECX] width=4 | 006B1A72 MOV dword ptr [ECX + 0x4],EDI operand=DWORD PTR [ECX + 0X4] width=4 | 006B1A7B MOV dword ptr [ECX + 0x8],EDI operand=DWORD PTR [ECX + 0X8] width=4 | 006B1A8F MOV dword ptr [ECX + 0xc],EDI operand=DWORD PTR [ECX + 0XC] width=4
006B1CC0	FUN_006b1cc0	4	param_5	pointer:/undefined4	6	0	0	0	2	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=6, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=2, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=006B1D12 MOV dword ptr [EAX],EDX operand=DWORD PTR [EAX] width=4 | 006B1D14 MOV dword ptr [EAX + 0x4],ESI operand=DWORD PTR [EAX + 0X4] width=4
006B50C0	FUN_006b50c0	4	param_5	pointer:/undefined4	63	0	0	1	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=63, byte_reads=0, byte_writes=0, rep_movs_transports=1, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=-
006B6110	FUN_006b6110	0	param_1	pointer:/undefined4	3	0	0	0	3	1	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=3, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=3, escapes=1; byte_read_sites=-; byte_write_sites=-; wide_sites=006B611B MOV EAX,dword ptr [EBX + 0x4] operand=DWORD PTR [EBX + 0X4] width=4 | 006B6129 MOV EAX,dword ptr [EDI] operand=DWORD PTR [EDI] width=4 | 006B6131 MOV EAX,dword ptr [EBX + 0x4] operand=DWORD PTR [EBX + 0X4] width=4; escape_sites=006B613D PUSH EBX alias passed on stack
006B61A0	FUN_006b61a0	0	param_1	pointer:/undefined4	1	0	1	0	4	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=1, rep_movs_transports=0, wide_dereferences=4, escapes=0; byte_read_sites=-; byte_write_sites=006B61FA MOV byte ptr [EDX + EDI*0x1],CL; wide_sites=006B6210 MOV dword ptr [EDI],EAX operand=DWORD PTR [EDI] width=4 | 006B6212 MOV dword ptr [EDI + 0x4],EAX operand=DWORD PTR [EDI + 0X4] width=4 | 006B6215 MOV dword ptr [EDI + 0x8],EAX operand=DWORD PTR [EDI + 0X8] width=4 | 006B6218 MOV dword ptr [EDI + 0xc],EAX operand=DWORD PTR [EDI + 0XC] width=4
006B6230	FUN_006b6230	4	param_5	pointer:/undefined4	0	0	0	0	2	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=2, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=006B6239 MOV ESI,dword ptr [EBX] operand=DWORD PTR [EBX] width=4 | 006B6265 MOV dword ptr [EBX],ESI operand=DWORD PTR [EBX] width=4
006B66A0	FUN_006b66a0	0	param_1	pointer:/undefined4	2	0	0	0	9	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=2, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=9, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=006B66AD MOV EAX,dword ptr [ESI] operand=DWORD PTR [ESI] width=4 | 006B66F3 MOV EAX,dword ptr [ESI] operand=DWORD PTR [ESI] width=4 | 006B670C MOV dword ptr [ESI + 0x3c],EAX operand=DWORD PTR [ESI + 0X3C] width=4 | 006B6714 MOV dword ptr [EDX],EAX operand=DWORD PTR [EDX] width=4 | 006B6719 MOV dword ptr [EDX + 0x4],EAX operand=DWORD PTR [EDX + 0X4] width=4 | 006B671F MOV dword ptr [EDX + 0x8],EAX operand=DWORD PTR [EDX + 0X8] width=4 | 006B6725 MOV dword ptr [EDX + 0xc],ECX operand=DWORD PTR [EDX + 0XC] width=4 | 006B6728 MOV EDX,dword ptr [ESI + 0x30] operand=DWORD PTR [ESI + 0X30] width=4 | ... +1
006B68C0	FUN_006b68c0	0	param_1	pointer:/undefined4	1	0	0	0	1	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=1, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=006B68CC MOV EAX,dword ptr [EAX] operand=DWORD PTR [EAX] width=4
006B81D0	FUN_006b81d0	0	param_1	pointer:/undefined4	1	0	0	0	2	1	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=1, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=2, escapes=1; byte_read_sites=-; byte_write_sites=-; wide_sites=006B81D7 MOV EAX,dword ptr [ESI + 0x30] operand=DWORD PTR [ESI + 0X30] width=4 | 006B81E5 MOV dword ptr [ESI + 0x30],0x0 operand=DWORD PTR [ESI + 0X30] width=4; escape_sites=006B81EC PUSH ESI alias passed on stack
