function_address	function	parameter_ordinal	parameter_name	current_type	direct_call_sites	byte_reads	byte_writes	bulk_transports	wide_dereferences	escapes	complete	apply	status	evidence
0052EFB0	OptPanelTy::PaintDblBut	4	param_4	pointer:/undefined	0	0	0	0	0	0	0	0	incomplete_cfg_at_0052F1ED	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=0, failure=incomplete_cfg_at_0052F1ED; byte_read_sites=-; byte_write_sites=-
0052EFB0	OptPanelTy::PaintDblBut	5	param_5	pointer:/undefined	0	0	0	0	0	0	0	0	incomplete_cfg_at_0052F1ED	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=0, failure=incomplete_cfg_at_0052F1ED; byte_read_sites=-; byte_write_sites=-
005389E0	PanelTy::PaintBut	4	param_4	pointer:/undefined	0	0	0	0	0	0	0	0	incomplete_cfg_at_00538B26	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=0, failure=incomplete_cfg_at_00538B26; byte_read_sites=-; byte_write_sites=-
00538BA0	PanelTy::PaintTxtBut	6	param_6	pointer:/undefined	0	0	0	0	0	0	0	0	incomplete_cfg_at_00538D22	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=0, failure=incomplete_cfg_at_00538D22; byte_read_sites=-; byte_write_sites=-
00538FC0	PanelTy::PaintLBut	5	param_5	pointer:/undefined	0	0	0	0	0	0	0	0	incomplete_cfg_at_0053914F	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=0, failure=incomplete_cfg_at_0053914F; byte_read_sites=-; byte_write_sites=-
0053D7A0	UPanelTy::PaintBut	4	param_4	pointer:/undefined	0	0	0	0	0	0	0	0	incomplete_cfg_at_0053D8B6	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=0, failure=incomplete_cfg_at_0053D8B6; byte_read_sites=-; byte_write_sites=-
0053D920	UPanelTy::PaintTxtBut	6	param_6	pointer:/undefined	0	0	0	0	0	0	0	0	incomplete_cfg_at_0053DA72	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=0, failure=incomplete_cfg_at_0053DA72; byte_read_sites=-; byte_write_sites=-
0053DCC0	UPanelTy::PaintLBut	5	param_5	pointer:/undefined	0	0	0	0	0	0	0	0	incomplete_cfg_at_0053DE1F	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=0, failure=incomplete_cfg_at_0053DE1F; byte_read_sites=-; byte_write_sites=-
0053FCD0	ProdPanelTy::PaintTab	2	param_2	pointer:/undefined	0	0	0	0	0	0	0	0	incomplete_cfg_at_0053FE52	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=0, failure=incomplete_cfg_at_0053FE52; byte_read_sites=-; byte_write_sites=-
0053FEE0	ProdPanelTy::PaintTab	2	param_2	pointer:/undefined	0	0	0	0	0	0	0	0	incomplete_cfg_at_00540062	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=0, failure=incomplete_cfg_at_00540062; byte_read_sites=-; byte_write_sites=-
00540C40	FUN_00540c40	0	param_1	pointer:/void	0	0	0	0	2	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=2, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=00540CE0 MOV ECX,dword ptr [ESI + 0x9a] operand=DWORD PTR [ESI + 0X9A] width=4 | 00540CEB MOV EDX,dword ptr [ESI + 0x58] operand=DWORD PTR [ESI + 0X58] width=4
005412B0	FUN_005412b0	1	param_2	pointer:/undefined	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=0054153B PUSH ECX alias passed on stack
005416A0	FUN_005416a0	1	param_2	pointer:/undefined	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=005417EC PUSH ECX alias passed on stack
005419E0	FUN_005419e0	1	param_2	pointer:/undefined	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=00541B31 PUSH ECX alias passed on stack
00541CF0	FUN_00541cf0	1	param_2	pointer:/undefined	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=00541E16 PUSH ECX alias passed on stack
00541F60	FUN_00541f60	1	param_2	pointer:/undefined	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=0054207E PUSH ECX alias passed on stack
005421D0	FUN_005421d0	1	param_2	pointer:/undefined	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=005422F5 PUSH ECX alias passed on stack
00543410	FUN_00543410	3	param_4	pointer:/undefined	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=00543427 CALL EBX alias used as indirect callee
005440C0	FUN_005440c0	2	param_2	pointer:/undefined4	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=005440E1 PUSH EDX alias passed on stack
00544100	FUN_00544100	2	param_2	pointer:/undefined4	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=0054412B PUSH EDX alias passed on stack
00544150	FUN_00544150	2	param_2	pointer:/undefined4	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=0054417C PUSH EAX alias passed on stack
0054CBB0	FUN_0054cbb0	1	param_2	pointer:/undefined4	0	0	0	0	1	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=1, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=0054CBF1 MOV dword ptr [EAX],ECX operand=DWORD PTR [EAX] width=4
0054CDD0	FUN_0054cdd0	0	param_1	pointer:/undefined4	0	0	0	0	0	0	0	0	incomplete_cfg_at_0054CE9C	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=0, failure=incomplete_cfg_at_0054CE9C; byte_read_sites=-; byte_write_sites=-
0054CDD0	FUN_0054cdd0	2	param_3	pointer:/undefined4	0	0	0	0	0	0	0	0	incomplete_cfg_at_0054CE9C	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=0, failure=incomplete_cfg_at_0054CE9C; byte_read_sites=-; byte_write_sites=-
0054CF00	FUN_0054cf00	2	param_2	pointer:/undefined4	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=0054CF19 PUSH EAX alias passed on stack
0054E950	STPlaySystemC::AddToRep	1	param_1	pointer:/undefined4	0	0	0	1	0	0	0	0	incomplete_cfg_at_0054EA38	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=1, wide_dereferences=0, escapes=0, failure=incomplete_cfg_at_0054EA38; byte_read_sites=-; byte_write_sites=-
0054EAB0	FUN_0054eab0	2	param_2	pointer:/undefined4	0	0	0	0	2	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=2, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=0054EAC2 MOV dword ptr [EDX],EDI operand=DWORD PTR [EDX] width=4 | 0054EAED MOV dword ptr [EDX],ECX operand=DWORD PTR [EDX] width=4
0054EDF0	FUN_0054edf0	0	param_1	pointer:/undefined4	0	0	0	0	0	3	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=3; byte_read_sites=-; byte_write_sites=-; escape_sites=0054EE3C PUSH EBX alias passed on stack | 0054EE76 PUSH ECX alias passed on stack | 0054EE82 PUSH EBX alias passed on stack
0054EEE0	STPlaySystemC::SetCtrlCmd	6	param_6	pointer:/undefined4	0	0	0	0	0	0	0	0	incomplete_cfg_at_0054F0B5	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=0, failure=incomplete_cfg_at_0054F0B5; byte_read_sites=-; byte_write_sites=-
00553B00	FUN_00553b00	5	param_6	pointer:/undefined	0	2	0	0	0	4	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=2, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=4; byte_read_sites=00553B80 MOV CL,byte ptr [EDX + ESI*0x1] | 00553B92 CMP byte ptr [ECX + ESI*0x1],0x0; byte_write_sites=-; escape_sites=00553B16 PUSH ESI alias passed on stack | 00553B49 IMUL EAX,EBX unsupported affine alias transform | 00553BA1 PUSH EDI alias passed on stack | 00553BA2 PUSH EAX alias passed on stack
00553C20	FUN_00553c20	5	param_6	pointer:/undefined	0	2	0	0	0	4	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=2, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=4; byte_read_sites=00553CA0 MOV CL,byte ptr [EDX + ESI*0x1] | 00553CB1 CMP byte ptr [ECX + ESI*0x1],0x0; byte_write_sites=-; escape_sites=00553C36 PUSH ESI alias passed on stack | 00553C69 IMUL EAX,EBX unsupported affine alias transform | 00553CC0 PUSH EDI alias passed on stack | 00553CC1 PUSH EAX alias passed on stack
00553E20	FUN_00553e20	1	param_2	pointer:/undefined	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=00553F59 PUSH ECX alias passed on stack
00555D90	TraksClassTy::sub_00555D90	1	param_1	pointer:/undefined4	0	0	0	3	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=3, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=00555E02 PUSH EAX alias passed on stack
00558DC0	VisibleClassTy::sub_00558DC0	3	param_3	pointer:/undefined	0	1	0	0	2	1	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=1, byte_writes=0, rep_movs_transports=0, wide_dereferences=2, escapes=1; byte_read_sites=00558FD1 CMP byte ptr [ECX + EBX*0x1],0x0; byte_write_sites=-; wide_sites=00558F16 MOV EDX,dword ptr [ECX*0x4 + 0x79aed0] operand=DWORD PTR [ECX*0X4 + 0X79AED0] width=4 | 00558F9B MOV EDX,dword ptr [EBX*0x4 + 0x79aed0] operand=DWORD PTR [EBX*0X4 + 0X79AED0] width=4; escape_sites=00558E21 PUSH ECX alias passed on stack
00559110	VisibleClassTy::sub_00559110	2	param_2	pointer:/undefined	0	1	0	0	0	4	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=1, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=4; byte_read_sites=005592AB CMP byte ptr [ECX + EBX*0x1],0x0; byte_write_sites=-; escape_sites=00559179 PUSH EDX alias passed on stack | 00559268 PUSH ECX alias passed on stack | 005592F1 PUSH ECX alias passed on stack | 005593AA PUSH EDX alias passed on stack
005594A0	VisibleClassTy::sub_005594A0	4	param_4	pointer:/undefined	0	3	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=3, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=005594E7 CMP byte ptr [EDX + EDX*0x8 + 0x8087e9],0x8 | 0055951C MOV DL,byte ptr [EAX + ECX*0x1 + 0xfc] | 0055956D CMP byte ptr [EDX + EAX*0x1],0x0; byte_write_sites=-; escape_sites=00559508 PUSH EAX alias passed on stack
00559620	VisibleClassTy::sub_00559620	4	param_4	pointer:/undefined	0	3	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=3, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=00559667 CMP byte ptr [EDX + EDX*0x8 + 0x8087e9],0x8 | 0055969C MOV DL,byte ptr [EAX + ECX*0x1 + 0xfc] | 005596ED CMP byte ptr [EDX + EAX*0x1],0x0; byte_write_sites=-; escape_sites=00559688 PUSH EAX alias passed on stack
0055A9D0	VisibleClassTy::VisHoleCreate	3	param_3	pointer:/undefined	0	0	0	0	0	0	0	0	incomplete_cfg_at_0055AAD4	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=0, failure=incomplete_cfg_at_0055AAD4; byte_read_sites=-; byte_write_sites=-
0055A9D0	VisibleClassTy::VisHoleCreate	5	param_5	pointer:/undefined	0	0	0	0	0	1	0	0	incomplete_cfg_at_0055AAD4	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1, failure=incomplete_cfg_at_0055AAD4; byte_read_sites=-; byte_write_sites=-; escape_sites=0055AAE8 OR EAX,0xffffffff unsupported affine alias transform
0055B7F0	VisibleClassTy::sub_0055B7F0	2	param_2	pointer:/undefined	0	3	2	0	0	0	1	0	insufficient_direct_calls	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=3, byte_writes=2, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=0055B81D CMP byte ptr [EAX + EAX*0x8 + 0x8087e9],0x8 | 0055B841 MOV CL,byte ptr [EBX + ESI*0x1 + 0xfc] | 0055B87E MOV AL,byte ptr [EBX + ESI*0x1 + 0xfc]; byte_write_sites=0055B852 MOV byte ptr [EBX + ESI*0x1 + 0xfc],AL | 0055B968 MOV byte ptr [EBX + ESI*0x1 + 0xfc],0x0
0055C0E0	FUN_0055c0e0	5	param_5	pointer:/undefined4	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=0055C129 PUSH EAX alias passed on stack
0055C590	FUN_0055c590	1	param_2	/WinDef.h/LPCVOID	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=0055C63A PUSH ECX alias passed on stack
0055C590	FUN_0055c590	2	param_3	/WinDef.h/LPCVOID	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=0055C639 PUSH EBX alias passed on stack
0055D440	FUN_0055d440	2	param_2	pointer:/undefined4	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=0055D461 PUSH EAX alias passed on stack
0055D500	FUN_0055d500	4	param_4	pointer:/undefined4	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=0055D527 PUSH EDX alias passed on stack
0055DCD0	SetPalette	0	param_1	pointer:/undefined4	0	0	0	0	0	0	0	0	incomplete_cfg_at_0055DD98	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=0, failure=incomplete_cfg_at_0055DD98; byte_read_sites=-; byte_write_sites=-
0055DDF0	FUN_0055ddf0	0	param_1	pointer:/undefined4	0	0	0	0	0	1	1	0	escaped_local_proof	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=0, escapes=1; byte_read_sites=-; byte_write_sites=-; escape_sites=0055DE2F PUSH EAX alias passed on stack
00562E10	FUN_00562e10	2	param_3	pointer:/undefined4	0	0	0	0	2	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=2, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=00562E86 MOV dword ptr [EBX],0xffffffff operand=DWORD PTR [EBX] width=4 | 00562EE9 MOV dword ptr [EBX],0xffffffff operand=DWORD PTR [EBX] width=4
00564DD0	FUN_00564dd0	2	param_3	pointer:/undefined4	0	0	0	0	2	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=2, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=00564E4D MOV dword ptr [EDX],0xffffffff operand=DWORD PTR [EDX] width=4 | 00564EB9 MOV dword ptr [EDX],0xffffffff operand=DWORD PTR [EDX] width=4
00564DD0	FUN_00564dd0	3	param_4	pointer:/undefined4	0	0	0	0	3	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=3, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=00564DEB MOV ESI,dword ptr [ECX + EDX*0x4] operand=DWORD PTR [ECX + EDX*0X4] width=4 | 00564DF8 MOV EDX,dword ptr [EDX + 0x4] operand=DWORD PTR [EDX + 0X4] width=4 | 00564E4D MOV dword ptr [EDX],0xffffffff operand=DWORD PTR [EDX] width=4
0056A2A0	FUN_0056a2a0	4	param_4	pointer:/undefined4	0	0	0	0	1	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=1, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=0056A42E MOV dword ptr [ESI],EAX operand=DWORD PTR [ESI] width=4
005745E0	FUN_005745e0	1	param_2	pointer:/undefined4	0	0	0	0	16	1	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=16, escapes=1; byte_read_sites=-; byte_write_sites=-; wide_sites=005745EE CMP word ptr [ESI + 0x8],DI operand=WORD PTR [ESI + 0X8] width=2 | 005745F8 MOV AX,word ptr [ESI + 0x4e] operand=WORD PTR [ESI + 0X4E] width=2 | 00574640 MOV ECX,dword ptr [ESI + 0x28] operand=DWORD PTR [ESI + 0X28] width=4 | 00574651 MOVSX EAX,word ptr [ESI + 0x6] operand=WORD PTR [ESI + 0X6] width=2 | 00574655 MOVSX EDX,word ptr [ESI + 0x4] operand=WORD PTR [ESI + 0X4] width=2 | 00574659 MOVSX ECX,word ptr [ESI + 0x8] operand=WORD PTR [ESI + 0X8] width=2 | 00574660 MOV word ptr [ESI + 0x4],DI operand=WORD PTR [ESI + 0X4] width=2 | 00574664 MOV word ptr [ESI + 0x6],DI operand=WORD PTR [ESI + 0X6] width=2 | ... +8; escape_sites=00574685 MOV dword ptr [ECX],ESI alias stored outside a local spill
00574920	FUN_00574920	3	param_4	pointer:/undefined4	0	2	2	1	0	0	1	0	insufficient_direct_calls	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=2, byte_writes=2, rep_movs_transports=1, wide_dereferences=0, escapes=0; byte_read_sites=00574D06 MOV DL,byte ptr [EAX + EDI*0x1] | 00574D4D OR byte ptr [EAX + EDI*0x1],DL; byte_write_sites=00574B6E MOVSB.REP ES:EDI,ESI | 00574D4D OR byte ptr [EAX + EDI*0x1],DL
00575640	FUN_00575640	1	param_2	pointer:/undefined4	0	1	1	1	6	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=1, byte_writes=1, rep_movs_transports=1, wide_dereferences=6, escapes=0; byte_read_sites=00575827 MOVSB.REP ES:EDI,ESI; byte_write_sites=0057567B STOSB.REP ES:EDI; wide_sites=00575674 STOSD.REP ES:EDI string_width=4 | 00575729 MOV word ptr [EDX],AX operand=WORD PTR [EDX] width=2 | 00575752 MOV word ptr [EDX + 0x2],AX operand=WORD PTR [EDX + 0X2] width=2 | 0057577C MOV word ptr [EDX + ESI*0x2],AX operand=WORD PTR [EDX + ESI*0X2] width=2 | 005757A9 MOV word ptr [EDX + ESI*0x2 + 0x2],AX operand=WORD PTR [EDX + ESI*0X2 + 0X2] width=2 | 005758CA MOV word ptr [EAX],0xfffe operand=WORD PTR [EAX] width=2
00578520	FUN_00578520	2	param_2	pointer:/undefined2	0	0	0	0	1	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=1, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=0057852A MOV word ptr [EDX],AX operand=WORD PTR [EDX] width=2
00578520	FUN_00578520	3	param_3	pointer:/undefined2	0	0	0	0	1	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=1, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=00578534 MOV word ptr [EDX],AX operand=WORD PTR [EDX] width=2
00578520	FUN_00578520	4	param_4	pointer:/undefined2	0	0	0	0	1	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=1, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=00578541 MOV word ptr [ECX],AX operand=WORD PTR [ECX] width=2
00578520	FUN_00578520	5	param_5	pointer:/undefined4	0	0	0	0	1	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=1, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=00578544 MOV dword ptr [EDX],0x0 operand=DWORD PTR [EDX] width=4
005797B0	FUN_005797b0	3	param_3	pointer:/undefined2	0	0	0	0	2	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=2, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=00579E81 MOV word ptr [EAX],DX operand=WORD PTR [EAX] width=2 | 00579EA8 MOV word ptr [EDX],CX operand=WORD PTR [EDX] width=2
0057A140	FUN_0057a140	3	param_4	pointer:/undefined4	0	0	0	0	2	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=2, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=0057A150 MOV dword ptr [EDX],0x0 operand=DWORD PTR [EDX] width=4 | 0057A1F9 MOV dword ptr [EDX],ECX operand=DWORD PTR [EDX] width=4
0057A140	FUN_0057a140	5	param_6	pointer:/undefined1	0	0	1	0	0	0	1	0	no_byte_read	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=1, rep_movs_transports=0, wide_dereferences=0, escapes=0; byte_read_sites=-; byte_write_sites=0057A15B MOV byte ptr [EAX],0x1d
0057BA30	FUN_0057ba30	0	param_1	pointer:/void	0	0	0	0	3	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=3, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=0057BB77 MOV EDX,dword ptr [ESI + 0x25e] operand=DWORD PTR [ESI + 0X25E] width=4 | 0057BB86 MOV CX,word ptr [ESI + 0x262] operand=WORD PTR [ESI + 0X262] width=2 | 0057BB93 MOV ECX,dword ptr [ESI + 0x24] operand=DWORD PTR [ESI + 0X24] width=4
0057BEE0	FUN_0057bee0	2	param_2	pointer:/undefined2	0	0	0	0	1	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=1, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=0057BEEA MOV word ptr [EDX],AX operand=WORD PTR [EDX] width=2
0057BEE0	FUN_0057bee0	3	param_3	pointer:/undefined2	0	0	0	0	1	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=1, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=0057BEF4 MOV word ptr [EDX],AX operand=WORD PTR [EDX] width=2
0057BEE0	FUN_0057bee0	4	param_4	pointer:/undefined2	0	0	0	0	1	0	1	0	mixed_or_wide_pointee	complete mutable byte-buffer machine proof: direct_calls=0, byte_reads=0, byte_writes=0, rep_movs_transports=0, wide_dereferences=1, escapes=0; byte_read_sites=-; byte_write_sites=-; wide_sites=0057BF01 MOV word ptr [ECX],AX operand=WORD PTR [ECX] width=2
