apply	record_id	base_address	stride	count	total_size	end_address	type_path	array_name	expected_range_sha256	observed_functions	observed_field_sites	fields	typed_fields	named_fields	confidence	reason
1	player_runtime	007F4E20	2658	8	21264	007FA130	/SubmarineTitans/Recovered/GlobalRecords/STPlayerRuntimeRecord	g_playerRuntime	8525336ee5142de61c399b71e5a66f936dcf715a9fb35a3f64160e462b1ec081	9	188	82	0	0	high	stride_0xA62 in 9 functions; total_0x5310 / stride = 8 records; exact_end=007FA130; first_record_fields=82
