create_apply	signature_apply	name_apply	representative	record_index	record_address	type_id	type_id_hex	enum_value_name	raw_factory_address	target_address	entry_bytes	current_name	current_name_source	current_signature	current_signature_source	current_return_type	proposed_name	proposed_return_type	owner	allocation_size	constructor_owners	confidence	reason
0	1	0	1	71	007CA958	312	0x0138	ST_OBJECT_ST_JELLY_MAN	00403B11	00582280	E96AE71700E9D5221000E9F0601800E9	CreateSTJellyMan	ANALYSIS	STJellyManC * __cdecl CreateSTJellyMan(void)	ANALYSIS	/STJellyManC *32	CreateSTJellyMan	STJellyManC *	STJellyManC	531	STJellyManC	high	registry[71] at 007CA958 stores type 0x0138 and executable pointer 00403B11; allocation size 531 uniquely matches /STJellyManC; calls named constructor STJellyManC::STJellyManC
0	1	0	1	72	007CA960	319	0x013F	ST_OBJECT_ST_CRAB_013F	00401834	00579320	E9E77A1700E952540D00E93D892700E9	CreateSTCrab	ANALYSIS	STCrabC * __cdecl CreateSTCrab(void)	ANALYSIS	/STCrabC *32	CreateSTCrab	STCrabC *	STCrabC	641	STCrabC	high	registry[72] at 007CA960 stores type 0x013F and executable pointer 00401834; allocation size 641 uniquely matches /STCrabC; calls named constructor STCrabC::STCrabC
0	1	0	1	73	007CA968	320	0x0140	ST_OBJECT_ST_OCTOPUS_0140	00401D7A	0058A9B0	E9318C1800E96C192700E937001700E9	CreateSTOctopus	ANALYSIS	STOctopusC * __cdecl CreateSTOctopus(void)	ANALYSIS	/STOctopusC *32	CreateSTOctopus	STOctopusC *	STOctopusC	685	STOctopusC	high	registry[73] at 007CA968 stores type 0x0140 and executable pointer 00401D7A; allocation size 685 uniquely matches /STOctopusC; calls named constructor STOctopusC::STOctopusC
0	0	0	0	74	007CA970	321	0x0141	ST_OBJECT_ST_OCTOPUS_0141	00401D7A	0058A9B0	E9318C1800E96C192700E937001700E9	CreateSTOctopus	ANALYSIS	STOctopusC * __cdecl CreateSTOctopus(void)	ANALYSIS	/STOctopusC *32	CreateSTOctopus	STOctopusC *	STOctopusC	685	STOctopusC	high	registry[74] at 007CA970 stores type 0x0141 and executable pointer 00401D7A; allocation size 685 uniquely matches /STOctopusC; calls named constructor STOctopusC::STOctopusC
0	1	0	1	75	007CA978	333	0x014D	ST_OBJECT_TYPE_014D	00403BF7	0058CF60	E964931800E90FF61600E9FA2C1600E9	FUN_0058cf60	DEFAULT	void * __cdecl FUN_0058cf60(void)	ANALYSIS	/void *32	CreateObjectType_014D	void *		667	STSatC	review	registry[75] at 007CA978 stores type 0x014D and executable pointer 00403BF7; allocation size 667 has no unique current class-layout match
0	1	0	1	76	007CA980	323	0x0143	ST_OBJECT_SND_UNDER_ATT_MENEG	0040442B	0061FE30	E900BA2100E9EBA20C00E9B6B42800E9	CreateSndUnderAttMeneg	ANALYSIS	SndUnderAttMenegC * __cdecl CreateSndUnderAttMeneg(void)	ANALYSIS	/SndUnderAttMenegC *32	CreateSndUnderAttMeneg	SndUnderAttMenegC *	SndUnderAttMenegC	270		high	registry[76] at 007CA980 stores type 0x0143 and executable pointer 0040442B; allocation size 270 uniquely matches /SndUnderAttMenegC
0	1	0	1	77	007CA988	324	0x0144	ST_OBJECT_ST_COLL3	00401F82	005F65D0	E949461F00E964E51400E94FA82700E9	CreateSTColl3	ANALYSIS	STColl3C * __cdecl CreateSTColl3(void)	ANALYSIS	/STColl3C *32	CreateSTColl3	STColl3C *	STColl3C	755	STColl3C	high	registry[77] at 007CA988 stores type 0x0144 and executable pointer 00401F82; allocation size 755 uniquely matches /STColl3C; calls named constructor STColl3C::STColl3C
0	1	0	1	78	007CA990	325	0x0145	ST_OBJECT_ST_MAN_RUB3	004046DD	0062CEC0	E9DE872200E969BF2800E9B4452900E9	CreateSTManRub3	ANALYSIS	STManRub3C * __cdecl CreateSTManRub3(void)	ANALYSIS	/STManRub3C *32	CreateSTManRub3	STManRub3C *	STManRub3C	184	STManRub3C	high	registry[78] at 007CA990 stores type 0x0145 and executable pointer 004046DD; allocation size 184 uniquely matches /STManRub3C; calls named constructor STManRub3C::STManRub3C
0	1	0	1	79	007CA998	326	0x0146	ST_OBJECT_ST_MAN_RUIN	00402AEF	00630840	E94CDD2200E987EA2100E912510D00E9	CreateSTManRuin	ANALYSIS	STManRuinC * __cdecl CreateSTManRuin(void)	ANALYSIS	/STManRuinC *32	CreateSTManRuin	STManRuinC *	STManRuinC	117	STManRuinC	high	registry[79] at 007CA998 stores type 0x0146 and executable pointer 00402AEF; calls named constructor STManRuinC::STManRuinC whose class length matches allocation size 117
0	0	0	0	80	007CA9A0	322	0x0142	ST_OBJECT_ST_CRAB_0142	00401834	00579320	E9E77A1700E952540D00E93D892700E9	CreateSTCrab	ANALYSIS	STCrabC * __cdecl CreateSTCrab(void)	ANALYSIS	/STCrabC *32	CreateSTCrab	STCrabC *	STCrabC	641	STCrabC	high	registry[80] at 007CA9A0 stores type 0x0142 and executable pointer 00401834; allocation size 641 uniquely matches /STCrabC; calls named constructor STCrabC::STCrabC
0	1	0	1	81	007CA9A8	327	0x0147	ST_OBJECT_TYPE_0147	00404755	0060EC40	E9E6A42000E9E1DC1300E9ACAC0C00E9	FUN_0060ec40	DEFAULT	void * __cdecl FUN_0060ec40(void)	ANALYSIS	/void *32	CreateObjectType_0147	void *		792		review	registry[81] at 007CA9A8 stores type 0x0147 and executable pointer 00404755; allocation size 792 has no unique current class-layout match
0	1	0	1	82	007CA9B0	1024	0x0400	ST_OBJECT_AI_FLT	00401136	00668150	E915702600E970EF2900E9BB982000E9	CreateAiFlt	ANALYSIS	AiFltClassTy * __cdecl CreateAiFlt(void)	ANALYSIS	/AiFltClassTy *32	CreateAiFlt	AiFltClassTy *	AiFltClassTy	648	AiFltClassTy	high	registry[82] at 007CA9B0 stores type 0x0400 and executable pointer 00401136; calls named constructor AiFltClassTy::AiFltClassTy whose class length matches allocation size 648
0	1	0	1	83	007CA9B8	1025	0x0401	ST_OBJECT_AI_TACT	00402671	00690E60	E9EAE72800E935171500E920F01300E9	CreateAiTact	ANALYSIS	AiTactClassTy * __cdecl CreateAiTact(void)	ANALYSIS	/AiTactClassTy *32	CreateAiTact	AiTactClassTy *	AiTactClassTy	324	AiTactClassTy	high	registry[83] at 007CA9B8 stores type 0x0401 and executable pointer 00402671; allocation size 324 uniquely matches /AiTactClassTy; calls named constructor AiTactClassTy::AiTactClassTy
0	1	0	1	84	007CA9C0	1026	0x0402	ST_OBJECT_AI_PLR	00405916	0067CF00	E9E5752700E970951600E92B560400E9	CreateAiPlr	ANALYSIS	AiPlrClassTy * __cdecl CreateAiPlr(void)	ANALYSIS	/AiPlrClassTy *32	CreateAiPlr	AiPlrClassTy *	AiPlrClassTy	1794	AiPlrClassTy	high	registry[84] at 007CA9C0 stores type 0x0402 and executable pointer 00405916; calls named constructor AiPlrClassTy::AiPlrClassTy whose class length matches allocation size 1794
0	1	0	1	85	007CA9C8	1027	0x0403	ST_OBJECT_AI_BOSS	004052F4	006483D0	E9D7302400E942741400E9FD6B0A00E9	CreateAiBoss	ANALYSIS	AiBossClassTy * __cdecl CreateAiBoss(void)	ANALYSIS	/AiBossClassTy *32	CreateAiBoss	AiBossClassTy *	AiBossClassTy	1628	AiBossClassTy	high	registry[85] at 007CA9C8 stores type 0x0403 and executable pointer 004052F4; allocation size 1628 uniquely matches /AiBossClassTy; calls named constructor AiBossClassTy::AiBossClassTy
0	1	0	1	86	007CA9D0	65775	0x100EF	ST_OBJECT_TYPE_100EF	00402621	005947D0	E9AA211900E9F5B01900E940072800E9	FUN_005947d0	DEFAULT	void * __cdecl FUN_005947d0(void)	ANALYSIS	/void *32	CreateObjectType_100EF	void *		280		review	registry[86] at 007CA9D0 stores type 0x100EF and executable pointer 00402621; allocation size 280 has no unique current class-layout match
0	1	0	1	87	007CA9D8	332	0x014C	ST_OBJECT_TYPE_014C	00405772	0061D5F0	E9797E2100E9C4E52900E9BFBA1600E9	FUN_0061d5f0	DEFAULT	void * __cdecl FUN_0061d5f0(void)	ANALYSIS	/void *32	CreateObjectType_014C	void *		221	STLightC	review	registry[87] at 007CA9D8 stores type 0x014C and executable pointer 00405772; allocation size 221 has no unique current class-layout match
0	1	0	1	88	007CA9E0	335	0x014F	ST_OBJECT_ST_ARTIAFACT	0040228E	005EBC70	E9DD991E00E9D8632600E983E31300E9	CreateSTArtiafact	ANALYSIS	STArtiafactC * __cdecl CreateSTArtiafact(void)	ANALYSIS	/STArtiafactC *32	CreateSTArtiafact	STArtiafactC *	STArtiafactC	1143	STSprGameObjC	high	registry[88] at 007CA9E0 stores type 0x014F and executable pointer 0040228E; allocation size 1143 uniquely matches /STArtiafactC; calls base/helper constructor(s) STSprGameObjC; exact derived allocation size wins
0	1	0	1	89	007CA9E8	336	0x0150	ST_OBJECT_ANON_RECEIVER_005_F35_F0	00402C89	005F3410	E982071F00E9EDE82500E9F8AA0C00E9	CreateSTBHEShell	ANALYSIS	AnonReceiver_005F35F0 * __cdecl CreateSTBHEShell(void)	ANALYSIS	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_005F35F0 *32	CreateAnonReceiver_005F35F0	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_005F35F0 *	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_005F35F0	373	STBHEShellC	high	registry[89] at 007CA9E8 stores type 0x0150 and executable pointer 00402C89; allocation size 373 uniquely matches /SubmarineTitans/Recovered/HiddenThis/AnonReceiver_005F35F0; calls base/helper constructor(s) STBHEShellC; exact derived allocation size wins
0	1	0	1	90	007CA9F0	338	0x0152	ST_OBJECT_TYPE_0152	00405C09	00617810	E9021C2100E95DC82800E958842500E9	FUN_00617810	DEFAULT	void * __cdecl FUN_00617810(void)	ANALYSIS	/void *32	CreateObjectType_0152	void *		110	JumpManagC	review	registry[90] at 007CA9F0 stores type 0x0152 and executable pointer 00405C09; allocation size 110 has no unique current class-layout match
0	1	0	1	91	007CA9F8	343	0x0157	ST_OBJECT_ST_CONTAINER	00403558	005FC3A0	E9438E1F00E93EE41E00E919A01600E9	CreateSTContainer	ANALYSIS	STContainerC * __cdecl CreateSTContainer(void)	ANALYSIS	/STContainerC *32	CreateSTContainer	STContainerC *	STContainerC	1147	STSprGameObjC	existing_typed_return	registry[91] at 007CA9F8 stores type 0x0157 and executable pointer 00403558; current return pointer already names class STContainerC
0	1	0	1	92	007CAA00	344	0x0158	ST_OBJECT_ST_MINE_SET	00404E2B	006225D0	E9A0D72100E9FB1E0D00E936EC1400E9	CreateSTMineSet	ANALYSIS	STMineSetC * __cdecl CreateSTMineSet(void)	ANALYSIS	/STMineSetC *32	CreateSTMineSet	STMineSetC *	STMineSetC	871	STMineSetC	existing_typed_return	registry[92] at 007CAA00 stores type 0x0158 and executable pointer 00404E2B; current return pointer already names class STMineSetC
0	1	0	1	93	007CAA08	345	0x0159	ST_OBJECT_SAM_PANEL	00405D44	0053CE10	E9C7701300E9D2FA0200E92D662300E9	CreateSAMPanel	ANALYSIS	SAMPanelTy * __cdecl CreateSAMPanel(void)	ANALYSIS	/SAMPanelTy *32	CreateSAMPanel	SAMPanelTy *	SAMPanelTy	465		high	registry[93] at 007CAA08 stores type 0x0159 and executable pointer 00405D44; allocation size 465 uniquely matches /SAMPanelTy
0	1	0	1	94	007CAA10	346	0x015A	ST_OBJECT_ST_DEST	00404124	006023C0	E997E21F00E932C90E00E95D562400E9	CreateSTDest	ANALYSIS	STDestC * __cdecl CreateSTDest(void)	ANALYSIS	/STDestC *32	CreateSTDest	STDestC *	STDestC	943	STDestC	high	registry[94] at 007CAA10 stores type 0x015A and executable pointer 00404124; allocation size 943 uniquely matches /STDestC; calls named constructor STDestC::STDestC
0	1	0	1	95	007CAA18	347	0x015B	ST_OBJECT_ST_MAN_BASIS	0040258B	005F1320	E990ED1E00E9AB7D1000E9061D2900E9	CreateSTManBasis	ANALYSIS	STManBasisC * __cdecl CreateSTManBasis(void)	ANALYSIS	/STManBasisC *32	CreateSTManBasis	STManBasisC *	STManBasisC	72	STManBasisC	high	registry[95] at 007CAA18 stores type 0x015B and executable pointer 0040258B; allocation size 72 uniquely matches /STManBasisC; calls named constructor STManBasisC::STManBasisC
