apply	function_address	expected_function	expected_signature	target_address	expected_target	expected_target_signature	stack_offset	length	element_type	element_width	element_count	proposed_name	expected_overlaps	call_sites	consumer_sites	reason	evidence
0	0040D540	FUN_0040d540	int __stdcall FUN_0040d540(AnonShape_0040D540_1BB7A4CF * param_1, uint param_2)	0040CE20	FUN_0040ce20	int __stdcall FUN_0040ce20(AnonShape_0040D540_1BB7A4CF * param_1, RecoveredRecordView_0040CE20_65C5764C * param_2, int * param_3, int * param_4, int * param_5, uint * param_6)	-72	72	/uint	4	18	output_values_neg_48	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x24]:4:local_24:/undefined4:DEFAULT: | Stack[-0x28]:4:local_28:/undefined4:DEFAULT: | Stack[-0x2c]:4:local_2c:/undefined4:DEFAULT: | Stack[-0x30]:4:local_30:/undefined4:DEFAULT: | Stack[-0x34]:4:local_34:/undefined4:DEFAULT: | Stack[-0x38]:4:local_38:/undefined4:DEFAULT: | Stack[-0x3c]:4:local_3c:/undefined4:DEFAULT: | Stack[-0x40]:4:local_40:/undefined4:DEFAULT: | Stack[-0x44]:4:local_44:/undefined4:DEFAULT: | Stack[-0x48]:4:local_48:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	0040DD1B@0040DD0C<-0040DD06		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0040D540	FUN_0040d540	int __stdcall FUN_0040d540(AnonShape_0040D540_1BB7A4CF * param_1, uint param_2)	0040CE20	FUN_0040ce20	int __stdcall FUN_0040ce20(AnonShape_0040D540_1BB7A4CF * param_1, RecoveredRecordView_0040CE20_65C5764C * param_2, int * param_3, int * param_4, int * param_5, uint * param_6)	-32	32	/uint	4	8	output_values_neg_20	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	0040DDCB@0040DDBC<-0040DDB6		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00416400	FUN_00416400	int __fastcall FUN_00416400(STJellyGunC * param_1)	00415ED0	STJellyGunC::sub_00415ED0	int __thiscall sub_00415ED0(undefined4 * param_1, int * param_2)	-44	4	/int	4	1	output_values_neg_2C	Stack[-0x2c]:1:local_2c:/undefined:DEFAULT:	00416460@0041645C<-00416456		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0041C710	FUN_0041c710	int __fastcall FUN_0041c710(RecoveredRecordView_0041C710_A35B7121 * param_1)	00558C00	VisibleClassTy::sub_00558C00	undefined4 __thiscall sub_00558C00(VisibleClassTy_sub_00558C00_param_1Enum param_1, int param_2, int param_3, int * param_4, int * param_5)	-12	12	/int	4	3	output_values_neg_C	Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	0041C76E@0041C75D<-0041C757		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0041C710	FUN_0041c710	int __fastcall FUN_0041c710(RecoveredRecordView_0041C710_A35B7121 * param_1)	00558C00	VisibleClassTy::sub_00558C00	undefined4 __thiscall sub_00558C00(VisibleClassTy_sub_00558C00_param_1Enum param_1, int param_2, int param_3, int * param_4, int * param_5)	-8	8	/int	4	2	output_values_neg_8	Stack[-0x8]:4:local_8:/undefined4:DEFAULT:	0041C815@0041C804<-0041C7FE|0041C8A2@0041C890<-0041C88A|0041C92F@0041C91D<-0041C917|0041C9BD@0041C9AA<-0041C9A4		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00428E50	FUN_00428e50	undefined __cdecl FUN_00428e50(RecoveredRecord_00428E50_9DEE1150 * param_1)	00428B20	FUN_00428b20	int __cdecl FUN_00428b20(int * param_1, uint param_2, uint param_3, uint * param_4)	-264	16	/uint	4	4	output_values_neg_108	Stack[-0x108]:1:local_108:/undefined:DEFAULT:	0042936B@00429364<-00429350		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0042ABE0	STAllPlayersC::GetGObjFromZone2	void __thiscall GetGObjFromZone2(char param_1, int param_2, int param_3, int param_4, int param_5, int * param_6, int * param_7, int * param_8, int * param_9, int * param_10, int * param_11, int * param_12, int * param_13, int * param_14, int * param_15, int * param_16, int * param_17)	006EAD90	Library::Ourlib::ST3DSPR::FUN_006ead90	int __thiscall FUN_006ead90(int param_1, int param_2, int param_3, int param_4, undefined4 * param_5, int * param_6)	-8	8	/int	4	2	output_values_neg_8	Stack[-0x8]:4:local_8:/undefined4:DEFAULT:	0042ADF4@0042ADDF<-0042ADD9		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00436F20	STAllPlayersC::CmdToPlsObj	void __thiscall CmdToPlsObj(void * command)	004E9960	FUN_004e9960	undefined4 __thiscall FUN_004e9960(undefined4 * param_1, undefined4 * param_2, undefined4 * param_3)	-78	0	/undefined4	4	0	output_values_neg_4E		00438455@0043844D<-00438447		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00436F20	STAllPlayersC::CmdToPlsObj	void __thiscall CmdToPlsObj(void * command)	006E62D0	STPlaySystemC::sub_006E62D0	int __thiscall sub_006E62D0(RecoveredRecordView_005EFAE0_855D930D * param_1, int * param_2)	-64	12	/int	4	3	output_values_neg_40	Stack[-0x38]:4:local_38:/undefined4:DEFAULT: | Stack[-0x3c]:4:local_3c:/undefined4:DEFAULT: | Stack[-0x40]:4:local_40:/undefined4:DEFAULT:	00437BA3@00437B99<-00437B8E		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00436F20	STAllPlayersC::CmdToPlsObj	void __thiscall CmdToPlsObj(void * command)	0042B7D0	STAllPlayersC::AddObjsToGroup	undefined4 __thiscall AddObjsToGroup(char param_1, ushort param_2, DArrayTy * groupContent, undefined2 * param_4)	-28	16	/undefined2	2	8	output_values_neg_1C	Stack[-0x16]:2:local_16:/undefined2:DEFAULT: | Stack[-0x17]:1:local_17:/undefined1:DEFAULT: | Stack[-0x18]:1:local_18:/undefined1:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT:	00437512@00437507<-00437504|0043756E@00437563<-00437560		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-2 pointer walk;
0	00436F20	STAllPlayersC::CmdToPlsObj	void __thiscall CmdToPlsObj(void * command)	006E62D0	STPlaySystemC::sub_006E62D0	int __thiscall sub_006E62D0(RecoveredRecordView_005EFAE0_855D930D * param_1, int * param_2)	-8	0	/int	4	0	output_values_neg_8		004377D8@004377D0<-004377CD|004378D8@004378D6<-004378D3|00438116@00438114<-00438111		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00439100	STAllPlayersC::RestoreTmp	undefined __thiscall RestoreTmp(int param_1)	0043AAF0	STAllPlayersC::GetCamPoint	undefined4 __stdcall GetCamPoint(short param_1, uint param_2, DArrayTy * param_3, uint param_4, int * param_5, int * param_6, int * param_7, uint * param_8)	-28	16	/uint	4	4	output_values_neg_1C	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT:	0043A4AB@0043A48C<-0043A486		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0044C720	STAllPlayersC::GetScrObjList	ushort * __thiscall GetScrObjList(int param_1, int param_2, int param_3, int param_4, int param_5, int * param_6)	006EAD90	Library::Ourlib::ST3DSPR::FUN_006ead90	int __thiscall FUN_006ead90(int param_1, int param_2, int param_3, int param_4, undefined4 * param_5, int * param_6)	-8	8	/int	4	2	output_values_neg_8	Stack[-0x8]:4:local_8:/undefined4:DEFAULT:	0044C794@0044C77F<-0044C779|0044C8B4@0044C89F<-0044C899		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0044EE30	STBoatC::GetMessage	int __thiscall GetMessage(STMessage * message)	006E5810	SystemClassTy::PostMessage	int __thiscall PostMessage(undefined4 * param_1)	-156	8	/undefined4	4	2	output_values_neg_9C	Stack[-0x9c]:1:local_9c:/undefined:DEFAULT:	00451125@00451124<-00451118|0045ADAA@0045ADA9<-0045AD9D		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0044EE30	STBoatC::GetMessage	int __thiscall GetMessage(STMessage * message)	0042B7D0	STAllPlayersC::AddObjsToGroup	undefined4 __thiscall AddObjsToGroup(char param_1, ushort param_2, DArrayTy * groupContent, undefined2 * param_4)	-96	56	/undefined2	2	28	output_values_neg_60	Stack[-0x2c]:4:local_2c:/undefined4:DEFAULT: | Stack[-0x30]:4:local_30:/undefined4:DEFAULT: | Stack[-0x34]:4:local_34:/undefined4:DEFAULT: | Stack[-0x38]:4:local_38:/undefined4:DEFAULT: | Stack[-0x3c]:4:local_3c:/undefined4:DEFAULT: | Stack[-0x40]:4:local_40:/undefined4:DEFAULT: | Stack[-0x44]:4:local_44:/undefined4:DEFAULT: | Stack[-0x46]:2:local_46:/undefined2:DEFAULT: | Stack[-0x48]:2:local_48:/undefined2:DEFAULT: | Stack[-0x4c]:4:local_4c:/undefined4:DEFAULT: | Stack[-0x50]:4:local_50:/undefined4:DEFAULT: | Stack[-0x54]:4:local_54:/undefined4:DEFAULT: | Stack[-0x58]:4:local_58:/undefined4:DEFAULT: | Stack[-0x5c]:4:local_5c:/undefined4:DEFAULT: | Stack[-0x60]:4:local_60:/undefined4:DEFAULT:	00450662@00450654<-00450651		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-2 pointer walk;
0	0044EE30	STBoatC::GetMessage	int __thiscall GetMessage(STMessage * message)	006E62D0	STPlaySystemC::sub_006E62D0	int __thiscall sub_006E62D0(RecoveredRecordView_005EFAE0_855D930D * param_1, int * param_2)	-88	48	/int	4	12	output_values_neg_58	Stack[-0x2c]:4:local_2c:/undefined4:DEFAULT: | Stack[-0x30]:4:local_30:/undefined4:DEFAULT: | Stack[-0x34]:4:local_34:/undefined4:DEFAULT: | Stack[-0x38]:4:local_38:/undefined4:DEFAULT: | Stack[-0x3c]:4:local_3c:/undefined4:DEFAULT: | Stack[-0x40]:4:local_40:/undefined4:DEFAULT: | Stack[-0x44]:4:local_44:/undefined4:DEFAULT: | Stack[-0x46]:2:local_46:/undefined2:DEFAULT: | Stack[-0x48]:2:local_48:/undefined2:DEFAULT: | Stack[-0x4c]:4:local_4c:/undefined4:DEFAULT: | Stack[-0x50]:4:local_50:/undefined4:DEFAULT: | Stack[-0x54]:4:local_54:/undefined4:DEFAULT: | Stack[-0x58]:4:local_58:/undefined4:DEFAULT:	0045A2F9@0045A2F1<-0045A2EE		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0044EE30	STBoatC::GetMessage	int __thiscall GetMessage(STMessage * message)	0042B7D0	STAllPlayersC::AddObjsToGroup	undefined4 __thiscall AddObjsToGroup(char param_1, ushort param_2, DArrayTy * groupContent, undefined2 * param_4)	-80	40	/undefined2	2	20	output_values_neg_50	Stack[-0x2c]:4:local_2c:/undefined4:DEFAULT: | Stack[-0x30]:4:local_30:/undefined4:DEFAULT: | Stack[-0x34]:4:local_34:/undefined4:DEFAULT: | Stack[-0x38]:4:local_38:/undefined4:DEFAULT: | Stack[-0x3c]:4:local_3c:/undefined4:DEFAULT: | Stack[-0x40]:4:local_40:/undefined4:DEFAULT: | Stack[-0x44]:4:local_44:/undefined4:DEFAULT: | Stack[-0x46]:2:local_46:/undefined2:DEFAULT: | Stack[-0x48]:2:local_48:/undefined2:DEFAULT: | Stack[-0x4c]:4:local_4c:/undefined4:DEFAULT: | Stack[-0x50]:4:local_50:/undefined4:DEFAULT:	004505CF@004505C1<-004505BE		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-2 pointer walk;
0	0044EE30	STBoatC::GetMessage	int __thiscall GetMessage(STMessage * message)	006E62D0	STPlaySystemC::sub_006E62D0	int __thiscall sub_006E62D0(RecoveredRecordView_005EFAE0_855D930D * param_1, int * param_2)	-76	36	/int	4	9	output_values_neg_4C	Stack[-0x2c]:4:local_2c:/undefined4:DEFAULT: | Stack[-0x30]:4:local_30:/undefined4:DEFAULT: | Stack[-0x34]:4:local_34:/undefined4:DEFAULT: | Stack[-0x38]:4:local_38:/undefined4:DEFAULT: | Stack[-0x3c]:4:local_3c:/undefined4:DEFAULT: | Stack[-0x40]:4:local_40:/undefined4:DEFAULT: | Stack[-0x44]:4:local_44:/undefined4:DEFAULT: | Stack[-0x46]:2:local_46:/undefined2:DEFAULT: | Stack[-0x48]:2:local_48:/undefined2:DEFAULT: | Stack[-0x4c]:4:local_4c:/undefined4:DEFAULT:	0045A93E@0045A936<-0045A933		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0044EE30	STBoatC::GetMessage	int __thiscall GetMessage(STMessage * message)	006E62D0	STPlaySystemC::sub_006E62D0	int __thiscall sub_006E62D0(RecoveredRecordView_005EFAE0_855D930D * param_1, int * param_2)	-48	8	/int	4	2	output_values_neg_30	Stack[-0x2c]:4:local_2c:/undefined4:DEFAULT: | Stack[-0x30]:4:local_30:/undefined4:DEFAULT:	00450298@00450290<-0045028D|00450327@0045031F<-0045031C		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0044EE30	STBoatC::GetMessage	int __thiscall GetMessage(STMessage * message)	006E62D0	STPlaySystemC::sub_006E62D0	int __thiscall sub_006E62D0(RecoveredRecordView_005EFAE0_855D930D * param_1, int * param_2)	-40	0	/int	4	0	output_values_neg_28		0045A438@0045A430<-0045A42D|0045A487@0045A485<-0045A482		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0044EE30	STBoatC::GetMessage	int __thiscall GetMessage(STMessage * message)	006E62D0	STPlaySystemC::sub_006E62D0	int __thiscall sub_006E62D0(RecoveredRecordView_005EFAE0_855D930D * param_1, int * param_2)	-36	0	/int	4	0	output_values_neg_24		0045AB9F@0045AB97<-0045AB94|0045ABEE@0045ABE6<-0045ABE3		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0044EE30	STBoatC::GetMessage	int __thiscall GetMessage(STMessage * message)	006E62D0	STPlaySystemC::sub_006E62D0	int __thiscall sub_006E62D0(RecoveredRecordView_005EFAE0_855D930D * param_1, int * param_2)	-16	0	/int	4	0	output_values_neg_10		0045A9E6@0045A9DE<-0045A9DB		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	004603B0	FUN_004603b0	int __thiscall FUN_004603b0(STTorpC * param_1)	00645020	STTorpC::IsDangerous	int __thiscall IsDangerous(int param_1, uint * param_2)	-8	8	/uint	4	2	output_values_neg_8	Stack[-0x8]:4:local_8:/undefined4:DEFAULT:	00460482@0046047F<-0046047C		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	004603B0	FUN_004603b0	int __thiscall FUN_004603b0(STTorpC * param_1)	006451B0	STTorpC::SetDangerous	undefined4 __thiscall SetDangerous(uint param_1, uint * param_2)	-8	8	/uint	4	2	output_values_neg_8	Stack[-0x8]:4:local_8:/undefined4:DEFAULT:	004604AB@004604A6<-004604A3		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	004608B0	STBoatC::Defence	int __thiscall Defence(int param_1)	00645020	STTorpC::IsDangerous	int __thiscall IsDangerous(int param_1, uint * param_2)	-36	4	/uint	4	1	output_values_neg_24	Stack[-0x24]:4:local_24:/undefined4:DEFAULT:	00460A94@00460A8F<-00460A8C		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	004608B0	STBoatC::Defence	int __thiscall Defence(int param_1)	006451B0	STTorpC::SetDangerous	undefined4 __thiscall SetDangerous(uint param_1, uint * param_2)	-36	4	/uint	4	1	output_values_neg_24	Stack[-0x24]:4:local_24:/undefined4:DEFAULT:	00460ABD@00460AB8<-00460AB5		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	004608B0	STBoatC::Defence	int __thiscall Defence(int param_1)	00484020	STBoatC::sub_00484020	undefined4 __thiscall sub_00484020(short param_1, short * param_2, short * param_3, short * param_4)	-28	28	/short	2	14	output_values_neg_1C	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x6]:2:local_6:/undefined2:DEFAULT: | Stack[-0x8]:2:local_8:/undefined2:DEFAULT: | Stack[-0xa]:2:local_a:/undefined2:DEFAULT: | Stack[-0xc]:2:local_c:/undefined2:DEFAULT:	00460EA0@00460E97<-00460E8A		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-2 pointer walk;
0	00462180	FUN_00462180	int __thiscall FUN_00462180(int param_1)	00415ED0	STJellyGunC::sub_00415ED0	int __thiscall sub_00415ED0(undefined4 * param_1, int * param_2)	-116	8	/int	4	2	output_values_neg_74	Stack[-0x74]:1:local_74:/undefined:DEFAULT:	00464788@0046477D<-00464777		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00462180	FUN_00462180	int __thiscall FUN_00462180(int param_1)	00484020	STBoatC::sub_00484020	undefined4 __thiscall sub_00484020(short param_1, short * param_2, short * param_3, short * param_4)	-32	10	/short	2	5	output_values_neg_20	Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT:	004623D8@004623C9<-004623C3		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-2 pointer walk;
0	00462180	FUN_00462180	int __thiscall FUN_00462180(int param_1)	006E62D0	STPlaySystemC::sub_006E62D0	int __thiscall sub_006E62D0(RecoveredRecordView_005EFAE0_855D930D * param_1, int * param_2)	-20	0	/int	4	0	output_values_neg_14		00463F78@00463F70<-00463F6D		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00462180	FUN_00462180	int __thiscall FUN_00462180(int param_1)	00415ED0	STJellyGunC::sub_00415ED0	int __thiscall sub_00415ED0(undefined4 * param_1, int * param_2)	-16	4	/int	4	1	output_values_neg_10	Stack[-0x10]:4:local_10:/undefined4:DEFAULT:	0046356E@0046356A<-00463564		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00462180	FUN_00462180	int __thiscall FUN_00462180(int param_1)	006E62D0	STPlaySystemC::sub_006E62D0	int __thiscall sub_006E62D0(RecoveredRecordView_005EFAE0_855D930D * param_1, int * param_2)	-12	0	/int	4	0	output_values_neg_C		00463A3F@00463A37<-00463A34|00463C0D@00463C05<-00463C02|00464647@0046463F<-0046463C		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00465C60	STBoatC::LoadRC	int __thiscall LoadRC(int * param_1)	00415ED0	STJellyGunC::sub_00415ED0	int __thiscall sub_00415ED0(undefined4 * param_1, int * param_2)	-24	8	/int	4	2	output_values_neg_18	Stack[-0x14]:1:local_14:/undefined:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT:	00469539@00469535<-0046952F		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00465C60	STBoatC::LoadRC	int __thiscall LoadRC(int * param_1)	00415ED0	STJellyGunC::sub_00415ED0	int __thiscall sub_00415ED0(undefined4 * param_1, int * param_2)	-20	4	/int	4	1	output_values_neg_14	Stack[-0x14]:1:local_14:/undefined:DEFAULT:	00468DDB@00468DD7<-00468DD1		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0046B100	STBoatC::Build	int __thiscall Build(uint * param_1)	00415ED0	STJellyGunC::sub_00415ED0	int __thiscall sub_00415ED0(undefined4 * param_1, int * param_2)	-24	24	/int	4	6	output_values_neg_18	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x8]:2:local_8:/undefined2:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	0046BB04@0046BB00<-0046BAFA|0046C108@0046C104<-0046C0FE		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0046B100	STBoatC::Build	int __thiscall Build(uint * param_1)	00415ED0	STJellyGunC::sub_00415ED0	int __thiscall sub_00415ED0(undefined4 * param_1, int * param_2)	-20	20	/int	4	5	output_values_neg_14	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x8]:2:local_8:/undefined2:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	0046B7A7@0046B7A3<-0046B79D		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0046CF20	STBoatC::CreateGame	uint __thiscall CreateGame(int * param_1)	0048DFD0	STBoatC::sub_0048DFD0	undefined4 __thiscall sub_0048DFD0(short param_1, short param_2, short param_3, short param_4, short param_5, int * param_6, int param_7, short * param_8, short * param_9, short * param_10)	-20	4	/short	2	2	output_values_neg_14	Stack[-0x14]:2:local_14:/undefined2:DEFAULT:	0046D13B@0046D128<-0046D117		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-2 pointer walk;
0	0046CF20	STBoatC::CreateGame	uint __thiscall CreateGame(int * param_1)	00415ED0	STJellyGunC::sub_00415ED0	int __thiscall sub_00415ED0(undefined4 * param_1, int * param_2)	-12	4	/int	4	1	output_values_neg_C	Stack[-0xc]:1:local_c:/undefined:DEFAULT:	0046D07A@0046D076<-0046D070		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0046CF20	STBoatC::CreateGame	uint __thiscall CreateGame(int * param_1)	006E62D0	STPlaySystemC::sub_006E62D0	int __thiscall sub_006E62D0(RecoveredRecordView_005EFAE0_855D930D * param_1, int * param_2)	-8	8	/int	4	2	output_values_neg_8	Stack[-0x8]:4:local_8:/undefined4:DEFAULT:	0046D0A7@0046D09F<-0046D09C		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0046D450	STBoatC::UnLoadRC	int __thiscall UnLoadRC(int param_1)	00415ED0	STJellyGunC::sub_00415ED0	int __thiscall sub_00415ED0(undefined4 * param_1, int * param_2)	-20	4	/int	4	1	output_values_neg_14	Stack[-0x14]:1:local_14:/undefined:DEFAULT:	0046E517@0046E513<-0046E50D		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0046D450	STBoatC::UnLoadRC	int __thiscall UnLoadRC(int param_1)	00415ED0	STJellyGunC::sub_00415ED0	int __thiscall sub_00415ED0(undefined4 * param_1, int * param_2)	-16	4	/int	4	1	output_values_neg_10	Stack[-0x10]:1:local_10:/undefined:DEFAULT:	0046DF4D@0046DF49<-0046DF43		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0046F5C0	STBoatC::ToDok	int __thiscall ToDok(int param_1)	00415ED0	STJellyGunC::sub_00415ED0	int __thiscall sub_00415ED0(undefined4 * param_1, int * param_2)	-20	4	/int	4	1	output_values_neg_14	Stack[-0x14]:1:local_14:/undefined:DEFAULT:	00470229@00470225<-0047021F|0047088C@00470888<-00470882		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00471AC0	STBoatC::Guard	int __thiscall Guard(int param_1)	00645020	STTorpC::IsDangerous	int __thiscall IsDangerous(int param_1, uint * param_2)	-36	4	/uint	4	1	output_values_neg_24	Stack[-0x24]:4:local_24:/undefined4:DEFAULT:	00471C76@00471C71<-00471C6E		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00471AC0	STBoatC::Guard	int __thiscall Guard(int param_1)	006451B0	STTorpC::SetDangerous	undefined4 __thiscall SetDangerous(uint param_1, uint * param_2)	-36	4	/uint	4	1	output_values_neg_24	Stack[-0x24]:4:local_24:/undefined4:DEFAULT:	00471C9F@00471C9A<-00471C97		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
