apply	function_address	expected_function	expected_signature	target_address	expected_target	expected_target_signature	stack_offset	length	element_type	element_width	element_count	proposed_name	expected_overlaps	call_sites	consumer_sites	reason	evidence
0	004E9C20	FUN_004e9c20	undefined4 __fastcall FUN_004e9c20(RecoveredRecordView_004E9C20_2DA6BDD3 * param_1)	006E62D0	STPlaySystemC::sub_006E62D0	int __thiscall sub_006E62D0(RecoveredRecordView_005EFAE0_855D930D * param_1, int * param_2)	-8	8	/int	4	2	output_values_neg_8	Stack[-0x8]:4:local_8:/undefined4:DEFAULT:	004E9C4C@004E9C44<-004E9C41		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	004E9CE0	TLOBaseTy::teleNone	int __thiscall teleNone(void)	00415ED0	STJellyGunC::sub_00415ED0	int __thiscall sub_00415ED0(undefined4 * param_1, int * param_2)	-28	4	/int	4	1	output_values_neg_1C	Stack[-0x1c]:1:local_1c:/undefined:DEFAULT:	004E9EF4@004E9EF0<-004E9EEA		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	004E9CE0	TLOBaseTy::teleNone	int __thiscall teleNone(void)	006E62D0	STPlaySystemC::sub_006E62D0	int __thiscall sub_006E62D0(RecoveredRecordView_005EFAE0_855D930D * param_1, int * param_2)	-8	8	/int	4	2	output_values_neg_8	Stack[-0x8]:4:local_8:/undefined4:DEFAULT:	004E9DD1@004E9DC9<-004E9DC6|004EA24E@004EA246<-004EA243		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	004FAE90	CPanelTy::sub_004FAE90	undefined __thiscall sub_004FAE90(uint * param_1, ushort param_2)	006E68C0	ST3DSMAPContext::sub_006E68C0	int __thiscall sub_006E68C0(int param_1, int param_2, int * param_3, int * param_4)	-8	8	/int	4	2	output_values_neg_8	Stack[-0x8]:4:local_8:/undefined4:DEFAULT:	004FAF38@004FAF23<-004FAF1E		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	004FB060	CPanelTy::GetMessage	int __thiscall GetMessage(STMessage * message)	006E68C0	ST3DSMAPContext::sub_006E68C0	int __thiscall sub_006E68C0(int param_1, int param_2, int * param_3, int * param_4)	-56	10	/int	4	2	output_values_neg_38	Stack[-0x34]:4:local_34:/undefined4:DEFAULT: | Stack[-0x38]:4:local_38:/undefined4:DEFAULT:	004FBC84@004FBC69<-004FBC64		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	004FB060	CPanelTy::GetMessage	int __thiscall GetMessage(STMessage * message)	004F19D0	FUN_004f19d0	int __stdcall FUN_004f19d0(char param_1, Global_sub_004F19D0_param_2Enum param_2, undefined4 * param_3, undefined4 * param_4)	-40	27	/undefined4	4	6	output_values_neg_28	Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x24]:4:local_24:/undefined4:DEFAULT: | Stack[-0x28]:4:local_28:/undefined4:DEFAULT:	004FC3D2@004FC3CB<-004FC3C5|004FC4AF@004FC4A8<-004FC4A2		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00513030	HelpPanelTy::ChangeTree	undefined __thiscall ChangeTree(int * param_1, int param_2)	006B11D0	Library::DKW::TBL::FUN_006b11d0	int __stdcall FUN_006b11d0(uint * param_1, uint param_2, undefined4 * param_3)	-60	54	/undefined4	4	13	output_values_neg_3C	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x24]:4:local_24:/undefined4:DEFAULT: | Stack[-0x28]:4:local_28:/undefined4:DEFAULT: | Stack[-0x29]:1:local_29:/undefined1:DEFAULT: | Stack[-0x2a]:1:local_2a:/undefined1:DEFAULT: | Stack[-0x2b]:1:local_2b:/undefined1:DEFAULT: | Stack[-0x2c]:1:local_2c:/undefined1:DEFAULT: | Stack[-0x30]:4:local_30:/undefined4:DEFAULT: | Stack[-0x34]:4:local_34:/undefined4:DEFAULT: | Stack[-0x38]:4:local_38:/undefined4:DEFAULT: | Stack[-0x3c]:4:local_3c:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	005131ED@005131E2<-005131D1		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0051B5A0	HelpPanelTy::ArmProc	undefined __thiscall ArmProc(int param_1, int param_2, char param_3)	00646110	FUN_00646110	undefined4 __cdecl FUN_00646110(int param_1, int param_2, undefined4 * param_3, undefined4 * param_4, undefined4 * param_5)	-24	11	/undefined4	4	2	output_values_neg_18	Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT:	0051B778@0051B76D<-0051B767		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0052BF00	MoneyTy::GetMessage	int __thiscall GetMessage(STMessage * message)	006E6000	FUN_006e6000	int __thiscall FUN_006e6000(undefined4 param_1, undefined4 param_2, undefined4 * param_3)	-56	16	/undefined4	4	4	output_values_neg_38	Stack[-0x38]:1:local_38:/undefined:DEFAULT:	0052C2DE@0052C2CE<-0052C2C6|0052C397@0052C388<-0052C383		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0052FB00	OptPanelTy::SetOptControls	undefined __thiscall SetOptControls(void)	00711110	FUN_00711110	int __thiscall FUN_00711110(char * resourceString)	-2436	260	/char	1	260	output_values_neg_984	Stack[-0x984]:1:local_984:/undefined:DEFAULT:	0052FCD1@0052FCC8<-0052FCBF		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-1 pointer walk;
0	0052FB00	OptPanelTy::SetOptControls	undefined __thiscall SetOptControls(void)	00711110	FUN_00711110	int __thiscall FUN_00711110(char * resourceString)	-2176	260	/char	1	260	output_values_neg_880	Stack[-0x880]:1:local_880:/undefined:DEFAULT:	0052FE76@0052FE6D<-0052FE64		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-1 pointer walk;
0	0052FB00	OptPanelTy::SetOptControls	undefined __thiscall SetOptControls(void)	006B7E00	Library::DKW::SND::FUN_006b7e00	undefined4 __stdcall FUN_006b7e00(int param_1, uint param_2, undefined4 * param_3, undefined4 * param_4)	-112	99	/undefined4	4	24	output_values_neg_70	Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x24]:4:local_24:/undefined4:DEFAULT: | Stack[-0x28]:4:local_28:/undefined4:DEFAULT: | Stack[-0x2c]:4:local_2c:/undefined4:DEFAULT: | Stack[-0x30]:4:local_30:/undefined4:DEFAULT: | Stack[-0x34]:4:local_34:/undefined4:DEFAULT: | Stack[-0x38]:4:local_38:/undefined4:DEFAULT: | Stack[-0x3c]:4:local_3c:/undefined4:DEFAULT: | Stack[-0x40]:4:local_40:/undefined4:DEFAULT: | Stack[-0x44]:4:local_44:/undefined4:DEFAULT: | Stack[-0x48]:4:local_48:/undefined4:DEFAULT: | Stack[-0x4c]:4:local_4c:/undefined4:DEFAULT: | Stack[-0x50]:4:local_50:/undefined4:DEFAULT: | Stack[-0x54]:4:local_54:/undefined4:DEFAULT: | Stack[-0x58]:4:local_58:/undefined4:DEFAULT: | Stack[-0x5c]:4:local_5c:/undefined4:DEFAULT: | Stack[-0x60]:4:local_60:/undefined4:DEFAULT: | Stack[-0x64]:4:local_64:/undefined4:DEFAULT: | Stack[-0x68]:4:local_68:/undefined4:DEFAULT: | Stack[-0x6c]:4:local_6c:/undefined4:DEFAULT: | Stack[-0x70]:4:local_70:/undefined4:DEFAULT:	00530E35@00530E30<-00530E2A		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0052FB00	OptPanelTy::SetOptControls	undefined __thiscall SetOptControls(void)	006B7E00	Library::DKW::SND::FUN_006b7e00	undefined4 __stdcall FUN_006b7e00(int param_1, uint param_2, undefined4 * param_3, undefined4 * param_4)	-108	95	/undefined4	4	23	output_values_neg_6C	Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x24]:4:local_24:/undefined4:DEFAULT: | Stack[-0x28]:4:local_28:/undefined4:DEFAULT: | Stack[-0x2c]:4:local_2c:/undefined4:DEFAULT: | Stack[-0x30]:4:local_30:/undefined4:DEFAULT: | Stack[-0x34]:4:local_34:/undefined4:DEFAULT: | Stack[-0x38]:4:local_38:/undefined4:DEFAULT: | Stack[-0x3c]:4:local_3c:/undefined4:DEFAULT: | Stack[-0x40]:4:local_40:/undefined4:DEFAULT: | Stack[-0x44]:4:local_44:/undefined4:DEFAULT: | Stack[-0x48]:4:local_48:/undefined4:DEFAULT: | Stack[-0x4c]:4:local_4c:/undefined4:DEFAULT: | Stack[-0x50]:4:local_50:/undefined4:DEFAULT: | Stack[-0x54]:4:local_54:/undefined4:DEFAULT: | Stack[-0x58]:4:local_58:/undefined4:DEFAULT: | Stack[-0x5c]:4:local_5c:/undefined4:DEFAULT: | Stack[-0x60]:4:local_60:/undefined4:DEFAULT: | Stack[-0x64]:4:local_64:/undefined4:DEFAULT: | Stack[-0x68]:4:local_68:/undefined4:DEFAULT: | Stack[-0x6c]:4:local_6c:/undefined4:DEFAULT:	00530D4B@00530D47<-00530D41		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0052FB00	OptPanelTy::SetOptControls	undefined __thiscall SetOptControls(void)	006B7E00	Library::DKW::SND::FUN_006b7e00	undefined4 __stdcall FUN_006b7e00(int param_1, uint param_2, undefined4 * param_3, undefined4 * param_4)	-104	91	/undefined4	4	22	output_values_neg_68	Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x24]:4:local_24:/undefined4:DEFAULT: | Stack[-0x28]:4:local_28:/undefined4:DEFAULT: | Stack[-0x2c]:4:local_2c:/undefined4:DEFAULT: | Stack[-0x30]:4:local_30:/undefined4:DEFAULT: | Stack[-0x34]:4:local_34:/undefined4:DEFAULT: | Stack[-0x38]:4:local_38:/undefined4:DEFAULT: | Stack[-0x3c]:4:local_3c:/undefined4:DEFAULT: | Stack[-0x40]:4:local_40:/undefined4:DEFAULT: | Stack[-0x44]:4:local_44:/undefined4:DEFAULT: | Stack[-0x48]:4:local_48:/undefined4:DEFAULT: | Stack[-0x4c]:4:local_4c:/undefined4:DEFAULT: | Stack[-0x50]:4:local_50:/undefined4:DEFAULT: | Stack[-0x54]:4:local_54:/undefined4:DEFAULT: | Stack[-0x58]:4:local_58:/undefined4:DEFAULT: | Stack[-0x5c]:4:local_5c:/undefined4:DEFAULT: | Stack[-0x60]:4:local_60:/undefined4:DEFAULT: | Stack[-0x64]:4:local_64:/undefined4:DEFAULT: | Stack[-0x68]:4:local_68:/undefined4:DEFAULT:	00531119@00531114<-0053110E		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0052FB00	OptPanelTy::SetOptControls	undefined __thiscall SetOptControls(void)	006B7E00	Library::DKW::SND::FUN_006b7e00	undefined4 __stdcall FUN_006b7e00(int param_1, uint param_2, undefined4 * param_3, undefined4 * param_4)	-92	79	/undefined4	4	19	output_values_neg_5C	Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x24]:4:local_24:/undefined4:DEFAULT: | Stack[-0x28]:4:local_28:/undefined4:DEFAULT: | Stack[-0x2c]:4:local_2c:/undefined4:DEFAULT: | Stack[-0x30]:4:local_30:/undefined4:DEFAULT: | Stack[-0x34]:4:local_34:/undefined4:DEFAULT: | Stack[-0x38]:4:local_38:/undefined4:DEFAULT: | Stack[-0x3c]:4:local_3c:/undefined4:DEFAULT: | Stack[-0x40]:4:local_40:/undefined4:DEFAULT: | Stack[-0x44]:4:local_44:/undefined4:DEFAULT: | Stack[-0x48]:4:local_48:/undefined4:DEFAULT: | Stack[-0x4c]:4:local_4c:/undefined4:DEFAULT: | Stack[-0x50]:4:local_50:/undefined4:DEFAULT: | Stack[-0x54]:4:local_54:/undefined4:DEFAULT: | Stack[-0x58]:4:local_58:/undefined4:DEFAULT: | Stack[-0x5c]:4:local_5c:/undefined4:DEFAULT:	00531304@005312FF<-005312F9		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0052FB00	OptPanelTy::SetOptControls	undefined __thiscall SetOptControls(void)	006B7E00	Library::DKW::SND::FUN_006b7e00	undefined4 __stdcall FUN_006b7e00(int param_1, uint param_2, undefined4 * param_3, undefined4 * param_4)	-84	71	/undefined4	4	17	output_values_neg_54	Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x24]:4:local_24:/undefined4:DEFAULT: | Stack[-0x28]:4:local_28:/undefined4:DEFAULT: | Stack[-0x2c]:4:local_2c:/undefined4:DEFAULT: | Stack[-0x30]:4:local_30:/undefined4:DEFAULT: | Stack[-0x34]:4:local_34:/undefined4:DEFAULT: | Stack[-0x38]:4:local_38:/undefined4:DEFAULT: | Stack[-0x3c]:4:local_3c:/undefined4:DEFAULT: | Stack[-0x40]:4:local_40:/undefined4:DEFAULT: | Stack[-0x44]:4:local_44:/undefined4:DEFAULT: | Stack[-0x48]:4:local_48:/undefined4:DEFAULT: | Stack[-0x4c]:4:local_4c:/undefined4:DEFAULT: | Stack[-0x50]:4:local_50:/undefined4:DEFAULT: | Stack[-0x54]:4:local_54:/undefined4:DEFAULT:	00531034@0053102F<-00531029		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0052FB00	OptPanelTy::SetOptControls	undefined __thiscall SetOptControls(void)	006B7E00	Library::DKW::SND::FUN_006b7e00	undefined4 __stdcall FUN_006b7e00(int param_1, uint param_2, undefined4 * param_3, undefined4 * param_4)	-80	67	/undefined4	4	16	output_values_neg_50	Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x24]:4:local_24:/undefined4:DEFAULT: | Stack[-0x28]:4:local_28:/undefined4:DEFAULT: | Stack[-0x2c]:4:local_2c:/undefined4:DEFAULT: | Stack[-0x30]:4:local_30:/undefined4:DEFAULT: | Stack[-0x34]:4:local_34:/undefined4:DEFAULT: | Stack[-0x38]:4:local_38:/undefined4:DEFAULT: | Stack[-0x3c]:4:local_3c:/undefined4:DEFAULT: | Stack[-0x40]:4:local_40:/undefined4:DEFAULT: | Stack[-0x44]:4:local_44:/undefined4:DEFAULT: | Stack[-0x48]:4:local_48:/undefined4:DEFAULT: | Stack[-0x4c]:4:local_4c:/undefined4:DEFAULT: | Stack[-0x50]:4:local_50:/undefined4:DEFAULT:	00531249@00531244<-0053123E		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	005325B0	OptPanelTy::PrepAsses	undefined __thiscall PrepAsses(void)	006B11D0	Library::DKW::TBL::FUN_006b11d0	int __stdcall FUN_006b11d0(uint * param_1, uint param_2, undefined4 * param_3)	-300	108	/undefined4	4	27	output_values_neg_12C	Stack[-0x12c]:1:local_12c:/undefined:DEFAULT:	005327C7@005327B8<-005327B2		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00533D10	OptPanelTy::GetMessage	int __thiscall GetMessage(STMessage * message)	006B7E00	Library::DKW::SND::FUN_006b7e00	undefined4 __stdcall FUN_006b7e00(int param_1, uint param_2, undefined4 * param_3, undefined4 * param_4)	-44	28	/undefined4	4	7	output_values_neg_2C	Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x24]:4:local_24:/undefined4:DEFAULT: | Stack[-0x28]:4:local_28:/undefined4:DEFAULT: | Stack[-0x2c]:4:local_2c:/undefined4:DEFAULT:	00535064@0053505F<-00535059		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00533D10	OptPanelTy::GetMessage	int __thiscall GetMessage(STMessage * message)	006B7E00	Library::DKW::SND::FUN_006b7e00	undefined4 __stdcall FUN_006b7e00(int param_1, uint param_2, undefined4 * param_3, undefined4 * param_4)	-40	24	/undefined4	4	6	output_values_neg_28	Stack[-0x14]:4:local_14:/undefined4:DEFAULT: | Stack[-0x18]:4:local_18:/undefined4:DEFAULT: | Stack[-0x1c]:4:local_1c:/undefined4:DEFAULT: | Stack[-0x20]:4:local_20:/undefined4:DEFAULT: | Stack[-0x24]:4:local_24:/undefined4:DEFAULT: | Stack[-0x28]:4:local_28:/undefined4:DEFAULT:	00534FAA@00534FA5<-00534F9F		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	005441A0	CursorClassTy::AddSysAcc	undefined __thiscall AddSysAcc(void)	006E6000	FUN_006e6000	int __thiscall FUN_006e6000(undefined4 param_1, undefined4 param_2, undefined4 * param_3)	-36	16	/undefined4	4	4	output_values_neg_24	Stack[-0x24]:1:local_24:/undefined:DEFAULT:	00544215@005441FD<-005441F8|0054422B@0054421F<-0054421A|005442A8@00544254<-0054424C|005442CC@005442B2<-005442AD|005442F0@005442DB<-005442D1		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00544460	CursorClassTy::DelSysAcc	undefined __thiscall DelSysAcc(void)	006E6000	FUN_006e6000	int __thiscall FUN_006e6000(undefined4 param_1, undefined4 param_2, undefined4 * param_3)	-40	16	/undefined4	4	4	output_values_neg_28	Stack[-0x28]:1:local_28:/undefined:DEFAULT:	005444C4@005444B3<-005444B0|0054451C@005444EC<-005444E6|00544540@0054452B<-00544521|00544564@0054454A<-00544545		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	005446C0	CursorClassTy::AddOpticAcc	undefined __thiscall AddOpticAcc(void)	006E6000	FUN_006e6000	int __thiscall FUN_006e6000(undefined4 param_1, undefined4 param_2, undefined4 * param_3)	-40	16	/undefined4	4	4	output_values_neg_28	Stack[-0x28]:1:local_28:/undefined:DEFAULT:	00544751@00544747<-00544741		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00544800	CursorClassTy::DelOpticAcc	undefined __thiscall DelOpticAcc(void)	006E6000	FUN_006e6000	int __thiscall FUN_006e6000(undefined4 param_1, undefined4 param_2, undefined4 * param_3)	-40	16	/undefined4	4	4	output_values_neg_28	Stack[-0x28]:1:local_28:/undefined:DEFAULT:	00544891@00544887<-00544881		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	005449B0	CursorClassTy::GetMessage	int __thiscall GetMessage(STMessage * message)	00711370	FUN_00711370	int __thiscall FUN_00711370(uint * param_1)	-1316	1024	/uint	4	256	output_values_neg_524	Stack[-0x524]:1:local_524:/undefined:DEFAULT:	00545C5B@00545C5A<-00545C54|00545E29@00545E28<-00545E22		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	005449B0	CursorClassTy::GetMessage	int __thiscall GetMessage(STMessage * message)	007113E0	FUN_007113e0	int __thiscall FUN_007113e0(uint * param_1)	-1316	1024	/uint	4	256	output_values_neg_524	Stack[-0x524]:1:local_524:/undefined:DEFAULT:	00545C79@00545C78<-00545C6F|00545E47@00545E46<-00545E3D		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	005449B0	CursorClassTy::GetMessage	int __thiscall GetMessage(STMessage * message)	006E3B50	AppClassTy::PostNextMessage	int __thiscall PostNextMessage(undefined4 * param_1)	-64	12	/undefined4	4	3	output_values_neg_40	Stack[-0x40]:1:local_40:/undefined:DEFAULT:	00546465@0054645D<-0054645A		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	005449B0	CursorClassTy::GetMessage	int __thiscall GetMessage(STMessage * message)	006E6000	FUN_006e6000	int __thiscall FUN_006e6000(undefined4 param_1, undefined4 param_2, undefined4 * param_3)	-64	12	/undefined4	4	3	output_values_neg_40	Stack[-0x40]:1:local_40:/undefined:DEFAULT:	00544EFE@00544EEC<-00544EE5|005467CA@005467C0<-005467BD|00546805@005467F4<-005467EF|00546840@00546831<-0054682C		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	005449B0	CursorClassTy::GetMessage	int __thiscall GetMessage(STMessage * message)	006E1C20	ST3DSMAPContext::sub_006E1C20	undefined4 __thiscall sub_006E1C20(float param_1, int param_2, float param_3, float * param_4, float * param_5)	-12	4	/float	4	1	output_values_neg_C	Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	005451A0@0054517C<-00545173		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	00548C40	CursorClassTy::TakeCmdToRun	undefined __thiscall TakeCmdToRun(int param_1)	006E1DD0	ST3DSMAPContext::sub_006E1DD0	undefined4 __thiscall sub_006E1DD0(int param_1, int param_2, float * param_3, float * param_4, float * param_5)	-8	8	/float	4	2	output_values_neg_8	Stack[-0x8]:4:local_8:/undefined4:DEFAULT:	00548DE8@00548DCE<-00548DC8|00549024@0054900A<-00549004|005490C3@005490A9<-005490A3|005494CC@005494B2<-005494AC|0054968F@0054966B<-00549665|00549714@005496FA<-005496F4|00549808@005497EE<-005497E8|00549970@0054994C<-00549946|00549A1B@005499F7<-005499F1|00549B07@00549AE3<-00549ADD|00549B77@00549B5D<-00549B57|00549DE4@00549DC0<-00549DBA		needs_two_count_driven_consumers	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0054A9B0	SubmarineTitans::Recovered::HiddenThis::RecoveredReceiver_0054A9B0::FUN_0054a9b0	void __thiscall FUN_0054a9b0(float param_1, float param_2, float param_3)	00558C00	VisibleClassTy::sub_00558C00	undefined4 __thiscall sub_00558C00(VisibleClassTy_sub_00558C00_param_1Enum param_1, int param_2, int param_3, int * param_4, int * param_5)	-20	8	/int	4	2	output_values_neg_14	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x14]:4:local_14:/undefined4:DEFAULT:	0054AABB@0054AAAE<-0054AAA8		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0054AEE0	CursorClassTy::GCGameState	void __thiscall GCGameState(int param_1)	006E1DD0	ST3DSMAPContext::sub_006E1DD0	undefined4 __thiscall sub_006E1DD0(int param_1, int param_2, float * param_3, float * param_4, float * param_5)	-16	16	/float	4	4	output_values_neg_10	Stack[-0x10]:4:local_10:/undefined4:DEFAULT: | Stack[-0x8]:4:local_8:/undefined4:DEFAULT: | Stack[-0xc]:4:local_c:/undefined4:DEFAULT:	0054B0AF@0054B098<-0054B095		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0054CC20	STPlaySystemC::CreateGameObject	int __thiscall CreateGameObject(int param_1, undefined4 param_2, undefined4 param_3, undefined4 param_4, undefined4 param_5)	0054CBB0	FUN_0054cbb0	int __stdcall FUN_0054cbb0(int param_1, undefined4 * param_2)	-8	8	/undefined4	4	2	output_values_neg_8	Stack[-0x8]:4:local_8:/undefined4:DEFAULT:	0054CC5C@0054CC58<-0054CC55		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0054CDD0	FUN_0054cdd0	int __stdcall FUN_0054cdd0(undefined4 * param_1, int param_2, undefined4 * param_3, int * param_4, int * param_5, undefined4 param_6)	0054CBB0	FUN_0054cbb0	int __stdcall FUN_0054cbb0(int param_1, undefined4 * param_2)	-8	8	/undefined4	4	2	output_values_neg_8	Stack[-0x8]:4:local_8:/undefined4:DEFAULT:	0054CE14@0054CE10<-0054CE0D		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0054D640	STPlaySystemC::Life	undefined4 __thiscall Life(void)	006E3AB0	AppClassTy::PostMessage	int __thiscall PostMessage(undefined4 * param_1)	-100	12	/undefined4	4	3	output_values_neg_64	Stack[-0x64]:1:local_64:/undefined:DEFAULT:	0054DB26@0054DB16<-0054DB13		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
0	0054D640	STPlaySystemC::Life	undefined4 __thiscall Life(void)	006E3AB0	AppClassTy::PostMessage	int __thiscall PostMessage(undefined4 * param_1)	-68	12	/undefined4	4	3	output_values_neg_44	Stack[-0x44]:1:local_44:/undefined:DEFAULT:	0054E13D@0054E137<-0054E134		needs_two_exact_output_calls	last explicit scalar-pointer parameter; exact EBP-rooted argument; callee return is tested and drives a width-4 pointer walk;
