item_kind	item_id	locator	status	detail
type	AnonShape_005F5B80_33DD7FDB	/SubmarineTitans/Recovered/PointerShapes/AnonShape_005F5B80_33DD7FDB	disabled	apply=0
type	AnonShape_005F5D10_7419ED35	/SubmarineTitans/Recovered/PointerShapes/AnonShape_005F5D10_7419ED35	disabled	apply=0
type	AnonShape_005F66B0_83FB6438	/SubmarineTitans/Recovered/PointerShapes/AnonShape_005F66B0_83FB6438	disabled	apply=0
type	AnonShape_005F68B0_23767193	/SubmarineTitans/Recovered/PointerShapes/AnonShape_005F68B0_23767193	disabled	apply=0
type	AnonShape_005F9CB0_7ABD270C	/SubmarineTitans/Recovered/PointerShapes/AnonShape_005F9CB0_7ABD270C	disabled	apply=0
type	AnonShape_005F9FF0_D4843467	/SubmarineTitans/Recovered/PointerShapes/AnonShape_005F9FF0_D4843467	disabled	apply=0
type	AnonShape_005FA0B0_32B2645C	/SubmarineTitans/Recovered/PointerShapes/AnonShape_005FA0B0_32B2645C	disabled	apply=0
type	AnonShape_005FAC40_2F17653E	/SubmarineTitans/Recovered/PointerShapes/AnonShape_005FAC40_2F17653E	disabled	apply=0
type	AnonShape_005FADA0_CF669872	/SubmarineTitans/Recovered/PointerShapes/AnonShape_005FADA0_CF669872	disabled	apply=0
type	AnonShape_005FB600_0B8C3724	/SubmarineTitans/Recovered/PointerShapes/AnonShape_005FB600_0B8C3724	disabled	apply=0
type	AnonShape_005FB640_B21A0A22	/SubmarineTitans/Recovered/PointerShapes/AnonShape_005FB640_B21A0A22	disabled	apply=0
type	AnonShape_005FCAD0_6622BF93	/SubmarineTitans/Recovered/PointerShapes/AnonShape_005FCAD0_6622BF93	disabled	apply=0
type	AnonShape_005FCEB0_459612F8	/SubmarineTitans/Recovered/PointerShapes/AnonShape_005FCEB0_459612F8	disabled	apply=0
type	AnonShape_005FD1B0_83293629	/SubmarineTitans/Recovered/PointerShapes/AnonShape_005FD1B0_83293629	disabled	apply=0
type	AnonShape_005FD6A0_EC193285	/SubmarineTitans/Recovered/PointerShapes/AnonShape_005FD6A0_EC193285	disabled	apply=0
type	AnonShape_005FE5D0_FE3006E4	/SubmarineTitans/Recovered/PointerShapes/AnonShape_005FE5D0_FE3006E4	disabled	apply=0
type	AnonShape_005FEB60_D788AE60	/SubmarineTitans/Recovered/PointerShapes/AnonShape_005FEB60_D788AE60	disabled	apply=0
type	AnonShape_005FF1F0_5CC77395	/SubmarineTitans/Recovered/PointerShapes/AnonShape_005FF1F0_5CC77395	disabled	apply=0
type	AnonShape_006001E0_8A830027	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006001E0_8A830027	disabled	apply=0
type	AnonShape_00601D10_11B39116	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00601D10_11B39116	disabled	apply=0
type	AnonShape_00602440_6349A32E	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00602440_6349A32E	disabled	apply=0
type	AnonShape_006028A0_DD3959A4	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006028A0_DD3959A4	disabled	apply=0
type	AnonShape_006033D0_8A1D4BAE	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006033D0_8A1D4BAE	disabled	apply=0
type	AnonShape_00604160_F1552931	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00604160_F1552931	disabled	apply=0
type	AnonShape_00604820_51E8C765	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00604820_51E8C765	disabled	apply=0
type	AnonShape_00604970_1676FA8A	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00604970_1676FA8A	disabled	apply=0
type	AnonShape_00605780_564A429A	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00605780_564A429A	disabled	apply=0
type	AnonShape_00606050_52B3B558	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00606050_52B3B558	disabled	apply=0
type	AnonShape_006099A0_C28E2104	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006099A0_C28E2104	disabled	apply=0
type	AnonShape_0060A800_DC6408DD	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0060A800_DC6408DD	disabled	apply=0
type	AnonShape_0060BCB0_991E8959	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0060BCB0_991E8959	disabled	apply=0
type	AnonShape_0060BDD0_05D86F56	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0060BDD0_05D86F56	disabled	apply=0
type	AnonShape_0060C020_72526BDF	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0060C020_72526BDF	applied	length=584; fields=3
type	AnonShape_0060C1A0_C56C5993	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0060C1A0_C56C5993	disabled	apply=0
type	AnonShape_0060CA20_1F95243D	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0060CA20_1F95243D	disabled	apply=0
type	AnonShape_0060D300_330C6ABB	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0060D300_330C6ABB	disabled	apply=0
type	AnonShape_0060D390_A6C286F4	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0060D390_A6C286F4	disabled	apply=0
type	AnonShape_0060D660_6F300C48	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0060D660_6F300C48	disabled	apply=0
type	AnonShape_0060D810_F3564F1B	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0060D810_F3564F1B	disabled	apply=0
type	AnonShape_0060E210_BF82AFCE	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0060E210_BF82AFCE	disabled	apply=0
type	AnonShape_0060E680_206C65A9	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0060E680_206C65A9	disabled	apply=0
type	AnonShape_0060EC00_3D989AA8	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0060EC00_3D989AA8	disabled	apply=0
type	AnonShape_006139A0_53394AFA	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006139A0_53394AFA	disabled	apply=0
type	AnonShape_00614400_B8B58418	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00614400_B8B58418	disabled	apply=0
type	AnonShape_00614950_E69A7C9E	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00614950_E69A7C9E	disabled	apply=0
type	AnonShape_00614C80_BB1F50FE	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00614C80_BB1F50FE	disabled	apply=0
type	AnonShape_00615430_5EA4B08C	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00615430_5EA4B08C	disabled	apply=0
type	AnonShape_00615FD0_99743BBC	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00615FD0_99743BBC	disabled	apply=0
type	AnonShape_006164E0_C12050CE	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006164E0_C12050CE	disabled	apply=0
type	AnonShape_00617880_C53B1B82	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00617880_C53B1B82	disabled	apply=0
type	AnonShape_006178C0_C1F0CF91	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006178C0_C1F0CF91	disabled	apply=0
type	AnonShape_00617A20_4FE0E530	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00617A20_4FE0E530	disabled	apply=0
type	AnonShape_00617C30_B90B5754	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00617C30_B90B5754	disabled	apply=0
type	AnonShape_00617EB0_1C326A6E	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00617EB0_1C326A6E	disabled	apply=0
type	AnonShape_00617ED0_212C2BD5	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00617ED0_212C2BD5	disabled	apply=0
type	AnonShape_00617FB0_22963BC7	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00617FB0_22963BC7	disabled	apply=0
type	AnonShape_00618900_C8E92F3A	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00618900_C8E92F3A	disabled	apply=0
type	AnonShape_00618A50_99CF0829	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00618A50_99CF0829	disabled	apply=0
type	AnonShape_00618B40_DCA2A9E7	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00618B40_DCA2A9E7	disabled	apply=0
type	AnonShape_006192E0_F209B35A	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006192E0_F209B35A	disabled	apply=0
type	AnonShape_00619320_830454A8	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00619320_830454A8	disabled	apply=0
type	AnonShape_0061C910_119588E9	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0061C910_119588E9	disabled	apply=0
type	AnonShape_0061CA90_DEFD339E	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0061CA90_DEFD339E	disabled	apply=0
type	AnonShape_0061D6D0_6C3974F0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0061D6D0_6C3974F0	disabled	apply=0
type	AnonShape_0061D710_793B8080	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0061D710_793B8080	disabled	apply=0
type	AnonShape_0061D9C0_522D22ED	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0061D9C0_522D22ED	disabled	apply=0
type	AnonShape_0061E7F0_01DCB062	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0061E7F0_01DCB062	disabled	apply=0
type	AnonShape_0061F290_9AF555EA	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0061F290_9AF555EA	disabled	apply=0
type	AnonShape_0061FA40_80D2C020	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0061FA40_80D2C020	disabled	apply=0
type	AnonShape_0061FC00_8D6B2824	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0061FC00_8D6B2824	disabled	apply=0
type	AnonShape_00620030_4DF28374	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00620030_4DF28374	disabled	apply=0
type	AnonShape_006201F0_7FF56498	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006201F0_7FF56498	disabled	apply=0
type	AnonShape_006203F0_6E8CC79D	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006203F0_6E8CC79D	disabled	apply=0
type	AnonShape_006205B0_CEC82577	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006205B0_CEC82577	disabled	apply=0
type	AnonShape_00620780_2E07FF22	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00620780_2E07FF22	disabled	apply=0
type	AnonShape_00620940_3F5FDBF7	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00620940_3F5FDBF7	disabled	apply=0
type	AnonShape_00620B20_3CC7F0B7	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00620B20_3CC7F0B7	disabled	apply=0
type	AnonShape_00620CE0_553FC28F	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00620CE0_553FC28F	disabled	apply=0
type	AnonShape_00620F60_6D642FEB	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00620F60_6D642FEB	disabled	apply=0
type	AnonShape_00621120_D90A6680	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00621120_D90A6680	disabled	apply=0
type	AnonShape_00621300_56117F47	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00621300_56117F47	disabled	apply=0
type	AnonShape_006214C0_5DA82DAD	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006214C0_5DA82DAD	disabled	apply=0
type	AnonShape_00621640_E6E15AC5	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00621640_E6E15AC5	disabled	apply=0
type	AnonShape_00621780_F78B7EC0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00621780_F78B7EC0	disabled	apply=0
type	AnonShape_00622670_59B74DB9	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00622670_59B74DB9	disabled	apply=0
type	AnonShape_006226C0_D4D709C8	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006226C0_D4D709C8	disabled	apply=0
type	AnonShape_00622990_96866BE5	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00622990_96866BE5	disabled	apply=0
type	AnonShape_00622AB0_330E12AF	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00622AB0_330E12AF	disabled	apply=0
type	AnonShape_00622AB0_C45DC960	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00622AB0_C45DC960	disabled	apply=0
type	AnonShape_00624920_5C3CFCC3	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00624920_5C3CFCC3	disabled	apply=0
type	AnonShape_006255B0_DBDA84F8	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006255B0_DBDA84F8	disabled	apply=0
type	AnonShape_00626C90_FE2D19C3	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00626C90_FE2D19C3	disabled	apply=0
type	AnonShape_00626FC0_FA8FB6E1	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00626FC0_FA8FB6E1	disabled	apply=0
type	AnonShape_00627050_FBBC2658	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00627050_FBBC2658	disabled	apply=0
type	AnonShape_006270E0_AA70B55C	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006270E0_AA70B55C	disabled	apply=0
type	AnonShape_00627670_8F5B8269	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00627670_8F5B8269	disabled	apply=0
type	AnonShape_00627790_2AB9AF3A	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00627790_2AB9AF3A	disabled	apply=0
type	AnonShape_00629040_09AFDC96	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00629040_09AFDC96	disabled	apply=0
type	AnonShape_00629F20_0C7073B9	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00629F20_0C7073B9	disabled	apply=0
type	AnonShape_0062A370_B3A9AF0E	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0062A370_B3A9AF0E	disabled	apply=0
type	AnonShape_0062A860_AE5BE528	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0062A860_AE5BE528	disabled	apply=0
type	AnonShape_0062AB10_830292D1	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0062AB10_830292D1	disabled	apply=0
type	AnonShape_0062AEF0_3223AFD1	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0062AEF0_3223AFD1	disabled	apply=0
type	AnonShape_0062B680_56737E74	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0062B680_56737E74	disabled	apply=0
type	AnonShape_0062B770_F0FEBA2F	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0062B770_F0FEBA2F	disabled	apply=0
type	AnonShape_0062B990_538E5716	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0062B990_538E5716	disabled	apply=0
type	AnonShape_0062CCA0_0F1732DB	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0062CCA0_0F1732DB	disabled	apply=0
type	AnonShape_0062F900_83644165	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0062F900_83644165	disabled	apply=0
type	AnonShape_00630430_D4D461FD	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00630430_D4D461FD	disabled	apply=0
type	AnonShape_006308B0_717D06CB	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006308B0_717D06CB	disabled	apply=0
type	AnonShape_006308F0_0C0B4661	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006308F0_0C0B4661	disabled	apply=0
type	AnonShape_00631220_6E32608E	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00631220_6E32608E	disabled	apply=0
type	AnonShape_00631390_6B25BCB5	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00631390_6B25BCB5	disabled	apply=0
type	AnonShape_006319E0_6F17E8B1	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006319E0_6F17E8B1	disabled	apply=0
type	AnonShape_00631B60_33F6DA70	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00631B60_33F6DA70	disabled	apply=0
type	AnonShape_00631C20_01628122	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00631C20_01628122	disabled	apply=0
type	AnonShape_00631E00_D7FF5DA4	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00631E00_D7FF5DA4	disabled	apply=0
type	AnonShape_00633770_0D42612A	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00633770_0D42612A	disabled	apply=0
type	AnonShape_00635FD0_23FED72E	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00635FD0_23FED72E	disabled	apply=0
type	AnonShape_00639630_91ABDE61	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00639630_91ABDE61	disabled	apply=0
type	AnonShape_00639670_30581873	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00639670_30581873	disabled	apply=0
type	AnonShape_0063C170_89398C01	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0063C170_89398C01	disabled	apply=0
type	AnonShape_0063C510_091F5E99	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0063C510_091F5E99	disabled	apply=0
type	AnonShape_0063CC10_3179EBBD	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0063CC10_3179EBBD	disabled	apply=0
type	AnonShape_0063CFF0_FFF0BAD4	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0063CFF0_FFF0BAD4	disabled	apply=0
type	AnonShape_0063FE70_966F46C1	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0063FE70_966F46C1	disabled	apply=0
type	AnonShape_00640170_0CC3A89E	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00640170_0CC3A89E	disabled	apply=0
type	AnonShape_00640320_CB6178FE	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00640320_CB6178FE	disabled	apply=0
type	AnonShape_006406D0_05A86BF1	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006406D0_05A86BF1	disabled	apply=0
type	AnonShape_006406D0_A1028CB0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006406D0_A1028CB0	disabled	apply=0
type	AnonShape_00643E20_7967F455	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00643E20_7967F455	disabled	apply=0
type	AnonShape_006457E0_D0D8C27F	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006457E0_D0D8C27F	disabled	apply=0
type	AnonShape_00645F10_DD339E8F	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00645F10_DD339E8F	disabled	apply=0
type	AnonShape_00646D00_34D7A97E	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00646D00_34D7A97E	disabled	apply=0
type	AnonShape_00647B60_9DCC946A	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00647B60_9DCC946A	disabled	apply=0
type	AnonShape_00647B80_0B3474AE	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00647B80_0B3474AE	disabled	apply=0
type	AnonShape_00647BA0_86AA90F7	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00647BA0_86AA90F7	disabled	apply=0
type	AnonShape_00647BA0_F0CA3D39	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00647BA0_F0CA3D39	disabled	apply=0
type	AnonShape_00647D50_CD712BA5	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00647D50_CD712BA5	disabled	apply=0
type	AnonShape_006488C0_E0029B58	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006488C0_E0029B58	disabled	apply=0
type	AnonShape_00648C10_30A1BBFD	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00648C10_30A1BBFD	disabled	apply=0
type	AnonShape_00649B90_1C9308B0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00649B90_1C9308B0	disabled	apply=0
type	AnonShape_00649EB0_8CDE5DA9	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00649EB0_8CDE5DA9	disabled	apply=0
type	AnonShape_0064A830_2AFFF1FE	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064A830_2AFFF1FE	disabled	apply=0
type	AnonShape_0064A910_F8F2B450	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064A910_F8F2B450	disabled	apply=0
type	AnonShape_0064A940_E4AD3BF8	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064A940_E4AD3BF8	disabled	apply=0
type	AnonShape_0064A970_33DBB990	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064A970_33DBB990	disabled	apply=0
type	AnonShape_0064CC90_892FE533	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064CC90_892FE533	disabled	apply=0
type	AnonShape_0064CD30_9386233E	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064CD30_9386233E	disabled	apply=0
type	AnonShape_0064E300_087F62DC	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064E300_087F62DC	disabled	apply=0
type	AnonShape_0064E510_62575065	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064E510_62575065	disabled	apply=0
type	AnonShape_0064E8C0_55D619B7	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064E8C0_55D619B7	disabled	apply=0
type	AnonShape_0064E910_BEEF74E3	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064E910_BEEF74E3	disabled	apply=0
type	AnonShape_0064E960_781AC0FD	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064E960_781AC0FD	disabled	apply=0
type	AnonShape_0064E9A0_7C06081A	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064E9A0_7C06081A	disabled	apply=0
type	AnonShape_0064EA10_A671C4A7	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064EA10_A671C4A7	disabled	apply=0
type	AnonShape_0064EA60_9905C978	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064EA60_9905C978	disabled	apply=0
type	AnonShape_0064EAA0_C5553866	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064EAA0_C5553866	disabled	apply=0
type	AnonShape_0064EB20_CBD2CC1E	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064EB20_CBD2CC1E	disabled	apply=0
type	AnonShape_0064EBE0_6039A486	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064EBE0_6039A486	disabled	apply=0
type	AnonShape_0064EC30_383D4D00	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064EC30_383D4D00	disabled	apply=0
type	AnonShape_0064ECD0_D70CBA34	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064ECD0_D70CBA34	disabled	apply=0
type	AnonShape_0064ED20_BEFBD077	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064ED20_BEFBD077	disabled	apply=0
type	AnonShape_0064ED70_6DBB3410	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064ED70_6DBB3410	disabled	apply=0
type	AnonShape_0064EF10_0181E150	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064EF10_0181E150	disabled	apply=0
type	AnonShape_0064F0C0_EC627629	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064F0C0_EC627629	disabled	apply=0
type	AnonShape_0064F110_056D040B	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064F110_056D040B	disabled	apply=0
type	AnonShape_0064F160_1D0EC978	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064F160_1D0EC978	disabled	apply=0
type	AnonShape_0064F1B0_7494B956	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064F1B0_7494B956	disabled	apply=0
type	AnonShape_0064F360_F7C216AE	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064F360_F7C216AE	disabled	apply=0
type	AnonShape_0064F430_6891D71C	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064F430_6891D71C	disabled	apply=0
type	AnonShape_0064F470_8E2B40ED	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064F470_8E2B40ED	disabled	apply=0
type	AnonShape_0064F4C0_88F508D2	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064F4C0_88F508D2	disabled	apply=0
type	AnonShape_0064F500_A59E916F	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064F500_A59E916F	disabled	apply=0
type	AnonShape_0064F620_E51BA62D	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064F620_E51BA62D	disabled	apply=0
type	AnonShape_0064F700_5DCE0275	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064F700_5DCE0275	disabled	apply=0
type	AnonShape_0064F780_BB085AB5	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064F780_BB085AB5	disabled	apply=0
type	AnonShape_0064F950_8D921461	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064F950_8D921461	disabled	apply=0
type	AnonShape_0064FB00_42E58B4A	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064FB00_42E58B4A	disabled	apply=0
type	AnonShape_0064FB80_C24FD84C	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064FB80_C24FD84C	disabled	apply=0
type	AnonShape_0064FCE0_70CB9801	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064FCE0_70CB9801	disabled	apply=0
type	AnonShape_0064FD80_D0EF9E6E	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064FD80_D0EF9E6E	disabled	apply=0
type	AnonShape_0064FEF0_DD304A9A	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064FEF0_DD304A9A	disabled	apply=0
type	AnonShape_0064FF70_ABF5F4C4	/SubmarineTitans/Recovered/PointerShapes/AnonShape_0064FF70_ABF5F4C4	disabled	apply=0
type	AnonShape_00650090_96AA9A18	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00650090_96AA9A18	disabled	apply=0
type	AnonShape_006501A0_62625B3D	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006501A0_62625B3D	disabled	apply=0
type	AnonShape_00650240_0B686EC9	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00650240_0B686EC9	disabled	apply=0
type	AnonShape_006503B0_3B1FB22E	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006503B0_3B1FB22E	disabled	apply=0
type	AnonShape_00650480_02BC599C	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00650480_02BC599C	disabled	apply=0
type	AnonShape_00650600_34B54EB0	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00650600_34B54EB0	disabled	apply=0
type	AnonShape_00650A20_4A198923	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00650A20_4A198923	disabled	apply=0
type	AnonShape_00650B10_EE623C41	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00650B10_EE623C41	disabled	apply=0
type	AnonShape_00650BD0_75D71395	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00650BD0_75D71395	disabled	apply=0
type	AnonShape_00650CF0_62453E33	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00650CF0_62453E33	disabled	apply=0
type	AnonShape_00650E10_EFFBA4CA	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00650E10_EFFBA4CA	disabled	apply=0
type	AnonShape_00650F50_B7B27450	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00650F50_B7B27450	disabled	apply=0
type	AnonShape_00651120_F461859C	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00651120_F461859C	disabled	apply=0
type	AnonShape_00651160_26346523	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00651160_26346523	disabled	apply=0
type	AnonShape_006511A0_EA666092	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006511A0_EA666092	disabled	apply=0
type	AnonShape_006511E0_D143FD4C	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006511E0_D143FD4C	disabled	apply=0
type	AnonShape_00651250_A6EBE57F	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00651250_A6EBE57F	disabled	apply=0
type	AnonShape_006515B0_C597180E	/SubmarineTitans/Recovered/PointerShapes/AnonShape_006515B0_C597180E	disabled	apply=0
type	AnonShape_00651730_E89B8086	/SubmarineTitans/Recovered/PointerShapes/AnonShape_00651730_E89B8086	disabled	apply=0
