caller_address	caller	call_site	direct_address	direct_function	resolved_address	resolved_function	thunk_chain	observed_stack_args	expected_stack_args	stack_arguments	register_arguments	status
0040AE40	STGroupBoatC::sub_0040AE40	0040AE53	0040286F	STGroupBoatC::sub_00423E70	00423E70	STGroupBoatC::sub_00423E70	0040286F STGroupBoatC::sub_00423E70 -> 00423E70 STGroupBoatC::sub_00423E70	4	1	p1=/uint (STGroupBoatC::sub_0040AE40 parameter param_1)		exact_callee_purge_suffix
0040AE40	STGroupBoatC::sub_0040AE40	0040AE6E	006AB060	FreeAndNull	006AB060	FreeAndNull	006AB060 FreeAndNull	1	1	p0=unknown		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040AF40	006AADD0	FUN_006aadd0	006AADD0	FUN_006aadd0	006AADD0 FUN_006aadd0	6	6	p0=/int, source=/short, sign-extended/2 (MOVSX at 0040AF31 establishes signed source width 2) | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040AF36 establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040AF3A establishes signed source width 2) | p3=unknown | p4=unknown | p5=unknown		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040AF7E	0072D7F0	Library::MSVCRT::__setjmp3	0072D7F0	Library::MSVCRT::__setjmp3	0072D7F0 Library::MSVCRT::__setjmp3	2	2	p0=unknown | p1=/uint (literal 0 at 0040AF68)		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040AFED	006AAC70	Library::DKW::LIB::MemAlloc	006AAC70	Library::DKW::LIB::MemAlloc	006AAC70 Library::DKW::LIB::MemAlloc	1	1	p0=/uint (literal 144 at 0040AFE8)		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B0E7	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=unknown | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040B0D9 establishes signed source width 2) | p3=unknown		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B147	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040B141 establishes signed source width 2) | p2=unknown | p3=unknown		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B1B4	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	2	4	p0=unknown | p1=unknown | p2=untracked | p3=untracked		cfg_stack_state_incomplete
0040AE40	STGroupBoatC::sub_0040AE40	0040B210	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=unknown | p2=unknown | p3=unknown		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B297	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=unknown | p2=unknown | p3=unknown		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B2F6	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=unknown | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040B2E9 establishes signed source width 2) | p3=unknown		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B359	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=unknown | p2=unknown | p3=unknown		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B3BA	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040B3B4 establishes signed source width 2) | p2=unknown | p3=unknown		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B419	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=unknown | p2=unknown | p3=unknown		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B470	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040B468 establishes signed source width 2) | p2=unknown | p3=unknown		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B48E	006AAC70	Library::DKW::LIB::MemAlloc	006AAC70	Library::DKW::LIB::MemAlloc	006AAC70 Library::DKW::LIB::MemAlloc	1	1	p0=/uint (literal 144 at 0040B489)		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B59C	006A62E0	FUN_006a62e0	006A62E0	FUN_006a62e0	006A62E0 FUN_006a62e0	6	6	p0=/int, source=/short, sign-extended/2 (MOVSX at 0040B595 establishes signed source width 2) | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040B591 establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040B58B establishes signed source width 2) | p3=unknown | p4=unknown | p5=unknown		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B5AC	006AAC10	Library::DKW::LIB::MemAllocClear	006AAC10	Library::DKW::LIB::MemAllocClear	006AAC10 Library::DKW::LIB::MemAllocClear	1	1	p0=/uint (literal 686 at 0040B5A1)		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B6C8	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=unknown | p2=unknown | p3=unknown		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B72B	006AB060	FreeAndNull	006AB060	FreeAndNull	006AB060 FreeAndNull	1	1	p0=unknown		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B7A1	006A9190	Library::DKW::WAY::FUN_006a9190	006A9190	Library::DKW::WAY::FUN_006a9190	006A9190 Library::DKW::WAY::FUN_006a9190	15	15	p0=/SubmarineTitans/Recovered/GlobalRecords/STPathingGrid16 (data at 007FB278) | p1=/int, source=/SubmarineTitans/Recovered/GlobalRecords/STPathingGrid16, sign-extended/2 (data at 007FB278; MOVSX at 0040B791 establishes signed source width 2) | p2=/int, source=/SubmarineTitans/Recovered/GlobalRecords/STPathingGrid16, sign-extended/2 (data at 007FB278; MOVSX at 0040B788 establishes signed source width 2) | p3=/int, source=/SubmarineTitans/Recovered/GlobalRecords/STPathingGrid16, sign-extended/2 (data at 007FB278; MOVSX at 0040B781 establishes signed source width 2) | p4=/short, source=/short, sign-extended/2 (MOVSX at 0040B77B establishes signed source width 2) | p5=/short, source=/short, sign-extended/2 (MOVSX at 0040B777 establishes signed source width 2) | p6=/short, source=/short, sign-extended/2 (MOVSX at 0040B771 establishes signed source width 2) | p7=unknown | p8=unknown | p9=unknown | p10=unknown | p11=unknown | p12=unknown | p13=unknown | p14=unknown		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B7D5	006AAC70	Library::DKW::LIB::MemAlloc	006AAC70	Library::DKW::LIB::MemAlloc	006AAC70 Library::DKW::LIB::MemAlloc	1	1	p0=unknown		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B92D	006A8270	Library::DKW::WAY::FUN_006a8270	006A8270	Library::DKW::WAY::FUN_006a8270	006A8270 Library::DKW::WAY::FUN_006a8270	13	13	p0=unknown | p1=/int, source=/SubmarineTitans/Recovered/GlobalRecords/STPathingGrid16, sign-extended/2 (data at 007FB278; MOVSX at 0040B91F establishes signed source width 2) | p2=/int, source=/SubmarineTitans/Recovered/GlobalRecords/STPathingGrid16, sign-extended/2 (data at 007FB278; MOVSX at 0040B918 establishes signed source width 2) | p3=/SubmarineTitans/Recovered/GlobalRecords/STPathingGrid16, source=/SubmarineTitans/Recovered/GlobalRecords/STPathingGrid16, sign-extended/2 (data at 007FB278; MOVSX at 0040B90F establishes signed source width 2) | p4=/short, source=/short, sign-extended/2 (MOVSX at 0040B90B establishes signed source width 2) | p5=/short, source=/short, sign-extended/2 (MOVSX at 0040B905 establishes signed source width 2) | p6=/short, source=/short, sign-extended/2 (MOVSX at 0040B901 establishes signed source width 2) | p7=unknown | p8=unknown | p9=unknown | p10=unknown | p11=unknown | p12=unknown		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B93C	006AB060	FreeAndNull	006AB060	FreeAndNull	006AB060 FreeAndNull	1	1	p0=unknown		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B950	006A5E90	FUN_006a5e90	006A5E90	FUN_006a5e90	006A5E90 FUN_006a5e90	1	1	p0=unknown		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B97A	006A5E90	FUN_006a5e90	006A5E90	FUN_006a5e90	006A5E90 FUN_006a5e90	1	1	p0=unknown		exact_address_match
0040AE40	STGroupBoatC::sub_0040AE40	0040B98C	006A5E40	RaiseInternalException	006A5E40	RaiseInternalException	006A5E40 RaiseInternalException	4	4	p0=unknown | p1=/uint (literal 0 at 0040B989) | p2=pointer:/char (string at 007A4CA8) | p3=/uint (literal 275 at 0040B97F)		exact_address_match
0040BC90	STGroupBoatC::sub_0040BC90	0040BCA0	0040286F	STGroupBoatC::sub_00423E70	00423E70	STGroupBoatC::sub_00423E70	0040286F STGroupBoatC::sub_00423E70 -> 00423E70 STGroupBoatC::sub_00423E70	4	1	p1=/uint (STGroupBoatC::sub_0040BC90 parameter param_1)		exact_callee_purge_suffix
0040BC90	STGroupBoatC::sub_0040BC90	0040BCCD	006AAC70	Library::DKW::LIB::MemAlloc	006AAC70	Library::DKW::LIB::MemAlloc	006AAC70 Library::DKW::LIB::MemAlloc	1	1	p0=unknown		exact_address_match
0040BC90	STGroupBoatC::sub_0040BC90	0040BDD6	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=unknown | p2=unknown | p3=incoming parameter slot overwritten at 0040BD88		exact_address_match
0040BC90	STGroupBoatC::sub_0040BC90	0040BEC9	006A9190	Library::DKW::WAY::FUN_006a9190	006A9190	Library::DKW::WAY::FUN_006a9190	006A9190 Library::DKW::WAY::FUN_006a9190	15	15	p0=unknown | p1=/int, source=/SubmarineTitans/Recovered/GlobalRecords/STPathingGrid16, sign-extended/2 (data at 007FB278; MOVSX at 0040BEBF establishes signed source width 2) | p2=/int, source=/SubmarineTitans/Recovered/GlobalRecords/STPathingGrid16, sign-extended/2 (data at 007FB278; MOVSX at 0040BEB8 establishes signed source width 2) | p3=/int, source=/SubmarineTitans/Recovered/GlobalRecords/STPathingGrid16, sign-extended/2 (data at 007FB278; MOVSX at 0040BEAF establishes signed source width 2) | p4=/short, source=/short, sign-extended/2 (MOVSX at 0040BEAB establishes signed source width 2) | p5=/short, source=/short, sign-extended/2 (MOVSX at 0040BEA5 establishes signed source width 2) | p6=/short, source=/short, sign-extended/2 (MOVSX at 0040BE9C establishes signed source width 2) | p7=pointer:/short (STGroupBoatC::sub_0040BC90 parameter param_2) | p8=unknown | p9=unknown | p10=/uint (literal 0 at 0040BEA0) | p11=unknown | p12=/uint (literal 0 at 0040BE99) | p13=/uint (literal 0 at 0040BE94) | p14=unknown		exact_address_match
0040BC90	STGroupBoatC::sub_0040BC90	0040BED9	006A5E90	FUN_006a5e90	006A5E90	FUN_006a5e90	006A5E90 FUN_006a5e90	1	1	p0=unknown		exact_address_match
0040BC90	STGroupBoatC::sub_0040BC90	0040BF17	006AB090	FUN_006ab090	006AB090	FUN_006ab090	006AB090 FUN_006ab090	10	10	p0=unknown | p1=/int, source=/SubmarineTitans/Recovered/GlobalRecords/STPathingGrid16, sign-extended/2 (data at 007FB278; MOVSX at 0040BF0C establishes signed source width 2) | p2=/SubmarineTitans/Recovered/GlobalRecords/STPathingGrid16, source=/SubmarineTitans/Recovered/GlobalRecords/STPathingGrid16, sign-extended/2 (data at 007FB278; MOVSX at 0040BEFF establishes signed source width 2) | p3=/int, source=/SubmarineTitans/Recovered/GlobalRecords/STPathingGrid16, sign-extended/2 (data at 007FB278; MOVSX at 0040BEF8 establishes signed source width 2) | p4=pointer:/short (STGroupBoatC::sub_0040BC90 parameter param_2) | p5=unknown | p6=unknown | p7=/int, source=/short, sign-extended/2 (MOVSX at 0040BEEE establishes signed source width 2) | p8=/int, source=/short, sign-extended/2 (MOVSX at 0040BEEA establishes signed source width 2) | p9=/int, source=/short, sign-extended/2 (MOVSX at 0040BEE6 establishes signed source width 2)		exact_address_match
0040BC90	STGroupBoatC::sub_0040BC90	0040BF21	006A5E90	FUN_006a5e90	006A5E90	FUN_006a5e90	006A5E90 FUN_006a5e90	1	1	p0=unknown		exact_address_match
0040BC90	STGroupBoatC::sub_0040BC90	0040BF39	006A5E40	RaiseInternalException	006A5E40	RaiseInternalException	006A5E40 RaiseInternalException	4	4	p0=/int (literal -2 at 0040BF37) | p1=/int (data at 007ED77C) | p2=pointer:/char (string at 007A4CA8) | p3=/uint (literal 371 at 0040BF2C)		exact_address_match
0040BC90	STGroupBoatC::sub_0040BC90	0040BF75	006A5E90	FUN_006a5e90	006A5E90	FUN_006a5e90	006A5E90 FUN_006a5e90	1	1	p0=unknown		exact_address_match
0040C080	FUN_0040c080	0040C0C0	006AAC70	Library::DKW::LIB::MemAlloc	006AAC70	Library::DKW::LIB::MemAlloc	006AAC70 Library::DKW::LIB::MemAlloc	1	1	p0=/uint (literal 4 at 0040C0BE)		exact_address_match
0040C080	FUN_0040c080	0040C0D8	006AAC70	Library::DKW::LIB::MemAlloc	006AAC70	Library::DKW::LIB::MemAlloc	006AAC70 Library::DKW::LIB::MemAlloc	1	1	p0=unknown		exact_address_match
0040C080	FUN_0040c080	0040C0F3	0040286F	STGroupBoatC::sub_00423E70	00423E70	STGroupBoatC::sub_00423E70	0040286F STGroupBoatC::sub_00423E70 -> 00423E70 STGroupBoatC::sub_00423E70	1	1	p1=/uint (FUN_0040c080 parameter param_1)		exact_address_match
0040C080	FUN_0040c080	0040C118	0072DA40	Library::MSVCRT::__alloca_probe	0072DA40	Library::MSVCRT::__alloca_probe	0072DA40 Library::MSVCRT::__alloca_probe	0	0			exact_address_match
0040C080	FUN_0040c080	0040C16C	006ACC70	DArrayGetElement	006ACC70	DArrayGetElement	006ACC70 DArrayGetElement	1	1	p2=unknown	ECX=FUN_0040c080 parameter param_2 | EDX=unknown	exact_address_match
0040C080	FUN_0040c080	0040C183	00405F0B	STFishC::sub_004162F0	004162F0	STFishC::sub_004162F0	00405F0B STFishC::sub_004162F0 -> 004162F0 STFishC::sub_004162F0	3	3	p1=unknown | p2=unknown | p3=unknown		exact_address_match
0040C080	FUN_0040c080	0040C324	006AAC70	Library::DKW::LIB::MemAlloc	006AAC70	Library::DKW::LIB::MemAlloc	006AAC70 Library::DKW::LIB::MemAlloc	1	1	p0=unknown		exact_address_match
0040C080	FUN_0040c080	0040C4BA	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=unknown | p2=unknown | p3=unknown		exact_address_match
0040C080	FUN_0040c080	0040C664	006AB090	FUN_006ab090	006AB090	FUN_006ab090	006AB090 FUN_006ab090	10	10	p0=unknown | p1=unknown | p2=unknown | p3=unknown | p4=unknown | p5=unknown | p6=unknown | p7=/int (literal -1 at 0040C631) | p8=/int (literal -1 at 0040C62F) | p9=/int (literal -1 at 0040C62D)		exact_address_match
0040C080	FUN_0040c080	0040C66E	006A5E90	FUN_006a5e90	006A5E90	FUN_006a5e90	006A5E90 FUN_006a5e90	1	1	p0=unknown		exact_address_match
0040C080	FUN_0040c080	0040C67A	006A5E90	FUN_006a5e90	006A5E90	FUN_006a5e90	006A5E90 FUN_006a5e90	1	1	p0=unknown		exact_address_match
0040C080	FUN_0040c080	0040C692	006A5E40	RaiseInternalException	006A5E40	RaiseInternalException	006A5E40 RaiseInternalException	4	4	p0=/int (literal -2 at 0040C690) | p1=/int (data at 007ED77C) | p2=pointer:/char (string at 007A4CA8) | p3=/uint (literal 563 at 0040C67F)		exact_address_match
0040C080	FUN_0040c080	0040C9A0	006A5E90	FUN_006a5e90	006A5E90	FUN_006a5e90	006A5E90 FUN_006a5e90	1	1	p0=unknown		exact_address_match
0040CC80	FUN_0040cc80	0040CC89	0040286F	STGroupBoatC::sub_00423E70	00423E70	STGroupBoatC::sub_00423E70	0040286F STGroupBoatC::sub_00423E70 -> 00423E70 STGroupBoatC::sub_00423E70	3	1	p1=/uint (FUN_0040cc80 parameter param_1)		exact_callee_purge_suffix
0040CDB0	STGroupBoatC::sub_0040CDB0	0040CDB8	0040286F	STGroupBoatC::sub_00423E70	00423E70	STGroupBoatC::sub_00423E70	0040286F STGroupBoatC::sub_00423E70 -> 00423E70 STGroupBoatC::sub_00423E70	2	1	p1=/uint (STGroupBoatC::sub_0040CDB0 parameter param_1)		exact_callee_purge_suffix
0040CDB0	STGroupBoatC::sub_0040CDB0	0040CDCA	006AB060	FreeAndNull	006AB060	FreeAndNull	006AB060 FreeAndNull	1	1	p0=unknown		exact_address_match
0040CE20	FUN_0040ce20	0040CEC5	006A5EB0	FUN_006a5eb0	006A5EB0	FUN_006a5eb0	006A5EB0 FUN_006a5eb0	6	6	p0=/int, source=/short, sign-extended/2 (MOVSX at 0040CEBF establishes signed source width 2) | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040CEB2 establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040CEB9 establishes signed source width 2) | p3=/int, source=/short, sign-extended/2 (MOVSX at 0040CEB6 establishes signed source width 2) | p4=/int, source=/short, sign-extended/2 (MOVSX at 0040CEAC establishes signed source width 2) | p5=/int, source=/short, sign-extended/2 (MOVSX at 0040CEA8 establishes signed source width 2)		exact_address_match
0040CE20	FUN_0040ce20	0040CF6B	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040CF65 establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040CF60 establishes signed source width 2) | p3=/int, source=/short, sign-extended/2 (MOVSX at 0040CF58 establishes signed source width 2)		exact_address_match
0040CE20	FUN_0040ce20	0040CF8A	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040CF80 establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040CF7C establishes signed source width 2) | p3=/int, source=/short, sign-extended/2 (MOVSX at 0040CF78 establishes signed source width 2)		exact_address_match
0040CE20	FUN_0040ce20	0040D06A	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040D05C establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040D058 establishes signed source width 2) | p3=unknown		exact_address_match
0040CE20	FUN_0040ce20	0040D089	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040D07F establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040D07B establishes signed source width 2) | p3=unknown		exact_address_match
0040CE20	FUN_0040ce20	0040D0A9	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040D09E establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040D09A establishes signed source width 2) | p3=unknown		exact_address_match
0040CE20	FUN_0040ce20	0040D0C7	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040D0BE establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040D0BA establishes signed source width 2) | p3=/int, source=/short, sign-extended/2 (MOVSX at 0040D0B6 establishes signed source width 2)		exact_address_match
0040CE20	FUN_0040ce20	0040D0E6	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040D0DC establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040D0D8 establishes signed source width 2) | p3=/int, source=/short, sign-extended/2 (MOVSX at 0040D0D4 establishes signed source width 2)		exact_address_match
0040CE20	FUN_0040ce20	0040D104	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040D0FB establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040D0F7 establishes signed source width 2) | p3=/int, source=/short, sign-extended/2 (MOVSX at 0040D0F3 establishes signed source width 2)		exact_address_match
0040CE20	FUN_0040ce20	0040D1DD	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040D1D1 establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040D1CD establishes signed source width 2) | p3=unknown		exact_address_match
0040CE20	FUN_0040ce20	0040D1FD	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040D1F2 establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040D1EE establishes signed source width 2) | p3=unknown		exact_address_match
0040CE20	FUN_0040ce20	0040D21E	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040D212 establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040D20E establishes signed source width 2) | p3=unknown		exact_address_match
0040CE20	FUN_0040ce20	0040D23D	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040D233 establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040D22F establishes signed source width 2) | p3=/int, source=/short, sign-extended/2 (MOVSX at 0040D22B establishes signed source width 2)		exact_address_match
0040CE20	FUN_0040ce20	0040D25D	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040D252 establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040D24E establishes signed source width 2) | p3=/int, source=/short, sign-extended/2 (MOVSX at 0040D24A establishes signed source width 2)		exact_address_match
0040CE20	FUN_0040ce20	0040D27C	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040D272 establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040D26E establishes signed source width 2) | p3=/int, source=/short, sign-extended/2 (MOVSX at 0040D26A establishes signed source width 2)		exact_address_match
0040CE20	FUN_0040ce20	0040D2DC	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040D2D5 establishes signed source width 2) | p2=unknown | p3=/int, source=/short, sign-extended/2 (MOVSX at 0040D2CD establishes signed source width 2)		exact_address_match
0040CE20	FUN_0040ce20	0040D320	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040D316 establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040D313 establishes signed source width 2) | p3=/int, source=/short, sign-extended/2 (MOVSX at 0040D30F establishes signed source width 2)		exact_address_match
0040CE20	FUN_0040ce20	0040D35D	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040D34F establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040D353 establishes signed source width 2) | p3=/int, source=/short, sign-extended/2 (MOVSX at 0040D34B establishes signed source width 2)		exact_address_match
0040D540	FUN_0040d540	0040D55B	0040286F	STGroupBoatC::sub_00423E70	00423E70	STGroupBoatC::sub_00423E70	0040286F STGroupBoatC::sub_00423E70 -> 00423E70 STGroupBoatC::sub_00423E70	4	1	p1=/uint (FUN_0040d540 parameter param_2)		exact_callee_purge_suffix
0040D540	FUN_0040d540	0040D5B8	006AADD0	FUN_006aadd0	006AADD0	FUN_006aadd0	006AADD0 FUN_006aadd0	6	6	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040D5B1 establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040D5AD establishes signed source width 2) | p3=unknown | p4=unknown | p5=unknown		exact_address_match
0040D540	FUN_0040d540	0040D6E7	006A5EB0	FUN_006a5eb0	006A5EB0	FUN_006a5eb0	006A5EB0 FUN_006a5eb0	6	6	p0=/int, source=/short, sign-extended/2 (MOVSX at 0040D6E1 establishes signed source width 2) | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040D6D4 establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040D6DB establishes signed source width 2) | p3=/int, source=/short, sign-extended/2 (MOVSX at 0040D6D8 establishes signed source width 2) | p4=/int, source=/short, sign-extended/2 (MOVSX at 0040D6CE establishes signed source width 2) | p5=/int, source=/short, sign-extended/2 (MOVSX at 0040D6CA establishes signed source width 2)		exact_address_match
0040D540	FUN_0040d540	0040D792	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040D788 establishes signed source width 2) | p2=/int, source=/short, sign-extended/2 (MOVSX at 0040D784 establishes signed source width 2) | p3=/int, source=/short, sign-extended/2 (MOVSX at 0040D780 establishes signed source width 2)		exact_address_match
0040D540	FUN_0040d540	0040D80C	004044AD	thunk_FUN_00497920	00497920	FUN_00497920	004044AD thunk_FUN_00497920 -> 00497920 FUN_00497920	4	4	p0=unknown | p1=/int, source=/short, sign-extended/2 (MOVSX at 0040D801 establishes signed source width 2) | p2=unknown | p3=/int, source=/short, sign-extended/2 (MOVSX at 0040D7FD establishes signed source width 2)		exact_address_match
