apply	anonymous_type	named_type	match_kind	length	observed_fields	concrete_fields	semantic_matches	confidence	evidence
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/HelpPanelTy_field_01BBDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/HelpPanelTy_field_01CBDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/HelpPanelTy_field_01D7DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/MTaskTy_field_0074DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/OptPanelTy_field_02FDDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/STBHEShellC_field_0169DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/STFieldC_field_0234DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/STLightC_field_00A3DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/STManBasisC_field_0038DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/STManRuinC_field_0038DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/STManRuinC_field_003CDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/STTmMineC_field_0336DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/SettMapMTy_field_1E2FDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/SettMapMTy_field_1F7CDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/SettMapMTy_field_1F84DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/SettMapMTy_field_2237DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_00B9DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_00C5DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_00D1DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_00DDDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_00E9DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_00F5DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_0101DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_010ADArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/TraksClassTy_field_0024DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/VisibleClassTy_field_00F4DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArraySpecializations/VisibleClassTy_field_0110DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SubmarineTitans/Recovered/DArrayTy	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=true
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0029_743E91AB	/SystemClassTy	compatible_same_length	32	3	0	2	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=true
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0059_F07A8D99	/PE/IMAGE_RESOURCE_DATA_ENTRY	compatible_same_length	16	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0059_F07A8D99	/WinDef.h/tagRECT	compatible_same_length	16	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004137F0_350C8AE0_0059_F07A8D99	/crtdefs.h/localerefcount	compatible_same_length	16	4	0	4	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_004F3FE0_1578D6B9_0018_7B0E2AAD	/SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00A5Element	exact	8	2	0	0	review	the unique named geometry is not a semantic anchor; layout equality alone cannot identify a type
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/AiPlrClassTy_field_06A1DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/AiTactClassTy_field_00A5DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/AiTactClassTy_field_00BDDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/BldLabPanelTy_field_027ADArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/CGenerate_field_5853DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/FSGSTy_field_1EA6DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/FSGSTy_field_1EAADArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/FSGSTy_field_1EBEDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/FSGSTy_field_1FB3DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/HelpPanelTy_field_01BBDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/HelpPanelTy_field_01CBDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/HelpPanelTy_field_01D7DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/MTaskTy_field_0074DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/OptPanelTy_field_02FDDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/STBHEShellC_field_0169DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/STFieldC_field_0234DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/STLightC_field_00A3DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/STManBasisC_field_0038DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/STManRuinC_field_0038DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/STManRuinC_field_003CDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/STTmMineC_field_0336DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/SettMapMTy_field_1E2FDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/SettMapMTy_field_1F7CDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/SettMapMTy_field_1F84DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/SettMapMTy_field_2237DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_00B9DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_00C5DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_00D1DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_00DDDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_00E9DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_00F5DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_0101DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/SndUnderAttMenegC_field_010ADArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/TraksClassTy_field_0024DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/VisibleClassTy_field_00F4DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArraySpecializations/VisibleClassTy_field_0110DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/DArrayTy	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=true
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SubmarineTitans/Recovered/STMessage	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=true
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9E40_7E333F34_02E6_E59503F8	/SystemClassTy	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=true
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_005F9F70_43CA4DAC_02E6_A919D50D	/SubmarineTitans/Recovered/DArrayElements/AiTactClassTy_field_00A5Element	exact	8	2	0	0	review	the unique named geometry is not a semantic anchor; layout equality alone cannot identify a type
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_0060DAB0_7A3B9916_0244_2655E818	/winuser.h/tagWNDCLASSA	compatible_same_length	40	8	0	8	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00661CA0_93A030EF_020B_27162EA8	/SubmarineTitans/Recovered/DArraySpecializations/AiPlrClassTy_field_06A1DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00661CA0_93A030EF_020B_27162EA8	/SubmarineTitans/Recovered/DArraySpecializations/AiTactClassTy_field_00A5DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00661CA0_93A030EF_020B_27162EA8	/SubmarineTitans/Recovered/DArraySpecializations/AiTactClassTy_field_00BDDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00661CA0_93A030EF_020B_27162EA8	/SubmarineTitans/Recovered/DArraySpecializations/BldLabPanelTy_field_027ADArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00661CA0_93A030EF_020B_27162EA8	/SubmarineTitans/Recovered/DArraySpecializations/CGenerate_field_5853DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00661CA0_93A030EF_020B_27162EA8	/SubmarineTitans/Recovered/DArraySpecializations/FSGSTy_field_1EA6DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00661CA0_93A030EF_020B_27162EA8	/SubmarineTitans/Recovered/DArraySpecializations/FSGSTy_field_1EAADArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00661CA0_93A030EF_020B_27162EA8	/SubmarineTitans/Recovered/DArraySpecializations/FSGSTy_field_1EBEDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00661CA0_93A030EF_020B_27162EA8	/SubmarineTitans/Recovered/DArraySpecializations/FSGSTy_field_1FB3DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00661CA0_93A030EF_020B_27162EA8	/SubmarineTitans/Recovered/DArraySpecializations/HelpPanelTy_field_01BBDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00661CA0_93A030EF_020B_27162EA8	/SubmarineTitans/Recovered/DArraySpecializations/HelpPanelTy_field_01CBDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00661CA0_93A030EF_020B_27162EA8	/SubmarineTitans/Recovered/DArraySpecializations/HelpPanelTy_field_01D7DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00661CA0_93A030EF_020B_27162EA8	/SubmarineTitans/Recovered/DArraySpecializations/MTaskTy_field_0074DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00661CA0_93A030EF_020B_27162EA8	/SubmarineTitans/Recovered/DArraySpecializations/OptPanelTy_field_02FDDArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00661CA0_93A030EF_020B_27162EA8	/SubmarineTitans/Recovered/DArraySpecializations/STBHEShellC_field_0169DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00661CA0_93A030EF_020B_27162EA8	/SubmarineTitans/Recovered/DArraySpecializations/STFieldC_field_0234DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00661CA0_93A030EF_020B_27162EA8	/SubmarineTitans/Recovered/DArraySpecializations/STLightC_field_00A3DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
0	/SubmarineTitans/Recovered/PointerShapes/AnonNested_AnonShape_00661CA0_93A030EF_020B_27162EA8	/SubmarineTitans/Recovered/DArraySpecializations/STManBasisC_field_0038DArray	compatible_same_length	32	3	0	3	review	all observed offsets fit the named layout, but partial geometry does not prove type identity; semantic_anchor=false
