apply	target_kind	structure_path	component_offset	expected_field_name	expected_component_type	expected_comment	proposed_vtable_type	proposed_field_name	table_address	slot_count	signature_function_address	signature_function	confidence	evidence
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	172	vfunc_AC	pointer:/void	slot 0xAC -> 00405be6 FUN_0041d7e0	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	vfunc_AC		0	0041D7E0	FUN_0041d7e0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	176	vfunc_B0	pointer:/void	slot 0xB0 -> 00404e03 FUN_0041d800	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	vfunc_B0		0	0041D800	FUN_0041d800	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	180	vfunc_B4	pointer:/void	slot 0xB4 -> 00403d3c FUN_0041d820	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	vfunc_B4		0	0041D820	FUN_0041d820	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	184	vfunc_B8	pointer:/void	slot 0xB8 -> 00401f28 FUN_0041d860	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	vfunc_B8		0	0041D860	FUN_0041d860	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	188	vfunc_BC	pointer:/void	slot 0xBC -> 004018d9 FUN_0041d8a0	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	vfunc_BC		0	0041D8A0	FUN_0041d8a0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	192	vfunc_C0	pointer:/void	slot 0xC0 -> 00405e02 FUN_0041d8c0	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	vfunc_C0		0	0041D8C0	FUN_0041d8c0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	196	vfunc_C4	pointer:/void	slot 0xC4 -> 00404ecb FUN_00418ce0	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	vfunc_C4		0	00418CE0	FUN_00418ce0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	200	vfunc_C8	pointer:/void	slot 0xC8 -> 00403aee FUN_00418d00	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	vfunc_C8		0	00418D00	FUN_00418d00	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	204	vfunc_CC	pointer:/void	slot 0xCC -> 004034d6 FUN_004d7010	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	vfunc_CC		0	004D7010	FUN_004d7010	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	208	vfunc_D0	pointer:/void	slot 0xD0 -> 0040167c FUN_004d7040	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	vfunc_D0		0	004D7040	FUN_004d7040	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STGroupBoatCVTable	4	vfunc_04	pointer:/void	slot 0x4 -> 00403B2F thunk_FUN_004a0ee0	/SubmarineTitans/Recovered/VTables/STGroupBoatCVTable	vfunc_04		0	004A0EE0	FUN_004a0ee0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STGroupBoatCVTable	24	vfunc_18	pointer:/void	slot 0x18 -> 00404967 thunk_FUN_004137f0	/SubmarineTitans/Recovered/VTables/STGroupBoatCVTable	vfunc_18		0	004137F0	FUN_004137f0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	4	vfunc_04	pointer:/void	slot 0x4 -> 00402964 thunk_FUN_00415b10	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_04		0	00415B10	FUN_00415b10	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	8	vfunc_08	pointer:/void	slot 0x8 -> 00404F25 thunk_FUN_0041e510	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_08		0	0041E510	FUN_0041e510	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	12	vfunc_0C	pointer:/void	slot 0xC -> 00402EC3 thunk_FUN_004189b0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_0C		0	004189B0	FUN_004189b0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	16	vfunc_10	pointer:/void	slot 0x10 -> 00402AFE thunk_FUN_004168d0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_10		0	004168D0	FUN_004168d0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	20	vfunc_14	pointer:/void	slot 0x14 -> 004036AC thunk_FUN_00416db0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_14		0	00416DB0	FUN_00416db0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	24	vfunc_18	pointer:/void	slot 0x18 -> 00404BCE thunk_FUN_00417f30	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_18		0	00417F30	FUN_00417f30	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	32	vfunc_20	pointer:/void	slot 0x20 -> 00404DD1 thunk_FUN_00419a90	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_20		0	00419A90	FUN_00419a90	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	36	vfunc_24	pointer:/void	slot 0x24 -> 00401438 thunk_FUN_00419bf0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_24		0	00419BF0	FUN_00419bf0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	40	vfunc_28	pointer:/void	slot 0x28 -> 00404232 thunk_FUN_00419db0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_28		0	00419DB0	FUN_00419db0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	44	vfunc_2C	pointer:/void	slot 0x2C -> 00402BC6 thunk_FUN_00584950	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_2C		0	00584950	FUN_00584950	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	48	vfunc_30	pointer:/void	slot 0x30 -> 00404F70 thunk_FUN_0041ab60	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_30		0	0041AB60	FUN_0041ab60	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	52	vfunc_34	pointer:/void	slot 0x34 -> 00402D2E thunk_FUN_0041ab90	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_34		0	0041AB90	FUN_0041ab90	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	56	vfunc_38	pointer:/void	slot 0x38 -> 00404DE5 thunk_FUN_0041abc0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_38		0	0041ABC0	FUN_0041abc0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	60	vfunc_3C	pointer:/void	slot 0x3C -> 004056DC thunk_FUN_0041abf0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_3C		0	0041ABF0	FUN_0041abf0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	64	vfunc_40	pointer:/void	slot 0x40 -> 0040295A thunk_FUN_0041ac40	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_40		0	0041AC40	FUN_0041ac40	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	68	vfunc_44	pointer:/void	slot 0x44 -> 004050BF thunk_FUN_0041ac90	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_44		0	0041AC90	FUN_0041ac90	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	72	vfunc_48	pointer:/void	slot 0x48 -> 004014E7 thunk_FUN_0041acc0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_48		0	0041ACC0	FUN_0041acc0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	76	vfunc_4C	pointer:/void	slot 0x4C -> 00404FC0 thunk_FUN_0041acf0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_4C		0	0041ACF0	FUN_0041acf0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	80	vfunc_50	pointer:/void	slot 0x50 -> 00405B41 thunk_FUN_0041ad20	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_50		0	0041AD20	FUN_0041ad20	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	84	vfunc_54	pointer:/void	slot 0x54 -> 004039F9 thunk_FUN_0041ad50	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_54		0	0041AD50	FUN_0041ad50	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	88	vfunc_58	pointer:/void	slot 0x58 -> 00404444 thunk_FUN_0041ad80	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_58		0	0041AD80	FUN_0041ad80	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	92	vfunc_5C	pointer:/void	slot 0x5C -> 00404624 thunk_FUN_0041adb0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_5C		0	0041ADB0	FUN_0041adb0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	96	vfunc_60	pointer:/void	slot 0x60 -> 004045B6 thunk_FUN_0041ade0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_60		0	0041ADE0	FUN_0041ade0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	100	vfunc_64	pointer:/void	slot 0x64 -> 004054F7 thunk_FUN_0041ae10	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_64		0	0041AE10	FUN_0041ae10	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	104	vfunc_68	pointer:/void	slot 0x68 -> 00401780 thunk_FUN_0041ae40	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_68		0	0041AE40	FUN_0041ae40	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	108	vfunc_6C	pointer:/void	slot 0x6C -> 004039C2 thunk_FUN_0041ae80	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_6C		0	0041AE80	FUN_0041ae80	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	112	vfunc_70	pointer:/void	slot 0x70 -> 0040572C thunk_FUN_0041aec0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_70		0	0041AEC0	FUN_0041aec0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	116	vfunc_74	pointer:/void	slot 0x74 -> 00402BF8 thunk_FUN_0041aea0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_74		0	0041AEA0	FUN_0041aea0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	120	vfunc_78	pointer:/void	slot 0x78 -> 0040349F thunk_FUN_0041c2c0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_78		0	0041C2C0	FUN_0041c2c0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	124	vfunc_7C	pointer:/void	slot 0x7C -> 00405501 thunk_FUN_0041c2e0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_7C		0	0041C2E0	FUN_0041c2e0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	128	vfunc_80	pointer:/void	slot 0x80 -> 0040411F thunk_FUN_0041c300	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_80		0	0041C300	FUN_0041c300	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	132	vfunc_84	pointer:/void	slot 0x84 -> 004054D9 thunk_FUN_0041c320	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_84		0	0041C320	FUN_0041c320	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	136	vfunc_88	pointer:/void	slot 0x88 -> 004045DE thunk_FUN_0041c340	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_88		0	0041C340	FUN_0041c340	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	140	vfunc_8C	pointer:/void	slot 0x8C -> 00405D26 thunk_FUN_0041c360	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_8C		0	0041C360	FUN_0041c360	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	144	vfunc_90	pointer:/void	slot 0x90 -> 0040574F thunk_FUN_0041c380	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_90		0	0041C380	FUN_0041c380	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	148	vfunc_94	pointer:/void	slot 0x94 -> 00403931 thunk_FUN_0041d5e0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_94		0	0041D5E0	FUN_0041d5e0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	152	vfunc_98	pointer:/void	slot 0x98 -> 00403846 thunk_FUN_0041d600	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_98		0	0041D600	FUN_0041d600	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	156	vfunc_9C	pointer:/void	slot 0x9C -> 00401F23 thunk_FUN_0041d760	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_9C		0	0041D760	FUN_0041d760	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	160	vfunc_A0	pointer:/void	slot 0xA0 -> 0040574A thunk_FUN_0041d780	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_A0		0	0041D780	FUN_0041d780	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	164	vfunc_A4	pointer:/void	slot 0xA4 -> 0040229D thunk_FUN_0041d7a0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_A4		0	0041D7A0	FUN_0041d7a0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	168	vfunc_A8	pointer:/void	slot 0xA8 -> 00404EA8 thunk_FUN_0041d7c0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_A8		0	0041D7C0	FUN_0041d7c0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	172	vfunc_AC	pointer:/void	slot 0xAC -> 00405BE6 thunk_FUN_0041d7e0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_AC		0	0041D7E0	FUN_0041d7e0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	176	vfunc_B0	pointer:/void	slot 0xB0 -> 00404E03 thunk_FUN_0041d800	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_B0		0	0041D800	FUN_0041d800	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	180	vfunc_B4	pointer:/void	slot 0xB4 -> 00403D3C thunk_FUN_0041d820	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_B4		0	0041D820	FUN_0041d820	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	184	vfunc_B8	pointer:/void	slot 0xB8 -> 00401F28 thunk_FUN_0041d860	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_B8		0	0041D860	FUN_0041d860	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	188	vfunc_BC	pointer:/void	slot 0xBC -> 004018D9 thunk_FUN_0041d8a0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_BC		0	0041D8A0	FUN_0041d8a0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	192	vfunc_C0	pointer:/void	slot 0xC0 -> 00405E02 thunk_FUN_0041d8c0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_C0		0	0041D8C0	FUN_0041d8c0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	196	vfunc_C4	pointer:/void	slot 0xC4 -> 00404ECB thunk_FUN_00418ce0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_C4		0	00418CE0	FUN_00418ce0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	200	vfunc_C8	pointer:/void	slot 0xC8 -> 00403AEE thunk_FUN_00418d00	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_C8		0	00418D00	FUN_00418d00	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	204	vfunc_CC	pointer:/void	slot 0xCC -> 004034D6 thunk_FUN_004d7010	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_CC		0	004D7010	FUN_004d7010	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	208	vfunc_D0	pointer:/void	slot 0xD0 -> 0040167C thunk_FUN_004d7040	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_D0		0	004D7040	FUN_004d7040	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	212	vfunc_D4	pointer:/void	slot 0xD4 -> 004053DA thunk_FUN_0041da10	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_D4		0	0041DA10	FUN_0041da10	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	216	vfunc_D8	pointer:/void	slot 0xD8 -> 0040503D thunk_FUN_0041da30	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_D8		0	0041DA30	FUN_0041da30	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	220	vfunc_DC	pointer:/void	slot 0xDC -> 0040203B thunk_FUN_0041dbc0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_DC		0	0041DBC0	FUN_0041dbc0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	224	vfunc_E0	pointer:/void	slot 0xE0 -> 00402905 thunk_FUN_0041dbe0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_E0		0	0041DBE0	FUN_0041dbe0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	228	vfunc_E4	pointer:/void	slot 0xE4 -> 004018ED thunk_FUN_0041dc20	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_E4		0	0041DC20	FUN_0041dc20	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	232	vfunc_E8	pointer:/void	slot 0xE8 -> 00404E8A thunk_FUN_0041dd00	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_E8		0	0041DD00	FUN_0041dd00	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	236	vfunc_EC	pointer:/void	slot 0xEC -> 004059F7 thunk_FUN_0041f310	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_EC		0	0041F310	FUN_0041f310	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	240	vfunc_F0	pointer:/void	slot 0xF0 -> 00403936 thunk_FUN_0041f330	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_F0		0	0041F330	FUN_0041f330	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	244	vfunc_F4	pointer:/void	slot 0xF4 -> 00403C9C thunk_FUN_0041f350	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_F4		0	0041F350	FUN_0041f350	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	248	vfunc_F8	pointer:/void	slot 0xF8 -> 00401A6E thunk_FUN_0041f370	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_F8		0	0041F370	FUN_0041f370	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	252	vfunc_FC	pointer:/void	slot 0xFC -> 00403E13 thunk_FUN_004210c0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_FC		0	004210C0	FUN_004210c0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	256	vfunc_100	pointer:/void	slot 0x100 -> 00401B3B thunk_FUN_00422e20	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_100		0	00422E20	FUN_00422e20	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	260	vfunc_104	pointer:/void	slot 0x104 -> 00401DAC thunk_FUN_00422ff0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_104		0	00422FF0	FUN_00422ff0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	264	vfunc_108	pointer:/void	slot 0x108 -> 00402482 thunk_FUN_00423140	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_108		0	00423140	FUN_00423140	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	268	vfunc_10C	pointer:/void	slot 0x10C -> 00401474 thunk_FUN_00423160	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_10C		0	00423160	FUN_00423160	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	272	vfunc_110	pointer:/void	slot 0x110 -> 00402BB2 thunk_FUN_00423180	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_110		0	00423180	FUN_00423180	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	276	vfunc_114	pointer:/void	slot 0x114 -> 00402A45 thunk_FUN_004231a0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_114		0	004231A0	FUN_004231a0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	280	vfunc_118	pointer:/void	slot 0x118 -> 004041E2 thunk_FUN_004231c0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_118		0	004231C0	FUN_004231c0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	284	vfunc_11C	pointer:/void	slot 0x11C -> 00404F66 thunk_FUN_004231e0	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_11C		0	004231E0	FUN_004231e0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	288	vfunc_120	pointer:/void	slot 0x120 -> 004045CF thunk_FUN_00423200	/SubmarineTitans/Recovered/VTables/STJellyGunCVTable	vfunc_120		0	00423200	FUN_00423200	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyManCVTable	4	vfunc_04	pointer:/void	slot 0x4 -> 00402964 thunk_FUN_00415b10	/SubmarineTitans/Recovered/VTables/STJellyManCVTable	vfunc_04		0	00415B10	FUN_00415b10	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyManCVTable	8	vfunc_08	pointer:/void	slot 0x8 -> 00402EFA thunk_FUN_00418990	/SubmarineTitans/Recovered/VTables/STJellyManCVTable	vfunc_08		0	00418990	FUN_00418990	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyManCVTable	12	vfunc_0C	pointer:/void	slot 0xC -> 00402EC3 thunk_FUN_004189b0	/SubmarineTitans/Recovered/VTables/STJellyManCVTable	vfunc_0C		0	004189B0	FUN_004189b0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyManCVTable	16	vfunc_10	pointer:/void	slot 0x10 -> 00402AFE thunk_FUN_004168d0	/SubmarineTitans/Recovered/VTables/STJellyManCVTable	vfunc_10		0	004168D0	FUN_004168d0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyManCVTable	20	vfunc_14	pointer:/void	slot 0x14 -> 004036AC thunk_FUN_00416db0	/SubmarineTitans/Recovered/VTables/STJellyManCVTable	vfunc_14		0	00416DB0	FUN_00416db0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyManCVTable	24	vfunc_18	pointer:/void	slot 0x18 -> 00404BCE thunk_FUN_00417f30	/SubmarineTitans/Recovered/VTables/STJellyManCVTable	vfunc_18		0	00417F30	FUN_00417f30	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STJellyManCVTable	32	vfunc_20	pointer:/void	slot 0x20 -> 00404DD1 thunk_FUN_00419a90	/SubmarineTitans/Recovered/VTables/STJellyManCVTable	vfunc_20		0	00419A90	FUN_00419a90	review	slot target prototype is not yet trusted
