apply	target_kind	structure_path	component_offset	expected_field_name	expected_component_type	expected_comment	proposed_vtable_type	proposed_field_name	table_address	slot_count	signature_function_address	signature_function	confidence	evidence
1	create_base_vtable	/STGameObjC	0	vtable	pointer:/SubmarineTitans/Recovered/VTables/STGameObjCVTable	[STClassLayoutApplier] reads=362, writes=2; type_confidence=existing; name_confidence=none; owner_vtable_pointer; concrete_type_already_present; cfg_field_recovery=1; typed_cross_class_recovery=355	/SubmarineTitans/Recovered/VTables/STGameObjCVTable	vtable	007900A0	53	0041AF40	STGameObjC::GetMessage	high	base table 007900A0 has STGameObjC::GetMessage in slot 0; constructor/vptr and related derived-table evidence identify the common STGameObjC family
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	0	vfunc_00	pointer:/void	slot 0x0 -> 00405961 thunk_FUN_00647b60	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	vfunc_00		0	00647B60	FUN_00647b60	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	4	vfunc_04	pointer:/void	slot 0x4 -> 00404D9A thunk_FUN_00647b80	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	vfunc_04		0	00647B80	FUN_00647b80	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	8	vfunc_08	pointer:/void	slot 0x8 -> 00405AB0 thunk_FUN_00647ba0	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	vfunc_08		0	00647BA0	FUN_00647ba0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	12	vfunc_0C	pointer:/void	slot 0xC -> 00403CBF thunk_FUN_00647be0	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	vfunc_0C		0	00647BE0	FUN_00647be0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	16	vfunc_10	pointer:/void	slot 0x10 -> 00404AC0 thunk_FUN_00647c10	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	vfunc_10		0	00647C10	FUN_00647c10	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	20	vfunc_14	pointer:/void	slot 0x14 -> 0040136B thunk_FUN_00647c80	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	vfunc_14		0	00647C80	FUN_00647c80	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	24	vfunc_18	pointer:/void	slot 0x18 -> 004041FB thunk_FUN_00647b40	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	vfunc_18		0	00647B40	FUN_00647b40	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	28	vfunc_1C	pointer:/void	slot 0x1C -> 004022A2 thunk_FUN_00647ca0	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	vfunc_1C		0	00647CA0	FUN_00647ca0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	32	vfunc_20	pointer:/void	slot 0x20 -> 00405A3D thunk_FUN_00647ce0	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	vfunc_20		0	00647CE0	FUN_00647ce0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	36	vfunc_24	pointer:/void	slot 0x24 -> 004019F6 thunk_FUN_00647d10	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	vfunc_24		0	00647D10	FUN_00647d10	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	40	vfunc_28	pointer:/void	slot 0x28 -> 00403012 thunk_FUN_00647d50	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	vfunc_28		0	00647D50	FUN_00647d50	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	44	vfunc_2C	pointer:/void	slot 0x2C -> 00401CA3 thunk_FUN_0064e580	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	vfunc_2C		0	0064E580	FUN_0064e580	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	48	vfunc_30	pointer:/void	slot 0x30 -> 0040489F thunk_FUN_00647d90	/SubmarineTitans/Recovered/VTables/AiBossClassTyVTable_at_1C	vfunc_30		0	00647D90	FUN_00647d90	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	0	vfunc_00	pointer:/void	slot 0x0 -> 00405961 thunk_FUN_00647b60	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	vfunc_00		0	00647B60	FUN_00647b60	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	4	vfunc_04	pointer:/void	slot 0x4 -> 00404D9A thunk_FUN_00647b80	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	vfunc_04		0	00647B80	FUN_00647b80	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	8	vfunc_08	pointer:/void	slot 0x8 -> 00405AB0 thunk_FUN_00647ba0	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	vfunc_08		0	00647BA0	FUN_00647ba0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	12	vfunc_0C	pointer:/void	slot 0xC -> 00403CBF thunk_FUN_00647be0	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	vfunc_0C		0	00647BE0	FUN_00647be0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	16	vfunc_10	pointer:/void	slot 0x10 -> 00404AC0 thunk_FUN_00647c10	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	vfunc_10		0	00647C10	FUN_00647c10	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	20	vfunc_14	pointer:/void	slot 0x14 -> 0040136B thunk_FUN_00647c80	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	vfunc_14		0	00647C80	FUN_00647c80	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	28	vfunc_1C	pointer:/void	slot 0x1C -> 004022A2 thunk_FUN_00647ca0	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	vfunc_1C		0	00647CA0	FUN_00647ca0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	32	vfunc_20	pointer:/void	slot 0x20 -> 00405A3D thunk_FUN_00647ce0	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	vfunc_20		0	00647CE0	FUN_00647ce0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	36	vfunc_24	pointer:/void	slot 0x24 -> 004019F6 thunk_FUN_00647d10	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	vfunc_24		0	00647D10	FUN_00647d10	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	40	vfunc_28	pointer:/void	slot 0x28 -> 00403012 thunk_FUN_00647d50	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	vfunc_28		0	00647D50	FUN_00647d50	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	44	vfunc_2C	pointer:/void	slot 0x2C -> 00401CA3 thunk_FUN_0064e580	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	vfunc_2C		0	0064E580	FUN_0064e580	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	48	vfunc_30	pointer:/void	slot 0x30 -> 00404C50 thunk_FUN_00678950	/SubmarineTitans/Recovered/VTables/AiPlrClassTyVTable_at_1C	vfunc_30		0	00678950	FUN_00678950	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AppClassTyVTable	8	slot_08	pointer:/void	slot 0x8 -> 00402B44 LAB_00402b44	/SubmarineTitans/Recovered/VTables/AppClassTyVTable	slot_08		0	0056A820	FUN_0056a820	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AppClassTyVTable	16	vfunc_10	pointer:/void	slot 0x10 -> 006E4FA0 FUN_006e4fa0	/SubmarineTitans/Recovered/VTables/AppClassTyVTable	vfunc_10		0	006E4FA0	FUN_006e4fa0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AppClassTyVTable	20	vfunc_14	pointer:/void	slot 0x14 -> 00734210 Library::MSVCRT::FUN_00734210	/SubmarineTitans/Recovered/VTables/AppClassTyVTable	vfunc_14		0	00734210	Library::MSVCRT::FUN_00734210	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/AppClassTyVTable	24	vfunc_18	pointer:/void	slot 0x18 -> 006E5150 FUN_006e5150	/SubmarineTitans/Recovered/VTables/AppClassTyVTable	vfunc_18		0	006E5150	STAppC::sub_006E5150	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/BaseSystemCVTable	4	vfunc_04	pointer:/void	slot 0x4 -> 006E52D0 FUN_006e52d0	/SubmarineTitans/Recovered/VTables/BaseSystemCVTable	vfunc_04		0	006E52D0	FUN_006e52d0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/BaseSystemCVTable	12	vfunc_0C	pointer:/void	slot 0xC -> 006E5670 FUN_006e5670	/SubmarineTitans/Recovered/VTables/BaseSystemCVTable	vfunc_0C		0	006E5670	FUN_006e5670	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/BaseSystemCVTable	16	vfunc_10	pointer:/void	slot 0x10 -> 006E5690 FUN_006e5690	/SubmarineTitans/Recovered/VTables/BaseSystemCVTable	vfunc_10		0	006E5690	FUN_006e5690	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/BaseSystemCVTable	24	vfunc_18	pointer:/void	slot 0x18 -> 006E5950 FUN_006e5950	/SubmarineTitans/Recovered/VTables/BaseSystemCVTable	vfunc_18		0	006E5950	FUN_006e5950	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	0	vfunc_00	pointer:/void	slot 0x0 -> 00402216 thunk_FUN_0055c830	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_00		0	0055C830	FUN_0055c830	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	4	vfunc_04	pointer:/void	slot 0x4 -> 00401749 thunk_FUN_0055c740	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_04		0	0055C740	FUN_0055c740	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	8	vfunc_08	pointer:/void	slot 0x8 -> 00405939 thunk_FUN_0055c6c0	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_08		0	0055C6C0	FUN_0055c6c0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	12	vfunc_0C	pointer:/void	slot 0xC -> 004030A8 thunk_FUN_0055c260	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_0C		0	0055C260	FUN_0055c260	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	16	vfunc_10	pointer:/void	slot 0x10 -> 00402E5A thunk_FUN_0055c500	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_10		0	0055C500	FUN_0055c500	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	20	vfunc_14	pointer:/void	slot 0x14 -> 004013AC thunk_FUN_0055c550	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_14		0	0055C550	FUN_0055c550	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	24	vfunc_18	pointer:/void	slot 0x18 -> 00402F18 thunk_FUN_0055d480	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_18		0	0055D480	FUN_0055d480	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	32	vfunc_20	pointer:/void	slot 0x20 -> 0040332D thunk_FUN_0055d500	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_20		0	0055D500	FUN_0055d500	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	36	vfunc_24	pointer:/void	slot 0x24 -> 00405899 thunk_FUN_0055d440	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_24		0	0055D440	FUN_0055d440	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	40	vfunc_28	pointer:/void	slot 0x28 -> 0040416F thunk_FUN_0055d4c0	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_28		0	0055D4C0	FUN_0055d4c0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	44	vfunc_2C	pointer:/void	slot 0x2C -> 004033E6 thunk_FUN_0055d550	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_2C		0	0055D550	FUN_0055d550	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	48	vfunc_30	pointer:/void	slot 0x30 -> 00401EE7 thunk_FUN_0055c790	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_30		0	0055C790	FUN_0055c790	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	52	vfunc_34	pointer:/void	slot 0x34 -> 00405D94 thunk_FUN_0055c7e0	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_34		0	0055C7E0	FUN_0055c7e0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	56	vfunc_38	pointer:/void	slot 0x38 -> 004039FE thunk_FUN_0055c290	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_38		0	0055C290	FUN_0055c290	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	60	vfunc_3C	pointer:/void	slot 0x3C -> 00403841 thunk_FUN_0055c2e0	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_3C		0	0055C2E0	FUN_0055c2e0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	68	vfunc_44	pointer:/void	slot 0x44 -> 0040114F thunk_FUN_0055d630	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_44		0	0055D630	FUN_0055d630	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	72	vfunc_48	pointer:/void	slot 0x48 -> 00401307 thunk_FUN_0055c0e0	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_48		0	0055C0E0	FUN_0055c0e0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	76	vfunc_4C	pointer:/void	slot 0x4C -> 00402E69 thunk_FUN_0055d670	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_4C		0	0055D670	FUN_0055d670	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	80	vfunc_50	pointer:/void	slot 0x50 -> 00403A94 thunk_FUN_0055d6b0	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_50		0	0055D6B0	FUN_0055d6b0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	84	vfunc_54	pointer:/void	slot 0x54 -> 00404994 thunk_FUN_0055c590	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_54		0	0055C590	FUN_0055c590	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	88	vfunc_58	pointer:/void	slot 0x58 -> 004025BD thunk_FUN_0055bd40	/SubmarineTitans/Recovered/VTables/CFsgsConnectionVTable	vfunc_58		0	0055BD40	FUN_0055bd40	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/DebugSystemCVTable	4	vfunc_04	pointer:/void	slot 0x4 -> 006E52D0 FUN_006e52d0	/SubmarineTitans/Recovered/VTables/DebugSystemCVTable	vfunc_04		0	006E52D0	FUN_006e52d0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/DebugSystemCVTable	12	vfunc_0C	pointer:/void	slot 0xC -> 006E5670 FUN_006e5670	/SubmarineTitans/Recovered/VTables/DebugSystemCVTable	vfunc_0C		0	006E5670	FUN_006e5670	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/DebugSystemCVTable	16	vfunc_10	pointer:/void	slot 0x10 -> 006E5690 FUN_006e5690	/SubmarineTitans/Recovered/VTables/DebugSystemCVTable	vfunc_10		0	006E5690	FUN_006e5690	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/DebugSystemCVTable	24	vfunc_18	pointer:/void	slot 0x18 -> 006E5950 FUN_006e5950	/SubmarineTitans/Recovered/VTables/DebugSystemCVTable	vfunc_18		0	006E5950	FUN_006e5950	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/GameSystemCVTable	12	vfunc_0C	pointer:/void	slot 0xC -> 006E5670 FUN_006e5670	/SubmarineTitans/Recovered/VTables/GameSystemCVTable	vfunc_0C		0	006E5670	FUN_006e5670	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/GameSystemCVTable	16	vfunc_10	pointer:/void	slot 0x10 -> 006E5690 FUN_006e5690	/SubmarineTitans/Recovered/VTables/GameSystemCVTable	vfunc_10		0	006E5690	FUN_006e5690	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/GameSystemCVTable	24	vfunc_18	pointer:/void	slot 0x18 -> 006E5950 FUN_006e5950	/SubmarineTitans/Recovered/VTables/GameSystemCVTable	vfunc_18		0	006E5950	FUN_006e5950	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/GameSystemCVTable	28	vfunc_1C	pointer:/void	slot 0x1C -> 00402F95 thunk_FUN_00577440	/SubmarineTitans/Recovered/VTables/GameSystemCVTable	vfunc_1C		0	00577440	FUN_00577440	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/InterSystemCVTable	4	_InterSystemC	pointer:/void	slot 0x4 -> 0040105F InterSystemC::~InterSystemC	/SubmarineTitans/Recovered/VTables/InterSystemCVTable	_InterSystemC		0	00542EC0	InterSystemC::~InterSystemC	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/InterSystemCVTable	12	vfunc_0C	pointer:/void	slot 0xC -> 006E5670 FUN_006e5670	/SubmarineTitans/Recovered/VTables/InterSystemCVTable	vfunc_0C		0	006E5670	FUN_006e5670	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/InterSystemCVTable	16	vfunc_10	pointer:/void	slot 0x10 -> 006E5690 FUN_006e5690	/SubmarineTitans/Recovered/VTables/InterSystemCVTable	vfunc_10		0	006E5690	FUN_006e5690	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/InterSystemCVTable	24	vfunc_18	pointer:/void	slot 0x18 -> 006E5950 FUN_006e5950	/SubmarineTitans/Recovered/VTables/InterSystemCVTable	vfunc_18		0	006E5950	FUN_006e5950	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STAppCVTable	8	vfunc_08	pointer:/void	slot 0x8 -> 00402B44 thunk_FUN_0056a820	/SubmarineTitans/Recovered/VTables/STAppCVTable	vfunc_08		0	0056A820	FUN_0056a820	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STAppCVTable	16	vfunc_10	pointer:/void	slot 0x10 -> 006E4FA0 FUN_006e4fa0	/SubmarineTitans/Recovered/VTables/STAppCVTable	vfunc_10		0	006E4FA0	FUN_006e4fa0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STBoatCVTable	8	vfunc_08	pointer:/void	slot 0x8 -> 00404F25 thunk_FUN_0041e510	/SubmarineTitans/Recovered/VTables/STBoatCVTable	vfunc_08		0	0041E510	FUN_0041e510	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STBoatCVTable	12	vfunc_0C	pointer:/void	slot 0xC -> 00401618 thunk_FUN_00493ca0	/SubmarineTitans/Recovered/VTables/STBoatCVTable	vfunc_0C		0	00493CA0	FUN_00493ca0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STBoatCVTable	16	vfunc_10	pointer:/void	slot 0x10 -> 00402AFE thunk_FUN_004168d0	/SubmarineTitans/Recovered/VTables/STBoatCVTable	vfunc_10		0	004168D0	FUN_004168d0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STBoatCVTable	20	vfunc_14	pointer:/void	slot 0x14 -> 004036AC thunk_FUN_00416db0	/SubmarineTitans/Recovered/VTables/STBoatCVTable	vfunc_14		0	00416DB0	FUN_00416db0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STBoatCVTable	24	vfunc_18	pointer:/void	slot 0x18 -> 00404BCE thunk_FUN_00417f30	/SubmarineTitans/Recovered/VTables/STBoatCVTable	vfunc_18		0	00417F30	FUN_00417f30	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STBoatCVTable	28	vfunc_1C	pointer:/void	slot 0x1C -> 00401DFC thunk_FUN_0045f980	/SubmarineTitans/Recovered/VTables/STBoatCVTable	vfunc_1C		0	0045F980	FUN_0045f980	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STBoatCVTable	36	vfunc_24	pointer:/void	slot 0x24 -> 00401438 thunk_FUN_00419bf0	/SubmarineTitans/Recovered/VTables/STBoatCVTable	vfunc_24		0	00419BF0	FUN_00419bf0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STBoatCVTable	40	slot_28	pointer:/void	slot 0x28 -> 004057D1 STGameObjC::thunk_FUN_004845e0	/SubmarineTitans/Recovered/VTables/STBoatCVTable	slot_28		0	004845E0	STGameObjC::FUN_004845e0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STBoatCVTable	48	vfunc_30	pointer:/void	slot 0x30 -> 00404D63 thunk_FUN_00486b60	/SubmarineTitans/Recovered/VTables/STBoatCVTable	vfunc_30		0	00486B60	FUN_00486b60	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STBoatCVTable	52	vfunc_34	pointer:/void	slot 0x34 -> 00401E29 thunk_FUN_00486e20	/SubmarineTitans/Recovered/VTables/STBoatCVTable	vfunc_34		0	00486E20	FUN_00486e20	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STBoatCVTable	56	vfunc_38	pointer:/void	slot 0x38 -> 00404DE5 thunk_FUN_0041abc0	/SubmarineTitans/Recovered/VTables/STBoatCVTable	vfunc_38		0	0041ABC0	FUN_0041abc0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STBoatCVTable	60	vfunc_3C	pointer:/void	slot 0x3C -> 004056DC thunk_FUN_0041abf0	/SubmarineTitans/Recovered/VTables/STBoatCVTable	vfunc_3C		0	0041ABF0	FUN_0041abf0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STBoatCVTable	64	vfunc_40	pointer:/void	slot 0x40 -> 00405CEF thunk_FUN_00488890	/SubmarineTitans/Recovered/VTables/STBoatCVTable	vfunc_40		0	00488890	FUN_00488890	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STBoatCVTable	68	vfunc_44	pointer:/void	slot 0x44 -> 004050BF thunk_FUN_0041ac90	/SubmarineTitans/Recovered/VTables/STBoatCVTable	vfunc_44		0	0041AC90	FUN_0041ac90	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STBoatCVTable	72	vfunc_48	pointer:/void	slot 0x48 -> 004014E7 thunk_FUN_0041acc0	/SubmarineTitans/Recovered/VTables/STBoatCVTable	vfunc_48		0	0041ACC0	FUN_0041acc0	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STBoatCVTable	76	vfunc_4C	pointer:/void	slot 0x4C -> 00401A0A thunk_FUN_00488d10	/SubmarineTitans/Recovered/VTables/STBoatCVTable	vfunc_4C		0	00488D10	FUN_00488d10	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STBoatCVTable	80	vfunc_50	pointer:/void	slot 0x50 -> 00405B41 thunk_FUN_0041ad20	/SubmarineTitans/Recovered/VTables/STBoatCVTable	vfunc_50		0	0041AD20	FUN_0041ad20	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STBoatCVTable	84	vfunc_54	pointer:/void	slot 0x54 -> 004039F9 thunk_FUN_0041ad50	/SubmarineTitans/Recovered/VTables/STBoatCVTable	vfunc_54		0	0041AD50	FUN_0041ad50	review	slot target prototype is not yet trusted
0	vtable_slot	/SubmarineTitans/Recovered/VTables/STBoatCVTable	88	vfunc_58	pointer:/void	slot 0x58 -> 00402586 thunk_FUN_00488ee0	/SubmarineTitans/Recovered/VTables/STBoatCVTable	vfunc_58		0	00488EE0	FUN_00488ee0	review	slot target prototype is not yet trusted
