address	name	current_type	call_boundary_types	trusted_pointer_return_store_types	constructor_store_types	address_of_uses	proposed_type	type_apply	call_boundary_sites	trusted_store_sites
007EE1AC	DAT_007ee1ac	/undefined4	{/uint=1}	{}	{}	1	/uint	0	006E8580 -> 006CFF10 parameter 1 as /uint @ 006E85E1 (address-of global)	-
007EE1B0	DAT_007ee1b0	/undefined4	{/uint=1}	{}	{}	1	/uint	0	006E8580 -> 006CFF10 parameter 1 as /uint @ 006E8618 (address-of global)	-
007F4D00	PTR_007f4d00	pointer:/undefined4	{pointer:/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_007F4D3C_0014=1}	{}	{}	0		0	0040EB90 -> 006ACCD0 parameter 0 as pointer:/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_007F4D3C_0014 @ 0040EE60 (global value)	-
007F4D04	PTR_007f4d04	pointer:/undefined4	{pointer:/short=2}	{}	{}	0		0	00415160 -> 006A5E90 parameter 0 as pointer:/short @ 0041546D (global value) | 00415590 -> 006A5E90 parameter 0 as pointer:/short @ 004157E8 (global value)	-
007F4D3C	g_runtimeRecords_007F4D3C	pointer:/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_007F4D3C_0014	{pointer:/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_007F4D3C_0014=1}	{}	{}	0	pointer:/undefined4	0	0040EB90 -> 006ACCD0 parameter 0 as pointer:/SubmarineTitans/Recovered/GlobalAggregates/RuntimeRecord_007F4D3C_0014 @ 0040EF61 (global value)	-
007F4D50	PTR_007f4d50	pointer:/int	{}	{pointer:/int=1}	{}	0		0		00414980 stores named pointer from FUN_006a3c10 return @ 004149B1
007F4D54	PTR_007f4d54	pointer:/int	{pointer:/int=1}	{pointer:/int=1}	{}	0		0	00414980 -> 006A49C0 parameter 0 as pointer:/int @ 004149E9 (global value)	00414980 stores named pointer from FUN_006a3c10 return @ 00414A03
007F4D6C	PTR_007f4d6c	pointer:/undefined4	{pointer:/short=1}	{}	{}	0		0	00427F20 -> 006A5E90 parameter 0 as pointer:/short @ 0042870A (global value)	-
007FA130	g_array_007FA130	pointer:/SubmarineTitans/Recovered/DArrayTy	{pointer:/SubmarineTitans/Recovered/DArrayTy=3}	{}	{}	0	pointer:/undefined4	0	00430470 -> 006AE140 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 00430545 (global value) | 00430960 -> 006AE140 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 004309DD (global value) | 00430A90 -> 006AE110 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 00431101 (global value)	-
007FA150	g_array_007FA150	pointer:/SubmarineTitans/Recovered/DArrayTy	{pointer:/SubmarineTitans/Recovered/DArrayTy=4}	{pointer:/SubmarineTitans/Recovered/DArrayTy=1}	{}	0		0	00430A90 -> 006AE110 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 0043116E (global value) | 004D84E0 -> 006AE290 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 004D84FD (global value) | 004D8530 -> 006B0C70 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 004D8583 (global value) | 004D85B0 -> 006B0C70 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 004D85C1 (global value)	004D84E0 stores named pointer from Library::DKW::TBL::DArrayCreate return @ 004D8502
007FA154	g_array_007FA154	pointer:/SubmarineTitans/Recovered/DArrayTy	{pointer:/SubmarineTitans/Recovered/DArrayTy=4}	{}	{}	0	pointer:/undefined4	0	00430A90 -> 006AE110 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 00431113 (global value) | 00444E70 -> 006AE140 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 00445381 (global value) | 00449CE0 -> 006AE140 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 00449D9A (global value) | 00449E60 -> 006AE140 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 00449F07 (global value)	-
007FA158	g_array_007FA158	pointer:/SubmarineTitans/Recovered/DArrayTy	{pointer:/SubmarineTitans/Recovered/DArrayTy=4}	{}	{}	0	pointer:/undefined4	0	00430A90 -> 006AE110 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 00431124 (global value) | 00444E70 -> 006AE140 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 0044539D (global value) | 00449FD0 -> 006AE140 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 0044A08A (global value) | 0044A150 -> 006AE140 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 0044A1FB (global value)	-
007FA15C	g_array_007FA15C	pointer:/SubmarineTitans/Recovered/DArrayTy	{pointer:/SubmarineTitans/Recovered/DArrayTy=4}	{}	{}	0	pointer:/undefined4	0	00430A90 -> 006AE110 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 00431136 (global value) | 00444E70 -> 006AE140 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 004453B9 (global value) | 0044A2C0 -> 006AE140 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 0044A37A (global value) | 0044A440 -> 006AE140 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 0044A4E7 (global value)	-
007FA160	g_array_007FA160	pointer:/SubmarineTitans/Recovered/DArrayTy	{pointer:/SubmarineTitans/Recovered/DArrayTy=4}	{}	{}	0	pointer:/undefined4	0	00430A90 -> 006AE110 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 00431148 (global value) | 00444E70 -> 006AE140 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 004453D5 (global value) | 0044A5B0 -> 006AE140 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 0044A66A (global value) | 0044A730 -> 006AE140 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 0044A7D7 (global value)	-
007FA164	g_array_007FA164	pointer:/SubmarineTitans/Recovered/DArrayTy	{pointer:/SubmarineTitans/Recovered/DArrayTy=4}	{}	{}	0	pointer:/undefined4	0	00430A90 -> 006AE110 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 00431159 (global value) | 00444E70 -> 006AE140 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 004453F1 (global value) | 0044A8A0 -> 006AE140 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 0044A95A (global value) | 0044AA20 -> 006AE140 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 0044AAC7 (global value)	-
007FA16C	g_array_007FA16C	pointer:/SubmarineTitans/Recovered/DArrayTy	{pointer:/SubmarineTitans/Recovered/DArrayTy=5}	{pointer:/SubmarineTitans/Recovered/DArrayTy=2}	{}	0		0	004D2760 -> 006AE110 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 004D2C36 (global value) | 004D2760 -> 006B0C70 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 004D2C21 (global value) | 004D96B0 -> 006AE290 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 004D96C7 (global value) | 004D9700 -> 006AE110 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 004D9755 (global value) | 004D9700 -> 006B0C70 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 004D9741 (global value)	004D11D0 stores named pointer from Library::DKW::TBL::DArrayCreate return @ 004D168A | 004D96B0 stores named pointer from Library::DKW::TBL::DArrayCreate return @ 004D96CC
007FA170	g_array_007FA170	pointer:/SubmarineTitans/Recovered/DArrayTy	{pointer:/SubmarineTitans/Recovered/DArrayTy=2}	{pointer:/SubmarineTitans/Recovered/DArrayTy=1}	{}	0		0	004D2760 -> 006AE110 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 004D28BA (global value) | 004D2760 -> 006B0C70 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 004D28A9 (global value)	004D11D0 stores named pointer from Library::DKW::TBL::DArrayCreate return @ 004D14BC
007FB270	g_array_007FB270	pointer:/SubmarineTitans/Recovered/DArrayTy	{pointer:/SubmarineTitans/Recovered/DArrayTy=3}	{pointer:/SubmarineTitans/Recovered/DArrayTy=1}	{}	0		0	00495980 -> 006AE110 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 00495CCB (global value) | 004969F0 -> 006AE1C0 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 00496A65 (global value) | 00496E40 -> 006B0C70 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 00496E9C (global value)	00495980 stores named pointer from Library::DKW::TBL::DArrayCreate return @ 00495BD0
007FB284	g_dumpClass_007FB284	pointer:/DumpClassC	{}	{pointer:/DumpClassC=1}	{pointer:/DumpClassC=2}	0		0		00495950 stores named pointer from DumpClassC::DumpClassC return @ 00495962
007FB2A0	g_opticClass_007FB2A0	pointer:/OpticClassC	{}	{pointer:/OpticClassC=1}	{pointer:/OpticClassC=2}	0		0		004A88F0 stores named pointer from OpticClassC::OpticClassC return @ 004A8902
007FB2AC	g_tLOBldMark_007FB2AC	pointer:/TLOBldMark	{}	{pointer:/TLOBldMark=2}	{}	0		0		004C60E0 exact CFG this store @ 004C6111 | 004C60E0 stores named pointer from TLOBldMark::Create this @ 004C6111
00800BCC	g_tLOFake_00800BCC	pointer:/TLOFakeTy	{}	{pointer:/TLOFakeTy=1}	{}	0		0		004D0B90 exact CFG this store @ 004D0CD6
00801678	g_behPanel_00801678	pointer:/BehPanelTy	{}	{pointer:/BehPanelTy=2}	{}	0		0		004ED630 exact CFG this store @ 004ED6AA | 004ED630 stores named pointer from BehPanelTy::InitBehPanel this @ 004ED6AA
0080167C	g_bldBoatPanel_0080167C	pointer:/ProdPanelTy	{}	{pointer:/BldBoatPanelTy=2}	{}	0	pointer:/BldBoatPanelTy	0		004EEA40 exact CFG this store @ 004EEAA2 | 004EEA40 stores named pointer from BldBoatPanelTy::InitBldBoatPanel this @ 004EEAA2
00801680	g_bldLabPanel_00801680	pointer:/ProdPanelTy	{}	{pointer:/BldLabPanelTy=2}	{}	0	pointer:/BldLabPanelTy	0		004EFB60 exact CFG this store @ 004EFB9D | 004EFB60 stores named pointer from BldLabPanelTy::InitBldLabPanel this @ 004EFB9D
00801684	g_bldObjPanel_00801684	pointer:/ProdPanelTy	{}	{pointer:/BldObjPanelTy=2}	{}	0	pointer:/BldObjPanelTy	0		004F05C0 exact CFG this store @ 004F0622 | 004F05C0 stores named pointer from BldObjPanelTy::InitBldObjPanel this @ 004F0622
00801688	g_cPanel_00801688	pointer:/CPanelTy	{}	{pointer:/CPanelTy=2}	{}	0		0		004F5690 exact CFG this store @ 004F56E7 | 004F5690 stores named pointer from CPanelTy::InitCPanel this @ 004F56E7
0080168C	g_frmPanel_0080168C	pointer:/FrmPanelTy	{}	{pointer:/FrmPanelTy=2}	{}	0		0		0050FD60 exact CFG this store @ 0050FDB4 | 0050FD60 stores named pointer from FrmPanelTy::InitFrmPanel this @ 0050FDB4
00801690	g_helpPanel_00801690	pointer:/HelpPanelTy	{}	{pointer:/HelpPanelTy=2}	{}	0		0		00510E30 exact CFG this store @ 00510E72 | 00510E30 stores named pointer from HelpPanelTy::InitHelpPanel this @ 00510E72
00801694	g_helpString_00801694	pointer:/HelpStringTy	{}	{pointer:/HelpStringTy=1}	{}	0		0		0051FBA0 exact CFG this store @ 0051FC9E
00801698	g_infocPanel_00801698	pointer:/InfocPanelTy	{}	{pointer:/InfocPanelTy=2}	{}	0		0		0051FF50 exact CFG this store @ 0051FFCD | 0051FF50 stores named pointer from InfocPanelTy::InitInfocPanel this @ 0051FFCD
0080169C	g_intercomPanel_0080169C	pointer:/IntercomPanelTy	{}	{pointer:/IntercomPanelTy=2}	{}	0		0		005219E0 exact CFG this store @ 00521A1B | 005219E0 stores named pointer from IntercomPanelTy::InitIntercomPanel this @ 00521A1B
008016A0	CHAR_00h_008016a0	/char	{/byte=4, /char=67}	{}	{}	86		0	005219E0 -> 006B6020 parameter 2 as /char @ 00521ADD (address-of global) | 00522E80 -> 006B6020 parameter 2 as /char @ 00523128 (address-of global) | 0052E5E0 -> 006B6020 parameter 2 as /char @ 0052E774 (address-of global) | 00532D50 -> 006B6020 parameter 2 as /char @ 00533234 (address-of global) | 0055C830 -> 005A1F00 parameter 2 as /byte @ 0055CD4F (address-of global) | 0055C830 -> 005A1F00 parameter 2 as /byte @ 0055CE02 (address-of global) | 0055C830 -> 005A1F00 parameter 2 as /byte @ 0055CF81 (address-of global) | 0059C700 -> 006B5AA0 parameter 1 as /char @ 0059C78B (address-of global) | 0059C9F0 -> 006B5AA0 parameter 1 as /char @ 0059CA6B (address-of global) | 0059C9F0 -> 006B5AA0 parameter 1 as /char @ 0059CA87 (address-of global) | 0059C9F0 -> 006B5AA0 parameter 1 as /char @ 0059CAA3 (address-of global) | 0059C9F0 -> 006B5AA0 parameter 1 as /char @ 0059CABF (address-of global) | 0059C9F0 -> 006B5AA0 parameter 1 as /char @ 0059CADB (address-of global) | 0059C9F0 -> 006B5AA0 parameter 1 as /char @ 0059CAF7 (address-of global) | 0059CEE0 -> 006B5AA0 parameter 1 as /char @ 0059CF5B (address-of global) | 0059CEE0 -> 006B5AA0 parameter 1 as /char @ 0059CF77 (address-of global) | 0059CEE0 -> 006B5AA0 parameter 1 as /char @ 0059CF93 (address-of global) | 0059D720 -> 006B5AA0 parameter 1 as /char @ 0059D7C5 (address-of global) | 0059D720 -> 006B5AA0 parameter 1 as /char @ 0059D7E1 (address-of global) | 0059D720 -> 006B5AA0 parameter 1 as /char @ 0059D7FD (address-of global) | 0059D720 -> 006B5AA0 parameter 1 as /char @ 0059D819 (address-of global) | 0059DB20 -> 006B5AA0 parameter 1 as /char @ 0059DC8E (address-of global) | 0059DB20 -> 006B5AA0 parameter 1 as /char @ 0059DCA9 (address-of global) | 0059DB20 -> 006B5AA0 parameter 1 as /char @ 0059DCC4 (address-of global) | 0059E7F0 -> 006B5AA0 parameter 1 as /char @ 0059E86B (address-of global) | 0059EB00 -> 006B5AA0 parameter 1 as /char @ 0059EC0C (address-of global) | 0059EB00 -> 006B5AA0 parameter 1 as /char @ 0059EC27 (address-of global) | 0059F260 -> 006B5AA0 parameter 1 as /char @ 0059F2D1 (address-of global) | 005A3AB0 -> 006B5AA0 parameter 1 as /char @ 005A3CCC (address-of global) | 005A4350 -> 005A1F00 parameter 2 as /byte @ 005A8B1E (address-of global) | 005A4350 -> 006B6020 parameter 2 as /char @ 005A5753 (address-of global) | 005A4350 -> 006B6020 parameter 2 as /char @ 005A836A (address-of global) | 005A4350 -> 006B6020 parameter 2 as /char @ 005A8B66 (address-of global) | 005B0BA0 -> 006B6020 parameter 2 as /char @ 005B2024 (address-of global) | 005D1400 -> 006B6020 parameter 2 as /char @ 005D28EE (address-of global) | 005D7A50 -> 006B6020 parameter 2 as /char @ 005D7DD9 (address-of global) | 005DB4F0 -> 006B6020 parameter 2 as /char @ 005DBA8D (address-of global) | 005EA680 -> 006B6020 parameter 2 as /char @ 005EAB3B (address-of global) | 0064A970 -> 0072E340 parameter 1 as /char @ 0064A9C6 (address-of global) | 0064CD80 -> 006B6020 parameter 2 as /char @ 0064CDFA (address-of global) | 0064D270 -> 0072E340 parameter 1 as /char @ 0064D4F0 (address-of global) | 0064D890 -> 005FCFF0 parameter 7 as /char @ 0064D9D1 (address-of global) | 0064DB00 -> 005F0EC0 parameter 5 as /char @ 0064DC41 (address-of global) | 0064DB00 -> 005F0EC0 parameter 6 as /char @ 0064DC41 (address-of global) | 0064DDA0 -> 006034E0 parameter 5 as /char @ 0064DE5A (address-of global) | 0064DDA0 -> 006034E0 parameter 6 as /char @ 0064DE5A (address-of global) | 00652810 -> 0064D0E0 parameter 2 as /char @ 00652BF9 (address-of global) | 00652810 -> 0064D0E0 parameter 2 as /char @ 00652C35 (address-of global) | 00652810 -> 0064D0E0 parameter 2 as /char @ 00652D0B (address-of global) | 00652810 -> 0064D0E0 parameter 2 as /char @ 00652D47 (address-of global) | 00652810 -> 0064D0E0 parameter 2 as /char @ 00652E1D (address-of global) | 00652810 -> 0064D0E0 parameter 2 as /char @ 00652E59 (address-of global) | 00652810 -> 0064D0E0 parameter 2 as /char @ 00657100 (address-of global) | 00652810 -> 0064D0E0 parameter 2 as /char @ 006571D1 (address-of global) | 00652810 -> 0064D0E0 parameter 2 as /char @ 006572A2 (address-of global) | 00652810 -> 0064D0E0 parameter 2 as /char @ 0065739B (address-of global) | 00652810 -> 0064D0E0 parameter 2 as /char @ 0065743D (address-of global) | 00652810 -> 0064D0E0 parameter 2 as /char @ 006574E8 (address-of global) | 00652810 -> 0064D0E0 parameter 2 as /char @ 0065761D (address-of global) | 00652810 -> 0064D0E0 parameter 2 as /char @ 00659B45 (address-of global) | 00652810 -> 0072E340 parameter 1 as /char @ 00657BA2 (address-of global) | 00652810 -> 0072E340 parameter 1 as /char @ 00658CA2 (address-of global) | 0066ACC0 -> 0072E340 parameter 1 as /char @ 0066AD16 (address-of global) | 0066ACC0 -> 0072E340 parameter 1 as /char @ 0066FBDC (address-of global) | 0066ACC0 -> 0072E340 parameter 1 as /char @ 006703FF (address-of global) | 00671F10 -> 0072E340 parameter 1 as /char @ 00671F63 (address-of global) | 00672440 -> 0072E340 parameter 1 as /char @ 00672495 (address-of global) | 0067EF60 -> 006B5AA0 parameter 1 as /char @ 0067EFB2 (address-of global) | 0068CEC0 -> 006B5AA0 parameter 1 as /char @ 0068D1E3 (address-of global) | 0068CEC0 -> 006B5AA0 parameter 1 as /char @ 0068D4B9 (address-of global) | 0068CEC0 -> 006B5AA0 parameter 1 as /char @ 0068D64A (address-of global)	-
008016D4	g_money_008016D4	pointer:/MoneyTy	{}	{pointer:/MoneyTy=1}	{}	0		0		0052BF00 exact CFG this store @ 0052C357
008016D8	g_popUp_008016D8	pointer:/PopUpTy	{}	{pointer:/PopUpTy=1}	{}	0		0		0052DD20 exact CFG this store @ 0052DEB5
008016DC	g_optPanel_008016DC	pointer:/OptPanelTy	{}	{pointer:/OptPanelTy=2}	{}	0		0		0052E5E0 exact CFG this store @ 0052E61D | 0052E5E0 stores named pointer from OptPanelTy::InitOptPanel this @ 0052E61D
008016E0	g_pausePanel_008016E0	pointer:/PausePanelTy	{}	{pointer:/PausePanelTy=2}	{}	0		0		00539280 exact CFG this store @ 005392BB | 00539280 stores named pointer from PausePanelTy::InitPausePanel this @ 005392BB
008016E4	g_playPanel_008016E4	pointer:/PlayPanelTy	{}	{pointer:/PlayPanelTy=2}	{}	0		0		00539B90 exact CFG this store @ 00539BE9 | 00539B90 stores named pointer from PlayPanelTy::InitPlayPanel this @ 00539BE9
008016E8	g_researchPanel_008016E8	pointer:/ProdPanelTy	{}	{pointer:/ResearchPanelTy=2}	{}	0	pointer:/ResearchPanelTy	0		0053C120 exact CFG this store @ 0053C182 | 0053C120 stores named pointer from ResearchPanelTy::InitResearchPanel this @ 0053C182
008016EC	g_sAMPanel_008016EC	pointer:/SAMPanelTy	{}	{pointer:/SAMPanelTy=2}	{}	0		0		0053CEF0 exact CFG this store @ 0053CF46 | 0053CEF0 stores named pointer from SAMPanelTy::InitSAMPanel this @ 0053CF46
008016F0	CHAR_00h_008016f0	/char	{/byte=1, /char=1}	{}	{}	2		0	00540C40 -> 00710FB0 parameter 1 as /byte @ 00540CDB (address-of global) | 00540C40 -> 0072E340 parameter 0 as /char @ 00540D1F (address-of global)	-
008026F0	g_array_008026F0	pointer:/SubmarineTitans/Recovered/DArrayTy	{pointer:/SubmarineTitans/Recovered/DArrayTy=4}	{pointer:/SubmarineTitans/Recovered/DArrayTy=1}	{}	0		0	00540DC0 -> 006AE110 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 00540F3C (global value) | 00540DC0 -> 006AE290 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 00540EA2 (global value) | 00540DC0 -> 006B0C70 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 00540F2A (global value) | 00541030 -> 006AE110 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 005410E9 (global value)	00540DC0 stores named pointer from Library::DKW::TBL::DArrayCreate return @ 00540EA7
00802A28	g_interSystem_00802A28	pointer:/InterSystemC	{/int=3, pointer:/SystemClassTy=1}	{}	{pointer:/InterSystemC=1}	3		0	00542D80 -> 006E4960 parameter 2 as pointer:/SystemClassTy @ 00542DFA (global value) | 0056FA60 -> 005711D0 parameter 1 as /int @ 00570021 (address-of global) | 0056FA60 -> 005711D0 parameter 1 as /int @ 00570079 (address-of global) | 005770D0 -> 005711D0 parameter 1 as /int @ 00577147 (address-of global)	-
00802A30	g_cursorClass_00802A30	pointer:/CursorClassTy	{/SubmarineTitans/Recovered/Enums/CursorClassTy_SetGCType_param_1Enum=2, /WinDef.h/UINT=1, /int=1, pointer:/char=1}	{}	{}	0	pointer:/byte	0	005A4350 -> 0054BF40 parameter 1 as /SubmarineTitans/Recovered/Enums/CursorClassTy_SetGCType_param_1Enum @ 005A4E07 (global value) | 005A4350 -> 0054BF40 parameter 1 as /SubmarineTitans/Recovered/Enums/CursorClassTy_SetGCType_param_1Enum @ 005A5297 (global value) | 005A4350 -> 005B7EF0 parameter 7 as /WinDef.h/UINT @ 005A52E6 (global value) | 005A4350 -> 006AD4D0 parameter 2 as /int @ 005A51EF (global value) | 005A4350 -> EXTERNAL:000000F5 parameter 2 as pointer:/char @ 005A55CB (global value)	-
00802A38	g_playSystem_00802A38	pointer:/STPlaySystemC	{/int=1, pointer:/SystemClassTy=1}	{}	{pointer:/STPlaySystemC=1}	1		0	0054C740 -> 006E4960 parameter 2 as pointer:/SystemClassTy @ 0054C907 (global value) | 005770D0 -> 005711D0 parameter 1 as /int @ 0057715F (address-of global)	-
00802A44	g_tradePanel_00802A44	pointer:/TradePanelTy	{}	{pointer:/TradePanelTy=2}	{}	0		0		00550DB0 exact CFG this store @ 00550E27 | 00550DB0 stores named pointer from TradePanelTy::InitTradePanel this @ 00550E27
00802A48	g_upgPanel_00802A48	pointer:/UpgPanelTy	{}	{pointer:/UpgPanelTy=2}	{}	0		0		005528B0 exact CFG this store @ 00552903 | 005528B0 stores named pointer from UpgPanelTy::InitUpgPanel this @ 00552903
00802A4C	g_array_00802A4C	pointer:/SubmarineTitans/Recovered/DArrayTy	{pointer:/SubmarineTitans/Recovered/DArrayTy=2}	{pointer:/SubmarineTitans/Recovered/DArrayTy=1}	{}	0		0	005530E0 -> 006AE1C0 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 0055316A (global value) | 00553270 -> 006AE110 parameter 0 as pointer:/SubmarineTitans/Recovered/DArrayTy @ 005532B6 (global value)	005531F0 stores named pointer from Library::DKW::TBL::DArrayCreate return @ 0055322F
00802A58	g_cLoading_00802A58	pointer:/cLoadingTy	{pointer:/uint=2}	{}	{}	0		0	0056DB80 -> 005544E0 parameter 0 as pointer:/uint @ 0056E4FB (global value) | 0056DB80 -> 005544E0 parameter 0 as pointer:/uint @ 0056E6C1 (global value)	-
00802A7C	g_traksClass_00802A7C	pointer:/TraksClassTy	{}	{pointer:/TraksClassTy=2}	{}	0		0		005556D0 exact CFG this store @ 005556DF | 005556D0 stores named pointer from TraksClassTy::TraksClassTy this @ 005556DF
00802A88	g_visibleClass_00802A88	pointer:/VisibleClassTy	{}	{pointer:/VisibleClassTy=2}	{}	0		0		005577C0 exact CFG this store @ 005577D1 | 005577C0 stores named pointer from VisibleClassTy::VisibleClassTy this @ 005577D1
00803144	DAT_00803144	/undefined4	{/SubmarineTitans/Recovered/Enums/CursorClassTy_SetGCType_param_1Enum=2}	{}	{}	0	/SubmarineTitans/Recovered/Enums/CursorClassTy_SetGCType_param_1Enum	0	005A4350 -> 0054BF40 parameter 1 as /SubmarineTitans/Recovered/Enums/CursorClassTy_SetGCType_param_1Enum @ 005A6042 (global value) | 005A4350 -> 0054BF40 parameter 1 as /SubmarineTitans/Recovered/Enums/CursorClassTy_SetGCType_param_1Enum @ 005A60D4 (global value)	-
008032A4	PTR_008032a4	pointer:/ushort	{/uint=1, pointer:/ushort=1}	{}	{}	1		0	0055DB70 -> 006F20E0 parameter 1 as /uint @ 0055DB87 (address-of global) | 005C28C0 -> 006B48E0 parameter 9 as pointer:/ushort @ 005C2922 (global value)	-
008032A8	PTR_008032a8	pointer:/ushort	{/uint=1}	{}	{}	1	/uint	0	0055DB70 -> 006F20E0 parameter 1 as /uint @ 0055DB9C (address-of global)	-
008032AC	PTR_008032ac	pointer:/ushort	{/uint=1}	{}	{}	1	/uint	0	0055DB70 -> 006F20E0 parameter 1 as /uint @ 0055DBB1 (address-of global)	-
008032B0	PTR_008032b0	pointer:/ushort	{/uint=1}	{}	{}	1	/uint	0	0055DB70 -> 006F20E0 parameter 1 as /uint @ 0055DBC6 (address-of global)	-
008032B4	PTR_008032b4	pointer:/ushort	{/uint=1, pointer:/ushort=1}	{}	{}	1		0	004F1530 -> 006B48E0 parameter 9 as pointer:/ushort @ 004F1587 (global value) | 0055D910 -> 006F20E0 parameter 1 as /uint @ 0055D927 (address-of global)	-
008032B8	PTR_008032b8	pointer:/ushort	{/uint=1, pointer:/ushort=14}	{}	{}	1		0	0044EE30 -> 004ACF20 parameter 1 as pointer:/ushort @ 00450DA6 (global value) | 004C9770 -> 004ACF20 parameter 1 as pointer:/ushort @ 004C9E4E (global value) | 0055D910 -> 006F20E0 parameter 1 as /uint @ 0055D93C (address-of global) | 00584380 -> 004ACF20 parameter 1 as pointer:/ushort @ 005843EC (global value) | 00584B10 -> 004ACF20 parameter 1 as pointer:/ushort @ 00584B84 (global value) | 00589740 -> 004ACF20 parameter 1 as pointer:/ushort @ 005897AC (global value) | 005EC9F0 -> 004ACF20 parameter 1 as pointer:/ushort @ 005ECC44 (global value) | 005F6AF0 -> 004ACF20 parameter 1 as pointer:/ushort @ 005F6CBA (global value) | 005FDB50 -> 004ACF20 parameter 1 as pointer:/ushort @ 005FDCD2 (global value) | 006132F0 -> 004ACF20 parameter 1 as pointer:/ushort @ 006135BE (global value) | 006195E0 -> 006EA790 parameter 2 as pointer:/ushort @ 006197EB (global value) | 00623170 -> 004ACF20 parameter 1 as pointer:/ushort @ 006233B3 (global value) | 006364B0 -> 006EA8A0 parameter 4 as pointer:/ushort @ 006365B8 (global value) | 00639990 -> 004ACF20 parameter 1 as pointer:/ushort @ 00639A80 (global value) | 006406D0 -> 004ACF20 parameter 1 as pointer:/ushort @ 006426CF (global value)	-
008032BC	PTR_008032bc	pointer:/ushort	{/uint=1, pointer:/ushort=1}	{}	{}	1		0	0055D910 -> 006F20E0 parameter 1 as /uint @ 0055D951 (address-of global) | 00638830 -> 006EA8A0 parameter 4 as pointer:/ushort @ 006388DA (global value)	-
008032C0	PTR_008032c0	pointer:/ushort	{/uint=1, pointer:/ushort=2}	{}	{}	1		0	0041E530 -> 006E97C0 parameter 2 as pointer:/ushort @ 0041ECB3 (global value) | 0055D910 -> 006F20E0 parameter 1 as /uint @ 0055D966 (address-of global) | 00575CB0 -> 006EA680 parameter 2 as pointer:/ushort @ 005764CD (global value)	-
008032C4	PTR_008032c4	pointer:/ushort	{/uint=1}	{}	{}	1	/uint	0	0055D910 -> 006F20E0 parameter 1 as /uint @ 0055D97B (address-of global)	-
008032C8	PTR_008032c8	pointer:/ushort	{/uint=1, pointer:/ushort=1}	{}	{}	1		0	0055D910 -> 006F20E0 parameter 1 as /uint @ 0055D990 (address-of global) | 0056DB80 -> 006DDAE0 parameter 4 as pointer:/ushort @ 0056E440 (global value)	-
