repair_apply	owner_apply	convention_apply	this_type_apply	parameter_apply	address	expected_name	expected_name_source	expected_signature	expected_signature_source	expected_calling_convention	owner	proposed_name	owner_type_path	agreed_this_calls	receiver_accesses	incoming_edx_uses	incoming_stack_parameter_uses	owner_call_counts	call_sites	direct_callers	receiver_alias_callers	attributed_callers	confidence	reason
0	0	0	0	0	0065E700	FUN_0065e700	DEFAULT	undefined4 __fastcall FUN_0065e700(AnonShape_0065DA10_8B0AA883 * param_1, undefined4 param_2, int * param_3, int * param_4, int * param_5)	ANALYSIS	__fastcall	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_0065ED90	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_0065ED90::sub_0065E700	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_0065ED90	1	0	0	7	{SubmarineTitans::Recovered::HiddenThis::AnonReceiver_0065ED90=1}	0065EDAD SubmarineTitans::Recovered::HiddenThis::AnonReceiver_0065ED90::FUN_0065ed90	0	0	1	medium	this_call_owners=[SubmarineTitans::Recovered::HiddenThis::AnonReceiver_0065ED90]; agreed_this_calls=1; incoming_this_accesses=0; incoming_edx_uses=0; incoming_stack_parameter_uses=7; direct_non_thunk_callers=0; incoming_ecx_receiver_callers=0; attributed_named_callers=1; owner_evidence_coverage=adequate
0	0	0	0	0	00661800	FUN_00661800	DEFAULT	int __fastcall FUN_00661800(AnonShape_0065DA10_8B0AA883 * param_1, undefined4 param_2)	ANALYSIS	__fastcall	AiFltClassTy	AiFltClassTy::sub_00661800	/AiFltClassTy	1	0	0	0	{AiFltClassTy=1}	00661932 AiFltClassTy::GoToRepair	0	0	1	medium	this_call_owners=[AiFltClassTy]; agreed_this_calls=1; incoming_this_accesses=0; incoming_edx_uses=0; incoming_stack_parameter_uses=0; direct_non_thunk_callers=0; incoming_ecx_receiver_callers=0; attributed_named_callers=1; owner_evidence_coverage=adequate
0	0	0	0	0	0067B2E0	FUN_0067b2e0	DEFAULT	int __thiscall FUN_0067b2e0(void * this, int param_1, int param_2)	ANALYSIS	__thiscall	AiPlrClassTy	AiPlrClassTy::sub_0067B2E0	/AiPlrClassTy	1	1	2	2	{AiPlrClassTy=1}	0067B3D2 AiPlrClassTy::SetTech	0	0	1	medium	this_call_owners=[AiPlrClassTy]; agreed_this_calls=1; incoming_this_accesses=1; incoming_edx_uses=2; incoming_stack_parameter_uses=2; direct_non_thunk_callers=0; incoming_ecx_receiver_callers=0; attributed_named_callers=1; owner_evidence_coverage=adequate
0	0	0	0	0	006B6110	FUN_006b6110	DEFAULT	undefined __stdcall FUN_006b6110(undefined4 * param_1)	ANALYSIS	__stdcall	StartSystemTy	StartSystemTy::sub_006B6110	/StartSystemTy	2	0	0	1	{StartSystemTy=2}	005DA91E StartSystemTy::sub_005DA910 | 005DAB3E StartSystemTy::sub_005DAB30	3	2	2	medium	this_call_owners=[StartSystemTy]; agreed_this_calls=2; incoming_this_accesses=0; incoming_edx_uses=0; incoming_stack_parameter_uses=1; direct_non_thunk_callers=3; incoming_ecx_receiver_callers=2; attributed_named_callers=2; owner_evidence_coverage=adequate; calling_convention_not_receiver_compatible
0	0	0	0	0	006B6500	FUN_006b6500	DEFAULT	uint __stdcall FUN_006b6500(int * param_1, int param_2)	ANALYSIS	__stdcall	StartSystemTy	StartSystemTy::sub_006B6500	/StartSystemTy	1	0	0	2	{StartSystemTy=1}	005DAF2F StartSystemTy::sub_005DAF20	14	1	1	medium	this_call_owners=[StartSystemTy]; agreed_this_calls=1; incoming_this_accesses=0; incoming_edx_uses=0; incoming_stack_parameter_uses=2; direct_non_thunk_callers=14; incoming_ecx_receiver_callers=1; attributed_named_callers=1; owner_evidence_coverage=adequate; calling_convention_not_receiver_compatible
0	0	0	0	0	006E25D0	FUN_006e25d0	DEFAULT	int __thiscall FUN_006e25d0(void * this, int * param_1)	ANALYSIS	__thiscall	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004248D0	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004248D0::sub_006E25D0	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_004248D0	8	32	0	61	{SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004248D0=8}	00424EAC SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004248D0::FUN_00424e10 | 00424F2A SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004248D0::FUN_00424e10 | 00424F5F SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004248D0::FUN_00424e10 | 00424F85 SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004248D0::FUN_00424e10 | 00424FB8 SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004248D0::FUN_00424e10 | 00424FE6 SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004248D0::FUN_00424e10 | 00425014 SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004248D0::FUN_00424e10 | 00425036 SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004248D0::FUN_00424e10	21	13	1	medium	this_call_owners=[SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004248D0]; agreed_this_calls=8; incoming_this_accesses=32; incoming_edx_uses=0; incoming_stack_parameter_uses=61; direct_non_thunk_callers=21; incoming_ecx_receiver_callers=13; attributed_named_callers=1; owner_evidence_coverage=weak
0	0	0	0	0	006E51B0	FUN_006e51b0	DEFAULT	DWORD __fastcall FUN_006e51b0(int param_1)	ANALYSIS	__fastcall	STAppC	STAppC::sub_006E51B0	/STAppC	1	1	0	0	{STAppC=1}	0056A74B STAppC::STAppC	39	1	1	medium	this_call_owners=[STAppC]; agreed_this_calls=1; incoming_this_accesses=1; incoming_edx_uses=0; incoming_stack_parameter_uses=0; direct_non_thunk_callers=39; incoming_ecx_receiver_callers=1; attributed_named_callers=1; owner_evidence_coverage=adequate
0	0	0	0	0	006E52D0	FUN_006e52d0	DEFAULT	undefined __fastcall FUN_006e52d0(AnonShape_006E52D0_AF06BCD2 * param_1)	ANALYSIS	__fastcall				0	11	0	0	{InterSystemC=1, StartSystemTy=1}	00542F14 InterSystemC::~InterSystemC | 005DCE51 StartSystemTy::~StartSystemTy	4	2	2	conflict	this_call_owners=[InterSystemC, StartSystemTy]; agreed_this_calls=0; incoming_this_accesses=11; incoming_edx_uses=0; incoming_stack_parameter_uses=0; direct_non_thunk_callers=4; incoming_ecx_receiver_callers=2; attributed_named_callers=2; owner_evidence_coverage=adequate; owner_data_type_missing
0	0	0	0	0	006E5360	StartSystemTy::sub_006E5360	ANALYSIS	undefined __thiscall sub_006E5360(StartSystemTy * this, int param_1, int * param_2, undefined4 * param_3)	ANALYSIS	__thiscall	StartSystemTy	StartSystemTy::sub_006E5360	/StartSystemTy	2	1	0	3	{StartSystemTy=2}	006E56CF StartSystemTy::sub_006E56B0 | 006E56F5 StartSystemTy::sub_006E56B0	2	1	1	high	this_call_owners=[StartSystemTy]; agreed_this_calls=2; incoming_this_accesses=1; incoming_edx_uses=0; incoming_stack_parameter_uses=3; direct_non_thunk_callers=2; incoming_ecx_receiver_callers=1; attributed_named_callers=1; owner_evidence_coverage=adequate; previously_applied
0	0	0	0	0	006E56B0	StartSystemTy::sub_006E56B0	ANALYSIS	undefined __thiscall sub_006E56B0(StartSystemTy * this, uint param_1)	ANALYSIS	__thiscall	StartSystemTy	StartSystemTy::sub_006E56B0	/StartSystemTy	4	3	0	5	{StartSystemTy=4}	005DCDBE StartSystemTy::~StartSystemTy | 005DCDD3 StartSystemTy::~StartSystemTy | 005DCDEB StartSystemTy::~StartSystemTy | 005DCE03 StartSystemTy::~StartSystemTy	60	2	1	high	this_call_owners=[StartSystemTy]; agreed_this_calls=4; incoming_this_accesses=3; incoming_edx_uses=0; incoming_stack_parameter_uses=5; direct_non_thunk_callers=60; incoming_ecx_receiver_callers=2; attributed_named_callers=1; owner_evidence_coverage=adequate; previously_applied
0	0	0	0	0	006E5FB0	sub_006E5FB0	ANALYSIS	undefined __thiscall sub_006E5FB0(void * this)	ANALYSIS	__thiscall				0	6	0	0	{DumpClassC=1, OpticClassC=1, TLOBldMark=1}	00495923 DumpClassC::DumpClassC | 004A88C3 OpticClassC::OpticClassC | 004C60A3 TLOBldMark::TLOBldMark	16	10	3	conflict	this_call_owners=[DumpClassC, OpticClassC, TLOBldMark]; agreed_this_calls=0; incoming_this_accesses=6; incoming_edx_uses=0; incoming_stack_parameter_uses=0; direct_non_thunk_callers=16; incoming_ecx_receiver_callers=10; attributed_named_callers=3; owner_evidence_coverage=weak; owner_data_type_missing
0	0	0	0	0	006E5FD0	FUN_006e5fd0	DEFAULT	int __thiscall FUN_006e5fd0(void * this, STMessage * message)	ANALYSIS	__thiscall				0	0	0	0	{DumpClassC=1, MMObjTy=1}	00495992 DumpClassC::GetMessage | 005B6437 MMObjTy::GetMessage	31	3	2	conflict	this_call_owners=[DumpClassC, MMObjTy]; agreed_this_calls=0; incoming_this_accesses=0; incoming_edx_uses=0; incoming_stack_parameter_uses=0; direct_non_thunk_callers=31; incoming_ecx_receiver_callers=3; attributed_named_callers=2; owner_evidence_coverage=adequate; owner_data_type_missing
0	0	0	0	0	006E6080	FUN_006e6080	DEFAULT	undefined __thiscall FUN_006e6080(void * this, undefined4 param_1, undefined4 param_2, undefined4 * param_3)	ANALYSIS	__thiscall				0	0	0	3	{OptPanelTy=1, STJellyGunC=1}	005325D8 OptPanelTy::PrepAsses | 00582561 STJellyGunC::sub_00582530	118	21	2	conflict	this_call_owners=[OptPanelTy, STJellyGunC]; agreed_this_calls=0; incoming_this_accesses=0; incoming_edx_uses=0; incoming_stack_parameter_uses=3; direct_non_thunk_callers=118; incoming_ecx_receiver_callers=21; attributed_named_callers=2; owner_evidence_coverage=weak; owner_data_type_missing
0	0	0	0	0	006E60A0	sub_006E60A0	ANALYSIS	undefined __thiscall sub_006E60A0(void * this, undefined4 * param_1)	ANALYSIS	__thiscall	STJellyGunC	STJellyGunC::sub_006E60A0	/STJellyGunC	1	2	0	1	{STJellyGunC=1}	0058259E STJellyGunC::sub_00582580	38	35	1	medium	this_call_owners=[STJellyGunC]; agreed_this_calls=1; incoming_this_accesses=2; incoming_edx_uses=0; incoming_stack_parameter_uses=1; direct_non_thunk_callers=38; incoming_ecx_receiver_callers=35; attributed_named_callers=1; owner_evidence_coverage=weak
0	0	0	0	0	006E60E0	sub_006E60E0	ANALYSIS	STGroupBoatC * __thiscall sub_006E60E0(void * this)	ANALYSIS	__thiscall				0	2	0	0	{AiBossClassTy=1, AiFltClassTy=1, AiPlrClassTy=1, AiTactClassTy=1, JumpManagC=1, STAllPlayersC=1, STBHEShellC=1, STGameObjC=1, STGroupBoatC=1, STJumpMineC=1, STLightC=1, STManBasisC=1, STManRub3C=1, STManRuinC=1, STVolcanoC=1, TraksClassTy=1, VisibleClassTy=1}	004158E5 STGameObjC::STGameObjC | 004232A3 STGroupBoatC::sub_004232A0 | 0042A944 STAllPlayersC::STAllPlayersC | 005556D4 TraksClassTy::TraksClassTy | 005577C4 VisibleClassTy::VisibleClassTy | 005F1354 STManBasisC::STManBasisC | 005F3444 STBHEShellC::STBHEShellC | 00617844 JumpManagC::JumpManagC | 00619173 STJumpMineC::STJumpMineC | 0061D623 STLightC::STLightC | 0062CF04 STManRub3C::STManRub3C | 00630874 STManRuinC::STManRuinC | 00646C94 STVolcanoC::STVolcanoC | 00647AD4 AiBossClassTy::AiBossClassTy | 0065D234 AiFltClassTy::AiFltClassTy | 006788B4 AiPlrClassTy::AiPlrClassTy | 0068DC04 AiTactClassTy::AiTactClassTy	18	18	17	conflict	this_call_owners=[AiBossClassTy, AiFltClassTy, AiPlrClassTy, AiTactClassTy, JumpManagC, STAllPlayersC, STBHEShellC, STGameObjC, STGroupBoatC, STJumpMineC, STLightC, STManBasisC, STManRub3C, STManRuinC, STVolcanoC, TraksClassTy, VisibleClassTy]; agreed_this_calls=0; incoming_this_accesses=2; incoming_edx_uses=0; incoming_stack_parameter_uses=0; direct_non_thunk_callers=18; incoming_ecx_receiver_callers=18; attributed_named_callers=17; owner_evidence_coverage=adequate; owner_data_type_missing
0	0	0	0	0	006F31D0	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_006F31D0::sub_006F31D0	ANALYSIS	undefined __thiscall sub_006F31D0(AnonReceiver_006F31D0 * this, uint param_1, int param_2, uint param_3, uint param_4)	ANALYSIS	__thiscall	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_006F31D0	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_006F31D0::sub_006F31D0	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_006F31D0	2	42	0	149	{SubmarineTitans::Recovered::HiddenThis::AnonReceiver_006F31D0=2}	006F3640 SubmarineTitans::Recovered::HiddenThis::AnonReceiver_006F31D0::sub_006F31D0 | 006F36C7 SubmarineTitans::Recovered::HiddenThis::AnonReceiver_006F31D0::sub_006F31D0	2	2	1	high	this_call_owners=[SubmarineTitans::Recovered::HiddenThis::AnonReceiver_006F31D0]; agreed_this_calls=2; incoming_this_accesses=42; incoming_edx_uses=0; incoming_stack_parameter_uses=149; direct_non_thunk_callers=2; incoming_ecx_receiver_callers=2; attributed_named_callers=1; owner_evidence_coverage=adequate; previously_applied
0	0	0	0	0	0070B3A0	FUN_0070b3a0	DEFAULT	undefined4 __cdecl FUN_0070b3a0(AnonShape_GLOBAL_0081175C_57F682DD * param_1, int param_2)	ANALYSIS	__cdecl	HelpPanelTy	HelpPanelTy::sub_0070B3A0	/HelpPanelTy	4	0	2	2	{HelpPanelTy=4}	00516A61 HelpPanelTy::TechProc | 00517A6D HelpPanelTy::RCProc | 0051B5BF HelpPanelTy::ArmProc | 0051C99A HelpPanelTy::SpecProc	65	4	4	medium	this_call_owners=[HelpPanelTy]; agreed_this_calls=4; incoming_this_accesses=0; incoming_edx_uses=2; incoming_stack_parameter_uses=2; direct_non_thunk_callers=65; incoming_ecx_receiver_callers=4; attributed_named_callers=4; owner_evidence_coverage=adequate; calling_convention_not_receiver_compatible
0	0	0	0	0	00710790	FUN_00710790	DEFAULT	undefined __cdecl FUN_00710790(uint * param_1)	ANALYSIS	__cdecl	StartSystemTy	StartSystemTy::sub_00710790	/StartSystemTy	1	0	2	1	{StartSystemTy=1}	005DE0AD StartSystemTy::PaintBinDesc	29	1	1	medium	this_call_owners=[StartSystemTy]; agreed_this_calls=1; incoming_this_accesses=0; incoming_edx_uses=2; incoming_stack_parameter_uses=1; direct_non_thunk_callers=29; incoming_ecx_receiver_callers=1; attributed_named_callers=1; owner_evidence_coverage=adequate; calling_convention_not_receiver_compatible
0	0	0	0	0	00727C80	FUN_00727c80	DEFAULT	undefined4 __stdcall FUN_00727c80(int * param_1, int param_2)	ANALYSIS	__stdcall	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00727C80	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00727C80::sub_00727C80	/SubmarineTitans/Recovered/HiddenThis/AnonReceiver_00727C80	2	0	0	2	{SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00727C80=2}	00727F37 SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00727C80::FUN_00727da0 | 00727F52 SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00727C80::FUN_00727da0	3	2	1	medium	this_call_owners=[SubmarineTitans::Recovered::HiddenThis::AnonReceiver_00727C80]; agreed_this_calls=2; incoming_this_accesses=0; incoming_edx_uses=0; incoming_stack_parameter_uses=2; direct_non_thunk_callers=3; incoming_ecx_receiver_callers=2; attributed_named_callers=1; owner_evidence_coverage=adequate; calling_convention_not_receiver_compatible
0	0	0	0	0	00749D5F	FUN_00749d5f	DEFAULT	undefined __fastcall FUN_00749d5f(int param_1)	ANALYSIS	__fastcall	CBaseRenderer	CBaseRenderer::sub_00749D5F	/Demangler/CBaseRenderer	1	1	0	1	{CBaseRenderer=1}	0074A16E CBaseRenderer::BeginFlush	2	1	1	medium	this_call_owners=[CBaseRenderer]; agreed_this_calls=1; incoming_this_accesses=1; incoming_edx_uses=0; incoming_stack_parameter_uses=1; direct_non_thunk_callers=2; incoming_ecx_receiver_callers=1; attributed_named_callers=1; owner_evidence_coverage=adequate
