function_address	function	call_address	table_register	slot_offset	observed_pushes	last_ecx_assignment	instruction
0059CEE0	FSGSTy::PswCtrls	0059D0E8	EDX	8	5	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x8]
0059CEE0	FSGSTy::PswCtrls	0059D11A	EDX	8	5	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x8]
0059D240	FSGSTy::LicCtrls	0059D514	EDX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EDX + 0x8]
0059D720	FSGSTy::InfoCtrls	0059D8F6	EDX	8	5	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x8]
0059D720	FSGSTy::InfoCtrls	0059D928	EDX	8	5	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x8]
0059D720	FSGSTy::InfoCtrls	0059D95A	EDX	8	5	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x8]
0059D720	FSGSTy::InfoCtrls	0059D9CC	EDX	8	5	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x8]
0059DB20	FSGSTy::ChatCtrls	0059DEC2	EDX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EDX + 0x8]
0059DB20	FSGSTy::ChatCtrls	0059E071	EDX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EDX + 0x8]
0059DB20	FSGSTy::ChatCtrls	0059E340	EAX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EAX + 0x8]
0059DB20	FSGSTy::ChatCtrls	0059E49C	EAX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EAX + 0x8]
0059DB20	FSGSTy::ChatCtrls	0059E4E2	EDX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EDX + 0x8]
0059E7F0	FSGSTy::NewGameCtrls	0059E94D	EDX	8	5	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x8]
0059E7F0	FSGSTy::NewGameCtrls	0059E99D	EDX	8	5	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x8]
0059EB00	FSGSTy::JoinGameCtrls	0059EE2E	EDX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EDX + 0x8]
0059EB00	FSGSTy::JoinGameCtrls	0059EF8D	EAX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EAX + 0x8]
0059EB00	FSGSTy::JoinGameCtrls	0059EFD1	EDX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EDX + 0x8]
0059F260	FSGSTy::LadderCtrls	0059F51F	EDX	8	5	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x8]
005A0FF0	FSGSTy::DoLogon	005A1081	EDX	8	0	ESI	CALL dword ptr [EDX + 0x8]
005A1160	FSGSTy::CheckUpdate	005A131F	EAX	0	1	ESI	CALL dword ptr [EAX]
005A1630	FSGSTy::Finished	005A181B	EDX	0	1	ESI	CALL dword ptr [EDX]
005A32F0	FSGSTy::CreateGame	005A340F	EAX	8	0	ESI	CALL dword ptr [EAX + 0x8]
005A4350	FSGSTy::GetMessage	005A4570	EAX	0	1	EBX	CALL dword ptr [EAX]
005A4350	FSGSTy::GetMessage	005A469A	EAX	0	1	EBX	CALL dword ptr [EAX]
005A4350	FSGSTy::GetMessage	005A4A08	EDX	8	0	EBX	CALL dword ptr [EDX + 0x8]
005A4350	FSGSTy::GetMessage	005A4B62	EAX	0	1	EBX	CALL dword ptr [EAX]
005A4350	FSGSTy::GetMessage	005A50E2	EDX	8	0	EBX	CALL dword ptr [EDX + 0x8]
005A4350	FSGSTy::GetMessage	005A52F4	EAX	8	0	EBX	CALL dword ptr [EAX + 0x8]
005A4350	FSGSTy::GetMessage	005A5DC5	EDX	8	0	EBX	CALL dword ptr [EDX + 0x8]
005A4350	FSGSTy::GetMessage	005A5FBA	EAX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EAX + 0x8]
005A4350	FSGSTy::GetMessage	005A61F9	EDX	8	0	EBX	CALL dword ptr [EDX + 0x8]
005A4350	FSGSTy::GetMessage	005A6268	EDX	8	0	EBX	CALL dword ptr [EDX + 0x8]
005A4350	FSGSTy::GetMessage	005A6359	EDX	8	0	EBX	CALL dword ptr [EDX + 0x8]
005A4350	FSGSTy::GetMessage	005A64CE	EAX	8	0	EBX	CALL dword ptr [EAX + 0x8]
005A4350	FSGSTy::GetMessage	005A6978	EDX	8	0	EBX	CALL dword ptr [EDX + 0x8]
005A4350	FSGSTy::GetMessage	005A69DB	EAX	8	0	EBX	CALL dword ptr [EAX + 0x8]
005A4350	FSGSTy::GetMessage	005A7ED5	EDX	8	0	EBX	CALL dword ptr [EDX + 0x8]
005AB300	ChooseMapTy::InitChooseMap	005AB7E9	EDX	4	5	ESI	CALL dword ptr [EDX + 0x4]
005AB300	ChooseMapTy::InitChooseMap	005AB835	EDX	4	5	ESI	CALL dword ptr [EDX + 0x4]
005AB300	ChooseMapTy::InitChooseMap	005AB881	EDX	4	5	ESI	CALL dword ptr [EDX + 0x4]
005AD390	ChooseMapTy::NoneChooseMap	005ADBE3	EAX	0	1	ESI	CALL dword ptr [EAX]
005AE840	FUN_005ae840	005AE876	EAX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x18]
005AE840	FUN_005ae840	005AE892	EAX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x18]
005AE840	FUN_005ae840	005AE8B3	EDX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x18]
005AE840	FUN_005ae840	005AE8D5	EDX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x18]
005AE840	FUN_005ae840	005AE902	EDX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x18]
005AE950	FUN_005ae950	005AE985	EAX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x18]
005AE950	FUN_005ae950	005AE9A1	EAX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x18]
005AE950	FUN_005ae950	005AE9C5	EDX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x18]
005AEAB0	ChooseMapTy::CreateCtrls	005AECAA	EAX	8	5	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x8]
005AEAB0	ChooseMapTy::CreateCtrls	005AEEC9	EAX	8	5	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x8]
005AEAB0	ChooseMapTy::CreateCtrls	005AF083	EDI	8	5	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDI + 0x8]
005B0BA0	ChooseMapTy::GetMessage	005B1093	EAX	8	0	EBX	CALL dword ptr [EAX + 0x8]
005B0BA0	ChooseMapTy::GetMessage	005B110C	EDX	8	0	EBX	CALL dword ptr [EDX + 0x8]
005B0BA0	ChooseMapTy::GetMessage	005B13B2	EAX	8	0	EBX	CALL dword ptr [EAX + 0x8]
005B0BA0	ChooseMapTy::GetMessage	005B1635	EDX	8	0	EBX	CALL dword ptr [EDX + 0x8]
005B0BA0	ChooseMapTy::GetMessage	005B17C4	EDX	8	0	EBX	CALL dword ptr [EDX + 0x8]
005B0BA0	ChooseMapTy::GetMessage	005B1864	EDX	8	0	EBX	CALL dword ptr [EDX + 0x8]
005B0BA0	ChooseMapTy::GetMessage	005B1ACD	EAX	8	0	EBX	CALL dword ptr [EAX + 0x8]
005B0BA0	ChooseMapTy::GetMessage	005B1C4E	EAX	0	1	EBX	CALL dword ptr [EAX]
005B0BA0	ChooseMapTy::GetMessage	005B1C85	EAX	0	1	EBX	CALL dword ptr [EAX]
005B0BA0	ChooseMapTy::GetMessage	005B1C9B	EDX	0	1	EBX	CALL dword ptr [EDX]
005B0BA0	ChooseMapTy::GetMessage	005B1CB1	EDX	0	1	EBX	CALL dword ptr [EDX]
005B3D60	MainMenuTy::SetMode	005B3E40	EBX	8	1	EDI	CALL dword ptr [EBX + 0x8]
005B3D60	MainMenuTy::SetMode	005B3E90	EBX	8	1	EDI	CALL dword ptr [EBX + 0x8]
005B3D60	MainMenuTy::SetMode	005B3EE1	EBX	8	1	EDI	CALL dword ptr [EBX + 0x8]
005B3D60	MainMenuTy::SetMode	005B3F31	EBX	8	1	EDI	CALL dword ptr [EBX + 0x8]
005B3D60	MainMenuTy::SetMode	005B3F81	EBX	8	1	EDI	CALL dword ptr [EBX + 0x8]
005B3D60	MainMenuTy::SetMode	005B4138	EBX	8	1	EDI	CALL dword ptr [EBX + 0x8]
005B3D60	MainMenuTy::SetMode	005B4188	EBX	8	1	EDI	CALL dword ptr [EBX + 0x8]
005B3D60	MainMenuTy::SetMode	005B41D8	EBX	8	1	EDI	CALL dword ptr [EBX + 0x8]
005B3D60	MainMenuTy::SetMode	005B4229	EBX	8	1	EDI	CALL dword ptr [EBX + 0x8]
005B3D60	MainMenuTy::SetMode	005B4279	EBX	8	1	EDI	CALL dword ptr [EBX + 0x8]
005B47E0	FUN_005b47e0	005B4823	EAX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x18]
005B4860	FUN_005b4860	005B48A3	EAX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x18]
005B4BB0	MainMenuTy::GetMessage	005B4D9B	EDX	16	2	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x10]
005B4BB0	MainMenuTy::GetMessage	005B4DE9	EDX	8	0	ESI	CALL dword ptr [EDX + 0x8]
005B4BB0	MainMenuTy::GetMessage	005B4EAE	EDX	8	0	ESI	CALL dword ptr [EDX + 0x8]
005B4BB0	MainMenuTy::GetMessage	005B4EC7	EAX	8	0	ESI	CALL dword ptr [EAX + 0x8]
005B5240	MMObjTy::InitSprBut	005B52CB	EDX	4	5	EDI	CALL dword ptr [EDX + 0x4]
005B5240	MMObjTy::InitSprBut	005B5363	EDX	4	5	EDI	CALL dword ptr [EDX + 0x4]
005B5240	MMObjTy::InitSprBut	005B5412	EBX	8	1	EDI	CALL dword ptr [EBX + 0x8]
005B5510	MMObjTy::CreateSprBut	005B55DB	EAX	8	5	DWORD PTR [ECX + 0XC]	CALL dword ptr [EAX + 0x8]
005B7540	MMsgTy::NoneMMsg	005B775C	EDX	24	1	DWORD PTR [EBX + 0XC]	CALL dword ptr [EDX + 0x18]
005B7540	MMsgTy::NoneMMsg	005B77FF	EDI	8	1	ESI	CALL dword ptr [EDI + 0x8]
005B7540	MMsgTy::NoneMMsg	005B78B2	EDX	24	1	DWORD PTR [EBX + 0XC]	CALL dword ptr [EDX + 0x18]
005B7540	MMsgTy::NoneMMsg	005B7BF5	EDX	24	1	EBX	CALL dword ptr [EDX + 0x18]
005B7EF0	MMsgTy::SetMessage	005B7F76	EAX	24	1	DWORD PTR [EBX + 0XC]	CALL dword ptr [EAX + 0x18]
005B7EF0	MMsgTy::SetMessage	005B80B7	ESI	8	1	EDI	CALL dword ptr [ESI + 0x8]
005B7EF0	MMsgTy::SetMessage	005B8102	EAX	8	1	EDI	CALL dword ptr [EAX + 0x8]
005B7EF0	MMsgTy::SetMessage	005B81E6	ESI	8	1	EDI	CALL dword ptr [ESI + 0x8]
005B7EF0	MMsgTy::SetMessage	005B8267	ESI	8	1	EDI	CALL dword ptr [ESI + 0x8]
005B7EF0	MMsgTy::SetMessage	005B82E8	ESI	8	1	EDI	CALL dword ptr [ESI + 0x8]
005B7EF0	MMsgTy::SetMessage	005B836E	ESI	8	1	EDI	CALL dword ptr [ESI + 0x8]
005B7EF0	MMsgTy::SetMessage	005B840A	ESI	8	1	EDI	CALL dword ptr [ESI + 0x8]
005B87D0	MMsgTy::SetPanel	005B88BF	EDI	8	1	ESI	CALL dword ptr [EDI + 0x8]
005B87D0	MMsgTy::SetPanel	005B8913	EDX	8	1	EDI	CALL dword ptr [EDX + 0x8]
005B87D0	MMsgTy::SetPanel	005B89B1	ESI	8	1	DWORD PTR [EAX + 0X30]	CALL dword ptr [ESI + 0x8]
005B87D0	MMsgTy::SetPanel	005B8B12	EAX	24	1	EBX	CALL dword ptr [EAX + 0x18]
005B8C70	MMsgTy::HidePanel	005B8D3A	EDX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x18]
005B9330	MMsgTy::GetMessage	005B9437	EAX	8	0	ESI	CALL dword ptr [EAX + 0x8]
005B9B10	PrividerTy::InitPrivider	005B9CF9	EAX	4	5	EDI	CALL dword ptr [EAX + 0x4]
005B9B10	PrividerTy::InitPrivider	005B9D4F	EAX	4	5	EDI	CALL dword ptr [EAX + 0x4]
005B9B10	PrividerTy::InitPrivider	005B9D9A	EAX	4	5	EDI	CALL dword ptr [EAX + 0x4]
005BAE00	PrividerTy::NonePrivider	005BB64A	EDX	0	1	ESI	CALL dword ptr [EDX]
005BB9F0	FUN_005bb9f0	005BBA24	EDX	24	1	DWORD PTR [EAX + 0XC]	CALL dword ptr [EDX + 0x18]
005BBA40	FUN_005bba40	005BBA71	EDX	24	1	DWORD PTR [EAX + 0XC]	CALL dword ptr [EDX + 0x18]
005BBA90	PrividerTy::CreateCtrls	005BBD37	EAX	8	5	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x8]
005BBA90	PrividerTy::CreateCtrls	005BBDD6	EAX	8	5	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x8]
005BC5E0	PrividerTy::GetMessage	005BCCC8	EDX	0	1	ESI	CALL dword ptr [EDX]
005C00D0	FUN_005c00d0	005C0124	EDX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x18]
005C00D0	FUN_005c00d0	005C0155	EDX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x18]
005C0190	FUN_005c0190	005C01CC	EAX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x18]
005C0190	FUN_005c0190	005C01F8	EAX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x18]
005C0230	FUN_005c0230	005C0511	EDX	8	5	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x8]
005C0980	MReportTy::CreateBut	005C0A49	EAX	8	5	DWORD PTR [ECX + 0XC]	CALL dword ptr [EAX + 0x8]
005C1A90	MReportTy::GetMessage	005C1C06	EAX	0	1	DWORD PTR [0X00802A30]	CALL dword ptr [EAX]
005C1A90	MReportTy::GetMessage	005C1C36	EAX	0	1	DWORD PTR [0X00802A30]	CALL dword ptr [EAX]
005C1A90	MReportTy::GetMessage	005C1D92	EAX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EAX + 0x8]
005C1A90	MReportTy::GetMessage	005C1E3E	EDX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EDX + 0x8]
005C29B0	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_005B6730::FUN_005c29b0	005C3362	EDX	4	5	ESI	CALL dword ptr [EDX + 0x4]
005C29B0	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_005B6730::FUN_005c29b0	005C33B7	EDX	4	5	ESI	CALL dword ptr [EDX + 0x4]
005C29B0	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_005B6730::FUN_005c29b0	005C3401	EDX	4	5	ESI	CALL dword ptr [EDX + 0x4]
005C29B0	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_005B6730::FUN_005c29b0	005C3A99	EAX	24	1	EBX	CALL dword ptr [EAX + 0x18]
005C29B0	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_005B6730::FUN_005c29b0	005C42BF	EDX	0	1		CALL dword ptr [EDX]
005C5130	SettMapTy::NoneSettMap	005C589F	EAX	24	1	ESI	CALL dword ptr [EAX + 0x18]
005C5B60	SettMapTy::CloseButtons	005C5B9D	EAX	28	0	ESI	CALL dword ptr [EAX + 0x1c]
005C5CA0	FUN_005c5ca0	005C5D2D	EAX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x18]
005C5CA0	FUN_005c5ca0	005C5D5E	EAX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x18]
005C5CA0	FUN_005c5ca0	005C5D97	EAX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x18]
005C5CA0	FUN_005c5ca0	005C5DBE	EAX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x18]
005C5CA0	FUN_005c5ca0	005C5DD9	EDX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x18]
005C5CA0	FUN_005c5ca0	005C5E04	EDX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x18]
005C5CA0	FUN_005c5ca0	005C5E2C	EDX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x18]
005C5CA0	FUN_005c5ca0	005C5E33	EDX	44	0	ESI	CALL dword ptr [EDX + 0x2c]
005C5EB0	FUN_005c5eb0	005C5EEF	EAX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x18]
005C5EB0	FUN_005c5eb0	005C5F0E	EAX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x18]
005C5EB0	FUN_005c5eb0	005C5F2E	EAX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x18]
005C5EB0	FUN_005c5eb0	005C5F5B	EAX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x18]
005C5EB0	FUN_005c5eb0	005C5F88	EAX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EAX + 0x18]
005C5EB0	FUN_005c5eb0	005C5FB0	EDX	24	1	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x18]
005C6030	SettMapTy::CreateCtrls	005C6144	EDX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EDX + 0x8]
005C6030	SettMapTy::CreateCtrls	005C64BA	EDX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EDX + 0x8]
005C6030	SettMapTy::CreateCtrls	005C659B	EAX	40	0	EBX	CALL dword ptr [EAX + 0x28]
005C7800	FUN_005c7800	005C784A	EAX	36	0	EBX	CALL dword ptr [EAX + 0x24]
005C7800	FUN_005c7800	005C7F32	EDX	40	0	EBX	CALL dword ptr [EDX + 0x28]
005C7800	FUN_005c7800	005C7FF5	EDX	0	1	DWORD PTR [EBP + -0X8]	CALL dword ptr [EDX]
005C8200	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004EEFB0::FUN_005c8200	005C85F3	EDX	40	0	EBX	CALL dword ptr [EDX + 0x28]
005C8200	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_004EEFB0::FUN_005c8200	005C8678	EDX	40	0	DWORD PTR [EBP + -0X8]	CALL dword ptr [EDX + 0x28]
005C8A40	SettMapTy::GetMessage	005C8AF1	EAX	20	0	EBX	CALL dword ptr [EAX + 0x14]
005C8A40	SettMapTy::GetMessage	005C8B10	EAX	16	1	EBX	CALL dword ptr [EAX + 0x10]
005C8A40	SettMapTy::GetMessage	005C8B1C	EAX	12	0	EBX	CALL dword ptr [EAX + 0xc]
005C8A40	SettMapTy::GetMessage	005C8BE4	EDX	44	0	EBX	CALL dword ptr [EDX + 0x2c]
005C8A40	SettMapTy::GetMessage	005C91B2	EDX	44	0	EBX	CALL dword ptr [EDX + 0x2c]
005C8A40	SettMapTy::GetMessage	005C9679	EAX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EAX + 0x8]
005C8A40	SettMapTy::GetMessage	005C982D	EDX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EDX + 0x8]
005C8A40	SettMapTy::GetMessage	005C999A	EDX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EDX + 0x8]
005C8A40	SettMapTy::GetMessage	005C9A3B	EDX	44	0	EBX	CALL dword ptr [EDX + 0x2c]
005C8A40	SettMapTy::GetMessage	005C9CCB	EDX	36	0	EBX	CALL dword ptr [EDX + 0x24]
005C8A40	SettMapTy::GetMessage	005C9CD7	EAX	32	0	EBX	CALL dword ptr [EAX + 0x20]
005C8A40	SettMapTy::GetMessage	005C9D17	EAX	8	0	EBX	CALL dword ptr [EAX + 0x8]
005C8A40	SettMapTy::GetMessage	005C9D6D	EDX	8	0	EBX	CALL dword ptr [EDX + 0x8]
005C8A40	SettMapTy::GetMessage	005C9E05	EDX	8	0	EBX	CALL dword ptr [EDX + 0x8]
005C8A40	SettMapTy::GetMessage	005C9E66	EDX	8	0	EBX	CALL dword ptr [EDX + 0x8]
005C8A40	SettMapTy::GetMessage	005CA171	EAX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EAX + 0x8]
005CC440	SettMapMTy::CreateCtrls	005CC542	EDX	8	5	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDX + 0x8]
005CC440	SettMapMTy::CreateCtrls	005CC64A	EDI	8	5	DWORD PTR [ESI + 0XC]	CALL dword ptr [EDI + 0x8]
005CCE10	SettMapMTy::SetListCtrls	005CD152	EDX	24	1	DWORD PTR [EDI + 0XC]	CALL dword ptr [EDX + 0x18]
005CD430	SettMapMTy::PrepPlList	005CD7FD	EDX	32	0	EBX	CALL dword ptr [EDX + 0x20]
005CE0E0	SettMapMTy::NoneSettMap	005CE379	EDX	0	1	EBX	CALL dword ptr [EDX]
005CE0E0	SettMapMTy::NoneSettMap	005CE55C	EDX	44	0	EBX	CALL dword ptr [EDX + 0x2c]
005CE0E0	SettMapMTy::NoneSettMap	005CEA4B	EDX	0	1	EBX	CALL dword ptr [EDX]
005CE0E0	SettMapMTy::NoneSettMap	005CEDE7	EDX	0	1	EBX	CALL dword ptr [EDX]
005CE0E0	SettMapMTy::NoneSettMap	005CEE09	EDX	0	1	EBX	CALL dword ptr [EDX]
005CE0E0	SettMapMTy::NoneSettMap	005CEE22	EAX	0	1	EBX	CALL dword ptr [EAX]
005CE0E0	SettMapMTy::NoneSettMap	005CEFD5	EAX	44	0	EBX	CALL dword ptr [EAX + 0x2c]
005CE0E0	SettMapMTy::NoneSettMap	005CF2A6	EAX	44	0	EBX	CALL dword ptr [EAX + 0x2c]
005CE0E0	SettMapMTy::NoneSettMap	005CF38A	EAX	0	1	EBX	CALL dword ptr [EAX]
005CE0E0	SettMapMTy::NoneSettMap	005CF41F	ECX	200	6	DWORD PTR [EAX]	CALL dword ptr [ECX + 0xc8]
005D06C0	SettMapMTy::ChangePlayerCiv	005D079B	EDX	44	0	ESI	CALL dword ptr [EDX + 0x2c]
005D0850	SettMapMTy::ChangePlayerColor	005D0949	EDX	44	0	EBX	CALL dword ptr [EDX + 0x2c]
005D0A20	SettMapMTy::ChangePlayerState	005D0AF0	EDX	44	0	EBX	CALL dword ptr [EDX + 0x2c]
005D0BB0	SettMapMTy::ChangePlayerTeam	005D0C78	EDX	44	0	ESI	CALL dword ptr [EDX + 0x2c]
005D0BB0	SettMapMTy::ChangePlayerTeam	005D0DAD	EAX	44	0	ESI	CALL dword ptr [EAX + 0x2c]
005D0ED0	SettMapMTy::ChangePlayerList	005D1019	EDX	44	0	ESI	CALL dword ptr [EDX + 0x2c]
005D1400	SettMapMTy::GetMessage	005D19DC	EDX	44	0	EBX	CALL dword ptr [EDX + 0x2c]
005D1400	SettMapMTy::GetMessage	005D1FEB	EAX	36	0	EBX	CALL dword ptr [EAX + 0x24]
005D1400	SettMapMTy::GetMessage	005D319F	EDX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EDX + 0x8]
005D1400	SettMapMTy::GetMessage	005D342E	EAX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EAX + 0x8]
005D4850	SettMapMTy::RunGame	005D48D4	EDX	8	0	ESI	CALL dword ptr [EDX + 0x8]
005D4E90	SettMapSTy::SetListCtrls	005D5040	EDX	24	1	DWORD PTR [EDI + 0XC]	CALL dword ptr [EDX + 0x18]
005D5160	SettMapSTy::PrepPlList	005D5431	EDX	32	0	EDI	CALL dword ptr [EDX + 0x20]
005D5560	SettMapSTy::GetMessage	005D56A9	EDX	44	0	EBX	CALL dword ptr [EDX + 0x2c]
005D5560	SettMapSTy::GetMessage	005D574C	EAX	44	0	EBX	CALL dword ptr [EAX + 0x2c]
005D5560	SettMapSTy::GetMessage	005D57EF	EDX	44	0	EBX	CALL dword ptr [EDX + 0x2c]
005D5560	SettMapSTy::GetMessage	005D5CFC	EDX	8	0	EBX	CALL dword ptr [EDX + 0x8]
005D5560	SettMapSTy::GetMessage	005D5DBE	EDX	36	0	EBX	CALL dword ptr [EDX + 0x24]
005D5560	SettMapSTy::GetMessage	005D5E88	EDX	8	0	EBX	CALL dword ptr [EDX + 0x8]
005D5560	SettMapSTy::GetMessage	005D5FF5	EAX	44	0	EBX	CALL dword ptr [EAX + 0x2c]
005D5560	SettMapSTy::GetMessage	005D61B2	EAX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EAX + 0x8]
005D5560	SettMapSTy::GetMessage	005D668D	EDX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EDX + 0x8]
005D5560	SettMapSTy::GetMessage	005D69FA	EDX	44	0	EBX	CALL dword ptr [EDX + 0x2c]
005D7A50	SIDTy::InitSID	005D7AB7	EDX	4	5	EDI	CALL dword ptr [EDX + 0x4]
005D7A50	SIDTy::InitSID	005D7CD7	EAX	4	5	EDI	CALL dword ptr [EAX + 0x4]
005D7A50	SIDTy::InitSID	005D7D34	EDX	4	5	EDI	CALL dword ptr [EDX + 0x4]
005D7A50	SIDTy::InitSID	005D7D93	EAX	4	5	EDI	CALL dword ptr [EAX + 0x4]
005D8450	SIDTy::CreateCtrls	005D874C	EAX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EAX + 0x8]
005D8450	SIDTy::CreateCtrls	005D8812	EAX	8	5	DWORD PTR [EBX + 0XC]	CALL dword ptr [EAX + 0x8]
005D9470	SIDTy::GetMessage	005D9847	EDX	0	1	EBX	CALL dword ptr [EDX]
005DB4F0	StartSystemTy::LoadGraph	005DB7BA	EAX	4	5	EDI	CALL dword ptr [EAX + 0x4]
005DB4F0	StartSystemTy::LoadGraph	005DB803	EAX	4	5	EDI	CALL dword ptr [EAX + 0x4]
005DB4F0	StartSystemTy::LoadGraph	005DB860	EDX	4	5	EDI	CALL dword ptr [EDX + 0x4]
