function_address	function	call_address	table_register	slot_offset	observed_pushes	last_ecx_assignment	instruction
0047DF00	STBoatC::Dismant	0047E796	EAX	216	0	ESI	CALL dword ptr [EAX + 0xd8]
0047DF00	STBoatC::Dismant	0047ED64	EAX	16	6	ESI	CALL dword ptr [EAX + 0x10]
0047DF00	STBoatC::Dismant	0047F104	EAX	216	0	ESI	CALL dword ptr [EAX + 0xd8]
0047DF00	STBoatC::Dismant	0047F19E	EDX	216	0	ESI	CALL dword ptr [EDX + 0xd8]
0047DF00	STBoatC::Dismant	0047F1BA	EAX	216	0	ESI	CALL dword ptr [EAX + 0xd8]
0047DF00	STBoatC::Dismant	0047F365	EDX	44	0	DWORD PTR [EBP + 0X8]	CALL dword ptr [EDX + 0x2c]
0047FAD0	STBoatC::BackDismant	0047FBF7	EDX	216	0	ESI	CALL dword ptr [EDX + 0xd8]
0047FAD0	STBoatC::BackDismant	0047FCEE	EAX	216	0	ESI	CALL dword ptr [EAX + 0xd8]
0047FE10	STBoatC::Scout	0047FFC5	EDX	32	0	ESI	CALL dword ptr [EDX + 0x20]
0047FE10	STBoatC::Scout	00480019	EAX	216	0	ESI	CALL dword ptr [EAX + 0xd8]
004803D0	FUN_004803d0	004804A6	EDX	216	0	ESI	CALL dword ptr [EDX + 0xd8]
00480600	FUN_00480600	0048097D	EDX	0	0	EDI	CALL dword ptr [EDX]
00480600	FUN_00480600	00480B7C	EAX	0	0	EDI	CALL dword ptr [EAX]
00480600	FUN_00480600	00480C4F	EAX	0	0	EDI	CALL dword ptr [EAX]
00482A00	STBoatC::ChangeActivity	00482BE8	EDX	144	2	EDI	CALL dword ptr [EDX + 0x90]
00482DB0	FUN_00482db0	00482FAD	EDX	248	0	EDI	CALL dword ptr [EDX + 0xf8]
00482DB0	FUN_00482db0	00482FC8	EAX	244	1	EDI	CALL dword ptr [EAX + 0xf4]
00483300	FUN_00483300	004833C6	EDX	248	0	EDI	CALL dword ptr [EDX + 0xf8]
00483300	FUN_00483300	004833D8	EAX	240	0	EDI	CALL dword ptr [EAX + 0xf0]
00483300	FUN_00483300	004833EE	EDX	244	1	EDI	CALL dword ptr [EDX + 0xf4]
00483300	FUN_00483300	00483447	EAX	16	6	ESI	CALL dword ptr [EAX + 0x10]
004836C0	FUN_004836c0	004837C8	EDX	16	6		CALL dword ptr [EDX + 0x10]
00484020	FUN_00484020	00484336	EAX	16	6	ESI	CALL dword ptr [EAX + 0x10]
004845E0	FUN_004845e0	0048481E	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004845E0	FUN_004845e0	0048482E	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004845E0	FUN_004845e0	00484867	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004845E0	FUN_004845e0	00484873	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004845E0	FUN_004845e0	00484B7A	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004845E0	FUN_004845e0	00484B86	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004845E0	FUN_004845e0	00484B92	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004845E0	FUN_004845e0	00484B9E	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004845E0	FUN_004845e0	00484BD2	EDX	136	1	EDI	CALL dword ptr [EDX + 0x88]
004845E0	FUN_004845e0	00484C37	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004845E0	FUN_004845e0	00484C43	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004845E0	FUN_004845e0	00484D19	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004845E0	FUN_004845e0	00484EB2	EAX	288	0	EDI	CALL dword ptr [EAX + 0x120]
004845E0	FUN_004845e0	00484ED6	EDX	188	0	EDI	CALL dword ptr [EDX + 0xbc]
004845E0	FUN_004845e0	00484F36	EAX	124	0	EDI	CALL dword ptr [EAX + 0x7c]
004845E0	FUN_004845e0	0048500E	EDX	188	0	EDI	CALL dword ptr [EDX + 0xbc]
004845E0	FUN_004845e0	004850A5	EAX	264	1	EDI	CALL dword ptr [EAX + 0x108]
004845E0	FUN_004845e0	0048511F	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004845E0	FUN_004845e0	0048519C	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004845E0	FUN_004845e0	004851A8	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004845E0	FUN_004845e0	004852EB	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004845E0	FUN_004845e0	004852F7	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004845E0	FUN_004845e0	0048556C	EDX	236	0	EDI	CALL dword ptr [EDX + 0xec]
004845E0	FUN_004845e0	00485625	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004845E0	FUN_004845e0	00485648	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004845E0	FUN_004845e0	0048568D	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004845E0	FUN_004845e0	00485699	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004845E0	FUN_004845e0	004856C9	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004845E0	FUN_004845e0	004856D5	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004845E0	FUN_004845e0	00485881	EAX	236	0	EDI	CALL dword ptr [EAX + 0xec]
004845E0	FUN_004845e0	004859E9	EAX	236	0	EDI	CALL dword ptr [EAX + 0xec]
004845E0	FUN_004845e0	00485A14	EDX	236	0	EDI	CALL dword ptr [EDX + 0xec]
004845E0	FUN_004845e0	00485A46	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004845E0	FUN_004845e0	00485A52	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004845E0	FUN_004845e0	00485B47	EDX	236	0	EDI	CALL dword ptr [EDX + 0xec]
004845E0	FUN_004845e0	00485B78	EAX	236	0	EDI	CALL dword ptr [EAX + 0xec]
004845E0	FUN_004845e0	00485C92	EDX	236	0	EDI	CALL dword ptr [EDX + 0xec]
004845E0	FUN_004845e0	00485D6C	EDX	236	0	EDI	CALL dword ptr [EDX + 0xec]
004845E0	FUN_004845e0	00485E18	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004845E0	FUN_004845e0	00485F3D	EAX	236	0	EDI	CALL dword ptr [EAX + 0xec]
004845E0	FUN_004845e0	00485F6E	EDX	236	0	EDI	CALL dword ptr [EDX + 0xec]
004845E0	FUN_004845e0	00486052	EDX	188	0		CALL dword ptr [EDX + 0xbc]
004845E0	FUN_004845e0	0048606E	EAX	236	0	EDI	CALL dword ptr [EAX + 0xec]
004845E0	FUN_004845e0	0048608A	EDX	188	0		CALL dword ptr [EDX + 0xbc]
004845E0	FUN_004845e0	0048609D	EAX	124	0	EDI	CALL dword ptr [EAX + 0x7c]
004845E0	FUN_004845e0	004860BA	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004845E0	FUN_004845e0	004860CA	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004845E0	FUN_004845e0	004860DA	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004845E0	FUN_004845e0	004860EA	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004845E0	FUN_004845e0	004860FA	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004845E0	FUN_004845e0	00486106	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004845E0	FUN_004845e0	00486221	EDX	136	1	EDI	CALL dword ptr [EDX + 0x88]
00486B60	FUN_00486b60	00486B73	EAX	8	4		CALL dword ptr [EAX + 0x8]
00486B60	FUN_00486b60	00486BA1	EDX	124	0	EDI	CALL dword ptr [EDX + 0x7c]
00486B60	FUN_00486b60	00486BAB	EAX	196	0	EDI	CALL dword ptr [EAX + 0xc4]
00486B60	FUN_00486b60	00486C4A	EDX	44	0		CALL dword ptr [EDX + 0x2c]
00486B60	FUN_00486b60	00486C6C	EDX	124	0		CALL dword ptr [EDX + 0x7c]
00486B60	FUN_00486b60	00486C79	EAX	12	0		CALL dword ptr [EAX + 0xc]
00486B60	FUN_00486b60	00486C84	EDX	124	0	DWORD PTR [EBP + -0X8]	CALL dword ptr [EDX + 0x7c]
00486B60	FUN_00486b60	00486CA9	EDX	124	0	DWORD PTR [EBP + -0X8]	CALL dword ptr [EDX + 0x7c]
00486E20	FUN_00486e20	00486E71	EDX	8	0	EBX	CALL dword ptr [EDX + 0x8]
004899A0	STBoatC::GetDefenceTarget	00489A10	EDX	248	0	EAX	CALL dword ptr [EDX + 0xf8]
004899A0	STBoatC::GetDefenceTarget	00489A20	EAX	240	0	DWORD PTR [EBP + -0X4]	CALL dword ptr [EAX + 0xf0]
004899A0	STBoatC::GetDefenceTarget	00489A34	EDX	244	1	DWORD PTR [EBP + -0X4]	CALL dword ptr [EDX + 0xf4]
004899A0	STBoatC::GetDefenceTarget	00489B73	EAX	248	0	DWORD PTR [EBP + -0X4]	CALL dword ptr [EAX + 0xf8]
004899A0	STBoatC::GetDefenceTarget	00489B86	EDX	240	0	DWORD PTR [EBP + -0X4]	CALL dword ptr [EDX + 0xf0]
004899A0	STBoatC::GetDefenceTarget	00489B9D	EAX	244	1	DWORD PTR [EBP + -0X4]	CALL dword ptr [EAX + 0xf4]
004899A0	STBoatC::GetDefenceTarget	00489BB0	EAX	252	0	DWORD PTR [EBP + -0X4]	CALL dword ptr [EAX + 0xfc]
004899A0	STBoatC::GetDefenceTarget	00489BDE	EDX	124	0	DWORD PTR [EBP + -0X4]	CALL dword ptr [EDX + 0x7c]
004899A0	STBoatC::GetDefenceTarget	00489CBA	EAX	16	6	ESI	CALL dword ptr [EAX + 0x10]
004899A0	STBoatC::GetDefenceTarget	00489E5B	EDX	288	0	EAX	CALL dword ptr [EDX + 0x120]
004899A0	STBoatC::GetDefenceTarget	00489F91	EDX	248	0	DWORD PTR [EBP + -0X4]	CALL dword ptr [EDX + 0xf8]
004899A0	STBoatC::GetDefenceTarget	00489FA4	EAX	240	0	DWORD PTR [EBP + -0X4]	CALL dword ptr [EAX + 0xf0]
004899A0	STBoatC::GetDefenceTarget	00489FBB	EDX	244	1	DWORD PTR [EBP + -0X4]	CALL dword ptr [EDX + 0xf4]
004899A0	STBoatC::GetDefenceTarget	0048A04A	EAX	16	6	ESI	CALL dword ptr [EAX + 0x10]
004899A0	STBoatC::GetDefenceTarget	0048A1A1	EDX	252	0	DWORD PTR [EBP + -0X4]	CALL dword ptr [EDX + 0xfc]
004899A0	STBoatC::GetDefenceTarget	0048A1CF	EAX	124	0	DWORD PTR [EBP + -0X4]	CALL dword ptr [EAX + 0x7c]
004899A0	STBoatC::GetDefenceTarget	0048A288	EDX	288	0	EAX	CALL dword ptr [EDX + 0x120]
0048CEA0	STBoatC::_CheckDefenceShots	0048CF62	EAX	248	0	ESI	CALL dword ptr [EAX + 0xf8]
0048CEA0	STBoatC::_CheckDefenceShots	0048CF75	EDX	240	0	ESI	CALL dword ptr [EDX + 0xf0]
0048CEA0	STBoatC::_CheckDefenceShots	0048CF88	EAX	244	1	ESI	CALL dword ptr [EAX + 0xf4]
0048DFD0	SubmarineTitans::Recovered::HiddenThis::AnonReceiver_0048DFD0::FUN_0048dfd0	0048EC3E	EAX	16	6	DWORD PTR [EBP + -0X28]	CALL dword ptr [EAX + 0x10]
00491070	STBoatC::ReleaseLoad	0049111A	EAX	172	1	ESI	CALL dword ptr [EAX + 0xac]
00491600	FUN_00491600	00491617	EAX	256	3	ESI	CALL dword ptr [EAX + 0x100]
00491600	FUN_00491600	004916CB	EDX	0	1	DWORD PTR [0X008117BC]	CALL dword ptr [EDX]
00491720	FUN_00491720	004917AA	EDX	0	1	DWORD PTR [0X008117BC]	CALL dword ptr [EDX]
00491720	FUN_00491720	00491880	EDX	256	1	ESI	CALL dword ptr [EDX + 0x100]
00491720	FUN_00491720	0049188F	EAX	260	1	ESI	CALL dword ptr [EAX + 0x104]
00492080	STBoatC::NotReadyForLoading	0049211B	EDX	172	3	DWORD PTR [EBP + -0X10]	CALL dword ptr [EDX + 0xac]
00492390	STBoatC::sub_00492390	004923F3	EAX	156	0	DWORD PTR [EBP + -0X4]	CALL dword ptr [EAX + 0x9c]
00492420	STBoatC::sub_00492420	00492468	EDX	160	1	DWORD PTR [EBP + -0X4]	CALL dword ptr [EDX + 0xa0]
00492B20	FUN_00492b20	00492B70	EAX	264	1	ESI	CALL dword ptr [EAX + 0x108]
00492FC0	FUN_00492fc0	0049300D	EAX	264	1	ESI	CALL dword ptr [EAX + 0x108]
00493110	FUN_00493110	00493137	EDX	44	0	DWORD PTR [EBP + 0X8]	CALL dword ptr [EDX + 0x2c]
00493110	FUN_00493110	004931A6	EAX	180	0	ESI	CALL dword ptr [EAX + 0xb4]
004934B0	FUN_004934b0	00493528	EDX	248	0		CALL dword ptr [EDX + 0xf8]
00493BC0	FUN_00493bc0	00493C59	EAX	248	0	ESI	CALL dword ptr [EAX + 0xf8]
00493D10	FUN_00493d10	00493D31	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493D42	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493D53	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493D64	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493D75	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493D86	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493D97	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493DA8	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493DB9	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493DCA	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493DDB	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493DEC	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493DFD	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493E0E	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493E1F	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493E30	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493E41	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493E52	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493E63	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493E74	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493E85	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493E96	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493EA7	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493EB8	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493EC9	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493EDA	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493EEB	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493EFC	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493F0D	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493F1E	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493F2F	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493F40	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493F51	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493F62	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493F73	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493F84	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493F95	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493FA6	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493FB7	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493FC8	EDX	144	2		CALL dword ptr [EDX + 0x90]
00493D10	FUN_00493d10	00493FD6	EDX	144	2		CALL dword ptr [EDX + 0x90]
00494160	FUN_00494160	004941BC	EAX	144	2	EBX	CALL dword ptr [EAX + 0x90]
00494160	FUN_00494160	004941DE	EDX	144	2	EBX	CALL dword ptr [EDX + 0x90]
00494160	FUN_00494160	004944A3	EDX	144	2	EBX	CALL dword ptr [EDX + 0x90]
00494160	FUN_00494160	004944C7	EAX	144	2	EBX	CALL dword ptr [EAX + 0x90]
00497E00	STGroupBoatC::GetMessage	00497F44	EDX	4	1	EBX	CALL dword ptr [EDX + 0x4]
00497E00	STGroupBoatC::GetMessage	0049887A	EAX	24	4		CALL dword ptr [EAX + 0x18]
00499DE0	STGroupBoatC::DistributeTargets	00499ECC	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
00499DE0	STGroupBoatC::DistributeTargets	00499F14	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
00499DE0	STGroupBoatC::DistributeTargets	0049A010	EDX	44	0	EBX	CALL dword ptr [EDX + 0x2c]
00499DE0	STGroupBoatC::DistributeTargets	0049A1FD	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
00499DE0	STGroupBoatC::DistributeTargets	0049A21B	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
0049AAF0	STGroupBoatC::GrpAttack	0049AC4D	EDX	248	0	ESI	CALL dword ptr [EDX + 0xf8]
0049AAF0	STGroupBoatC::GrpAttack	0049AC64	EAX	244	1	ESI	CALL dword ptr [EAX + 0xf4]
0049AAF0	STGroupBoatC::GrpAttack	0049AEEC	EAX	248	0	EDI	CALL dword ptr [EAX + 0xf8]
0049AAF0	STGroupBoatC::GrpAttack	0049AF03	EDX	244	1	EDI	CALL dword ptr [EDX + 0xf4]
0049AAF0	STGroupBoatC::GrpAttack	0049B092	EAX	248	0	ESI	CALL dword ptr [EAX + 0xf8]
0049AAF0	STGroupBoatC::GrpAttack	0049B0A6	EDX	244	1	ESI	CALL dword ptr [EDX + 0xf4]
0049C210	STGroupBoatC::GrpLoadRC	0049C36B	EAX	44	0	ESI	CALL dword ptr [EAX + 0x2c]
0049C210	STGroupBoatC::GrpLoadRC	0049C39C	EDX	136	1	ESI	CALL dword ptr [EDX + 0x88]
0049C210	STGroupBoatC::GrpLoadRC	0049C4C7	EDX	136	1	EAX	CALL dword ptr [EDX + 0x88]
0049C210	STGroupBoatC::GrpLoadRC	0049C59C	EDX	44	0	EAX	CALL dword ptr [EDX + 0x2c]
0049C210	STGroupBoatC::GrpLoadRC	0049C96A	EAX	136	1		CALL dword ptr [EAX + 0x88]
0049CD30	STGroupBoatC::GrpBuild	0049CE8B	EDX	44	0	ESI	CALL dword ptr [EDX + 0x2c]
0049CD30	STGroupBoatC::GrpBuild	0049CE97	EAX	44	0	ESI	CALL dword ptr [EAX + 0x2c]
0049CD30	STGroupBoatC::GrpBuild	0049CEA3	EDX	44	0	ESI	CALL dword ptr [EDX + 0x2c]
0049CD30	STGroupBoatC::GrpBuild	0049D05E	EAX	44	0	ESI	CALL dword ptr [EAX + 0x2c]
0049CD30	STGroupBoatC::GrpBuild	0049D06A	EDX	44	0	ESI	CALL dword ptr [EDX + 0x2c]
0049CD30	STGroupBoatC::GrpBuild	0049D076	EAX	44	0	ESI	CALL dword ptr [EAX + 0x2c]
0049D230	STGroupBoatC::GrpUnLoadRC	0049D345	EDX	44	0	ESI	CALL dword ptr [EDX + 0x2c]
0049D230	STGroupBoatC::GrpUnLoadRC	0049D351	EAX	44	0	ESI	CALL dword ptr [EAX + 0x2c]
0049D230	STGroupBoatC::GrpUnLoadRC	0049D35D	EDX	44	0	ESI	CALL dword ptr [EDX + 0x2c]
0049D230	STGroupBoatC::GrpUnLoadRC	0049D4B4	EAX	44	0	ESI	CALL dword ptr [EAX + 0x2c]
0049D230	STGroupBoatC::GrpUnLoadRC	0049D4C0	EDX	44	0	ESI	CALL dword ptr [EDX + 0x2c]
0049D230	STGroupBoatC::GrpUnLoadRC	0049D532	EAX	44	0	ESI	CALL dword ptr [EAX + 0x2c]
0049D230	STGroupBoatC::GrpUnLoadRC	0049D53E	EDX	44	0	ESI	CALL dword ptr [EDX + 0x2c]
0049D230	STGroupBoatC::GrpUnLoadRC	0049D54A	EAX	44	0	ESI	CALL dword ptr [EAX + 0x2c]
0049D750	STGroupBoatC::GrpRepare	0049D864	EDX	44	0	EAX	CALL dword ptr [EDX + 0x2c]
0049DFA0	STGroupBoatC::GrpLoadObj	0049E0E5	EDX	248	0	EAX	CALL dword ptr [EDX + 0xf8]
0049DFA0	STGroupBoatC::GrpLoadObj	0049E108	EAX	44	0	DWORD PTR [EBP + -0X4]	CALL dword ptr [EAX + 0x2c]
0049DFA0	STGroupBoatC::GrpLoadObj	0049E2ED	EDX	248	0	EAX	CALL dword ptr [EDX + 0xf8]
0049DFA0	STGroupBoatC::GrpLoadObj	0049E2FC	EAX	44	0	DWORD PTR [EBP + -0X4]	CALL dword ptr [EAX + 0x2c]
0049E510	STGroupBoatC::GrpUnLoadObj	0049E62C	EAX	248	0	EDI	CALL dword ptr [EAX + 0xf8]
0049E510	STGroupBoatC::GrpUnLoadObj	0049E63E	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
0049E510	STGroupBoatC::GrpUnLoadObj	0049E836	EDX	248	0	EDI	CALL dword ptr [EDX + 0xf8]
0049E510	STGroupBoatC::GrpUnLoadObj	0049E844	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
0049F100	STGroupBoatC::Capture	0049F22D	EAX	44	0	ESI	CALL dword ptr [EAX + 0x2c]
0049F100	STGroupBoatC::Capture	0049F239	EDX	44	0	ESI	CALL dword ptr [EDX + 0x2c]
0049F100	STGroupBoatC::Capture	0049F245	EAX	44	0	ESI	CALL dword ptr [EAX + 0x2c]
0049F100	STGroupBoatC::Capture	0049F33B	EDX	264	1	EAX	CALL dword ptr [EDX + 0x108]
0049FBF0	STGroupBoatC::Bring	0049FD09	EDX	44	0	ESI	CALL dword ptr [EDX + 0x2c]
0049FBF0	STGroupBoatC::Bring	0049FD15	EAX	44	0	ESI	CALL dword ptr [EAX + 0x2c]
0049FBF0	STGroupBoatC::Bring	0049FD21	EDX	44	0	ESI	CALL dword ptr [EDX + 0x2c]
004A0040	STGroupBoatC::GrpDismant	004A0251	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004A0040	STGroupBoatC::GrpDismant	004A025D	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004A0040	STGroupBoatC::GrpDismant	004A0269	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004A0040	STGroupBoatC::GrpDismant	004A039D	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004A0040	STGroupBoatC::GrpDismant	004A03A9	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004A0040	STGroupBoatC::GrpDismant	004A03B5	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004A0990	STGroupBoatC::GrpRepSub	004A0AD5	EDX	248	0	EAX	CALL dword ptr [EDX + 0xf8]
004A0990	STGroupBoatC::GrpRepSub	004A0AF8	EAX	44	0	DWORD PTR [EBP + -0X4]	CALL dword ptr [EAX + 0x2c]
004A0990	STGroupBoatC::GrpRepSub	004A0CD8	EDX	248	0	EAX	CALL dword ptr [EDX + 0xf8]
004A0990	STGroupBoatC::GrpRepSub	004A0CE7	EAX	44	0	DWORD PTR [EBP + -0X4]	CALL dword ptr [EAX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A157C	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A1588	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A1594	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A166D	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A1679	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A1685	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A1813	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A181F	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A182B	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A18EC	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A18F8	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A1904	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A1A12	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A1A1E	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A1A2A	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A1AE9	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A1AF5	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A1B01	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A1DD5	EDX	248	0	EDI	CALL dword ptr [EDX + 0xf8]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A1DF6	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A1FCC	EAX	248	0	EDI	CALL dword ptr [EAX + 0xf8]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A1FDE	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A2638	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A2644	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A2650	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A2812	EDX	44	0	EDI	CALL dword ptr [EDX + 0x2c]
004A0FA0	STGroupBoatC::RechargeNewCmd	004A281E	EAX	44	0	EDI	CALL dword ptr [EAX + 0x2c]
