source_target	destination_target	site
00516A40|parameter|Stack[0x4]:4	004E5F90|parameter|Stack[0x8]:4	00516A40 C call -> FUN_004e5f90
00516A40|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00516A40 C call -> ccFntTy::SetSurf
00516A40|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00516A40 C call -> ccFntTy::SetSurf
00516A40|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00516A40 C call -> ccFntTy::SetSurf
00516A40|local|Stack[-0x8]:4	006B5440|parameter|Stack[0x10]:4	00516A40 C call -> FUN_006b5440
00516A40|local|Stack[-0x40]:4	006B5440|parameter|Stack[0x14]:4	00516A40 C call -> FUN_006b5440
00516A40|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00516A40 C call -> ccFntTy::SetSurf
00516A40|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00516A40 C call -> ccFntTy::SetSurf
00516A40|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00516A40 C call -> ccFntTy::SetSurf
00516A40|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00516A40 C call -> ccFntTy::SetSurf
00516A40|local|Stack[-0x18]:4	004E6E10|parameter|Stack[0x4]:4	00516A40 C call -> FUN_004e6e10
00516A40|parameter|Stack[0x4]:4	004E6E10|parameter|Stack[0x8]:4	00516A40 C call -> FUN_004e6e10
00516A40|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00516A40 C call -> ccFntTy::SetSurf
00516A40|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00516A40 C call -> ccFntTy::SetSurf
00516A40|local|Stack[-0x10]:4	00523410|parameter|Stack[0x4]:4	00516A40 C call -> FUN_00523410
00516A40|local|Stack[-0xc]:4	00523410|parameter|Stack[0x8]:1	00516A40 C call -> FUN_00523410
00516A40|local|Stack[-0x10]:4	00526BA0|parameter|Stack[0x4]:4	00516A40 C call -> FUN_00526ba0
00516A40|local|Stack[-0xc]:4	00526BA0|parameter|Stack[0x8]:1	00516A40 C call -> FUN_00526ba0
00516A40|local|Stack[-0x8]:4	00540760|parameter|Stack[0xc]:4	00516A40 C call -> DibPut
00516A40|local|Stack[-0x3c]:4	00540760|parameter|Stack[0x14]:4	00516A40 C call -> DibPut
00516A40|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00516A40 C call -> ccFntTy::SetSurf
00516A40|local|Stack[-0x14]:4	00523410|parameter|Stack[0x4]:4	00516A40 C call -> FUN_00523410
00516A40|local|Stack[-0xc]:4	00523410|parameter|Stack[0x8]:1	00516A40 C call -> FUN_00523410
00516A40|local|Stack[-0x14]:4	00526BA0|parameter|Stack[0x4]:4	00516A40 C call -> FUN_00526ba0
00516A40|local|Stack[-0xc]:4	00526BA0|parameter|Stack[0x8]:1	00516A40 C call -> FUN_00526ba0
00516A40|local|Stack[-0x8]:4	00540760|parameter|Stack[0xc]:4	00516A40 C call -> DibPut
00516A40|local|Stack[-0x3c]:4	00540760|parameter|Stack[0x14]:4	00516A40 C call -> DibPut
00516A40|parameter|Stack[0x8]:1	00528A30|parameter|Stack[0x8]:1	00516A40 C call -> FUN_00528a30
00516A40|parameter|Stack[0x4]:4	00515E30|parameter|Stack[0xc]:4	00516A40 C call -> HelpPanelTy::AddLinks
00516A40|local|Stack[-0x38]:4	00515E30|parameter|Stack[0x10]:4	00516A40 C call -> HelpPanelTy::AddLinks
00517A50|local|Stack[-0x7c]:1	0072D7F0|parameter|Stack[0x4]:4	00517A50 C call -> Library::MSVCRT::__setjmp3
00517A50|parameter|Stack[0x4]:4	005293F0|parameter|Stack[0x4]:4	00517A50 C call -> FUN_005293f0
00517A50|parameter|Stack[0x8]:4	00515310|parameter|Stack[0x8]:4	00517A50 C call -> HelpPanelTy::DrawTitle
00517A50|parameter|Stack[0x4]:4	00515650|parameter|Stack[0x8]:4	00517A50 C call -> HelpPanelTy::DrawObj
00517A50|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00517A50 C call -> ccFntTy::SetSurf
00517A50|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00517A50 C call -> ccFntTy::SetSurf
00517A50|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00517A50 C call -> ccFntTy::SetSurf
00517A50|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00517A50 C call -> ccFntTy::SetSurf
00517A50|local|Stack[-0x8]:4	00540760|parameter|Stack[0xc]:4	00517A50 C call -> DibPut
00517A50|local|Stack[-0x10]:4	00540760|parameter|Stack[0x14]:4	00517A50 C call -> DibPut
00517A50|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00517A50 C call -> ccFntTy::SetSurf
00517A50|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00517A50 C call -> ccFntTy::SetSurf
00517A50|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00517A50 C call -> ccFntTy::SetSurf
00517A50|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00517A50 C call -> ccFntTy::SetSurf
00517A50|local|Stack[-0x8]:4	00540760|parameter|Stack[0xc]:4	00517A50 C call -> DibPut
00517A50|local|Stack[-0x8]:4	00540760|parameter|Stack[0xc]:4	00517A50 C call -> DibPut
00517A50|local|Stack[-0x10]:4	00540760|parameter|Stack[0x14]:4	00517A50 C call -> DibPut
00517A50|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00517A50 C call -> ccFntTy::SetSurf
00517A50|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00517A50 C call -> ccFntTy::SetSurf
00517A50|local|Stack[-0x8]:4	00540760|parameter|Stack[0xc]:4	00517A50 C call -> DibPut
00517A50|local|Stack[-0x10]:4	00540760|parameter|Stack[0x14]:4	00517A50 C call -> DibPut
00517A50|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00517A50 C call -> ccFntTy::SetSurf
00517A50|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00517A50 C call -> ccFntTy::SetSurf
00517A50|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00517A50 C call -> ccFntTy::SetSurf
00517A50|local|Stack[-0x8]:4	00511AB0|parameter|Stack[0x4]:4	00517A50 C call -> HelpPanelTy::CheckBkView
00517A50|local|EAX:4	00511AB0|parameter|Stack[0x8]:2	00517A50 C call -> HelpPanelTy::CheckBkView
00517A50|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00517A50 C call -> ccFntTy::SetSurf
00517A50|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00517A50 C call -> ccFntTy::SetSurf
00517A50|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00517A50 C call -> ccFntTy::SetSurf
00517A50|local|Stack[-0x8]:4	00511AB0|parameter|Stack[0x4]:4	00517A50 C call -> HelpPanelTy::CheckBkView
00517A50|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00517A50 C call -> ccFntTy::SetSurf
00517A50|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00517A50 C call -> ccFntTy::SetSurf
00517A50|local|Stack[-0x8]:4	00511AB0|parameter|Stack[0x4]:4	00517A50 C call -> HelpPanelTy::CheckBkView
00517A50|local|Stack[-0x8]:4	00540760|parameter|Stack[0xc]:4	00517A50 C call -> DibPut
00517A50|local|Stack[-0x8]:4	00540760|parameter|Stack[0xc]:4	00517A50 C call -> DibPut
00517A50|local|Stack[-0x8]:4	00511AB0|parameter|Stack[0x4]:4	00517A50 C call -> HelpPanelTy::CheckBkView
00517A50|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00517A50 C call -> ccFntTy::SetSurf
00517A50|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00517A50 C call -> ccFntTy::SetSurf
00517A50|local|Stack[-0x8]:4	00511AB0|parameter|Stack[0x4]:4	00517A50 C call -> HelpPanelTy::CheckBkView
00517A50|local|Stack[-0x8]:4	00540760|parameter|Stack[0xc]:4	00517A50 C call -> DibPut
00517A50|local|Stack[-0x10]:4	00540760|parameter|Stack[0x14]:4	00517A50 C call -> DibPut
00517A50|parameter|Stack[0x4]:4	00515E30|parameter|Stack[0xc]:4	00517A50 C call -> HelpPanelTy::AddLinks
00517A50|parameter|Stack[0x8]:4	00515E30|parameter|Stack[0x10]:4	00517A50 C call -> HelpPanelTy::AddLinks
00518C20|parameter|Stack[0x4]:4	004E8030|parameter|Stack[0x4]:4	00518C20 C call -> FUN_004e8030
00518C20|parameter|Stack[0x4]:4	00523410|parameter|Stack[0x4]:4	00518C20 C call -> FUN_00523410
00518C20|local|Stack[-0x1c]:4	00515310|parameter|Stack[0x8]:4	00518C20 C call -> HelpPanelTy::DrawTitle
00518C20|parameter|Stack[0x4]:4	00515650|parameter|Stack[0x8]:4	00518C20 C call -> HelpPanelTy::DrawObj
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0xc]:4	006B0140|parameter|Stack[0x4]:4	00518C20 C call -> LoadResourceString
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	006B5440|parameter|Stack[0x10]:4	00518C20 C call -> FUN_006b5440
00518C20|local|Stack[-0x8]:4	006B5440|parameter|Stack[0x10]:4	00518C20 C call -> FUN_006b5440
00518C20|local|Stack[-0x14]:4	006B5440|parameter|Stack[0x14]:4	00518C20 C call -> FUN_006b5440
00518C20|local|Stack[-0x8]:4	006B5440|parameter|Stack[0x10]:4	00518C20 C call -> FUN_006b5440
00518C20|local|Stack[-0x14]:4	006B5440|parameter|Stack[0x14]:4	00518C20 C call -> FUN_006b5440
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	00540760|parameter|Stack[0xc]:4	00518C20 C call -> DibPut
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0xc]:4	006B0140|parameter|Stack[0x4]:4	00518C20 C call -> LoadResourceString
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0xc]:4	006B0140|parameter|Stack[0x4]:4	00518C20 C call -> LoadResourceString
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	00518C20 C call -> ccFntTy::SetSurf
00518C20|local|Stack[-0x8]:4	006B5440|parameter|Stack[0x10]:4	00518C20 C call -> FUN_006b5440
00518C20|parameter|Stack[0x4]:4	00523410|parameter|Stack[0x4]:4	00518C20 C call -> FUN_00523410
00518C20|parameter|Stack[0x4]:4	00515E30|parameter|Stack[0xc]:4	00518C20 C call -> HelpPanelTy::AddLinks
0051A100|parameter|Stack[0x4]:4	00523410|parameter|Stack[0x4]:4	0051A100 C call -> FUN_00523410
0051A100|parameter|Stack[0x8]:4	00515310|parameter|Stack[0x8]:4	0051A100 C call -> HelpPanelTy::DrawTitle
0051A100|parameter|Stack[0x4]:4	00515650|parameter|Stack[0x8]:4	0051A100 C call -> HelpPanelTy::DrawObj
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	006B5440|parameter|Stack[0x10]:4	0051A100 C call -> FUN_006b5440
0051A100|local|Stack[-0x8]:4	006B5440|parameter|Stack[0x10]:4	0051A100 C call -> FUN_006b5440
0051A100|local|Stack[-0x8]:4	006B5440|parameter|Stack[0x10]:4	0051A100 C call -> FUN_006b5440
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	00540760|parameter|Stack[0xc]:4	0051A100 C call -> DibPut
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x10]:4	006B0140|parameter|Stack[0x4]:4	0051A100 C call -> LoadResourceString
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	006B5440|parameter|Stack[0x10]:4	0051A100 C call -> FUN_006b5440
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051A100 C call -> ccFntTy::SetSurf
0051A100|local|Stack[-0x10]:4	006B0140|parameter|Stack[0x4]:4	0051A100 C call -> LoadResourceString
0051A100|parameter|Stack[0x4]:4	00523410|parameter|Stack[0x4]:4	0051A100 C call -> FUN_00523410
0051A100|parameter|Stack[0x4]:4	00515E30|parameter|Stack[0xc]:4	0051A100 C call -> HelpPanelTy::AddLinks
0051A100|parameter|Stack[0x8]:4	00515E30|parameter|Stack[0x10]:4	0051A100 C call -> HelpPanelTy::AddLinks
0051B5A0|parameter|Stack[0x8]:4	00515310|parameter|Stack[0x8]:4	0051B5A0 C call -> HelpPanelTy::DrawTitle
0051B5A0|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051B5A0 C call -> ccFntTy::SetSurf
0051B5A0|parameter|Stack[0x4]:4	006460C0|parameter|Stack[0x4]:4	0051B5A0 C call -> FUN_006460c0
0051B5A0|parameter|Stack[0x4]:4	00646110|parameter|Stack[0x4]:4	0051B5A0 C call -> FUN_00646110
0051B5A0|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051B5A0 C call -> ccFntTy::SetSurf
0051B5A0|parameter|Stack[0x4]:4	006460C0|parameter|Stack[0x4]:4	0051B5A0 C call -> FUN_006460c0
0051B5A0|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051B5A0 C call -> ccFntTy::SetSurf
0051B5A0|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051B5A0 C call -> ccFntTy::SetSurf
0051B5A0|local|Stack[-0x8]:4	00540760|parameter|Stack[0xc]:4	0051B5A0 C call -> DibPut
0051B5A0|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051B5A0 C call -> ccFntTy::SetSurf
0051B5A0|local|Stack[-0x8]:4	006B5440|parameter|Stack[0x10]:4	0051B5A0 C call -> FUN_006b5440
0051B5A0|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051B5A0 C call -> ccFntTy::SetSurf
0051B5A0|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051B5A0 C call -> ccFntTy::SetSurf
0051B5A0|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051B5A0 C call -> ccFntTy::SetSurf
0051B5A0|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051B5A0 C call -> ccFntTy::SetSurf
0051B5A0|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051B5A0 C call -> ccFntTy::SetSurf
0051B5A0|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051B5A0 C call -> ccFntTy::SetSurf
0051B5A0|local|Stack[-0xc]:4	00523410|parameter|Stack[0x4]:4	0051B5A0 C call -> FUN_00523410
0051B5A0|local|Stack[-0xc]:4	00526BA0|parameter|Stack[0x4]:4	0051B5A0 C call -> FUN_00526ba0
0051B5A0|local|Stack[-0x8]:4	00540760|parameter|Stack[0xc]:4	0051B5A0 C call -> DibPut
0051B5A0|local|Stack[-0x38]:4	00540760|parameter|Stack[0x14]:4	0051B5A0 C call -> DibPut
0051B5A0|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051B5A0 C call -> ccFntTy::SetSurf
0051B5A0|local|Stack[-0xc]:4	004E8030|parameter|Stack[0x4]:4	0051B5A0 C call -> FUN_004e8030
0051B5A0|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051B5A0 C call -> ccFntTy::SetSurf
0051B5A0|local|Stack[-0xc]:4	00523410|parameter|Stack[0x4]:4	0051B5A0 C call -> FUN_00523410
0051B5A0|local|Stack[-0xc]:4	00526BA0|parameter|Stack[0x4]:4	0051B5A0 C call -> FUN_00526ba0
0051B5A0|local|Stack[-0x8]:4	00540760|parameter|Stack[0xc]:4	0051B5A0 C call -> DibPut
0051B5A0|local|Stack[-0x38]:4	00540760|parameter|Stack[0x14]:4	0051B5A0 C call -> DibPut
0051B5A0|local|Stack[-0xc]:4	004E8030|parameter|Stack[0x4]:4	0051B5A0 C call -> FUN_004e8030
0051B5A0|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051B5A0 C call -> ccFntTy::SetSurf
0051B5A0|local|Stack[-0xc]:4	00523410|parameter|Stack[0x4]:4	0051B5A0 C call -> FUN_00523410
0051B5A0|local|Stack[-0xc]:4	00526BA0|parameter|Stack[0x4]:4	0051B5A0 C call -> FUN_00526ba0
0051B5A0|local|Stack[-0x8]:4	00540760|parameter|Stack[0xc]:4	0051B5A0 C call -> DibPut
0051B5A0|local|Stack[-0x38]:4	00540760|parameter|Stack[0x14]:4	0051B5A0 C call -> DibPut
0051B5A0|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051B5A0 C call -> ccFntTy::SetSurf
0051B5A0|local|Stack[-0xc]:4	00523410|parameter|Stack[0x4]:4	0051B5A0 C call -> FUN_00523410
0051B5A0|local|Stack[-0xc]:4	00526BA0|parameter|Stack[0x4]:4	0051B5A0 C call -> FUN_00526ba0
0051B5A0|local|Stack[-0x8]:4	00540760|parameter|Stack[0xc]:4	0051B5A0 C call -> DibPut
0051B5A0|local|Stack[-0x38]:4	00540760|parameter|Stack[0x14]:4	0051B5A0 C call -> DibPut
0051B5A0|parameter|Stack[0x4]:4	00515E30|parameter|Stack[0xc]:4	0051B5A0 C call -> HelpPanelTy::AddLinks
0051B5A0|parameter|Stack[0x8]:4	00515E30|parameter|Stack[0x10]:4	0051B5A0 C call -> HelpPanelTy::AddLinks
0051C980|parameter|Stack[0x4]:4	00523410|parameter|Stack[0x4]:4	0051C980 C call -> FUN_00523410
0051C980|parameter|Stack[0x8]:4	00515310|parameter|Stack[0x8]:4	0051C980 C call -> HelpPanelTy::DrawTitle
0051C980|parameter|Stack[0x4]:4	00515650|parameter|Stack[0x8]:4	0051C980 C call -> HelpPanelTy::DrawObj
0051C980|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051C980 C call -> ccFntTy::SetSurf
0051C980|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051C980 C call -> ccFntTy::SetSurf
0051C980|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051C980 C call -> ccFntTy::SetSurf
0051C980|local|Stack[-0xc]:4	00523410|parameter|Stack[0x4]:4	0051C980 C call -> FUN_00523410
0051C980|local|Stack[-0xc]:4	00526BA0|parameter|Stack[0x4]:4	0051C980 C call -> FUN_00526ba0
0051C980|local|Stack[-0x8]:4	00540760|parameter|Stack[0xc]:4	0051C980 C call -> DibPut
0051C980|local|Stack[-0x10]:4	00540760|parameter|Stack[0x14]:4	0051C980 C call -> DibPut
0051C980|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051C980 C call -> ccFntTy::SetSurf
0051C980|parameter|Stack[0x4]:4	00523410|parameter|Stack[0x4]:4	0051C980 C call -> FUN_00523410
0051C980|local|Stack[-0x8]:4	00511AB0|parameter|Stack[0x4]:4	0051C980 C call -> HelpPanelTy::CheckBkView
0051C980|local|EAX:4	00511AB0|parameter|Stack[0x8]:2	0051C980 C call -> HelpPanelTy::CheckBkView
0051C980|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051C980 C call -> ccFntTy::SetSurf
0051C980|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051C980 C call -> ccFntTy::SetSurf
0051C980|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051C980 C call -> ccFntTy::SetSurf
0051C980|local|Stack[-0xc]:4	00523410|parameter|Stack[0x4]:4	0051C980 C call -> FUN_00523410
0051C980|local|Stack[-0xc]:4	00526BA0|parameter|Stack[0x4]:4	0051C980 C call -> FUN_00526ba0
0051C980|local|Stack[-0x8]:4	00540760|parameter|Stack[0xc]:4	0051C980 C call -> DibPut
0051C980|local|Stack[-0x10]:4	00540760|parameter|Stack[0x14]:4	0051C980 C call -> DibPut
0051C980|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051C980 C call -> ccFntTy::SetSurf
0051C980|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051C980 C call -> ccFntTy::SetSurf
0051C980|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051C980 C call -> ccFntTy::SetSurf
0051C980|local|Stack[-0x8]:4	00710A90|parameter|Stack[0x10]:4	0051C980 C call -> ccFntTy::SetSurf
0051C980|parameter|Stack[0x4]:4	00523410|parameter|Stack[0x4]:4	0051C980 C call -> FUN_00523410
0051C980|parameter|Stack[0x4]:4	00515E30|parameter|Stack[0xc]:4	0051C980 C call -> HelpPanelTy::AddLinks
0051C980|parameter|Stack[0x8]:4	00515E30|parameter|Stack[0x10]:4	0051C980 C call -> HelpPanelTy::AddLinks
0051D360|parameter|Stack[0x4]:4	00523410|parameter|Stack[0x4]:4	0051D360 C call -> FUN_00523410
0051D360|parameter|Stack[0x4]:4	00515650|parameter|Stack[0x8]:4	0051D360 C call -> HelpPanelTy::DrawObj
0051D360|parameter|Stack[0x4]:4	00523410|parameter|Stack[0x4]:4	0051D360 C call -> FUN_00523410
0051D360|parameter|Stack[0x4]:4	00515E30|parameter|Stack[0xc]:4	0051D360 C call -> HelpPanelTy::AddLinks
0051D540|parameter|Stack[0x4]:4	00529D80|parameter|Stack[0x4]:4	0051D540 C call -> FUN_00529d80
0051D540|parameter|Stack[0x8]:4	00529D80|parameter|Stack[0x8]:4	0051D540 C call -> FUN_00529d80
0051D540|local|Stack[-0x14]:4	006B0140|parameter|Stack[0x4]:4	0051D540 C call -> LoadResourceString
0051D540|local|EAX:4	00511AB0|parameter|Stack[0x8]:2	0051D540 C call -> HelpPanelTy::CheckBkView
0051D540|local|EAX:4	00511AB0|parameter|Stack[0x4]:4	0051D540 C call -> HelpPanelTy::CheckBkView
0051D540|local|Stack[-0x8]:4	00540760|parameter|Stack[0x14]:4	0051D540 C call -> DibPut
